id,name,target_type_id
955,다후타의 자폭명령,0
956,발리우스의 잔혹한 눈빛,0
958,영창하는 레르만의 전류,4
959,다후타의 물대포,0
960,발리우스의 전격 소환,0
962,발리우스의 전류,4
963,다후타의 사슬,0
965,염소인간 찍기,0
966,발리우스의 전류장 소환,4
967,플롯 부스트,0
968,다후타의 공포,0
974,염소인간 대지 폭발,0
975,나차쉬가르_7번방_센터그룹_엘리트,0
976,나차쉬가르_7번방_1그룹_엘리트,0
977,나차쉬가르_7번방_2그룹_엘리트,0
978,나차쉬가르_7번방_3그룹_엘리트,0
979,나차쉬가르_7번방_4그룹_엘리트,0
980,나차쉬가르_6번방_센터그룹,0
981,나차쉬가르_6번방_1그룹,0
982,나차쉬가르_6번방_2그룹,0
983,나차쉬가르_6번방_3그룹,0
984,나차쉬가르_6번방_4그룹,0
985,나차쉬가르_6번방_5그룹,0
986,나차쉬가르_6번방_6그룹,0
988,나차쉬가르_7번방_함정발동,0
989,뒤틀린 두억시니의 불꽃회오리,0
990,나차슈린드,0
993,신화급 몬스터 포획,4
994,아너린의 불꽃함정,0
995,다후타의 극한의 빙결,0
996,마상 돌진 대미지,0
997,대어 - 풀려짐,0
998,아너린의 은신,0
999,전장 벼락 소나기,6
1000,뒤틀린 두억시니 격노의 창,0
1004,다후타의 강림,0
1005,물의 정령 물폭탄 테스트,0
1006,우 드리프트,0
1007,다후타의 파도,0
1008,좌 드리,0
1009,극한의 얼음,4
1010,활쏘기,4
1011,다후타의 검,0
1012,켈루스의 저주받은 망치,0
1013,아너린의 육량시,4
1014,켈루스의 불꽃송이,4
1016,스핀턴,0
1017,당기고 쥐어박기,4
1018,다후타의 해일,0
1019,해일 테스트,0
1020,전설급 몬스터 포획,4
1021,서사급 몬스터 포획,4
1022,돌파(플롯),0
1023,다후타의 광기와 천둥폭풍,0
1025,다후타의 죽음,0
1026,다후타의 조소,0
1027,꼬리치기,0
1028,영원의 맹세,0
1029,영원의 복종,0
1030,다후타의 권속,0
1031,테스트_철권콤보1_약,0
1034,오리 물수제비,0
1035,테스트_철권콤보1_강,0
1036,물화살 폭우,4
1037,광란의 덮치기,0
1038,다후타의 권속의 분열,0
1040,먹잇감,0
1041,(안씀)독성 폐기물,4
1042,우당탕탕 타악기,0
1043,붉은 용의 불덩이,0
1044,다후타의 가시,4
1046,바이바라의 손톱,4
1048,연기 뿌리기,0
1049,바이라바의 화염 손톱,0
1050,앞구르기,0
1051,들고 뛰기,0
1052,바이라바의 불꽃 씨앗,0
1053,다후타의 선언,0
1054,바이바라의 불덩이,0
1055,스멀거리는 불길,0
1056,바이바라의 불꽃 씨앗,0
1057,바이라바의 화신의 손톱,4
1058,종말의 겁화,4
1059,레드불,0
1060,냉기의 원뿔,0
1061,바이바라의 화신의 불덩이,4
1062,바이라바의 지옥 손톱,0
1063,다후타의 속박,0
1065,태풍의 날개,0
1066,근접 공격,4
1067,다후타의 내리치는 번개,0
1068,붉은 용의 숨결,0
1069,메테오 소환,0
1070,다후타의 대지폭발,0
1071,붉은 용 등장,0
1072,사도의 내리치는 번개,4
1073,감옥에 침입한 자의 대가,0
1075,메테오 소환,0
1076,태형 하트,0
1077,다후타의 마법폭발,0
1078,활력 칼날,4
1079,뿌리 가루를 통한 명상하기,0
1080,연속쏘기,4
1081,붉은 용의 꼬리치기,0
1082,붉은 용의 숨결,0
1083,다후타의 해일 소환,0
1084,불꽃송이,4
1085,화신의 지옥불,4
1086,안씀_보호막,0
1087,여왕벌 포획,4
1088,붉은 용의 태풍의 날개,0
1089,용의 숨결,0
1090,불꽃의 노예,0
1091,불꽃의 운명,0
1092,차원 붕괴,0
1093,불꽃의 노예,0
1094,불꽃의 노예,0
1095,용 사냥꾼의 거대 석궁 발사,4
1096,가르침의 손길,16
1097,날틀 강력 추진,0
1098,가르침의 손길2,16
1100,순간 가속,4
1101,집어삼키기,4
1102,테스트 전류 폭발,0
1104,정신 흡수,4
1105,감옥에 침입한 자의 대가(동대륙용),0
1106,중력 역전,0
1107,날개 치기,0
1108,날개 치기,0
1109,대지의 분노,0
1110,다후타의 대지폭발(테스트용 사본),0
1111,용의 눈물 (사용 안함),0
1112,인명구조,0
1113,중력 역전,0
1114,유령선 함포사격,4
1115,붉은 용의 비늘,0
1116,안고 뛰기,0
1117,광란의 덮치기,4
1118,다후타의 자폭명령,0
1119,다후타의 물대포,0
1120,용의 숨결,4
1121,다후타의 속박,0
1122,다후타의 극한의 빙결,0
1123,다후타의 권속의 분열,0
1124,다후타의 마법폭발,4
1125,다후타의 광기와 천둥폭풍,0
1126,다후타의 해일,0
1127,다후타의 해일 소환,0
1128,다후타의 공허와 소환,0
1129,다후타의 파도,0
1130,다후타의 가시,4
1131,새끼 크라켄 다리 휘두르기,0
1132,다후타의 분출공,0
1133,다후타의 내리치는 번개,0
1134,다후타의 검,4
1135,다후타의 공포,0
1136,방울방울 후려치기,0
1137,다후타의 해일 진격,0
1138,갈대무리 땅_물자 떨구기,0
1140,먹물 뿌리기,0
1141,당기기,0
1142,암초 송이,6
1143,레이싱_테스트_green_연막,0
1144,메테오 소환,0
1145,불꽃의 노예,0
1147,촉수 당기기,0
1148,갈대무리 땅_용군단1차 소환,0
1149,작은 촉수 벌려치기,0
1152,레이싱_방울방울,0
1154,레이싱 물통투척,0
1155,분노의 표출,4
1156,심연의 사도 마법사의 겁화의 불꽃,4
1157,가프리온의 한기,0
1158,애정을 가지고 달려!,0
1159,레이싱_빙글빙글,0
1160,가프리온의 얼음 번개,4
1161,가프리온의 저승의 얼음,0
1162,레이싱 얼음 바닥,0
1163,가프리온의 고드름,0
1164,겁화의 대정령의 화염,4
1165,겁화의 대정령의 광폭 화염,0
1166,겁화의 대정령의 불덩이,4
1167,다후타의 물방울,0
1168,어뢰 발사,4
1169,겁화의 대정령의 지옥불,0
1170,용의 눈물,0
1171,겁화의 대정령 광분,0
1172,붉은 용의 비늘,0
1173,분노 구름 띄우기,0
1174,폭염탄,6
1175,암브로스의 저주받은 빛,4
1177,암브로스의 핏빛 저주,0
1178,암브로스의 저주의 구슬,0
1179,암브로스의 광분한 구슬,0
1180,암브로스의 연발 저주,0
1181,심연의 약탈자의 소스라치는 빛,4
1182,아켄의 유물,0
1183,심연의 약탈자의 그을림,0
1184,이럇!,0
1185,레이싱_부스터,0
1186,레이싱_점프,0
1187,아켄 10마리 뿌리기,0
1188,심연의 약탈자의 독액 투척,4
1189,심연의 약탈자의 저주받은 번개,0
1190,확장 기술 : 사명 - 비수 던지기,4
1191,죽은 척 하기,0
1192,난사,0
1193,확장 기술 : 사명 - 비수 던지기2 (사용 안함 건들지 마셈),4
1194,제누트의 매혹의 빛,4
1195,철웅성,0
1196,거울의 오른쪽,0
1198,잠수정 점프,0
1199,제누트의 치명적인 매혹,4
1201,제누트의 경기,0
1202,구원,6
1203,거대한 태극기 소환,0
1204,제누트의 매혹의 창살,0
1205,제누트의 핏빛 창살,0
1206,제누트의 유혹의 소나타,0
1207,광복절 이벤트 서부 npc 삭제,0
1208,서고 수집기계의 난도질,0
1209,지연 치유,0
1210,광복절 이벤트 대사용,0
1211,남자의 일격필살,4
1212,화살 쏘기,4
1213,산탄화살,4
1216,제누트의 광기의 창살,0
1217,그림자 습격,0
1218,광복절 이벤트 폭죽 쏘기,0
1219,제누트의 독극물,0
1220,밀어치기,4
1221,섬광의 길,0
1222,어둠송이 반격,0
1223,심판의 창,6
1224,사악한 근성의 방패,0
1225,불끈 불끈 성장 수,0
1226,저격,0
1227,얼음꽃이 피었습니다.,4
1230,황금왕의 식탁 소환,0
1231,대지 가르기,0
1232,편애,0
1233,회오리 베기,0
1234,폭풍 가르기,4
1235,화염을 머금은 괴성,0
1236,연속 회복,0
1237,샘솟는 생명력,0
1238,빛과 어둠,0
1239,연속 회복,0
1240,샘솟는 생명력,0
1241,빛과 어둠,0
1242,태양의 들녘 최종 보스 스킬 테스트,0
1243,광복절 이벤트 대사용 - 서부,0
1245,샤크라의 저주 읊는 빛,4
1246,그림자 밟기,0
1248,경보,4
1249,샤크라의 석화 해제,0
1250,쏟아져 내리는 가시,0
1251,휘몰아치기,0
1252,태울거리 찾기,0
1253,망자의 화염,0
1254,샤크라의 석화,0
1255,샤크라의 저주 읊는 번개,0
1256,강력한 화살 쏘기,4
1257,황금왕 성 스폰시키기,0
1259,샤크라의 심판의 부름,0
1260,샤크라의 석화의 빛,0
1261,샤크라의 발광하는 석화,0
1263,갓 태어난 샤크라의 광란의 빛,0
1265,호랑이 소환,0
1266,비수 던지기,4
1267,마법진,0
1268,호랑이의 불꽃,0
1269,화염을 머금은 몸체,0
1271,추석 이벤트 호랑이 외침,0
1272,저건트의 밀어치기,0
1273,저건트의 당기기,4
1274,추석 이벤트 호랑이 대지 덮치기,4
1275,추석 호랑이 광역,0
1276,추석 호랑이 순간이동,4
1278,"태양의 들녘 타워디펜스 전사, 할 스폰 이벤트",0
1279,저건트의 대지폭발,0
1280,경비병 매수,0
1281,태양의 들녘 1단계 스폰 이벤트,0
1282,추석 호랑이 분노의 강타,4
1283,그러넛의 진격,0
1284,추석 이벤트 호랑이 덮치기,4
1285,거울의 왼쪽,0
1286,태양의 들녘 타워디펜스 기사 스폰 이벤트,0
1287,그러넛의 격노,0
1288,그러넛의 도약,0
1289,빙하 방류 : 일격,0
1290,빙하 방류 : 화살,0
1291,빙하 방류 : 분출,0
1292,태양의 들녘 타워디펜스 할 등장 이벤트,0
1293,호박 경비 소환,0
1294,먹이통 소환,0
1295,아군 부르기,0
1296,화염병 난사,4
8000001,3단 베기,4
8000002,Потрошение,4
8000003,Азарт мстителя,4
