id,armor_asset_id,asset_id
14455,2116,6051
14456,2116,4584
14457,2116,6238
14458,2116,5246
14459,2116,6228
14468,2120,6812
14469,2120,6825
14470,2120,6835
14471,2120,6830
14472,2120,6949
14473,2120,6944
14474,2120,6844
14475,2120,6840
14476,2121,6850
14477,2121,6854
14478,2121,6860
14479,2121,6899
14480,2121,6871
14481,2121,6909
14482,2121,6882
14483,2121,6919
14484,2122,6851
14485,2122,6856
14486,2122,6862
14487,2122,6901
14488,2122,6878
14489,2122,6911
14490,2122,6884
14491,2122,6921
14492,2123,6852
14493,2123,6858
14494,2123,6864
14495,2123,6906
14496,2123,6880
14497,2123,6913
14498,2123,6886
14499,2123,6923
14500,2124,6853
14501,2124,6859
14502,2124,6865
14503,2124,6908
14504,2124,6881
14505,2124,6916
14506,2124,6887
14507,2124,6924
14524,2150,4560
14525,2150,6120
14526,2150,5280
14527,2150,5996
14528,2150,4604
14529,2150,6135
14530,2150,5671
14531,2150,6173
14532,2151,4534
14533,2151,4869
14534,2151,5190
14535,2151,6035
14536,2151,4585
14537,2151,6263
14538,2151,5257
14539,2151,6203
14540,2152,4552
14541,2152,6106
14542,2152,5200
14543,2152,6267
14544,2152,4596
14545,2152,6246
14546,2152,5662
14547,2152,6251
14556,2153,4478
14557,2153,4784
14558,2153,4832
14559,2153,5305
14560,2153,4641
14561,2153,5390
14562,2153,5097
14563,2153,5549
14572,2154,4474
14573,2154,5019
14574,2154,5239
14575,2154,6084
14576,2154,4639
14577,2154,5759
14578,2154,5205
14579,2154,5973
14588,1453,4475
14589,1453,5025
14590,1453,4830
14591,1453,5987
14592,1453,4640
14593,1453,6215
14594,1453,5206
14595,1453,6167
14604,1454,4523
14605,1454,4868
14606,1454,5186
14607,1454,6034
14608,1454,4583
14609,1454,6235
14610,1454,5249
14611,1454,6202
14612,1455,4477
14613,1455,5032
14614,1455,4814
14615,1455,6065
14616,1455,4642
14617,1455,6241
14618,1455,5207
14619,1455,6237
14628,1490,4565
14629,1490,6181
14630,1490,5285
14631,1490,5998
14632,1490,4609
14633,1490,6227
14634,1490,5674
14635,1490,6175
14636,1491,4559
14637,1491,6151
14638,1491,6196
14639,1491,6271
14640,1491,4603
14641,1491,6260
14642,1491,5670
14643,1491,6208
14652,1492,5661
14653,1492,5269
14654,1492,5752
14655,1492,6064
14656,1492,5976
14657,1492,5760
14658,1492,5774
14659,1492,5785
14668,1493,4525
14669,1493,5023
14670,1493,5189
14671,1493,6051
14672,1493,4584
14673,1493,6238
14674,1493,5246
14675,1493,6228
14692,1626,4682
14693,1626,4840
14694,1626,5051
14695,1626,5297
14696,1626,4905
14697,1626,5499
14698,1626,5128
14699,1626,5563
14700,1459,4534
14701,1459,4869
14702,1459,5190
14703,1459,6035
14704,1459,4585
14705,1459,6263
14706,1459,5257
14707,1459,6203
14716,1460,4477
14717,1460,5032
14718,1460,4814
14719,1460,6065
14720,1460,4642
14721,1460,6241
14722,1460,5207
14723,1460,6237
14724,1628,4897
14725,1628,5002
14726,1628,5627
14727,1628,6048
14728,1628,6190
14729,1628,5891
14730,1628,5394
14731,1628,5900
14732,1496,4656
14733,1496,4783
14734,1496,4844
14735,1496,5293
14736,1496,4806
14737,1496,5389
14738,1496,5101
14739,1496,5546
14748,1497,4512
14749,1497,5034
14750,1497,5185
14751,1497,6067
14752,1497,4581
14753,1497,6243
14754,1497,5243
14755,1497,6248
14764,1661,4991
14765,1661,5093
14766,1661,5498
14767,1661,6008
14768,1661,5827
14769,1661,5711
14770,1661,5483
14771,1661,5712
14796,1499,4468
14797,1499,4725
14798,1499,4571
14799,1499,5339
14800,1499,4576
14801,1499,5393
14802,1499,5096
14803,1499,5548
14804,1630,4872
14805,1630,4935
14806,1630,5521
14807,1630,5977
14808,1630,6125
14809,1630,5858
14810,1630,5342
14811,1630,5795
14812,1465,4477
14813,1465,5032
14814,1465,4814
14815,1465,6065
14816,1465,4642
14817,1465,6241
14818,1465,5207
14819,1465,6237
14820,1631,6651
14821,1631,4931
14822,1631,6686
14823,1631,5304
14824,1631,6678
14825,1631,5535
14826,1631,6704
14827,1631,5603
14828,1466,4478
14829,1466,4784
14830,1466,4832
14831,1466,5309
14832,1466,4641
14833,1466,5390
14834,1466,5097
14835,1466,5549
14836,1632,4473
14837,1632,4786
14838,1632,4813
14839,1632,5682
14840,1632,4637
14841,1632,5368
14842,1632,5061
14843,1632,5543
14844,1467,4474
14845,1467,5019
14846,1467,5239
14847,1467,6084
14848,1467,4639
14849,1467,5759
14850,1467,5205
14851,1467,5973
14852,1633,4650
14853,1633,4771
14854,1633,4821
14855,1633,5305
14856,1633,4773
14857,1633,5352
14858,1633,4777
14859,1633,5539
14868,1501,4566
14869,1501,6182
14870,1501,5284
14871,1501,6274
14872,1501,4610
14873,1501,6262
14874,1501,5675
14875,1501,6219
14884,1502,4557
14885,1502,6123
14886,1502,5277
14887,1502,6276
14888,1502,4601
14889,1502,6256
14890,1502,5667
14891,1502,6253
14908,1469,4548
14909,1469,4871
14910,1469,5197
14911,1469,6037
14912,1469,4593
14913,1469,6257
14914,1469,5265
14915,1469,6205
14924,1470,4477
14925,1470,5032
14926,1470,4814
14927,1470,6065
14928,1470,4642
14929,1470,6241
14930,1470,5207
14931,1470,6237
14940,1471,4478
14941,1471,4784
14942,1471,4832
14943,1471,5309
14944,1471,4641
14945,1471,5390
14946,1471,5097
14947,1471,5549
14948,1635,4975
14949,1635,5039
14950,1635,5452
14951,1635,5961
14952,1635,5819
14953,1635,5696
14954,1635,5474
14955,1635,5645
14956,1509,4468
14957,1509,4725
14958,1509,4571
14959,1509,5339
14960,1509,4576
14961,1509,5393
14962,1509,5096
14963,1509,5548
14964,1508,4525
14965,1508,5023
14966,1508,5189
14967,1508,6051
14968,1508,4584
14969,1508,6238
14970,1508,5246
14971,1508,6228
14972,1636,4652
14973,1636,6645
14974,1636,5612
14975,1636,6690
14976,1636,4945
14977,1636,6671
14978,1636,5065
14979,1636,6708
14980,1637,4978
14981,1637,5221
14982,1637,5455
14983,1637,6058
14984,1637,5821
14985,1637,5698
14986,1637,5476
14987,1637,5778
14988,1507,5661
14989,1507,5269
14990,1507,5752
14991,1507,6064
14992,1507,5976
14993,1507,5760
14994,1507,5774
14995,1507,5785
14996,1638,4897
14997,1638,5002
14998,1638,5627
14999,1638,6048
15000,1638,6190
15001,1638,5891
15002,1638,5394
15003,1638,5900
15004,1506,4556
15005,1506,6122
15006,1506,5276
15007,1506,6270
15008,1506,4600
15009,1506,6259
15010,1506,5668
15011,1506,6207
15012,1639,4661
15013,1639,4794
15014,1639,4922
15015,1639,5335
15016,1639,4838
15017,1639,5406
15018,1639,5104
15019,1639,5551
15020,1505,4465
15021,1505,4722
15022,1505,4567
15023,1505,5988
15024,1505,4572
15025,1505,6133
15026,1505,5208
15027,1505,6168
15028,1670,5576
15029,1670,5234
15030,1670,5683
15031,1670,5925
15032,1670,5940
15033,1670,5740
15034,1670,5764
15035,1670,5650
15036,1671,5009
15037,1671,5095
15038,1671,5514
15039,1671,6007
15040,1671,5833
15041,1671,5729
15042,1671,5490
15043,1671,5713
15044,1473,4558
15045,1473,6119
15046,1473,5278
15047,1473,5995
15048,1473,4602
15049,1473,6224
15050,1473,5669
15051,1473,6178
15052,1672,5578
15053,1672,5267
15054,1672,5692
15055,1672,6061
15056,1672,5955
15057,1672,5739
15058,1672,5765
15059,1672,5783
15060,1673,4545
15061,1673,5021
15062,1673,5653
15063,1673,6041
15064,1673,4590
15065,1673,6239
15066,1673,5259
15067,1673,6229
15068,1477,6853
15069,1477,6859
15070,1477,6865
15071,1477,6908
15072,1477,6881
15073,1477,6916
15074,1477,6887
15075,1477,6924
15076,1674,4708
15077,1674,4859
15078,1674,5141
15079,1674,5334
15080,1674,4977
15081,1674,5457
15082,1674,5158
15083,1674,5599
15084,1510,4558
15085,1510,6119
15086,1510,5278
15087,1510,5995
15088,1510,4602
15089,1510,6224
15090,1510,5669
15091,1510,6178
15100,1511,4551
15101,1511,6105
15102,1511,5199
15103,1511,6268
15104,1511,4595
15105,1511,6265
15106,1511,5663
15107,1511,6206
15108,1512,4555
15109,1512,6117
15110,1512,5210
15111,1512,6275
15112,1512,4599
15113,1512,6247
15114,1512,5665
15115,1512,6252
15116,1513,4478
15117,1513,4784
15118,1513,4832
15119,1513,5309
15120,1513,4641
15121,1513,5390
15122,1513,5097
15123,1513,5549
15148,1515,4558
15149,1515,6119
15150,1515,5278
15151,1515,5995
15152,1515,4602
15153,1515,6224
15154,1515,5669
15155,1515,6178
15157,1516,4556
15158,1516,6122
15159,1516,5276
15160,1516,6270
15161,1516,4600
15162,1516,6259
15163,1516,5668
15164,1516,6207
15165,1644,4986
15166,1644,5225
15167,1644,5495
15168,1644,6071
15169,1644,5825
15170,1644,5703
15171,1644,5480
15172,1644,5966
15173,1517,4557
15174,1517,6123
15175,1517,5277
15176,1517,6276
15177,1517,4601
15178,1517,6256
15179,1517,5667
15180,1517,6253
15181,1518,4478
15182,1518,4784
15183,1518,4832
15184,1518,5309
15185,1518,4641
15186,1518,5390
15187,1518,5097
15188,1518,5549
15197,1519,4474
15198,1519,5019
15199,1519,5239
15200,1519,6084
15201,1519,4639
15202,1519,5759
15203,1519,5205
15204,1519,5973
15213,1479,4475
15214,1479,5025
15215,1479,4830
15216,1479,5987
15217,1479,4640
15218,1479,6215
15219,1479,5206
15220,1479,6167
15229,1480,4511
15230,1480,4867
15231,1480,5184
15232,1480,6033
15233,1480,4580
15234,1480,6234
15235,1480,5244
15236,1480,6201
15237,1482,4525
15238,1482,5023
15239,1482,5189
15240,1482,6051
15241,1482,4584
15242,1482,6238
15243,1482,5246
15245,1482,6228
15261,1520,4694
15262,1520,4828
15263,1520,5088
15264,1520,5287
15265,1520,4941
15266,1520,5443
15267,1520,5138
15268,1520,5582
15269,1521,4706
15270,1521,6646
15271,1521,5131
15272,1521,6691
15273,1521,4974
15274,1521,6672
15275,1521,5162
15276,1521,6709
15277,1522,4473
15278,1522,4786
15279,1522,4813
15280,1522,5682
15281,1522,4637
15282,1522,5368
15283,1522,5061
15284,1522,5543
15285,1523,4472
15286,1523,4721
15287,1523,4812
15288,1523,5307
15289,1523,4638
15290,1523,5348
15291,1523,4764
15292,1523,5508
15293,1527,4896
15294,1527,5268
15295,1527,5626
15296,1527,5341
15297,1527,6195
15298,1527,5448
15299,1527,5395
15300,1527,5586
15301,1528,5573
15302,1528,5500
15303,1528,5678
15304,1528,6314
15305,1528,5929
15306,1528,5734
15307,1528,5753
15308,1528,5751
15309,2145,6812
15310,2145,6825
15311,2145,6835
15312,2145,6830
15313,2145,6949
15314,2145,6944
15315,2145,6844
15316,2145,6840
15317,1529,4887
15318,1529,5014
15319,1529,5617
15320,1529,6076
15321,1529,6163
15322,1529,5882
15323,1529,5378
15324,1529,6107
15325,2146,6813
15326,2146,6826
15327,2146,6836
15328,2146,6831
15329,2146,6950
15330,2146,6945
15331,2146,6845
15332,2146,6841
15333,2147,6823
15334,2147,6827
15335,2147,6837
15336,2147,6832
15337,2147,6951
15338,2147,6946
15339,2147,6846
15340,2147,6842
15341,1530,5792
15342,1530,5271
15343,1530,6183
15344,1530,5984
15345,1530,6143
15346,1530,5869
15347,1530,5847
15348,1530,5801
15349,2148,6870
15350,2148,6876
15351,2148,6897
15352,2148,6893
15353,2148,6933
15354,2148,6928
15355,2148,6918
15356,2148,6907
15357,2149,6869
15358,2149,6875
15359,2149,6898
15360,2149,6892
15361,2149,6934
15362,2149,6929
15363,2149,7026
15364,2149,7028
15365,1595,6812
15366,1595,6825
15367,1595,6835
15368,1595,6830
15369,1595,6949
15370,1595,6944
15371,1595,6844
15372,1595,6840
15373,1531,4652
15374,1531,6645
15375,1531,5612
15376,1531,6690
15377,1531,4945
15378,1531,6671
15380,1531,6708
15381,1596,4902
15382,1596,4954
15383,1596,5632
15384,1596,6020
15385,1596,6185
15386,1596,5915
15387,1596,5404
15388,1596,6092
15405,1597,4878
15406,1597,4993
15407,1597,5530
15408,1597,6053
15409,1597,6131
15410,1597,5872
15411,1597,5371
15412,1597,5838
15421,1598,7127
15422,1598,4730
15423,1598,7128
15424,1598,4740
15425,1598,4750
15426,1598,7131
15427,1598,7130
15428,1598,7129
15429,1565,5792
15430,1565,5271
15431,1565,6183
15432,1565,5984
15433,1565,6143
15434,1565,5869
15435,1565,5847
15436,1565,5801
15437,1599,4884
15438,1599,5013
15439,1599,5614
15440,1599,6075
15441,1599,6140
15442,1599,5881
15443,1599,5373
15444,1599,6103
15445,1566,5793
15446,1566,5411
15447,1566,6209
15448,1566,6024
15449,1566,6152
15450,1566,5918
15451,1566,5849
15452,1566,6095
15453,1560,6812
15454,1560,6825
15455,1560,6835
15456,1560,6830
15457,1560,6949
15458,1560,6944
15459,1560,6844
15460,1560,6840
15469,1561,4889
15470,1561,4950
15471,1561,5619
15472,1561,6000
15473,1561,6147
15474,1561,5910
15475,1561,5384
15476,1561,5954
15485,1562,5788
15486,1562,5491
15487,1562,5857
15488,1562,6063
15489,1562,6157
15490,1562,5876
15491,1562,5837
15492,1562,5843
15501,1563,4653
15502,1563,4787
15503,1563,4927
15504,1563,5308
15505,1563,4795
15506,1563,5387
15507,1563,5059
15508,1563,5541
15509,1564,4661
15510,1564,4794
15512,1564,5335
15513,1564,4838
15514,1564,5406
15515,1564,5104
15516,1564,5551
15517,1535,4876
15518,1535,4936
15519,1535,5528
15520,1535,5978
15521,1535,6129
15522,1535,5859
15523,1535,5369
15524,1535,5796
15525,1536,5080
15526,1536,6653
15527,1536,7147
15528,1536,6695
15529,1536,7148
15530,1536,6676
15531,1536,7149
15532,1536,6713
15533,2140,5806
15534,2140,5273
15535,2140,5904
15536,2140,5985
15537,2140,6145
15538,2140,5871
15539,2140,5852
15540,2140,5803
15541,1537,5062
15542,1537,5182
15543,1537,5216
15544,1537,5232
15545,2141,5571
15546,2141,5248
15547,2141,5676
15548,2141,6012
15549,2141,5927
15550,2141,5731
15551,2141,5761
15552,2141,5714
15553,1538,4684
15554,1538,4810
15555,1538,5053
15556,1538,5318
15557,1538,4907
15558,1538,5429
15559,1538,5125
15560,1538,5565
15561,2142,4473
15562,2142,4786
15563,2142,4813
15564,2142,5682
15565,2142,4637
15566,2142,5368
15567,2142,5061
15568,2142,5543
15569,1539,6430
15570,1539,6428
15571,1539,6434
15572,1539,6432
15573,1539,6438
15574,1539,6436
15575,1539,6442
15576,1539,6440
15577,2143,6824
15578,2143,6829
15579,2143,6839
15580,2143,6834
15581,2143,6952
15582,2143,6947
15583,2143,6847
15584,2143,6843
15585,2144,6969
15586,2144,7023
15587,2144,6985
15588,2144,7070
15589,2144,7018
15590,2144,7053
15591,2144,7001
15592,2144,7087
15593,1570,4876
15594,1570,4936
15595,1570,5528
15596,1570,5978
15597,1570,6129
15598,1570,5859
15599,1570,5369
15600,1570,5796
15601,1590,5806
15602,1590,5273
15603,1590,5904
15604,1590,5985
15605,1590,6145
15606,1590,5871
15607,1590,5852
15608,1590,5803
15609,1571,7153
15610,1571,7154
15611,1571,7156
15612,1571,7155
15613,1571,7160
15614,1571,7159
15615,1571,7158
15616,1571,7157
15619,1591,5078
15620,1591,5691
15621,1591,4917
15622,1591,5512
15623,1591,5137
15624,1591,5580
15625,1572,5788
15626,1572,5491
15627,1572,5857
15628,1572,6063
15629,1572,6157
15630,1572,5876
15631,1572,5837
15632,1572,5843
15633,1592,4882
15634,1592,4998
15635,1592,5611
15636,1592,6052
15637,1592,6138
15638,1592,5875
15639,1592,5376
15640,1592,5842
15641,1593,5573
15642,1593,5500
15643,1593,5678
15644,1593,6314
15645,1593,5929
15646,1593,5734
15647,1593,5753
15648,1593,5751
15649,1594,5069
15650,1594,5238
15651,1594,5179
15652,1594,6482
15653,1594,5967
15654,1594,5755
15655,1594,5771
15656,1594,5970
15657,1573,4653
15658,1573,4787
15659,1573,4927
15660,1573,5308
15661,1573,4795
15662,1573,5387
15663,1573,5059
15664,1573,5541
15665,1555,5806
15666,1555,5273
15667,1555,5904
15668,1555,5985
15669,1555,6145
15670,1555,5871
15671,1555,5852
15672,1555,5803
15681,1556,6650
15682,1556,4785
15683,1556,6685
15684,1556,5292
15685,1556,6677
15686,1556,5467
15687,1556,6703
15688,1556,5544
15697,1557,4683
15698,1557,4807
15699,1557,5052
15700,1557,5323
15701,1557,4908
15702,1557,5430
15703,1557,5127
15704,1557,5566
15705,1558,4653
15706,1558,4787
15707,1558,4927
15708,1558,5308
15709,1558,4795
15710,1558,5387
15711,1558,5059
15712,1558,5541
15713,1559,4654
15714,1559,4845
15715,1559,5779
15716,1559,5332
15717,1559,4799
15718,1559,5588
15719,1559,5058
15720,1559,5542
15729,2135,4710
15730,2135,4928
15731,2135,5142
15732,2135,5289
15733,2135,4980
15734,2135,5458
15735,2135,5163
15736,2135,5600
15745,2136,5791
15746,2136,5410
15747,2136,5867
15748,2136,6023
15749,2136,6187
15750,2136,5917
15751,2136,5846
15752,2136,6094
15753,2137,6823
15754,2137,6827
15755,2137,6837
15756,2137,6832
15757,2137,6951
15758,2137,6946
15759,2137,6846
15760,2137,6842
15769,2138,6870
15770,2138,6876
15771,2138,6897
15772,2138,6893
15773,2138,6933
15774,2138,6928
15775,2138,6918
15776,2138,6907
15785,2139,6822
15786,2139,6828
15787,2139,6838
15788,2139,6833
15789,2139,6953
15790,2139,6948
15791,2139,7027
15792,2139,7029
15801,1585,4710
15802,1585,4928
15803,1585,5142
15804,1585,5289
15805,1585,4980
15806,1585,5458
15807,1585,5163
15808,1585,5600
15817,1586,4895
15818,1586,4952
15819,1586,5625
15820,1586,6018
15821,1586,6149
15822,1586,5912
15823,1586,5396
15824,1586,6090
15833,1587,5788
15834,1587,5491
15835,1587,5857
15836,1587,6063
15837,1587,6157
15838,1587,5876
15839,1587,5837
15840,1587,5843
15849,1588,4897
15850,1588,5002
15851,1588,5627
15852,1588,6048
15853,1588,6190
15854,1588,5891
15855,1588,5394
15856,1588,5900
15857,1589,4875
15858,1589,5011
15859,1589,5524
15860,1589,6073
15861,1589,6128
15862,1589,5879
15863,1589,5343
15864,1589,6101
15865,1551,4898
15866,1551,4953
15867,1551,5628
15868,1551,6019
15869,1551,6150
15870,1551,5914
15871,1551,5400
15872,1551,6091
15873,1552,4683
15874,1552,4807
15875,1552,5052
15876,1552,5323
15877,1552,4908
15878,1552,5430
15879,1552,5127
15880,1552,5566
15881,1645,5804
15882,1645,5272
15883,1645,5895
15884,1645,5983
15885,1645,6144
15886,1645,5870
15887,1645,5850
15888,1645,5802
15889,1553,4684
15890,1553,4810
15891,1553,5053
15892,1553,5318
15893,1553,4907
15894,1553,5429
15895,1553,5125
15896,1553,5565
15897,1554,4692
15898,1554,4826
15899,1554,5075
15900,1554,5337
15901,1554,4923
15902,1554,5442
15903,1554,5135
15904,1554,5579
15905,1646,4964
15906,1646,5085
15907,1646,5425
15908,1646,6003
15909,1646,5640
15910,1646,5688
15911,1646,5469
15912,1646,5702
15937,1610,4665
15938,1610,4796
15939,1610,4924
15940,1610,5174
15941,1610,4841
15942,1610,5407
15943,1610,5114
15944,1610,5555
15961,1613,4671
15962,1613,4802
15963,1613,5049
15964,1613,5317
15965,1613,4855
15966,1613,5423
15967,1613,5120
15968,1613,5559
15977,1540,6812
15978,1540,6825
15979,1540,6835
15980,1540,6830
15981,1540,6949
15982,1540,6944
15983,1540,6844
15984,1540,6840
15985,1541,4885
15986,1541,4949
15987,1541,5615
15988,1541,6016
15989,1541,6146
15990,1541,5908
15991,1541,5380
15992,1541,5816
15993,1542,5062
15994,1542,5270
15995,1542,5182
15996,1542,6062
15997,1542,5216
15998,1542,5873
15999,1542,5232
16000,1542,5840
16001,1543,4684
16002,1543,4810
16003,1543,5053
16004,1543,5318
16005,1543,4907
16006,1543,5429
16007,1543,5125
16008,1543,5565
16009,1544,4661
16010,1544,4794
16012,1544,5335
16013,1544,4838
16014,1544,5406
16015,1544,5104
16016,1544,5551
16017,1575,6812
16018,1575,6825
16019,1575,6835
16020,1575,6830
16021,1575,6949
16022,1575,6944
16023,1575,6844
16024,1575,6840
16025,1576,5807
16026,1576,5413
16027,1576,5905
16028,1576,6026
16029,1576,6154
16030,1576,5920
16031,1576,5854
16032,1576,6097
16033,1577,4882
16034,1577,4998
16035,1577,5611
16036,1577,6052
16037,1577,6138
16038,1577,5875
16039,1577,5376
16040,1577,5842
16041,1578,4545
16042,1578,5021
16043,1578,5653
16044,1578,6041
16045,1578,4590
16046,1578,6239
16047,1578,5259
16048,1578,6229
16049,1579,5069
16050,1579,5238
16051,1579,5179
16052,1579,6482
16053,1579,5967
16054,1579,5755
16055,1579,5771
16056,1579,5970
16057,2126,4666
16058,2126,4797
16059,2126,4925
16060,2126,5295
16061,2126,4846
16062,2126,5496
16063,2126,5118
16064,2126,5556
16065,2127,6823
16066,2127,6827
16067,2127,6837
16068,2127,6832
16069,2127,6951
16070,2127,6946
16071,2127,6846
16072,2127,6842
16073,2128,5789
16074,2128,5274
16075,2128,5860
16076,2128,6043
16077,2128,6161
16078,2128,5893
16079,2128,5835
16080,2128,5902
16081,2129,6970
16082,2129,7030
16083,2129,6986
16084,2129,7071
16085,2129,7019
16086,2129,7054
16087,2129,7002
16088,2129,7088
16089,2130,4689
16090,2130,4823
16091,2130,5079
16092,2130,5286
16093,2130,4915
16094,2130,5440
16095,2130,5134
16096,2130,5570
16097,2131,5809
16098,2131,5414
16099,2131,5909
16100,2131,6027
16101,2131,6188
16102,2131,5921
16103,2131,5856
16104,2131,6098
16105,2132,5788
16106,2132,5491
16107,2132,5857
16108,2132,6063
16109,2132,6157
16110,2132,5876
16111,2132,5837
16112,2132,5843
16113,2133,7100
16114,2133,7217
16115,2133,7105
16116,2133,7235
16117,2133,7110
16118,2133,7336
16119,2133,7115
16120,2133,7318
16121,2134,7101
16122,2134,7364
16123,2134,7106
16124,2134,7406
16125,2134,7111
16126,2134,7415
16127,2134,7421
16144,1547,4886
16145,1547,4994
16146,1547,5616
16147,1547,7119
16148,1547,6155
16149,1547,7121
16150,1547,5379
16151,1547,7120
16152,1548,4549
16153,1548,5022
16154,1548,5198
16155,1548,6046
16156,1548,6312
16157,1548,6313
16158,1548,5264
16159,1548,6231
16184,1582,4786
16185,1582,5682
16186,1582,5368
16187,1582,5543
16188,1583,4653
16189,1583,4787
16190,1583,4927
16191,1583,5308
16192,1583,4795
16193,1583,5387
16194,1583,5059
16195,1583,5541
16196,1584,4903
16197,1584,5018
16198,1584,5633
16199,1584,6080
16200,1584,6193
16201,1584,5886
16202,1584,5402
16203,1584,6111
16204,2155,7347
16205,2155,7385
16206,2155,7427
16207,2155,7370
16208,2155,7432
16209,2155,7375
16210,2155,7437
16211,2155,7365
16212,2157,7348
16213,2157,7386
16214,2157,7428
16215,2157,7371
16216,2157,7433
16217,2157,7376
16218,2157,7438
16219,2157,7366
16220,2158,7349
16221,2158,7387
16222,2158,7429
16223,2158,7372
16224,2158,7434
16225,2158,7377
16226,2158,7439
16227,2158,7367
16228,2159,7350
16229,2159,7388
16230,2159,7430
16231,2159,7373
16232,2159,7435
16233,2159,7378
16234,2159,7440
16235,2159,7368
16236,2160,7351
16237,2160,7389
16238,2160,7431
16239,2160,7374
16240,2160,7436
16241,2160,7379
16242,2160,7441
16243,2160,7369
16244,2015,7362
16245,2015,7401
16246,2015,7410
16247,2015,7390
16248,2161,7352
16249,2161,7357
16250,2161,7380
16251,2161,7398
16252,2161,7422
16253,2161,7407
16254,2161,7416
16255,2161,7391
16256,2162,7353
16257,2162,7358
16258,2162,7381
16259,2162,7399
16260,2162,7423
16261,2162,7408
16262,2162,7417
16263,2162,7392
16264,2163,7354
16265,2163,7359
16266,2163,7382
16267,2163,7400
16268,2163,7424
16269,2163,7409
16270,2163,7418
16271,2163,7393
16272,2164,7355
16273,2164,7360
16274,2164,7383
16275,2164,7402
16276,2164,7425
16277,2164,7411
16278,2164,7419
16279,2164,7396
16280,2165,7356
16281,2165,7361
16282,2165,7384
16283,2165,7403
16284,2165,7426
16285,2165,7412
16286,2165,7420
16287,2165,7397
16288,2016,7363
16289,2016,7405
16290,2016,7414
16291,2016,7394
16292,2018,7364
16293,2018,7406
16294,2018,7415
16295,2018,7421
16296,2042,7346
16297,2042,7345
16298,2042,7343
16299,2042,7344
16300,2014,7301
16301,2014,7404
16302,2014,7413
16303,2014,7395
16304,2017,7217
16305,2017,7235
16306,2017,7336
16307,2017,7318
16333,1494,7348
16334,1494,7386
16335,1494,7428
16336,1494,7371
16337,1494,7433
16338,1494,7376
16339,1494,7438
16340,1494,7366
16357,2125,4546
16358,2125,5020
16359,2125,5195
16360,2125,6085
16361,2125,4591
16362,2125,5888
16363,2125,5260
16364,2125,6113
16365,1514,7347
16366,1514,7385
16367,1514,7427
16368,1514,7370
16369,1514,7432
16370,1514,7375
16371,1514,7437
16372,1514,7365
16373,2117,7351
16374,2117,7389
16375,2117,7431
16376,2117,7374
16377,2117,7436
16378,2117,7379
16379,2117,7441
16380,2117,7369
16389,1545,7209
16390,1545,7207
16391,1545,7223
16392,1545,7232
16393,1545,7323
16394,1545,7333
16395,1545,7303
16396,1545,7313
16397,1546,4893
16398,1546,4951
16399,1546,5623
16400,1546,6017
16401,1546,6148
16402,1546,5911
16403,1546,5391
16404,1546,6087
16405,1580,7209
16406,1580,7207
16407,1580,7223
16408,1580,7232
16409,1580,7323
16410,1580,7333
16411,1580,7303
16412,1580,7313
16413,1581,7201
16414,1581,7216
16415,1581,7221
16416,1581,7231
16417,1581,7325
16418,1581,7335
16419,1581,7305
16420,1581,7315
16421,1549,6430
16422,1549,6428
16423,1549,6434
16424,1549,6432
16425,1549,6438
16426,1549,6436
16427,1549,6442
16428,1549,6440
16429,1615,6655
16430,1615,5235
16431,1615,7122
16432,1615,6089
16433,1615,7123
16434,1615,5757
16435,1615,7124
16436,1615,5652
16461,1994,7139
16469,1474,4523
16470,1474,4868
16471,1474,5186
16472,1474,6034
16473,1474,4583
16474,1474,6235
16475,1474,5249
16476,1474,6202
16508,1531,5065
16510,1504,7347
16511,1504,7385
16512,1504,7427
16513,1504,7370
16514,1504,7432
16515,1504,7375
16516,1504,7437
16517,1504,7365
16518,2166,7464
16519,2167,7465
16520,2168,7466
16521,2169,7467
16523,2171,7470
16524,2172,7469
16525,2173,7471
16526,2173,7452
16527,2173,7463
16528,2173,7462
16529,2173,7453
16531,2174,7451
16532,2175,7442
16533,2175,7443
16534,2175,7444
16535,2175,7445
16536,2175,7448
16537,2175,7449
16538,2175,7446
16539,2175,7447
16548,1201,7496
16549,1201,7497
16550,1201,7498
16551,1201,7499
16552,1201,7502
16553,1201,7503
16554,1201,7500
16555,1201,7501
16564,2177,7442
16565,2177,7443
16566,2177,7444
16567,2177,7445
16568,2177,7448
16569,2177,7449
16570,2177,7446
16571,2177,7447
16572,1845,7473
16573,1845,7475
16574,1845,7477
16575,1845,7479
16576,1845,7485
16577,1845,7487
16578,1845,7481
16579,1845,7483
16580,2178,7472
16581,2178,7474
16582,2178,7476
16583,2178,7478
16584,2178,7484
16585,2178,7486
16586,2178,7480
16587,2178,7482
16588,1841,7454
16589,1841,7455
16590,1841,7456
16591,1841,7457
16592,1841,7460
16593,1841,7461
16594,1841,7458
16595,1841,7459
16596,2180,7468
16597,2180,7541
16598,2180,7549
16599,2180,7533
16600,2180,7582
16601,2180,7591
16602,2180,7557
16603,2180,7574
16604,2181,7593
16605,2181,7542
16606,2181,7550
16607,2181,7534
16608,2181,7583
16609,2181,7592
16610,2181,7558
16611,2181,7575
16612,2167,7535
16613,2167,7543
16614,2167,7527
16615,2167,7576
16616,2167,7584
16617,2167,7551
16618,2167,7564
16619,2166,7536
16620,2166,7544
16621,2166,7528
16622,2166,7577
16623,2166,7585
