id,owner_id,owner_type,kind_id,value1,value2
25641,12706,Skill,10,15284,0
25644,13937,Skill,30,287,0
25645,13933,Skill,30,287,0
25649,2148,QuestComponent,31,948,0
25651,2166,QuestComponent,31,546,0
25653,2422,QuestComponent,31,541,0
25655,2257,QuestComponent,31,541,0
25664,15093,Skill,10,18475,0
25667,12222,QuestComponent,1,25,0
25668,12222,QuestComponent,31,1494,0
25669,14197,Skill,37,633,0
25674,5133,QuestComponent,1,1,0
25683,10286,QuestComponent,3,1,0
25697,14652,Skill,35,1122,1
25712,2174,QuestComponent,31,546,0
25717,5665,QuestComponent,3,6,0
25718,5665,QuestComponent,31,1370,0
25719,5665,QuestComponent,1,99,0
25865,7783,QuestComponent,31,1268,0
25866,7783,QuestComponent,3,6,0
25867,7783,QuestComponent,1,99,0
26108,14907,Skill,32,1117,0
26110,4,Skill,29,0,0
26122,5654,QuestComponent,31,1367,0
26125,11445,Skill,32,2265,0
26126,13881,Skill,32,2255,0
26128,10721,Skill,12,0,0
26129,10723,Skill,29,1,0
26134,10724,Skill,29,1,0
26135,10727,Skill,29,1,0
26139,2171,QuestComponent,31,597,0
26147,2234,QuestComponent,31,597,0
26148,11567,Skill,37,588,0
26150,11357,Skill,32,555,0
26151,6670,QuestComponent,1,24,0
26152,6758,QuestComponent,1,25,0
26153,6079,QuestComponent,1,26,0
26190,13430,Skill,23,294,0
26191,10506,QuestComponent,1,25,0
26194,15146,Skill,32,2908,0
26202,15165,Skill,32,2910,0
26204,15166,Skill,32,2909,0
26222,15178,Skill,37,2278,0
26223,15099,Skill,20,878,1900
26224,15099,Skill,20,877,1900
26225,15099,Skill,20,3313,1900
26226,15099,Skill,20,3314,1900
26244,12303,QuestComponent,1,36,0
26245,12303,QuestComponent,31,2910,0
26318,15130,Skill,12,0,0
26341,12029,Skill,8,15,0
26342,12067,Skill,8,15,0
26343,12069,Skill,8,15,0
26344,12070,Skill,8,15,0
26345,13344,Skill,8,15,0
26349,11418,Skill,8,15,0
26351,14836,Skill,29,0,0
26352,14835,Skill,29,0,0
26353,14837,Skill,29,0,0
26358,12255,QuestComponent,31,2914,0
26359,12255,QuestComponent,1,36,0
26375,621,Sphere,3,6,0
26380,14378,Skill,32,2567,0
26384,15192,Skill,32,2282,0
26389,14698,Skill,27,8110,0
26397,11352,Skill,37,535,0
26398,11352,Skill,17,0,0
26400,14111,Skill,37,2457,0
26402,10871,QuestComponent,1,26,0
26404,12259,QuestComponent,1,26,0
26408,15199,Skill,32,2314,0
26412,15201,Skill,32,2314,0
26414,15200,Skill,32,2314,0
26416,12317,QuestComponent,1,26,0
26417,12317,QuestComponent,31,2272,0
26423,12268,QuestComponent,1,26,0
26424,12268,QuestComponent,31,2276,0
26426,12281,QuestComponent,1,26,0
26435,1161,Sphere,32,2288,0
26441,12300,QuestComponent,31,2285,0
26442,12382,QuestComponent,31,2280,0
26443,12382,QuestComponent,1,26,0
26447,12387,QuestComponent,31,2322,0
26461,12329,QuestComponent,31,2292,0
26463,15211,Skill,32,2293,0
26466,15193,Skill,32,2292,0
26505,12342,QuestComponent,31,2340,0
26508,12343,QuestComponent,31,2337,0
26517,12335,QuestComponent,31,2298,0
26519,12334,QuestComponent,31,2297,0
26522,15226,Skill,32,2298,0
26551,12358,QuestComponent,31,2919,0
26553,12483,QuestComponent,31,2289,0
26555,15248,Skill,27,1456,0
26556,12707,Skill,32,1704,0
26559,15249,Skill,32,2922,0
26562,15250,Skill,32,2335,0
26563,15250,Skill,35,1165,1
26573,12503,QuestComponent,31,2339,0
26594,12523,QuestComponent,31,2282,0
26598,12330,QuestComponent,31,2915,0
26630,12246,QuestComponent,1,36,0
26639,649,AiEvent,32,18,0
26653,12325,QuestComponent,31,2283,0
26664,15275,Skill,23,294,0
26669,15224,Skill,35,1163,1
26717,15291,Skill,32,2317,0
26723,15210,Skill,32,2289,0
26725,12338,QuestComponent,31,2924,0
26728,12352,QuestComponent,31,2307,0
26731,12349,QuestComponent,31,2344,0
26747,12580,QuestComponent,31,2282,0
26757,12584,QuestComponent,31,2282,0
26760,13489,Skill,37,535,0
26761,11563,Skill,37,579,0
26762,11358,Skill,37,569,0
26763,11565,Skill,37,562,0
26765,11373,Skill,37,562,0
26767,11630,Skill,32,548,0
26772,15299,Skill,32,2336,0
26774,15300,Skill,32,2929,0
26775,15279,Skill,32,2336,0
26777,15257,Skill,32,2307,0
26781,12249,QuestComponent,31,2913,0
26783,12285,QuestComponent,31,2909,0
26786,12592,QuestComponent,31,1756,0
26797,12366,QuestComponent,31,2933,0
26798,12552,QuestComponent,31,2933,0
26803,12277,QuestComponent,1,26,0
26805,15217,Skill,32,2308,0
26807,15258,Skill,32,2294,0
26809,15266,Skill,23,294,0
26814,15308,Skill,32,2343,0
26815,12609,QuestComponent,31,2934,0
26817,1167,Sphere,32,2936,0
26818,12613,QuestComponent,31,2934,0
26820,9767,QuestComponent,1,21,0
26829,15295,Skill,32,2932,0
26831,15294,Skill,31,2931,0
26832,12320,QuestComponent,1,26,0
26833,14141,Skill,32,2138,0
26845,14690,Skill,34,214,0
26853,15332,Skill,32,1325,0
26854,13335,Skill,32,816,0
26855,11952,Skill,32,1060,0
26857,14080,Skill,32,2417,0
26859,13999,Skill,32,1139,0
26860,12688,Skill,32,178,0
26861,12403,Skill,32,922,0
26862,15251,Skill,32,2335,0
26863,15251,Skill,35,1165,1
26871,15336,Skill,27,1475,0
26874,12779,QuestComponent,31,2335,0
26875,12568,Skill,22,1132,1
26898,15169,Skill,40,161,0
26909,15147,Skill,40,161,0
26910,15138,Skill,40,101,0
26911,15138,Skill,40,103,0
26912,15138,Skill,40,113,0
26913,15138,Skill,40,109,0
26914,15151,Skill,40,101,0
26915,15151,Skill,40,103,0
26916,15151,Skill,40,113,0
26917,15151,Skill,40,109,0
26928,12825,QuestComponent,31,2819,0
26930,12829,QuestComponent,31,2820,0
26940,12833,QuestComponent,31,2821,0
26946,15359,Skill,12,0,0
26948,15362,Skill,32,1803,0
26950,15365,Skill,32,1804,0
26955,15369,Skill,12,0,0
26957,15370,Skill,12,0,0
26959,15371,Skill,12,0,0
26985,12866,QuestComponent,31,1809,0
26989,15372,Skill,40,161,0
26998,12895,QuestComponent,1,26,0
26999,12896,QuestComponent,1,26,0
27015,12900,QuestComponent,31,2069,0
27023,11965,Skill,37,1083,0
27024,11965,Skill,10,13959,0
27044,12986,QuestComponent,31,2825,0
27045,12990,QuestComponent,31,2826,0
27048,12994,QuestComponent,31,2827,0
27049,11484,Skill,32,835,0
27050,11484,Skill,20,1070,6000
27051,12476,Skill,32,1618,0
27052,15225,Skill,32,2290,0
27053,15225,Skill,27,8043,0
27058,1173,Sphere,32,2941,0
27059,1173,Sphere,32,2942,0
27060,1173,Sphere,32,2943,0
27090,15216,Skill,37,2305,0
27093,13005,QuestComponent,1,26,0
27100,12273,QuestComponent,1,26,0
27104,12413,Skill,32,1595,0
27119,15207,Skill,32,2285,0
27122,12264,QuestComponent,1,26,0
27124,12319,QuestComponent,31,2274,0
27125,12319,QuestComponent,1,26,0
27127,13135,Skill,27,3071,0
27128,13135,Skill,32,950,0
27132,12438,QuestComponent,1,26,0
27133,12438,QuestComponent,31,2973,0
27135,10375,Skill,21,1,0
27141,15448,Skill,32,2325,0
27157,15453,Skill,29,1,0
27160,11396,Skill,29,1,0
27165,13212,Skill,35,1175,1
27170,15227,Skill,32,2312,0
27171,15227,Skill,27,1463,0
27179,12326,QuestComponent,31,2346,0
27186,13176,QuestComponent,1,20,0
27187,13176,QuestComponent,31,3040,0
27188,13179,QuestComponent,1,20,0
27189,13179,QuestComponent,31,3041,0
27190,15269,Skill,32,2515,0
27193,14309,Skill,32,350,0
27194,15293,Skill,32,2931,0
27195,13171,QuestComponent,1,20,0
27197,15463,Skill,37,3040,0
27199,15464,Skill,37,3040,0
27206,15470,Skill,29,1,0
27215,13440,Skill,23,294,0
27217,11190,Skill,27,2038,0
27225,15292,Skill,37,2334,0
27226,15292,Skill,37,2515,0
27244,15477,Skill,8,15,0
27246,11377,Skill,29,1,0
27252,15400,Skill,12,0,0
27253,15406,Skill,12,0,0
27254,15407,Skill,12,0,0
27255,15408,Skill,12,0,0
27281,15219,Skill,26,1,50
27282,15219,Skill,27,8025,0
27283,15219,Skill,32,2316,0
27288,15482,Skill,32,1821,0
27289,15482,Skill,35,1178,1
27290,13501,QuestComponent,1,1,0
27291,13501,QuestComponent,10,19019,0
27313,12322,QuestComponent,31,2279,0
27320,12318,QuestComponent,1,26,0
27322,15218,Skill,20,3428,1000
27332,15508,Skill,37,1774,0
27336,15259,Skill,32,2297,0
27341,15427,Skill,32,2298,0
27342,15427,Skill,35,1179,1
27352,15256,Skill,27,1447,0
27357,15306,Skill,27,1485,0
27358,15306,Skill,32,2313,0
27360,12623,QuestComponent,31,1754,0
27367,12636,QuestComponent,31,1762,0
27372,12647,QuestComponent,31,1768,0
27376,15507,Skill,32,1769,0
27377,15507,Skill,34,294,0
27379,12641,QuestComponent,31,1772,0
27381,13659,QuestComponent,31,1766,0
27395,15255,Skill,20,3339,13000
27427,13679,QuestComponent,31,1769,0
27442,12663,QuestComponent,31,1784,0
27449,12837,QuestComponent,31,1794,0
27498,13702,QuestComponent,31,1781,0
27499,13702,QuestComponent,31,1777,0
27501,13706,QuestComponent,31,3217,0
27507,15547,Skill,27,2761,0
27509,15547,Skill,12,0,0
27511,13715,QuestComponent,31,1783,0
27520,11504,Skill,38,0,0
27521,11504,Skill,38,1,0
27522,11504,Skill,38,5,0
27532,15555,Skill,30,27,0
27550,12735,QuestComponent,31,1787,0
27561,12761,QuestComponent,31,1799,0
27563,12765,QuestComponent,31,1800,0
27572,12848,QuestComponent,31,1804,0
27575,13743,QuestComponent,31,1805,0
27580,12854,QuestComponent,31,1809,0
27589,15571,Skill,12,0,0
27602,4300,ItemArmor,40,109,0
27603,4300,ItemArmor,40,113,0
27604,2500,ItemArmor,40,109,0
27605,2500,ItemArmor,40,113,0
27607,12353,QuestComponent,31,2311,0
27610,11624,Skill,28,1205,0
27626,12883,QuestComponent,31,1807,0
27629,13483,QuestComponent,31,1816,0
27634,13488,QuestComponent,31,1819,0
27635,15280,Skill,32,2294,0
27638,15584,Skill,32,782,0
27656,2262,QuestComponent,31,555,0
27673,15386,Skill,32,1808,0
27674,15368,Skill,27,2864,0
27675,15368,Skill,32,1806,0
27678,13770,QuestComponent,31,1822,0
27679,13775,QuestComponent,31,3230,0
27687,13784,QuestComponent,1,32,0
27688,13784,QuestComponent,31,1779,0
27691,13788,QuestComponent,1,32,0
27692,13788,QuestComponent,31,3233,0
27693,13792,QuestComponent,1,34,0
27694,13796,QuestComponent,1,34,0
27695,13796,QuestComponent,31,3235,0
27697,15327,Skill,34,274,0
27698,15327,Skill,32,1790,0
27701,15600,Skill,32,1755,0
27702,15600,Skill,20,3398,5000
27704,13800,QuestComponent,31,1823,0
27707,12603,QuestComponent,31,1757,0
27710,13807,QuestComponent,31,1759,0
27712,14372,Skill,39,0,0
27719,14332,Skill,39,0,0
27720,15235,Skill,39,0,0
27721,15236,Skill,39,0,0
27722,14205,Skill,39,0,0
27723,13567,Skill,39,0,0
27724,14206,Skill,39,0,0
27734,12925,QuestComponent,1,99,0
27735,12922,QuestComponent,1,99,0
27736,12919,QuestComponent,1,99,0
27744,12627,QuestComponent,36,1763,0
27745,12679,QuestComponent,31,1773,0
27750,15434,Skill,39,0,0
27753,12670,QuestComponent,31,1774,0
27761,15272,Skill,32,2295,0
27764,15285,Skill,32,2301,0
27780,13416,Skill,40,113,0
27781,13416,Skill,40,109,0
27807,15583,Skill,32,1819,0
27820,11961,Skill,29,1,0
27823,15268,Skill,23,306,0
27824,15580,Skill,39,0,0
27826,15515,Skill,39,0,0
27839,15628,Skill,32,3067,0
27883,15206,Skill,32,2288,0
27896,15568,Skill,32,1801,0
27897,15568,Skill,27,2852,0
27978,13817,QuestComponent,1,36,0
27981,13831,QuestComponent,31,3301,0
27982,13832,QuestComponent,31,3301,0
27983,13833,QuestComponent,31,3301,0
27984,13834,QuestComponent,31,3301,0
27985,13835,QuestComponent,31,3301,0
27986,13836,QuestComponent,31,3301,0
27987,13837,QuestComponent,31,3301,0
27994,11934,Skill,29,1,0
27995,11943,Skill,29,1,0
27996,10728,Skill,29,1,0
27997,10722,Skill,29,1,0
27998,11946,Skill,29,1,0
28002,15581,Skill,12,0,0
28003,15588,Skill,12,0,0
28039,11419,Skill,21,1,0
28044,10481,Skill,29,0,0
28046,10496,Skill,8,15,0
28047,11933,Skill,29,0,0
28050,11973,Skill,29,1,0
28051,15611,Skill,39,0,0
28052,15602,Skill,23,391,0
28057,13882,QuestComponent,31,3238,0
28058,13882,QuestComponent,10,19483,0
28059,13883,QuestComponent,31,3239,0
28060,13883,QuestComponent,10,19483,0
28062,13896,QuestComponent,31,3238,0
28063,13896,QuestComponent,10,19490,0
28065,13897,QuestComponent,31,3260,0
28066,13897,QuestComponent,10,19490,0
28067,13868,QuestComponent,31,3238,0
28068,13868,QuestComponent,10,19497,0
28069,13869,QuestComponent,31,3281,0
28070,13869,QuestComponent,10,19497,0
28077,15566,Skill,34,273,0
28078,15566,Skill,37,1786,0
28082,15252,Skill,27,8777,0
28083,15252,Skill,32,2335,0
28103,14890,Skill,12,0,0
28104,14890,Skill,17,0,0
28178,99,Sphere,3,4,0
28179,99,Sphere,3,1,0
28181,15658,Skill,23,396,0
28206,15720,Skill,32,3078,0
28207,15720,Skill,35,1201,1
28223,11333,Skill,27,537,0
28224,11333,Skill,32,162,0
28225,11333,Skill,17,0,0
28235,15723,Skill,35,1203,1
28239,15724,Skill,32,3095,0
28246,14289,QuestComponent,31,3307,0
28425,12885,Skill,32,15,0
28438,15742,Skill,32,3337,0
28453,15746,Skill,37,3338,0
28460,12139,Skill,29,0,0
28464,13744,Skill,37,1305,0
28467,10648,Skill,8,15,0
28480,15758,Skill,32,3344,0
28483,15759,Skill,32,3341,0
28494,15765,Skill,37,3201,0
28508,15767,Skill,22,2453,0
28515,15774,Skill,27,988,0
28516,15774,Skill,32,3203,0
28552,11949,Skill,37,1051,0
28590,14954,Skill,39,0,0
28591,14954,Skill,30,306,0
28592,12373,Skill,39,0,0
28593,12373,Skill,30,306,0
28594,14955,Skill,39,0,0
28595,14955,Skill,30,306,0
28596,14956,Skill,39,0,0
28597,14956,Skill,30,306,0
28733,15741,Skill,32,3306,0
28740,13321,QuestComponent,1,38,0
28785,12558,Skill,27,2960,0
28788,15673,Skill,12,0,0
28789,13900,Skill,12,0,0
28795,15884,Skill,32,3197,0
28822,5001,Skill,39,0,0
28854,15701,Skill,27,968,0
28855,15701,Skill,32,3044,0
28883,15944,Skill,20,3823,20000
28884,15944,Skill,22,2514,0
28893,13196,QuestComponent,31,3045,0
28894,13196,QuestComponent,1,39,0
28897,15972,Skill,12,0,0
28900,14437,QuestComponent,1,31,0
28901,14437,QuestComponent,31,3106,0
28911,13203,QuestComponent,1,39,0
28922,5787,QuestComponent,3,6,0
28923,5787,QuestComponent,31,1414,0
28924,5787,QuestComponent,1,99,0
28928,6202,QuestComponent,3,6,0
28929,6202,QuestComponent,31,2425,0
28930,6202,QuestComponent,1,99,0
28948,10040,QuestComponent,31,2315,0
28949,10040,QuestComponent,3,6,0
28950,10040,QuestComponent,1,99,0
28951,10045,QuestComponent,3,6,0
28952,10045,QuestComponent,31,2318,0
28953,10045,QuestComponent,1,99,0
28954,10050,QuestComponent,31,2406,0
28955,10050,QuestComponent,3,6,0
28956,10050,QuestComponent,1,99,0
28957,10060,QuestComponent,31,2321,0
28958,10060,QuestComponent,3,6,0
28959,10060,QuestComponent,1,99,0
28965,10077,QuestComponent,31,2347,0
28966,10077,QuestComponent,3,6,0
28967,10077,QuestComponent,1,99,0
28968,10084,QuestComponent,3,6,0
28969,10084,QuestComponent,31,2328,0
28970,10084,QuestComponent,1,99,0
28971,10352,QuestComponent,3,6,0
28972,10352,QuestComponent,1,99,0
28976,10431,QuestComponent,31,2419,0
28977,10431,QuestComponent,3,6,0
28978,10431,QuestComponent,1,99,0
28979,10434,QuestComponent,31,2420,0
28980,10434,QuestComponent,3,6,0
28981,10434,QuestComponent,1,99,0
28982,10437,QuestComponent,31,2421,0
28983,10437,QuestComponent,3,6,0
28984,10437,QuestComponent,1,99,0
28986,10440,QuestComponent,3,6,0
28988,10443,QuestComponent,3,6,0
28989,10443,QuestComponent,31,2423,0
28991,10446,QuestComponent,3,6,0
28993,10449,QuestComponent,31,1255,0
28994,10449,QuestComponent,3,6,0
28995,10449,QuestComponent,1,99,0
28996,10452,QuestComponent,31,2426,0
28997,10452,QuestComponent,3,6,0
28998,10452,QuestComponent,1,99,0
28999,10456,QuestComponent,31,2427,0
29000,10456,QuestComponent,3,6,0
29001,10456,QuestComponent,1,99,0
29002,10459,QuestComponent,31,2428,0
29003,10459,QuestComponent,3,6,0
29004,10459,QuestComponent,1,99,0
29005,9879,QuestComponent,3,5,0
29006,9879,QuestComponent,1,99,0
29007,9882,QuestComponent,31,2230,0
29008,9882,QuestComponent,3,5,0
29009,9882,QuestComponent,1,99,0
29010,9886,QuestComponent,31,2231,0
29011,9886,QuestComponent,3,5,0
29012,9886,QuestComponent,1,99,0
29013,10104,QuestComponent,31,2233,0
29014,10104,QuestComponent,3,5,0
29015,10104,QuestComponent,1,99,0
29016,10110,QuestComponent,3,5,0
29019,10115,QuestComponent,3,5,0
29021,10123,QuestComponent,31,2350,0
29022,10123,QuestComponent,3,5,0
29023,10123,QuestComponent,1,99,0
29024,10126,QuestComponent,31,2351,0
29025,10126,QuestComponent,1,99,0
29026,10129,QuestComponent,31,2352,0
29027,10129,QuestComponent,3,5,0
29028,10129,QuestComponent,1,99,0
29030,10135,QuestComponent,3,5,0
29032,10140,QuestComponent,31,2354,0
29033,10140,QuestComponent,3,5,0
29034,10140,QuestComponent,1,99,0
29035,10144,QuestComponent,31,2355,0
29036,10144,QuestComponent,3,5,0
29037,10144,QuestComponent,1,99,0
29038,10547,QuestComponent,3,5,0
29039,10547,QuestComponent,1,99,0
29040,10552,QuestComponent,31,2442,0
29041,10552,QuestComponent,3,5,0
29042,10552,QuestComponent,1,99,0
29043,10557,QuestComponent,31,2443,0
29044,10557,QuestComponent,3,5,0
29045,10557,QuestComponent,1,99,0
29046,10560,QuestComponent,31,2444,0
29047,10560,QuestComponent,3,5,0
29048,10560,QuestComponent,1,99,0
29049,10564,QuestComponent,31,2445,0
29050,10564,QuestComponent,3,5,0
29051,10564,QuestComponent,1,99,0
29052,10569,QuestComponent,31,2446,0
29053,10569,QuestComponent,3,5,0
29054,10569,QuestComponent,1,99,0
29055,10573,QuestComponent,31,2447,0
29056,10573,QuestComponent,3,5,0
29057,10573,QuestComponent,1,99,0
29058,10578,QuestComponent,31,2448,0
29059,10578,QuestComponent,3,5,0
29060,10578,QuestComponent,1,99,0
29061,10584,QuestComponent,3,5,0
29062,10584,QuestComponent,1,99,0
29063,10588,QuestComponent,31,2450,0
29064,10588,QuestComponent,3,5,0
29065,10588,QuestComponent,1,99,0
29066,10592,QuestComponent,31,2451,0
29067,10592,QuestComponent,3,5,0
29068,10592,QuestComponent,1,99,0
29069,10595,QuestComponent,31,2452,0
29070,10595,QuestComponent,3,5,0
29071,10595,QuestComponent,1,99,0
29072,10603,QuestComponent,31,2453,0
29073,10603,QuestComponent,3,5,0
29074,10603,QuestComponent,1,99,0
29075,10604,QuestComponent,31,2454,0
29076,10604,QuestComponent,3,5,0
29077,10604,QuestComponent,1,99,0
29078,10605,QuestComponent,31,2456,0
29079,10605,QuestComponent,3,5,0
29080,10605,QuestComponent,1,99,0
29083,655,AiEvent,40,113,0
29084,13227,QuestComponent,31,3063,0
29094,15984,Skill,41,0,1200
29097,15989,Skill,32,3051,0
29118,11355,Skill,8,15,0
29126,15073,Skill,29,0,0
29133,13247,QuestComponent,1,39,0
29134,13247,QuestComponent,31,3051,0
29137,15096,Skill,29,0,0
29141,12028,Skill,8,15,0
29143,13262,QuestComponent,31,3076,0
29193,14555,QuestComponent,31,3389,0
29211,14583,QuestComponent,31,3396,0
29305,15684,Skill,37,3089,0
29327,12147,Skill,27,5258,0
29329,13232,Skill,27,3162,0
29330,13232,Skill,16,1446,0
29331,10022,QuestComponent,3,6,0
29361,10027,QuestComponent,31,2300,0
29362,10027,QuestComponent,3,6,0
29364,14833,QuestComponent,3,6,0
29366,14837,QuestComponent,31,3435,0
29368,14837,QuestComponent,3,6,0
29373,10030,QuestComponent,3,6,0
29375,10035,QuestComponent,31,2309,0
29376,10035,QuestComponent,3,6,0
29378,14849,QuestComponent,1,33,0
29385,16048,Skill,32,1970,0
29388,10064,QuestComponent,31,3440,0
29393,10068,QuestComponent,3,6,0
29399,13967,QuestComponent,31,3117,0
29400,13967,QuestComponent,1,32,0
29406,13988,QuestComponent,31,3116,0
29407,13988,QuestComponent,1,32,0
29408,13984,QuestComponent,31,3109,0
29409,13984,QuestComponent,1,32,0
29412,13995,QuestComponent,31,3116,0
29413,13995,QuestComponent,1,31,0
29415,15744,Skill,37,3310,0
29416,13998,QuestComponent,31,3113,0
29417,13998,QuestComponent,1,32,0
29418,14002,QuestComponent,31,3114,0
29419,14002,QuestComponent,1,32,0
29421,14867,QuestComponent,3,6,0
29423,14007,QuestComponent,1,32,0
29424,14012,QuestComponent,31,3116,0
29425,14012,QuestComponent,1,32,0
29435,14029,QuestComponent,1,32,0
29436,14034,QuestComponent,1,32,0
29439,14041,QuestComponent,31,3122,0
29440,14041,QuestComponent,1,32,0
29441,14045,QuestComponent,31,3124,0
29442,14045,QuestComponent,1,32,0
29443,14050,QuestComponent,31,3119,0
29444,14050,QuestComponent,1,32,0
29445,14055,QuestComponent,31,3121,0
29446,14055,QuestComponent,1,32,0
29447,14058,QuestComponent,1,32,0
29448,14063,QuestComponent,31,3128,0
29449,14063,QuestComponent,1,32,0
29450,14071,QuestComponent,1,32,0
29452,14080,QuestComponent,31,3131,0
29453,14080,QuestComponent,1,32,0
29456,14089,QuestComponent,1,32,0
29457,14093,QuestComponent,31,3134,0
29458,14093,QuestComponent,1,32,0
29459,14097,QuestComponent,1,32,0
29466,14115,QuestComponent,1,32,0
29467,14119,QuestComponent,31,3140,0
29468,14119,QuestComponent,1,32,0
29469,14124,QuestComponent,1,32,0
29470,14129,QuestComponent,31,3141,0
29471,14129,QuestComponent,1,32,0
29473,14137,QuestComponent,31,3144,0
29474,14137,QuestComponent,1,32,0
29484,14162,QuestComponent,31,3150,0
29485,14162,QuestComponent,1,33,0
29486,14166,QuestComponent,1,33,0
29487,14170,QuestComponent,31,3152,0
29488,14170,QuestComponent,1,33,0
29489,14175,QuestComponent,31,3150,0
29490,14175,QuestComponent,1,33,0
29499,13207,QuestComponent,31,3046,0
29513,13436,Skill,35,415,1
29514,13917,Skill,32,1121,0
29515,15745,Skill,37,3312,0
29528,16058,Skill,32,3413,0
29535,8981,QuestComponent,31,1014,0
29536,8981,QuestComponent,1,2,0
29537,5757,QuestComponent,3,6,0
29539,6104,QuestComponent,3,6,0
29540,6104,QuestComponent,31,1254,0
29541,7516,QuestComponent,31,1257,0
29542,7516,QuestComponent,3,6,0
29543,10428,QuestComponent,3,6,0
29548,14938,QuestComponent,3,6,0
29549,14939,QuestComponent,31,3447,0
29551,14939,QuestComponent,3,6,0
29558,7788,QuestComponent,1,8,0
29559,7788,QuestComponent,42,148,0
29564,10385,Skill,8,15,0
29565,14017,QuestComponent,1,32,0
29567,14038,QuestComponent,1,32,0
29568,14038,QuestComponent,31,3109,0
29574,15859,Skill,37,3132,0
29581,15869,Skill,37,3144,0
29582,15871,Skill,37,3146,0
29584,15873,Skill,37,3151,0
29586,15880,Skill,37,3154,0
29588,15888,Skill,37,3157,0
29592,15909,Skill,37,3116,0
29593,15940,Skill,37,3108,0
29594,16034,Skill,37,3142,0
29602,2035,QuestComponent,31,948,0
29603,2035,QuestComponent,1,26,0
29604,2040,QuestComponent,31,525,0
29608,2453,QuestComponent,31,573,0
29610,2323,QuestComponent,31,578,0
29616,6378,QuestComponent,1,6,0
29617,10908,QuestComponent,1,6,0
29618,10968,QuestComponent,31,2517,0
29619,10968,QuestComponent,1,6,0
29620,13237,Skill,32,1744,0
29621,13237,Skill,27,3315,0
29622,8962,QuestComponent,31,1929,0
29623,8962,QuestComponent,1,1,0
29632,16089,Skill,32,2012,0
29642,16031,Skill,32,1992,0
29643,14084,QuestComponent,1,32,0
29644,14084,QuestComponent,31,3129,0
29651,14112,QuestComponent,1,32,0
29652,14112,QuestComponent,31,3132,0
29664,16096,Skill,37,3393,0
29665,13146,Skill,37,874,0
29668,13722,Skill,27,9023,0
29669,16098,Skill,32,1992,0
29670,16099,Skill,27,9023,0
29674,16100,Skill,27,9432,0
29681,16102,Skill,32,2027,0
29683,1212,Sphere,1,32,0
29686,16101,Skill,37,3404,0
29690,16093,Skill,32,3403,0
29691,16093,Skill,35,1224,1
29697,16107,Skill,26,1,50
29702,14075,QuestComponent,1,32,0
29703,14075,QuestComponent,31,3127,0
29707,14142,QuestComponent,1,32,0
29708,14142,QuestComponent,31,3135,0
29715,14132,QuestComponent,1,32,0
29716,14132,QuestComponent,31,3135,0
29719,15672,Skill,32,3188,0
29720,15872,Skill,37,3152,0
29731,12909,Skill,32,1517,0
29732,14217,QuestComponent,31,3158,0
29733,14217,QuestComponent,1,33,0
29734,14980,QuestComponent,1,15,0
29735,14984,QuestComponent,1,15,0
29738,656,AiEvent,40,109,0
29739,14221,QuestComponent,1,33,0
29741,14281,QuestComponent,1,11,0
29744,14278,QuestComponent,1,11,0
29746,15743,Skill,37,3307,0
29748,14651,QuestComponent,1,12,0
29749,9839,QuestComponent,1,12,0
29750,14951,QuestComponent,31,885,0
29751,14951,QuestComponent,1,12,0
29752,7150,QuestComponent,1,13,0
29753,7151,QuestComponent,1,13,0
29754,9844,QuestComponent,1,13,0
29757,9848,QuestComponent,31,2135,0
29758,9848,QuestComponent,1,13,0
29759,4240,QuestComponent,1,13,0
29760,8040,QuestComponent,31,886,0
29761,8040,QuestComponent,1,13,0
29762,14294,QuestComponent,1,13,0
29763,14298,QuestComponent,1,13,0
29769,4038,QuestComponent,1,13,0
29770,4042,QuestComponent,31,870,0
29771,4042,QuestComponent,1,14,0
29772,4047,QuestComponent,31,871,0
29773,4047,QuestComponent,1,14,0
29774,16116,Skill,32,3367,0
29777,12203,QuestComponent,1,14,0
29778,12207,QuestComponent,1,14,0
29780,14962,QuestComponent,31,875,0
29781,14962,QuestComponent,1,14,0
29782,9857,QuestComponent,1,14,0
29783,4129,QuestComponent,1,14,0
29790,7159,QuestComponent,1,15,0
29791,8074,QuestComponent,31,1511,0
29792,8074,QuestComponent,1,15,0
29793,4172,QuestComponent,1,15,0
29794,7163,QuestComponent,1,15,0
29795,7164,QuestComponent,1,15,0
29796,7165,QuestComponent,1,15,0
29797,4124,QuestComponent,1,15,0
29798,14248,QuestComponent,1,33,0
29799,14248,QuestComponent,31,3167,0
29800,4112,QuestComponent,1,15,0
29802,4119,QuestComponent,1,15,0
29803,12215,QuestComponent,1,15,0
29804,14302,QuestComponent,1,15,0
29808,16122,Skill,32,1985,0
29816,14269,QuestComponent,1,15,0
29817,4150,QuestComponent,1,15,0
29818,4155,QuestComponent,31,889,0
29819,4155,QuestComponent,1,15,0
29820,4158,QuestComponent,31,890,0
29821,4158,QuestComponent,1,15,0
29823,4162,QuestComponent,1,15,0
29824,4146,QuestComponent,1,15,0
29833,14420,QuestComponent,31,3154,0
29834,14420,QuestComponent,1,33,0
29839,14232,QuestComponent,1,33,0
29846,15678,Skill,32,3191,0
29851,16131,Skill,32,3159,0
29852,16131,Skill,27,9277,0
29853,14179,QuestComponent,31,3150,0
29854,14179,QuestComponent,1,33,0
