id,idx,tagid,grammartag_g,grammartag_a,grammartag_i,grammartag_pl,grammartag_plg,grammartag_pld,grammartag_pla
8003147,3569,2,,,,,,,
8003148,3570,2,,,,,,,
8003149,3571,2,,,,,,,
8003150,3572,2,,,,,,,
8003151,3573,2,,,,,,,
8003152,3574,2,,,,,,,
8003153,3575,2,,,,,,,
8003154,3576,2,,,,,,,
8003155,3577,2,,,,,,,
8003156,3578,2,,,,,,,
8003157,3579,2,,,,,,,
8003158,3580,2,,,,,,,
8003159,3581,2,,,,,,,
8003160,3582,2,,,,,,,
8003161,3583,2,,,,,,,
8003162,3584,2,,,,,,,
8003163,3585,2,,,,,,,
8003164,3586,2,,,,,,,
8003165,3587,2,,,,,,,
8003166,3588,2,,,,,,,
8003167,3589,2,,,,,,,
8003168,3590,2,,,,,,,
8003169,3591,2,,,,,,,
8003170,3592,2,,,,,,,
8003171,3593,2,,,,,,,
8003172,3594,2,,,,,,,
8003173,3595,2,,,,,,,
8003174,3596,2,,,,,,,
8003175,3597,2,,,,,,,
8003176,3599,2,,,,,,,
8003177,3600,2,,,,,,,
8003178,3601,2,,,,,,,
8003179,3602,2,,,,,,,
8003180,3603,2,,,,,,,
8003181,3604,2,,,,,,,
8003182,3605,2,,,,,,,
8003183,3606,2,,,,,,,
8003184,3609,2,,,,,,,
8003185,3610,2,,,,,,,
8003186,3611,2,,,,,,,
8003187,3612,2,,,,,,,
8003188,3615,2,,,,,,,
8003189,3616,2,,,,,,,
8003190,3617,2,,,,,,,
8003191,3618,2,,,,,,,
8003192,3619,2,,,,,,,
8003193,3620,2,,,,,,,
8003194,3621,2,,,,,,,
8003195,3624,2,,,,,,,
8003196,3625,2,,,,,,,
8003197,3626,2,,,,,,,
8003198,3627,2,,,,,,,
8003199,3628,2,,,,,,,
8003200,3629,2,,,,,,,
8003201,3630,2,,,,,,,
8003202,3631,2,,,,,,,
8003203,3632,2,,,,,,,
8003204,3633,2,,,,,,,
8003205,3634,2,,,,,,,
8003206,3635,2,,,,,,,
8003207,3636,2,,,,,,,
8003208,3637,2,,,,,,,
8003209,3638,2,,,,,,,
8003210,3639,2,,,,,,,
8003211,3640,2,,,,,,,
8003212,3641,2,,,,,,,
8003213,3642,2,,,,,,,
8003214,3643,2,,,,,,,
8003215,3644,2,,,,,,,
8003216,3645,2,,,,,,,
8003217,3646,2,,,,,,,
8003218,3647,2,,,,,,,
8003219,3648,2,,,,,,,
8003220,3649,2,,,,,,,
8003221,3650,2,,,,,,,
8003222,3651,2,,,,,,,
8003223,3652,2,,,,,,,
8003224,3653,2,,,,,,,
8003225,3654,2,,,,,,,
8003226,3655,2,,,,,,,
8003227,3656,2,,,,,,,
8003228,3657,2,,,,,,,
8003229,3658,2,,,,,,,
8003230,3659,2,,,,,,,
8003231,3660,2,,,,,,,
8003232,3661,2,,,,,,,
8003233,3662,2,,,,,,,
8003234,3664,2,,,,,,,
8003235,3667,2,,,,,,,
8003236,3668,2,,,,,,,
8003237,3670,2,,,,,,,
8003238,3671,2,,,,,,,
8003239,3672,2,,,,,,,
8003240,3673,2,,,,,,,
8003241,3674,2,,,,,,,
8003242,3675,2,,,,,,,
8003243,3676,2,,,,,,,
8003244,3677,2,,,,,,,
8003245,3678,2,,,,,,,
8003246,3679,2,,,,,,,
8003247,3680,2,,,,,,,
8003248,3681,2,,,,,,,
8003249,3682,2,,,,,,,
8003250,3683,2,,,,,,,
8003251,3685,2,,,,,,,
8003252,3686,2,,,,,,,
8003253,3688,2,,,,,,,
8003254,3690,2,,,,,,,
8003255,3692,2,,,,,,,
8003256,3693,2,,,,,,,
8003257,3694,2,,,,,,,
8003258,3695,2,,,,,,,
8003259,3697,2,,,,,,,
8003260,3698,2,,,,,,,
8003261,3699,2,,,,,,,
8003262,3700,2,,,,,,,
8003263,3701,2,,,,,,,
8003264,3702,2,,,,,,,
8003265,3704,2,,,,,,,
8003266,3705,2,,,,,,,
8003267,3706,2,,,,,,,
8003268,3707,2,,,,,,,
8003269,3708,2,,,,,,,
8003270,3709,2,,,,,,,
8003271,3710,2,,,,,,,
8003272,3711,2,,,,,,,
8003273,3712,2,,,,,,,
8003274,3713,2,,,,,,,
8003275,3714,2,,,,,,,
8003276,3715,2,,,,,,,
8003277,3716,2,,,,,,,
8003278,3717,2,,,,,,,
8003279,3718,2,,,,,,,
8003280,3719,2,,,,,,,
8003281,3720,2,,,,,,,
8003282,3721,2,,,,,,,
8003283,3722,2,,,,,,,
8003284,3723,2,,,,,,,
8003285,3724,2,,,,,,,
8003286,3725,2,,,,,,,
8003287,3726,2,,,,,,,
8003288,3727,2,,,,,,,
8003289,3734,2,,,,,,,
8003290,3735,2,,,,,,,
8003291,3736,2,,,,,,,
8003292,3737,2,,,,,,,
8003293,3741,2,,,,,,,
8003294,3743,2,,,,,,,
8003295,3744,2,,,,,,,
8003296,3747,2,,,,,,,
8003297,3748,2,,,,,,,
8003298,3762,2,,,,,,,
8003299,3763,2,,,,,,,
8003300,3764,2,,,,,,,
8003301,3765,2,,,,,,,
8003302,3766,2,,,,,,,
8003303,3767,2,,,,,,,
8003304,3768,2,,,,,,,
8003305,3769,2,,,,,,,
8003306,3770,2,,,,,,,
8003307,3771,2,,,,,,,
8003308,3772,2,,,,,,,
8003309,3773,2,,,,,,,
8003310,3774,2,,,,,,,
8003311,3775,2,,,,,,,
8003312,3779,2,,,,,,,
8003313,3781,2,,,,,,,
8003314,3783,2,,,,,,,
8003315,3784,2,,,,,,,
8003316,3785,2,,,,,,,
8003317,3786,2,,,,,,,
8003318,3787,2,,,,,,,
8003319,3788,2,,,,,,,
8003320,3789,2,,,,,,,
8003321,3790,2,,,,,,,
8003322,3791,2,,,,,,,
8003323,3792,2,,,,,,,
8003324,3793,2,,,,,,,
8003325,3794,2,,,,,,,
8003326,3795,2,,,,,,,
8003327,3796,2,,,,,,,
8003328,3797,2,,,,,,,
8003329,3798,2,,,,,,,
8003330,3799,2,,,,,,,
8003331,3800,2,,,,,,,
8003332,3801,2,,,,,,,
8003333,3802,2,,,,,,,
8003334,3803,2,,,,,,,
8003335,3804,2,,,,,,,
8003336,3805,2,,,,,,,
8003337,3806,2,,,,,,,
8003338,3807,2,,,,,,,
8003339,3808,2,,,,,,,
8003340,3809,2,,,,,,,
8003341,3810,2,,,,,,,
8003342,3811,2,,,,,,,
8003343,3818,2,,,,,,,
8003344,3823,2,,,,,,,
8003345,3824,2,,,,,,,
8003346,3825,2,,,,,,,
8003347,3826,2,,,,,,,
8003348,3827,2,,,,,,,
8003349,3828,2,,,,,,,
8003350,3829,2,,,,,,,
8003351,3830,2,,,,,,,
8003352,3831,2,,,,,,,
8003353,3832,2,,,,,,,
8003354,3833,2,,,,,,,
8003355,3834,2,,,,,,,
8003356,3835,2,,,,,,,
8003357,3836,2,,,,,,,
8003358,3838,2,,,,,,,
8003359,3839,2,,,,,,,
8003360,3840,2,,,,,,,
8003361,3841,2,,,,,,,
8003362,3842,2,,,,,,,
8003363,3843,2,,,,,,,
8003364,3845,2,,,,,,,
8003365,3846,2,,,,,,,
8003366,3847,2,,,,,,,
8003367,3848,2,,,,,,,
8003368,3849,2,,,,,,,
8003369,3850,2,,,,,,,
8003370,3851,2,,,,,,,
8003371,3852,2,,,,,,,
8003372,3854,2,,,,,,,
8003373,3855,2,,,,,,,
8003374,3856,2,,,,,,,
8003375,3857,2,,,,,,,
8003376,3858,2,,,,,,,
8003377,3859,2,,,,,,,
8003378,3860,2,,,,,,,
8003379,3861,2,,,,,,,
8003380,3862,2,,,,,,,
8003381,3863,2,,,,,,,
8003382,3864,2,,,,,,,
8003383,3865,2,,,,,,,
8003384,3866,2,,,,,,,
8003385,3867,2,,,,,,,
8003386,3868,2,,,,,,,
8003387,3869,2,,,,,,,
8003388,3870,2,,,,,,,
8003389,3871,2,,,,,,,
8003390,3872,2,,,,,,,
8003391,3873,2,,,,,,,
8003392,3874,2,,,,,,,
8003393,3875,2,,,,,,,
8003394,3876,2,,,,,,,
8003395,3879,2,,,,,,,
8003396,3880,2,,,,,,,
8003397,3881,2,,,,,,,
8003398,3882,2,,,,,,,
8003399,3883,2,,,,,,,
8003400,3884,2,,,,,,,
8003401,3885,2,,,,,,,
8003402,3886,2,,,,,,,
8003403,3887,2,,,,,,,
8003404,3888,2,,,,,,,
8003405,3889,2,,,,,,,
8003406,3890,2,,,,,,,
8003407,3891,2,,,,,,,
8003408,3950,2,,,,,,,
8003409,3951,2,,,,,,,
8003410,3952,2,,,,,,,
8003411,3953,2,,,,,,,
8003412,3956,2,,,,,,,
8003413,3957,2,,,,,,,
8003414,3959,2,,,,,,,
8003415,3960,2,,,,,,,
8003416,3961,2,,,,,,,
8003417,3962,2,,,,,,,
8003418,3963,2,,,,,,,
8003419,3964,2,,,,,,,
8003420,3965,2,,,,,,,
8003421,3966,2,,,,,,,
8003422,3968,2,,,,,,,
8003423,3969,2,,,,,,,
8003424,3970,2,,,,,,,
8003425,3971,2,,,,,,,
8003426,3972,2,,,,,,,
8003427,3973,2,,,,,,,
8003428,3974,2,,,,,,,
8003429,3976,2,,,,,,,
8003430,3977,2,,,,,,,
8003431,3981,2,,,,,,,
8003432,3982,2,,,,,,,
8003433,3983,2,,,,,,,
8003434,3984,2,,,,,,,
8003435,3985,2,,,,,,,
8003436,3986,2,,,,,,,
8003437,3987,2,,,,,,,
8003438,3988,2,,,,,,,
8003439,3989,2,,,,,,,
8003440,3990,2,,,,,,,
8003441,3991,2,,,,,,,
8003442,3993,2,,,,,,,
8003443,3994,2,,,,,,,
8003444,3995,2,,,,,,,
8003445,3996,2,,,,,,,
8003446,3997,2,,,,,,,
8003447,4173,2,,,,,,,
8003448,4174,2,,,,,,,
8003449,4175,2,,,,,,,
8003450,4176,2,,,,,,,
8003451,4177,2,,,,,,,
8003452,4178,2,,,,,,,
8003453,4179,2,,,,,,,
8003454,4180,2,,,,,,,
8003455,4181,2,,,,,,,
8003456,4182,2,,,,,,,
8003457,4183,2,,,,,,,
8003458,4185,2,,,,,,,
8003459,4186,2,,,,,,,
8003460,4187,2,,,,,,,
8003461,4188,2,,,,,,,
8003462,4189,2,,,,,,,
8003463,4190,2,,,,,,,
8003464,4191,2,,,,,,,
8003465,4192,2,,,,,,,
8003466,4193,2,,,,,,,
8003467,4194,2,,,,,,,
8003468,4195,2,,,,,,,
8003469,4196,2,,,,,,,
8003470,4197,2,,,,,,,
8003471,4198,2,,,,,,,
8003472,4199,2,,,,,,,
8003473,4200,2,,,,,,,
8003474,4201,2,,,,,,,
8003475,4202,2,,,,,,,
8003476,4203,2,,,,,,,
8003477,4204,2,,,,,,,
8003478,4205,2,,,,,,,
8003479,4206,2,,,,,,,
8003480,4207,2,,,,,,,
8003481,4208,2,,,,,,,
8003482,4209,2,,,,,,,
8003483,4210,2,,,,,,,
8003484,4212,2,,,,,,,
8003485,4213,2,,,,,,,
8003486,4214,2,,,,,,,
8003487,4215,2,,,,,,,
8003488,4216,2,,,,,,,
8003489,4217,2,,,,,,,
8003490,4218,2,,,,,,,
8003491,4219,2,,,,,,,
8003492,4220,2,,,,,,,
8003493,4224,2,,,,,,,
8003494,4225,2,,,,,,,
8003495,4226,2,,,,,,,
8003496,4227,2,,,,,,,
8003497,4228,2,,,,,,,
8003498,4229,2,,,,,,,
8003499,4230,2,,,,,,,
8003500,4231,2,,,,,,,
8003501,4232,2,,,,,,,
8003502,4233,2,,,,,,,
8003503,4234,2,,,,,,,
8003504,4235,2,,,,,,,
8003505,4236,2,,,,,,,
8003506,4237,2,,,,,,,
8003507,4238,2,,,,,,,
8003508,4239,2,,,,,,,
8003509,4240,2,,,,,,,
8003510,4241,2,,,,,,,
8003511,4242,2,,,,,,,
8003512,4243,2,,,,,,,
8003513,4244,2,,,,,,,
8003514,4245,2,,,,,,,
8003515,4246,2,,,,,,,
8003516,4247,2,,,,,,,
8003517,4248,2,,,,,,,
8003518,4249,2,,,,,,,
8003519,4250,2,,,,,,,
8003520,4251,2,,,,,,,
8003521,4252,2,,,,,,,
8003522,4253,2,,,,,,,
8003523,4254,2,,,,,,,
8003524,4255,2,,,,,,,
8003525,4256,2,,,,,,,
8003526,4257,2,,,,,,,
8003527,4258,2,,,,,,,
8003528,4259,2,,,,,,,
8003529,4260,2,,,,,,,
8003530,4261,2,,,,,,,
8003531,4263,2,,,,,,,
8003532,4264,2,,,,,,,
8003533,4265,2,,,,,,,
8003534,4266,2,,,,,,,
8003535,4267,2,,,,,,,
8003536,4268,2,,,,,,,
8003537,4269,2,,,,,,,
8003538,4270,2,,,,,,,
8003539,4271,2,,,,,,,
8003540,4272,2,,,,,,,
8003541,4273,2,,,,,,,
8003542,4274,2,,,,,,,
8003543,4276,2,,,,,,,
8003544,4277,2,,,,,,,
8003545,4278,2,,,,,,,
8003546,4279,2,,,,,,,
8003547,4280,2,,,,,,,
8003548,4281,2,,,,,,,
8003549,4282,2,,,,,,,
8003550,4283,2,,,,,,,
8003551,4284,2,,,,,,,
8003552,4285,2,,,,,,,
8003553,4286,2,,,,,,,
8003554,4287,2,,,,,,,
8003555,4288,2,,,,,,,
8003556,4289,2,,,,,,,
8003557,4291,2,,,,,,,
8003558,4292,2,,,,,,,
8003559,4293,2,,,,,,,
8003560,4294,2,,,,,,,
8003561,4295,2,,,,,,,
8003562,4296,2,,,,,,,
8003563,4297,2,,,,,,,
8003564,4298,2,,,,,,,
8003565,4299,2,,,,,,,
8003566,4300,2,,,,,,,
8003567,4301,2,,,,,,,
8003568,4302,2,,,,,,,
8003569,4305,2,,,,,,,
8003570,4306,2,,,,,,,
8003571,4307,2,,,,,,,
8003572,4308,2,,,,,,,
8003573,4309,2,,,,,,,
8003574,4310,2,,,,,,,
8003575,4311,2,,,,,,,
8003576,4312,2,,,,,,,
8003577,4313,2,,,,,,,
8003578,4314,2,,,,,,,
8003579,4315,2,,,,,,,
8003580,4316,2,,,,,,,
8003581,4317,2,,,,,,,
8003582,4318,2,,,,,,,
8003583,4319,2,,,,,,,
8003584,4320,2,,,,,,,
8003585,4321,2,,,,,,,
8003586,4322,2,,,,,,,
8003587,4323,2,,,,,,,
8003588,4324,2,,,,,,,
8003589,4325,2,,,,,,,
8003590,4326,2,,,,,,,
8003591,4327,2,,,,,,,
8003592,4328,2,,,,,,,
8003593,4329,2,,,,,,,
8003594,4330,2,,,,,,,
8003595,4331,2,,,,,,,
8003596,4332,2,,,,,,,
8003597,4333,2,,,,,,,
8003598,4334,2,,,,,,,
8003599,4335,2,,,,,,,
8003600,4336,2,,,,,,,
8003601,4337,2,,,,,,,
8003602,4338,2,,,,,,,
8003603,4339,2,,,,,,,
8003604,4340,2,,,,,,,
8003605,4341,2,,,,,,,
8003606,4342,2,,,,,,,
8003607,4343,2,,,,,,,
8003608,4344,2,,,,,,,
8003609,4345,2,,,,,,,
8003610,4346,2,,,,,,,
8003611,4347,2,,,,,,,
8003612,4348,2,,,,,,,
8003613,4349,2,,,,,,,
8003614,4350,2,,,,,,,
8003615,4351,2,,,,,,,
8003616,4352,2,,,,,,,
8003617,4353,2,,,,,,,
8003618,4354,2,,,,,,,
8003619,4355,2,,,,,,,
8003620,4356,2,,,,,,,
8003621,4357,2,,,,,,,
8003622,4358,2,,,,,,,
8003623,4359,2,,,,,,,
8003624,4360,2,,,,,,,
8003625,4361,2,,,,,,,
8003626,4362,2,,,,,,,
8003627,4363,2,,,,,,,
8003628,4364,2,,,,,,,
8003629,4365,2,,,,,,,
8003630,4366,2,,,,,,,
8003631,4367,2,,,,,,,
8003632,4368,2,,,,,,,
8003633,4369,2,,,,,,,
8003634,4370,2,,,,,,,
8003635,4371,2,,,,,,,
8003636,4372,2,,,,,,,
8003637,4373,2,,,,,,,
8003638,4374,2,,,,,,,
8003639,4375,2,,,,,,,
8003640,4376,2,,,,,,,
8003641,4377,2,,,,,,,
8003642,4378,2,,,,,,,
8003643,4379,2,,,,,,,
8003644,4380,2,,,,,,,
8003645,4381,2,,,,,,,
8003646,4382,2,,,,,,,
8003647,4383,2,,,,,,,
8003648,4384,2,,,,,,,
8003649,4385,2,,,,,,,
8003650,4386,2,,,,,,,
8003651,4387,2,,,,,,,
8003652,4388,2,,,,,,,
8003653,4389,2,,,,,,,
8003654,4392,2,,,,,,,
8003655,4393,2,,,,,,,
8003656,4394,2,,,,,,,
8003657,4395,2,,,,,,,
8003658,4396,2,,,,,,,
8003659,4397,2,,,,,,,
8003660,4398,2,,,,,,,
8003661,4399,2,,,,,,,
8003662,4400,2,,,,,,,
8003663,4401,2,,,,,,,
8003664,4402,2,,,,,,,
8003665,4403,2,,,,,,,
8003666,4404,2,,,,,,,
8003667,4405,2,,,,,,,
8003668,4406,2,,,,,,,
8003669,4407,2,,,,,,,
8003670,4408,2,,,,,,,
8003671,4409,2,,,,,,,
8003672,4410,2,,,,,,,
8003673,4411,2,,,,,,,
8003674,4412,2,,,,,,,
8003675,4413,2,,,,,,,
8003676,4414,2,,,,,,,
8003677,4415,2,,,,,,,
8003678,4416,2,,,,,,,
8003679,4417,2,,,,,,,
8003680,4418,2,,,,,,,
8003681,4419,2,,,,,,,
8003682,4420,2,,,,,,,
8003683,4421,2,,,,,,,
8003684,4422,2,,,,,,,
8003685,4423,2,,,,,,,
8003686,4424,2,,,,,,,
8003687,4425,2,,,,,,,
8003688,4426,2,,,,,,,
8003689,4427,2,,,,,,,
8003690,4428,2,,,,,,,
8003691,4429,2,,,,,,,
8003692,4430,2,,,,,,,
8003693,4431,2,,,,,,,
8003694,4432,2,,,,,,,
8003695,4433,2,,,,,,,
8003696,4434,2,,,,,,,
8003697,4435,2,,,,,,,
8003698,4436,2,,,,,,,
8003699,4437,2,,,,,,,
8003700,4438,2,,,,,,,
8003701,4439,2,,,,,,,
8003702,4440,2,,,,,,,
8003703,4441,2,,,,,,,
8003704,4442,2,,,,,,,
8003705,4443,2,,,,,,,
8003706,4444,2,,,,,,,
8003707,4445,2,,,,,,,
8003708,4446,2,,,,,,,
8003709,4447,2,,,,,,,
8003710,4448,2,,,,,,,
8003711,4449,2,,,,,,,
8003712,4450,2,,,,,,,
8003713,4451,2,,,,,,,
8003714,4452,2,,,,,,,
8003715,4453,2,,,,,,,
8003716,4454,2,,,,,,,
8003717,4455,2,,,,,,,
8003718,4456,2,,,,,,,
8003719,4457,2,,,,,,,
8003720,4458,2,,,,,,,
8003721,4459,2,,,,,,,
8003722,4460,2,,,,,,,
8003723,4461,2,,,,,,,
8003724,4462,2,,,,,,,
8003725,4463,2,,,,,,,
8003726,4464,2,,,,,,,
8003727,4465,2,,,,,,,
8003728,4466,2,,,,,,,
8003729,4467,2,,,,,,,
8003730,4468,2,,,,,,,
8003731,4469,2,,,,,,,
8003732,4470,2,,,,,,,
8003733,4471,2,,,,,,,
8003734,4472,2,,,,,,,
8003735,4473,2,,,,,,,
8003736,4474,2,,,,,,,
8003737,4475,2,,,,,,,
8003738,4476,2,,,,,,,
8003739,4477,2,,,,,,,
8003740,4478,2,,,,,,,
8003741,4479,2,,,,,,,
8003742,4480,2,,,,,,,
8003743,4481,2,,,,,,,
8003744,4482,2,,,,,,,
8003745,4483,2,,,,,,,
8003746,4484,2,,,,,,,
8003747,4485,2,,,,,,,
8003748,4486,2,,,,,,,
8003749,4487,2,,,,,,,
8003750,4488,2,,,,,,,
8003751,4489,2,,,,,,,
8003752,4490,2,,,,,,,
8003753,4491,2,,,,,,,
8003754,4492,2,,,,,,,
8003755,4493,2,,,,,,,
8003756,4494,2,,,,,,,
8003757,4495,2,,,,,,,
8003758,4496,2,,,,,,,
8003759,4497,2,,,,,,,
8003760,4498,2,,,,,,,
8003761,4499,2,,,,,,,
8003762,4500,2,,,,,,,
8003763,4501,2,,,,,,,
8003764,4502,2,,,,,,,
8003765,4503,2,,,,,,,
8003766,4504,2,,,,,,,
8003767,4505,2,,,,,,,
8003768,4506,2,,,,,,,
8003769,4507,2,,,,,,,
8003770,4508,2,,,,,,,
8003771,4509,2,,,,,,,
8003772,4510,2,,,,,,,
8003773,4511,2,,,,,,,
8003774,4512,2,,,,,,,
8003775,4513,2,,,,,,,
8003776,4514,2,,,,,,,
8003777,4515,2,,,,,,,
8003778,4516,2,,,,,,,
8003779,4517,2,,,,,,,
8003780,4518,2,,,,,,,
8003781,4519,2,,,,,,,
8003782,4520,2,,,,,,,
8003783,4521,2,,,,,,,
8003784,4522,2,,,,,,,
8003785,4523,2,,,,,,,
8003786,4524,2,,,,,,,
8003787,4525,2,,,,,,,
8003788,4526,2,,,,,,,
8003789,4527,2,,,,,,,
8003790,4528,2,,,,,,,
8003791,4529,2,,,,,,,
8003792,4530,2,,,,,,,
8003793,4531,2,,,,,,,
8003794,4532,2,,,,,,,
8003795,4533,2,,,,,,,
8003796,4534,2,,,,,,,
8003797,4535,2,,,,,,,
8003798,4536,2,,,,,,,
8003799,4537,2,,,,,,,
8003800,4538,2,,,,,,,
8003801,4539,2,,,,,,,
8003802,4540,2,,,,,,,
8003803,4541,2,,,,,,,
8003804,4542,2,,,,,,,
8003805,4543,2,,,,,,,
8003806,4544,2,,,,,,,
8003807,4545,2,,,,,,,
8003808,4546,2,,,,,,,
8003809,4547,2,,,,,,,
8003810,4548,2,,,,,,,
8003811,4549,2,,,,,,,
8003812,4550,2,,,,,,,
8003813,4551,2,,,,,,,
8003814,4552,2,,,,,,,
8003815,4553,2,,,,,,,
8003816,4554,2,,,,,,,
8003817,4555,2,,,,,,,
8003818,4556,2,,,,,,,
8003819,4557,2,,,,,,,
8003820,4558,2,,,,,,,
8003821,4559,2,,,,,,,
8003822,4560,2,,,,,,,
8003823,4561,2,,,,,,,
8003824,4562,2,,,,,,,
8003825,4563,2,,,,,,,
8003826,4564,2,,,,,,,
8003827,4565,2,,,,,,,
8003828,4566,2,,,,,,,
8003829,4567,2,,,,,,,
8003830,4568,2,,,,,,,
8003831,4569,2,,,,,,,
8003832,4570,2,,,,,,,
8003833,4571,2,,,,,,,
8003834,4572,2,,,,,,,
8003835,4573,2,,,,,,,
8003836,4574,2,,,,,,,
8003837,4575,2,,,,,,,
8003838,4576,2,,,,,,,
8003839,4577,2,,,,,,,
8003840,4578,2,,,,,,,
8003841,4579,2,,,,,,,
8003842,4580,2,,,,,,,
8003843,4581,2,,,,,,,
8003844,4582,2,,,,,,,
8003845,4583,2,,,,,,,
8003846,4584,2,,,,,,,
8003847,4585,2,,,,,,,
8003848,4586,2,,,,,,,
8003849,4587,2,,,,,,,
8003850,4588,2,,,,,,,
8003851,4589,2,,,,,,,
8003852,4590,2,,,,,,,
8003853,4591,2,,,,,,,
8003854,4592,2,,,,,,,
8003855,4593,2,,,,,,,
8003856,4594,2,,,,,,,
8003857,4595,2,,,,,,,
8003858,4596,2,,,,,,,
8003859,4597,2,,,,,,,
8003860,4598,2,,,,,,,
8003861,4599,2,,,,,,,
8003862,4600,2,,,,,,,
8003863,4601,2,,,,,,,
8003864,4602,2,,,,,,,
8003865,4603,2,,,,,,,
8003866,4604,2,,,,,,,
8003867,4605,2,,,,,,,
8003868,4606,2,,,,,,,
8003869,4607,2,,,,,,,
8003870,4608,2,,,,,,,
8003871,4609,2,,,,,,,
8003872,4610,2,,,,,,,
8003873,4611,2,,,,,,,
8003874,4612,2,,,,,,,
8003875,4613,2,,,,,,,
8003876,4614,2,,,,,,,
8003877,4615,2,,,,,,,
8003878,4616,2,,,,,,,
8003879,4617,2,,,,,,,
8003880,4618,2,,,,,,,
8003881,4619,2,,,,,,,
8003882,4620,2,,,,,,,
8003883,4621,2,,,,,,,
8003884,4622,2,,,,,,,
8003885,4623,2,,,,,,,
8003886,4624,2,,,,,,,
8003887,4625,2,,,,,,,
8003888,4626,2,,,,,,,
8003889,4627,2,,,,,,,
8003890,4628,2,,,,,,,
8003891,4629,2,,,,,,,
8003892,4630,2,,,,,,,
8003893,4631,2,,,,,,,
8003894,4632,2,,,,,,,
8003895,4633,2,,,,,,,
8003896,4634,2,,,,,,,
8003897,4635,2,,,,,,,
8003898,4636,2,,,,,,,
8003899,4637,2,,,,,,,
8003900,4638,2,,,,,,,
8003901,4639,2,,,,,,,
8003902,4640,2,,,,,,,
8003903,4641,2,,,,,,,
8003904,4642,2,,,,,,,
8003905,4643,2,,,,,,,
8003906,4644,2,,,,,,,
8003907,4645,2,,,,,,,
8003908,4646,2,,,,,,,
8003909,4647,2,,,,,,,
8003910,4648,2,,,,,,,
8003911,4649,2,,,,,,,
8003912,4650,2,,,,,,,
8003913,4651,2,,,,,,,
8003914,4652,2,,,,,,,
8003915,4653,2,,,,,,,
8003916,4654,2,,,,,,,
8003917,4655,2,,,,,,,
8003918,4656,2,,,,,,,
8003919,4657,2,,,,,,,
8003920,4658,2,,,,,,,
8003921,4659,2,,,,,,,
8003922,4660,2,,,,,,,
8003923,4661,2,,,,,,,
8003924,4662,2,,,,,,,
8003925,4663,2,,,,,,,
8003926,4664,2,,,,,,,
8003927,4665,2,,,,,,,
8003928,4666,2,,,,,,,
8003929,4667,2,,,,,,,
8003930,4668,2,,,,,,,
8003931,4669,2,,,,,,,
8003932,4670,2,,,,,,,
8003933,4671,2,,,,,,,
8003934,4672,2,,,,,,,
8003935,4673,2,,,,,,,
8003936,4674,2,,,,,,,
8003937,4675,2,,,,,,,
8003938,4676,2,,,,,,,
8003939,4677,2,,,,,,,
8003940,4678,2,,,,,,,
8003941,4679,2,,,,,,,
8003942,4680,2,,,,,,,
8003943,4681,2,,,,,,,
8003944,4682,2,,,,,,,
8003945,4683,2,,,,,,,
8003946,4684,2,,,,,,,
8003947,4685,2,,,,,,,
8003948,4686,2,,,,,,,
8003949,4687,2,,,,,,,
8003950,4688,2,,,,,,,
8003951,4689,2,,,,,,,
8003952,4690,2,,,,,,,
8003953,4691,2,,,,,,,
8003954,4692,2,,,,,,,
8003955,4693,2,,,,,,,
8003956,4694,2,,,,,,,
8003957,4695,2,,,,,,,
8003958,4696,2,,,,,,,
8003959,4697,2,,,,,,,
8003960,4698,2,,,,,,,
8003961,4699,2,,,,,,,
8003962,4700,2,,,,,,,
8003963,4701,2,,,,,,,
8003964,4702,2,,,,,,,
8003965,4703,2,,,,,,,
8003966,4704,2,,,,,,,
8003967,4705,2,,,,,,,
8003968,4706,2,,,,,,,
8003969,4707,2,,,,,,,
8003970,4708,2,,,,,,,
8003971,4709,2,,,,,,,
8003972,4710,2,,,,,,,
8003973,4711,2,,,,,,,
8003974,4712,2,,,,,,,
8003975,4713,2,,,,,,,
8003976,4714,2,,,,,,,
8003977,4715,2,,,,,,,
8003978,4716,2,,,,,,,
8003979,4717,2,,,,,,,
8003980,4718,2,,,,,,,
8003981,4719,2,,,,,,,
8003982,4720,2,,,,,,,
8003983,4721,2,,,,,,,
8003984,4722,2,,,,,,,
8003985,4723,2,,,,,,,
8003986,4724,2,,,,,,,
8003987,4725,2,,,,,,,
8003988,4726,2,,,,,,,
8003989,4727,2,,,,,,,
8003990,4728,2,,,,,,,
8003991,4729,2,,,,,,,
8003992,4730,2,,,,,,,
8003993,4731,2,,,,,,,
8003994,4732,2,,,,,,,
8003995,4733,2,,,,,,,
8003996,4734,2,,,,,,,
8003997,4735,2,,,,,,,
8003998,4736,2,,,,,,,
8003999,4737,2,,,,,,,
8004000,4738,2,,,,,,,
8004001,4739,2,,,,,,,
8004002,4740,2,,,,,,,
8004003,4741,2,,,,,,,
8004004,4742,2,,,,,,,
8004005,4743,2,,,,,,,
8004006,4744,2,,,,,,,
8004007,4745,2,,,,,,,
8004008,4746,2,,,,,,,
8004009,4747,2,,,,,,,
8004010,4748,2,,,,,,,
8004011,4749,2,,,,,,,
8004012,4750,2,,,,,,,
8004013,4751,2,,,,,,,
8004014,4752,2,,,,,,,
8004015,4753,2,,,,,,,
8004016,4754,2,,,,,,,
8004017,4755,2,,,,,,,
