id,quest_context_id,component_kind_id,next_component,npc_ai_id,npc_id,skill_id,skill_self,ai_path_name,ai_path_type_id,sound_id,npc_spawner_id,play_cinema_before_bubble,ai_command_set_id,or_unit_reqs,cinema_id,summary_voice_id
9520,2074,4,0,6,7501,,f,,0,,0,t,23,f,,
9521,2074,6,0,3,7501,,f,Q2074_ande,2,,0,t,,f,,
9522,2074,8,0,1,,,f,,0,,0,t,,f,,
9523,1435,4,0,1,,,f,,0,,0,t,,f,,
9524,963,4,0,1,,,f,,0,,0,t,,f,,
9525,522,6,0,1,,,f,,0,,0,t,,f,,
9526,522,8,0,1,,,f,,0,,0,t,,f,,
9528,2076,2,0,1,,,f,,0,,0,t,,f,,
9529,2076,4,0,1,,,f,,0,,0,t,,f,,
9530,2076,6,0,1,,,f,,0,,0,t,,f,,
9531,845,4,0,1,,,f,,0,,0,t,,f,,
9532,847,3,0,1,,,f,,0,,0,t,,f,,
9533,1995,8,0,1,,,f,,0,,0,t,,f,,
9534,1998,8,0,1,,,f,,0,,0,t,,f,,
9535,2065,2,0,1,,,f,,0,,0,t,,f,,
9536,2065,4,0,1,,,f,,0,,0,t,,f,,
9537,2065,6,0,1,,,f,,0,,0,t,,f,,
9538,2065,8,0,1,,,f,,0,,0,t,,f,,
9539,2066,2,0,1,,,f,,0,,0,t,,f,,
9540,2066,4,0,1,,,f,,0,,0,t,,f,,
9541,2066,6,0,1,,,f,,0,,0,t,,f,,
9542,2066,8,0,1,,,f,,0,,0,t,,f,,
9543,2067,2,0,1,,,f,,0,,0,t,,f,,
9544,2067,4,0,1,,,f,,0,,0,t,,f,,
9545,2067,6,0,1,,,f,,0,,0,t,,f,,
9546,2067,8,0,1,,,f,,0,,0,t,,f,,
9547,2068,2,0,1,,,f,,0,,0,t,,f,,
9548,2068,4,0,1,,,f,,0,,0,t,,f,,
9549,2068,6,0,1,,,f,,0,,0,t,,f,,
9550,2068,8,0,1,,,f,,0,,0,t,,f,,
9551,2069,2,0,1,,,f,,0,,0,t,,f,,
9552,2069,3,0,1,,,f,,0,,0,t,,f,,
9553,2069,4,0,1,,,f,,0,,0,t,,f,,
9554,2069,6,0,1,,,f,,0,,0,t,,f,,
9555,2069,8,0,1,,,f,,0,,0,t,,f,,
9556,2077,2,0,1,,,f,,0,,0,t,,f,,
9557,2077,4,0,1,,,f,,0,,0,t,,f,,
9558,2077,6,0,1,,,f,,0,,0,t,,f,,
9559,2077,8,0,1,,,f,,0,,0,t,,f,,
9564,1991,3,0,1,,,f,,0,,0,t,,f,,
9565,533,4,0,1,,,f,,0,,0,t,,f,,
9566,1996,3,0,1,,,f,,0,,0,t,,f,,
9570,1965,6,0,1,,,f,,0,,0,t,,f,,
9573,937,6,0,1,,,f,,0,,0,t,,f,,
9574,937,8,0,1,,,f,,0,,0,t,,f,,
9576,2025,3,0,1,,,f,,0,,0,t,,f,,
9577,2076,8,0,1,,,f,,0,,0,t,,f,,
9578,2027,3,0,1,,,f,,0,,0,t,,f,,
9579,2030,3,0,1,,,f,,0,,0,t,,f,,
9580,522,3,0,1,,,f,,0,,0,t,,f,,
9581,1982,8,0,1,,,f,,0,,0,t,,f,,
9582,1837,4,0,1,,,f,,0,,0,t,,f,,
9583,1837,6,0,1,,,f,,0,,0,t,,f,,
9584,1837,8,0,1,,,f,,0,,0,t,,f,,
9585,2080,2,0,1,,,f,,0,,0,t,,f,,
9586,2080,4,0,1,,,f,,0,,0,t,,f,,
9587,2080,6,0,1,,,f,,0,,0,t,,f,,
9588,2080,8,0,1,,,f,,0,,0,t,,f,,
9590,566,6,0,1,,,f,,0,,0,t,,f,,
9591,1963,3,0,1,,,f,,0,,0,t,,f,,
9593,2082,2,0,1,,,f,,0,,0,t,,f,,
9594,2082,6,0,1,,,f,,0,,0,t,,f,,
9595,2082,8,0,1,,,f,,0,,0,t,,f,,
9596,2083,2,0,1,,,f,,0,,0,t,,f,,
9597,2083,6,0,1,,,f,,0,,0,t,,f,,
9598,2083,8,0,1,,,f,,0,,0,t,,f,,
9600,2084,2,0,1,,,f,,0,,0,t,,f,,
9601,2084,4,0,1,,,f,,0,,0,t,,f,,
9602,2084,8,0,1,,,f,,0,,0,t,,f,,
9603,2085,2,0,1,,,f,,0,,0,t,,f,,
9604,2085,4,0,1,,,f,,0,,0,t,,f,,
9605,2085,8,0,1,,,f,,0,,0,t,,f,,
9606,1979,8,0,1,,,f,,0,,0,t,,f,,
9607,1977,4,0,3,9380,,f,q1977_long_sand,2,,0,t,,f,,
9608,1977,4,0,1,9380,16154,f,,0,,0,t,,f,,
9609,856,6,0,1,,,f,,0,,0,t,,f,,
9610,856,8,0,1,,,f,,0,,0,t,,f,,
9611,2086,2,0,1,,,f,,0,,0,t,,f,,
9612,2086,3,0,1,,,f,,0,,0,t,,f,,
9613,2086,4,0,1,,,f,,0,,0,t,,f,,
9614,2086,6,0,1,,,f,,0,,0,t,,f,,
9615,2086,8,0,1,,,f,,0,,0,t,,f,,
9616,1870,6,0,1,,,f,,0,,0,t,,f,,
9619,2081,2,0,1,,,f,,0,,0,t,,f,,
9620,2081,6,0,1,7458,13615,f,,0,,0,t,,f,,
9621,2081,8,0,1,,,f,,0,,0,t,,f,,
9622,2087,2,0,1,,,f,,0,,0,t,,f,,
9623,2087,3,0,1,,,f,,0,,0,t,,f,,
9624,2087,4,0,1,,,f,,0,,0,t,,f,,
9625,2087,6,0,1,,,f,,0,,0,t,,f,,
9626,2087,8,0,1,,,f,,0,,0,t,,f,,
9630,1980,8,0,1,,,f,,0,,0,t,,f,,
9631,1980,3,0,1,,,f,,0,,0,t,,f,,
9632,1979,3,0,1,,,f,,0,,0,t,,f,,
9633,1986,3,0,1,,,f,,0,,0,t,,f,,
9634,1849,3,0,1,,,f,,0,,0,t,,f,,
9635,2089,2,0,1,,,f,,0,,0,t,,f,,
9636,2089,6,0,1,,,f,,0,,0,t,,f,,
9637,2089,8,0,1,,,f,,0,,0,t,,f,,
9638,2090,2,0,1,,,f,,0,,0,t,,f,,
9639,2090,3,0,1,,,f,,0,,0,t,,f,,
9640,2090,4,0,1,,,f,,0,,0,t,,f,,
9641,2090,6,0,1,,,f,,0,,0,t,,f,,
9642,2090,8,0,1,,,f,,0,,0,t,,f,,
9645,1897,3,0,1,,,f,,0,,0,t,,f,,
9647,1897,5,0,1,,,f,,0,,0,t,,f,,
9648,2092,2,0,1,,,f,,0,,0,t,,f,,
9649,2092,3,0,1,,,f,,0,,0,t,,f,,
9650,2092,4,0,1,,,f,,0,,0,t,,f,,
9651,2092,6,0,1,,,f,,0,,0,t,,f,,
9652,2092,8,0,1,,,f,,0,,0,t,,f,,
9653,2093,2,0,1,,,f,,0,,0,t,,f,,
9654,2093,4,0,1,,,f,,0,,0,t,,f,,
9655,2093,6,0,1,,,f,,0,,0,t,,f,,
9656,2093,8,0,1,,,f,,0,,0,t,,f,,
9658,1852,8,0,1,,,f,,0,,0,t,,f,,
9661,826,4,0,1,,,f,,0,,0,t,,f,,
9662,841,4,0,1,,,f,,0,,0,t,,f,,
9663,1435,8,0,1,,,f,,0,,0,t,,f,,
9664,1970,4,0,1,,,f,,0,,0,t,,f,,
9665,2007,8,0,1,,,f,,0,,0,t,,f,,
9666,2094,2,0,1,,,f,,0,,0,t,,f,,
9667,2094,4,0,1,,,f,,0,,0,t,,f,,
9668,2094,6,0,1,,,f,,0,,0,t,,f,,
9669,2094,8,0,1,,,f,,0,,0,t,,f,,
9670,2022,3,0,1,,,f,,0,,0,t,,f,,
9680,2098,2,0,1,,,f,,0,,0,t,,f,,
9681,2098,4,0,1,,,f,,0,,0,t,,f,,
9682,2098,6,0,1,,,f,,0,,0,t,,f,,
9683,2009,6,0,1,,,f,,0,,0,t,,f,,
9684,2099,2,0,1,,,f,,0,,0,t,,f,,
9685,2099,4,0,1,,,f,,0,,0,t,,f,,
9686,2099,6,0,1,,,f,,0,,0,t,,f,,
9687,2100,2,0,1,,,f,,0,,0,t,,f,,
9688,2100,4,0,1,,,f,,0,,0,t,,f,,
9689,2100,6,0,1,,,f,,0,,0,t,,f,,
9690,2101,2,0,1,,,f,,0,,0,t,,f,,
9691,2101,4,0,1,,,f,,0,,0,t,,f,,
9692,2101,6,0,1,,,f,,0,,0,t,,f,,
9693,2102,2,0,1,,,f,,0,,0,t,,f,,
9694,2102,4,0,1,,,f,,0,,0,t,,f,,
9695,2102,6,0,1,,,f,,0,,0,t,,f,,
9696,2103,2,0,1,,,f,,0,,0,t,,f,,
9697,2103,4,0,1,,,f,,0,,0,t,,f,,
9698,2103,6,0,1,,,f,,0,,0,t,,f,,
9699,2104,2,0,1,,,f,,0,,0,t,,f,,
9700,2104,4,0,1,,,f,,0,,0,t,,f,,
9701,2104,6,0,1,,,f,,0,,0,t,,f,,
9702,2105,2,0,1,,,f,,0,,0,t,,f,,
9703,2105,4,0,1,,,f,,0,,0,t,,f,,
9704,2105,6,0,1,,,f,,0,,0,t,,f,,
9706,2023,3,0,1,,,f,,0,,0,t,,f,,
9709,2106,2,0,1,,,f,,0,,0,t,,f,,
9710,2106,3,0,1,,,f,,0,,0,t,,f,,
9711,2106,4,0,1,,,f,,0,,0,t,,f,,
9712,2106,6,0,1,,,f,,0,,0,t,,f,,
9713,2107,2,0,1,,,f,,0,,0,t,,f,,
9714,2106,8,0,1,,,f,,0,,0,t,,f,,
9715,2107,4,0,1,,,f,,0,,0,t,,f,,
9716,2107,6,0,1,,,f,,0,,0,t,,f,,
9717,2107,8,0,1,,,f,,0,,0,t,,f,,
9719,2108,2,0,1,,,f,,0,,0,t,,f,,
9720,2108,4,0,1,,,f,,0,,0,t,,f,,
9721,2108,8,0,1,,,f,,0,,0,t,,f,,
9722,2109,2,0,1,,,f,,0,,0,t,,f,,
9723,2109,4,0,1,,,f,,0,,0,t,,f,,
9724,2109,8,0,1,,,f,,0,,0,t,,f,,
9725,2110,2,0,1,,,f,,0,,0,t,,f,,
9726,2110,4,0,1,,,f,,0,,0,t,,f,,
9727,2110,8,0,1,,,f,,0,,0,t,,f,,
9728,2111,2,0,1,,,f,,0,,0,t,,f,,
9729,2111,4,0,1,,,f,,0,,0,t,,f,,
9730,2111,8,0,1,,,f,,0,,0,t,,f,,
9731,2112,2,0,1,,,f,,0,,0,t,,f,,
9732,2112,4,0,1,,,f,,0,,0,t,,f,,
9733,2112,8,0,1,,,f,,0,,0,t,,f,,
9734,2113,2,0,1,,,f,,0,,0,t,,f,,
9735,2113,4,0,1,,,f,,0,,0,t,,f,,
9736,2113,8,0,1,,,f,,0,,0,t,,f,,
9737,2114,2,0,1,,,f,,0,,0,t,,f,,
9738,2114,4,0,1,,,f,,0,,0,t,,f,,
9739,2114,8,0,1,,,f,,0,,0,t,,f,,
9740,2115,2,0,1,,,f,,0,,0,t,,f,,
9741,2115,4,0,1,,,f,,0,,0,t,,f,,
9742,2115,8,0,1,,,f,,0,,0,t,,f,,
9743,2116,2,0,1,,,f,,0,,0,t,,f,,
9744,2116,4,0,1,,,f,,0,,0,t,,f,,
9745,2116,8,0,1,,,f,,0,,0,t,,f,,
9746,2117,2,0,1,,,f,,0,,0,t,,f,,
9747,2117,4,0,1,,,f,,0,,0,t,,f,,
9748,2117,8,0,1,,,f,,0,,0,t,,f,,
9749,2118,2,0,1,,,f,,0,,0,t,,f,,
9750,2118,4,0,1,,,f,,0,,0,t,,f,,
9751,2118,8,0,1,,,f,,0,,0,t,,f,,
9752,2119,2,0,1,,,f,,0,,0,t,,f,,
9753,2119,4,0,1,,,f,,0,,0,t,,f,,
9754,2119,8,0,1,,,f,,0,,0,t,,f,,
9755,2033,3,0,1,,,f,,0,,0,t,,f,,
9759,2029,3,0,1,,,f,,0,,0,t,,f,,
9761,2120,2,0,1,,,f,,0,,0,t,,f,,
9762,2120,4,0,1,,,f,,0,,0,t,,f,,
9763,2120,8,0,1,,,f,,0,,0,t,,f,,
9764,2121,2,0,1,,,f,,0,,0,t,,f,,
9765,2121,4,0,1,,,f,,0,,0,t,,f,,
9766,2121,8,0,1,,,f,,0,,0,t,,f,,
9767,2122,2,0,1,,,f,,0,,0,t,,f,,
9768,2122,4,0,1,,,f,,0,,0,t,,f,,
9769,2122,8,0,1,,,f,,0,,0,t,,f,,
9770,2055,3,0,1,,,f,,0,,0,t,,f,,
9772,1431,3,0,1,,,f,,0,,0,t,,f,,
9773,1952,8,0,1,,,f,,0,,0,t,,f,,
9774,1323,5,0,1,,,f,,0,,0,t,,f,,
9775,1488,6,0,1,,,f,,0,,0,t,,f,,
9776,1488,8,0,1,,,f,,0,,0,t,,f,,
9777,1955,2,0,1,,,f,,0,,0,t,,f,,
9778,1955,4,0,1,,,f,,0,,0,t,,f,,
9779,1955,4,0,1,,,f,,0,,0,t,,f,,
9780,1956,2,0,1,,,f,,0,,0,t,,f,,
9781,1956,4,0,1,,,f,,0,,0,t,,f,,
9782,1956,8,0,1,,,f,,0,,0,t,,f,,
9783,1957,2,0,1,,,f,,0,,0,t,,f,,
9784,1957,4,0,1,,,f,,0,,0,t,,f,,
9785,1957,8,0,1,,,f,,0,,0,t,,f,,
9786,1958,2,0,1,,,f,,0,,0,t,,f,,
9787,1958,4,0,1,,,f,,0,,0,t,,f,,
9788,1958,8,0,1,,,f,,0,,0,t,,f,,
9789,1959,2,0,1,,,f,,0,,0,t,,f,,
9790,1959,4,0,1,,,f,,0,,0,t,,f,,
9791,1959,8,0,1,,,f,,0,,0,t,,f,,
9792,1960,2,0,1,,,f,,0,,0,t,,f,,
9793,1960,4,0,1,,,f,,0,,0,t,,f,,
9794,1960,8,0,1,,,f,,0,,0,t,,f,,
9795,2124,2,0,1,,,f,,0,,0,t,,f,,
9796,2124,4,0,1,,,f,,0,,0,t,,f,,
9797,2124,6,0,1,,,f,,0,,0,t,,f,,
9798,2124,8,0,1,,,f,,0,,0,t,,f,,
9799,2125,2,0,1,,,f,,0,,0,t,,f,,
9800,2125,3,0,1,,,f,,0,,0,t,,f,,
9801,2125,4,0,1,,,f,,0,,0,t,,f,,
9802,2125,6,0,1,,,f,,0,,0,t,,f,,
9803,2125,8,0,1,,,f,,0,,0,t,,f,,
9813,2128,2,0,1,,,f,,0,,0,t,,f,,
9814,2128,4,0,1,,,f,,0,,0,t,,f,,
9815,2128,6,0,1,,,f,,0,,0,t,,f,,
9816,2128,8,0,1,,,f,,0,,0,t,,f,,
9817,858,6,0,1,,,f,,0,,0,t,,f,,
9818,2129,2,0,1,,,f,,0,,0,t,,f,,
9819,2129,3,0,1,,,f,,0,,0,t,,f,,
9820,2129,4,0,1,,,f,,0,,0,t,,f,,
9821,2129,6,0,1,,,f,,0,,0,t,,f,,
9822,2129,8,0,1,,,f,,0,,0,t,,f,,
9836,2133,2,0,1,,,f,,0,,0,t,,f,,
9837,2133,4,0,1,,,f,,0,,0,t,,f,,
9838,2133,8,0,1,,,f,,0,,0,t,,f,,
9839,2134,2,0,1,,,f,,0,,0,t,,f,,
9840,2134,3,0,1,,,f,,0,,0,t,,f,,
9841,2134,4,0,1,,,f,,0,,0,t,,f,,
9842,2134,6,0,1,,,f,,0,,0,t,,f,,
9843,2134,8,0,1,,,f,,0,,0,t,,f,,
9844,2135,2,0,1,,,f,,0,,0,t,,f,,
9845,2135,4,0,1,,,f,,0,,0,t,,f,,
9846,2135,6,0,1,,,f,,0,,0,t,,f,,
9847,2135,8,0,1,,,f,,0,,0,t,,f,,
9848,2136,2,0,1,,,f,,0,,0,t,,f,,
9849,2136,3,0,1,,,f,,0,,0,t,,f,,
9850,2136,4,0,1,,,f,,0,,0,t,,f,,
9851,2136,6,0,1,,,f,,0,,0,t,,f,,
9852,2136,8,0,1,,,f,,0,,0,t,,f,,
9857,2138,2,0,1,,,f,,0,,0,t,,f,,
9858,2138,4,0,1,,,f,,0,,0,t,,f,,
9859,2138,6,0,1,,,f,,0,,0,t,,f,,
9860,2138,8,0,1,,,f,,0,,0,t,,f,,
9861,2139,2,0,1,,,f,,0,,0,t,,f,,
9862,2139,3,0,1,,,f,,0,,0,t,,f,,
9863,2139,4,0,1,,,f,,0,,0,t,,f,,
9864,2139,6,0,1,,,f,,0,,0,t,,f,,
9865,2139,8,0,1,,,f,,0,,0,t,,f,,
9866,2074,4,0,1,,,f,,0,,0,t,,f,,
9867,1927,8,0,1,,,f,,0,,0,t,,f,,
9868,2055,4,0,1,,,f,,0,,0,t,,f,,
9869,2055,6,0,1,,,f,,0,,0,t,,f,,
9870,2055,8,0,1,,,f,,0,,0,t,,f,,
9871,1172,8,0,1,,,f,,0,,0,t,,f,,
9872,1939,8,0,1,,,f,,0,,0,t,,f,,
9873,1961,2,0,1,,,f,,0,,0,t,,f,,
9874,1961,4,0,1,,,f,,0,,0,t,,f,,
9875,1961,8,0,1,,,f,,0,,0,t,,f,,
9879,2230,2,0,1,,,f,,0,,0,t,,f,,
9880,2230,6,0,1,,,f,,0,,0,t,,f,,
9881,2230,8,0,1,,,f,,0,,0,t,,f,,
9882,2231,2,0,1,,,f,,0,,0,t,,f,,
9884,2231,6,0,1,,,f,,0,,0,t,,f,,
9885,2231,8,0,1,,,f,,0,,0,t,,f,,
9886,2233,2,0,1,,,f,,0,,0,t,,f,,
9887,2233,6,0,1,,,f,,0,,0,t,,f,,
9888,2233,8,0,1,,,f,,0,,0,t,,f,,
9889,2235,2,0,1,,,f,,0,,0,t,,f,,
9890,2235,4,0,1,,,f,,0,,0,t,,f,,
9892,2235,8,0,1,,,f,,0,,0,t,,f,,
9893,2236,2,0,1,,,f,,0,,0,t,,f,,
9894,2236,4,0,1,,,f,,0,,0,t,,f,,
9895,2236,6,0,1,,,f,,0,,0,t,,f,,
9896,2236,8,0,1,,,f,,0,,0,t,,f,,
9900,1027,8,0,1,,,f,,0,,0,t,,f,,
9905,1955,8,0,1,,,f,,0,,0,t,,f,,
9909,1954,8,0,1,,,f,,0,,0,t,,f,,
9910,2140,2,0,1,,,f,,0,,0,t,,f,,
9911,2140,4,0,1,,,f,,0,,0,t,,f,,
9912,2140,8,0,1,,,f,,0,,0,t,,f,,
9913,2141,2,0,1,,,f,,0,,0,t,,f,,
9914,2141,4,0,1,,,f,,0,,0,t,,f,,
9915,2141,8,0,1,,,f,,0,,0,t,,f,,
9916,2142,2,0,1,,,f,,0,,0,t,,f,,
9917,2142,4,0,1,,,f,,0,,0,t,,f,,
9918,2142,8,0,1,,,f,,0,,0,t,,f,,
9919,2143,2,0,1,,,f,,0,,0,t,,f,,
9920,2143,4,0,1,,,f,,0,,0,t,,f,,
9921,2143,8,0,1,,,f,,0,,0,t,,f,,
9922,2144,2,0,1,,,f,,0,,0,t,,f,,
9923,2144,4,0,1,,,f,,0,,0,t,,f,,
9924,2144,8,0,1,,,f,,0,,0,t,,f,,
9925,2145,2,0,1,,,f,,0,,0,t,,f,,
9926,2145,4,0,1,,,f,,0,,0,t,,f,,
9927,2145,8,0,1,,,f,,0,,0,t,,f,,
9928,2146,2,0,1,,,f,,0,,0,t,,f,,
9929,2146,4,0,1,,,f,,0,,0,t,,f,,
9930,2146,8,0,1,,,f,,0,,0,t,,f,,
9937,2239,2,0,1,,,f,,0,,0,t,,f,,
9938,2239,4,0,1,,,f,,0,786,0,t,,f,,
9939,2239,6,0,1,,,f,,0,,0,t,,f,,
9940,2239,8,0,1,,,f,,0,,0,t,,f,,
9941,2255,2,0,1,,,f,,0,,0,t,,f,,
9942,2255,3,0,1,,,f,,0,,0,t,,f,,
9943,2255,4,0,1,,,f,,0,,0,t,,f,,
9944,2255,6,0,1,,,f,,0,,0,f,,f,81,
9946,2255,8,0,1,,,f,,0,,0,t,,f,,
9947,2257,2,0,1,,,t,,0,,0,t,,f,,
9949,2257,6,0,1,,,f,,0,,0,f,,f,83,
9950,2257,8,0,1,,,f,,0,,0,t,,f,,
9951,2258,2,0,1,,,f,,0,,0,t,,f,,
9952,2258,3,0,1,,,f,,0,,0,t,,f,,
9953,2258,6,0,1,,,f,,0,,0,t,,f,,
9954,2258,8,0,1,,,f,,0,,0,t,,f,,
9955,2259,2,0,1,,,f,,0,,0,t,,f,,
9956,2259,3,0,1,,,f,,0,,0,t,,f,,
9957,2259,6,0,1,,,f,,0,,0,f,,f,84,
9958,2259,4,0,1,,,f,,0,,0,t,,f,,
9959,2260,2,0,1,,,f,,0,,0,t,,f,,
9960,2260,3,0,1,,,f,,0,,0,t,,f,,
9961,2260,6,0,1,,,f,,0,,0,t,,f,,
9962,2260,8,0,1,,,f,,0,,0,t,,f,,
9963,2261,2,0,1,,,f,,0,,0,t,,f,,
9965,2261,3,0,1,,,f,,0,,0,t,,f,,
9967,2261,4,0,1,,,f,,0,,0,t,,f,,
9969,2261,6,0,1,,,f,,0,,0,f,,f,85,
9970,2261,8,0,1,,,f,,0,,0,t,,f,,
9971,1525,8,0,1,,,f,,0,,0,t,,f,,
9972,2262,2,0,1,,,f,,0,,0,t,,f,,
9977,2263,2,0,1,,,t,,0,,0,t,,f,,
9978,2263,4,0,1,,,f,,0,,0,t,,f,,
9980,2263,8,0,1,,,f,,0,,0,t,,f,,
9981,2264,2,0,1,,,f,,0,,0,t,,f,,
9983,2264,4,0,1,,,f,,0,,0,f,,f,126,
9985,2264,6,0,1,,,f,,0,,0,f,,f,86,
9986,2264,8,0,1,,,f,,0,,0,t,,f,,
9987,2265,2,0,1,,,f,,0,,0,t,,f,,
9988,2265,3,0,1,,,f,,0,,0,t,,f,,
9989,2265,4,0,1,,17375,t,,0,,0,t,,f,,
9991,2265,8,0,1,,,f,,0,,0,t,,f,,
9992,2266,2,0,1,,,t,,0,,0,t,,f,,
9994,2266,6,0,1,,,f,,0,,0,f,,f,87,
9995,2266,8,0,1,,,f,,0,,0,t,,f,,
9998,2257,4,0,1,,18506,t,,0,,0,t,,f,,
9999,2258,4,0,1,,,f,,0,,0,t,,f,,
10001,2259,8,0,1,,,f,,0,,0,t,,f,,
10002,2260,4,0,1,,,f,,0,,0,t,,f,,
10006,2262,8,0,1,,,f,,0,,0,t,,f,,
10013,2270,2,0,1,,,f,,0,,0,t,,f,,
10014,2270,4,0,1,,,f,,0,,0,t,,f,,
10015,2270,6,0,1,,,f,,0,,0,t,,f,,
10016,1952,6,0,1,,,f,,0,,0,t,,f,,
10022,2300,2,0,1,,,f,,0,,0,t,,f,,
10023,2300,3,0,1,,,f,,0,,0,t,,f,,
10024,2300,4,0,1,,,f,,0,,0,t,,f,,
10025,2300,6,0,1,,,f,,0,,0,t,,f,,
10026,2300,8,0,1,,,f,,0,,0,t,,f,,
10027,2302,2,0,1,,,f,,0,,0,f,,f,125,
10028,2302,6,0,1,,,f,,0,,0,f,,f,20,
10029,2302,8,0,1,,,f,,0,,0,t,,f,,
10030,2309,2,0,1,,,f,,0,,0,t,,f,,
10033,2309,6,0,1,,,f,,0,,0,t,,f,,
10034,2309,8,0,1,,,f,,0,,0,t,,f,,
10035,2315,2,0,1,,,f,,0,,0,t,,f,,
10036,2315,3,0,1,,,f,,0,,0,t,,f,,
10037,2315,4,0,1,,,f,,0,,0,t,,f,,
10038,2315,6,0,1,,,f,,0,,0,f,,f,23,
10039,2315,8,0,1,,,f,,0,,0,t,,f,,
10040,2318,2,0,1,,,f,,0,,0,t,,f,,
10041,2318,4,0,1,7737,14021,f,,0,,0,t,,f,,
10043,2318,6,0,1,,,f,,0,,0,t,,f,,
10044,2318,8,0,1,,,f,,0,,0,t,,f,,
10045,2319,2,0,1,,,f,,0,,0,t,,f,,
10046,2319,3,0,1,,,f,,0,,0,t,,f,,
10047,2319,4,0,1,,,f,,0,,0,t,,f,,
10048,2319,6,0,1,,,f,,0,,0,t,,f,,
10049,2319,8,0,1,,,f,,0,,0,t,,f,,
10050,2321,2,0,1,5755,14539,f,,0,,0,t,,f,,
10051,2321,3,0,1,,,f,,0,,0,t,,f,,
10052,2321,4,0,1,,,f,,0,,0,t,,f,,
10053,2321,6,0,1,,,f,,0,,0,t,,f,,
10054,2321,8,0,1,,,f,,0,,0,t,,f,,
10060,2324,2,0,1,,,f,,0,,0,t,,f,,
10061,2324,4,0,1,,,f,,0,,0,t,,f,,
10062,2324,6,0,1,,,f,,0,,0,t,,f,,
10063,2324,8,0,1,,,f,,0,,0,t,,f,,
10064,2326,2,0,1,,,f,,0,,0,t,,f,,
10066,2326,6,0,1,,,f,,0,,0,t,,f,,
10067,2326,8,0,1,,,f,,0,,0,t,,f,,
10068,2328,2,0,1,,,f,,0,,0,t,,f,,
10069,2328,3,0,1,,,f,,0,,0,t,,f,,
10070,2328,4,0,1,,,f,,0,,0,t,,f,,
10077,2330,2,0,1,,,f,,0,,0,t,,f,,
10078,2330,3,0,1,,,f,,0,,0,t,,f,,
10079,2330,4,0,1,,,f,,0,,0,t,,f,,
10080,2330,6,0,1,,,f,,0,,0,t,,f,,
10081,2330,8,0,1,,,f,,0,,0,t,,f,,
10082,2318,3,0,1,,,f,,0,,0,t,,f,,
10084,2347,2,0,1,,,f,,0,,0,t,,f,,
10085,2347,3,0,1,,,f,,0,,0,t,,f,,
10086,2347,4,0,1,,,f,,0,,0,t,,f,,
10087,2347,6,0,1,,,f,,0,,0,t,,f,,
10088,2347,8,0,1,,,f,,0,,0,t,,f,,
10104,2234,2,0,1,,,f,,0,,0,t,,f,,
10105,2234,6,0,1,,,f,,0,,0,t,,f,,
10106,2234,8,0,1,,,f,,0,,0,t,,f,,
10110,2349,2,0,1,,,f,,0,,0,t,,f,,
10112,2349,3,0,1,,,f,,0,,0,t,,f,,
10113,2349,4,0,1,,,f,,0,,0,t,,f,,
10114,2349,8,0,1,,,f,,0,,0,t,,f,,
10115,2350,2,0,1,,,f,,0,,0,t,,f,,
10116,2350,6,0,1,,,f,,0,,0,f,,f,103,
10117,2350,8,0,1,,,f,,0,,0,t,,f,,
10118,2245,2,0,1,,,f,,0,,0,t,,f,,
10121,2245,6,0,1,,,f,,0,,0,t,,f,,
10122,2245,8,0,1,,,f,,0,,0,t,,f,,
10123,2351,2,0,1,,,f,,0,,0,t,,f,,
10124,2351,4,0,1,,14393,t,,0,,0,t,,f,,
10125,2351,8,0,1,,,f,,0,,0,t,,f,,
10126,2352,2,0,1,,,f,,0,,0,t,,f,,
10127,2352,6,0,1,,,f,,0,,0,t,,f,,
10128,2352,8,0,1,,,f,,0,,0,t,,f,,
10129,2353,2,0,1,,,f,,0,,0,t,,f,,
10130,2353,3,0,1,,,f,,0,,0,t,,f,,
10131,2353,4,0,1,,,f,,0,,0,t,,f,,
10132,2353,6,0,1,,,f,,0,,0,t,,f,,
10133,2353,8,0,1,,,f,,0,,0,t,,f,,
10134,1573,8,0,1,,,f,,0,,0,t,,f,,
10135,2354,2,0,1,,,f,,0,,0,t,,f,,
10136,2354,4,0,1,,,f,,0,,0,t,,f,,
10139,2354,8,0,1,,,f,,0,,0,t,,f,,
10140,2355,2,0,1,,,f,,0,,0,t,,f,,
10142,2355,6,0,1,,,f,,0,,0,t,,f,,
10143,2355,8,0,1,,,f,,0,,0,t,,f,,
10144,2356,2,0,1,,,f,,0,,0,t,,f,,
10145,2356,6,0,1,,,f,,0,,0,t,,f,,
10146,2356,8,0,1,,,f,,0,,0,t,,f,,
10147,2357,2,0,1,,,f,,0,,0,t,,f,,
10148,2357,4,0,1,,,f,,0,,0,t,,f,,
10149,2357,6,0,1,,,f,,0,,0,t,,f,,
10150,2358,2,0,1,,,f,,0,,0,t,,f,,
10151,2358,4,0,1,,,f,,0,,0,t,,f,,
10152,2358,6,0,1,,,f,,0,,0,t,,f,,
10153,2359,2,0,1,,,f,,0,,0,t,,f,,
10154,2359,4,0,1,,,f,,0,,0,t,,f,,
10155,2359,6,0,1,,,f,,0,,0,t,,f,,
10156,2360,2,0,1,,,f,,0,,0,t,,f,,
10157,2360,4,0,1,,,f,,0,,0,t,,f,,
