id,name,char_race_id,npc_grade_id,npc_kind_id,level,npc_template_id,equip_bodies_id,equip_cloths_id,equip_weapons_id,model_id,faction_id,skill_trainer,ai_file_id,merchant,npc_nickname_id,auctioneer,show_name_tag,visible_to_creator_only,no_exp,pet_item_id,base_skill_id,track_friendship,priest,comment1,npc_tendency_id,blacksmith,teleporter,opacity,ability_changer,scale,comment2,comment3,sight_range_scale,sight_fov_scale,milestone_id,attack_start_range_scale,aggression,exp_multiplier,exp_adder,stabler,accept_aggro_link,recruiting_battle_field_id,return_distance,npc_ai_param_id,non_pushable_by_actor,banker,aggro_link_special_rule_id,aggro_link_help_dist,aggro_link_sight_check,expedition,honor_point,trader,aggro_link_special_guard,aggro_link_special_ignore_npc_attacker,comment_wear,absolute_return_distance,repairman,activate_ai_always,so_state,specialty,sound_pack_id,specialty_coin_id,use_range_mod,npc_posture_set_id,mate_equip_slot_pack_id,mate_kind_id,engage_combat_give_quest_id,total_custom_id,no_apply_total_custom,base_skill_strafe,base_skill_delay,npc_interaction_set_id,use_abuser_list,return_when_enter_housing_area,look_converter,use_ddcms_mount_skill,crowd_effect
1791,독 도마뱀,0,1,2,27,9,,,,309,115,f,13,f,0,f,t,f,f,,2,f,f,,2,f,f,1.0,f,1.2,두 왕관,흙먼지 구릉,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1792,노예 광부 벨라노,5,1,1,29,9,,1370,45,18,102,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,두 왕관,검붉은 눈물,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,218,,,,788,f,t,0.0,,t,f,f,f,t
1794,마조오,1,1,1,30,9,,248,130,11,102,f,15,t,3,f,t,f,t,,2,f,f,잡화 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,148,,t,11,,,,844,f,t,0.0,,t,f,f,f,t
1795,이노페리,1,1,1,30,9,,488,,10,102,f,15,t,1,f,t,f,t,,2,f,f,무기 상인,1,t,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2101,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,143,,t,3,,,,,f,t,0.0,,t,f,f,f,t
1796,피드라,1,1,1,30,9,,489,,10,102,f,15,t,2,f,t,f,t,,2,f,f,갑옷 상인,1,t,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,147,,t,24,,,,,f,t,0.0,,t,f,f,f,t
1797,파텔리니,1,1,1,30,9,,493,44,10,102,f,15,t,14,f,t,f,t,,2,f,f,의상 상인,1,t,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2102,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,26,,,0,,f,t,0.0,,t,f,f,f,t
1798,페이도로,1,1,1,30,9,,490,130,11,102,f,15,t,8,f,t,f,t,,2,f,f,약품 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,150,0,t,20,,,0,,f,t,0.0,,t,f,f,f,t
1799,네시스,1,1,1,30,9,,432,130,10,102,f,15,f,0,f,t,f,t,,2,f,f,건축 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,144,,,,,f,t,0.0,,t,f,f,f,t
1800,토마시,1,1,1,30,9,,384,67,11,102,f,15,t,31,f,t,f,t,,2,f,f,가축상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2103,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,155,0,t,27,,,0,,f,t,0.0,,t,f,f,f,t
1801,리페리아,1,1,1,30,9,,495,48,10,102,f,15,t,11,f,t,f,t,,2,f,f,식물 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2104,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,152,0,t,22,,,0,,f,t,0.0,,t,f,f,f,t
1802,세리노,1,1,1,30,9,,422,,10,102,f,15,f,0,f,t,f,t,,2,f,f,선박 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,40,,,,,f,t,0.0,,t,f,f,f,t
1803,포르투,5,1,1,30,9,,492,,11,102,f,15,t,12,f,t,f,t,,2,f,f,재료 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,153,,t,19,,,,508,f,t,0.0,,t,f,f,f,t
1804,베리베스,1,1,1,30,9,,488,44,10,102,f,15,f,0,f,t,f,t,,2,f,f,대장장이,1,t,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,blacksmith,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1805,이노노스,1,1,1,30,9,,462,,10,102,f,15,f,0,f,t,f,t,,2,f,f,대장장이,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,90,,,,,f,t,0.0,,t,f,f,f,t
1806,마테우스,1,1,1,30,9,,387,,10,102,f,15,f,0,f,t,f,t,,2,f,f,신관,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,25,,,,,f,t,0.0,,t,f,f,f,t
1807,누비레레,1,1,1,30,9,,,,1365,102,f,15,f,22,f,t,f,t,,2,f,f,역마차 관리인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1808,바그티수,1,1,1,30,9,,527,136,10,102,t,13,f,19,f,t,f,t,,2,f,f,,1,f,f,1.0,t,1.0,두 왕관,이즈나,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,13,,,0,,f,t,0.0,,t,f,f,f,t
1809,항해 준비중인 선원,1,1,1,30,9,,421,,10,102,f,13,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1810,메르시,1,1,1,27,9,,248,66,11,102,f,15,t,3,f,t,f,t,,2,f,f,잡화 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,148,0,t,11,,,0,,f,t,0.0,,t,f,f,f,t
1811,베치오,5,1,1,30,9,,491,,11,102,f,15,t,7,f,t,f,t,,2,f,f,음식 상인,1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2105,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,149,,t,39,,,,,f,t,0.0,,t,f,f,f,t
1813,체이론,5,1,1,30,9,,432,130,10,102,f,15,f,0,f,t,f,t,,2,f,f,"ID: - "" "" 퀘스트 NPC",1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,142,,,,,f,t,0.0,,t,f,f,f,t
1814,에슬리,1,1,1,27,9,,1259,,19,102,f,15,f,0,f,t,f,t,,2,f,f,"ID: - "" "" 퀘스트 NPC",1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2106,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,85,,,,647,f,t,0.0,,t,f,f,f,t
1815,플레오마,5,1,1,27,9,,1502,,19,102,f,15,f,0,f,t,f,t,,2,f,f,"ID: - "" "" 퀘스트 NPC",1,f,f,1.0,f,1.0,두 왕관,이즈나,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,2107,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,113,,,,578,f,t,0.0,,t,f,f,f,t
1816,방랑자 아므타리온,5,1,1,28,9,,485,130,10,102,f,13,f,0,f,t,f,t,,2,f,f,"ID: - "" "" 퀘스트 NPC",1,f,f,1.0,f,1.0,두 왕관,악마전쟁의 흉터,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1817,신관 레우로페,5,1,1,29,9,,387,,11,102,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,두 왕관,악마전쟁의 흉터,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,16,,,,,f,t,0.0,,t,f,f,f,t
1820,파괴신의 문지기,1,1,1,30,9,,320,216,10,137,f,15,f,0,f,t,f,f,,2,f,f,암흑기사,2,f,f,1.0,f,1.0,두 왕관,"이즈나
지하수로",1.0,1.0,2,0.8,t,1.0,0,f,t,0,50.0,579,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1832,피 묻은 손 암살자,1,6,1,27,9,,15,379,10,115,f,15,f,0,f,t,f,t,,2,f,f,누이안 메인퀘스트,8,f,f,1.0,f,1.0,두 왕관,노예 피난처,0.2,1.0,,0.2,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,t,f,0,f,f,f,,50.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1835,구국성화단 장교 헤켄니우스,1,1,1,28,9,,278,299,10,102,f,15,f,0,f,t,f,t,,2,f,f,구국 경비대 장교,1,f,f,1.0,f,1.0,두 왕관,"흙먼지 구릉
영광의 해안",1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,4,,,,418,f,t,0.0,,t,f,f,f,t
1839,거대 개미,0,1,13,18,9,,,,198,115,f,13,f,0,f,t,f,f,,2,f,f,,2,f,f,1.0,f,1.0,가랑돌 평원,지워진길,1.0,1.0,2,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,2,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1840,진흙 골렘,0,1,14,13,9,,,,218,3,f,13,f,0,f,t,f,f,,2,f,f,사용안함,3,f,f,1.0,f,1.0,가랑돌 평원,칼바람평원,1.0,1.0,,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1841,물 정령,0,1,5,12,9,,,,195,3,f,13,f,0,f,t,f,f,,2,f,f,사용안함,3,f,f,1.0,f,1.0,가랑돌 평원,칼바람평원,1.0,1.0,,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1842,거대 게,0,1,2,17,9,,,,215,115,f,13,f,0,f,t,f,f,,2,f,f,(사냥),2,f,f,1.0,f,1.0,가랑돌 평원,부서진 해안 북부,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1843,오염된 물 정령,0,1,5,17,9,,,,195,115,f,13,f,0,f,t,f,f,,2,f,f,"(자체 독 디버프) 해독을 해줄 경우, 고마운 표시로 세력 변경",2,f,f,1.0,f,1.0,가랑돌 평원,위험한 모래톱,1.0,1.0,1,0.5,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1844,썩어가는 물 정령,0,1,5,18,9,,,,138,115,f,13,f,0,f,t,f,f,,2,f,f,"(자체 독 디버프) 해독을 해줄 경우, 고마운 표시로 세력 변경",2,f,f,1.0,f,1.0,가랑돌 평원,위험한 모래톱,1.0,1.0,2,0.5,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1845,고리 무늬 거미,0,1,2,15,9,,,,163,115,f,13,f,0,f,t,f,f,,2,f,f,(사냥),2,f,f,1.0,f,0.8,가랑돌 평원,황량한 언덕,0.7,1.0,1,0.5,t,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1846,고리 무늬 거대 거미,0,1,13,13,9,,,,163,3,f,13,f,0,f,t,f,f,,2,f,f,사용안함,3,f,f,1.0,f,1.0,가랑돌 평원,릴리엇강 하류,1.0,1.0,,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1847,모래바람 정령,0,1,5,16,9,,,,200,115,f,13,f,0,f,t,f,f,,2,f,f,,2,f,f,1.0,f,1.0,가랑돌 평원,북부 칼바람 평원,1.2,1.0,1,0.5,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1848,먼지 바람 정령,0,1,5,16,9,,,,201,115,f,13,f,0,f,t,f,f,,2,f,f,,2,f,f,1.0,f,0.5,가랑돌 평원,칼바람 평원,1.2,1.0,1,0.5,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1850,산들바람 정령,0,1,5,10,9,,,130,201,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,0.8,릴리엇 구릉지,바람 초원,0.7,1.0,1,0.6,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1851,샛바람 정령,0,1,5,11,9,,,130,201,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.2,릴리엇 구릉지,바람 초원,1.0,1.0,1,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1852,독수리,0,1,2,12,9,,,130,412,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.8,릴리엇 구릉지,전체,1.5,1.0,1,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1853,다후타 교단 광신도,0,1,1,11,9,,120,26,16,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지/바람초원,2,f,f,1.0,f,1.0,릴리엇 구릉지,바람초원,0.8,1.0,1,0.5,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1854,다후타 교단 수도사,0,1,1,10,9,,207,143,16,115,f,13,f,0,f,t,f,f,,15926,f,f,릴리엇 구릉지/바람초원,2,f,f,1.0,f,1.0,릴리엇 구릉지,바람 초원,1.0,1.0,1,0.5,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1855,릴리엇 야생마,0,1,2,11,9,,,130,662,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,전체,1.2,1.2,1,0.5,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1856,다후타 교단 수호병,0,1,1,10,9,,269,64,16,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지/바람초원,2,f,f,1.0,f,1.0,릴리엇 구릉지,바람초원,0.8,1.0,1,0.5,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1857,다후타 교단 정찰병,4,1,1,10,9,,269,34,17,115,f,22,f,0,f,t,f,f,,10431,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,바람초원,0.8,1.0,1,0.5,t,1.0,0,f,t,0,50.0,593,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1858,베어 산채의 밀렵꾼,0,1,1,12,9,,70,133,10,115,f,22,f,0,f,t,f,f,,10431,f,f,릴리엇 구릉지/릴리엇갈림길,2,f,f,1.0,f,1.0,릴리엇 구릉지,릴리엇 갈림길/무너진폐허,1.0,0.7,1,1.0,t,1.0,0,f,t,0,50.0,594,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1859,정체불명의 마법사,4,1,1,13,9,,1129,30,17,115,f,13,f,0,f,t,f,f,,15926,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,릴리엇갈림길,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1860,릴리엇 사마귀,0,1,2,13,9,,,130,573,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지/이곳저곳,2,f,f,1.0,f,1.0,릴리엇 구릉지,바람초원/릴리엇갈림길/갈라진대지,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1861,코볼트 감시꾼,0,1,1,11,9,,,130,460,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,릴리엇 갈림길,1.0,1.0,1,0.6,t,1.0,0,f,f,0,50.0,595,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1862,코볼트 노역꾼,0,1,1,11,9,,,45,461,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,릴리엇 갈림길,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1863,죽음을 알리는 여인,0,1,3,15,9,,,130,427,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.2,릴리엇 구릉지,무너진 폐허,1.0,1.0,1,0.7,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1865,흐느끼는 밴시,0,1,3,14,9,,,130,427,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,갈라진대지,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1866,베어 산채의 감시자,0,1,1,12,9,,65,34,10,115,f,21,f,0,f,t,f,f,,10431,f,f,릴리엇 구릉지/무너진폐허의 산채,2,f,f,1.0,f,1.0,릴리엇 구릉지,무너진폐허의 산채,0.7,1.0,1,0.7,t,1.0,0,f,t,0,50.0,596,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,63,,,,,f,t,0.0,,t,f,f,f,t
1867,베어 산채의 칼잡이,0,1,1,13,9,,70,142,10,115,f,15,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지/무너진폐허의 산채,2,f,f,1.0,f,1.1,릴리엇 구릉지,무너진 폐허,0.7,1.0,1,0.7,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1868,베어 산채의 불량배,0,1,1,12,9,,71,25,10,115,f,15,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지/무너진폐허의 산채,2,f,f,1.0,f,1.0,릴리엇 구릉지,무너진 폐허,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1869,떠도는 영혼의 불,0,1,5,12,9,,,130,457,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,2.0,릴리엇 구릉지,무너진 폐허,1.0,1.0,1,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1870,베어,1,7,1,13,9,,76,387,10,115,f,15,f,0,f,t,f,f,,2,f,f,산적두목,8,f,f,1.0,f,1.15,릴리엇 구릉지,무너진 폐허/베어산채,0.6,1.0,1,0.3,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1871,잊혀진 전사,0,1,3,13,9,,,130,466,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,무너진 폐허,0.7,1.0,1,0.6,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1872,잊혀진 투사,0,1,3,13,9,,511,126,410,115,f,15,f,0,f,t,f,f,,2,f,f,민병,2,f,f,1.0,f,1.2,릴리엇 구릉지,무너진 폐허,0.7,1.0,1,0.6,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1873,무쇠엄니 부족 오우거,0,1,1,15,9,,,77,206,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,갈라진대지,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1874,무쇠엄니 부족장 갈락,0,7,1,15,9,,,32,206,101,f,15,f,0,f,t,f,t,,2,f,f,릴리엇 구릉지,1,f,f,1.0,f,1.1,릴리엇 구릉지,갈라진대지,0.7,1.0,1,0.6,f,1.0,0,f,t,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1875,무쇠엄니 부족 전사,0,1,1,15,9,,,77,209,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.2,릴리엇 구릉지,갈라진대지,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1876,무쇠엄니 부족 주술사,0,1,1,14,9,,,8,210,115,f,15,f,0,f,t,f,f,,15926,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,갈라진 대지,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1877,나뭇잎 요정,0,1,5,15,9,,,130,402,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,갈라진 대지,1.0,1.0,1,1.0,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1878,무쇠엄니 부족 순찰자,0,1,1,15,9,,,24,208,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.1,릴리엇 구릉지,갈라진 대지,1.0,1.0,1,0.7,t,1.0,0,f,f,0,50.0,597,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1879,장군 드라코카니스의 원혼,0,7,3,13,9,,,90,502,115,f,13,f,0,f,t,f,f,,2,f,f,릴리엇 구릉지,8,f,f,1.0,f,1.0,릴리엇 구릉지,무너진 폐허,1.0,1.0,1,1.0,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
1880,다후타 교단 신관,0,1,1,14,9,,207,143,17,115,f,13,f,0,f,t,f,f,,15926,f,f,릴리엇 구릉지,2,f,f,1.0,f,1.0,릴리엇 구릉지,트록스크 산 / 서 론반 광산,0.6,1.0,1,0.6,t,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
1881,미쳐버린 광부,0,1,1,13,9,,1202,33,10,115,f,15,f,0,f,t,f,f,,2,f,f,,2,f,f,1.0,f,1.0,릴리엇 구릉지,동 론반광산,0.1,1.0,1,0.1,f,1.0,0,f,t,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
