id,sphere_bubble_id,is_start,speech,npc_id,npc_spawner_id,next_bubble,sound_id,angle,chat_bubble_kind_id,facial,camera_id,change_speaker_name
311,138,f,/야유 콜린을 죽이자!,,11788,312,,25,1,,,
312,138,f,/야유 죽이자! 죽이자!,,11790,313,,25,1,,,
313,138,f,/그 망할 녀석을 빨리 몰아냅시다!,,11787,0,,25,1,,,
314,139,t,"/질문 아차! 깜빡 잊고 말을 안 했는데, 동굴 앞의 거미줄을 제거하려면 불을 이용하게나.",,6353,0,,0,1,,,
315,140,t,/화남 저놈의 무쇠엄니 부족 때문에 더 이상 진전이 없군. 제기랄.,,11766,316,,0,1,,,
316,140,f,/말 벨사리오가 지원 병력을 보내온다고 했으니 조금만 더 기다려봐요.,,11768,0,,0,1,,,
317,141,t,/질문 기다리고 있었습니다.,,11770,0,,0,1,,,
319,142,t,/질문 저 녀석들 세력이 생각보다 강력하더군.,,11750,320,,20,1,,,
320,142,f,/말 그러게 말이에요. 일단은 본대에서 지원이 올 때까지 기다려보지요.,,11751,0,,200,1,,,
322,143,t,/대화 기억의 터에 그 장부는 확실히 전해진 거겠지?,,8816,323,,160,1,,,
323,143,f,"/끄덕 네, 바르웬 님. 네서틴 님께서도 흡족해하셨습니다.",,8821,324,,340,1,,,
324,143,f,/말 수고했네. 이제 좀 쉬게나. 그나저나 초승달 왕좌 쪽은 어떤 반응일지 궁금하군. 이 일이 론반 공작에게까지 영향을 끼쳐야 할텐데...,,8816,0,,70,1,,,
329,160,t,바람의 기운을 빌리면 탄생의 절벽을 쉽게 오를 수 있네. 숙련된 페레들은 탄생의 절벽 꼭대기까지 힘들이지 않고 올라가기도 한다네.,6061,,330,,231,1,,,
330,160,f,어떤가? 바람의 기운에 몸을 맡겨 보겠는가? 마음의 준비가 되면 날아가고 싶은 방향을 바라보면서 마법진 위에 올라서게나.,6061,0,0,,231,1,,,
331,161,t,오~! 이게 바람의 주술사가 말한 바람의 기운이라는 것인가?,,0,0,,0,1,,,
332,162,t,바람이 내가 가야 하는 방향으로 기울어져 있구나!,,0,0,,0,1,,,
334,163,t,혹시 노르예트 저택이 어디 있는지 알고 있습니까?,,0,335,,0,1,,,
335,163,f,낮술을 마셔서 어지러운데... 가만 보자... /저기 길로 조금만 가면 부유선 정류장이 있어요. 부유선을 타고 동쪽으로 가요. 마리아노플 대학 근처에 매우 큰 저택이에요. 우웁...,5123,0,0,,352,1,,,
337,164,t,"/심심 이거 큰일이군. 안 그래도 사람이 모자라는데, 아렌트까지 잡혀버렸으니...",7096,0,338,,340,1,,,
338,164,f,/질문 안델프에 연락을 취해봐야 되지 않을까?,7095,0,339,,250,1,,,
339,164,f,/아니 이미 셸링님이 오래전에 연락했지요. 근데 아무런 소식이 없다고 합디다. 빌어먹을 먹물 놈들이 서류 없이는 아무것도 못해서 그래요.,7097,0,0,,150,1,,,
340,174,t,강에서 들려오는 슬픈 울음소리 때문에 배를 타려는 손님이 아무도 없어 큰일이야. /한숨,,14728,341,,0,1,,,
341,174,f,/공포 차가운 안개 같은 저 목소리는 나까지도 섬칫하게 하네.  ,,14728,0,,0,1,,,
342,176,t,내 약혼자가 저 아래에서 울고 있어요. 달래줄 수가 없군요... /슬픔,,14881,0,,0,1,,,
343,177,t,아가씨. 이제 그만 돌아가세요. 당신 친구를 구하기에는 이미 너무 늦었다니까요!,,13582,344,,0,1,,,
344,177,f,아니에요. 타피는 아직 분명히 살아있을 거라고요! ,,14718,345,,0,1,,,
345,177,f,걔가 좀 바보긴 하지만 전 절대 포기 못 하겠어요!,,14718,0,,0,1,,,
346,178,t,버섯 모종 필요하지 않으세요? 좋은 게 있어요.,,1867,0,,0,1,,,
347,182,t,수정... 푸른 수정이 좀 더 필요해. ,,1968,348,,0,1,,,
348,182,f,왜 생각대로 결과가 안 나올까. 나도 빨리 에밀리오처럼 강해졌으면...,,1968,0,,0,1,,,
349,183,t,저 멧돼지들 때문에 밭이 다 망가져 내가 굶어 죽게 생겼네.,,1967,350,,0,1,,,
350,183,f,야채 대신 멧돼지 바비큐를 먹는 게 어떤가? ,,1917,351,,0,1,,,
351,183,f,지주 녀석은 그 전에 나를  구워먹으려고 들 거야. /도리도리,,1967,352,,0,1,,,
352,183,f,"그래, 오캄 남작이라면 그러고도 남을 거야. 큰일이군.",,1917,0,,0,1,,,
353,185,t,"콜먼, 당신도 저 벌집에 볼일이 있소?",,1936,354,,0,1,,,
354,185,f,그렇소. 하지만 무서워서 감히 가까이 가지도 못하겠구려.,,1839,0,,0,1,,,
355,189,t,/쓸쓸 반지가 보이질 않아서 큰일이야. 그렇게 힘들게 사준 반지를 잃어버린다면 프랭크가 얼마나 화를 낼까? ,,2033,0,,0,1,,,
356,191,t,잉크가 필요하신가요! 흰 별 등급의 한정품 잉크가 있습니다. 어서 오십시오! ,,1900,0,,0,1,,,
357,188,t,/기쁨 여신이시여! 감사합니다. 제가 잊혔던 성물을 마침내 찾아냈습니다.,,14682,358,,0,1,,,
358,188,f,/한숨 그런데 큰일이야! 이 성물을 쓰기에는 내가 기력이 모자라는군.,,14682,0,,0,1,,,
359,192,t,저를 도와주실 분을 모집합니다! 후한 일당이에요!,,13259,0,,0,1,,,
360,187,t,"누이 여신이시여! 우리에게 힘을 주십시오! 기도를 들으시고 우리가 저 사악한 괴물을 물리칠 수 있게 해주십시오! 
",,1931,361,,0,1,,,
361,187,f,과연 우리가 여기를 끝까지 수호할 수 있을까...,,1841,0,,0,1,,,
362,186,t,대체 이렇게 버티고 있는 동안 얼마나 시간과 돈이 낭비되는지 아나?!,,2016,363,,0,1,,,
363,186,f,평균적으로 약 1골드라고 할 수 있죠.,,1812,364,,0,1,,,
364,186,f,그래도 우린 복수를 해야겠지! ,,2016,365,,0,1,,,
365,186,f,그럼요. 우리는 드워프입니다! ,,1812,0,,0,1,,,
366,214,t,이 임무는 위험한데다가 외롭기까지 해. /한숨 아버지는 어떻게 이런 일을 그렇게 오랫동안 해오실 수 있었을까? 누가 좀 와서 말이라도 나눴으면... ,,14684,0,,0,1,,,
368,198,t,"할머니는 할아버지를 만나러 간 거란다, 얘야.",,13790,369,,0,1,,,
369,198,f,"아빠, 그럼 우리는 언제 할머니를 만나러 가는 건가요? 난 할머니가 정말로 보고 싶어요. ",,13791,370,,0,1,,,
370,198,f,"자, 이만 할머니께 인사해야지.",,13790,371,,0,1,,,
371,198,f,"할머니, 전 할머니를 사랑해요. ",,13791,0,,0,1,,,
372,197,t,/질문 이번에도 남작님이 세금을 엄청나게 걷었다며?,,13788,373,,0,1,,,
373,197,f,남작은 무슨 남작. /도리도리 하얀 숲의 아름다운 꽃을 독점하고 돈이나 번 녀석인데. 그 녀석이 귀족이라면 나도 귀족일걸. /한숨  ,,13787,374,,0,1,,,
374,197,f,"/쉿 쉿, 조심해. 들키기라도 하면 마을에서 쫓겨난다고. ",,13788,375,,0,1,,,
375,197,f,욕심 많고 어리석은 자 같으니라고. 그러니 부인도 마음 고생하다 일찍 죽었지.  ,,1387,0,,0,1,,,
376,207,f,난 늘 마리아노플의 도시 계획이 마음에 들었어. /쓸쓸  방사형 별 구조라서 외우기가 쉬웠거든.,,715,377,,0,1,,,
377,207,f,"난 모든 뒷골목과 길을 다 알고 있네, 헤미쉬. /끄덕 ",,715,378,,0,1,,,
378,207,f,"버리 자네, 오늘 요리 당번인데 밥은 잊지 않고 해뒀겠지. /질문 ",,13253,379,,0,1,,,
379,207,f,"/도리도리 미안, 잊어버렸네. ",,715,380,,0,1,,,
380,207,f,이럴 거면 차라리 그냥 우리 집에 오지 그랬나. /한숨 ,,13253,0,,0,1,,,
384,196,t,"여러분, 많이 힘들겠지만, 이 숲의 평화를 위해서 진지를 반드시 방어해내야만 한다. /경례 ",,1919,385,,0,1,,,
385,196,f,퍼시가 뭔가 효율적인 무기를 만들어 보겠다고 했으니 그걸 한 번 믿고 기다려보지.,,1919,386,,0,1,,,
386,196,f,"자이라 지휘관님, 솔직히 퍼시 씨가 만드시는 걸 믿는 건 무립니다. 저분은 도움이 되기보단 방해가 된다고요. /도리도리 
",,15530,387,,0,1,,,
387,196,f,날 무시하다니! /화남 자꾸 그러면 너희도 실험대상으로 써주겠어! /쉿,,1870,0,,0,1,,,
388,208,t,내 귀여운 아들이 왜 소식조차 없는 걸까? 무슨 일이 생긴 게 아닐까 두렵구나. 오오 루카...,,583,0,,0,1,,,
391,216,t,모두 경계하도록! ,,2022,0,,0,1,,,
392,203,t,"/슬픔 언제까지나 하늘이 흐릴 수만은 없겠지만, 지금 내 마음은 찢어지는 듯이 아파. 베스.",,653,0,,0,1,,,
393,203,f,내가 네 곁에 있었으면 이런 일은 일어나지 않았을 텐데. /슬픔,,653,394,,0,1,,,
394,203,f,이 일을 꼭 난 바로잡고 말겠어. /발구르기,,653,0,,0,1,,,
397,211,t,"하얀 숲에 물자를 보내는 건 다 글렀네, 글렀어! ",,693,0,,317,1,,,
398,210,f,사냥터에서 사슴을 훔쳐간 게 사람이기라도 하면 좋으련만. 야생동물들이 날뛰어대니 정원은 망가지는데 어찌할 수도 없네. /답답,,675,0,,0,1,,,
403,202,t,너희가 바라는 모든 것을 이루어주마. 바람을 타고 전해지는 명령을 듣거라.,,594,404,,0,1,,,
404,202,f,금과 구슬의 반짝거림에 눈먼 것들아. 너희 근처에 있는 인간들을 습격하라. ,,630,0,,0,1,,,
405,205,f,"극단원을 늘리는 것만이 능사는 아니에요. 우리 극단원이 되려면 실력도, 외모도 갖추고 있지 않으면 안 돼요!",,699,406,,0,1,,,
406,205,f,"베아트리체, 네가 마음에 안 들어 하는 희망자들을 벌써 몇 명이나 자른 줄 알아? ",,612,0,,0,1,,,
407,180,t,우끼끽! 우끼끼끽! /공포,,2005,408,,0,1,,,
408,180,f,저... 기 인간이다! 키릭끽끽! 인간 우리 해치지 마... 우리 안 사... 나워 ,,1800,0,,0,1,,,
409,204,t,하하하. /웃음 내가 뿌린 씨앗이 앞으로 저 도시에서 어떻게 자랄지 기대되는군.,,710,410,,0,1,,,
410,204,f,아마 우리의 음모라는 걸 눈치채지 못하고 자기들끼리 으르렁대겠지요. ,,705,411,,0,1,,,
411,204,f,노르예트 가문뿐만 아니라 마리아노플의 거만한 세 귀족 가문 모두가 휘청인다면 더 바랄 게 없을 텐데. /기쁨  ,,710,412,,0,1,,,
412,204,f,앗! /놀람  저기 수상한 녀석이 있습니다. 웬 녀석이냐! /도발 ,,589,0,,0,1,,,
413,195,t,아직도 자이라에게서는 소식이 없군요. 부디 그녀가 무사하기를. 누이 여신께서 우리를 도와주실 거라고 믿고 기다립시다. ,,1825,414,,0,1,,,
414,195,f,자이라 누님을 당장 구하러 가고 싶습니다. 제게 검술을 가르쳐 주신 분을 내버려 둘 순 없어요. ,,2018,415,,0,1,,,
415,195,f,안돼요. 지금은 단 한 명의 힘이라도 헛되이 낭비할 수 없죠. 만약 그쪽 진지에 무슨 일이 있었다면 당신도 위험에 처하게 됩니다. ,,1825,0,,0,1,,,
416,218,t,배를 띄웠습니다. 오늘 이 하얀 숲에 온 이들을 떠나 보낼 준비를 모두 마쳤어요.,,2039,417,,0,1,,,
417,218,f,"말라키 님, 정말로 저들이 가는 세계에는 평온함이 있을까요? 숲엔 점점 괴물들이 많아지고 있습니다.",,2039,418,,0,1,,,
418,218,f,어허! 무엄한 말을 꺼내지 말게. 이곳은 누이 여신이 관장하시는 곳일세. ,,1907,0,,0,1,,,
419,199,t,"/한숨 아, 힘들었다. 내가 다후타 여신께 널 제물로 바치라는 계시를 받고, 네 밑으로 들어갔을 때부터 지금까지 몇백 년이 흘렀군.",9855,,1121,,126,1,npc_angry,,
420,213,f,이젠 심어놓은 당근 개수보다도 뒤뚱거리며 돌아다니는 두들링들이 내 밭에 더 많은 것 같군! 대체 이 일을 어쩐다! /한숨  ,,754,0,,0,1,,,
421,200,f,저주받을 하피들이 온통 이 근방을 쑤셔놓고 있군. 끔찍한 고목이 저 녀석들을 끌어당긴다더니. 알을 낳기 시작했으면 어쩌지. 숫자가 늘기 시작하면 끝인데! ,,15325,0,,0,1,,,
422,200,f,저주받을 하피들이 온통 이 근방을 쑤셔놓고 있군. 끔찍한 고목이 저 녀석들을 끌어당긴다더니. 알을 낳기 시작했으면 어쩌지. 숫자가 늘기 시작하면 끝인데! ,,15326,0,,0,1,,,
423,219,t,/대화 혹시 머를린이나 벨포란 자의 행방에 대해 들어본 적 있소?,7113,0,424,,255,1,,,
424,219,f,"글쎄요... 딸꾹. 처음 듣는 이름인데... 어디 보자. 벨포! 벨포는 알지, 내가 전에 벨포라는 놈을 한주먹에 때려눕혔는데... 그 이야기가 궁금하슈?",7112,0,437,,70,1,,,
425,221,t,/대화 저 사람이 일벌백계의 폐허로 간단 말이지? 거기에는 에렉이 말한 원혼보다 무서운 것이 있으니 조심해야 할 텐데... 그 이름이 뭐더라?,7116,0,426,,230,1,,,
426,221,f,"길니어스 말이군요, 형님? 아, 길니어스라는 자를 죽이면 보물이 떨어진다고 하던데... /기쁨 우리도 같이 가볼까요, 형님! 우리 쌍둥이의 힘으로 말이죠.",7117,0,439,,60,1,,,
427,220,t,"/대화 어휴, 내가 못 살아. 오늘도 술이야? 맨날 술만 마실 테야? 당신 친구 머를린은 보물을 찾겠다고 떠났는데... 당신도 술 좀 그만 마시고 머를린을 따라나서지 그래?",7115,0,428,,335,1,,,
428,220,f,"/대화 머를린 그 친구가, 보물을 찾으러 떠난 지가 언젠데... 아직 돌아오지 못한 걸 보면 어디서 죽은 것이 분명해. 나는 친구의 죽음이 슬퍼서 오늘도 술을 마신다네. /슬픔 엉엉엉.",7114,0,0,,163,1,,,
429,223,t,/질문 주술사 아위야스가 부락을 떠난 이유가 뭔지 아는가?,6594,0,430,,10,1,,,
430,223,f,/긁기 중요한 일 때문에 흰구름결 부락으로 갔다고 하더군.,6595,0,441,,205,1,,,
431,224,t,/화남 바람돌은 왜 우리한테 반응하지 않는 거야?,6592,0,432,,0,1,,,
432,224,f,"/닦기 혹시 가즈링이 우릴 속인 것이 아닐까? @PC_CLASS(0) 씨, 당신도 바람 정령을 불러내려고 왔어요? 우린 바람돌을 아무리 만져도 안 나오더라고요.",6593,0,440,,0,1,,,
433,225,t,"/저기 요하르가 알려준 대로 오크 주술사를 쓰러트리러 가세. 자, 자네가 앞장서게!",6596,0,434,,110,1,,,
434,225,f,/도리도리 무슨 소리인가? 눈사자 젖을 마시는 것도 위아래가 있다고 했거늘. 자네가 앞장서게나!,6597,0,443,,165,1,,,
437,219,f,"아음 졸음이 막 쏟아지네... 내가 어디까지 이야기했지? 그러니깐, 로나가 앨런하고 잘 될 수 있었는데 말이지. 마일즈 그 나쁜 녀석이 로나에게...",7112,0,438,,0,1,,,
438,219,f,"내가 벨포를 때려눕힌 것처럼... 으, 취한다. 불쌍한 로나...",7112,0,0,,0,1,,,
439,221,f,"/아니 아우야, 우린 안돼. 부모님도 무심하시지. 쌍둥이 자매는 새끼손가락을 마주 걸면 공간 이동도 한다던데, 우리 쌍둥이 형제에게는 그런 능력도 주지 않으셨으니...",7116,0,0,,230,1,,,
440,224,f,"/발구르기 슈앙 오라버니! 바람 정령의 보물은 못 찾겠으니, 우린 요하르나 찾으러 가요. 요하르라는 자는 더 큰 정령을 부르는 방법을 안다고 하더라고요.",6592,0,0,,0,1,,,
441,223,f,/웃음 이 친구 순진하구먼. 그 고귀하신 주술사님께서 보물을 찾아서 떠났다는 소문이 들리더구먼. 요하르인가 하는 자의 전갈을 받았다던가...,6594,0,442,,10,1,,,
442,223,f,"/한숨 허허, 우리가 언제부터 물질에 눈이 어두웠나? 우린 그저 이렇게 양똥으로 태우는 모닥불이나 쬐면서 하루하루 살아있음을 기뻐하는 종족이었거늘... /닦기 이거 참, 씁쓸하구먼.",6595,0,0,,205,1,,,
443,225,f,"/질문 이 친구, 주술사 스롤이 무섭단 말인가? 그 녀석은 안개 동굴의 안개 괴물에 비하면 아무것도 아닐 걸세. /아니",6596,0,444,,350,1,,,
444,225,f,/긁기 난 사실 저기 보이는 바이암이라는 녀석들이 무섭다네.,6597,0,445,,165,1,,,
445,225,f,"/웃음 자네, 농담도 잘하는구먼. 허허허.",6596,0,0,,350,1,,,
446,226,t,/대화 어서 오세요~ 이곳에선 그위오니드 숲과 솔즈리드 반도를 오고 가는 비행선을 탈 수 있습니다.,3550,0,0,,0,1,,,
447,228,t,/대화 어서 오세요~ 이곳에선 그위오니드 숲과 솔즈리드 반도를 오고 가는 비행선을 탈 수 있습니다.,1904,0,0,,0,1,,,
448,166,t,여기가 그 가짜 현인의 방인가 보군.,,0,0,,0,1,,,
449,227,t,/대화 어서 오세요~ 이곳에선 마하데비와 매사냥 고원을 오고 가는 비행선을 탈 수 있습니다.,6027,0,0,,0,1,,,
450,229,t,"/한숨 셀레스트 님은 언제 결과를 보내주시는 걸까... 요즘 왜 이리 라벤더 도둑들은 많아진 걸까... 아, 당신보고 한 말은 아니에요.",,0,0,,0,1,,,
451,230,t,/긁기 라벤더 밟지 않게 조심해요. 아로마가 그런데 아주 날카롭다고요.,7028,0,0,,0,1,,,
452,231,t,/허리안마 뻐근하네. 하지만 라벤더가 하나라도 없어지면 아로마가 난리를 칠 테니 쉬지도 못하겠군.,,0,0,,0,1,,,
453,232,t,"흠, 이 라벤더에 무슨 마법 능력이라도 있나? 하나 집어가 보면... /도리도리 아니지, 저번에 라벤더 도둑에게 아로마가 결투 신청까지 했는데, 정말 무서웠어. 그만두자.",7030,0,0,,0,1,,,
454,233,t,"어이쿠, 아로마의 라벤더는 넘보면 안 됩니다.",,0,0,,0,1,,,
455,234,t,"가방에 자칼의 기운을 가지고 계시군요.
그 기운을 사용하여 이걸 힘껏 눌러보세요.",6568,11065,0,,0,1,,,
458,236,t,이 위로 올라가면 휘파람 부는 자 에노이르가 있는 제식 광장입니다. 에오카데스가 훈련하는 곳이니 조용히 해주십시오.,578,0,0,,0,1,,,
461,239,t,"/박수 와, 모닥불이 활활 타오르니 기분도 후끈 달아오르는구먼.",4298,0,462,,175,1,,,
462,239,f,"/앉기 수련을 잠시 멈추고, 잠시 몸을 풀자.",5769,0,0,,108,1,,,
463,167,t,"/질문 이봐, 도대체 로트망님이 그 폭탄으로 뭘 어쩐다는 거야?",2200,0,464,,280,1,,,
464,167,f,/대화 그 배수구 뚜껑 말이야. 그게 고장 났는지 도통 열리지를 않더라고.,2199,0,465,,100,1,,,
465,167,f,/말 아니 어쩌다 그리됐대?,2200,0,466,,280,1,,,
466,167,f,/질문 몰라 아무튼 그거 때문에 아주 한번 난리가 났어. 그 인간 성질머리 알잖아? ,2199,0,467,,100,1,,,
467,167,f,/말 그 배수구 뚜껑 덮어씌운 일꾼들을 그 인간이 아주 단칼에 날려버렸어. 그러고 나더니 폭탄으로 그 뚜껑을 폭파시켜버리겠대.,2199,0,469,,100,1,,,
468,240,t,"/저기 낮의 눈과 밤의 눈에 맹세의 단검을 던지면, 그 맹세는 끊어지지 않는다고 하지.",4266,0,470,,40,1,,,
469,167,f,"/한숨 것 참... 아무튼, 현장 감독을 드러운 놈으로 앉혀 놔서 다들 고생이구먼.",2200,0,0,,0,1,,,
470,240,f,"/질문 페레라면 다 아는 이야길 왜 나한테 하는 거야, 스베르?",4212,0,471,,40,1,,,
471,240,f,"/긁기 그, 그게... 하리하란 남녀가 하는 것처럼 미래를 약속하는 맹세도 이와 같지 않을까 해서...",4266,0,472,,40,1,,,
472,240,f,"서, 설마? 나와의 미래를 약속하는 거야? /부끄",4212,0,473,,40,1,,,
473,240,f,"/무릎끓기 나와 미래를 함께하자! 사랑해, 가하이! ",4266,0,474,,135,1,,,
474,240,f,"/부끄 아잉, 몰라. 몰라.",4212,0,0,,0,1,,,
478,34,f,/변명 그럴까? 생각해보니 그동안 우리가 제니를 너무 괴롭힌 거 같다. 이제부터는 괴롭히지 말고 잘 놀아주자.,3647,0,0,,75,1,,,
479,242,t,여신의 성소를 저 괴물이 차지하고 더러운 기운을 온통 뿜고 있다니! 이건 성소에 대한 모욕이야. 어서 저 녀석을 물리쳐야 해,,1848,480,,0,1,,,
480,242,f,안돼! /도리도리 내 심정도 자네와 같지만 지금 함부로 다가가면 목숨을 잃게 되네.,,2020,481,,0,1,,,
481,242,f,몰래 숨어 들어가서 여신의 눈물이라도 가지고 나온다면 괴물들을 물리칠 수 있을 텐데! ,,1848,482,,0,1,,,
482,242,f,"누이 여신이시여, 도우소서. 당신의 은빛 날개로 우리를 감싸소서.",,2032,0,,0,1,,,
483,243,t,당신이 바로 이 숲에 혼란을 불러일으킨 강령술사 에밀리오인가! 받아라!,,,484,,0,1,,,
484,243,f,"하하하, 파괴신께 직접 선택받은 내게 덤비다니 가소롭구나!!",,1947,485,,0,1,,,
485,243,f,너를 어서 쓰러뜨리고 의식을 완성해야겠다. 키사라가 말한 대로 무수한 제물을 바쳤으니 곧 저승과 하얀 숲을 연결하는 통로가 열릴 것이다!  ,,1947,0,,0,1,,,
486,244,t,"에밀리오 님,  잘해준다고 약속했다. 약속했다. ",,14870,487,,0,1,,,
487,244,f,우리... 말 배운다. 에밀리오... 님에게 충성한다.,,14871,488,,0,1,,,
488,244,f,에밀리오 님께... 가진 것 다 바친다. 인간... 공격한다. ,,14872,489,,0,1,,,
489,244,f,이 녀석들 아무래도 이상해. 말을 하는 것도 그렇고. 에밀리오라는 그 강령술사가 이 녀석들을 세뇌라도 한 건가? ,,0,0,,0,1,,,
490,245,t,파괴신 키리오스께서 이 하얀 숲에 다시 강림하시면 우리도 이 지긋지긋한 용병생활은 때려치울 수 있어!,,1978,491,,0,1,,,
491,245,f,"이 마을의 오캄 남작은 자기가 에밀리오 님을 이용하고 있다고 생각하지만, 천만에. 에밀리오 님은 마을 사람들까지 모두 자기편으로 포섭했지. /기쁨",,1874,492,,0,1,,,
492,245,f,다들 자기가 이용당하고 있다고는 못 꾸고 있는 거야. 어리석은 녀석들이지 하하하하! /웃음,,1978,493,,0,1,,,
493,245,f,에밀리오 님의 계획이 성공하면 이 숲은 완벽히 죽은 자들의 땅이 되는 거야. 모두 괴물이 되는 거지! ,,1874,0,,0,1,,,
494,246,t,노동시간이 되면 감옥 문이 열릴 테니 밖으로 나가서 노동하도록 하시오.,495,5330,0,,0,1,,,
507,259,t,"주중엔 카페테리아, 주말엔 과수원...
",4692,18299,508,,10,1,,,
508,259,f," 휴가 때는 태초의 요람이나 마리아노플까지 여행하고... 뭐 그러면서 사는 거죠.
",4692,18299,509,,10,1,,,
509,259,f,"나도 똑같지 뭐. 정말 시계 바퀴 돌아가는 거 같은 팔자야.
",4691,18301,510,,180,1,,,
510,259,f,"그렇지만 이 과수원을 보고 있자면, 여기서 평생 사는 것도 그리 나쁘지 않을 것 같아요. 과일도 마음대로 먹을 수 있고 말이죠.",4692,18299,0,,10,1,,,
511,260,t,뭣보다도 가족들이 살 집이 있다는 게 다행이지. 할부가 한 30년쯤 남았지만...,4693,18308,512,,350,1,,,
512,260,f,그럼요. 추운 바깥에서 벌벌 떨며 사는 것보다 따뜻한 지하 안델프가 얼마나 안락한지 몰라요.,4692,18309,0,,170,1,,,
513,261,t,댁은 그럼 안델프 출신이 아니에요?,4695,18316,514,,100,1,,,
514,261,f,전 태초의 요람에 살다가 돈 벌러 왔는데 정신 차려보니 이미 애가 셋이더라고요. 허허허,4691,18317,515,,340,1,,,
515,261,f,별 수 있나? 가족 있는 곳이 고향이지.,4693,18318,0,,190,1,,,
516,262,t,어험! 정기 원로 회의를 시작하겠소.,4685,18320,517,,180,1,,,
517,262,f,"제일 첫 번째 사안은 아키움 생산량이 점점 줄고 있다는 보고요. 어떻게 생각하시오, 작은 씨의 현인들께선?",4685,18320,518,,160,1,,,
518,262,f,"여러분, 저희는 이미 오래전부터 에너지 고갈을 경고해 오지 않았습니까?",4687,16469,519,,300,1,,,
519,262,f,"안델프 외의 광산을 개발해야 한다는 우리 광산 연합의 의견을 무시한 당연한 결과요, 흥!
",4687,16469,520,,340,1,,,
520,262,f,옳은 말씀이십니다. 작은 길의 현인들도 국외 개발이 필요하다는 데 강력히 동의합니다.,4690,16465,0,,50,1,,,
521,263,t,"잠깐만요, 그보다는 지난번에 아스트라의 습격으로 무너진 건물들의 복구가 더 먼저 아닌가요?",4688,16463,522,,60,1,,,
522,263,f,"쯧쯧, 나이 많은 다른 현인들의 이야기가 끝나는 것도 기다리지 못하다니, 여자답지 못하게!",4689,16464,523,,50,1,,,
523,263,f,돌의 현인. 아스트라라는 이름을 함부로 꺼내다니 경솔하시구려.,4686,16461,0,,100,1,,,
524,265,t,요즘은 어디에 틀어박혀 있길래 잘 안 보이는 겐가? 자주 좀 들르라고!,4715,16353,0,,0,1,,,
525,266,t,"마을 입구에 좀 이상해 보이는 남자가 있던데, 누군지 혹시 아나?",4716,16354,0,,0,1,,,
526,267,t,여기서 나온 철들은 모두 안델프로 보내진다네. 대용광로를 거쳐 쇠의 길을 통해 태초의 요람까지 가게 되지.,4717,16355,0,,0,1,,,
527,268,t,요즘은 산양이나 골칫덩이 설인들 말고도 이상한 작자들이 많이 오가는군. 자네도 몸조심하게!,4718,18242,0,,0,1,,,
528,264,t,"그에 못지않게 문제가 되고 있는 게, 저 건방진 가짜 현인 아니겠소?",4686,16471,529,,300,1,,,
529,264,f,허락만 내려준다면 내 당장 피의 처단을 그자에게 하리다!,4686,16471,530,,310,1,,,
530,264,f,"하지만 그자의 본거지가 누이안들의 땅에 있어서 먼저 협상이 필요하다니까요!
",4685,18320,531,,120,1,,,
531,264,f,"흠흠, 아무튼 내 반드시 그 가짜 현인을 엄중히 처벌해서 안델프의 위엄을 널리 알릴 계획을 세울 테니 너무들 걱정하지 마시오. 하하하!",4686,16471,0,,300,1,,,
532,269,t,"내가 아침을 먹었던가? 머리가 어지럽다 보니, 배꼽시계밖에 믿을 게 없군.
",4719,16401,0,,0,1,,,
533,270,t,고향이 어땠는지 기억이 잘 안 나는군. 하긴 안델프만한데도 없지.,4720,16402,0,,0,1,,,
534,271,t,옛날에는 마리아노플의 성벽 아래에서 인간과 어깨를 나란히 해서 악마의 하수인들과 싸운 적도 있지요.,4721,18353,0,,0,1,,,
535,272,t,"아키움 정제기 견학은 언제나 가능하지만, 안내인의 통제에 따라주십시오.",4723,16399,536,,0,1,,,
536,272,f,"우리도 이러고 싶진 않지만, 종종 정제기술을 훔치려는 놈들이 있어서 말이죠.",4722,16400,0,,0,1,,,
537,273,t,"모든 드워프들의 영광, 지혜의 안델프에 오신 것을 환영합니다!",4724,16387,0,,0,1,,,
538,274,t,두들링과 공조하던 좋은 시절도 있었지요. 안델프 건설 초기에는 이들보다 땅을 더 잘 팔 수 있는 인력이 없었거든요.,4724,18551,0,,0,1,,,
539,275,t,가끔 상경한 촌놈들이 분위기 흐리는 게 안 좋아. 특히 순록드워프란 것들은 사교성도 없어서 맨날 방구석에만 처박혀 있더군.,4694,18553,0,,0,1,,,
540,276,t,"당신은 안델프의 풍요를 가져다주시는 분, 흰 머리깃을 가진 새이신 곤 앞에 서 있습니다.",4696,16409,0,,0,1,,,
541,277,t,"이 분은 모든 종족 위에 지고지순한 희생을 바치신 분, 저 세상의 주인이신 누이 여신이십니다.",4697,16410,0,,0,1,,,
542,278,t,이지 여신의 순풍과 함께라면 당신은 바다 한가운데서도 번영할 수 있을 것입니다.,4698,16411,0,,0,1,,,
543,279,t,모든 이의 재능을 발견하는 칼레일께서 당신에게도 기회를 주시길.,4699,4699,0,,0,1,,,
544,280,t,"호라께서 지팡이를 잡고 있는 한, 희망은 언제나 그 빛을 잃지 않습니다.",4700,16413,0,,0,1,,,
545,281,t,아크리테스께서는 용사들이 가족의 품으로 무사히 돌아갈 길을 열어주십니다.,4701,16414,0,,0,1,,,
546,283,t,/사실 숲의 분위기가 이상한걸.,3137,0,547,,193,1,,,
