id,special_effect_type_id,value1,value2,value3,value4
2880,35,472,4,0,0
2881,34,15,3,0,0
2892,34,2,3,0,0
2893,34,19,1,0,0
2894,34,2,3,0,0
2895,34,1,0,0,0
2896,34,2,3,0,0
2897,34,1,3,0,0
2905,37,121,500,0,1
2906,37,121,500,0,1
2907,37,121,500,0,1
2908,37,121,500,0,1
2911,15,3165,0,0,0
2912,15,3165,0,0,0
2913,15,3165,0,0,0
2914,15,3165,0,0,0
2915,13,700,40,0,0
2916,13,1500,40,0,0
2918,34,145,0,0,0
2919,15,3212,0,0,0
2921,15,3268,1000,1,0
2923,34,46,0,0,0
2925,15,3165,0,0,0
2931,33,14661,0,0,0
2933,13,1000,45,0,0
2934,37,191,2500,0,1
2936,13,1500,45,0,0
2937,33,14682,500,0,0
2938,33,14688,100,75,0
2942,33,14689,0,75,0
2953,27,17817,0,0,0
2956,27,16197,0,0,0
2957,27,16198,0,0,0
2958,27,16199,0,0,0
2959,27,16200,0,0,0
2960,27,16201,0,0,0
2961,27,16202,0,0,0
2962,27,16203,0,0,0
2963,27,16204,0,0,0
2964,27,16205,0,0,0
2965,27,16206,0,0,0
2966,27,16207,0,0,0
2967,27,16208,0,0,0
2968,27,16210,0,0,0
2969,27,16211,0,0,0
2970,27,16212,0,0,0
2971,37,129,0,40,1
2973,37,92,0,40,1
2974,37,91,20,1,1
2979,34,192,1,1,0
2980,34,46,0,0,0
2981,34,104,1,0,0
2982,36,440,0,0,0
2983,13,800,30,0,0
2987,27,5140,0,0,0
2993,33,14727,100,0,0
2994,33,14728,100,0,0
2995,33,14729,100,0,0
2996,34,77,0,0,0
2997,13,800,45,0,0
2998,13,1000,90,0,0
2999,15,995,1000,0,0
3002,41,0,0,0,0
3003,34,138,1,0,0
3004,36,523,0,0,0
3006,40,60000,0,0,0
3007,52,0,0,0,0
3009,37,79,0,30,1
3017,34,2,0,0,0
3018,36,199,0,0,0
3019,41,0,0,0,0
3020,39,0,100,0,0
3021,40,8000,0,0,0
3022,37,139,200,0,1
3023,37,140,200,0,1
3024,37,141,200,0,1
3025,34,39,0,0,0
3026,36,751,0,0,0
3027,41,0,0,0,0
3028,37,154,300,0,1
3029,37,154,300,0,1
3030,37,154,300,0,1
3031,40,3000,0,0,0
3032,37,132,300,0,1
3033,33,14753,0,0,0
3035,13,800,45,0,0
3036,13,800,45,0,0
3037,13,800,45,0,0
3052,13,500,70,0,0
3053,27,17905,1,0,0
3055,33,14769,0,0,0
3066,13,1500,85,0,0
3068,36,637,0,0,0
3070,34,41,0,1,0
3071,36,638,0,0,0
3072,41,0,0,0,0
3073,34,40,0,0,0
3074,40,3000,0,0,0
3075,35,353,3,0,0
3076,34,46,0,0,0
3084,33,14797,0,0,0
3085,33,14798,0,0,0
3086,33,14798,0,0,0
3087,33,13554,0,0,0
3089,13,800,45,0,0
3091,13,1500,15,0,0
3092,24,4944,0,0,0
3100,35,4,4,0,0
3101,33,14809,1,0,0
3102,48,14832,1000,0,0
3104,41,0,0,0,0
3105,40,20000,0,0,0
3106,34,19,1,0,0
3107,36,440,0,0,0
3108,37,199,5000,0,1
3109,24,504,0,0,0
3110,13,1500,40,0,0
3115,33,14817,0,100,0
3116,33,14830,0,0,0
3117,48,14811,1000,0,0
3120,27,14864,0,0,0
3122,48,14837,1000,0,0
3123,48,14836,1000,0,0
3129,25,262,0,0,0
3130,13,600,45,0,0
3131,13,600,45,0,0
3132,25,266,0,0,0
3136,36,902,0,0,0
3137,33,11780,0,100,0
3138,33,11632,0,100,0
3139,15,2353,0,0,0
3140,34,32,2,0,0
3141,36,801,0,0,0
3142,37,162,500,0,1
3143,34,292,1,0,0
3144,36,573,0,0,0
3145,34,293,1,0,0
3146,36,573,0,0,0
3147,34,290,1,0,0
3148,36,573,0,0,0
3149,34,291,1,0,0
3150,36,573,0,0,0
3151,34,141,2,1,0
3152,36,433,0,0,0
3153,34,142,2,0,0
3154,34,46,0,0,0
3155,36,433,0,0,0
3156,37,29,500,0,1
3157,13,1200,10,0,0
3158,34,19,1,0,0
3159,36,257,0,0,0
3160,34,167,0,0,0
3161,36,593,0,0,0
3163,34,31,2,1,0
3164,36,802,0,0,0
3166,34,140,2,0,0
3167,36,802,0,0,0
3168,34,46,0,0,0
3169,37,163,500,0,1
3170,34,264,0,0,0
3171,36,271,0,0,0
3172,34,183,0,0,0
3173,36,503,0,0,0
3177,13,800,0,0,0
3179,55,0,0,0,0
3180,15,3269,1000,0,0
3181,15,3270,1000,0,0
3187,34,39,0,0,0
3188,37,107,1000,0,1
3191,24,504,0,0,0
3192,40,5000,0,0,0
3193,41,0,0,0,0
3194,13,300,40,0,0
3200,34,14,0,0,0
3201,34,14,0,0,0
3202,34,15,0,0,0
3203,34,14,0,0,0
3210,38,92,1000,0,0
3211,38,92,1000,0,0
3212,38,92,1000,0,0
3214,33,14909,0,0,0
3221,48,14931,1000,0,0
3222,48,14932,1000,0,0
3223,48,14933,1000,0,0
3230,48,14938,1000,0,0
3231,48,14939,1000,0,0
3232,48,14938,1000,0,0
3235,41,0,0,0,0
3236,40,120000,0,0,0
3238,1,870,1,2,0
3239,1,870,2,3,0
3241,54,1000,0,0,0
3242,34,165,0,0,0
3243,36,924,0,0,0
3244,40,300000,0,0,0
3245,42,0,30,100,0
3247,28,10000,0,0,0
3248,34,332,0,0,0
3252,37,221,10,0,1
3253,37,221,10,0,1
3254,33,15043,0,0,0
3255,33,15045,0,0,0
3257,13,200,10,0,0
3259,43,11416,0,0,0
3267,37,222,5,0,1
3268,37,126,5,0,1
3269,22,1,5,5,0
3273,13,500,70,0,0
3277,34,130,0,0,0
3278,36,939,3,0,0
3279,41,0,0,0,0
3280,40,60000,0,0,0
3281,39,0,500,0,0
3282,52,0,0,0,0
3285,34,200,1,0,0
3286,41,0,0,0,0
3287,40,33000,0,0,0
3288,52,0,0,0,0
3289,39,0,500,0,0
3291,37,183,1000,0,1
3292,37,214,1000,0,1
3293,37,214,1000,0,1
3294,37,214,1000,0,1
3301,48,15083,1000,0,0
3302,48,15082,1000,0,0
3303,48,15082,1000,0,0
3304,15,3324,0,0,0
3307,37,184,1000,0,1
3312,13,1500,15,0,0
3313,37,107,1000,1000,1
3317,35,46,4,0,0
3319,1,870,4,6,0
3320,1,870,8,12,0
3321,37,225,500,0,1
3328,34,199,0,0,0
3329,36,237,0,0,0
3330,34,46,0,0,0
3331,34,253,0,1,0
3332,36,491,0,0,0
3333,34,46,0,0,0
3336,33,15113,0,70,0
3342,34,287,1,0,0
3343,36,201,0,0,0
3347,34,125,0,1,0
3348,36,228,0,0,0
3349,41,0,0,0,0
3350,34,46,0,0,0
3351,34,129,0,0,0
3354,40,24000,0,0,0
3355,38,8,500,0,0
3358,37,115,500,0,1
3359,33,15120,0,80,0
3360,33,15121,100,80,0
3363,33,15125,0,75,0
3364,13,600,45,0,0
3366,33,15129,5000,0,0
3368,13,100,90,0,0
3369,34,197,0,0,0
3370,34,46,0,0,0
3376,37,297,0,200,1
3377,37,273,10,0,1
3380,37,141,0,200,1
3381,37,141,0,200,1
3382,37,141,0,200,1
3383,37,141,0,200,1
3384,37,141,0,200,1
3385,37,141,0,200,1
3386,41,0,0,0,0
3387,34,46,0,0,0
3388,34,197,0,0,0
3389,36,946,0,0,0
3390,36,946,0,0,0
3401,33,15112,0,0,0
3404,37,2,0,90,1
3407,40,9000,0,0,0
3408,40,9000,0,0,0
3409,15,3332,1000,0,0
3410,37,226,200,0,1
3411,13,1500,35,0,0
3412,33,15149,0,0,0
3413,24,4944,0,0,0
3415,13,1400,45,0,0
3417,13,500,20,0,0
3426,13,300,45,0,0
3429,15,3182,1000,1,0
3431,25,304,0,0,0
3432,33,15112,0,0,0
3447,25,306,0,0,0
3448,25,307,0,0,0
3451,27,17272,1,0,0
3452,34,41,0,1,0
3456,34,46,0,0,0
3461,56,20,20,0,0
3464,34,388,0,0,0
3465,34,48,0,0,0
3468,33,15241,0,0,0
3473,35,955,3,0,0
3477,35,955,4,0,0
3478,37,229,0,70,1
3479,27,18668,0,0,0
3481,27,18671,1,0,0
3482,27,18671,1,0,0
3487,13,800,0,0,0
3488,34,40,0,0,0
3491,33,15317,0,0,0
3492,33,15281,0,0,0
3493,33,15284,0,0,0
3494,33,15288,0,0,0
3497,27,18690,1,0,0
3499,15,3443,1000,0,0
3520,37,232,0,50,1
3522,33,15301,0,0,0
3524,37,137,800,0,1
3525,34,41,0,1,0
3526,36,214,0,0,0
3527,34,46,0,0,0
3528,34,39,0,0,0
3531,13,1200,45,0,0
3532,37,234,300,0,1
3533,40,20000,0,0,0
3534,33,14460,0,100,0
3535,15,3459,1000,1,0
3536,15,3459,1000,1,0
3538,15,3464,0,0,0
3539,15,3465,0,0,0
3540,15,1935,0,0,0
3542,33,15325,0,0,0
3544,13,500,20,0,0
3545,37,202,0,100,1
3546,37,143,200,0,1
3547,34,41,0,1,0
3548,36,747,0,0,0
3549,34,165,0,0,0
3550,34,46,0,0,0
3551,36,241,0,0,0
3554,34,102,0,0,0
3555,36,480,0,0,0
3556,35,197,4,0,0
3557,35,197,4,0,0
3558,34,175,0,0,0
3559,36,440,0,0,0
3560,33,15335,0,0,0
3563,34,264,0,0,0
3564,36,570,0,0,0
3570,34,181,0,0,0
3571,36,480,0,0,0
3572,37,69,200,0,1
3573,34,182,0,0,0
3574,36,480,0,0,0
3575,37,69,200,0,1
3578,13,700,40,0,0
3579,33,15169,0,0,0
3580,37,232,0,50,1
3582,37,234,300,0,1
3585,42,0,33,100,0
3586,37,232,0,50,1
3587,37,234,300,0,1
3588,37,232,0,50,1
3589,37,234,300,0,1
3594,54,10000,0,0,0
3595,13,700,70,0,0
3596,37,234,300,0,1
3597,37,232,0,50,1
3598,37,232,0,50,1
3599,37,234,300,0,1
3602,37,232,0,50,1
3603,37,234,300,0,1
3604,37,232,0,50,1
3605,37,234,300,0,1
3608,37,232,0,50,1
3609,37,236,1000,0,1
3610,10,19,0,0,0
3613,34,41,0,0,0
3614,40,300000,0,0,0
3617,33,15379,0,0,0
3618,33,15380,0,0,0
3619,33,15381,500,0,0
3626,27,16350,0,0,0
3627,27,16351,0,0,0
3628,27,15709,0,0,0
3635,34,19,0,0,0
3636,36,974,0,0,0
3642,40,100000,0,0,0
3645,40,45000,0,0,0
3646,41,0,0,0,0
3647,34,191,0,1,0
3648,36,963,0,0,0
3649,34,203,0,0,0
3651,27,16350,0,0,0
3652,27,16351,0,0,0
3653,27,15709,0,0,0
3654,27,16350,0,0,0
3655,27,16351,0,0,0
3656,27,15709,0,0,0
3657,40,30000,0,0,0
3659,41,0,0,0,0
3660,41,0,0,0,0
3661,33,15421,0,0,0
3662,34,46,0,0,0
3665,34,46,0,0,0
3666,34,41,0,1,0
3667,36,747,0,0,0
3668,34,46,0,0,0
3669,34,264,0,0,0
3670,36,570,0,0,0
3671,34,199,0,0,0
3672,36,237,0,0,0
3673,37,159,50,0,1
3674,37,115,100,0,1
3675,34,46,0,0,0
3676,34,264,0,0,0
3677,36,570,0,0,0
3678,34,46,0,0,0
3679,34,175,0,0,0
3680,36,440,0,0,0
3681,34,46,0,0,0
3682,25,316,0,0,0
3687,40,60000,0,0,0
3688,34,253,0,1,0
3689,34,46,0,0,0
3690,34,199,0,0,0
3691,34,46,0,0,0
3694,41,0,0,0,0
3695,37,232,0,100,1
3696,34,46,0,0,0
3698,33,15436,100,33,0
3700,34,46,0,0,0
3701,33,15432,0,0,0
3702,34,191,0,1,0
3703,36,963,0,0,0
3704,34,203,0,0,0
3705,36,963,0,0,0
3706,40,45000,0,0,0
3707,41,0,0,0,0
3709,34,46,0,0,0
3712,54,15000,0,0,0
3714,57,0,0,0,0
3718,58,3060,15000,0,0
3719,58,3060,15000,0,0
3720,58,3060,15000,0,0
3721,58,3060,15000,0,0
3722,58,3060,15000,0,0
3723,58,3060,15000,0,0
3725,15,995,0,0,0
3726,34,7,1,0,0
3727,36,199,0,0,0
3728,41,0,0,0,0
3729,39,0,100,0,0
3731,37,238,200,0,1
3732,37,238,200,0,1
3734,33,15475,0,0,0
3743,13,500,0,0,0
3746,37,238,200,0,1
3747,37,238,200,0,1
3748,37,238,200,0,1
3749,37,238,200,0,1
3755,33,15476,50,0,0
3756,33,15478,100,0,0
3757,34,41,0,0,0
3758,36,7,0,0,0
3762,37,3,0,50,1
3763,34,39,0,0,0
3764,37,3,0,50,1
3766,37,3,0,50,1
3767,34,46,0,0,0
3775,15,3367,3000,0,0
3776,15,3564,1000,0,0
3785,13,100,0,0,0
3786,27,19111,0,0,0
3799,5,1,0,0,0
3803,13,1400,30,0,0
3804,37,8,200,0,1
3807,37,8,200,0,1
3808,37,8,200,0,1
3809,37,8,200,0,1
3810,37,8,200,0,1
3811,34,259,0,0,0
3812,36,671,0,0,0
3819,34,18,1,0,0
3834,34,46,0,0,0
3836,34,46,0,0,0
3837,37,232,0,50,1
3838,37,236,1000,0,1
3840,13,200,0,0,0
3841,40,100000,0,0,0
3842,37,232,0,100,1
3844,34,260,0,0,0
3846,37,202,0,120,1
3847,33,15544,0,0,0
3848,33,15570,0,50,0
3849,13,600,45,0,0
3850,42,100,33,0,0
3851,24,4944,0,0,0
3854,34,19,0,0,0
3855,36,570,0,0,0
3856,34,136,1,0,0
3857,36,987,4,0,0
3858,41,0,0,0,0
3860,35,255,4,0,0
3866,34,7,1,0,0
3867,36,106,0,0,0
3868,34,14,3,0,0
3869,35,184,4,0,0
3871,34,95,1,0,0
3872,36,106,0,0,0
3873,34,15,3,0,0
3874,35,184,4,0,0
3876,15,3614,1000,0,0
3877,40,500,0,0,0
3878,40,500,0,0,0
3879,33,15601,0,0,0
3896,27,19107,0,0,0
3897,27,19108,0,0,0
3898,27,19109,0,0,0
3899,33,15610,0,0,0
3900,34,41,0,0,0
3901,36,491,0,0,0
3902,40,90000,0,0,0
3903,41,0,0,0,0
3904,35,231,3,0,0
3905,34,46,0,0,0
3915,33,15379,0,0,0
3916,33,15475,0,0,0
3917,34,41,0,1,0
3918,36,4,0,0,0
3919,34,46,0,0,0
3926,37,203,500,0,1
3943,34,39,0,0,0
3953,13,700,40,0,0
3970,34,146,2,0,0
3971,34,146,2,0,0
3974,35,126,0,0,0
4012,38,105,200,0,0
4018,25,320,0,0,0
4020,41,0,0,0,0
4024,34,253,0,0,0
4025,36,667,0,0,0
4026,41,0,0,0,0
4027,34,46,0,0,0
4028,34,199,0,0,0
4029,39,0,600,0,0
4030,40,3000,0,0,0
4031,52,0,0,0,0
4032,52,0,0,0,0
4033,37,223,0,200,1
4034,34,14,0,0,0
4035,15,3664,0,0,0
4036,34,46,0,0,0
4037,34,41,0,0,0
4038,36,4,0,0,0
4039,41,0,0,0,0
4040,34,130,3,0,0
4041,36,4,0,0,0
4042,38,2,200,7,0
4044,39,0,600,0,0
4046,40,0,0,0,0
4047,37,139,200,0,1
4048,35,4,4,0,0
4050,34,41,0,1,0
4051,36,166,0,0,0
4052,34,46,0,0,0
4061,37,273,0,0,1
4066,34,14,0,0,0
4067,38,203,500,0,0
4115,34,41,0,1,0
4118,36,200,0,0,0
4119,39,0,500,0,0
4120,41,0,0,0,0
4121,34,46,0,0,0
4122,34,126,0,0,0
4123,37,86,300,500,1
4124,36,559,0,0,0
4125,34,46,0,0,0
4126,34,20,0,1,0
4127,34,46,0,0,0
4129,34,46,0,0,0
4130,34,134,1,0,0
4131,35,976,3,0,0
4132,36,198,0,0,0
4133,13,900,90,0,0
4134,34,46,0,0,0
4135,36,197,0,1,0
4136,34,133,1,0,0
4137,34,86,0,0,0
4138,35,242,0,0,0
4142,34,46,0,0,0
4143,34,374,0,0,0
4144,40,5000,0,0,0
4150,40,5000,0,0,0
4151,33,15708,0,0,0
4152,33,15710,0,0,0
4153,33,15717,0,0,0
4154,33,15716,0,0,0
4156,27,19561,0,0,0
4157,33,15692,600,0,0
4158,13,700,70,0,0
4159,33,11444,0,0,0
4162,27,24607,0,0,0
4166,34,167,0,0,0
4168,15,3054,0,0,0
4169,15,3056,0,0,0
4171,59,0,0,0,0
4173,59,0,0,0,0
4174,1,899,1,1,0
4176,1,899,1,1,0
4179,37,13,0,30,19
4185,42,0,25,100,0
4192,13,800,20,0,0
4200,27,19664,0,0,0
4201,13,200,900,0,0
4202,59,0,0,0,0
4203,59,0,0,0,0
4204,15,995,1000,0,0
4210,1,870,2,4,0
4211,33,15784,100,0,0
4212,13,600,0,0,0
4213,13,200,900,0,0
4217,13,1000,0,0,0
4218,13,800,60,0,0
4219,34,97,1,0,0
4220,36,201,0,0,0
4221,41,0,0,0,0
4222,34,46,0,0,0
4223,34,98,1,0,0
4224,36,201,0,0,0
4225,40,24000,0,0,0
4226,13,450,40,0,0
4231,34,419,2,0,0
4234,34,419,2,0,0
4235,38,88,1000,0,0
4238,13,800,10,0,0
4252,37,214,2000,0,1
4261,34,410,0,0,0
4262,36,1006,0,0,0
4263,34,46,0,0,0
4277,43,12075,0,0,0
4278,34,409,0,1,0
4279,36,1005,0,0,0
4283,33,15867,0,0,0
4285,13,1000,45,0,0
4286,27,14023,0,0,0
4287,33,15867,0,0,0
4290,47,1600,1600,180,180
4292,34,24,1,0,0
4293,34,297,1,0,0
4294,34,289,1,0,0
4295,35,201,0,0,0
4296,13,5000,80,0,0
4297,33,11918,0,100,0
4299,36,15,0,0,0
4301,13,600,10,0,0
4303,13,1200,30,0,0
4312,13,300,0,0,0
4324,34,136,1,0,0
4325,13,700,20,0,0
4327,34,410,0,0,0
4329,34,409,0,0,0
4330,36,1005,0,0,0
4331,36,1006,0,0,0
4332,34,46,0,0,0
4333,13,500,40,0,0
4335,34,46,0,0,0
4337,36,1006,0,0,0
4339,36,1006,0,0,0
4340,37,245,50,0,1
4341,13,300,30,0,0
4342,34,413,1,1,0
4343,34,203,0,0,0
4344,34,41,0,1,0
4345,36,405,0,0,0
4346,41,0,0,0,0
4347,34,46,0,0,0
4348,36,125,0,0,0
4349,34,39,0,0,0
4350,38,87,0,60,0
4352,40,10000,0,0,0
4353,34,15,0,0,0
4354,35,749,4,0,0
4355,36,405,0,0,0
4356,38,87,0,60,0
4357,34,30,1,1,0
4358,34,46,0,0,0
4359,36,85,0,0,0
4360,13,100,0,0,0
4361,13,300,0,0,0
4363,34,41,0,0,0
4364,41,0,0,0,0
4365,40,12000,0,0,0
4370,13,300,30,0,0
4372,49,3,0,0,0
4373,34,46,0,0,0
4375,13,800,45,0,0
4379,34,41,0,0,0
4380,36,266,0,0,0
4381,41,0,0,0,0
4382,34,46,0,0,0
4383,34,39,0,0,0
4384,40,14000,0,0,0
4385,36,125,0,0,0
4389,13,500,10,0,0
4391,33,16021,0,0,0
4399,13,1000,40,0,0
4402,13,1200,60,0,0
4404,40,15000,0,0,0
4405,41,0,0,0,0
4406,34,39,0,0,0
4407,36,570,0,0,0
4409,34,46,0,0,0
4413,34,15,0,0,0
4415,37,139,200,0,1
4416,37,139,200,0,1
4417,37,140,200,0,1
4418,37,140,200,0,1
4419,37,141,200,0,1
4425,34,31,2,1,0
4427,34,46,0,0,0
4430,36,566,0,0,0
4431,38,163,500,0,0
4437,27,19626,1,0,0
4438,34,41,0,1,0
4439,41,0,0,0,0
4440,40,15000,0,0,0
4441,34,165,0,0,0
4442,34,46,0,0,0
4443,1,870,1,1,0
4444,1,870,2,2,0
4447,34,39,0,0,0
4448,40,20000,0,0,0
4450,37,141,0,0,1
4451,13,600,10,0,0
4452,33,16069,0,0,0
4453,33,16070,0,0,0
4454,33,16071,0,0,0
4462,33,16045,0,0,0
4463,33,16074,0,0,0
4466,33,16083,0,0,0
4468,13,500,10,0,0
4469,33,16795,0,0,0
4477,34,46,0,0,0
4479,34,18,0,0,0
4480,36,241,0,0,0
4487,34,392,0,1,0
4493,35,89,0,0,0
4496,34,392,0,1,0
4497,35,89,0,0,0
4498,27,16156,0,0,0
4499,41,0,0,0,0
4500,40,14000,0,0,0
4503,34,142,2,0,0
4504,34,174,1,1,0
4505,13,200,900,0,0
4507,34,142,2,0,0
4510,38,88,1000,0,0
4512,34,142,2,0,0
4514,38,88,1000,0,0
4517,34,188,0,1,0
4518,34,46,0,0,0
4519,34,200,0,0,0
4523,36,412,0,0,0
4524,40,15000,0,0,0
4525,41,0,0,0,0
4527,38,88,1000,0,0
4540,34,18,0,0,0
4541,36,202,0,0,0
4542,41,0,0,0,0
4543,34,46,0,0,0
4544,40,5000,0,0,0
4555,34,188,0,1,0
4556,36,412,0,0,0
4557,34,46,0,0,0
4558,34,200,0,0,0
4559,34,188,0,1,0
4560,36,412,0,0,0
4561,34,46,0,0,0
4562,34,200,0,0,0
4564,33,16121,0,0,0
4567,34,41,0,1,0
4568,36,703,0,0,0
4569,34,46,0,0,0
4570,34,39,0,0,0
4571,33,16128,0,0,0
4572,33,16129,100,0,0
4574,34,174,0,0,0
4575,36,556,0,0,0
4576,41,0,0,0,0
4577,5,100,0,0,0
4578,34,18,0,0,0
4579,36,241,0,0,0
4581,41,0,0,0,0
4585,35,89,0,0,0
4586,40,10000,0,0,0
4587,34,41,0,0,0
4591,34,46,0,0,0
4592,34,39,0,0,0
4593,36,703,0,0,0
4594,41,0,0,0,0
4595,40,3000,0,0,0
4596,34,203,0,0,0
4604,34,32,2,0,0
4605,38,163,500,0,0
4606,34,32,2,0,0
4607,34,46,0,0,0
4608,34,46,0,0,0
4609,36,699,0,0,0
4610,34,174,0,0,0
4611,36,556,0,0,0
4612,41,0,0,0,0
4613,34,18,0,0,0
4616,15,3558,1000,1,0
4617,15,3558,1000,1,0
4618,15,3558,1000,1,0
4619,15,3845,1000,1,0
4621,33,16149,0,0,0
4628,33,12767,0,0,0
4636,43,10385,0,1,0
4641,43,11854,0,1,0
4642,43,11918,0,1,0
4643,43,10644,0,1,0
4644,43,12026,0,1,0
4645,43,11355,0,1,0
4646,43,13282,0,1,0
4647,43,11416,0,1,0
4648,43,13315,0,1,0
4652,33,16161,0,0,0
4653,34,145,0,0,0
4654,36,393,0,0,0
4655,41,0,0,0,0
4656,34,46,0,0,0
4657,34,146,0,0,0
4659,39,0,0,0,0
4660,40,5000,0,0,0
4661,34,1,0,0,0
4662,38,63,2000,0,0
4663,34,146,0,0,0
4664,38,192,2000,0,0
4665,34,146,0,0,0
4666,38,192,2000,0,0
4670,33,16185,0,0,0
4672,33,16189,0,0,0
4673,34,420,1,1,0
4674,41,0,0,0,0
4675,40,23000,0,0,0
4676,34,5,0,0,0
4685,34,422,1,1,0
4689,34,56,0,0,0
4691,34,46,0,0,0
4701,34,3,0,0,0
4702,41,0,0,0,0
4704,40,18000,0,0,0
4706,13,1200,30,0,0
4712,35,362,0,0,0
4732,34,421,1,1,0
4739,34,423,1,1,0
4741,36,573,0,0,0
4742,36,573,0,0,0
4743,36,573,0,0,0
4744,36,573,0,0,0
4745,37,13,3000,0,1
4748,34,41,0,1,0
4749,34,39,0,0,0
4750,36,689,0,0,0
4758,34,424,1,1,0
4763,34,158,0,0,0
4764,35,573,4,0,0
4765,35,573,4,0,0
4766,35,626,4,0,0
4767,35,626,4,0,0
4770,35,626,4,0,0
4771,35,626,4,0,0
4772,35,626,4,0,0
4774,36,573,0,0,0
4776,35,573,4,0,0
4777,13,3500,30,0,0
4779,34,15,3,1,0
4780,34,15,3,1,0
4783,37,247,1000,0,1
4784,41,0,0,0,0
4785,37,247,1000,0,1
4786,33,16204,0,0,0
4787,1,2656,1,1,0
4788,1,2656,1,1,0
4791,27,19605,0,0,0
4808,42,100,15,0,0
4810,27,19691,0,0,0
4812,27,19689,0,0,0
4813,27,19690,0,0,0
4815,34,46,0,0,0
4816,34,39,0,0,0
4817,35,234,3,0,0
4820,35,491,1,0,0
4821,34,131,0,0,0
4824,34,46,0,0,0
4826,34,97,1,0,0
4839,34,106,1,1,0
4844,33,16322,0,0,0
4846,34,39,0,0,0
4847,41,0,0,0,0
4848,39,0,100,0,0
4849,40,3000,0,0,0
4850,36,702,0,0,0
4851,13,500,45,0,0
4855,33,16334,100,0,0
4862,15,3524,1000,0,0
4863,35,342,3,0,0
4865,34,427,0,0,0
4871,33,16074,0,0,0
4872,13,1000,30,0,0
4879,34,20,3,0,0
4880,34,167,3,1,0
4881,34,392,3,1,0
4887,34,28,3,1,0
4891,35,89,0,0,0
4892,35,573,4,0,0
4893,35,573,4,0,0
4894,35,573,4,0,0
4895,35,573,4,0,0
4896,35,89,0,0,0
4897,35,89,0,0,0
4898,33,16361,0,0,0
4899,13,700,70,0,0
4901,34,19,0,0,0
4902,36,199,0,0,0
4903,41,0,0,0,0
4904,40,8000,0,0,0
4905,37,238,200,0,1
4909,34,21,1,0,0
4910,36,198,0,0,0
4911,34,39,0,0,0
4912,36,573,0,0,0
4913,41,0,0,0,0
4914,40,10000,0,0,0
4915,34,15,0,0,0
4922,36,570,0,0,0
4923,34,94,1,0,0
4924,34,46,0,0,0
4925,40,5000,0,0,0
4926,41,0,0,0,0
4927,34,134,1,0,0
4928,36,198,0,0,0
4931,33,16358,0,0,0
4932,35,626,4,0,0
4935,35,626,4,0,0
4937,34,46,0,0,0
4938,34,133,1,0,0
4945,36,440,0,0,0
4952,41,0,0,0,0
4953,40,60000,0,0,0
4962,34,39,0,0,0
4963,38,44,300,0,0
4965,35,676,4,0,0
4967,37,44,300,0,1
4971,34,203,0,0,0
4975,36,701,0,0,0
4983,35,676,4,0,0
4984,34,41,0,0,0
4985,36,757,0,0,0
4986,34,46,0,0,0
4987,34,39,0,0,0
4992,59,0,0,0,0
4993,40,11000,0,0,0
4994,41,0,0,0,0
4996,13,600,10,0,0
4998,34,97,0,0,0
4999,36,201,0,0,0
5000,41,0,0,0,0
5001,34,46,0,0,0
5002,34,98,1,0,0
5004,40,10000,0,0,0
5005,52,0,0,0,0
5006,59,0,0,0,0
5008,13,400,0,0,0
5009,46,1000,20,20,0
5011,40,8000,0,0,0
5012,34,40,0,0,0
5013,37,141,0,0,1
5019,5,100,0,0,0
5024,13,600,10,0,0
5025,34,205,0,0,0
5026,41,0,0,0,0
5029,33,16428,0,0,0
5030,15,4076,1000,1,0
5032,54,10000,0,0,0
5034,34,203,0,0,0
5038,36,700,0,0,0
5040,1,870,1,1,0
5041,1,870,2,2,0
5042,1,870,1,1,0
5043,1,870,2,2,0
5044,1,870,1,1,0
5045,1,870,2,2,0
5047,1,870,1,1,0
5048,1,870,2,2,0
5049,1,870,1,1,0
5050,1,870,2,2,0
5051,1,870,1,1,0
5052,1,870,2,2,0
5054,15,4020,1000,0,0
5058,33,16442,0,0,0
5060,34,203,0,0,0
5061,41,0,0,0,0
5062,39,0,100,0,0
5063,40,5000,0,0,0
5064,36,412,0,0,0
5065,27,20002,0,0,0
5067,34,428,0,0,0
5068,34,186,0,1,0
5075,36,83,0,0,0
5076,34,153,0,1,0
5077,36,4,0,0,0
5079,34,46,0,0,0
5080,34,154,0,0,0
5081,37,2,0,50,1
5082,37,2,0,50,1
5083,37,2,0,50,1
5084,13,700,35,0,0
5086,59,0,0,0,0
5087,39,0,300,0,0
5088,41,0,0,0,0
5092,33,16483,0,0,0
5093,33,16484,0,0,0
5094,33,16485,0,0,0
5096,33,16489,0,0,0
5102,33,15380,500,0,0
5107,33,16501,0,0,0
5109,33,16502,500,0,0
5112,33,16500,0,0,0
5115,33,16505,0,0,0
5117,33,16506,50,0,0
5118,33,16507,100,0,0
5119,27,16156,0,0,0
5121,34,167,0,0,0
5124,1,2656,1,1,0
5126,1,2656,1,1,0
5134,40,30000,0,0,0
5140,39,0,1,0,0
5141,52,0,0,0,0
5144,13,700,40,0,0
5150,34,46,0,0,0
5155,34,412,1,0,0
5156,34,414,1,0,0
5161,34,411,1,1,0
5162,36,199,0,0,0
5163,34,413,1,1,0
5164,36,199,0,0,0
5169,40,45000,0,0,0
5174,34,106,1,0,0
