id,not_condition,kind_id,param1,param2,param3
1639,t,5,987,0,0
1640,f,7,25,0,0
1641,t,5,1192,0,0
1642,f,5,1192,0,0
1644,t,3,0,0,0
1645,t,3,0,0,0
1647,f,5,258,0,0
1649,f,5,1231,0,0
1651,f,5,1230,0,0
1652,f,5,1230,0,0
1653,t,5,1236,0,0
1654,t,5,1232,0,0
1655,f,5,1233,0,0
1656,f,5,1234,0,0
1658,t,5,1236,0,0
1659,f,5,1232,0,0
1660,f,5,1233,0,0
1661,f,5,1234,0,0
1662,f,5,10,0,0
1667,f,5,1056,0,0
1668,f,5,1056,0,0
1671,t,9,252,0,0
1672,f,11,0,7,0
1674,f,9,3,0,0
1675,f,13,8,3,6000
1676,f,13,8,4,6000
1678,f,7,50,0,0
1680,f,5,156,0,0
1681,f,5,156,0,0
1689,t,5,1117,0,0
1690,t,8,0,0,0
1697,t,5,1252,0,0
1699,t,5,1252,0,0
1700,t,5,1252,0,0
1701,t,5,1252,0,0
1702,t,5,312,0,0
1704,f,11,0,50,0
1705,f,13,64,3,5000
1706,f,13,64,5,5000
1707,f,11,0,6,0
1708,f,13,8,3,6500
1709,f,13,8,4,6500
1711,t,5,10,0,0
1713,t,11,0,5,0
1714,t,5,344,0,0
1718,t,8,0,0,0
1720,t,9,252,0,0
1721,f,5,12,0,0
1722,t,5,483,0,0
1723,t,9,252,0,0
1724,t,5,258,0,0
1725,f,5,258,0,0
1726,f,5,1060,0,0
1729,f,12,1,1,1
1730,f,12,1,1,2
1731,f,5,1060,0,0
1734,f,5,1060,0,0
1735,f,5,1060,0,0
1736,f,7,50,0,0
1737,t,5,1256,0,0
1738,f,11,0,50,0
1739,t,5,1310,0,0
1741,f,13,64,5,5000
1742,f,12,1,1,3
1743,f,7,66,0,0
1744,f,7,50,0,0
1746,f,7,35,0,0
1747,f,7,35,0,0
1748,f,7,35,0,0
1749,t,5,1264,0,0
1750,t,5,1265,0,0
1752,t,5,1266,0,0
1753,t,5,987,0,0
1754,f,7,100,0,0
1759,f,5,1271,0,0
1776,f,13,64,3,5000
1778,f,13,8,3,6500
1779,t,5,216,0,0
1781,f,7,50,0,0
1783,f,7,50,0,0
1785,f,5,1271,0,0
1786,f,5,1271,0,0
1787,f,7,50,0,0
1788,f,7,50,0,0
1789,f,5,104,0,0
1790,f,7,50,0,0
1791,t,5,344,0,0
1797,t,5,1274,0,0
1798,t,5,1274,0,0
1799,f,5,1274,0,0
1800,f,5,1274,0,0
1802,t,5,1274,0,0
1803,f,5,1274,0,0
1806,t,5,1274,0,0
1807,f,5,1274,0,0
1808,t,5,1274,0,0
1809,f,5,1274,0,0
1811,f,5,1274,0,0
1812,t,5,1274,0,0
1814,f,5,1274,0,0
1815,t,5,1274,0,0
1819,f,5,1274,0,0
1820,t,5,1274,0,0
1821,f,5,1274,0,0
1822,f,5,1274,0,0
1823,t,5,1274,0,0
1824,t,5,1274,0,0
1825,f,11,0,30,0
1826,f,5,1274,0,0
1827,f,5,1274,0,0
1828,f,5,1274,0,0
1829,t,5,1274,0,0
1830,t,5,1274,0,0
1831,t,5,1274,0,0
1832,f,5,1274,0,0
1835,t,8,0,0,0
1836,t,8,0,0,0
1837,t,5,312,0,0
1838,f,7,50,0,0
1839,t,9,252,0,0
1840,t,5,1310,0,0
1841,t,5,10,0,0
1842,t,5,1292,0,0
1843,f,5,805,0,0
1845,f,11,50,150,0
1846,f,5,1274,0,0
1847,t,5,1274,0,0
1848,f,5,1271,0,0
1850,t,5,1298,0,0
1851,t,5,10,0,0
1852,f,13,64,3,4000
1853,f,13,64,4,4000
1854,f,5,805,0,0
1859,t,8,0,0,0
1860,t,8,0,0,0
1866,f,11,0,3,0
1873,t,8,0,0,0
1874,t,8,0,0,0
1875,f,5,1327,0,0
1876,f,5,1327,0,0
1878,t,9,252,0,0
1880,t,9,252,0,0
1886,f,3,0,0,0
1887,t,9,252,0,0
1888,t,9,192,0,0
1889,t,8,0,0,0
1890,t,9,252,0,0
1891,f,1,1,5,0
1892,f,1,6,10,0
1893,f,1,11,15,0
1894,f,1,16,20,0
1895,f,1,21,25,0
1896,f,5,1327,0,0
1897,f,5,1327,0,0
1898,f,1,26,30,0
1899,f,1,31,35,0
1900,f,1,36,40,0
1901,f,1,41,45,0
1902,f,1,46,99,0
1905,f,5,1330,0,0
1906,t,5,1330,0,0
1907,f,5,1330,0,0
1908,t,5,1330,0,0
1909,t,5,1331,0,0
1912,t,5,1331,0,0
1914,f,5,161,0,0
1915,f,5,1231,0,0
1916,f,5,1231,0,0
1917,f,5,1231,0,0
1918,f,5,1230,0,0
1919,f,5,1230,0,0
1920,f,5,1230,0,0
1925,f,5,1230,0,0
1926,t,9,192,0,0
1927,t,8,0,0,0
1928,t,5,1334,0,0
1929,t,9,252,0,0
1959,f,12,1,1,0
1960,f,12,1,1,0
1961,f,12,1,1,1
1962,f,12,1,1,2
1963,f,12,1,1,3
1964,f,12,1,1,4
1965,f,12,1,1,5
1966,t,9,252,0,0
1967,f,1,1,44,0
1968,f,1,45,99,0
1972,t,8,0,0,0
1974,t,9,252,0,0
1975,t,5,1323,0,0
1976,t,5,1323,0,0
1977,t,5,258,0,0
1978,f,5,258,0,0
1979,t,9,252,0,0
1980,t,9,252,0,0
1982,f,5,170,0,0
1984,t,5,1345,0,0
1985,f,14,20,2,30000
1987,f,7,80,0,0
1989,f,7,50,0,0
1990,f,5,170,0,0
1991,f,7,50,0,0
1992,t,8,0,0,0
1993,t,8,0,0,0
1994,t,8,0,0,0
1995,t,8,0,0,0
1996,t,8,0,0,0
1998,t,8,0,0,0
1999,t,8,0,0,0
2001,t,9,252,0,0
2002,t,9,252,0,0
2003,f,11,10,35,0
8000001,f,6,1,0,0
8000002,f,6,1,0,0
8000003,f,6,1,0,0
8000004,f,6,2,0,0
8000005,f,6,2,0,0
8000006,f,6,2,0,0
8000007,f,6,1,0,0
8000008,f,6,3,0,0
8000009,f,6,3,0,0
8000010,f,6,2,0,0
8000011,f,6,3,0,0
8000012,f,6,3,0,0
8000013,t,9,244,0,0
8000014,f,3,0,0,0
8000015,f,5,27,0,0
8000016,t,3,0,0,0
8000017,t,8,0,0,0
8000018,t,9,244,0,0
8000019,t,5,483,0,0
8000020,t,5,258,0,0
8000021,f,5,258,0,0
8000022,t,8,0,0,0
8000023,f,6,1,0,0
8000024,t,8,0,0,0
8000025,t,5,6,0,0
8000026,t,5,11,0,0
8000027,t,5,12,0,0
8000028,t,5,13,0,0
8000029,t,5,97,0,0
8000030,t,5,107,0,0
8000031,t,5,346,0,0
8000032,f,6,2,0,0
8000033,t,5,6,0,0
8000034,t,5,11,0,0
8000035,t,5,12,0,0
8000036,t,5,13,0,0
8000037,t,5,97,0,0
8000038,t,5,107,0,0
8000039,t,5,346,0,0
8000040,f,6,3,0,0
8000041,t,5,6,0,0
8000042,f,6,1,0,0
8000044,t,5,100,0,0
8000045,f,6,2,0,0
8000046,f,6,3,0,0
8000047,t,5,100,0,0
8000048,t,8,0,0,0
8000049,t,5,100,0,0
8000050,t,8,0,0,0
8000051,t,5,11,0,0
8000052,t,5,12,0,0
8000053,t,5,13,0,0
8000054,t,5,97,0,0
8000055,t,5,107,0,0
8000056,t,5,100,0,0
8000057,t,5,346,0,0
8000058,t,8,0,0,0
8000059,t,5,100,0,0
8000060,t,5,100,0,0
8000061,t,5,6,0,0
8000062,t,5,6,0,0
8000063,t,5,11,0,0
8000064,t,5,12,0,0
8000065,t,5,12,0,0
8000066,t,5,13,0,0
8000067,t,5,13,0,0
8000068,t,5,97,0,0
8000069,t,5,97,0,0
8000070,t,5,107,0,0
8000071,t,5,107,0,0
8000072,t,5,346,0,0
8000073,t,5,346,0,0
8000093,t,5,11,0,0
8000094,t,8,0,0,0
8000095,t,5,100,0,0
8000096,t,5,6,0,0
8000097,t,5,11,0,0
8000098,t,5,12,0,0
8000099,t,5,13,0,0
8000100,t,5,97,0,0
8000101,t,5,107,0,0
8000102,t,5,346,0,0
8000103,t,5,6,0,0
8000104,t,8,0,0,0
8000105,t,5,100,0,0
8000106,t,5,6,0,0
8000107,t,5,11,0,0
8000108,t,5,12,0,0
8000109,t,5,13,0,0
8000110,t,5,97,0,0
8000111,t,5,107,0,0
8000112,t,5,346,0,0
8000113,t,5,11,0,0
8000114,f,11,0,35,0
8000115,t,5,12,0,0
8000116,t,5,13,0,0
8000117,t,5,97,0,0
8000118,t,5,107,0,0
8000119,t,8,0,0,0
8000120,t,5,100,0,0
8000121,t,5,6,0,0
8000122,t,5,11,0,0
8000123,t,5,12,0,0
8000124,t,5,13,0,0
8000125,t,5,97,0,0
8000126,t,5,107,0,0
8000127,t,5,346,0,0
8000128,t,5,346,0,0
8000129,f,11,0,35,0
8000130,t,8,0,0,0
8000131,t,5,100,0,0
8000132,t,8,0,0,0
8000133,t,8,0,0,0
8000134,t,8,0,0,0
8000135,t,5,100,0,0
8000136,t,5,100,0,0
8000137,t,5,100,0,0
8000138,t,5,6,0,0
8000139,t,5,6,0,0
8000140,t,5,6,0,0
8000141,t,5,6,0,0
8000142,t,5,11,0,0
8000143,t,5,11,0,0
8000144,t,5,11,0,0
8000145,t,5,11,0,0
8000146,t,5,12,0,0
8000147,t,5,12,0,0
8000148,t,5,12,0,0
8000149,t,5,12,0,0
8000150,t,5,13,0,0
8000151,t,5,13,0,0
8000152,t,5,13,0,0
8000153,t,5,13,0,0
8000154,t,5,97,0,0
8000155,t,8,0,0,0
8000156,t,5,97,0,0
8000157,t,5,97,0,0
8000158,t,5,100,0,0
8000159,t,5,97,0,0
8000160,f,11,0,35,0
8000161,t,5,6,0,0
8000162,t,5,107,0,0
8000163,t,5,107,0,0
8000164,t,5,99,0,0
8000165,t,5,107,0,0
8000166,t,5,97,0,0
8000167,t,5,107,0,0
8000168,t,5,346,0,0
8000169,t,5,107,0,0
8000170,t,5,346,0,0
8000171,t,5,12,0,0
8000172,t,5,13,0,0
8000173,t,5,346,0,0
8000174,t,5,346,0,0
8000175,t,5,346,0,0
8000176,t,8,0,0,0
8000177,t,5,100,0,0
8000178,f,11,0,35,0
8000179,t,5,6,0,0
8000180,t,5,99,0,0
8000181,t,5,97,0,0
8000182,t,5,107,0,0
8000183,t,5,12,0,0
8000184,t,5,13,0,0
8000186,t,5,346,0,0
8000187,t,8,0,0,0
8000188,t,5,100,0,0
8000189,t,5,6,0,0
8000190,t,5,11,0,0
8000191,t,5,12,0,0
8000192,t,5,13,0,0
8000193,t,5,97,0,0
8000194,t,5,107,0,0
8000195,t,5,346,0,0
8000196,t,9,252,0,0
8000197,f,11,0,35,0
8000198,f,7,10,0,0
8000199,t,5,258,0,0
8000200,f,5,258,0,0
