id,delay,next_phase,keep_requester,show_tip,show_end_time,tip
1307,180000000,10108,f,f,f,
1308,172800000,4531,f,t,f,소멸 예정: 
1309,180000,4546,f,f,f,
1311,244800000,10138,f,f,f,
1312,172800000,2833,f,t,f,소멸 예정: 
1313,1000,5819,f,f,f,
1314,180000,2810,f,f,f,
1317,1000,5838,f,f,f,
1318,20000,6094,f,f,f,
1321,10000,3068,f,f,f,
1326,180000000,10208,f,f,f,
1327,172800000,4535,f,t,f,소멸 예정: 
1328,180000000,10212,f,f,f,
1329,172800000,4491,f,t,f,소멸 예정: 
1330,194400000,10217,f,f,f,
1331,172800000,4551,f,t,f,소멸 예정: 
1332,194400000,10222,f,f,f,
1333,172800000,4495,f,t,f,소멸 예정: 
1334,201600000,10226,f,f,f,
1335,172800000,4507,f,t,f,소멸 예정: 
1336,201600000,10230,f,f,f,
1337,172800000,6048,f,t,f,소멸 예정: 
1338,244800000,10234,f,f,f,
1339,172800000,6012,f,t,f,소멸 예정: 
1340,244800000,10238,f,f,f,
1341,172800000,6013,f,t,f,소멸 예정: 
1342,345600000,10242,f,f,f,
1343,172800000,4543,f,t,f,소멸 예정: 
1344,345600000,10246,f,f,f,
1345,172800000,2965,f,t,f,소멸 예정: 
1346,180000,1919,f,f,f,
1348,180000,4454,f,f,f,
1350,174000000,10042,f,f,f,
1351,120000,6109,f,f,f,
1352,172800000,4459,f,t,f,소멸 예정: 
1353,174000000,10051,f,f,f,
1354,172800000,4479,f,t,f,소멸 예정: 
1355,176400000,10057,f,f,f,
1356,172800000,4467,f,t,f,소멸 예정: 
1357,194400000,10086,f,f,f,
1358,172800000,4463,f,t,f,소멸 예정: 
1359,180000000,10073,f,f,f,
1360,172800000,4471,f,t,f,소멸 예정: 
1361,1000,6118,f,f,f,
1362,120000,6121,f,f,f,
1363,500,6124,f,f,f,
1364,176400000,10061,f,f,f,
1365,172800000,4475,f,t,f,소멸 예정: 
1366,194400000,10078,f,f,f,
1367,172800000,4451,f,t,f,소멸 예정: 
1368,194400000,10082,f,f,f,
1369,172800000,4487,f,t,f,소멸 예정: 
1370,180000000,10069,f,f,f,
1371,172800000,4483,f,t,f,소멸 예정: 
1372,230400000,10090,f,f,f,
1373,172800000,6020,f,t,f,소멸 예정: 
1374,244800000,10262,f,f,f,
1375,172800000,6025,f,t,f,소멸 예정: 
1378,32400000,830,f,f,f,
1380,223200000,6132,f,f,f,
1381,518400000,833,f,t,f,소멸 예정: 
1382,32400000,857,f,t,f,소멸까지: 
1385,10000,6134,f,f,f,
1386,194400000,10166,f,f,f,
1387,172800000,4427,f,t,f,소멸 예정: 
1388,176400000,10142,f,f,f,
1389,172800000,4431,f,t,f,소멸 예정: 
1390,302400000,10189,f,f,f,
1391,172800000,4439,f,t,f,소멸 예정: 
1392,187200000,10162,f,f,f,
1393,172800000,4435,f,t,f,소멸 예정: 
1394,230400000,10174,f,f,f,
1395,172800000,4443,f,t,f,소멸 예정: 
1396,230400000,10179,f,f,f,
1397,172800000,4447,f,t,f,소멸 예정: 
1398,187200000,10153,f,f,f,
1399,172800000,4406,f,t,f,소멸 예정: 
1400,194400000,10170,f,f,f,
1401,172800000,4410,f,t,f,소멸 예정: 
1402,187200000,10158,f,f,f,
1403,172800000,4414,f,t,f,소멸 예정: 
1404,180000,4418,f,f,f,
1406,302400000,10193,f,f,f,
1407,172800000,4423,f,t,f,소멸 예정: 
1408,201600000,10254,f,f,f,
1409,172800000,2792,f,t,f,소멸 예정: 
1410,345600000,10268,f,f,f,
1411,172800000,6036,f,t,f,소멸 예정: 
1412,259200000,10273,f,f,f,
1413,172800000,6041,f,t,f,소멸 예정: 
1417,1000,3079,f,f,f,
1418,1000,6152,f,f,f,
1419,1000,6154,f,f,f,
1422,1000,6159,f,f,f,
1423,100,6159,f,f,f,
1424,1000,6169,f,f,f,
1426,1000,5870,f,f,f,
1430,60000,5868,f,f,f,
1434,1000,6229,f,f,f,
1435,0,6233,f,f,f,
1438,20000,6256,f,f,f,
1439,1000,6256,f,f,f,
1440,2000,3079,f,f,f,
1441,10000,3079,f,f,f,
1442,1000,6316,f,f,f,
1443,60000,6342,f,f,f,
1444,60000,6343,f,f,f,
1445,60000,6306,f,f,f,
1446,60000,6307,f,f,f,
1448,20000,6305,f,f,f,
1449,3000,6286,f,f,f,
1450,1000,6430,f,f,f,
1451,10000,6435,f,f,f,
1452,5000,6435,f,f,f,
1453,1000,6449,f,f,f,
1454,1000,6451,f,f,f,
1455,35000,6453,f,f,f,
1456,30000,2551,f,f,f,
1458,1000,6498,f,f,f,
1461,1000,6504,f,f,f,
1462,5000,6327,f,f,f,
1463,180000,5316,f,f,f,
1464,10000,6504,f,f,f,
1465,20000,6272,f,f,f,
1466,5000,6263,f,f,f,
1467,1000,6533,f,f,f,
1468,1000,6533,f,f,f,
1469,3000,6537,f,f,f,
1470,1000,6296,f,f,f,
1471,1000,6323,f,f,f,
1472,1000,6262,f,f,f,
1473,1000,2471,f,f,f,
1474,180000,6197,f,f,f,
1475,180000,6490,f,f,f,
1476,187200000,10117,f,f,f,
1477,172800000,6545,f,t,f,소멸 예정: 
1478,1000,3071,f,f,f,
1479,1000,6556,f,f,f,
1480,1000,450,f,f,f,
1481,1000,6538,f,f,f,
1482,1000,6538,f,f,f,
1483,1000,6563,f,f,f,
1484,1000,3069,f,f,f,
1487,60000,5686,f,f,f,
1488,1000,6589,f,f,f,
1489,1000,6597,f,f,f,
1491,1000,6606,f,f,f,
1492,1000,6612,f,f,f,
1493,1000,3082,f,f,f,
1494,5000,6614,f,f,f,
1497,30000,6620,f,f,f,
1498,1000,6622,f,f,f,
1499,1000,6625,f,f,f,
1500,1000,6628,f,f,f,
1501,10000,2475,f,f,f,
1502,1,6235,f,f,f,
1503,1,6239,f,f,f,
1504,1000,6642,f,f,f,
1505,1000,6124,f,f,f,
1506,10000,6649,f,f,f,
1507,1000,6652,f,f,f,
1509,2000,6645,f,f,f,
1511,1000,6660,f,f,f,
1512,1000,6663,f,f,f,
1514,187200000,10250,f,f,f,
1515,172800000,2733,f,t,f,소멸 예정: 
1516,5000,3087,f,f,f,
1517,180000,6675,f,f,f,
1518,1000,6676,f,f,f,
1519,10000,2753,f,f,f,
1520,60000,2752,f,f,f,
1521,1000,6688,f,f,f,
1524,180000,6169,f,f,f,
1525,1000,6698,f,f,f,
1526,5000,6719,f,f,f,
1527,1000,6637,f,f,f,
1528,1000,6637,f,f,f,
1530,5000,6726,f,f,f,
1531,1000,6639,f,f,f,
1536,86400000,6734,f,f,f,
1537,24696000,6730,f,f,f,
1544,1000,6455,f,f,f,
1545,10000,6758,f,f,f,
1546,10000,6749,f,f,f,
1547,1000,6640,f,f,f,
1548,1000,6640,f,f,f,
1549,1000,6641,f,f,f,
1550,60000,6763,f,f,f,
1551,60000,6764,f,f,f,
1552,1000,4009,f,f,f,
1553,1000,6768,f,f,f,
1554,1000,1118,f,f,f,
1555,1500,6774,f,f,f,
1556,5000,6782,f,f,f,
1566,24696000,6795,f,f,f,
1568,86400000,6799,f,f,f,
1581,1000,6244,f,f,f,
1582,2000,6244,f,f,f,
1584,5000,6827,f,f,f,
1589,500,2393,f,f,f,
1591,1000,6655,f,f,f,
1592,3000,6655,f,f,f,
1593,10000,6134,f,f,f,
1594,60000,6842,f,f,f,
1595,60000,6843,f,f,f,
1596,1000,185,f,f,f,
1599,2000,5164,f,f,f,
1600,1000,1484,f,f,f,
1601,1000,1462,f,f,f,
1602,1000,1460,f,f,f,
1603,1000,2542,f,f,f,
1604,1000,1437,f,f,f,
1605,1000,4981,f,f,f,
1606,1000,6862,f,f,f,
1607,1000,6865,f,f,f,
1608,1000,6868,f,f,f,
1609,1000,6871,f,f,f,
1611,10000,6878,f,f,f,
1612,1000,6587,f,f,f,
1613,1200,6886,f,f,f,
1614,1200,6887,f,f,f,
1615,1200,6889,f,f,f,
1618,5000,6942,f,f,f,
1619,500,6946,f,f,f,
1620,180000,6840,f,f,f,
1621,5000,6948,f,f,f,
1622,180000,6848,f,f,f,
1623,1000,6954,f,f,f,
1625,1000,6958,f,f,f,
1627,1200,6977,f,f,f,
1628,1200,6978,f,f,f,
1629,1200,6979,f,f,f,
1630,1000,6461,f,f,f,
1631,1000,6991,f,f,f,
1632,1000,4922,f,f,f,
1633,1000,7009,f,f,f,
1634,1000,1457,f,f,f,
1635,1000,7012,f,f,f,
1636,1000,4922,f,f,f,
1637,1000,1457,f,f,f,
1638,5000,7021,f,f,f,
1639,3000,6768,f,f,f,
1640,1000,1420,f,f,f,
1641,600000,7370,f,f,f,
1642,1000,2140,f,f,f,
1644,1000,3077,f,f,f,
1645,1000,3083,f,f,f,
1646,1000,3084,f,f,f,
1647,1000,7060,f,f,f,
1648,15000,7080,f,f,f,
1649,500,7081,f,f,f,
1650,1000,2455,f,f,f,
1653,3000,7130,f,f,f,
1654,10000,7051,f,f,f,
1655,10000,7052,f,f,f,
1657,10000,7053,f,f,f,
1659,20000,7148,f,f,f,
1660,3000,7080,f,f,f,
1661,4000,6690,f,f,f,
1663,1000,6570,f,f,f,
1664,7000,1894,f,f,f,
1665,1000,6134,f,f,f,
1666,1000,7174,f,f,f,
1667,1000,7172,f,f,f,
1668,10000,7130,f,f,f,
1669,5000,7170,f,f,f,
1671,4000,282,f,f,f,
1672,4000,290,f,f,f,
1673,4000,291,f,f,f,
1674,4000,292,f,f,f,
1675,4000,294,f,f,f,
1676,4000,298,f,f,f,
1677,4000,299,f,f,f,
1678,4000,300,f,f,f,
1679,4000,301,f,f,f,
1680,4000,302,f,f,f,
1681,4000,303,f,f,f,
1682,4000,305,f,f,f,
1683,4000,1210,f,f,f,
1684,4000,1211,f,f,f,
1685,4000,1537,f,f,f,
1686,4000,1538,f,f,f,
1687,4000,2059,f,f,f,
1688,4000,2060,f,f,f,
1689,4000,2061,f,f,f,
1690,4000,2702,f,f,f,
1691,4000,2703,f,f,f,
1692,4000,3179,f,f,f,
1693,4000,3675,f,f,f,
1694,4000,3676,f,f,f,
1695,4000,6927,f,f,f,
1696,4000,6929,f,f,f,
1697,4000,6931,f,f,f,
1698,4000,6933,f,f,f,
1699,4000,6935,f,f,f,
1700,4000,6995,f,f,f,
1701,4000,7019,f,f,f,
1702,4000,7029,f,f,f,
1703,4000,7031,f,f,f,
1704,4000,7033,f,f,f,
1705,4000,7035,f,f,f,
1706,4000,7038,f,f,f,
1707,4000,7049,f,f,f,
1708,4000,7150,f,f,f,
1709,4000,7152,f,f,f,
1710,4000,7154,f,f,f,
1711,4000,7156,f,f,f,
1712,4000,7158,f,f,f,
1713,4000,7160,f,f,f,
1714,4000,7162,f,f,f,
1715,4000,7164,f,f,f,
1716,1200,-1,f,f,f,
1717,3000,7215,f,f,f,
1718,10000,7218,f,f,f,
1719,10000,7222,f,f,f,
1720,10000,7221,f,f,f,
1721,4000,624,f,f,f,
1722,4000,625,f,f,f,
1726,1000,7229,f,f,f,
1727,180000,5582,f,f,f,
1728,180000,6167,f,f,f,
1729,300000,2139,f,f,f,
1730,6500,7251,f,f,f,
1731,6500,7254,f,f,f,
1732,6500,7256,f,f,f,
1733,6500,7258,f,f,f,
1734,6500,5712,f,f,f,
1735,4000,7267,f,f,f,
1736,1000,7245,f,f,f,
1737,1000,7247,f,f,f,
1739,4000,7282,f,f,f,
1740,4000,7284,f,f,f,
1744,7000,7286,f,f,f,
1745,3000,2592,f,f,f,
1747,5000,7287,f,f,f,
1748,5000,7202,f,f,f,
1749,10000,7310,f,f,f,
1750,1000,7317,f,f,f,
1751,1000,7318,f,f,f,
1752,300000,7329,f,f,f,
1753,1000,7330,f,f,f,
1754,1000,7330,f,f,f,
1755,1000,7333,f,f,f,
1756,1000,7333,f,f,f,
1757,1000,7336,f,f,f,
1758,1000,7336,f,f,f,
1759,1000,7339,f,f,f,
1760,1000,7339,f,f,f,
1761,1000,7342,f,f,f,
1762,1000,7342,f,f,f,
1763,1000,7345,f,f,f,
1764,1000,7345,f,f,f,
1765,1000,7348,f,f,f,
1766,1000,7348,f,f,f,
1767,1000,7351,f,f,f,
1768,1000,7351,f,f,f,
1769,3000,1004,f,f,f,
1771,1000,2592,f,f,f,
1772,3000,3083,f,f,f,
1773,3000,3084,f,f,f,
1774,10000,7358,f,f,f,
1775,610000,7359,f,f,f,
1776,10000,7361,f,f,f,
1777,610000,7362,f,f,f,
1778,1000,6850,f,f,f,
1779,600000,7055,f,f,f,
1780,600000,7055,f,f,f,
1781,5000,7379,f,f,f,
1782,3000,6971,f,f,f,
1784,20000,5599,f,f,f,
1785,10000,5599,f,f,f,
1788,1000,5234,f,f,f,
1789,1000,5238,f,f,f,
1790,1000,5239,f,f,f,
1791,10000,7395,f,f,f,
1792,10000,7397,f,f,f,
1793,10000,7399,f,f,f,
1794,10000,7401,f,f,f,
1796,20000,7402,f,f,f,
1797,20000,7403,f,f,f,
1800,10000,7407,f,f,f,
1801,3000,7410,f,f,f,
1803,500,7416,f,f,f,
1804,500,7415,f,f,f,
1806,0,5604,f,f,f,
1807,3000,7422,f,f,f,
1808,1000,7386,f,f,f,
1810,1000,7429,f,f,f,
1811,1000,2455,f,f,f,
1812,25000,7435,f,f,f,
1813,4000,7166,f,f,f,
1814,1000,7443,f,f,f,
1815,10000,7443,f,f,f,
1816,4000,7056,f,f,f,
1817,1000,7446,f,f,f,
1818,1000,7439,f,f,f,
1820,0,5604,f,f,f,
1821,0,5604,f,f,f,
1822,1000,7458,f,f,f,
1823,1000,7456,f,f,f,
1824,1666,7466,f,f,f,
1825,1666,7462,f,f,f,
1826,600000,7471,f,f,f,
1827,45000,7474,f,f,f,
1828,3600000,7483,f,f,f,
1829,3600000,7483,f,f,f,
1830,3600000,7483,f,f,f,
1831,0,7486,f,f,f,
1838,10800000,7483,f,f,f,
1839,1000,7496,f,f,f,
1840,3600000,7483,f,f,f,
1841,3600000,7483,f,f,f,
1842,3600000,7483,f,f,f,
1843,3600000,7483,f,f,f,
1844,3600000,7483,f,f,f,
1845,3600000,7483,f,f,f,
1846,3600000,7483,f,f,f,
1847,3600000,7483,f,f,f,
1848,3600000,7483,f,f,f,
1849,3600000,7483,f,f,f,
1850,3000,3965,f,f,f,
1851,3600000,7507,f,f,f,
1852,180000,6214,f,f,f,
1853,180000,6484,f,f,f,
1854,180000,5404,f,f,f,
1855,180000,7078,f,f,f,
1856,3000,2669,f,f,f,
1857,1000,1477,f,f,f,
1858,1000,7507,f,f,f,
1859,3600000,7510,f,f,f,
1860,1000,7515,f,f,f,
1861,1000,7521,f,f,f,
1862,1000,7519,f,f,f,
1863,60000,1881,f,f,f,
1866,10000,7537,f,f,f,
1868,1000,392,f,f,f,
1869,3000,357,f,f,f,
1870,180000,6683,f,f,f,
1871,180000,1625,f,f,f,
1872,1000,1131,f,f,f,
1873,500,7536,f,f,f,
1874,1000,7550,f,f,f,
1875,1000,7552,f,f,f,
1876,1000,7554,f,f,f,
1877,1000,7556,f,f,f,
1878,1000,7558,f,f,f,
1879,1000,7560,f,f,f,
1880,1000,7562,f,f,f,
1881,1000,7564,f,f,f,
1882,1000,7566,f,f,f,
1883,1000,7568,f,f,f,
1884,1000,2308,f,f,f,
1885,1000,3071,f,f,f,
1886,10000,7572,f,f,f,
1887,1000,1629,f,f,f,
1888,10000,7573,f,f,f,
1889,1000,4224,f,f,f,
1891,0,7576,f,f,f,
1892,2000,7578,f,f,f,
1893,5000,7584,f,f,f,
1894,10,2561,f,f,f,
1897,3000,7592,f,f,f,
1899,100,7595,f,f,f,
1901,4000,7234,f,f,f,
1906,20000,7625,f,f,f,
1907,4000,7628,f,f,f,
1909,10000,5465,f,f,f,
1910,10000,2511,f,f,f,
1911,10000,5462,f,f,f,
1912,86400000,7706,f,f,f,
1913,86400000,7708,f,f,f,
1915,500,7634,f,f,f,
1916,500,7635,f,f,f,
1918,500,7637,f,f,f,
1919,129600000,4792,f,t,f,소멸 예정: 
1920,500,7639,f,f,f,
1923,129600000,6314,f,t,f,소멸 예정: 
1930,500,7656,f,f,f,
1931,500,7658,f,f,f,
1932,129600000,2783,f,t,f,소멸 예정: 
1933,500,7662,f,f,f,
1943,500,7680,f,f,f,
1944,500,7682,f,f,f,
1945,500,7684,f,f,f,
1946,500,7685,f,f,f,
1948,500,7689,f,f,f,
1951,500,7693,f,f,f,
1952,500,7694,f,f,f,
1954,500,7697,f,f,f,
1956,500,7700,f,f,f,
1958,180000,7619,f,f,f,
1959,1000,7710,f,f,f,
1961,10800000,7726,f,f,f,
1962,1000,7718,f,f,f,
1963,10800000,7730,f,f,f,
1964,1000,7719,f,f,f,
1965,1000,7730,f,f,f,
1966,900000,7734,f,f,f,
1967,1000,7726,f,f,f,
1968,3600000,7706,f,f,f,
1969,10800000,7736,f,f,f,
1970,900000,7746,f,f,f,
1971,1000,7720,f,f,f,
1972,1000,7736,f,f,f,
1973,3600000,7706,f,f,f,
1974,10800000,7740,f,f,f,
1975,1000,7721,f,f,f,
1976,1000,7740,f,f,f,
1977,1000,7722,f,f,f,
1978,86400000,7745,f,f,f,
1979,75600000,7728,f,f,f,
1980,75600000,7732,f,f,f,
1981,75600000,7738,f,f,f,
1982,75600000,7742,f,f,f,
1983,900000,7748,f,f,f,
1984,3600000,7708,f,f,f,
1985,900000,7750,f,f,f,
1986,3600000,7708,f,f,f,
1987,86400000,7751,f,f,f,
1988,450000,7753,f,f,f,
1989,600000,1029,f,f,f,
1990,450000,7755,f,f,f,
1991,600000,1029,f,f,f,
1992,450000,7757,f,f,f,
1993,450000,7759,f,f,f,
1994,450000,7761,f,f,f,
1995,450000,7763,f,f,f,
1996,1200000,1043,f,f,f,
1997,450000,7765,f,f,f,
1998,1200000,1043,f,f,f,
1999,1200000,1043,f,f,f,
2000,450000,7767,f,f,f,
2001,1200000,1043,f,f,f,
2002,600000,1029,f,f,f,
2003,600000,1029,f,f,f,
2009,180000,6314,f,f,f,
2014,1000,7777,f,f,f,
2015,3600000,7542,f,f,f,
2016,3600000,7542,f,f,f,
2017,3600000,7542,f,f,f,
2018,3600000,7542,f,f,f,
2019,3600000,7542,f,f,f,
2020,3600000,7542,f,f,f,
2021,3600000,7542,f,f,f,
2022,3600000,7542,f,f,f,
2023,3600000,7542,f,f,f,
2024,3600000,7542,f,f,f,
2025,86400000,1029,f,f,f,
2026,600000,1029,f,f,f,
2027,600000,1029,f,f,f,
2028,600000,1029,f,f,f,
2029,600000,1029,f,f,f,
2030,600000,1029,f,f,f,
2031,600000,1029,f,f,f,
2032,600000,1029,f,f,f,
2033,600000,1029,f,f,f,
2034,86400000,1043,f,f,f,
2035,1200000,1043,f,f,f,
2036,1200000,1043,f,f,f,
2037,1200000,1043,f,f,f,
2038,1200000,1043,f,f,f,
2039,1200000,1043,f,f,f,
2040,1200000,1043,f,f,f,
2041,1200000,1043,f,f,f,
2042,1200000,1043,f,f,f,
2043,86400000,7706,f,f,f,
2044,3600000,7706,f,f,f,
2045,3600000,7706,f,f,f,
2046,3600000,7706,f,f,f,
2047,3600000,7706,f,f,f,
2048,86400000,7708,f,f,f,
2049,3600000,7708,f,f,f,
2050,3600000,7708,f,f,f,
2051,3600000,7708,f,f,f,
2052,3600000,7708,f,f,f,
2058,3000,7820,f,f,f,
2060,300000,4895,f,f,f,
2061,2000,7821,f,f,f,
2062,3000,7825,f,f,f,
2064,1000,1332,f,f,f,
2065,1000,1714,f,f,f,
2066,10000,1714,f,f,f,
2067,2000,7872,f,f,f,
2068,2000,1340,f,f,f,
2070,600000,7841,f,f,f,
2071,1000,7877,f,f,f,
2072,1000,7859,f,f,f,
2078,5000,7898,f,f,f,
2082,1000,7904,f,f,f,
2083,3000,7904,f,f,f,
2084,1000,7907,f,f,f,
2085,3000,7907,f,f,f,
2086,1000,7910,f,f,f,
2087,3000,7910,f,f,f,
2088,1000,7913,f,f,f,
2089,3000,7913,f,f,f,
2091,1000,7916,f,f,f,
2092,4000,7918,f,f,f,
2093,600000,7837,f,f,f,
2094,1000,7836,f,f,f,
2095,180000,7838,f,f,f,
2096,180000,7920,f,f,f,
2098,1000,7870,f,f,f,
2099,10000,7870,f,f,f,
2100,1000,7871,f,f,f,
2101,4000,7871,f,f,f,
2102,180000,7944,f,f,f,
2108,3600000,7916,f,f,f,
2109,3600000,7859,f,f,f,
2110,180000,7951,f,f,f,
2111,500,7954,f,f,f,
2112,10000,7952,f,f,f,
2113,300000,7957,f,f,f,
2120,201600000,2858,f,f,f,
2125,259200000,1776,f,f,f,
2134,180000,2727,f,f,f,
2139,180000,2689,f,f,f,
2149,244800000,908,f,f,f,
2154,345600000,2922,f,f,f,
2159,201600000,913,f,f,f,
2164,230400000,1788,f,f,f,
2169,244800000,888,f,f,f,
2174,302400000,2970,f,f,f,
2179,302400000,2685,f,f,f,
2184,345600000,2915,f,f,f,
2194,259200000,2889,f,f,f,
2199,180000,2837,f,f,f,
2204,180000,1768,f,f,f,
2209,180000,152,f,f,f,
2214,180000,181,f,f,f,
2219,180000,2954,f,f,f,
2224,180000,2673,f,f,f,
2229,180000,2780,f,f,f,
2239,230400000,1746,f,f,f,
2244,302400000,2636,f,f,f,
2249,345600000,1911,f,f,f,
2254,345600000,2908,f,f,f,
2259,259200000,2598,f,f,f,
2264,345600000,944,f,f,f,
2269,345600000,2706,f,f,f,
2274,518400000,1807,f,f,f,
2279,180000,2740,f,f,f,
2284,180000,2935,f,f,f,
2289,180000,898,f,f,f,
2294,180000,1707,f,f,f,
2299,180000,950,f,f,f,
2309,180000,2771,f,f,f,
2314,180000,1793,f,f,f,
2319,180000,2693,f,f,f,
2322,18000000,8125,f,f,f,
2324,518400000,6247,f,t,f,소멸 예정: 
2329,172800000,6892,f,t,f,소멸 예정: 
2331,180000,2851,f,f,f,
2332,180000,6892,f,f,f,
2334,172800000,6901,f,t,f,소멸 예정: 
2335,230400000,7679,f,t,f,소멸 예정: 
2337,180000,1802,f,f,f,
2338,180000,7679,f,f,f,
2339,259200000,6893,f,t,f,소멸 예정: 
2341,180000,2928,f,f,f,
2342,180000,6893,f,f,f,
2349,180000,193,f,f,f,
2350,180000,7688,f,f,f,
2351,60000,1788,f,f,f,
2355,172800000,7657,f,t,f,소멸 예정: 
2357,180000,885,f,f,f,
2358,180000,7657,f,f,f,
2363,172800000,7681,f,t,f,소멸 예정: 
2365,180000,905,f,f,f,
2366,180000,7681,f,f,f,
2367,172800000,5024,f,t,f,소멸 예정: 
2371,172800000,7661,f,t,f,소멸 예정: 
2373,180000,2684,f,f,f,
2374,180000,7661,f,f,f,
2375,172800000,7699,f,t,f,소멸 예정: 
2377,180000,2914,f,f,f,
2378,180000,7699,f,f,f,
2379,302400000,7683,f,t,f,소멸 예정: 
2381,180000,2983,f,f,f,
2382,180000,7683,f,f,f,
2383,172800000,7655,f,t,f,소멸 예정: 
2385,180000,2888,f,f,f,
2386,180000,7655,f,f,f,
2387,172800000,6895,f,t,f,소멸 예정: 
2389,180000,2634,f,f,f,
2390,180000,6895,f,f,f,
2391,172800000,7640,f,t,f,소멸 예정: 
2393,180000,2921,f,f,f,
2394,180000,7640,f,f,f,
2395,172800000,5021,f,t,f,소멸 예정: 
2399,172800000,6896,f,t,f,소멸 예정: 
2401,180000,1910,f,f,f,
2402,180000,6896,f,f,f,
2403,172800000,4996,f,t,f,소멸 예정: 
2407,172800000,6897,f,t,f,소멸 예정: 
2409,180000,2907,f,f,f,
2410,180000,6897,f,f,f,
2411,172800000,6898,f,t,f,소멸 예정: 
2413,180000,2597,f,f,f,
2414,180000,6898,f,f,f,
2415,172800000,6899,f,t,f,소멸 예정: 
2417,180000,941,f,f,f,
2418,180000,6899,f,f,f,
2419,172800000,6900,f,t,f,소멸 예정: 
2421,180000,2705,f,f,f,
2422,180000,6900,f,f,f,
2423,302400000,6347,f,t,f,소멸 예정: 
2425,180000,6347,f,f,f,
2426,500,6348,f,f,f,
2428,201600000,2727,f,t,f,소멸 예정: 
2430,500,6371,f,f,f,
2432,180000,926,f,f,f,
2433,201600000,2689,f,t,f,소멸 예정: 
2435,500,6384,f,f,f,
2437,180000,1782,f,f,f,
2438,201600000,6394,f,t,f,소멸 예정: 
2440,180000,6394,f,f,f,
2441,500,6395,f,f,f,
2443,244800000,6376,f,t,f,소멸 예정: 
2445,180000,6376,f,f,f,
2446,500,6377,f,f,f,
2448,302400000,6390,f,t,f,소멸 예정: 
2450,180000,6390,f,f,f,
2451,500,6391,f,f,f,
2453,244800000,6345,f,t,f,소멸 예정: 
2455,180000,6345,f,f,f,
2456,500,6346,f,f,f,
2458,302400000,6398,f,t,f,소멸 예정: 
2460,180000,6398,f,f,f,
2461,500,6399,f,f,f,
2463,345600000,6366,f,t,f,소멸 예정: 
2465,180000,6366,f,f,f,
2466,500,6367,f,f,f,
2468,172800000,5007,f,t,f,소멸 예정: 
2472,345600000,6386,f,t,f,소멸 예정: 
2474,180000,6386,f,f,f,
2475,500,6387,f,f,f,
2477,345600000,6396,f,t,f,소멸 예정: 
2479,180000,6396,f,f,f,
2480,500,6397,f,f,f,
2482,345600000,6388,f,t,f,소멸 예정: 
2484,180000,6388,f,f,f,
2485,500,6389,f,f,f,
2487,259200000,6364,f,t,f,소멸 예정: 
2489,180000,6364,f,f,f,
2490,180000,6365,f,f,f,
2494,180000,634,f,f,f,
2497,345600000,6360,f,t,f,소멸 예정: 
2499,180000,6360,f,f,f,
2500,500,6361,f,f,f,
2502,259200000,5014,f,t,f,소멸 예정: 
2506,345600000,6392,f,t,f,소멸 예정: 
2508,180000,6392,f,f,f,
2509,500,6393,f,f,f,
2511,518400000,6362,f,t,f,소멸 예정: 
2513,180000,6362,f,f,f,
2514,500,6363,f,f,f,
2518,180000,6180,f,f,f,
2519,500,6248,f,f,f,
2521,180000,7615,f,f,f,
2522,500,7621,f,f,f,
2523,4000,6862,f,f,f,
2525,10000,8132,f,f,f,
2526,1000,7889,f,f,f,
2527,8000,7889,f,f,f,
2528,1000,7851,f,f,f,
2529,10000,7930,f,f,f,
2530,2000,8137,f,f,f,
2531,2000,8139,f,f,f,
2532,2000,8141,f,f,f,
2533,1000,7848,f,f,f,
2534,1000,7846,f,f,f,
2535,1000,7856,f,f,f,
2536,1000,7856,f,f,f,
2538,2000,8162,f,f,f,
2539,10000,7868,f,f,f,
2540,60000,7868,f,f,f,
2541,3000,7832,f,f,f,
2542,1000,7858,f,f,f,
2543,3000,8169,f,f,f,
2544,4000,7840,f,f,f,
2545,1000,7849,f,f,f,
2548,1000,7833,f,f,f,
2549,50000,7834,f,f,f,
2554,2000,8211,f,f,f,
2555,5000,8201,f,f,f,
2556,10000,7931,f,f,f,
2558,1000,7845,f,f,f,
2559,2000,7845,f,f,f,
2560,1000,7835,f,f,f,
2562,1000,8219,f,f,f,
2563,1000,7844,f,f,f,
2564,1000,7854,f,f,f,
2565,1000,8225,f,f,f,
2567,302400000,2852,f,f,f,
2569,1000,7850,f,f,f,
2570,1000,8239,f,f,f,
2571,1000,1263,f,f,f,
2572,4000,7873,f,f,f,
2573,1000,7852,f,f,f,
2574,1000,7853,f,f,f,
2576,2000,7828,f,f,f,
2577,10000,8214,f,f,f,
2578,70000,7874,f,f,f,
2579,5000,8254,f,f,f,
2580,1000,1327,f,f,f,
2581,2000,1327,f,f,f,
2585,1000,8261,f,f,f,
2588,7200000,7859,f,f,f,
2590,1000,8157,f,f,f,
2592,1000,8157,f,f,f,
2593,1000,8272,f,f,f,
2594,1000,8272,f,f,f,
2595,1000,8207,f,f,f,
2596,3000,8290,f,f,f,
2597,40000,8288,f,f,f,
2598,1000,8265,f,f,f,
2599,1000,8266,f,f,f,
2600,1000,8291,f,f,f,
2601,1000,8292,f,f,f,
2602,1000,8293,f,f,f,
2603,1000,8294,f,f,f,
2604,1000,8295,f,f,f,
2605,1000,8296,f,f,f,
