id,fx_group_id,fx_item_id
2181,1247,1827
2183,1319,1830
2184,1320,639
2185,1320,1829
2186,1319,1831
2187,1321,1832
2188,1321,1833
2190,1323,1836
2191,1323,1835
2193,1324,1837
2194,1325,1838
2195,1321,1834
2197,1326,1840
2198,1327,1841
2200,1328,1839
2201,1329,1842
2202,1330,1844
2203,1331,1843
2204,1332,1845
2205,1332,1846
2206,1333,1847
2207,1334,1848
2208,1334,1849
2209,1334,1850
2210,1335,1852
2211,1335,1853
2212,1336,1851
2213,1324,1854
2214,1325,1855
2215,1337,1856
2216,1338,1857
2217,1339,1858
2218,1339,1859
2219,1339,1860
2221,1340,1861
2223,269,1862
2224,269,1863
2225,1341,1864
2226,1342,1865
2227,1342,1866
2228,1343,1867
2231,1344,1870
2232,1345,1869
2233,1346,1868
2234,1347,1871
2236,1338,1872
2237,1348,1873
2238,1349,1874
2239,1343,1875
2240,1350,1876
2241,1350,1877
2242,75,1878
2243,1351,1879
2244,1352,1880
2245,1353,1881
2246,1354,1882
2247,1339,1883
2248,1355,1884
2249,1355,1885
2250,1356,1886
2251,1357,1887
2252,1356,1888
2253,1358,1889
2254,1358,1890
2255,1359,1891
2256,1360,1892
2257,1361,1893
2258,1362,1894
2259,1363,1895
2260,1364,1896
2261,1365,1897
2262,1366,1898
2263,1367,1899
2264,1368,1908
2265,1369,1909
2266,1370,1910
2267,1371,1911
2268,1372,1912
2269,1373,1913
2270,1374,1914
2271,1375,1915
2272,1376,1916
2273,1377,1917
2274,1378,1918
2275,1379,1919
2276,1380,1920
2277,1381,1921
2278,1382,1922
2279,1383,1923
2280,1384,1900
2281,1385,1901
2282,1386,1902
2283,1387,1903
2284,1388,1904
2285,1389,1905
2286,1390,1906
2287,1391,1907
2288,1400,1924
2289,1400,1931
2290,1392,1925
2291,1393,1926
2292,1394,1927
2293,1395,1928
2294,1396,1929
2295,1397,1930
2296,1398,1932
2297,1399,1933
2298,1401,1934
2299,1402,1935
2300,1403,1936
2301,1402,1937
2302,1404,1935
2303,1404,1938
2304,1405,1939
2305,1406,1940
2306,1407,1941
2307,1408,1942
2308,1409,1943
2309,1410,1944
2310,1411,1945
2311,1412,1946
2312,1413,1947
2313,1414,1948
2314,1415,1949
2315,1416,1950
2316,1417,1951
2317,1418,1952
2318,1419,1953
2319,1420,1954
2321,1422,1956
2322,1423,1957
2323,1423,1958
2324,1424,1959
2325,1424,1960
2326,1424,1961
2327,1424,1962
2328,1358,1963
2329,1358,1964
2330,1359,1965
2331,1356,1966
2332,1357,1967
2333,1424,1968
2334,1425,1969
2335,1426,1970
2336,1427,950
2337,1427,1971
2338,1428,1972
2339,1429,1973
2340,1430,1974
2341,1285,1959
2342,1285,1960
2343,1285,1961
2344,1285,1962
2345,1285,1968
2346,1236,1975
2347,1237,1976
2348,1235,1977
2349,1431,164
2350,1431,1978
2351,1432,1979
2352,1433,1980
2353,1354,1981
2354,1434,1987
2355,1435,1985
2356,1436,1982
2357,1437,1983
2358,1438,1984
2359,1439,1988
2360,1440,1989
2362,1442,1990
2363,1443,1991
2364,1444,1992
2365,1444,1959
2366,1444,1960
2367,1444,1961
2368,1444,1962
2369,1444,1968
2370,1445,1993
2371,1440,1994
2372,1432,1995
2373,1433,1995
2374,1446,1996
2375,1446,1997
2376,1447,1998
2377,1447,1999
2378,1448,2000
2379,1449,2001
2380,1450,2002
2381,1451,2003
2382,1452,2004
2384,1453,2006
2385,1454,2007
2387,1454,2009
2388,1354,2010
2389,1456,2011
2390,1457,2008
2391,1458,2012
2392,1308,2013
2393,1428,2014
2394,1459,2015
2395,1460,2019
2396,1460,2020
2397,1461,2018
2398,1462,2017
2399,1463,2016
2403,1465,1115
2404,1465,2021
2405,1466,2024
2406,1467,2022
2407,1468,2023
2408,1421,1955
2409,1469,2025
2410,1469,2026
2411,1470,2027
2412,1471,2028
2413,1471,2029
2414,1472,2030
2416,1473,2031
2417,1474,2032
2418,1475,2033
2419,1093,2034
2422,1477,2036
2424,1476,2035
2425,1478,2037
2426,1479,2038
2427,1480,2039
2428,224,2040
2429,1481,247
2430,1481,1570
2431,1481,1576
2432,1481,1560
2433,1481,2041
2434,1482,2042
2435,1483,2044
2436,1484,2045
2437,1485,2046
2438,1486,2047
2439,1486,2048
2440,1487,2049
2441,1487,2050
2445,1488,345
2446,1488,694
2447,1488,702
2448,896,2053
2449,896,2055
2450,897,2052
2451,897,2054
2452,898,2051
2454,1489,2056
2455,1490,2057
2456,1491,2058
2457,1492,2059
2459,1493,2060
2460,1494,2061
2461,1495,2062
2462,127,169
2463,815,169
2464,821,169
2465,817,169
2466,819,168
2467,766,169
2468,1002,169
2469,131,169
2470,968,169
2471,287,169
2472,1001,169
2473,1317,169
2474,520,169
2475,1496,793
2476,1497,2063
2477,1498,2064
2478,1499,2065
2479,1500,2066
2480,1501,2067
2481,1502,2068
2482,1503,2069
2483,1504,2070
2484,1497,2071
2485,1505,2072
2486,1506,2074
2488,1506,2075
2489,1507,2073
2490,1508,2076
2491,1509,2074
2492,1509,2077
2493,1510,2078
2494,1510,2074
2495,1511,2079
2496,1512,2074
2497,1179,2080
2498,1513,2081
2499,1514,2082
2500,1515,2083
2501,1506,2084
2502,1506,2086
2503,1507,2085
2504,1509,2084
2505,1509,2087
2506,1510,2084
2507,1510,2088
2508,1511,2089
2509,1512,2084
2510,1508,2090
2511,1516,2091
2512,1517,2092
2513,1518,2093
2514,688,169
2515,1520,2094
2516,1521,2095
2517,1522,2096
2518,1521,2097
2519,1523,2098
2520,1524,2099
2521,1520,2100
2522,1525,2101
2523,1526,2102
2524,1526,2103
2525,1527,2104
2526,1527,2105
2527,1459,2106
2528,1528,2107
2529,1529,2108
2530,1530,1924
2531,1500,2109
2532,1519,1924
2533,1517,2093
2534,1517,2110
2535,1517,2111
2536,1435,2112
2537,1531,2113
2538,1485,2115
2539,1504,2116
2540,1532,2114
2541,1518,2111
2542,1533,2117
2543,1350,2118
2544,1350,2119
2545,1530,2120
2546,1532,2121
2547,1534,2122
2548,1535,2123
2549,1536,2124
2550,1537,2125
2551,1538,2126
2552,1539,2127
2553,1540,2128
2554,1541,2129
2555,1542,2130
2556,1543,2131
2557,1544,2132
2558,1545,2134
2559,1545,2135
2560,1546,2133
2561,1548,2136
2562,1548,2137
2563,1549,2138
2565,1547,0
2566,1547,2139
2567,1550,2140
2568,1551,2141
2569,912,2142
2570,912,2143
2571,1552,2144
2572,1553,2145
2573,1553,2146
2574,1554,2147
2575,1555,2148
2576,1555,2149
2577,1534,2150
2578,1556,2151
2579,1557,2152
2580,1558,2153
2581,1559,2154
2582,1560,2155
2583,1560,2156
2584,1560,2157
2585,1561,2158
2586,1562,2159
2587,1563,2160
2588,1564,2161
2589,1565,2162
2590,1566,2163
2591,1566,2164
2592,1555,2167
2593,1555,2168
2594,1553,2165
2595,1553,2166
2596,1567,2169
2597,1568,1985
2598,1568,1984
2599,1569,2170
2600,1562,2158
2601,1548,2171
2602,1548,2172
2603,1570,2173
2604,1570,2174
2605,1549,2175
2606,1570,2176
2607,1565,2177
2608,1565,2178
2609,1564,2179
2610,1566,2180
2611,1560,2181
2612,1560,2182
2613,1400,2120
2614,1400,2183
2615,1548,2184
2616,1571,2185
2617,1572,2186
2618,1574,2187
2620,1575,2188
2621,1576,2189
2622,1577,2190
2623,1578,2191
2624,1579,2192
2625,1580,2193
2626,1581,2194
2627,1582,2195
2628,1583,2185
2629,1584,2191
2630,1585,2196
2631,1557,2197
2632,1586,2198
2633,1587,2199
2634,1558,2200
2635,1559,2201
2636,1556,2202
2637,1588,2203
2638,1588,2204
2639,1577,2205
2640,1583,2206
2641,1589,2207
2643,1579,2208
2644,1580,2208
2646,1590,1564
2647,1590,2210
2649,1525,2211
2650,1591,2212
2651,1591,1734
2653,1592,2214
2654,845,2215
2655,1593,2216
2656,1594,2217
2657,1595,2218
2658,1596,2219
2659,1597,2220
2660,1598,2221
2661,1599,2222
2662,1600,2223
2663,1597,2224
2664,1601,2225
2665,1602,1882
2666,1602,2226
2667,1603,1882
2668,1603,2227
2669,1604,1882
2670,1604,2228
2671,1605,1882
2672,1605,2229
2673,1606,1882
2674,1606,2230
2675,1607,2218
2676,1608,1882
2677,1608,2231
2678,1609,1882
2679,1609,2232
2680,1594,2233
2681,1610,2234
2682,1611,2235
2683,1612,2236
2684,1613,2237
2685,1614,2238
2686,1614,2239
2687,1615,2240
2688,1616,2241
2691,1614,2242
2692,1614,2243
2693,1617,1068
2694,1617,2245
2695,1617,1252
2696,1618,1070
2697,1619,2246
2698,1620,2247
2699,1598,2251
2700,1596,2250
2701,1597,2248
2702,1597,2249
2703,1621,2252
2704,1215,2253
2705,1581,2254
2706,1576,2255
2707,1575,2256
2709,1533,2257
2710,1582,2258
2711,1589,2259
2712,1611,2260
2713,1612,2261
2714,1610,2262
2715,1619,2263
2716,1621,2264
2717,1622,2265
2718,1622,2266
2720,1624,2268
2721,1625,2270
2722,1626,2269
2723,1615,2272
2724,1616,2271
2725,1624,2273
2726,1626,2274
2727,1625,2275
2730,1602,2010
2731,1608,2010
2732,1606,2010
2733,1604,2010
2734,1609,2010
2735,1605,2010
2736,1627,2276
2737,1042,2277
2738,1628,2278
2739,1629,2279
2740,1630,2280
2741,1631,2281
2742,1631,2282
2743,1632,2283
2744,1633,2284
2745,1634,2287
2746,1635,2285
2747,1636,2286
2748,1632,2289
2749,1634,2288
2750,1633,2288
2751,1635,2288
2752,1636,2288
2753,1637,2291
2754,1638,2292
2756,1639,2293
2757,1640,2290
2758,1641,2294
2759,1641,2295
2760,1638,2296
2761,1637,2297
2762,1639,2298
2763,1640,2299
2764,1642,2300
2765,1643,2301
2766,1644,2302
2767,1645,2303
2768,608,2304
2769,608,2305
2770,608,2306
2771,1646,2307
2773,1646,2309
2775,1646,2311
2776,1647,2312
2777,1648,2308
2778,1648,2310
2779,1648,2311
2780,1649,2313
2781,1642,2314
2782,1643,2315
2784,1645,2317
2785,1646,2318
2786,1646,2319
2788,1648,2321
2789,1648,2322
2793,1651,2325
2794,1652,2324
2795,1650,2323
2796,1653,2326
2798,1654,2327
2800,1655,1985
2801,1655,1984
2802,1655,2196
2803,1650,2328
2804,1652,2329
2805,1651,2330
2806,1655,2260
2807,1656,2331
2809,1650,2331
2810,1657,2332
2811,911,2333
2812,911,2334
2813,1658,2335
2814,1135,2336
2815,1659,2337
2816,1659,2338
2817,1660,2339
2818,1661,2340
2819,1661,2341
2820,1662,2343
2821,1662,2342
2822,1663,2345
2823,1663,2344
2824,1664,2346
2825,1665,0
2826,1665,2347
2827,1666,2348
2828,1666,2349
2829,1667,2350
2830,1668,2351
2831,1668,2353
2832,1667,2352
2833,1669,2354
2834,1670,2355
2835,1671,2356
2836,1670,794
2837,1670,823
2839,1671,1560
2840,1672,2357
2841,1673,2358
2842,1519,2120
2843,1674,2359
2844,1675,2360
2845,1675,2361
2846,1676,2363
2847,1677,2362
2848,1678,2364
2849,1679,2365
2850,1680,2366
2851,1681,2367
2852,1681,2368
2853,1681,2369
2854,1682,2370
2855,1683,2371
2856,1684,2372
2857,1685,2373
2858,1686,2374
2859,1687,2375
2860,1688,2377
2861,1689,2376
2862,1678,2378
2863,1681,2379
2864,1681,2380
2865,1670,2381
2866,1690,2383
2867,1691,2382
2869,1690,2384
2870,1692,2386
2871,1692,2385
