id,craft_id,item_id,amount,rate,show_lower_crafts,use_grade,item_grade_id
859,875,5924,1,100,f,f,0
860,876,5925,1,100,f,f,0
861,877,5926,1,100,f,f,0
862,878,5927,1,100,f,f,0
863,879,5928,1,100,f,f,0
864,880,5929,1,100,f,f,0
865,881,5930,1,100,f,f,0
866,882,5931,1,100,f,f,0
867,883,5932,1,100,f,f,0
868,884,5933,1,100,f,f,0
869,885,5934,1,100,f,f,0
870,886,5935,1,100,f,f,0
871,887,5937,1,100,f,f,0
872,888,5938,1,100,f,f,0
873,890,5940,1,100,f,f,0
875,892,5942,1,100,f,f,0
876,893,5943,1,100,f,f,0
877,894,5944,1,100,f,f,0
878,895,5945,1,100,f,f,0
879,896,5946,1,100,f,f,0
880,897,5947,1,100,f,f,0
881,898,5948,1,100,f,f,0
882,899,5949,1,100,f,f,0
883,900,5950,1,100,f,f,0
884,901,5951,1,100,f,f,0
885,902,5952,1,100,f,f,0
886,903,5953,1,100,f,f,0
887,904,5954,1,100,f,f,0
888,905,5955,1,100,f,f,0
889,906,5956,1,100,f,f,0
890,907,5957,1,100,f,f,0
891,908,5958,1,100,f,f,0
892,909,5959,1,100,f,f,0
893,910,5960,1,100,f,f,0
894,911,5962,1,100,f,f,0
895,912,5963,1,100,f,f,0
896,913,5964,1,100,f,f,0
897,914,5965,1,100,f,f,0
898,915,5966,1,100,f,f,0
899,916,5967,1,100,f,f,0
900,917,5968,1,100,f,f,0
901,918,5969,1,100,f,f,0
902,919,5970,1,100,f,f,0
903,920,5971,1,100,f,f,0
905,922,5973,1,100,f,f,0
906,923,5974,1,100,f,f,0
907,924,5975,1,100,f,f,0
908,925,5976,1,100,f,f,0
909,926,5977,1,100,f,f,0
910,927,5978,1,100,f,f,0
911,928,5979,1,100,f,f,0
912,929,5980,1,100,f,f,0
913,930,5981,1,100,f,f,0
914,931,5982,1,100,f,f,0
915,932,5983,1,100,f,f,0
916,933,5984,1,100,f,f,0
917,934,5985,1,100,f,f,0
918,935,5986,1,100,f,f,0
919,936,5987,1,100,f,f,0
920,937,5988,1,100,f,f,0
929,947,5998,1,100,f,f,0
930,948,5999,1,100,f,f,0
931,949,6000,1,100,f,f,0
932,950,6001,1,100,f,f,0
933,951,6002,1,100,f,f,0
934,952,6003,1,100,f,f,0
935,953,6004,1,100,f,f,0
936,954,6005,1,100,f,f,0
937,955,6006,1,100,f,f,0
940,959,6010,1,100,f,f,0
941,960,6011,1,100,f,f,0
942,961,6012,1,100,f,f,0
946,965,6016,1,100,f,f,0
947,966,6017,1,100,f,f,0
948,967,6018,1,100,f,f,0
949,968,6019,1,100,f,f,0
950,969,6020,1,100,f,f,0
951,970,6021,1,100,f,f,0
952,971,6022,1,100,f,f,0
953,972,6023,1,100,f,f,0
954,973,6024,1,100,f,f,0
964,983,6034,1,100,f,f,0
965,984,6035,1,100,f,f,0
966,985,6036,1,100,f,f,0
967,986,6037,1,100,f,f,0
968,987,6038,1,100,f,f,0
969,988,6039,1,100,f,f,0
970,989,6040,1,100,f,f,0
971,990,6041,1,100,f,f,0
972,991,6042,1,100,f,f,0
976,995,6046,1,100,f,f,0
977,996,6047,1,100,f,f,0
978,997,6048,1,100,f,f,0
982,1001,6053,1,100,f,f,0
983,1002,6054,1,100,f,f,0
984,1004,6056,1,100,f,f,0
986,1006,6058,1,100,f,f,0
987,1007,6059,1,100,f,f,0
988,1008,6060,1,100,f,f,0
989,1009,6061,1,100,f,f,0
990,1010,6062,1,100,f,f,0
991,1011,6063,1,100,f,f,0
992,1012,6064,1,100,f,f,0
993,1013,6065,1,100,f,f,0
994,1014,6066,1,100,f,f,0
995,1015,6067,1,100,f,f,0
996,1016,6068,1,100,f,f,0
997,1017,6069,1,100,f,f,0
998,1018,6070,1,100,f,f,0
999,1019,6071,1,100,f,f,0
1000,1020,6072,1,100,f,f,0
1001,1021,6073,1,100,f,f,0
1002,1022,6074,1,100,f,f,0
1003,1023,6075,1,100,f,f,0
1004,1024,6076,1,100,f,f,0
1005,1025,6078,1,100,f,f,0
1006,1026,6079,1,100,f,f,0
1007,1028,6081,1,100,f,f,0
1009,1030,6083,1,100,f,f,0
1010,1031,6084,1,100,f,f,0
1011,1032,6085,1,100,f,f,0
1012,1033,6086,1,100,f,f,0
1013,1034,6087,1,100,f,f,0
1014,1035,6088,1,100,f,f,0
1015,1036,6089,1,100,f,f,0
1016,1037,6090,1,100,f,f,0
1017,1038,6091,1,100,f,f,0
1018,1039,6092,1,100,f,f,0
1019,1040,6093,1,100,f,f,0
1020,1041,6094,1,100,f,f,0
1021,1042,6095,1,100,f,f,0
1022,1043,6096,1,100,f,f,0
1023,1044,6097,1,100,f,f,0
1024,1045,6098,1,100,f,f,0
1025,1046,6099,1,100,f,f,0
1026,1047,6100,1,100,f,f,0
1027,1048,6101,1,100,f,f,0
1028,1049,6103,1,100,f,f,0
1029,1050,6104,1,100,f,f,0
1030,1052,6106,1,100,f,f,0
1032,1054,6108,1,100,f,f,0
1033,1055,6109,1,100,f,f,0
1034,1056,6110,1,100,f,f,0
1035,1057,6111,1,100,f,f,0
1036,1058,6112,1,100,f,f,0
1037,1059,6113,1,100,f,f,0
1038,1060,6114,1,100,f,f,0
1039,1061,6115,1,100,f,f,0
1040,1062,6116,1,100,f,f,0
1041,1063,6117,1,100,f,f,0
1042,1064,6118,1,100,f,f,0
1043,1065,6119,1,100,f,f,0
1044,1066,6120,1,100,f,f,0
1045,1067,6121,1,100,f,f,0
1046,1068,6122,1,100,f,f,0
1047,1069,6123,1,100,f,f,0
1048,1070,6124,1,100,f,f,0
1049,1071,6125,1,100,f,f,0
1050,1072,6126,1,100,f,f,0
1051,1073,6128,1,100,f,f,0
1052,1074,6129,1,100,f,f,0
1053,1076,6131,1,100,f,f,0
1055,1078,6133,1,100,f,f,0
1056,1079,6134,1,100,f,f,0
1057,1080,6135,1,100,f,f,0
1058,1081,6136,1,100,f,f,0
1059,1082,6137,1,100,f,f,0
1060,1083,6138,1,100,f,f,0
1061,1084,6139,1,100,f,f,0
1062,1085,6140,1,100,f,f,0
1063,1086,6141,1,100,f,f,0
1064,1087,6142,1,100,f,f,0
1065,1088,6143,1,100,f,f,0
1066,1089,6144,1,100,f,f,0
1067,1090,6145,1,100,f,f,0
1068,1091,6146,1,100,f,f,0
1069,1092,6147,1,100,f,f,0
1070,1093,6148,1,100,f,f,0
1071,1094,6149,1,100,f,f,0
1072,1095,6150,1,100,f,f,0
1073,1096,6151,1,100,f,f,0
1074,1097,6153,1,100,f,f,0
1075,1098,6154,1,100,f,f,0
1076,1100,6156,1,100,f,f,0
1078,1102,6158,1,100,f,f,0
1079,1103,6159,1,100,f,f,0
1080,1104,6160,1,100,f,f,0
1081,1105,6161,1,100,f,f,0
1082,1106,6162,1,100,f,f,0
1083,1107,6163,1,100,f,f,0
1084,1108,6164,1,100,f,f,0
1085,1109,6165,1,100,f,f,0
1086,1110,6166,1,100,f,f,0
1087,1111,6167,1,100,f,f,0
1088,1112,6168,1,100,f,f,0
1089,1113,6169,1,100,f,f,0
1090,1114,6170,1,100,f,f,0
1091,1115,6171,1,100,f,f,0
1092,1116,6172,1,100,f,f,0
1093,1117,6173,1,100,f,f,0
1094,1118,6174,1,100,f,f,0
1095,1119,6175,1,100,f,f,0
1096,1120,6176,1,100,f,f,0
1097,1121,6178,1,100,f,f,0
1098,1122,6179,1,100,f,f,0
1099,1124,6181,1,100,f,f,0
1101,1126,6183,1,100,f,f,0
1102,1127,6184,1,100,f,f,0
1103,1128,6185,1,100,f,f,0
1104,1129,6186,1,100,f,f,0
1105,1130,6187,1,100,f,f,0
1106,1131,6188,1,100,f,f,0
1107,1132,6189,1,100,f,f,0
1108,1133,6190,1,100,f,f,0
1109,1134,6191,1,100,f,f,0
1110,1135,6192,1,100,f,f,0
1111,1136,6193,1,100,f,f,0
1112,1137,6194,1,100,f,f,0
1113,1138,6195,1,100,f,f,0
1114,1139,6196,1,100,f,f,0
1115,1140,6197,1,100,f,f,0
1116,1141,6198,1,100,f,f,0
1117,1142,6199,1,100,f,f,0
1118,1143,6200,1,100,f,f,0
1119,1144,6201,1,100,f,f,0
1120,1145,6203,1,100,f,f,0
1121,1146,6204,1,100,f,f,0
1122,1148,6206,1,100,f,f,0
1124,1150,6208,1,100,f,f,0
1125,1151,6209,1,100,f,f,0
1126,1152,6210,1,100,f,f,0
1127,1154,6212,1,100,f,f,0
1128,1155,6213,1,100,f,f,0
1129,1156,6214,1,100,f,f,0
1130,1157,6215,1,100,f,f,0
1131,1158,6216,1,100,f,f,0
1132,1159,6217,1,100,f,f,0
1133,1160,6218,1,100,f,f,0
1134,1161,6219,1,100,f,f,0
1135,1162,6220,1,100,f,f,0
1136,1163,6221,1,100,f,f,0
1137,1164,6222,1,100,f,f,0
1138,1165,6223,1,100,f,f,0
1139,1166,6224,1,100,f,f,0
1140,1167,6225,1,100,f,f,0
1141,1168,6226,1,100,f,f,0
1142,1169,6228,1,100,f,f,0
1143,1170,6229,1,100,f,f,0
1144,1172,6231,1,100,f,f,0
1146,1174,6233,1,100,f,f,0
1147,1175,6234,1,100,f,f,0
1148,1176,6235,1,100,f,f,0
1149,1177,6236,1,100,f,f,0
1150,1178,6237,1,100,f,f,0
1151,1179,6238,1,100,f,f,0
1152,1180,6239,1,100,f,f,0
1153,1181,6240,1,100,f,f,0
1154,1182,6241,1,100,f,f,0
1155,1183,6242,1,100,f,f,0
1156,1184,6243,1,100,f,f,0
1157,1185,6244,1,100,f,f,0
1158,1186,6245,1,100,f,f,0
1159,1187,6246,1,100,f,f,0
1160,1188,6247,1,100,f,f,0
1161,1189,6248,1,100,f,f,0
1162,1190,6249,1,100,f,f,0
1163,1191,6250,1,100,f,f,0
1164,1192,6251,1,100,f,f,0
1165,1193,7225,1,100,f,f,0
1166,1194,7226,1,100,f,f,0
1167,1195,7227,1,100,f,f,0
1168,1196,7228,1,100,f,f,0
1169,1197,7229,1,100,f,f,0
1170,1198,7230,1,100,f,f,0
1171,1199,7231,1,100,f,f,0
1172,1200,7232,1,100,f,f,0
1173,1201,7233,1,100,f,f,0
1174,1202,7234,1,100,f,f,0
1175,1203,7235,1,100,f,f,0
1176,1204,7236,1,100,f,f,0
1177,1205,7237,1,100,f,f,0
1178,1206,7238,1,100,f,f,0
1179,1207,7239,1,100,f,f,0
1180,1208,7240,1,100,f,f,0
1181,1209,7241,1,100,f,f,0
1182,1210,7242,1,100,f,f,0
1183,1211,7243,1,100,f,f,0
1184,1212,7244,1,100,f,f,0
1185,1213,7245,1,100,f,f,0
1186,1214,7246,1,100,f,f,0
1187,1215,7247,1,100,f,f,0
1188,1216,7248,1,100,f,f,0
1189,1217,7249,1,100,f,f,0
1190,1218,7250,1,100,f,f,0
1191,1219,7251,1,100,f,f,0
1192,1220,7252,1,100,f,f,0
1193,1221,7253,1,100,f,f,0
1194,1222,7254,1,100,f,f,0
1195,1223,7255,1,100,f,f,0
1196,1224,7256,1,100,f,f,0
1197,1225,7257,1,100,f,f,0
1198,1226,7258,1,100,f,f,0
1199,1227,7259,1,100,f,f,0
1201,1229,7261,1,100,f,f,0
1202,1230,7262,1,100,f,f,0
1203,1231,7263,1,100,f,f,0
1204,1232,7264,1,100,f,f,0
1205,1233,7265,1,100,f,f,0
1206,1234,7266,1,100,f,f,0
1207,1235,7267,1,100,f,f,0
1208,1236,7268,1,100,f,f,0
1209,1237,7269,1,100,f,f,0
1210,1238,7270,1,100,f,f,0
1211,1239,7271,1,100,f,f,0
1212,1240,7272,1,100,f,f,0
1213,1241,7273,1,100,f,f,0
1214,1242,7274,1,100,f,f,0
1215,1243,7275,1,100,f,f,0
1216,1244,7276,1,100,f,f,0
1217,1245,7277,1,100,f,f,0
1219,1247,7279,1,100,f,f,0
1220,1248,7280,1,100,f,f,0
1221,1249,7281,1,100,f,f,0
1222,1250,7282,1,100,f,f,0
1223,1251,7283,1,100,f,f,0
1224,1252,7284,1,100,f,f,0
1225,1253,7285,1,100,f,f,0
1226,1254,7286,1,100,f,f,0
1228,1256,7288,1,100,f,f,0
1229,1257,7289,1,100,f,f,0
1230,1258,7290,1,100,f,f,0
1231,1259,7291,1,100,f,f,0
1232,1260,7292,1,100,f,f,0
1233,1261,7293,1,100,f,f,0
1234,1262,7294,1,100,f,f,0
1235,1263,7295,1,100,f,f,0
1237,1265,7297,1,100,f,f,0
1238,1266,7298,1,100,f,f,0
1239,1267,7299,1,100,f,f,0
1240,1268,7300,1,100,f,f,0
1241,1269,7301,1,100,f,f,0
1242,1270,7302,1,100,f,f,0
1243,1271,7303,1,100,f,f,0
1244,1272,7304,1,100,f,f,0
1245,1273,7305,1,100,f,f,0
1246,1274,7306,1,100,f,f,0
1247,1275,7307,1,100,f,f,0
1248,1276,7308,1,100,f,f,0
1249,1277,7309,1,100,f,f,0
1250,1278,7310,1,100,f,f,0
1251,1279,7311,1,100,f,f,0
1252,1280,7312,1,100,f,f,0
1253,1281,7313,1,100,f,f,0
1254,1282,7314,1,100,f,f,0
1255,1283,7315,1,100,f,f,0
1256,1284,7316,1,100,f,f,0
1257,1285,7317,1,100,f,f,0
1258,1286,7318,1,100,f,f,0
1259,1287,7319,1,100,f,f,0
1260,1288,7320,1,100,f,f,0
1261,1289,7321,1,100,f,f,0
1262,1290,7322,1,100,f,f,0
1263,1291,7323,1,100,f,f,0
1264,1292,7324,1,100,f,f,0
1265,1293,7325,1,100,f,f,0
1266,1294,7326,1,100,f,f,0
1267,1295,7327,1,100,f,f,0
1268,1296,7328,1,100,f,f,0
1270,1298,7330,1,100,f,f,0
1271,1299,7331,1,100,f,f,0
1272,1300,7332,1,100,f,f,0
1273,1301,7333,1,100,f,f,0
1274,1302,7334,1,100,f,f,0
1275,1303,7335,1,100,f,f,0
1276,1304,7336,1,100,f,f,0
1277,1305,7337,1,100,f,f,0
1278,1306,7338,1,100,f,f,0
1279,1307,7339,1,100,f,f,0
1280,1308,7340,1,100,f,f,0
1281,1309,7341,1,100,f,f,0
1282,1310,7342,1,100,f,f,0
1283,1311,7343,1,100,f,f,0
1284,1312,7344,1,100,f,f,0
1285,1313,7345,1,100,f,f,0
1286,1314,7346,1,100,f,f,0
1287,1315,7347,1,100,f,f,0
1288,1316,7348,1,100,f,f,0
1289,1317,7349,1,100,f,f,0
1290,1318,7350,1,100,f,f,0
1291,1319,7351,1,100,f,f,0
1292,1320,7352,1,100,f,f,0
1293,1321,7353,1,100,f,f,0
1294,1322,7354,1,100,f,f,0
1295,1323,7355,1,100,f,f,0
1297,1325,7357,1,100,f,f,0
1298,1326,7358,1,100,f,f,0
1299,1327,7359,1,100,f,f,0
1300,1328,7360,1,100,f,f,0
1301,1329,7361,1,100,f,f,0
1302,1330,7362,1,100,f,f,0
1303,1331,7363,1,100,f,f,0
1304,1332,7364,1,100,f,f,0
1305,1333,7365,1,100,f,f,0
1306,1334,7366,1,100,f,f,0
1307,1335,7367,1,100,f,f,0
1308,1336,7368,1,100,f,f,0
1309,1337,7369,1,100,f,f,0
1310,1338,7370,1,100,f,f,0
1311,1339,7371,1,100,f,f,0
1312,1340,7372,1,100,f,f,0
1313,1341,7373,1,100,f,f,0
1314,1342,7374,1,100,f,f,0
1315,1343,7375,1,100,f,f,0
1316,1344,7376,1,100,f,f,0
1317,1345,7377,1,100,f,f,0
1318,1346,7378,1,100,f,f,0
1319,1347,7379,1,100,f,f,0
1320,1348,7380,1,100,f,f,0
1321,1349,7381,1,100,f,f,0
1322,1350,7382,1,100,f,f,0
1324,1352,7384,1,100,f,f,0
1325,1353,7385,1,100,f,f,0
1326,1354,7386,1,100,f,f,0
1327,1355,7387,1,100,f,f,0
1328,1356,7388,1,100,f,f,0
1329,1357,7389,1,100,f,f,0
1330,1358,7390,1,100,f,f,0
1331,1359,7391,1,100,f,f,0
1332,1360,7392,1,100,f,f,0
1333,1361,7393,1,100,f,f,0
1334,1362,7394,1,100,f,f,0
1335,1363,7395,1,100,f,f,0
1336,1364,7396,1,100,f,f,0
1337,1365,7397,1,100,f,f,0
1338,1366,7398,1,100,f,f,0
1339,1367,7399,1,100,f,f,0
1340,1368,7400,1,100,f,f,0
1341,1369,7401,1,100,f,f,0
1342,1370,7402,1,100,f,f,0
1343,1371,7403,1,100,f,f,0
1344,1372,7404,1,100,f,f,0
1345,1373,7405,1,100,f,f,0
1346,1374,7406,1,100,f,f,0
1347,1375,7407,1,100,f,f,0
1348,1376,7408,1,100,f,f,0
1349,1377,7409,1,100,f,f,0
1351,1379,7411,1,100,f,f,0
1352,1380,7412,1,100,f,f,0
1353,1381,7413,1,100,f,f,0
1354,1382,7414,1,100,f,f,0
1355,1383,7415,1,100,f,f,0
1356,1384,7416,1,100,f,f,0
1357,1385,7417,1,100,f,f,0
1358,1386,7418,1,100,f,f,0
1359,1387,7419,1,100,f,f,0
1360,1388,7420,1,100,f,f,0
1361,1389,7421,1,100,f,f,0
1362,1390,7422,1,100,f,f,0
1363,1391,7423,1,100,f,f,0
1364,1392,7424,1,100,f,f,0
1365,1393,7425,1,100,f,f,0
1366,1394,7426,1,100,f,f,0
1367,1395,7427,1,100,f,f,0
1368,1396,7428,1,100,f,f,0
1369,1397,7429,1,100,f,f,0
1370,1398,7430,1,100,f,f,0
1371,1399,7431,1,100,f,f,0
1372,1400,7432,1,100,f,f,0
1373,1401,7433,1,100,f,f,0
1374,1402,7434,1,100,f,f,0
1375,1403,7435,1,100,f,f,0
1376,1404,7436,1,100,f,f,0
1378,1406,7438,1,100,f,f,0
1379,1407,7439,1,100,f,f,0
1380,1408,7440,1,100,f,f,0
1381,1409,7441,1,100,f,f,0
1382,1410,7442,1,100,f,f,0
1383,1411,7443,1,100,f,f,0
1384,1412,7444,1,100,f,f,0
1385,1413,7445,1,100,f,f,0
1386,1414,7446,1,100,f,f,0
1387,1415,7447,1,100,f,f,0
1388,1416,7448,1,100,f,f,0
1389,1417,7449,1,100,f,f,0
1390,1418,7450,1,100,f,f,0
1391,1419,7451,1,100,f,f,0
1392,1420,7452,1,100,f,f,0
1393,1421,7453,1,100,f,f,0
1394,1422,7454,1,100,f,f,0
1395,1423,7455,1,100,f,f,0
1396,1424,7456,1,100,f,f,0
1397,1425,7457,1,100,f,f,0
1398,1426,7458,1,100,f,f,0
1399,1427,7459,1,100,f,f,0
1400,1428,7460,1,100,f,f,0
1401,1429,7461,1,100,f,f,0
1402,1430,7462,1,100,f,f,0
1403,1431,7463,1,100,f,f,0
1405,1433,7465,1,100,f,f,0
1406,1434,7466,1,100,f,f,0
1407,1435,7467,1,100,f,f,0
1408,1436,7468,1,100,f,f,0
1409,1437,7469,1,100,f,f,0
1410,1438,7470,1,100,f,f,0
1411,1439,7471,1,100,f,f,0
1412,1440,7472,1,100,f,f,0
1413,1441,7473,1,100,f,f,0
1414,1442,7474,1,100,f,f,0
1415,1443,7475,1,100,f,f,0
1416,1444,7476,1,100,f,f,0
1417,1445,7477,1,100,f,f,0
1418,1446,7478,1,100,f,f,0
1419,1447,7479,1,100,f,f,0
1420,1448,7480,1,100,f,f,0
1421,1449,7481,1,100,f,f,0
1422,1450,7482,1,100,f,f,0
1423,1451,7483,1,100,f,f,0
1424,1452,7484,1,100,f,f,0
1425,1453,7485,1,100,f,f,0
1426,1454,7486,1,100,f,f,0
1427,1455,7487,1,100,f,f,0
1428,1456,7488,1,100,f,f,0
1429,1457,7489,1,100,f,f,0
1430,1458,7490,1,100,f,f,0
1432,1460,7492,1,100,f,f,0
1433,1461,7493,1,100,f,f,0
1434,1462,7494,1,100,f,f,0
1435,1463,7495,1,100,f,f,0
1436,1464,7496,1,100,f,f,0
1437,1465,7497,1,100,f,f,0
1438,1466,7498,1,100,f,f,0
1439,1467,7499,1,100,f,f,0
1440,1468,7500,1,100,f,f,0
1441,1469,7501,1,100,f,f,0
1442,1470,7502,1,100,f,f,0
1443,1471,7503,1,100,f,f,0
1444,1472,7504,1,100,f,f,0
1445,1473,7505,1,100,f,f,0
1446,1474,7506,1,100,f,f,0
1447,1475,7507,1,100,f,f,0
1448,1476,7508,1,100,f,f,0
1449,1477,7509,1,100,f,f,0
1450,1478,7510,1,100,f,f,0
1451,1479,7511,1,100,f,f,0
1452,1480,7512,1,100,f,f,0
1453,1481,7513,1,100,f,f,0
1454,1482,7514,1,100,f,f,0
1455,1483,7515,1,100,f,f,0
1456,1484,7516,1,100,f,f,0
1457,1485,7517,1,100,f,f,0
1458,1486,7518,1,100,f,f,0
1459,1487,7519,1,100,f,f,0
1460,1488,7520,1,100,f,f,0
1461,1489,7521,1,100,f,f,0
1462,1490,7522,1,100,f,f,0
1463,1491,7523,1,100,f,f,0
1464,1492,7524,1,100,f,f,0
1465,1493,7525,1,100,f,f,0
1466,1494,7526,1,100,f,f,0
1467,1495,7527,1,100,f,f,0
1468,1496,7528,1,100,f,f,0
1469,1497,7529,1,100,f,f,0
1470,1498,7530,1,100,f,f,0
1471,1499,7531,1,100,f,f,0
1472,1500,7532,1,100,f,f,0
1473,1501,7533,1,100,f,f,0
1474,1502,7534,1,100,f,f,0
1475,1503,7535,1,100,f,f,0
1476,1504,7536,1,100,f,f,0
1477,1505,7537,1,100,f,f,0
1478,1506,7538,1,100,f,f,0
1479,1507,7539,1,100,f,f,0
1480,1508,7540,1,100,f,f,0
1481,1509,7541,1,100,f,f,0
1482,1510,7542,1,100,f,f,0
1483,1511,7543,1,100,f,f,0
1484,1512,7544,1,100,f,f,0
1485,1513,7545,1,100,f,f,0
1486,1514,7546,1,100,f,f,0
1487,1515,7547,1,100,f,f,0
1488,1516,7548,1,100,f,f,0
1489,1517,7549,1,100,f,f,0
1490,1518,7550,1,100,f,f,0
1492,1520,7552,1,100,f,f,0
1493,1521,7553,1,100,f,f,0
1494,1522,7554,1,100,f,f,0
1495,1523,7555,1,100,f,f,0
1496,1524,7556,1,100,f,f,0
1497,1525,7557,1,100,f,f,0
1498,1526,7558,1,100,f,f,0
1499,1527,7559,1,100,f,f,0
1500,1528,7560,1,100,f,f,0
1501,1529,7561,1,100,f,f,0
1502,1530,7562,1,100,f,f,0
1503,1531,7563,1,100,f,f,0
1505,1533,7565,1,100,f,f,0
1507,1535,7567,1,100,f,f,0
1508,1536,7568,1,100,f,f,0
1509,1537,7569,1,100,f,f,0
1510,1538,7570,1,100,f,f,0
1511,1539,7571,1,100,f,f,0
1512,1540,7572,1,100,f,f,0
1513,1541,7573,1,100,f,f,0
1514,1542,7574,1,100,f,f,0
1515,1543,7575,1,100,f,f,0
1516,1544,7576,1,100,f,f,0
1517,1545,7577,1,100,f,f,0
1519,1547,7579,1,100,f,f,0
1520,1548,7580,1,100,f,f,0
1521,1549,7581,1,100,f,f,0
1522,1550,7582,1,100,f,f,0
1523,1551,7583,1,100,f,f,0
1524,1552,7584,1,100,f,f,0
1525,1553,7585,1,100,f,f,0
1526,1554,7586,1,100,f,f,0
1527,1555,7587,1,100,f,f,0
1528,1556,7588,1,100,f,f,0
1529,1557,7589,1,100,f,f,0
1530,1558,7590,1,100,f,f,0
1531,1559,7591,1,100,f,f,0
1532,1560,7592,1,100,f,f,0
1534,1562,7594,1,100,f,f,0
1535,1563,7595,1,100,f,f,0
1536,1564,7596,1,100,f,f,0
1537,1565,7597,1,100,f,f,0
1538,1566,7598,1,100,f,f,0
1539,1567,7599,1,100,f,f,0
1540,1568,7600,1,100,f,f,0
1541,1569,7601,1,100,f,f,0
1542,1570,7602,1,100,f,f,0
1543,1571,7603,1,100,f,f,0
1544,1572,7604,1,100,f,f,0
1546,1574,7606,1,100,f,f,0
1547,1575,7607,1,100,f,f,0
1548,1576,7608,1,100,f,f,0
1549,1577,7609,1,100,f,f,0
1550,1578,7610,1,100,f,f,0
1551,1579,7611,1,100,f,f,0
1552,1580,7612,1,100,f,f,0
1553,1581,7613,1,100,f,f,0
1554,1582,7614,1,100,f,f,0
1555,1583,7615,1,100,f,f,0
1556,1584,7616,1,100,f,f,0
1557,1585,7617,1,100,f,f,0
1558,1586,7618,1,100,f,f,0
1559,1587,7619,1,100,f,f,0
1561,1589,7621,1,100,f,f,0
1562,1590,7622,1,100,f,f,0
1563,1591,7623,1,100,f,f,0
1564,1592,7624,1,100,f,f,0
1565,1593,7625,1,100,f,f,0
1566,1594,7626,1,100,f,f,0
1567,1595,7627,1,100,f,f,0
1568,1596,7628,1,100,f,f,0
1569,1597,7629,1,100,f,f,0
1570,1598,7630,1,100,f,f,0
1571,1599,7631,1,100,f,f,0
1573,1601,7633,1,100,f,f,0
1574,1602,7634,1,100,f,f,0
1575,1603,7635,1,100,f,f,0
1576,1604,7636,1,100,f,f,0
1577,1605,7637,1,100,f,f,0
1578,1606,7638,1,100,f,f,0
1579,1607,7639,1,100,f,f,0
1580,1608,7640,1,100,f,f,0
1581,1609,7641,1,100,f,f,0
1582,1610,7642,1,100,f,f,0
1583,1611,7643,1,100,f,f,0
1584,1612,7644,1,100,f,f,0
1586,1614,7646,1,100,f,f,0
1587,1615,7647,1,100,f,f,0
1588,1616,7648,1,100,f,f,0
1589,1617,7649,1,100,f,f,0
1590,1618,7650,1,100,f,f,0
1591,1619,7651,1,100,f,f,0
1592,1620,7652,1,100,f,f,0
1593,1621,7653,1,100,f,f,0
1594,1622,7654,1,100,f,f,0
1595,1623,7655,1,100,f,f,0
1596,1624,7656,1,100,f,f,0
1597,1625,7657,1,100,f,f,0
1598,1626,7658,1,100,f,f,0
1599,1627,7659,1,100,f,f,0
1600,1628,7660,1,100,f,f,0
1602,1630,7662,1,100,f,f,0
1603,1631,7663,1,100,f,f,0
1604,1632,7664,1,100,f,f,0
1605,1633,7665,1,100,f,f,0
1606,1634,7666,1,100,f,f,0
1607,1635,7667,1,100,f,f,0
1608,1636,7668,1,100,f,f,0
1609,1637,7669,1,100,f,f,0
1610,1638,7670,1,100,f,f,0
1611,1639,7671,1,100,f,f,0
1612,1640,7672,1,100,f,f,0
1613,1641,7673,1,100,f,f,0
1614,1642,7674,1,100,f,f,0
1615,1643,7675,1,100,f,f,0
1616,1644,7676,1,100,f,f,0
1617,1645,7677,1,100,f,f,0
1618,1646,7678,1,100,f,f,0
1619,1647,7679,1,100,f,f,0
1620,1648,7680,1,100,f,f,0
1621,1649,7681,1,100,f,f,0
1622,1650,7682,1,100,f,f,0
1623,1651,7683,1,100,f,f,0
1624,1652,7684,1,100,f,f,0
1625,1653,7685,1,100,f,f,0
1626,1654,7686,1,100,f,f,0
1627,1655,7687,1,100,f,f,0
1629,1657,7689,1,100,f,f,0
1630,1658,7690,1,100,f,f,0
1631,1659,7691,1,100,f,f,0
1632,1660,7692,1,100,f,f,0
1633,1661,7693,1,100,f,f,0
1634,1662,7694,1,100,f,f,0
1635,1663,7695,1,100,f,f,0
1636,1664,7696,1,100,f,f,0
1637,1665,7697,1,100,f,f,0
1638,1666,7698,1,100,f,f,0
1639,1667,7699,1,100,f,f,0
1640,1668,7700,1,100,f,f,0
1641,1669,6742,1,100,f,f,0
1642,1670,6743,1,100,f,f,0
1643,1671,6744,1,100,f,f,0
1644,1672,6745,1,100,f,f,0
1645,1673,6746,1,100,f,f,0
1646,1674,6747,1,100,f,f,0
1647,1675,6748,1,100,f,f,0
1648,1676,6749,1,100,f,f,0
1649,1677,6750,1,100,f,f,0
1650,1678,6751,1,100,f,f,0
1651,1679,6752,1,100,f,f,0
1652,1680,6753,1,100,f,f,0
1653,1681,6754,1,100,f,f,0
1654,1682,6755,1,100,f,f,0
1655,1683,6756,1,100,f,f,0
1656,1684,6757,1,100,f,f,0
1657,1685,6758,1,100,f,f,0
1658,1686,6759,1,100,f,f,0
1659,1687,6760,1,100,f,f,0
1660,1688,6761,1,100,f,f,0
1661,1689,6762,1,100,f,f,0
1662,1690,6763,1,100,f,f,0
1663,1691,6764,1,100,f,f,0
