id,npc_id,merchant_pack_id
2406,13313,254
2407,13289,164
2408,13128,255
2409,13456,140
2410,13457,141
2411,13458,171
2413,13459,190
2414,13460,145
2419,13468,256
2420,13468,164
2422,13445,257
2423,13446,257
2424,13447,257
2425,13448,257
2426,13498,154
2427,13500,220
2428,13501,221
2429,13502,221
2430,13503,220
2431,13504,154
2432,13521,154
2433,13529,154
2434,13538,154
2435,13523,220
2436,13531,220
2437,13541,220
2438,13524,221
2439,13532,221
2440,13542,221
2441,13507,171
2442,13508,171
2443,13509,141
2444,13510,141
2445,13511,190
2446,13512,190
2448,13590,145
2449,13592,141
2450,13591,140
2451,13593,171
2452,6501,171
2453,6509,171
2454,13587,141
2455,13586,140
2456,6502,141
2457,6510,141
2458,6503,190
2459,6511,190
2460,13588,171
2461,13585,145
2462,13596,140
2463,13601,140
2464,13606,140
2465,13597,141
2466,13602,141
2467,13607,141
2468,13595,145
2469,13600,145
2470,13605,145
2471,13603,171
2472,13598,171
2473,13608,171
2474,13630,259
2475,13631,260
2476,13732,220
2477,13731,221
2478,13730,154
2479,13987,261
2480,13987,262
8000001,7778,221
