id,npc_id
3656,9789
3658,9789
3664,9789
3665,10857
3667,9789
3668,9789
3672,9789
3673,9789
3675,9789
3678,2977
3679,9789
3680,9790
3681,9789
3682,1061
3684,8690
3685,4346
3686,10537
3688,10550
3689,10555
3690,10557
3691,11256
3692,8120
3693,11269
3694,11269
3695,10559
3696,11278
3697,11278
3698,11280
3700,10563
3701,11282
3702,10798
3703,4272
3705,9789
3706,6988
3707,11573
3708,10556
3709,11574
3710,9789
3712,11081
3713,11081
3714,11081
3715,11081
3716,11081
3717,11081
3718,8064
3719,11081
3720,11081
3721,11081
3722,11081
3723,11081
3724,11080
3725,11080
3726,11080
3727,11081
3728,11080
3729,11076
3730,11085
3731,11076
3732,11085
3733,11077
3734,11086
3735,11077
3736,11086
3737,11077
3738,11086
3739,11077
3740,11086
3741,11077
3742,11086
3743,11077
3744,11086
3745,11077
3746,11086
3747,11077
3748,11086
3750,294
3751,167
3752,168
3753,11075
3754,11084
3755,11075
3756,11084
3757,11075
3758,11084
3759,11075
3760,11084
3761,11075
3762,11084
3763,11077
3764,11086
3765,11934
3767,10149
3768,11070
3769,11070
3770,11070
3771,11070
3772,11079
3773,11079
3774,11079
3775,11079
3776,8118
3777,11073
3778,11082
3779,4241
3780,11073
3781,11082
3782,11073
3783,11965
3784,9921
3785,11994
3786,5669
3787,12006
3788,9789
3789,9789
3791,11120
3792,11082
3793,11073
3794,11082
3795,11073
3796,11082
3797,11073
3798,11082
3800,12019
3801,11074
3803,7054
3804,11083
3805,10894
3806,8819
3808,11074
3809,11083
3810,11074
3811,11083
3813,11074
3814,11083
3815,11074
3816,11083
3817,11074
3818,11083
3819,8819
3820,11080
3821,11080
3822,11080
3823,11080
3824,11080
3825,11080
3826,11080
3827,11080
3828,11080
3829,11080
3830,11080
3831,11080
3832,11080
3833,11080
3834,11080
3835,11080
3836,11080
3837,11080
3838,11080
3839,11080
3840,11080
3841,11080
3842,11080
3843,11080
3844,11080
3845,11080
3846,11080
3847,11080
3848,11080
3849,11080
3850,5776
3851,3431
3852,11080
3853,12049
3854,12057
3855,5698
3856,5747
3857,5742
3858,11073
3859,11082
3860,11073
3861,11073
3862,11082
3863,9789
3864,3425
3865,11082
3866,11073
3867,11082
3868,11073
3869,11082
3870,11073
3872,11082
3873,7054
3875,10895
3876,6401
3877,6401
3878,11080
3879,5669
3880,11994
3881,11994
3882,12151
3883,7801
3884,5231
3885,12162
3886,6580
3887,12193
3888,12134
3889,12203
3890,12202
3891,12219
3892,12227
3893,12228
3894,12229
3895,9788
3896,1713
3897,1909
3898,9622
3899,9015
3901,9592
3902,9598
3903,9613
3904,9605
3905,12350
3908,8871
3909,8874
3910,8879
3911,8882
3912,8887
3913,8878
3914,1235
3917,8909
3918,8913
3919,8894
3920,12366
3921,12367
3922,12368
3923,2660
3924,10089
3925,9614
3926,10105
3927,1277
3928,1233
3929,1299
3931,7054
3932,7054
3933,7054
3935,1956
3936,1970
3950,1237
3951,7054
3952,12450
3956,12482
3957,12482
3959,12480
3960,12480
3961,11071
3962,11080
3963,11072
3964,11081
3965,11077
3966,11086
3967,11075
3968,11084
3969,11073
3970,11082
3971,11074
3972,11083
3973,7054
3974,12479
3975,11073
3976,11082
3977,10833
3978,12162
3979,9178
3980,10850
3981,12202
3982,12193
3983,12479
3984,12481
3985,12479
3986,12481
3987,7054
3988,7054
3989,12481
3990,12650
3991,12651
3992,3615
3995,12037
3996,12652
3998,79
3999,680
4000,80
4001,680
4002,680
4003,80
4014,12685
4015,12697
4016,12451
4019,12683
4020,4289
4021,10846
4022,12652
4023,11189
4024,5710
4028,12651
4030,13106
4031,13107
4032,1394
4033,8861
4034,8853
4035,8853
4036,1396
4037,12684
4038,3611
4039,12917
4040,12918
4041,12919
4042,8861
4043,12505
4044,12969
4045,12650
4046,3611
4047,13010
4048,13010
4049,12995
4051,13023
4052,1479
4053,2678
4054,5239
4055,13028
4056,13028
4057,8861
4058,5239
4059,1396
4060,13033
4062,13034
4063,13036
4064,13034
4065,9832
4066,12202
4067,13038
4068,13026
4069,2678
4070,1479
4071,1394
4072,9788
4073,13078
4074,13077
4075,13068
4076,13068
4077,1479
4078,13103
4079,13104
4080,1282
4081,9120
4082,12650
4085,13160
4086,13153
4087,13154
4088,13154
4098,13153
4104,8249
4105,2733
4106,1494
4107,13144
4108,13218
4109,13219
4110,13220
4111,12504
4112,12504
4113,13243
4114,12504
4115,12504
4116,12504
4117,12504
4118,13244
4119,13245
4120,13246
4121,12504
4122,12504
4123,12504
4124,12504
4125,12504
4126,12504
4127,12504
4128,12504
4129,12504
4130,12504
4131,12504
4132,8249
4133,12504
4134,12505
4135,12505
4136,12505
4137,12505
4138,12505
4139,12505
4140,12505
4141,12505
4142,12505
4143,12505
4144,12505
4145,12505
4146,12505
4147,12505
4148,12505
4149,12505
4150,12505
4151,12505
4152,9786
4153,9786
4154,9788
4155,9788
4156,9786
4157,9786
4158,9786
4159,9786
4160,9786
4161,9786
4163,9786
4164,9788
4165,9788
4166,9788
4167,9788
4168,9788
4169,9788
4171,9788
4175,7054
4177,13343
4181,13379
4182,13386
4183,13386
4185,13289
4186,13290
4187,13291
4189,13390
4191,13392
4192,13394
4194,13289
4195,13290
4196,13291
4202,7054
4203,7054
4204,7054
4205,13453
4206,13454
4207,13455
4208,8709
4209,8761
4210,13472
4211,13333
4212,13333
4213,13477
4214,8761
4215,8761
4216,8761
4217,8761
4218,8761
4219,8761
4220,8761
4221,8761
4222,8761
4223,8761
4224,8761
4225,8761
4226,8761
4227,8761
4228,8761
4229,8761
4230,8761
4231,8761
4232,8761
4233,8761
4234,8761
4235,8761
4236,8767
4237,8732
4238,8761
4239,9582
4241,8706
4242,8701
4246,13495
4247,13494
4248,13497
4249,13517
4250,5108
4251,13479
4252,1048
4253,1314
4255,1314
4256,1123
4257,1123
4258,13554
4259,1547
4260,13554
4261,8878
4262,9015
4264,1123
4265,9610
4266,13560
4267,13561
4268,1313
4269,2435
4270,2955
4271,3062
4272,3151
4273,10088
4274,10305
4275,13289
4276,13290
4277,13291
4278,13334
4279,13494
4280,13495
4281,13562
4283,1123
4284,1123
4285,4870
4286,4871
4287,4872
4288,13626
4289,4872
4290,4874
4291,4875
4292,4873
4293,13041
4294,13064
4295,13125
4296,13126
4297,13127
4298,13128
4299,1148
4300,13289
4301,13144
4302,13144
4303,4875
4304,4876
4305,2279
4306,2275
4307,4877
4308,13632
4309,13559
4311,13633
4312,4878
4313,4876
4314,9789
4315,9789
4316,9789
4317,9789
4318,13634
4320,10105
4321,13635
4322,13636
4323,13638
4324,4879
4325,2280
4326,2280
4327,2281
4328,2282
4329,2284
4330,2282
4331,4879
4332,13472
4333,2285
4334,2286
4335,2286
4336,2287
4337,2289
4338,2288
4339,2290
4340,2292
4341,2292
4342,2295
4343,2293
4344,2290
4345,2296
4346,2292
4347,2299
4348,2300
4349,2294
4350,31
4351,2294
4352,30
4353,5801
4354,5803
4355,5805
4356,5805
4357,5805
4358,13684
4359,5807
4360,5804
4361,5824
4362,8731
4363,8731
4364,13637
4365,13718
4366,13719
4367,13745
4368,13472
4369,13726
4370,13726
4371,13726
4372,13736
4374,13473
4375,3629
4376,13740
4378,13743
4379,13743
4380,13743
4381,13068
4382,13068
4383,13068
4384,13068
4385,13068
4386,13068
4387,13068
4388,13068
4389,13068
4390,13068
4391,13068
4392,13068
4393,13068
4394,754
4395,754
4396,754
4397,754
4398,754
4399,754
4400,754
4401,754
4402,754
4403,754
4404,754
4405,754
4406,754
4407,13725
4408,13726
4409,13746
4410,13770
4411,13785
4412,13784
4413,13786
4414,1938
4415,13790
4416,13789
4417,13787
4418,13788
4419,13743
4420,13795
4422,13743
4423,13770
4424,13786
4425,13770
4426,13786
4429,13455
4430,13454
4431,13853
4432,7054
4433,7054
4434,14010
4435,13907
4436,13907
4437,13853
4438,13853
4439,13853
4440,13987
4441,13987
4442,13987
4443,13987
4444,13912
4445,13907
4446,13907
4447,13907
4448,13907
4449,13912
4450,13912
4451,13912
4452,13912
4453,13649
4454,13663
4455,13649
4456,13663
4457,13649
4458,13663
4459,13649
4460,13663
4461,13649
4462,13663
4478,14065
4484,7054
4485,13652
4486,13673
4487,13673
4488,13673
4489,14078
4490,14078
4491,14078
4492,13873
4493,13874
4494,14080
4495,14080
4496,14080
4497,13161
4498,13161
4503,7054
4504,14086
4505,14088
4506,14088
4507,14088
4508,13875
4509,14101
4510,14101
4511,13876
4512,13876
4513,13877
4514,13673
4515,13389
4516,13792
4517,879
4518,880
4519,1506
4520,2586
4521,3577
4522,5109
4523,5111
4524,5392
4525,8630
4526,9073
4527,9657
4528,14147
4529,13389
4530,13792
4531,13389
4532,13792
4533,13389
4534,13792
4535,13389
4536,13792
4537,13389
4538,13792
4539,13389
4540,13792
4541,13389
4542,13792
4543,13389
4544,13792
4545,13389
4546,13792
4547,13389
4548,13792
4549,868
4555,7054
4556,7054
4557,7054
4558,7054
4559,14086
