id,tag_id,buff_id
2272,160,2862
2273,216,2862
2274,310,2862
2275,120,2862
2277,465,2672
2278,400,2672
2279,12,2865
2280,216,2865
2281,310,2865
2282,12,2866
2283,216,2866
2284,310,2866
2285,12,2867
2286,216,2867
2287,310,2867
2288,11,2868
2289,105,2868
2290,216,2868
2291,310,2868
2292,311,2868
2293,216,2869
2294,310,2869
2295,373,2869
2296,216,2870
2297,310,2870
2298,373,2870
2299,159,2871
2300,216,2871
2301,310,2871
2302,311,2871
2303,159,2872
2304,216,2872
2305,310,2872
2306,311,2872
2307,159,2873
2308,216,2873
2309,310,2873
2310,311,2873
2311,159,2874
2312,216,2874
2313,310,2874
2314,311,2874
2315,159,2875
2316,216,2875
2317,310,2875
2318,311,2875
2319,400,2444
2320,400,2443
2321,468,2878
2322,468,2879
2325,412,2893
2326,14,2894
2327,476,2890
2328,477,2892
2337,107,1451
2338,107,1445
2339,216,1445
2340,310,1445
2348,480,2905
2350,166,2909
2352,216,2909
2353,310,2909
2355,311,2909
2358,216,2573
2359,310,2573
2360,311,2573
2361,312,2573
2367,483,828
2368,400,2922
2369,485,2374
2371,485,328
2372,485,329
2373,485,330
2383,27,2573
2385,120,2279
2386,403,2958
2387,475,2573
2388,486,2962
2389,122,2964
2391,488,2974
2394,6,2985
2395,310,2985
2396,311,2985
2399,10,2988
2400,12,821
2401,216,2990
2402,310,2990
2403,310,2990
2404,311,2990
2405,223,467
2406,495,552
2410,494,2981
2411,494,2980
2412,494,2982
2413,6,2997
2414,310,2997
2415,311,2997
2416,498,2994
2418,310,2998
2419,311,2998
2420,499,2888
2421,500,2553
2424,501,2919
2425,502,2920
2426,494,2999
2427,494,3000
2428,494,3001
2429,494,3002
2434,312,2985
2435,312,2997
2436,312,2998
2437,398,2969
2438,159,3009
2439,216,3009
2440,310,3009
2441,311,3009
2442,347,3009
2443,457,2782
2444,457,2800
2445,457,2801
2446,216,3015
2449,310,3015
2450,451,3015
2451,6,443
2452,126,3016
2453,216,3016
2454,310,3016
2455,6,770
2458,27,94
2459,216,502
2460,310,502
2461,511,3013
2462,499,3018
2463,512,2586
2464,239,3027
2465,239,3028
2466,513,2564
2467,215,3035
2468,216,3035
2469,310,3035
2470,311,3035
2471,312,3035
2472,515,3033
2473,516,2753
2474,517,2850
2475,518,3019
2476,122,3039
2481,519,2783
2482,523,2736
2483,416,3048
2484,524,3053
2487,525,2593
2488,526,3055
2489,527,2997
2490,527,2985
2491,6,449
2493,215,3067
2494,216,3067
2495,310,3067
2496,311,3067
2497,312,3067
2498,126,3071
2499,216,3071
2500,310,3071
2501,529,3067
2502,532,3082
2503,533,3085
2510,160,3067
2511,234,3087
2512,216,3087
2513,310,3087
2515,534,3088
2517,104,3093
2518,216,3093
2519,310,3093
2522,530,3096
2523,160,3101
2524,216,3101
2525,310,3101
2526,120,3101
2527,27,3101
2530,6,3105
2531,310,3105
2532,311,3105
2533,312,3105
2534,216,3105
2535,385,3105
2543,119,3107
2544,216,3107
2545,310,3107
2546,311,3107
2547,10,3108
2554,542,3113
2555,543,1325
2556,543,3118
2557,543,1326
2559,544,3121
2560,544,3120
2562,1,3123
2563,545,3124
2564,97,931
2565,97,946
2566,160,2788
2567,216,3127
2568,310,3127
2569,311,3127
2570,347,3127
2571,6,3127
2572,161,2674
2573,160,2674
2575,544,3128
2576,142,3145
2577,209,3145
2578,548,3147
2579,549,3149
2580,550,3150
2581,551,3151
2582,552,3152
2584,540,3102
2586,554,3154
2588,557,3157
2589,119,3161
2592,310,2921
2593,311,2921
2594,216,2921
2596,347,2679
2597,6,3165
2598,216,3165
2599,310,3165
2600,385,3165
2601,27,3166
2602,160,3166
2603,216,3166
2604,310,3166
2605,161,3167
2606,160,3167
2607,126,3170
2608,216,3170
2609,310,3170
2610,310,2805
2611,310,2806
2612,310,2807
2613,310,2808
2614,310,2809
2615,310,2810
2616,310,2823
2617,310,2824
2618,310,2825
2619,310,2826
2620,310,2827
2621,310,2828
2622,310,2813
2623,310,2814
2624,310,2815
2625,310,2816
2626,310,2817
2627,310,2818
2628,311,2805
2629,311,2806
2630,311,2807
2631,311,2808
2632,311,2809
2633,311,2810
2634,311,2823
2635,311,2824
2636,311,2825
2637,311,2826
2638,311,2827
2639,311,2828
2640,311,2813
2641,311,2814
2642,311,2815
2643,311,2816
2644,311,2817
2645,311,2818
2646,311,2836
2647,311,2837
2648,311,2838
2649,311,2839
2650,311,2840
2651,311,2841
2652,216,2805
2653,216,2806
2654,216,2807
2655,216,2808
2656,216,2809
2657,216,2810
2658,216,2823
2659,216,2824
2660,216,2825
2661,216,2826
2662,216,2827
2663,216,2828
2664,216,2813
2665,216,2814
2666,216,2815
2667,216,2816
2668,216,2817
2669,216,2818
2688,6,2871
2689,6,2872
2690,6,2873
2691,6,2874
2692,6,2875
2693,385,2871
2694,385,2872
2695,385,2873
2696,385,2874
2697,385,2875
2699,106,407
2700,106,2865
2701,106,2866
2702,106,2867
2703,161,2544
2704,311,407
2705,311,2865
2706,311,2866
2707,311,2867
2708,312,407
2709,312,2865
2710,312,2866
2711,312,2867
2712,310,2881
2713,310,2884
2714,310,2885
2715,310,2886
2716,310,3020
2717,310,3021
2718,310,3022
2719,310,3023
2720,310,1086
2721,310,3072
2722,310,3073
2723,310,3074
2724,216,2881
2725,216,2884
2726,216,2885
2727,216,2886
2728,216,3020
2729,216,3021
2730,216,3022
2731,216,3023
2732,216,1086
2733,216,3072
2734,216,3073
2735,216,3074
2736,161,2881
2737,161,2884
2738,161,2885
2739,161,2886
2740,161,3020
2741,161,3021
2742,161,3022
2743,161,3023
2744,161,1086
2745,161,3072
2746,161,3073
2747,161,3074
2748,160,2881
2749,160,2884
2750,160,2885
2751,160,2886
2752,160,3020
2753,160,3021
2754,160,3022
2755,160,3023
2756,160,1086
2757,160,3072
2758,160,3073
2759,160,3074
2760,27,2861
2761,27,2862
2762,160,2791
2763,160,2790
2764,160,2789
2765,216,2791
2766,216,2790
2767,216,2789
2768,310,2791
2769,310,2790
2770,310,2789
2771,347,1869
2772,347,2792
2773,347,2793
2774,347,2794
2775,347,2795
2776,347,2605
2777,347,2819
2778,347,2820
2779,347,2821
2780,347,2822
2781,347,2871
2782,347,2872
2783,347,2873
2784,347,2874
2785,347,2875
2786,311,1869
2787,311,2792
2788,311,2793
2789,311,2794
2790,311,2795
2791,311,2605
2792,311,2819
2793,311,2820
2794,311,2821
2795,311,2822
2796,312,1869
2797,312,2792
2798,312,2793
2799,312,2794
2800,312,2795
2801,312,2605
2802,312,2819
2803,312,2820
2804,312,2821
2805,312,2822
2806,312,2510
2807,312,2843
2808,312,2844
2809,312,2845
2810,312,2846
2811,312,2871
2812,312,2872
2813,312,2873
2814,312,2874
2815,312,2875
2817,212,1186
2818,10,3173
2819,7,3176
2820,6,509
2821,347,509
2822,385,509
2823,100,3180
2829,27,3185
2830,216,3185
2831,310,3185
2832,160,3185
2833,27,3186
2834,216,3186
2835,310,3186
2836,160,3186
2837,11,3187
2838,105,3187
2839,216,3187
2840,310,3187
2841,311,3187
2842,412,3188
2843,11,3190
2844,105,3190
2845,216,3190
2846,310,3190
2847,311,3190
2848,216,3191
2849,310,3191
2850,311,3191
2851,120,1984
2852,216,1984
2853,311,1984
2857,310,1984
2859,6,501
2860,107,505
2861,216,3194
2862,310,3194
2863,311,3194
2864,312,3194
2865,347,3194
2866,385,3194
2868,216,3195
2869,310,3195
2870,311,3195
2871,312,3195
2876,215,3200
2877,216,3200
2878,310,3200
2879,311,3200
2880,312,3200
2897,284,1057
3124,567,3443
3126,119,3445
3127,119,3446
3128,119,3447
3129,119,3448
3130,119,3449
3131,568,3450
3134,107,3452
3135,119,3452
3136,310,3452
3137,311,3452
3138,312,3452
3139,216,3452
3140,119,3453
3141,216,3453
3142,310,3453
3143,311,3453
3144,565,2076
3145,565,2077
3146,565,2081
3147,565,2082
3148,565,2086
3149,565,2087
3150,565,2091
3151,565,2092
3152,565,2093
3153,565,2094
3154,565,2095
3155,565,2096
3156,569,3172
3157,1,3455
3158,381,3455
3159,1,3456
3172,570,3459
3178,570,3464
3179,570,3465
3180,570,3466
3183,570,3469
3184,570,3470
3185,570,3471
3189,570,3474
3192,570,3477
3195,570,3480
3200,570,3485
3205,570,3490
3210,570,3495
3213,570,3498
3216,570,3501
3222,570,3506
3227,570,3511
3232,570,3516
3236,570,3519
3240,187,3527
3241,294,3528
3242,10,3528
3243,294,3529
3244,10,3529
3245,294,3530
3246,10,3530
3248,99,3532
3249,105,3532
3250,216,3532
3251,310,3532
3252,1,3535
3254,1,3536
3255,156,3459
3260,156,3464
3261,156,3465
3262,156,3466
3265,156,3469
3266,156,3470
3267,156,3471
3270,156,3474
3273,156,3477
3276,156,3480
3281,156,3485
3286,156,3490
3291,156,3495
3294,156,3498
3297,156,3501
3302,156,3506
3307,156,3511
3312,156,3516
3315,156,3519
3318,159,3540
3319,216,3540
3320,310,3540
3321,311,3540
3322,6,3540
3323,385,3540
3324,347,3540
3325,312,3540
3326,159,3541
3327,216,3541
3328,310,3541
3329,311,3541
3330,6,3541
3331,385,3541
3332,347,3541
3333,312,3541
3334,159,3542
3335,216,3542
3336,310,3542
3337,311,3542
3338,6,3542
3339,385,3542
3340,347,3542
3341,312,3542
3342,159,3543
3343,216,3543
3344,310,3543
3345,311,3543
3346,6,3543
3347,385,3543
3348,347,3543
3349,312,3543
3350,159,3544
3351,216,3544
3352,310,3544
3353,311,3544
3354,6,3544
3355,385,3544
3356,347,3544
3357,312,3544
3358,573,3004
3361,575,2267
3362,310,467
3363,27,3567
3364,160,3567
3365,216,3567
3366,310,3567
3367,577,3563
3369,578,899
3370,579,3564
3371,1,3570
3372,1,3571
3373,27,3572
3374,160,3572
3375,216,3572
3376,310,3572
3377,99,3573
3378,105,3573
3379,216,3573
3380,310,3573
3381,311,3573
3382,216,3579
3383,310,3579
3384,373,3579
3385,582,3193
3388,294,3583
3389,10,3583
3390,294,3584
3391,10,3584
3416,588,3595
3417,399,3595
3418,590,2574
3420,6,3601
3421,216,3601
3422,310,3601
3423,385,3601
3424,347,3601
3425,311,3601
3426,312,3601
3441,353,3605
3442,591,502
3443,12,3609
3444,106,3609
3445,216,3609
3446,310,3609
3447,12,3610
3448,106,3610
3449,216,3610
3450,310,3610
3451,12,3611
3452,106,3611
3453,216,3611
3454,310,3611
3457,605,3615
3467,100,3625
3468,608,3627
3469,611,2966
3470,611,2971
3472,612,3626
3473,613,3634
3474,12,3635
3475,106,3635
3477,310,3635
3478,614,3635
3479,361,3636
3480,100,3637
3481,612,3628
3487,216,3640
3488,310,3640
3492,310,3647
3494,618,3647
3496,566,3649
3499,619,3652
3500,161,3654
3501,160,3654
3502,216,3654
3503,310,3654
3504,619,3653
3506,216,3653
3507,519,3632
3508,341,2385
3509,342,2102
3510,156,3661
3511,306,3661
3512,367,3661
3513,396,3661
3518,457,3664
3519,107,3666
3520,216,3666
3521,310,3666
3522,311,3666
3523,312,3666
3524,623,3670
3526,624,3669
3528,311,2279
3530,625,3673
3531,570,3677
3532,156,3677
3533,570,3678
3534,156,3678
3535,570,3679
3536,156,3679
3537,570,3680
3538,156,3680
3539,570,3681
3540,156,3681
3543,156,3685
3546,310,3688
3547,311,3688
3548,312,3688
3549,216,3688
3550,107,3688
3551,187,3690
3552,216,3703
3553,310,3703
3554,161,3703
3555,160,3703
3556,610,3662
3557,630,649
3558,630,2171
3562,311,257
3563,216,425
3564,310,425
3565,311,425
3566,632,1250
3567,633,1936
3568,634,1937
3569,345,3711
3570,100,3690
3571,638,82
3573,638,96
3574,638,2286
3575,638,156
3576,638,2277
3577,638,523
3578,638,2276
3579,638,975
3580,638,2278
3581,377,2324
3583,27,3719
3584,216,3719
3585,310,3719
3586,160,3719
3587,390,2324
3588,160,2201
3589,312,449
3592,347,449
3593,385,449
3595,161,247
3598,166,3721
3599,216,3721
3600,310,3721
3601,311,3721
3602,647,3723
3603,647,3724
3604,647,3725
3605,648,3722
3606,648,3724
3607,648,3725
3608,649,3722
3609,403,3726
3610,649,3723
3611,649,3725
3612,650,3722
3615,650,3723
3616,650,3724
3617,643,3722
3618,644,3723
3619,645,3724
3620,646,3725
3621,647,3722
3622,160,247
3628,656,3733
3629,658,3739
3631,659,3740
3632,660,2430
3634,665,328
3635,665,329
3636,665,330
3637,215,3743
3640,216,3743
3641,665,82
3642,665,336
3643,665,754
3644,665,752
3645,665,883
3646,665,912
3647,665,930
3648,665,1064
3649,665,1535
3650,665,1559
3651,665,1623
3652,665,1699
3653,665,2056
3654,665,2072
3655,665,2129
3656,665,2130
3657,665,2249
3658,665,2418
3659,665,2425
3660,665,2436
3661,665,2458
3662,665,2459
3663,665,2501
3664,665,2531
3665,665,1802
3666,665,2789
3667,665,2790
3668,665,2791
3670,665,2857
3671,665,2858
3674,665,2573
3675,665,94
3676,665,3101
3677,665,3166
3678,665,2861
3679,665,2862
3680,665,3185
3681,665,3186
3682,665,3567
3683,665,3567
3684,665,3572
3685,665,3719
3686,656,3727
3687,284,580
3689,665,1250
3690,665,1936
3691,122,3744
3692,311,883
3693,311,2129
3694,311,2130
3695,311,2249
3696,311,752
3697,311,2458
3698,311,2459
3699,311,3185
3700,311,3186
3701,311,3719
3702,626,3624
3703,665,1937
3704,311,82
3707,312,82
3708,312,883
3709,312,2129
3710,312,2130
3711,312,2249
3712,312,752
3713,312,2458
3714,312,2459
3715,312,3185
3716,312,3186
3717,312,3719
3719,666,1522
3720,284,3746
3721,666,3745
3722,667,3747
3723,12,3748
3724,216,3748
3725,310,3748
3726,106,3748
3727,311,3748
3728,312,3748
3729,12,3749
3730,216,3749
3731,310,3749
3732,106,3749
3733,311,3749
3734,312,3749
3735,12,3750
3736,216,3750
3737,310,3750
3738,106,3750
3739,311,3750
3740,312,3750
3741,12,3751
3742,216,3751
3743,310,3751
3744,106,3751
3745,311,3751
3746,312,3751
3747,122,3754
3748,276,3756
3749,276,3757
3750,122,3758
3753,667,3557
3754,667,3558
3755,216,3761
3756,310,3761
3757,451,3761
3768,673,2611
3769,276,3766
3770,137,3768
3771,107,2992
3773,310,3773
3774,216,3773
3775,161,3773
3776,160,3773
3777,10,3774
3779,666,1673
3781,678,3781
3783,680,1783
3784,680,3577
3788,681,1709
3789,681,1710
3790,681,1711
3792,682,3795
3793,683,3796
3795,679,3797
3796,685,3797
3797,161,741
3798,122,3801
3799,119,3803
3800,239,3804
3801,687,3806
3802,688,3809
3803,666,3812
3804,689,3813
3805,690,3815
3806,691,3813
3807,14,3818
3808,216,3818
3809,310,3818
3810,311,3818
3811,216,3819
3812,310,3819
3820,692,3822
3821,216,3823
3822,310,3823
3824,216,3824
3825,310,3824
3839,692,3834
3840,215,3835
3841,216,3835
3842,310,3835
3843,311,3835
3844,312,3835
3849,694,340
3850,695,660
3852,695,656
3853,695,657
3854,695,658
3855,695,659
3856,695,2183
3857,695,2184
3858,695,2185
3859,695,2186
3860,695,2187
3861,695,665
3862,695,666
3863,695,667
3865,695,2194
3866,695,2195
3867,695,2196
3868,695,2176
3869,695,2197
3870,695,2169
3871,695,2188
3872,695,778
3873,695,2177
3874,695,2199
3875,695,2200
3876,695,663
3877,695,2174
3878,695,2192
3879,695,2193
3880,311,771
3881,312,771
3884,698,1648
3888,385,770
3889,12,3867
3890,216,3867
3891,310,3867
3892,106,3867
3893,311,3867
3894,312,3867
3895,99,3868
3896,105,3868
3897,216,3868
3898,310,3868
3899,311,3868
3900,310,3869
3901,216,3869
3902,161,3869
3903,160,3869
3904,27,3870
3905,216,3870
3906,310,3870
3907,160,3870
3908,665,3870
3909,311,3870
3910,312,3870
3911,666,3850
3917,188,3741
3918,666,1074
3920,216,3873
3921,310,3873
3922,311,3873
3923,312,3873
3924,213,3874
3925,666,629
3926,666,3841
3927,361,3879
3928,361,3880
3929,361,3881
3930,100,3886
3933,701,3891
3934,701,3892
3936,10,3902
3937,216,3903
3938,120,3903
3939,310,3903
3940,311,3903
3941,312,3903
3943,216,3905
3944,310,3905
3945,311,3905
3946,312,3905
3947,14,3910
3948,216,3910
3949,310,3910
3950,311,3910
3951,312,3910
3953,216,3928
3954,310,3928
3955,311,3928
3956,312,3928
3957,702,3912
3958,702,3933
3959,430,3944
3960,706,3944
3961,707,3907
3962,702,3951
3964,215,3956
3965,216,3956
3966,310,3956
3967,311,3956
3968,312,3956
3969,565,3958
3970,565,3957
3971,565,3959
3972,216,3960
3973,310,3960
3974,311,3960
3975,312,3960
3976,347,3960
3977,385,3960
3978,6,3960
3979,565,3963
3980,565,3964
3981,565,3965
3982,565,3967
3983,565,3968
3984,565,3969
3985,709,3920
3986,702,3970
3987,565,3971
3988,565,3972
3989,565,3973
3990,565,3974
3991,565,3975
3992,565,3976
3993,565,3978
3994,703,3977
3997,216,3981
3998,310,3981
3999,311,3981
4000,710,3926
4001,104,3987
4002,121,3987
4003,216,3987
4004,310,3987
4005,216,3988
4007,223,3988
4008,310,3988
4009,171,1007
4011,216,3994
4012,310,3994
4013,311,3994
4014,312,3994
4016,705,3985
4017,705,3982
4018,677,3995
4019,712,3997
4020,10,4003
4021,216,4003
4022,160,4003
4023,310,4003
4024,311,4003
4025,312,4003
4026,346,4003
4027,638,4003
4028,713,4004
4029,714,4005
4030,714,4006
4031,714,4007
4032,714,4008
4033,714,4009
4034,714,4010
4035,714,4011
4036,714,4012
4037,714,4013
4038,714,4014
4039,714,4015
4040,714,4016
4041,714,4017
4042,714,4018
4043,714,4019
4044,714,4020
4045,714,4021
4046,714,4022
4047,714,4023
4048,714,4024
4049,714,4025
4050,714,4026
4051,714,4028
4052,714,4029
4053,692,4032
4054,714,4033
4055,714,4034
4056,714,4035
4057,714,4036
4058,14,4043
4060,718,4049
4061,156,4047
4069,720,4060
4070,721,4062
4071,6,4064
4072,722,4065
4073,160,4066
4074,216,4066
4075,310,4066
4076,160,4067
4077,216,4067
4078,161,4067
4079,310,4067
4084,719,4055
4085,723,4072
4086,724,4075
4090,216,4078
4091,310,4078
4092,311,4078
4093,312,4078
4094,107,4078
4095,565,4079
4098,216,4084
4099,310,4084
4100,311,4084
4104,6,4054
4105,703,4092
4107,216,4097
4108,310,4097
4109,311,4097
4110,312,4097
4111,6,4097
4112,10,4100
4117,727,4101
4118,565,4102
4119,565,4103
4122,565,4104
4125,565,4105
4127,678,4106
4128,565,4108
4129,677,4093
4130,677,4107
4138,216,4120
4139,310,4120
4140,311,4120
4155,565,4126
4156,728,4124
4158,666,4109
4160,310,4137
4162,729,4137
4163,310,4139
4164,311,4139
4165,312,4139
4166,310,4140
4167,618,4140
4169,730,4130
4170,14,4142
4171,156,4141
4172,310,4149
4173,311,4149
4174,312,4149
4175,310,4083
4176,311,4083
4177,312,4083
4180,732,3996
4181,565,4154
4182,565,4155
4183,734,4159
4185,735,4161
4186,126,4162
4187,216,4162
4188,310,4162
4189,736,4085
4190,10,4165
4191,737,4166
4192,695,662
4193,695,664
4194,695,2190
4195,695,2191
4196,695,661
4197,695,2189
4198,311,93
4199,120,93
4200,107,4149
4201,107,4083
4202,216,4172
4203,107,4172
4204,310,4172
4205,311,4172
4206,312,4172
4207,216,4175
4208,107,4175
4209,310,4175
4210,311,4175
4211,312,4175
4214,310,4177
4215,311,4177
4216,312,4177
4217,107,4177
4219,107,4178
4220,216,4178
4221,310,4178
4222,311,4178
4223,312,4178
4225,36,4179
4226,216,4179
4227,310,4179
4228,311,4179
4229,312,4179
4230,740,3941
4231,741,4059
4232,6,4186
4233,216,4186
4234,310,4186
4235,311,4186
4236,347,4186
4237,385,4186
4238,723,4166
4239,710,4188
4240,107,4190
4241,216,4190
4242,310,4190
4243,311,4190
4244,312,4190
4245,310,4191
4246,618,4191
4247,216,4195
4248,107,4195
4249,310,4195
4250,311,4195
4251,312,4195
4252,730,4135
4253,743,4199
4254,104,4200
4255,121,4200
4256,216,4200
4257,310,4200
4269,101,4205
4270,744,4200
4271,745,4200
4272,745,4199
4274,160,4211
4275,216,4211
4276,310,4211
4277,120,4211
4278,27,4211
4279,665,4211
4280,216,4213
4281,310,4213
4282,311,4213
4290,746,4214
4291,385,4213
4292,97,4213
4300,216,4224
4301,310,4224
4302,161,4224
4303,160,4224
4304,750,3873
4305,751,4229
4306,712,4238
4307,753,4238
4308,354,4239
4310,216,4245
4311,107,4245
4312,310,4245
4313,311,4245
4314,312,4245
4315,160,4247
4316,216,4247
4317,310,4247
4318,754,4248
4319,712,4250
4320,753,4250
4321,755,4250
4322,756,4244
4323,116,4252
4324,100,4253
4325,565,4255
4326,712,4256
4327,753,4256
4328,755,4256
4329,757,4256
4331,565,4259
4334,758,4265
4335,759,4257
4336,160,4272
4337,216,4272
4338,310,4272
4339,376,4273
4340,760,4263
4341,761,4264
4342,760,4266
4343,761,4267
4344,760,4268
4345,761,4269
4346,215,4276
4348,678,4283
4350,160,4286
4351,216,4286
4352,310,4286
4353,36,4289
4354,310,4289
4355,311,4289
4356,216,4289
4358,348,4295
4359,362,4296
4360,6,4299
4361,762,4294
4362,762,4278
4363,762,4301
4364,758,4302
4365,216,4303
4366,310,4303
4367,762,4297
4368,762,4308
4370,762,4317
4371,705,4322
4372,765,4323
4373,156,4321
4374,703,4327
4376,766,4329
4377,766,4330
4379,677,4332
4380,294,4340
4381,10,4340
4382,769,4170
4384,758,4342
4385,768,4121
4387,768,4331
4388,768,4122
4389,565,4345
4390,565,4346
4391,565,4347
4392,565,4348
4393,570,4349
4394,156,4349
4395,565,4350
4396,666,4353
4397,679,4355
4398,704,4321
4399,666,4358
4400,666,1434
4402,294,4368
4403,10,4368
4404,119,4371
4405,367,4372
4406,156,4372
4407,310,4373
4408,311,4373
4409,312,4373
4410,107,4373
4411,310,4375
4412,618,4375
4413,310,4376
4414,618,4376
4415,310,4377
4416,618,4377
4432,216,4381
4433,107,4381
4434,310,4381
4435,311,4381
4436,312,4381
4437,160,4382
4438,216,4382
4439,161,4382
4440,310,4382
4441,701,4384
4443,695,4386
4444,695,4387
4445,209,4389
4446,359,4389
4447,36,4390
4448,115,4390
4451,677,4398
4452,159,4400
4453,216,4400
4454,310,4400
4455,311,4400
4456,6,4400
4457,385,4400
4458,347,4400
4459,312,4400
4460,159,4401
4461,216,4401
4462,310,4401
4463,311,4401
4464,6,4401
4465,385,4401
4466,347,4401
4467,312,4401
4468,159,4402
4469,216,4402
4470,310,4402
4471,311,4402
4472,6,4402
4473,385,4402
4474,347,4402
4475,312,4402
4476,159,4403
4477,216,4403
4478,310,4403
4479,311,4403
4480,6,4403
4481,385,4403
4482,347,4403
4483,312,4403
4484,159,4404
4485,216,4404
4486,310,4404
4487,311,4404
4488,6,4404
4489,385,4404
4490,347,4404
4491,312,4404
4492,575,3550
4493,575,3549
4496,782,4251
4502,361,4418
4503,321,4087
4506,783,4087
4507,784,1758
4510,764,4426
4511,780,4397
4513,781,4421
4514,785,3999
4515,785,4204
4516,785,4199
4517,216,4429
4518,310,4429
4519,311,4429
4520,347,4429
4521,6,4429
4524,781,4428
4526,781,4436
4527,294,4437
4528,10,4437
4529,294,4438
4530,10,4438
4531,781,4439
4535,6,4441
4537,385,4441
4538,762,4450
4539,762,4452
4540,805,4453
4541,805,4454
4542,805,4455
4543,806,4453
4544,807,4454
4545,808,4455
4546,810,2220
4547,810,545
4549,810,2356
4550,811,3737
4551,811,3731
4552,811,3729
4553,216,3729
4554,216,3737
4555,216,3731
4556,216,4457
4557,310,4457
4558,732,4130
4559,732,4135
4560,701,4461
4561,812,4463
4562,812,4464
4563,812,4469
4564,732,4465
4565,812,4470
4566,762,4480
4567,689,4483
4568,691,4483
4569,817,4484
4570,817,4485
4579,820,4474
4580,623,1479
4581,823,4500
4582,827,4501
4586,828,4339
4587,156,4507
4588,306,4507
4589,367,4507
4590,396,4507
4591,660,4508
4592,812,4512
4593,812,3744
4594,216,4513
4595,310,4513
4596,311,4513
4597,722,4519
4599,831,1454
4600,677,4530
4601,833,4531
4602,678,4532
4603,678,4533
4604,229,4534
4605,678,4537
4606,678,4538
4610,695,4540
4611,142,4541
4612,209,4541
4613,812,1730
4614,832,4529
4615,678,4547
4616,27,4549
4617,160,4549
4618,216,4549
4619,310,4549
4620,665,4549
4621,6,4550
4622,216,4550
4623,310,4550
4624,385,4550
4625,347,4550
4626,311,4550
4627,312,4550
4628,119,4553
4629,232,4554
4631,107,4559
4638,817,4567
4640,216,4571
4641,107,4571
4642,310,4571
4643,311,4571
4644,312,4571
4646,846,4573
4648,847,4576
4657,566,1834
4660,126,4588
4661,853,4589
4662,839,4561
4663,839,4560
4664,6,3934
4665,347,3934
4666,385,3934
4667,216,3934
4668,310,3934
4669,311,3934
4670,312,3934
4671,6,3966
4672,107,3966
4673,216,3966
4674,310,3966
4675,311,3966
4676,312,3966
4677,311,4067
4678,312,4067
4679,14,4595
4680,216,4595
4681,310,4595
4682,311,4595
4683,312,4595
4684,14,3865
4685,216,3865
4686,310,3865
4687,311,3865
4688,312,3865
4689,160,3999
4690,310,3999
4691,312,3999
4692,311,3999
4693,216,3999
4694,312,4066
4695,311,4066
4696,215,4066
4697,312,3981
4698,36,3981
4700,312,3988
4701,311,3988
4702,311,3987
4703,312,3987
4704,99,4039
4705,216,4039
4706,105,4039
4707,310,4039
4708,311,4039
4709,312,4039
4710,161,4038
4711,216,4038
4712,160,4038
4713,310,4038
4714,311,4038
4715,312,4038
4716,161,3925
4717,216,3925
4718,311,3925
4719,310,3925
4720,312,3925
4721,160,3925
4722,216,3926
4723,160,3926
4724,311,3926
4725,312,3926
4726,310,3926
4727,107,3800
4728,216,3800
4729,310,3800
4730,311,3800
4731,312,3800
4733,565,4597
4734,565,4598
4735,565,4599
4736,565,4601
4737,565,4602
4738,565,4603
4739,610,4606
4740,865,3086
4741,865,4287
4742,865,4288
4743,865,4607
4744,865,3523
4745,12,4608
4746,106,4608
4747,310,4608
4748,614,4608
4749,866,4609
4750,10,4614
4751,867,1863
4752,161,3132
4754,216,3132
4755,310,3132
4756,867,1526
4757,867,1864
4760,623,4619
4762,678,3893
4763,870,4622
4764,750,4139
4766,780,4395
4769,872,4626
4770,702,4629
4771,701,3732
4772,14,4632
4773,874,4240
4774,873,4237
4775,284,4634
4776,876,4643
4777,877,4644
4778,878,4645
4780,312,257
4781,311,21
4782,312,443
4783,312,266
4784,312,114
4786,312,1366
4787,312,206
4788,312,87
4791,312,94
4792,311,94
4794,312,84
4795,311,84
4798,480,4652
4800,117,3896
4801,99,4654
4802,216,4654
4803,105,4654
4804,310,4654
4805,311,4654
4806,312,4654
4807,403,4655
4809,14,4665
4810,310,4666
4811,216,4666
4812,161,4666
4813,160,4666
4814,434,4669
4815,160,114
4816,160,2275
4817,886,4679
4818,367,4680
4819,156,4680
4820,883,3760
4821,887,3553
4824,888,4341
4825,785,4200
4826,161,4693
4827,160,4693
4828,216,4693
4829,310,4693
4830,890,4694
4832,891,4695
4833,892,4697
4834,893,4699
4837,745,4202
4838,785,4202
4839,894,3710
4840,716,4202
4841,6,3894
4842,216,3894
4843,310,3894
4844,311,3894
4845,347,3894
4846,385,3894
4848,896,4708
4850,887,3651
4851,896,4710
4853,903,4711
4854,216,4712
4855,310,4712
4856,373,4712
4857,689,4718
4858,691,4718
4859,905,3789
4860,906,4719
4861,907,4715
4862,907,4717
4863,104,4722
4864,161,4723
4865,216,4723
4866,160,4723
4867,310,4723
4868,311,4723
4869,312,4723
4870,160,4725
4871,216,4725
4872,310,4725
4873,14,2702
4874,216,2702
4875,310,2702
4876,311,2702
4877,14,2850
4878,216,2850
4879,311,2850
4880,310,2850
4882,106,3883
4883,216,3883
4884,310,3883
4885,311,3883
4886,385,3883
4887,638,3883
4888,6,4071
4889,347,4071
4890,385,4071
4891,216,4071
4892,310,4071
4893,120,4435
4894,216,4435
4895,310,4435
4896,161,4435
