id,after,respawn,min_time,max_time,show_tip,show_end_time,tip
1226,30000,f,,,f,f,
1227,1000,t,60000,90000,f,f,
1228,1000,t,60000,90000,f,f,
1229,1000,t,60000,90000,f,f,
1230,1000,t,60000,90000,f,f,
1231,1000,t,60000,90000,f,f,
1232,1000,t,10000,11000,f,f,
1235,,f,30000,30000,f,f,
1236,500,t,30000,45000,f,f,
1237,100,t,10000,10000,f,f,
1238,3600000,f,,,f,f,
1239,100,t,10000,10000,f,f,
1240,0,t,30000,30000,f,f,
1242,50000,f,,,f,f,
1244,,t,30000,30000,f,f,
1245,1000,t,60000,90000,f,f,
1246,1000,t,60000,90000,f,f,
1247,1000,t,60000,90000,f,f,
1248,1000,t,60000,90000,f,f,
1249,1000,t,60000,90000,f,f,
1250,1000,t,60000,90000,f,f,
1251,1000,t,60000,90000,f,f,
1252,1000,t,60000,90000,f,f,
1253,1000,t,60000,90000,f,f,
1254,1000,t,60000,90000,f,f,
1255,5000,f,,,f,f,
1258,3000,t,3000000,4200000,f,f,
1259,3000,t,3000000,4200000,f,f,
1261,500,t,20000,30000,f,f,
1263,1000,t,10000,10000,f,f,
1264,1000,t,10000,10000,f,f,
1265,1000,t,10000,10000,f,f,
1266,0,t,50000,60000,f,f,
1267,0,t,3000000,4200000,f,f,
1269,40000,f,,,f,f,
1270,15000,t,15000,20000,f,f,
1271,500,t,15000,30000,f,f,
1272,1000,t,60000,90000,f,f,
1274,0,t,25000,35000,f,f,
1275,1000,f,,,f,f,
1276,,f,,,f,f,
1277,0,t,30000,30000,f,f,
1278,,t,10000,60000,f,f,
1279,500,t,10000,15000,f,f,
1280,10000,f,,,f,f,
1281,200,t,25000,25000,f,f,
1282,,t,40000,50000,f,f,
1283,35000,f,,,f,f,
1284,200,t,40000,50000,f,f,
1285,200,t,40000,50000,f,f,
1286,0,t,40000,40000,f,f,
1287,0,t,30000,40000,f,f,
1289,500,t,30000,45000,f,f,
1291,100,f,,,f,f,
1292,0,t,20000,30000,f,f,
1293,0,t,20000,30000,f,f,
1294,10000,t,40000,60000,f,f,
1296,0,t,10000,10000,f,f,
1297,0,f,0,0,f,f,
1298,1000,t,30000,60000,f,f,
1300,0,t,600000,600000,f,f,
1301,500,t,40000,50000,f,f,
1302,0,t,1800000,1800000,f,f,
1303,1000,t,1800000,1800000,f,f,
1304,1000,f,,,f,f,
1307,15000,f,,,f,f,
1309,60000,f,,,f,f,
1310,5000,t,3000000,4200000,f,f,
1311,0,t,50000,60000,f,f,
1313,10000,t,3000,5000,f,f,
1314,1000,f,,,f,f,
1315,100,t,30000,50000,f,f,
1320,0,f,,,f,f,
1321,10000,f,,,f,f,
1322,,t,25000,30000,f,f,
1325,10000,f,,,f,f,
1327,500,t,480000,600000,f,f,
1329,1000,t,600000,120000,f,f,
1330,30000,f,,,f,f,
1331,,t,10000,15000,f,f,
1332,,t,40000,50000,f,f,
1333,,t,20000,30000,f,f,
1334,,t,3000,5000,f,f,
1335,,t,3000,5000,f,f,
1336,,t,15000,15000,f,f,
1339,0,t,40000,50000,f,f,
1340,1000,t,30000,40000,f,f,
1341,1000,t,30000,40000,f,f,
1342,1000,f,,,f,f,
1343,0,f,,,f,f,
1347,1000,f,,,f,f,
1348,0,t,10000,15000,f,f,
1349,3000,t,120000,180000,f,f,
1350,0,t,15000,20000,f,f,
1351,0,f,,,f,f,
1352,0,f,,,f,f,
1353,0,f,,,f,f,
1355,5000,f,,,f,f,
1356,0,f,,,f,f,
1357,10000,f,,,f,f,
1359,5000,f,,,f,f,
1360,1000,t,30000,40000,f,f,
1362,1000,t,30000,40000,f,f,
1363,1000,t,30000,40000,f,f,
1364,1000,t,30000,40000,f,f,
1365,4000,f,,,f,f,
1366,0,f,,,f,f,
1367,5000,f,,,f,f,
1368,3000,f,,,f,f,
1370,5000,f,,,f,f,
1376,0,t,3600000,3600000,f,f,
1377,0,t,30000,30000,f,f,
1378,120000,f,,,f,f,
1379,3000000,f,,,f,f,
1380,1000,f,240000,360000,f,f,
1381,1000,t,1000,1000,f,f,
1382,1000,t,1000,1000,f,f,
1383,3000,t,1000,1000,f,f,
1384,1000,t,20000,30000,f,f,
1385,1000,f,,,f,f,
1387,1000,t,60000,90000,f,f,
1388,1000,f,,,f,f,
1389,1000,f,,,f,f,
1390,1000,t,10000,10000,f,f,
1391,1000,t,10000,10000,f,f,
1392,1000,t,10000,10000,f,f,
1394,1000,t,10000,10000,f,f,
1395,1000,t,10000,10000,f,f,
1396,1000,t,10000,10000,f,f,
1397,1000,t,10000,10000,f,f,
1398,1000,t,10000,10000,f,f,
1399,1000,t,10000,10000,f,f,
1400,1000,t,10000,10000,f,f,
1401,1000,t,10000,10000,f,f,
1402,1000,t,10000,10000,f,f,
1403,1000,t,10000,10000,f,f,
1404,1000,t,10000,10000,f,f,
1405,1000,t,10000,10000,f,f,
1406,1000,t,10000,10000,f,f,
1407,1000,t,10000,10000,f,f,
1408,1000,t,10000,10000,f,f,
1409,1000,t,10000,10000,f,f,
1410,1000,t,10000,10000,f,f,
1411,1000,t,10000,10000,f,f,
1412,3000,f,,,f,f,
1414,1000,f,0,0,f,f,
1415,500,f,0,0,f,f,
1416,10000,f,,,f,f,
1417,20000,t,35000,35000,f,f,
1419,500,t,30000,40000,f,f,
1420,1000,f,30000,30000,f,f,
1421,10000,f,,,f,f,
1422,1000,t,10000,10000,f,f,
1423,1000,f,,,f,f,
1424,30000,f,,,f,f,
1427,1000,f,,,f,f,
1429,1000,f,,,f,f,
1430,5000,f,,,f,f,
1431,500,f,,,f,f,
1432,0,t,10000,15000,f,f,
1434,0,t,10000,20000,f,f,
1435,600000,f,,,t,f,소멸 예정: 
1437,500,t,20000,60000,f,f,
1438,500,t,20000,60000,f,f,
1442,3000,f,,,f,f,
1447,120000,f,,,f,f,
1449,1000,t,1000,1000,f,f,
1450,1000,t,1000,1000,f,f,
1454,5000,f,,,f,f,
1457,0,f,,,f,f,
1458,0,f,,,f,f,
1459,0,f,,,f,f,
1460,0,f,,,f,f,
1461,0,f,,,f,f,
1462,0,f,,,f,f,
1464,10000,f,,,f,f,
1465,1000,f,0,,f,f,
1466,5000,f,,,f,f,
1467,5000,f,,,f,f,
1468,1000,f,,,f,f,
1469,100,f,,,f,f,
1470,5000,f,,,f,f,
1471,0,t,30000,30000,f,f,
1472,10000,f,,,f,f,
1473,1000,f,,,f,f,
1474,500,t,5000,15000,f,f,
1475,1000,f,240000,360000,f,f,
1476,1000,t,120000,300000,f,f,
1477,1000,f,0,0,f,f,
1478,1000,f,,,f,f,
1479,1000,t,60000,120000,f,f,
1480,1000,f,,,f,f,
1481,1000,f,,,f,f,
1484,0,f,,,f,f,
1487,5000,t,30000,45000,f,f,
1488,1000,f,,,f,f,
1489,1000,f,,,f,f,
1490,,f,30000,30000,f,f,
1491,1000,f,,,f,f,
1492,5000,t,300000,310000,f,f,
1493,2000,t,10000,11000,f,f,
1494,0,f,0,0,f,f,
1495,1000,f,,,f,f,
1496,,f,,,f,f,
1497,500,t,60000,120000,f,f,
1498,10000,f,,,f,f,
1499,300000,f,,,f,f,
1500,300000,f,,,f,f,
1501,300000,f,,,f,f,
1502,300000,f,,,f,f,
1503,300000,f,,,f,f,
1504,300000,f,,,f,f,
1505,300000,f,,,f,f,
1506,300000,f,,,f,f,
1507,300000,f,,,f,f,
1508,300000,f,,,f,f,
1509,1000,f,1,1,f,f,
1510,1000,f,,,f,f,
1512,2000,t,5000,7000,f,f,
1513,0,f,,,f,f,
1517,6000,f,,,f,f,
1518,100,t,400000,480000,f,f,
1519,10000,f,,,f,f,
1520,6000,f,240000,360000,f,f,
1521,20000,t,14400000,21600000,f,f,
1522,10000,t,7200000,14400000,f,f,
1524,10000,t,14400000,21600000,f,f,
1526,20000,t,14400000,21600000,f,f,
1537,10000,t,14400000,21600000,f,f,
1538,10000,t,7200000,14400000,f,f,
1540,10000,t,7200000,14400000,f,f,
1550,10000,t,7200000,14400000,f,f,
1551,10000,t,7200000,14400000,f,f,
1552,10000,t,7200000,14400000,f,f,
1553,10000,t,14400000,21600000,f,f,
1555,10000,t,3000000,4200000,f,f,
1558,10000,t,14400000,21600000,f,f,
1559,10000,t,14400000,21600000,f,f,
1561,10000,t,14400000,21600000,f,f,
1562,10000,t,7200000,14400000,f,f,
1563,10000,t,14400000,21600000,f,f,
1565,0,f,,,f,f,
1566,0,f,,,f,f,
1567,1000,t,20000,30000,f,f,
1568,518400000,f,,,t,f,소멸 예정: 
1569,518400000,f,,,t,f,소멸 예정: 
1570,518400000,f,,,t,f,소멸 예정: 
1571,518400000,f,,,t,f,소멸 예정: 
1572,518400000,f,,,t,f,소멸 예정: 
1573,12000,f,,,f,f,
1575,1000,t,86400000,86400000,f,f,
1576,1000,t,86400000,86400000,f,f,
1577,1000,t,86400000,86400000,f,f,
1579,1000,t,86400000,86400000,f,f,
1580,1000,t,86400000,86400000,f,f,
1581,1000,t,1000,1000,f,f,
1583,5000,f,,,f,f,
1585,0,f,,,f,f,
1586,1000,f,,,f,f,
1588,,t,3000,5000,f,f,
1589,1000,t,10000,10000,f,f,
1591,1000,t,10000,10000,f,f,
1592,1000,t,10000,10000,f,f,
1595,0,f,,,f,f,
1596,3600000,f,,,f,f,
1598,5000,f,,,f,f,
1599,0,t,720000,1440000,f,f,
1600,0,t,720000,1440000,f,f,
1601,1000,t,480000,600000,f,f,
1602,1000,t,600000,120000,f,f,
1605,10000,f,1,1,f,f,
1606,40000,f,,,f,f,
1611,1000,t,1000,1000,f,f,
1613,0,t,6000,7000,f,f,
1614,1000,t,50000,60000,f,f,
1615,1000,t,6000,7000,f,f,
1616,1000,t,20000,40000,f,f,
1620,1000,t,15000,20000,f,f,
1621,1000,t,20000,30000,f,f,
1623,0,t,240000,360000,f,f,
1624,1000,t,60000,60000,f,f,
1625,1000,t,30000,40000,f,f,
1626,1000,t,10000,20000,f,f,
1627,1000,t,10000,20000,f,f,
1628,5000,f,,,f,f,
1629,5000,f,,,f,f,
1630,1000,f,,,f,f,
1631,0,t,30000,40000,f,f,
1634,,f,5000,5000,f,f,
1635,1000,t,0,0,f,f,
1636,600000,t,0,0,f,f,
1637,1000,t,0,0,f,f,
1638,600000,t,0,0,f,f,
1640,0,t,120000,180000,f,f,
1641,1000,t,60000,60000,f,f,
1642,0,t,90000,120000,f,f,
1643,0,f,,,f,f,
1645,1000,t,,,f,f,
1647,30000,f,,,f,f,
1648,1000,t,120000,180000,f,f,
1649,1000,t,120000,180000,f,f,
1650,1000,f,,,f,f,
1651,0,f,,,f,f,
1652,1000,t,20000,40000,f,f,
1653,1000,t,15000,30000,f,f,
1654,0,f,,,f,f,
1655,0,f,86400000,86400000,f,f,
1656,10000,t,600000,600000,f,f,
1657,0,f,240000,360000,f,f,
1658,500,t,15000,30000,f,f,
1661,500,t,15000,30000,f,f,
1663,1000,t,10000,10000,f,f,
1664,1000,t,10000,10000,f,f,
1665,1000,t,10000,10000,f,f,
1666,0,f,,,f,f,
1669,1000,t,100000,100000,f,f,
1670,0,f,,,f,f,
1671,0,t,7200000,14400000,f,f,
1672,0,t,7200000,14400000,f,f,
1673,0,t,3000000,4200000,f,f,
1674,0,t,3000000,4200000,f,f,
1675,0,t,7200000,14400000,f,f,
1676,0,t,7200000,14400000,f,f,
1677,0,t,7200000,14400000,f,f,
1678,0,t,14400000,21600000,f,f,
1679,0,t,7200000,14400000,f,f,
1680,0,t,14400000,21600000,f,f,
1683,1000,t,,,f,f,
1684,0,t,14400000,21600000,f,f,
1685,0,t,14400000,21600000,f,f,
1686,0,f,,,f,f,
1687,0,f,,,f,f,
1688,1000,f,,,f,f,
1689,1000,f,,,f,f,
1690,1000,f,,,f,f,
1691,0,t,240000,360000,f,f,
1692,10000,t,240000,360000,f,f,
1693,500,t,30000,50000,f,f,
1694,500,t,30000,60000,f,f,
1695,500,t,30000,60000,f,f,
1696,0,t,14400000,21600000,f,f,
1697,0,t,0,0,f,f,
1698,0,f,0,0,f,f,
1700,,t,10000,10000,f,f,
1701,,f,,,f,f,
1702,1000,f,,,f,f,
1703,500,t,20000,40000,f,f,
1704,30000,f,0,0,f,f,
1705,10000,f,,,f,f,
1706,0,f,0,0,f,f,
1707,0,f,,,f,f,
1708,5000,f,,,f,f,
1709,1000,f,,,f,f,
1711,0,t,30000,60000,f,f,
1712,1000,f,,,f,f,
1713,800,f,,,f,f,
1715,5000,f,,,f,f,
1717,0,f,,,f,f,
1718,15000,t,15000,20000,f,f,
1719,15000,t,15000,20000,f,f,
1720,0,t,,,f,f,
1721,5000,f,,,f,f,
1722,500,t,15000,30000,f,f,
1723,5000,f,,,f,f,
1724,5000,f,,,f,f,
1725,30000,f,,,f,f,
1726,60000,f,,,f,f,
1727,60000,f,,,f,f,
1728,15000,t,15000,20000,f,f,
1730,,t,30000,30000,f,f,
1731,5000,f,,,f,f,
1732,0,t,10000,30000,f,f,
1733,2000,f,,,f,f,
1735,500,f,,,f,f,
1736,0,f,,,f,f,
1738,0,f,,,f,f,
1739,0,t,40000,60000,f,f,
1740,500,t,10000,30000,f,f,
1741,2000,t,,,f,f,
1742,300000,f,,,t,f,소멸 예정: 
1743,0,t,10000,20000,f,f,
1746,5000,f,,,f,f,
1747,2000,f,,,f,f,
1748,5000,f,,,f,f,
1750,0,t,30000,30000,f,f,
1751,0,t,30000,60000,f,f,
1752,0,t,60000,90000,f,f,
1754,1000,t,7000,7000,f,f,
1756,1000,t,7000,7000,f,f,
1758,1000,t,7000,7000,f,f,
1764,1000,t,7000,7000,f,f,
1765,3000,t,2000,5000,f,f,
1769,5000,f,,,f,f,
1771,200,f,0,0,f,f,
1772,1000,t,3000,10000,f,f,
1773,300,t,30000,40000,f,f,
1774,300,t,60000,90000,f,f,
1775,300,t,30000,40000,f,f,
1776,1000,t,3000,10000,f,f,
1777,3600000,f,,,f,f,
1778,1000,t,5000,8000,f,f,
1779,0,t,45000,60000,f,f,
1782,0,t,10000,20000,f,f,
1784,,f,10000,10000,f,f,
1786,10000,f,1000,1000,f,f,
1787,,t,30000,30000,f,f,
1788,2000,t,2000,3000,f,f,
1789,1000,t,2000,3000,f,f,
1790,,t,30000,30000,f,f,
1791,,t,30000,30000,f,f,
1793,,f,30000,30000,f,f,
1794,12000,f,,,f,f,
1796,10000,f,,,f,f,
1797,5000,f,,,f,f,
1799,5000,f,,,f,f,
1800,,t,10000,10000,f,f,
1801,4000,t,40000,50000,f,f,
1802,5000,f,,,f,f,
1803,500,t,60000,90000,f,f,
1804,5000,f,,,f,f,
1805,0,t,50000,60000,f,f,
1809,1000,f,,,f,f,
1810,500,f,,,f,f,
1813,2000,t,60000,180000,f,f,
1814,500,t,20000,30000,f,f,
1815,1000,t,30000,30000,f,f,
1816,1000,f,0,0,f,f,
1817,1000,t,10000,20000,f,f,
1818,0,t,60000,61000,f,f,
1819,0,t,40000,51000,f,f,
1820,30000,t,60000,120000,f,f,
1821,5000,f,,,f,f,
1822,2000,f,,,f,f,
1823,500,f,,,f,f,
1824,5000,t,35000,40000,f,f,
1825,5000,f,,,f,f,
1826,0,t,50000,60000,f,f,
1827,3000,f,,,f,f,
1828,0,t,40000,50000,f,f,
1829,5000,f,,,f,f,
1831,0,f,,,f,f,
1832,5000,f,,,f,f,
1834,0,t,60000,180000,f,f,
1835,10000,f,1000,1000,f,f,
1837,0,t,120000,120000,f,f,
1838,300,t,180000,300000,f,f,
1839,0,t,40000,45000,f,f,
1840,10000,f,,,f,f,
1842,,f,10000,10000,f,f,
1843,0,f,,,f,f,
1844,500,f,,,f,f,
1845,500,t,40000,40000,f,f,
1846,0,t,20000,40000,f,f,
1848,0,t,50000,60000,f,f,
1850,5000,t,60000,90000,f,f,
1851,500,f,,,f,f,
1852,0,t,30000,40000,f,f,
1853,0,f,0,0,f,f,
1856,5000,f,,,f,f,
1857,100,t,180000,300000,f,f,
1858,100,t,180000,300000,f,f,
1859,500,f,,,f,f,
1861,0,t,40000,50000,f,f,
1862,5000,f,,,f,f,
1863,1000,t,100000,200000,f,f,
1864,1000,t,100000,200000,f,f,
1865,1000,t,50000,100000,f,f,
1866,5000,f,,,f,f,
1867,360000,f,,,f,f,
1869,500,t,30000,35000,f,f,
1870,500,f,0,0,f,f,
1871,500,f,,,f,f,
1872,500,t,10000,15000,f,f,
1874,500,f,0,0,f,f,
1875,500,f,0,0,f,f,
1877,500,t,35000,40000,f,f,
1878,500,t,35000,40000,f,f,
1879,5000,f,,,f,f,
1880,500,f,0,0,f,f,
1881,0,f,0,0,f,f,
1882,5000,f,,,f,f,
1884,500,t,20000,30000,f,f,
1887,5000,f,,,f,f,
1888,5000,f,,,f,f,
1889,5000,f,,,f,f,
1891,1500,f,,,f,f,
1892,5000,f,,,f,f,
1894,3000,f,,,f,f,
1895,200,f,,,f,f,
1896,800,f,,,f,f,
1897,600,f,,,f,f,
1900,500,t,35000,40000,f,f,
1901,1000,f,,,f,f,
1903,15000,f,10000,10000,f,f,
1904,500,t,30000,40000,f,f,
1906,1000,f,,,f,f,
1907,1000,t,480000,600000,f,f,
1909,5000,f,,,f,f,
1910,1000,t,30000,45000,f,f,
1911,800,f,,,f,f,
1914,5000,f,,,f,f,
1916,5000,f,,,f,f,
1918,5000,f,,,f,f,
1919,5000,f,,,f,f,
1920,0,t,40000,50000,f,f,
1921,0,t,40000,50000,f,f,
1922,0,t,50000,60000,f,f,
1924,,t,10000,10000,f,f,
1925,5000,f,,,f,f,
1927,,f,30000,40000,f,f,
1928,5000,f,,,f,f,
1929,5000,f,,,f,f,
1930,5000,f,,,f,f,
1932,1000,t,10000,10000,f,f,
1933,5000,t,3000000,4200000,f,f,
1934,2000,t,30000,60000,f,f,
1937,5000,t,3000000,4200000,f,f,
1938,5000,t,3000000,4200000,f,f,
1939,10000,f,,,f,f,
1942,5000,t,3000000,4200000,f,f,
1944,5000,t,7200000,14400000,f,f,
1946,5000,t,7200000,14400000,f,f,
1947,,t,20000,30000,f,f,
1948,0,t,240000,360000,f,f,
1950,1000,t,30000,60000,f,f,
1951,5000,f,,,f,f,
1952,0,t,1000,1000,f,f,
1953,5000,f,,,f,f,
1954,5000,f,,,f,f,
1955,5000,f,,,f,f,
1956,500,t,20000,45000,f,f,
1957,5000,t,14400000,21600000,f,f,
1958,3000,t,,,f,f,
1959,5000,t,14400000,21600000,f,f,
1960,5000,t,14400000,21600000,f,f,
1961,0,f,0,0,f,f,
1962,1000,t,10000,10000,f,f,
1963,1000,t,30000,45000,f,f,
1964,5000,f,,,f,f,
1968,500,t,160000,180000,f,f,
1970,3000,t,3000000,4200000,f,f,
1971,1000,t,30000,60000,f,f,
1973,5000,f,,,f,f,
1975,10000,t,30000,40000,f,f,
1976,0,t,3000000,4200000,f,f,
1977,10000,t,3000000,4200000,f,f,
1978,1000,f,0,0,f,f,
1979,5000,f,,,f,f,
1981,1000,t,10000,12000,f,f,
1982,3000,t,30000,60000,f,f,
1985,100,f,,,f,f,
1986,1000,f,0,0,f,f,
1987,1000,f,,,f,f,
1988,1000,t,1000,1000,f,f,
1989,30000,t,60000,120000,f,f,
1990,1000,t,10000,20000,f,f,
1991,1000,t,30000,60000,f,f,
1992,0,t,7200000,14400000,f,f,
1993,10000,t,7200000,14400000,f,f,
1995,10000,t,7200000,14400000,f,f,
1996,10000,t,7200000,14400000,f,f,
1997,500,t,10000,10000,f,f,
1998,10000,t,14400000,21600000,f,f,
1999,10000,t,14400000,21600000,f,f,
2000,10000,t,14400000,21600000,f,f,
2001,0,t,7200000,14400000,f,f,
2002,10000,t,14400000,21600000,f,f,
2003,1000,f,,,f,f,
2004,10000,t,3000000,4200000,f,f,
2005,10000,t,3000000,4200000,f,f,
2006,10000,t,3000000,4200000,f,f,
2007,10000,t,7200000,14400000,f,f,
2008,5000,t,16000,18000,f,f,
2009,0,t,7200000,14400000,f,f,
2010,10000,t,7200000,14400000,f,f,
2011,10000,t,7200000,14400000,f,f,
2012,10000,t,14400000,21600000,f,f,
2013,10000,t,14400000,21600000,f,f,
2014,10000,t,14400000,21600000,f,f,
2015,5000,f,,,f,f,
2016,1000,t,5000,6000,f,f,
2017,1000,t,5000,6000,f,f,
2018,10000,t,7200000,14400000,f,f,
2019,10000,t,7200000,14400000,f,f,
2020,10000,t,14400000,21600000,f,f,
2021,10000,t,14400000,21600000,f,f,
2023,10000,t,14400000,21600000,f,f,
2024,0,t,14400000,21600000,f,f,
2025,10000,t,14400000,21600000,f,f,
2026,10000,t,14400000,21600000,f,f,
2028,10000,t,14400000,21600000,f,f,
2029,10000,t,14400000,21600000,f,f,
2030,0,t,14400000,21600000,f,f,
2031,10000,t,14400000,21600000,f,f,
2032,5000,f,,,f,f,
2033,5000,f,,,f,f,
2034,5000,f,,,f,f,
2035,10000,f,,,f,f,
2036,500,t,100000,500000,f,f,
2037,500,t,480000,600000,f,f,
2038,500,f,,,f,f,
2039,500,t,480000,600000,f,f,
2042,5000,f,,,f,f,
2044,100,f,,,f,f,
2045,0,t,40000,60000,f,f,
2047,1000,t,30000,50000,f,f,
2048,100,f,,,f,f,
2049,1000,t,20000,30000,f,f,
2050,1000,t,30000,45000,f,f,
2051,3000,t,30000,60000,f,f,
2052,3000,t,30000,60000,f,f,
2053,1000,t,60000,60000,f,f,
2058,500,t,600000,800000,f,f,
2059,0,t,10800000,10800000,f,f,
2060,0,t,10800000,10800000,f,f,
2061,0,t,10800000,10800000,f,f,
2062,0,t,10800000,10800000,f,f,
2063,0,t,10800000,10800000,f,f,
2064,2000,t,30000,60000,f,f,
2065,0,t,10800000,10800000,f,f,
2066,0,t,10800000,10800000,f,f,
2067,100,f,,,f,f,
2069,5000,f,,,f,f,
2070,,f,10000,10000,f,f,
2071,3000,t,30000,60000,f,f,
2072,,f,10000,10000,f,f,
2074,5000,f,,,f,f,
2075,,t,1000,1000,f,f,
2076,3000,t,30000,60000,f,f,
2078,100,f,,,f,f,
2079,5000,t,40000,50000,f,f,
2080,0,t,1000,1000,f,f,
2082,100,f,,,f,f,
2083,100,f,,,f,f,
2085,500,t,600000,800000,f,f,
2086,500,t,600000,800000,f,f,
2087,100,f,,,f,f,
2088,1000,t,30000,40000,f,f,
2089,500,t,10000,30000,f,f,
2090,2000,f,,,f,f,
2094,1500,t,600000,800000,f,f,
2095,5000,f,,,f,f,
2096,500,f,10000,10000,f,f,
2097,0,f,,,f,f,
2098,5000,f,,,f,f,
2099,0,t,30000,45000,f,f,
2100,2000,t,300000,600000,f,f,
2101,0,f,,,f,f,
2102,2500,t,3600000,3600000,f,f,
2103,2500,t,3600000,3600000,f,f,
2104,0,f,,,f,f,
2105,5000,f,,,f,f,
2107,,t,60000,65000,f,f,
2108,,t,60000,65000,f,f,
2109,,f,1000,1000,f,f,
2111,,f,1000,1000,f,f,
2112,1000,f,,,f,f,
2113,0,f,,,f,f,
2114,1000,f,,,f,f,
2116,0,t,3600000,3600000,f,f,
2118,500,f,0,0,f,f,
2119,50,t,35000,40000,f,f,
2120,9000,f,,,f,f,
2121,500,f,800000,1000000,f,f,
2122,,f,1000,1000,f,f,
2123,,t,40000,60000,f,f,
2124,500,f,600000,650000,f,f,
2125,,t,2000,5000,f,f,
2126,,t,15000,25000,f,f,
2127,,t,20000,20000,f,f,
2129,,t,1000,1000,f,f,
2130,,t,1000,1000,f,f,
2131,500,f,600000,800000,f,f,
2132,,t,15000,30000,f,f,
2133,,f,10000,10000,f,f,
2135,,t,1000,1000,f,f,
2136,,t,1000,1000,f,f,
2137,,t,1000,1000,f,f,
2138,,t,1000,1000,f,f,
2139,,t,1000,1000,f,f,
2140,,t,1000,1000,f,f,
2141,,f,1000,1000,f,f,
2142,,f,1000,1000,f,f,
2143,0,t,40000,60000,f,f,
2145,2000,t,3000,4000,f,f,
2147,1600,f,,,f,f,
2148,5000,f,,,f,f,
2149,,t,20000,30000,f,f,
2150,500,t,3000000,3300000,f,f,
2151,5000,f,,,f,f,
2152,100,f,,,f,f,
2153,500,t,30000,45000,f,f,
2154,20000,t,20000,30000,f,f,
2155,1000,t,50000,60000,f,f,
2157,1000,t,30000,45000,f,f,
2158,0,f,,,f,f,
2159,0,f,,,f,f,
2160,500,f,600000,650000,f,f,
2161,50000,f,,,f,f,
2164,500,f,,,f,f,
2165,500,f,,,f,f,
2166,60000,f,,,f,f,
2167,5000,f,,,f,f,
2168,1000,f,,,f,f,
2169,30000,f,,,f,f,
2170,1000,t,30000,40000,f,f,
2171,1000,t,50000,60000,f,f,
2172,,t,3000,5000,f,f,
2173,0,f,,,f,f,
2175,1000,t,30000,60000,f,f,
2176,15000,f,,,f,f,
2177,28000,f,,,f,f,
2178,15000,f,,,f,f,
2179,1000,f,,,f,f,
2180,500,t,60000,90000,f,f,
2181,500,t,60000,90000,f,f,
2182,5000,f,,,f,f,
2183,2000,f,,,f,f,
2184,1000,t,30000,60000,f,f,
2185,10000,f,15000,15000,f,f,
2186,5000,f,,,f,f,
2187,5000,f,,,f,f,
2188,5000,f,,,f,f,
2189,5000,f,,,f,f,
2190,5000,f,,,f,f,
2191,18000,f,,,f,f,
2192,500,t,60000,120000,f,f,
2193,500,t,60000,90000,f,f,
2194,0,t,50000,60000,f,f,
2195,2000,t,10000,20000,f,f,
2197,0,t,10000,10000,f,f,
2198,0,t,10000,10000,f,f,
2199,1000,f,,,f,f,
2200,3,t,30000,30000,f,f,
2201,10,t,10000,10000,f,f,
2202,7000,f,,,f,f,
2203,19000,f,,,f,f,
2204,2000,f,0,0,f,f,
2205,0,f,,,f,f,
2206,,t,10000,12000,f,f,
2207,2000,f,,,f,f,
2208,2000,t,3600000,3600000,f,f,
2209,2000,t,3600000,3600000,f,f,
2210,500,t,500000,800000,f,f,
2212,500,f,,,f,f,
2214,0,f,,,f,f,
2215,1000,t,60000,60000,f,f,
2216,1000,t,60000,60000,f,f,
2217,1000,t,60000,60000,f,f,
2218,0,f,,,f,f,
2219,1000,t,30000,40000,f,f,
2220,1000,t,30000,45000,f,f,
2221,1000,t,30000,45000,f,f,
2223,1000,t,30000,45000,f,f,
2224,10000,f,,,f,f,
2226,14000,f,,,f,f,
2227,45000,f,,,f,f,
2228,10000,f,,,f,f,
2229,200,f,,,f,f,
2231,1000,t,30000,40000,f,f,
2232,0,t,10000,20000,f,f,
2233,0,f,0,0,f,f,
2234,1000,t,30000,45000,f,f,
2235,1000,t,30000,45000,f,f,
2236,60000,f,,,f,f,
2238,1000,f,,,f,f,
2239,0,f,,,f,f,
2242,0,f,,,f,f,
2244,1000,t,10000,10000,f,f,
2246,,t,30000,30000,f,f,
2247,10000,t,40000,60000,f,f,
2248,4000,f,,,f,f,
2249,100,f,,,f,f,
2250,5000,f,,,f,f,
2251,2000,f,,,f,f,
2253,2000,f,,,f,f,
2255,0,f,,,f,f,
2256,1000,f,,,f,f,
2257,1000,f,600000,600000,f,f,
2258,1000,f,,,f,f,
2268,1000,f,,,f,f,
2269,1000,t,60000,60000,f,f,
2270,1000,t,60000,60000,f,f,
2271,1000,f,,,f,f,
2272,1000,f,,,f,f,
2273,1000,f,,,f,f,
2274,1000,f,,,f,f,
2275,500,f,,,f,f,
2276,0,f,,,f,f,
2277,0,f,,,f,f,
2279,0,t,50000,60000,f,f,
2280,0,t,30000,60000,f,f,
2281,500,t,300000,300000,f,f,
2282,1000,f,,,f,f,
2283,5000,f,0,0,f,f,
2284,500,t,43200000,43200000,f,f,
2286,1000,t,5000,10000,f,f,
2287,0,t,2000,3000,f,f,
2288,0,t,20000,30000,f,f,
2289,0,f,15000,20000,f,f,
2290,2000,t,,,f,f,
2291,0,f,,,f,f,
2292,1000,f,0,0,f,f,
2293,1000,f,0,0,f,f,
2294,0,f,,,f,f,
2295,0,f,,,f,f,
2296,0,f,,,f,f,
2297,0,f,,,f,f,
2298,0,f,,,f,f,
