id,skill_id,fake_skill_id,target_parent
2178,,19978,f
2179,,19979,f
2180,,15695,f
2181,,12477,f
2182,,11688,f
2183,,20014,f
2184,,20029,f
2185,,20033,f
2186,,20037,f
2187,,20038,f
2188,,20039,f
2190,,11525,f
2191,,20087,f
2192,,15695,f
2194,,20121,f
2195,,20127,f
2196,,16294,f
2198,,20258,f
2199,,20259,f
2200,,20261,f
2201,,20262,f
2202,,20263,f
2203,,20264,f
2204,,20265,f
2205,,20266,f
2206,,20267,f
2207,,20271,f
2209,,20275,f
2210,,20277,f
2211,,20274,f
2212,,20308,f
2213,,20309,f
2214,,20310,f
2215,,20312,f
2217,,20309,f
2218,,20309,f
2219,,20326,f
2221,,20321,f
2225,,,t
2226,,20370,f
2227,,20389,f
2228,,20455,f
2229,,20446,f
2230,,20448,f
2231,,20449,f
2232,,20500,f
2233,,14355,f
2234,,12525,f
2235,,12527,f
2236,,12524,f
2237,,12528,f
2238,14912,14913,t
2239,14912,14913,t
2242,,20586,f
2243,,20619,f
2244,,20638,f
2245,20640,20639,f
2246,,20648,f
2247,,20655,f
2248,,20656,f
2249,,20657,f
2251,,20677,f
2253,,20683,f
2255,,20708,f
2256,,20710,f
2258,,20713,f
2260,,20580,f
2262,,20732,f
2263,,20735,f
2264,,20738,f
2265,,20743,f
2266,,20748,f
2267,,20749,f
2268,,20750,f
2269,,20751,f
2270,,20770,f
2272,,20799,f
2273,,20802,f
2274,,20813,f
2278,,20840,f
2279,,20813,f
2281,,18035,f
2282,,18035,f
2283,,18035,f
2284,,18035,f
2289,,18035,f
2290,,18035,f
2291,,18035,f
2292,,18035,f
2293,,20802,f
2294,,20740,f
2295,,,f
2296,21022,21021,f
2297,,21059,f
2298,,21060,f
2299,,21063,f
2300,,21064,f
2301,,21093,f
2302,,21095,f
2303,,21102,f
2304,,21103,f
2306,,21005,f
2307,,20715,f
2308,,20715,f
2310,,20777,f
2311,,21160,f
2313,,21177,f
2314,,21255,f
2315,,21406,f
2316,,20802,f
2317,,21342,f
2318,,21372,f
2319,,21391,f
2323,,20311,f
2324,,21391,f
2325,,21419,f
2326,,21372,f
2327,,21539,f
2328,,21559,f
2329,,21865,f
2331,,21568,f
2332,,21586,f
2335,,21601,f
2336,13428,23861,t
2337,,22519,f
2338,,22521,f
2339,,21602,f
2341,,21675,f
2342,,21675,f
2343,,21676,f
2344,,21678,f
2345,,21676,f
2346,,21676,f
2347,,21680,f
2348,,21682,f
2349,,21683,f
2350,,21713,f
2351,,21713,f
2352,,21715,f
2353,,13167,f
2354,,13166,f
2355,,13166,f
2356,,13167,f
2358,,21781,f
2359,,21782,f
2361,,21784,f
2362,,21785,f
2364,,21786,f
2365,,21601,f
2370,,21819,f
2371,,21829,f
2372,,21831,f
2373,,21832,f
2374,,21850,f
2375,,,f
2377,,13700,f
2386,,21970,f
2388,,21982,f
2389,,21984,f
2396,,22023,f
2404,14912,14913,t
2405,14912,14913,t
2406,14912,14913,t
2407,,22129,f
2408,,22129,f
2409,,22129,f
2410,,11691,f
2411,,13438,f
2412,,13700,f
2413,,13701,f
2414,,13701,f
2415,,22252,f
2416,,22258,f
2417,,10999,f
2418,,22272,f
2419,,22285,f
2420,22586,22294,t
2427,,22309,f
2428,,22388,f
2429,,22381,f
2431,,22519,f
2432,,22521,f
2433,,22519,f
2434,,22521,f
2437,,22454,f
2441,22505,22504,t
2442,22506,22455,f
2443,22508,22466,f
2444,22509,22467,f
2445,22505,22504,t
2446,,22521,f
2447,,22519,f
2448,,22555,f
2449,,22285,f
2456,22499,21015,f
2457,22586,22294,t
2458,22586,22294,t
2459,22505,22504,t
2460,22586,22294,t
2461,22586,22294,t
2462,22505,22504,t
2463,22586,22294,t
2464,,22102,f
2465,,22690,f
2466,,22694,f
2468,,22703,f
2469,,22751,f
2470,,10999,f
2471,,10999,f
2472,,10999,f
2473,,22746,f
2475,,22744,f
2476,,22752,f
2477,,22745,f
2478,,22750,f
2479,,22747,f
2480,,22748,f
2481,,22749,f
2482,,22751,f
2483,,20630,f
2485,,20631,f
2486,,22779,f
2487,,21865,f
2489,,22779,f
2490,,21865,f
2491,,13509,f
2492,,22783,f
2493,,22779,f
2494,,22779,f
2495,22807,21015,f
2496,,20625,f
2497,,22823,f
2498,,22824,f
2499,,22825,f
2500,,22826,f
2501,,22827,f
2502,,22828,f
2503,,22829,f
2504,,22830,f
2505,,22831,f
2506,,22832,f
2507,,22833,f
2508,,22834,f
2509,,22835,f
2510,,22836,f
2511,,22837,f
2512,,22838,f
2513,,22839,f
2514,,22840,f
2515,,22841,f
2516,,22842,f
2517,,22843,f
2519,,22519,f
2520,22586,22294,t
2521,,22521,f
2522,22505,22504,t
2523,22586,22294,t
2525,,22521,f
2526,,22519,f
2528,,22889,f
2529,,22916,f
2530,,22971,f
2531,,19828,f
2532,,22975,f
2533,,23000,f
2535,,23014,f
2536,,22555,f
2537,,22783,f
2538,,22555,f
2539,,22783,f
2542,,23091,f
2543,,23105,f
2544,,23112,f
2545,,23084,f
2546,,23088,f
2548,,23156,f
2549,,23157,f
2550,,23158,f
2551,,23159,f
2552,,23159,f
2554,,23159,f
2555,,23160,f
2556,,23160,f
2557,,23160,f
2558,,23161,f
2559,,23161,f
2560,,23161,f
2561,,23169,f
2563,,23170,f
2564,,23206,f
2565,,23206,f
2566,,23219,f
2567,,23220,f
2568,,16301,f
2569,,23266,f
2570,,23358,f
2573,,,f
2574,,,f
2577,,,f
2578,,,f
2579,,23399,f
2580,,22776,f
2581,,22776,f
2582,,22776,f
2583,,23150,f
2584,,23150,f
2585,,22384,f
2586,,20659,f
2587,,23419,f
2589,,23439,f
2590,,23441,f
2594,,22519,f
2595,22586,22294,f
2596,,22521,f
2597,22505,22504,f
2598,22586,22294,f
2599,,23466,f
2602,,23506,f
2605,23538,23537,f
2606,,23546,f
2607,,23547,f
2608,,23555,f
2609,,16279,f
2610,,23568,f
2611,,23557,f
2612,,23603,f
2613,,23604,f
2614,,23604,f
2615,,23604,f
2616,,23604,f
2617,,23605,f
2618,,23606,f
2619,,23607,f
2620,,23617,f
2621,,23654,f
2622,,23656,f
2623,,23657,f
2624,,23604,f
2625,,23623,f
2626,,23624,f
2627,,23625,f
2628,,23639,f
2629,,23642,f
2630,,23644,f
2631,,23644,f
2632,,23560,f
2633,,23678,f
2635,,23694,f
2636,,22519,f
2637,22586,22294,f
2638,,22521,f
2639,22505,22504,t
2640,22586,22294,f
2641,,22521,f
2642,,22519,f
2643,,22519,f
2644,22586,22294,f
2646,,22521,f
2648,22505,22504,t
2649,22586,22294,f
2650,,22519,f
2651,22586,22294,f
2652,,22521,f
2653,22505,22504,t
2654,22586,22294,f
2655,,23854,f
2656,,22102,f
2657,,23850,f
2659,,23874,f
2660,,23875,f
2661,,23876,f
2662,,23957,f
2663,,23958,f
2664,,23959,f
2666,,23159,f
2667,,23161,f
2668,,23159,f
2669,,23161,f
2670,,23159,f
2671,,23161,f
2672,,23160,f
2673,,23160,f
2674,,23160,f
