id,name,play_once
1289,fist_em_dance,f
1290,fist_em_happy,f
1291,open,f
1292,default,t
1293,close,t
1294,closed,t
1295,open,t
1296,default,t
1297,close,t
1298,closed,t
1299,open,t
1300,default,t
1301,close,t
1302,closed,t
1303,open,t
1304,default,t
1305,close,t
1306,closed,t
1307,open,t
1308,close,t
1309,closed,t
1310,open,t
1311,default,t
1313,open,t
1314,default,t
1315,close,t
1316,closed,t
1317,fist_ba_combat_idle,f
1318,fist_ba_relaxed_idle,f
1319,fist_ba_relaxed_idle,f
1320,dead_02,t
1321,dead_02,t
1322,fist_ba_relaxed_idle,f
1323,fist_ba_relaxed_idle,f
1324,fist_ba_relaxed_idle,f
1325,fist_ba_relaxed_idle,f
1326,fist_ba_relaxed_idle,f
1327,fist_ba_relaxed_idle,f
1328,fist_ba_relaxed_idle,f
1329,fist_ba_relaxed_idle,f
1330,fist_ba_relaxed_idle,f
1331,fist_ba_relaxed_idle,f
1332,fist_ba_relaxed_idle,f
1333,fist_ba_relaxed_idle,f
1334,fist_ba_relaxed_idle,f
1335,fist_ba_relaxed_idle,f
1336,fist_ba_relaxed_idle,f
1337,fist_ba_relaxed_idle,f
1338,fist_ba_relaxed_idle,f
1339,fist_ba_relaxed_idle,f
1340,fist_ba_relaxed_idle,f
1341,fist_ba_relaxed_idle,f
1342,fist_ba_relaxed_idle,f
1343,fist_ba_relaxed_idle,f
1344,fist_ba_relaxed_idle,f
1345,fist_ba_relaxed_idle,f
1346,fist_ba_relaxed_idle,f
1347,fist_ba_relaxed_idle,f
1348,fist_ba_relaxed_idle,f
1349,fist_ba_relaxed_idle,f
1350,fist_ba_relaxed_idle,f
1351,fist_ba_relaxed_idle,f
1352,fist_ba_relaxed_idle,f
1353,fist_ba_relaxed_idle,f
1354,fist_ba_relaxed_idle,f
1355,fist_ba_relaxed_idle,f
1356,fist_ba_relaxed_idle,f
1357,fist_ba_relaxed_idle,f
1358,fist_ba_relaxed_idle,f
1359,fist_ba_relaxed_idle,f
1360,fist_ba_relaxed_idle,f
1361,fist_ba_relaxed_idle,f
1362,fist_ba_relaxed_idle,f
1363,fist_ba_relaxed_idle,f
1364,fist_ba_relaxed_idle,f
1365,fist_ba_relaxed_idle,f
1366,fist_ba_relaxed_idle,f
1367,fist_ba_relaxed_idle,f
1368,default,t
1369,open,t
1370,opened,t
1371,close,t
1372,default,t
1373,open,t
1374,opened,t
1376,open,t
1377,opened,t
1378,close,t
1379,fist_ba_relaxed_idle,f
1380,fist_em_hungry,f
1381,fist_ac_feeding,f
1382,fist_em_happy,f
1383,fist_ba_relaxed_idle,f
1384,fist_em_hungry,f
1385,fist_ba_relaxed_idle,f
1386,fist_em_bad,f
1387,fist_em_happy,f
1388,fist_ba_relaxed_idle,f
1389,fist_ba_relaxed_idle,f
1390,fist_em_dance,f
1391,fist_em_happy,f
1392,fist_ba_relaxed_idle,f
1393,dead_01,t
1394,dead_01,t
1395,fist_ba_relaxed_idle,f
1396,fist_em_hungry,f
1397,fist_ac_feeding,f
1398,fist_em_happy,f
1399,fist_ba_relaxed_idle,f
1400,fist_em_hungry,f
1401,fist_ba_relaxed_idle,f
1402,fist_em_bad,f
1403,fist_em_happy,f
1404,fist_ba_relaxed_idle,f
1405,fist_ba_relaxed_idle,f
1406,fist_em_dance,f
1407,fist_em_happy,f
1408,fist_ba_relaxed_idle,f
1409,dead_01,t
1410,dead_01,t
1411,fist_ba_relaxed_idle,f
1412,fist_em_hungry,f
1413,fist_ac_feeding,f
1414,fist_em_happy,f
1415,fist_ba_relaxed_idle,f
1416,fist_em_hungry,f
1417,fist_ba_relaxed_idle,f
1418,fist_em_bad,f
1419,fist_em_happy,f
1420,fist_ba_relaxed_idle,f
1421,fist_ba_relaxed_idle,f
1422,fist_em_dance,f
1423,fist_em_happy,f
1424,fist_ba_relaxed_idle,f
1425,dead_01,t
1426,dead_01,t
1427,fist_ba_relaxed_idle,f
1428,fist_em_hungry,f
1429,fist_ac_feeding,f
1430,fist_em_happy,f
1431,fist_ba_relaxed_idle,f
1432,fist_em_hungry,f
1433,fist_ba_relaxed_idle,f
1434,fist_em_bad,f
1435,fist_em_happy,f
1436,fist_ba_relaxed_idle,f
1437,fist_ba_relaxed_idle,f
1438,fist_em_dance,f
1439,fist_em_happy,f
1440,fist_ba_relaxed_idle,f
1441,dead_01,t
1442,dead_01 ,t
1443,fist_ba_relaxed_idle,f
1444,fist_em_hungry,f
1445,fist_ac_feeding,f
1446,fist_em_happy,f
1447,fist_ba_relaxed_idle,f
1448,fist_em_hungry,f
1449,fist_ba_relaxed_idle,f
1450,fist_em_bad,f
1451,fist_em_happy,f
1452,fist_ba_relaxed_idle,f
1453,fist_ba_relaxed_idle,f
1454,fist_em_dance,f
1455,fist_em_happy,f
1456,fist_ba_relaxed_idle,f
1457,dead_01,f
1458,dead_01,f
1459,fist_ba_relaxed_idle,f
1460,fist_em_hungry,f
1461,fist_ac_feeding,f
1462,fist_em_happy,f
1463,fist_ba_relaxed_idle,f
1464,fist_em_hungry,f
1465,fist_ba_relaxed_idle,f
1466,fist_em_bad,f
1467,fist_em_happy,f
1468,fist_ba_relaxed_idle,f
1469,fist_ba_relaxed_idle,f
1470,fist_em_dance,f
1471,fist_em_happy,f
1472,fist_ba_relaxed_idle,f
1473,dead_01,t
1474,dead_01,t
1475,fist_ba_relaxed_idle,f
1476,fist_em_hungry,f
1477,fist_ac_feeding,f
1478,fist_em_happy,f
1479,fist_ba_relaxed_idle,f
1480,fist_em_hungry,f
1481,fist_ba_relaxed_idle,f
1482,fist_em_bad,f
1483,fist_em_happy,f
1484,fist_ba_relaxed_idle,f
1485,fist_ba_relaxed_idle,f
1486,fist_em_dance,f
1487,fist_em_happy,f
1488,fist_ba_relaxed_idle,f
1489,dead_01,t
1490,dead_01,t
1491,fist_ba_relaxed_idle,f
1492,fist_em_hungry,f
1493,fist_ac_feeding,f
1494,fist_em_happy,f
1495,fist_ba_relaxed_idle,f
1496,fist_em_hungry,f
1497,fist_ba_relaxed_idle,f
1498,fist_em_bad,f
1499,fist_em_happy,f
1500,fist_ba_relaxed_idle,f
1501,fist_ba_relaxed_idle,f
1502,fist_em_dance,f
1503,fist_em_happy,f
1504,fist_ba_relaxed_idle,f
1505,dead_01,t
1506,dead_01,t
1507,fist_ba_relaxed_idle,f
1508,fist_em_bye,t
1509,fist_em_clap,t
1510,open,t
1511,opened,t
1512,close,t
1513,fist_ba_relaxed_idle,f
1514,fist_ac_feeding,t
1515,fist_em_happy,t
1516,fist_em_hungry,t
1517,fist_ba_relaxed_idle,f
1518,fist_em_happy,t
1520,a,t
1521,b,t
1522,c,t
1524,default,t
1525,d,t
1526,e,t
1527,f,t
1529,h,t
1531,a,t
1532,b,t
1533,c,t
1534,d,t
1535,e,t
1536,f,t
1537,g,t
1538,h,t
1539,dead_02,t
1540,fist_ba_relaxed_idle_rand,f
1543,dead_02,t
1544,dead_02,t
1545,dead_02,t
1546,dead_01,t
1547,dead_01,t
1548,dead_01,t
1549,dead_01,t
1550,dead_01,t
1551,dead_01,t
1552,dead_01,t
1553,dead_01,t
1554,dead_01,t
1555,dead_01,t
1556,dead_01,t
1557,dead_01,t
1558,dead_01,t
1559,dead_01,t
1560,dead_01,t
1561,dead_01,t
1562,dead_02,t
1563,open,t
1564,opened,t
1565,close,t
1566,open,t
1567,opened,t
1568,close,t
1569,open,t
1570,opened,t
1571,close,t
1572,i,t
1573,i,t
1574,j,t
1575,k,t
1576,l,t
1577,fist_ba_relaxed_idle,f
1578,fist_ba_relaxed_idle,f
1579,fist_ba_relaxed_idle,f
1580,fist_ba_relaxed_idle,f
1581,default,t
1583,a,t
1585,swich,t
1586,a,t
1588,default,t
1589,opened,t
1591,fist_ba_relaxed_idle,f
1592,fist_em_hungry,f
1593,fist_ac_feeding,f
1594,fist_em_happy,f
1595,fist_ba_relaxed_idle,f
1596,fist_em_hungry,f
1597,fist_ba_relaxed_idle,f
1598,fist_em_bad,f
1599,fist_em_happy,f
1600,fist_ba_relaxed_idle,f
1601,fist_ba_relaxed_idle,f
1602,fist_em_dance,f
1603,fist_em_happy,f
1604,fist_ba_relaxed_idle,f
1605,dead_01,t
1606,dead_01,t
1607,fist_ba_relaxed_idle,f
1608,fist_ac_feeding,f
1609,fist_em_happy,f
1610,fist_em_hungry,f
1611,fist_ba_relaxed_idle,f
1612,fist_em_hungry,f
1613,fist_ba_relaxed_idle,f
1614,fist_em_bad,f
1615,fist_em_happy,f
1616,fist_ba_relaxed_idle,f
1617,fist_ba_relaxed_idle,f
1618,fist_em_dance,f
1619,fist_em_happy,f
1620,fist_ba_relaxed_idle,f
1621,dead_01,t
1622,dead_01,t
1623,fist_ba_relaxed_idle,f
1624,fist_ba_relaxed_idle,f
1625,fist_em_hungry,f
1626,fist_ac_feeding,f
1627,fist_em_happy,f
1628,fist_ba_relaxed_idle,f
1629,fist_em_hungry,f
1630,fist_ba_relaxed_idle,f
1631,fist_em_bad,f
1632,fist_em_happy,f
1633,fist_ba_relaxed_idle,f
1634,fist_ba_relaxed_idle,f
1635,fist_em_dance,f
1636,fist_em_happy,f
1637,fist_ba_relaxed_idle,f
1638,dead_01,t
1639,dead_01,t
1641,default,t
1643,dead_01,t
1644,fist_ba_relaxed_idle,f
1645,dead_02,t
1646,spreaded,f
1647,fold,t
1648,folded,f
1649,spread,t
1650,open,t
1651,opened,t
1652,close,t
1653,close,t
1654,fist_em_happy,t
1655,fist_ba_relaxed_idle,f
1656,open,t
1657,opened,t
1658,close,t
1659,default,t
1660,default,t
1661,open,t
1662,opened,t
1663,close,t
1664,default,t
1665,open,t
1666,opened,t
1667,close,t
1668,fist_em_bad,f
1669,fist_ba_relaxed_idle_rand,f
1670,default,t
1673,fist_em_happy,f
1674,fist_em_hungry,f
1675,fist_ba_relaxed_idle,f
1676,open,t
1677,close,t
1678,fist_ba_relaxed_idle,f
1679,fist_ba_relaxed_idle,f
1680,default,t
1681,down,t
1682,up,t
1683,stop,t
1684,default,t
1685,open,t
1686,opened,t
1687,close,t
1690,close,t
1691,default,t
1692,opened,t
1693,g,t
1694,b,t
1695,d,t
1696,e,t
1697,c,t
1698,f,t
1699,g,t
1700,h,t
1701,default,t
1702,open,t
1703,default,t
1704,opened,t
1705,default,t
1706,opened,t
1707,default,t
1708,open,t
1709,default,f
1710,open,t
1711,opened,f
1712,close,t
1713,fist_ba_relaxed_idle,f
1714,default,f
1715,open,t
1716,opened,f
1717,close,t
1718,default,t
1719,open,t
1720,opened,t
1721,close,t
1722,all_re_combat_stun_loop,f
1723,fist_ba_relaxed_idle,f
1724,fist_em_hungry,f
1725,fist_ac_feeding,f
1726,fist_em_happy,f
1727,fist_ba_relaxed_idle,f
1728,fist_em_hungry,f
1729,fist_ba_relaxed_idle,f
1730,fist_em_bad,f
1731,fist_em_happy,f
1732,fist_ba_relaxed_idle,f
1733,fist_ba_relaxed_idle,f
1734,fist_em_dance,f
1735,fist_em_happy,f
1736,fist_ba_relaxed_idle,f
1737,dead_01,t
1738,dead_01,t
1739,down,t
1740,stop,f
1741,fist_ba_relaxed_idle,f
1742,fist_ba_relaxed_idle,f
1743,fist_em_hungry,f
1744,fist_ac_feeding,f
1745,fist_em_happy,f
1746,fist_ba_relaxed_idle,f
1747,fist_em_hungry,f
1748,fist_ba_relaxed_idle,f
1749,fist_em_bad,f
1750,fist_em_happy,f
1751,fist_ba_relaxed_idle,f
1752,fist_ba_relaxed_idle,f
1753,fist_em_dance,f
1754,fist_em_happy,f
1755,fist_ba_relaxed_idle,f
1756,dead_01,t
1757,dead_01,t
1758,fist_ba_relaxed_idle,f
1759,fist_ba_relaxed_idle,f
1760,fist_em_hungry,f
1761,fist_ac_feeding,f
1762,fist_em_happy,f
1763,fist_ba_relaxed_idle,f
1764,fist_em_hungry,f
1765,fist_ba_relaxed_idle,f
1766,fist_em_bad,f
1767,fist_em_happy,f
1768,fist_ba_relaxed_idle,f
1769,fist_ba_relaxed_idle,f
1770,fist_em_dance,f
1772,fist_em_happy,f
1773,fist_ba_relaxed_idle,f
1774,dead_01,t
1775,dead_01,t
1776,up,t
1777,default,f
1778,default,f
1779,open,t
1780,fist_ba_relaxed_idle,f
1781,fist_ba_relaxed_idle,f
1782,fist_em_hungry,f
1783,fist_ac_feeding,f
1784,fist_em_happy,f
1785,fist_ba_relaxed_idle,f
1786,fist_em_hungry,f
1787,fist_ba_relaxed_idle,f
1788,fist_em_bad,f
1789,opened,t
1790,fist_em_happy,f
1791,fist_ba_relaxed_idle,f
1792,fist_ba_relaxed_idle,f
1793,fist_em_dance,f
1794,fist_em_happy,f
1795,fist_ba_relaxed_idle,f
1796,dead_01,t
1797,dead_01,t
1798,default,f
1799,opened,f
1800,open,t
1801,close,t
1803,default,f
1804,fist_ba_relaxed_idle,f
1805,fist_ba_relaxed_idle,f
1806,fist_em_hungry,f
1807,fist_ac_feeding,f
1808,fist_em_happy,f
1809,fist_ba_relaxed_idle,f
1810,fist_em_hungry,f
1811,fist_ba_relaxed_idle,f
1812,fist_em_bad,f
1813,fist_em_happy,f
1814,fist_ba_relaxed_idle,f
1815,fist_ba_relaxed_idle,f
1816,fist_em_dance,f
1817,fist_em_happy,f
1818,fist_ba_relaxed_idle,f
1819,dead_01,t
1820,dead_01,t
1821,default,f
1822,default,f
1823,default,f
1824,default,f
1825,default,f
1826,default,f
1827,default,f
1828,default,f
1829,fist_ba_relaxed_idle,f
1830,fist_em_happy,f
1831,fist_em_hungry,f
1832,default,f
1833,opened,f
1834,open,t
1835,default,t
1836,down,t
1837,stop,t
1838,up,t
1839,default,t
1840,down,t
1841,stop,t
1842,up,t
1843,default,t
1844,open,t
1845,opened,t
1847,default,t
1850,open,t
1853,open,t
1854,opened,t
1855,open,t
1856,opened,t
1857,open,t
1858,opened,t
1859,open,t
1860,opened,t
1861,open,t
1862,opened,t
1863,fist_ba_relaxed_idle,f
1864,fist_ba_relaxed_idle,f
1865,fist_ba_relaxed_idle,f
1868,default,t
1870,default,t
1872,default,f
1873,down,t
1874,stop,f
1875,up,t
1876,stopsail,f
1877,fold,t
1878,default,f
1879,default,f
1880,fist_ba_relaxed_idle,f
1881,fist_ba_relaxed_idle,f
1882,fist_ba_relaxed_idle,f
1883,open,t
1884,default,f
1885,opened,t
1887,default,t
1890,default,t
1895,default,t
1896,open,t
1897,opened,t
1898,default,t
1899,open,t
1900,opened,t
1901,close,t
1902,default,f
1903,default,f
1904,default,f
1905,default,f
1906,open,t
1907,open,t
1908,open,t
1909,open,t
1910,opened,f
1911,opened,f
1912,opened,f
1913,opened,f
1914,close,t
1915,close,t
1916,close,t
1917,close,t
1918,folded,f
1919,spread,t
1920,down,t
1921,stopsail,f
1922,fold,t
1923,folded,f
1924,spread,t
1925,folded,f
1926,spread,t
1927,spreaded,f
1928,fold,t
1929,fist_ba_spawn,t
1930,fist_ba_relaxed_idle,f
1931,stopsail,f
1932,fold,t
1933,folded,f
1934,spread,t
1935,stopsail,f
1936,fold,t
1937,folded,f
1938,spread,t
1940,close,t
1941,close,t
1942,close,t
1943,fist_ba_relaxed_idle,f
1944,fist_ba_relaxed_idle,f
1945,fist_ba_relaxed_idle,f
1946,fist_ba_relaxed_idle,f
1947,fist_ba_relaxed_idle,f
1948,fist_ba_relaxed_idle,f
1949,fist_ba_relaxed_idle,f
1950,fist_ba_relaxed_idle,f
1951,fist_ba_relaxed_idle,f
1952,fist_ba_relaxed_idle,f
1953,fist_ba_relaxed_idle,f
1954,fist_ba_relaxed_idle,f
1958,default,t
1959,open,t
1960,opened,t
1961,close,t
1962,fist_em_bye,t
1963,idle,f
1964,fist_ba_relaxed_idle,f
1965,fist_ba_relaxed_idle,f
1966,fist_ba_relaxed_idle_rand,f
1967,fist_em_bad,f
1968,all_re_combat_stun_loop,f
1969,fist_ba_relaxed_idle_rand,f
1970,fist_em_happy,f
1971,fist_ba_relaxed_idle_rand,f
1972,fist_ba_relaxed_idle_rand,f
1973,fist_ba_relaxed_idle,f
1974,fist_ba_relaxed_idle,f
1975,fist_ba_relaxed_idle,f
1976,fist_ba_relaxed_idle,f
1977,dead_01,t
1978,fist_ba_relaxed_idle,f
1979,fist_ba_relaxed_idle,f
1980,dead_01,t
1981,default,f
1982,default,f
1983,fist_em_bye,f
1984,fist_pos_priest_silent_idle_rand_3,f
1985,fist_pos_stn_relaxed_b_idle_rand_1,f
1986,fist_pos_stn_relaxed_b_idle_rand_1,f
1987,fist_pos_priest_silent_idle_rand_3,f
1988,fist_em_bye,f
1989,fist_pos_stn_readbook_talk,f
1990,fist_pos_stn_readbook_talk,f
1991,fist_pos_stn_readbook_talk,f
1992,fist_pos_stn_readbook_talk,f
1994,fist_em_bye,f
1995,fist_em_happy,f
1996,fist_em_sweat,f
1997,fist_em_sigh,f
1998,fist_em_bashful,f
1999,fist_em_cry,f
2000,fist_ac_eat,f
2002,close,t
2003,fist_ba_combat_idle,f
2005,all_re_combat_knockback,t
2006,all_re_combat_knockback,f
2009,open,t
2010,close,t
2011,fist_ac_feeding,f
2012,fist_ba_relaxed_idle,f
2013,fist_ba_relaxed_idle_rand,f
2014, fist_ba_relaxed_idle,f
2015,fist_ba_relaxed_idle,f
2016, fist_ba_relaxed_idle,f
2017,fist_ba_relaxed_idle,f
2018,fist_ba_relaxed_idle,f
2019,fist_ba_relaxed_idle,f
2020,fist_ba_relaxed_idle,f
2021,fist_ba_relaxed_idle,f
2022,fist_ba_relaxed_idle,f
2023,fist_ba_relaxed_idle,f
2024,fist_ba_relaxed_idle,f
2025,fist_ba_relaxed_idle,f
2026,default,t
2027,open,t
2028,opened,t
2029,close,t
2030,default,t
2031,open,t
2032,opened,t
2033,close,t
2034,fist_ac_feeding,f
2035,fist_em_happy,f
2036,fist_ba_combat_idle,f
2037,fist_ba_relaxed_idle,f
2038,open,f
2039,fist_ba_relaxed_idle,f
2040,fist_ba_relaxed_idle,f
2041,fist_ba_relaxed_idle,f
2042,default,f
2044,default,f
2045,fist_ba_relaxed_idle,f
2046,fist_em_hungry,f
2047,fist_ac_feeding,f
2048,fist_em_happy,f
2049,fist_ba_relaxed_idle,f
2050,fist_em_dance,f
2051,fist_em_happy,f
2052,fist_em_hungry,f
2053,fist_em_happy,f
2054,fist_ba_relaxed_idle,f
2055,fist_ba_relaxed_idle,f
2056,fist_em_bad,f
2057,fist_em_happy,f
2058,fist_em_hungry,f
2059,fist_ac_feeding,f
2060,fist_ba_relaxed_idle,f
2061,fist_ba_relaxed_idle,f
2062,fist_em_dance,f
2063,fist_em_happy,f
2064,fist_em_hungry,f
2065,fist_em_happy,f
2066,fist_ba_relaxed_idle,f
2067,fist_ba_relaxed_idle,f
2068,dead_01,f
2069,dead_01,f
2070,fist_ba_relaxed_idle,f
2071,fist_em_hungry,f
2072,fist_ac_feeding,f
2073,fist_em_happy,f
2074,fist_ba_relaxed_idle,f
2075,fist_em_dance,f
2076,fist_em_happy,f
2077,fist_em_hungry,f
2078,fist_em_happy,f
2079,fist_ba_relaxed_idle,f
2080,fist_ba_relaxed_idle,f
2081,fist_em_bad,f
2082,fist_em_happy,f
2083,fist_em_hungry,f
2084,fist_ac_feeding,f
2085,fist_ba_relaxed_idle,f
2086,fist_ba_relaxed_idle,f
2087,fist_em_dance,f
2088,fist_em_hungry,f
2089,fist_em_happy,f
2090,fist_ba_relaxed_idle,f
2091,fist_ba_relaxed_idle,f
2092,dead_01,f
2093,dead_01,f
2094,fist_em_happy,f
2095,fist_ba_relaxed_idle,f
2096,fist_em_hungry,f
2097,fist_ac_feeding,f
2098,fist_em_happy,f
2099,fist_ba_relaxed_idle,f
2100,fist_em_dance,f
2101,fist_em_happy,f
2102,fist_em_hungry,f
2103,fist_em_happy,f
2104,fist_ba_relaxed_idle,f
2105,fist_ba_relaxed_idle,f
2106,fist_em_bad,f
2107,fist_em_happy,f
2108,fist_em_hungry,f
2109,fist_ac_feeding,f
2110,fist_ba_relaxed_idle,f
2111,fist_ba_relaxed_idle,f
2112,fist_em_dance,f
2113,fist_em_happy,f
2114,fist_em_hungry,f
2115,fist_em_happy,f
2116,fist_ba_relaxed_idle,f
2117,fist_ba_relaxed_idle,f
2118,dead_01,f
2119,dead_01,f
2120,fist_ba_relaxed_idle,f
2121,fist_em_hungry,f
2122,fist_ac_feeding,f
2123,fist_em_happy,f
2124,fist_ba_relaxed_idle,f
2125,fist_em_dance,f
2126,fist_em_happy,f
2127,fist_em_hungry,f
2128,fist_em_happy,f
2129,fist_ba_relaxed_idle,f
2130,fist_ba_relaxed_idle,f
2131,fist_em_bad,f
2132,fist_em_happy,f
2133,fist_em_hungry,f
2134,fist_ac_feeding,f
2135,fist_ba_relaxed_idle,f
2136,fist_ba_relaxed_idle,f
2137,fist_em_dance,f
2138,fist_em_happy,f
2139,fist_em_hungry,f
2140,fist_em_happy,f
2141,fist_ba_relaxed_idle,f
2142,fist_ba_relaxed_idle,f
2143,dead_01,f
2144,dead_01,f
2145,on,t
2146,open,t
2147,off,t
2148,fist_ba_relaxed_idle,f
2151,fist_mo_normal_walk_f,t
2152,fist_ba_relaxed_idle,f
2153,fist_em_hungry,f
2155,fist_ac_feeding,f
2156,fist_em_happy,f
2157,fist_ba_relaxed_idle,f
2158,fist_em_hungry,f
2159,fist_ba_relaxed_idle,f
2160,fist_em_bad,f
2161,fist_em_happy,f
2162,fist_ba_relaxed_idle,f
2163,fist_ba_relaxed_idle,f
2164,fist_em_dance,f
2165,fist_em_happy,f
2166,fist_ba_relaxed_idle,f
2167,dead_01,t
2168,dead_01,t
2169,fist_ba_combat_idle,f
2170,fist_ba_relaxed_idle_rand,f
2171,fist_ba_relaxed_idle,f
2172,fist_em_hungry,f
2173,fist_ac_feeding,f
2174,fist_em_happy,f
2175,fist_ba_relaxed_idle,f
2176,fist_em_hungry,f
2177,fist_ba_relaxed_idle,f
2178,fist_em_bad,f
2179,fist_em_happy,f
2180,fist_ba_relaxed_idle,f
2181,fist_ba_relaxed_idle,f
2182,fist_em_dance,f
2183,fist_em_happy,f
2184,fist_ba_relaxed_idle,f
2185,dead_01,t
2186,dead_01,t
2187,fist_ba_relaxed_idle,f
2188,fist_em_hungry,f
2189,fist_ac_feeding,f
2190,fist_em_happy,f
2191,fist_ba_relaxed_idle,f
2192,fist_em_hungry,f
2193,fist_ba_relaxed_idle,f
2194,fist_em_bad,f
2195,fist_em_happy,f
2196,fist_ba_relaxed_idle,f
2197,fist_ba_relaxed_idle,f
2198,fist_em_dance,f
2199,fist_em_happy,f
2200,fist_ba_relaxed_idle,f
2201,fist_ba_relaxed_idle,f
2202,dead_01,t
2203,dead_01,t
2204,default,t
2205,fist_ba_relaxed_idle,f
2206,fist_ba_relaxed_idle,f
2207,fist_ba_relaxed_idle,f
2208,fist_ba_relaxed_idle,f
2209,fist_ba_relaxed_idle,f
2210,fist_ba_relaxed_idle,f
2211,fist_em_happy,f
2212,fist_em_bad,f
2213,fist_em_bad,f
2214,fist_ba_relaxed_idle,f
2215,fist_ba_relaxed_idle,f
2216,fist_ba_relaxed_idle,f
2217,fist_ba_relaxed_idle,f
2218,fist_ba_relaxed_idle,f
2219,fist_em_happy,f
2220,fist_em_bad,f
2221,fist_em_bad,f
2222,fist_ba_relaxed_idle,f
2223,fist_ba_relaxed_idle,f
2224,fist_ba_relaxed_idle,f
2225,fist_ba_relaxed_idle,f
2226,dead_01,t
2227,fist_ba_relaxed_idle,f
2228,fist_ba_relaxed_idle,f
2229,fist_ba_relaxed_idle,f
2230,fist_ba_relaxed_idle,f
2231,fist_ba_relaxed_idle,f
2232,fist_ba_relaxed_idle,f
2233,open,t
2234,opened,t
2235,dead_02,t
2236,dead_02,t
2237,fist_ba_relaxed_idle,f
2238,fist_ba_relaxed_idle,f
2239,fist_em_happy,f
2240,fist_em_happy,f
2241,fist_em_happy,f
2242,fist_ac_pregnant,f
2243,fist_ac_pregnant,f
2244,default,t
2245,open,t
2246,opened,t
2249,default,t
2250,open,t
2251,opened,t
2252,default,t
2253,open,t
2254,opened,t
2256,fist_ba_relaxed_idle,f
2257,default,t
2258,open,t
2259,opened,t
2260,fist_em_happy,f
2262,open,t
2263,default,t
2264,opened,t
2265,play,t
2267,default,t
2269,start,t
2270,fist_ba_relaxed_idle_rand,f
2271,fist_ba_relaxed_idle_rand,f
2272,fist_ba_relaxed_idle_rand,f
2273,fist_ba_relaxed_idle_rand,f
2274,fist_ba_relaxed_idle_rand,f
2275,fist_ba_relaxed_idle_rand,f
2276,fist_ba_relaxed_idle_rand,f
2277,fist_ba_relaxed_idle_rand,f
2278,fist_ba_relaxed_idle_rand,f
2279,fist_ba_relaxed_idle_rand,f
2280,fist_ba_relaxed_idle_rand,f
2281,open,t
2282,close,t
2283,default,t
2284,roll,t
2286,open,t
2287,opened,t
2288,closed,t
2289,loop,f
2290,fist_ac_sit_up,t
2291,fist_ba_relaxed_idle,f
2292,fist_ac_pregnant,f
2293,fist_em_bad,f
2294,fist_em_happy,f
2295,dead_01,t
2296,fist_ba_relaxed_idle,f
2297,fist_ac_pregnant,f
2298,fist_em_bad,f
2299,fist_em_happy,f
2300,dead_01 ,t
2301,fist_ba_relaxed_idle,f
2302,fist_ac_pregnant,f
2303,fist_em_bad,f
2304,fist_em_happy,f
2306,dead_01 ,t
2307,idle,f
2308,fist_ba_relaxed_idle,f
2309,fist_ac_pregnant,f
2310,fist_em_bad,f
2311,fist_em_happy,f
2312,dead_01,t
2313,default,t
2314,open,t
2315,opened,t
2316,default,t
2317,open,t
2318,opened,t
2322,fist_ba_relaxed_idle,f
2323,fist_ac_pregnant,f
2324,fist_em_bad,f
2325,fist_em_happy,f
2326,dead_01,f
2327,fist_ba_relaxed_idle,f
2329,fist_ba_relaxed_idle,f
2330,fist_ba_relaxed_idle,f
2331,fist_ba_relaxed_idle,f
2332,fist_ba_relaxed_idle,f
2334,roll,f
2335,fist_em_happy,f
2336,fist_ba_relaxed_idle_rand,f
2337,fist_em_happy,f
2338,fist_ba_relaxed_idle_rand,f
2341,close,t
2342,default,t
2343,open,t
2344,opened,t
2345,default,t
2346,opened,t
2347,default,t
2348,default,f
2349,down,t
2350,stop,f
2351,up,t
2352,default,f
2353,default,f
2354,default,t
2355,open,t
2356,opened,t
2357,down,t
2358,default,t
2359,default,t
2360,default,f
2361,open,t
2362,opened,t
2363,default,t
2364,open,t
2365,default,t
2366,default,t
2367,default,t
2368,down,t
2369,stop,t
2370,up,t
2371,default,t
2372,down,t
2373,stop,t
2374,up,t
2378,default,t
2379,open,t
2380,opened,t
2381,close,t
2382,opened,t
2383,folded,f
2384,spread,t
2385,spreaded,f
2386,fold,t
2387,default,f
2388,up,t
2389,upstop,f
2390,down,t
2391,default,f
2392,up,t
2393,upstop,f
2394,down,t
2395,default,f
2396,upstop,f
2397,up,t
2398,down,t
2399,default,f
2400,up,t
2401,upstop,f
2402,down,t
2403,default,f
2404,up,t
2405,upstop,f
2406,down,t
2407,default,f
2408,play,t
2409,default,f
2410,up,t
2411,upstop,f
2412,down,t
2413,stop,f
2414,down,t
2415,up,t
2416,open,t
2418,open,t
2419,opened,t
2420,default,f
2421,up,t
2422,upstop,f
2423,down,t
2424,default,f
2425,up,t
2426,upstop,f
2427,down,t
2428,open,t
2429,open,t
2433,default,f
2434,up,t
2435,upstop,f
2436,upstop,f
2437,upstop,f
2439,stop,f
2440,open,t
2441,play,t
2442,stop,t
2445,upstop,f
2447,stop,f
2448,down,t
2449,downstop,f
2450,up,t
2451,stop,f
2452,open,t
2453,play,t
2454,stop,f
2455,down,t
2456,downstop,f
2457,up,t
2458,default,f
2459,up,t
2460,upstop,f
2461,down,t
2462,open,t
2464,open,t
2465,open,t
2466,open,t
2467,open,t
2468,closed,t
2470,closed,t
2472,closed,t
