id,comment,sub_id,sub_type,dying_time,sound_material_id,big,target_decal_size,use_target_decal,use_target_silhouette,use_target_highlight,name,camera_distance,show_name_tag,name_tag_offset,sound_pack_id,despawn_doodad_on_collision,play_mount_animation
272,skeleton_groom,106,ActorModel,0.0,14,f,0.0,t,t,f,skeleton_groom,12.0,t,0.0,311,f,f
273,skeleton_porter,107,ActorModel,0.0,14,f,0.0,t,t,f,skeleton_porter,12.0,t,0.0,311,f,f
274,brokencorpse_scratcher,108,ActorModel,0.0,10,f,0.0,t,t,f,brokencorpse_scratcher,12.0,t,0.0,236,f,f
275,doodling_stalker,109,ActorModel,0.0,10,f,0.0,t,t,f,doodling_stalker,12.0,t,0.0,250,f,f
276,wienhouse_tri120_step00,147,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step00,12.0,t,0.0,,f,f
277,wienhouse_tri120_step01,148,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step01,12.0,t,0.0,,f,f
278,wienhouse_tri120_step02,149,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step02,12.0,t,0.0,,f,f
279,wienhouse_tri120_step03,150,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step03,12.0,t,0.0,,f,f
280,wienhouse_tri120_step04,151,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step04,12.0,t,0.0,,f,f
281,wienhouse_tri120_step05,152,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step05,12.0,t,0.0,,f,f
282,wienhouse_tri120_step06,153,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step06,12.0,t,0.0,,f,f
283,wienhouse_tri120_step07,154,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step07,12.0,t,0.0,,f,f
284,wienhouse_tri120_step08,155,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step08,12.0,t,0.0,,f,f
285,wienhouse_tri120_step09,156,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step09,12.0,t,0.0,,f,f
286,wienhouse_tri120_step10,157,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_step10,12.0,t,0.0,,f,f
287,doodling_worker,110,ActorModel,0.0,10,f,0.0,t,t,f,doodling_worker,12.0,t,0.0,250,f,f
288,doodling_warrior,111,ActorModel,0.0,10,f,0.0,t,t,f,doodling_warrior,12.0,t,0.0,250,f,f
289,doodling_shaman,112,ActorModel,0.0,10,f,0.0,t,t,f,doodling_shaman,12.0,t,0.0,250,f,f
290,wienhouse_tri60_step00,158,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step00,12.0,t,0.0,,f,f
291,wienhouse_tri60_step01,159,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step01,12.0,t,0.0,,f,f
292,wienhouse_tri60_step02,160,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step02,12.0,t,0.0,,f,f
293,wienhouse_tri60_step03,161,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step03,12.0,t,0.0,,f,f
294,wienhouse_tri60_step04,162,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step04,12.0,t,0.0,,f,f
295,wienhouse_tri60_step05,163,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step05,12.0,t,0.0,,f,f
296,wienhouse_tri60_step06,164,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_step06,12.0,t,0.0,,f,f
297,wienhouse_weird60_step00,165,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step00,12.0,t,0.0,,f,f
298,wienhouse_weird60_step01,166,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step01,12.0,t,0.0,,f,f
299,wienhouse_weird60_step02,167,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step02,12.0,t,0.0,,f,f
300,wienhouse_weird60_step03,168,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step03,12.0,t,0.0,,f,f
301,wienhouse_weird60_step04,169,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step04,12.0,t,0.0,,f,f
302,wienhouse_weird60_step05,170,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step05,12.0,t,0.0,,f,f
303,goblin_scratcher,113,ActorModel,0.0,10,f,0.0,t,t,f,goblin_scratcher,12.0,t,0.0,294,f,f
304,cat_gray,114,ActorModel,0.0,10,f,0.0,t,t,f,cat_gray,12.0,t,0.0,415,f,f
305,wienhouse_weird60_step06,171,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_step06,12.0,t,0.0,,f,f
306,cow_white,115,ActorModel,0.0,10,f,1.85,t,t,f,cow_white,12.0,t,0.0,272,f,f
307,potal_gate,116,ActorModel,0.0,6,f,0.0,t,t,f,potal_gate,12.0,t,0.0,,f,f
308,포탈게이트(입구),172,PrefabModel,0.0,9,f,0.0,f,f,t,model308,12.0,t,0.0,,f,f
309,lizard_butterfly,117,ActorModel,0.0,10,f,0.0,t,t,f,lizard_butterfly,12.0,t,0.0,319,f,f
310,drowned,118,ActorModel,0.0,10,f,0.0,t,t,f,drowned,12.0,t,0.0,258,f,f
311,wildox_plain,119,ActorModel,0.0,10,f,0.0,t,t,f,wildox_plain,12.0,t,0.0,259,f,f
312,boar_spotted,120,ActorModel,0.0,10,f,0.0,t,t,f,boar_spotted,12.0,t,0.0,235,f,f
313,boar_solzreed,121,ActorModel,0.0,10,f,0.0,t,t,f,boar_solzreed,12.0,t,0.0,235,f,f
314,maritram,15,VehicleModel,0.0,7,f,0.0,f,f,t,maritram,12.0,t,0.0,180,t,f
315,stonegolem_small,122,ActorModel,0.0,8,f,0.0,t,t,f,stonegolem_small,12.0,t,0.0,325,f,f
316,fox,123,ActorModel,0.0,10,f,0.0,t,t,f,fox,12.0,t,0.0,287,f,f
317,wolf_solzreed,124,ActorModel,0.0,10,f,0.0,t,t,f,wolf_solzreed,12.0,t,0.0,252,f,f
318,turtle_rock,125,ActorModel,0.0,14,f,0.0,t,t,f,turtle_rock,12.0,t,0.0,297,f,f
319,wolf_hungry,126,ActorModel,0.0,10,f,0.0,t,t,f,wolf_hungry,12.0,t,0.0,252,f,f
320,lobster_black,127,ActorModel,0.0,14,f,0.0,t,t,f,lobster_black,12.0,t,0.0,320,f,f
321,wildox_water,128,ActorModel,0.0,10,f,0.0,t,t,f,wildox_water,12.0,t,0.0,259,f,f
322,earthelemental_small,129,ActorModel,0.0,8,f,0.0,t,t,f,earthelemental_small,12.0,t,0.0,281,f,f
323,lobster_red,130,ActorModel,0.0,14,f,0.0,t,t,f,lobster_red,12.0,t,0.0,320,f,f
324,wildox_sandwind,131,ActorModel,0.0,10,f,0.0,t,t,f,wildox_sandwind,12.0,t,0.0,260,f,f
325,cat_black,132,ActorModel,0.0,10,f,0.0,t,t,f,cat_black,12.0,t,0.0,415,f,f
326,cat_white,133,ActorModel,0.0,10,f,0.0,t,t,f,cat_white,12.0,t,0.0,415,f,f
327,cow_black,134,ActorModel,0.0,10,f,1.85,t,t,f,cow_black,12.0,t,0.0,272,f,f
328,cow_brown,135,ActorModel,0.0,10,f,1.85,t,t,f,cow_brown,12.0,t,0.0,272,f,f
329,pig_spot,136,ActorModel,0.0,10,f,0.9,t,t,f,pig_spot,12.0,t,0.0,390,f,f
330,pig_white,137,ActorModel,0.0,10,f,0.9,t,t,f,pig_white,12.0,t,0.0,390,f,f
331,dog_black,138,ActorModel,0.0,10,f,0.0,t,t,f,dog_black,12.0,t,0.0,249,f,f
332,dog_brown,139,ActorModel,0.0,10,f,0.0,t,t,f,dog_brown,12.0,t,0.0,249,f,f
333,rabbit_black,140,ActorModel,0.0,10,f,0.7,t,t,f,rabbit_black,12.0,t,0.0,387,f,f
334,rabbit_white,141,ActorModel,0.0,10,f,0.0,t,t,f,rabbit_white,12.0,t,0.0,387,f,f
346,snowlion_white,142,ActorModel,0.0,10,f,0.0,t,f,t,snowlion_white,15.0,t,0.0,321,f,f
347,crocodile_ironscale,143,ActorModel,0.0,10,f,0.0,t,t,f,crocodile_ironscale,12.0,t,0.0,84,f,f
348,devourer,144,ActorModel,0.0,10,f,0.0,t,t,f,devourer,12.0,t,0.0,141,f,f
349,grubs,145,ActorModel,0.0,10,f,5.0,t,t,f,grubs,12.0,t,0.0,7,f,f
350,irongolem,146,ActorModel,0.0,13,f,0.0,t,t,f,irongolem,12.0,t,0.0,314,f,f
351,juggernaut_scratcher,147,ActorModel,0.0,10,f,2.0,t,t,f,juggernaut_scratcher,12.0,t,0.0,315,f,f
352,scorpion,148,ActorModel,0.0,14,f,0.0,t,t,f,scorpion,12.0,t,0.0,308,f,f
353,stitchedcorps,149,ActorModel,0.0,10,f,0.0,t,t,f,stitchedcorps,12.0,t,0.0,323,f,f
354,wereshark_spear_knight,150,ActorModel,0.0,10,f,0.0,t,t,f,wereshark_spear_knight,12.0,t,0.0,266,f,f
355,girl01,151,ActorModel,0.0,10,f,0.0,t,t,f,girl01,12.0,t,0.0,,f,f
357,nuian_male_dummy,153,ActorModel,0.0,10,f,0.0,t,t,f,nuian_male_dummy,12.0,t,0.0,,f,f
358,phantom_nuian_soldier,154,ActorModel,0.0,10,f,0.0,t,t,f,phantom_nuian_soldier,12.0,t,1.3,364,f,f
359,tiger,155,ActorModel,0.0,10,f,0.0,t,t,f,tiger,12.0,t,0.0,295,f,f
360,yeti,156,ActorModel,0.0,10,f,0.0,t,t,f,yeti,12.0,t,0.0,213,f,f
361,fepee_naughty,157,ActorModel,0.0,10,f,0.0,t,t,f,fepee_naughty,12.0,t,0.0,277,f,f
363,wienhouse_weird120_step00,185,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step00,12.0,t,0.0,,f,f
364,wienhouse_weird120_step01,186,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step01,12.0,t,0.0,,f,f
365,wienhouse_weird120_step02,187,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step02,12.0,t,0.0,,f,f
366,wienhouse_weird120_step03,188,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step03,12.0,t,0.0,,f,f
367,wienhouse_weird120_step04,189,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step04,12.0,t,0.0,,f,f
368,wienhouse_weird120_step05,190,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step05,12.0,t,0.0,,f,f
369,wienhouse_weird120_step06,191,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step06,12.0,t,0.0,,f,f
370,wienhouse_weird120_step07,192,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step07,12.0,t,0.0,,f,f
371,wienhouse_weird120_step08,193,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step08,12.0,t,0.0,,f,f
372,wienhouse_weird120_step09,194,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step09,12.0,t,0.0,,f,f
373,wienhouse_weird120_step10,195,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_step10,12.0,t,0.0,,f,f
374,wienhouse_nor60_step00,196,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step00,12.0,t,0.0,,f,f
375,wienhouse_nor60_step01,197,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step01,12.0,t,0.0,,f,f
376,wienhouse_nor60_step02,198,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step02,12.0,t,0.0,,f,f
377,wienhouse_nor60_step03,199,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step03,12.0,t,0.0,,f,f
378,wienhouse_nor60_step04,200,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step04,12.0,t,0.0,,f,f
379,wienhouse_nor60_step05,201,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step05,12.0,t,0.0,,f,f
380,wienhouse_nor60_step06,202,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_step06,12.0,t,0.0,,f,f
381,wienhouse_nor120_step00,203,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step00,12.0,t,0.0,,f,f
382,wienhouse_nor120_step01,204,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step01,12.0,t,0.0,,f,f
383,wienhouse_nor120_step02,205,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step02,12.0,t,0.0,,f,f
384,wienhouse_nor120_step03,206,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step03,12.0,t,0.0,,f,f
385,wienhouse_nor120_step04,207,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step04,12.0,t,0.0,,f,f
386,wienhouse_nor120_step05,208,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step05,12.0,t,0.0,,f,f
387,wienhouse_nor120_step06,209,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step06,12.0,t,0.0,,f,f
388,wienhouse_nor120_step07,210,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step07,12.0,t,0.0,,f,f
389,wienhouse_nor120_step08,211,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step08,12.0,t,0.0,,f,f
390,wienhouse_nor120_step09,212,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step09,12.0,t,0.0,,f,f
391,wienhouse_nor120_step10,213,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_step10,12.0,t,0.0,,f,f
393,galleon,6,ShipModel,0.0,12,t,0.0,f,f,t,galleon,40.0,t,0.0,144,t,f
394,hariharan_ghost,158,ActorModel,0.0,9,f,0.8,t,t,f,hariharan_ghost,12.0,t,0.0,,f,f
395,centipede,159,ActorModel,0.0,10,f,5.0,t,t,f,centipede,12.0,t,3.5,77,f,f
396,imp,160,ActorModel,0.0,10,f,0.0,t,t,f,imp,12.0,t,0.0,312,f,f
397,devildog,161,ActorModel,0.0,10,f,1.75,t,t,f,devildog,12.0,t,0.0,248,f,f
398,gorgon,162,ActorModel,0.0,10,f,0.0,t,t,f,gorgon,12.0,t,1.5,292,f,f
399,mandragora,163,ActorModel,0.0,10,f,0.0,t,t,f,mandragora,12.0,t,0.0,337,f,f
400,mantis,164,ActorModel,0.0,10,f,0.0,t,t,f,mantis,12.0,t,0.0,338,f,f
401,eel,165,ActorModel,0.0,10,f,0.0,t,t,f,eel,12.0,t,0.0,181,f,f
402,nymph,166,ActorModel,0.0,10,f,0.0,t,t,f,nymph,12.0,t,0.0,342,f,f
403,ostrich_spotted,167,ActorModel,0.0,10,f,0.0,t,t,f,ostrich_spotted,12.0,t,0.0,343,f,f
404,seabug,168,ActorModel,0.0,14,f,0.0,t,t,f,seabug,12.0,t,0.0,309,f,f
405,wraith,169,ActorModel,0.0,10,f,0.0,t,t,f,wraith,12.0,t,0.75,242,f,f
406,yata,170,ActorModel,0.0,10,f,0.0,t,f,t,yata,12.0,t,1.1,18,f,f
407,elephant,171,ActorModel,0.0,10,f,0.0,t,t,f,elephant,12.0,t,0.0,225,f,f
408,succubus,172,ActorModel,0.0,10,f,0.0,t,t,f,succubus,12.0,t,0.0,328,f,f
409,archerfish,173,ActorModel,0.0,10,f,0.0,t,t,f,archerfish,12.0,t,0.5,4,f,f
410,faceless_warrior,174,ActorModel,0.0,10,f,0.0,t,t,f,faceless_warrior,12.0,t,0.0,275,f,f
411,eagle,175,ActorModel,0.0,10,f,0.0,t,t,f,eagle,12.0,t,2.0,279,f,f
412,eagle_bluewing,176,ActorModel,0.0,10,f,0.0,t,t,f,eagle_bluewing,12.0,t,2.0,279,f,f
413,eagle_redneck,177,ActorModel,0.0,10,f,0.0,t,t,f,eagle_redneck,12.0,t,2.0,279,f,f
414,pointbeak,178,ActorModel,0.0,10,f,0.0,t,t,f,pointbeak,12.0,t,1.5,,f,f
415,pointbeak_plain,179,ActorModel,0.0,10,f,0.0,t,t,f,pointbeak_plain,12.0,t,1.5,,f,f
416,pointbeak_sea,180,ActorModel,0.0,10,f,0.0,t,t,f,pointbeak_sea,12.0,t,0.0,,f,f
417,owl_horned,181,ActorModel,0.0,10,f,0.0,t,t,f,owl_horned,12.0,t,0.0,354,f,f
418,owl_shorteared,182,ActorModel,0.0,10,f,0.0,t,t,f,owl_shorteared,12.0,t,1.8,354,f,f
419,owl_white,183,ActorModel,0.0,10,f,0.0,t,t,f,owl_white,12.0,t,0.0,354,f,f
420,eel_electric,184,ActorModel,0.0,10,f,0.0,t,t,f,eel_electric,12.0,t,0.0,182,f,f
421,turtle_tropic,185,ActorModel,0.0,14,f,0.0,t,t,f,turtle_tropic,12.0,t,0.0,297,f,f
422,lizard_poison,186,ActorModel,0.0,10,f,0.0,t,t,f,lizard_poison,12.0,t,0.0,319,f,f
423,phantom_hariharan_archer,187,ActorModel,0.0,10,f,0.0,t,t,f,phantom_hariharan_archer,12.0,t,1.3,362,f,f
425,ant_jungle,189,ActorModel,0.0,10,f,0.0,t,t,f,ant_jungle,12.0,t,0.0,3,f,f
426,gorilla_mahadevi,190,ActorModel,0.0,10,f,0.0,t,t,f,gorilla_mahadevi,12.0,t,0.0,299,f,f
427,banshee,191,ActorModel,0.0,10,f,0.0,t,t,f,banshee,12.0,t,1.2,371,f,f
428,phantom_hariharan_commander,192,ActorModel,0.0,10,f,0.0,t,t,f,phantom_hariharan_commander,12.0,t,1.3,362,f,f
429,rabbit_boss,193,ActorModel,0.0,10,f,0.0,t,t,f,rabbit_boss,12.0,t,0.0,333,f,f
430,phantom_hariharan_medic,194,ActorModel,0.0,10,f,0.0,t,t,f,phantom_hariharan_medic,12.0,t,0.0,362,f,f
431,phantom_hariharan_soldier,195,ActorModel,0.0,10,f,0.0,t,t,f,phantom_hariharan_soldier,12.0,t,1.3,362,f,f
432,phantom_hariharan_spearman,196,ActorModel,0.0,10,f,0.0,t,t,f,phantom_hariharan_spearman,12.0,t,1.3,362,f,f
433,phantom_nuian_archer,197,ActorModel,0.0,10,f,0.0,t,t,f,phantom_nuian_archer,12.0,t,1.3,364,f,f
434,phantom_nuian_commander,198,ActorModel,0.0,10,f,0.0,t,t,f,phantom_nuian_commander,12.0,t,1.3,364,f,f
435,phantom_nuian_medic,199,ActorModel,0.0,10,f,0.0,t,t,f,phantom_nuian_medic,12.0,t,0.0,364,f,f
436,phantom_nuian_spearman,200,ActorModel,0.0,10,f,0.0,t,t,f,phantom_nuian_spearman,12.0,t,1.3,364,f,f
437,bloodyarmy_archer,201,ActorModel,0.9,10,f,0.0,t,t,f,bloodyarmy_archer,12.0,t,0.0,234,f,f
438,bloodyarmy_quartemaster,202,ActorModel,0.0,10,f,0.0,t,t,f,bloodyarmy_quartemaster,12.0,t,0.0,234,f,f
439,bloodyarmy_spearman,203,ActorModel,0.0,10,f,0.0,t,t,f,bloodyarmy_spearman,12.0,t,0.0,234,f,f
440,wienhouse_farm_60_step_00,215,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_60_step_00,12.0,t,0.0,,f,f
441,wienhouse_farm_60_step_01,216,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_60_step_01,12.0,t,0.0,,f,f
442,wienhouse_farm_60_step_02,217,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_60_step_02,12.0,t,0.0,,f,f
443,wienhouse_farm_60_step_final,218,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_60_step_final,12.0,t,0.0,,f,f
444,wienhouse_farm_120_step_00,219,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_120_step_00,12.0,t,0.0,,f,f
445,wienhouse_farm_120_step_01,220,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_120_step_01,12.0,t,0.0,,f,f
446,wienhouse_farm_120_step_02,221,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_120_step_02,12.0,t,0.0,,f,f
447,wienhouse_farm_120_step_final,222,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_farm_120_step_final,12.0,t,0.0,,f,f
448,astra,204,ActorModel,0.0,10,f,0.0,t,t,f,astra,12.0,t,0.0,68,f,f
449,horse__black,205,ActorModel,0.0,10,f,0.0,t,f,t,horse__black,15.0,t,1.5,21,f,f
450,horse_brown_spot,206,ActorModel,0.0,10,f,0.0,t,f,t,horse_brown_spot,15.0,t,1.5,21,f,f
451,horse_gray,207,ActorModel,0.0,10,f,0.0,t,f,t,horse_gray,15.0,t,1.5,21,f,f
452,horse_lightbrown,208,ActorModel,0.0,10,f,0.0,t,f,t,horse_lightbrown,15.0,t,1.5,21,f,f
453,horse_red_spot,209,ActorModel,0.0,10,f,0.0,t,f,t,horse_red_spot,15.0,t,1.5,21,f,f
454,horse_white,210,ActorModel,0.0,10,f,0.0,t,f,t,horse_white,15.0,t,1.5,21,f,f
455,wisp_forest,211,ActorModel,0.0,6,f,0.0,t,t,f,wisp_forest,12.0,t,2.5,254,f,f
456,wisp_meadow,212,ActorModel,0.0,6,f,0.0,t,t,f,wisp_meadow,12.0,t,2.5,254,f,f
457,wisp_ruin,213,ActorModel,0.0,6,f,0.0,t,t,f,wisp_ruin,12.0,t,2.5,254,f,f
458,dwarf_npc_female,214,ActorModel,0.0,10,f,0.0,t,t,f,dwarf_npc_female,12.0,t,0.0,,f,f
459,kobold_miner,215,ActorModel,0.0,10,f,0.0,t,t,f,kobold_miner,12.0,t,0.0,317,f,f
460,kobold_thrower,216,ActorModel,0.0,10,f,0.0,t,t,f,kobold_thrower,12.0,t,0.0,317,f,f
461,kobold_warrior,217,ActorModel,0.0,10,f,0.0,t,t,f,kobold_warrior,12.0,t,0.0,317,f,f
462,kobold_spotted_miner,218,ActorModel,0.0,10,f,0.0,t,t,f,kobold_spotted_miner,12.0,t,0.0,317,f,f
463,dullahan_warrior,219,ActorModel,0.0,10,f,0.0,t,t,f,dullahan_warrior,12.0,t,0.0,270,f,f
464,incubus,220,ActorModel,0.0,10,f,0.9,t,t,f,incubus,12.0,t,0.0,313,f,f
465,horse_black,221,ActorModel,0.0,10,f,0.0,t,t,f,horse_black,12.0,t,0.0,21,f,f
466,brokencorpse_warrior,222,ActorModel,0.0,10,f,0.0,t,t,f,brokencorpse_warrior,12.0,t,0.0,236,f,f
467,dwarf_npc_male,223,ActorModel,0.0,10,f,0.0,t,t,f,dwarf_npc_male,12.0,t,0.0,,f,f
468,towerdefense_target,224,PrefabModel,2.0,8,f,0.0,t,t,f,towerdefense_target,12.0,t,0.0,,f,f
469,seafolk_female_goldsea_healer,224,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_goldsea_healer,12.0,t,0.0,64,f,f
470,seafolk_female_goldsea_mage,225,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_goldsea_mage,12.0,t,0.0,64,f,f
471,seafolk_female_goldsea_thrower,226,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_goldsea_thrower,12.0,t,0.0,64,f,f
472,seafolk_female_goldsea_warrior,227,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_goldsea_warrior,12.0,t,0.0,64,f,f
473,seafolk_female_solzreed_healer,228,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_solzreed_healer,12.0,t,0.0,64,f,f
474,seafolk_female_solzreed_mage,229,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_solzreed_mage,12.0,t,0.0,64,f,f
475,seafolk_female_solzreed_thrower,230,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_solzreed_thrower,12.0,t,0.0,64,f,f
476,seafolk_female_solzreed_warrior,231,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_female_solzreed_warrior,12.0,t,0.0,64,f,f
477,seafolk_male_goldsea_healer,232,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_goldsea_healer,12.0,t,0.0,65,f,f
478,seafolk_male_goldsea_mage,233,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_goldsea_mage,12.0,t,0.0,65,f,f
479,seafolk_male_goldsea_thrower,234,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_goldsea_thrower,12.0,t,0.0,65,f,f
480,seafolk_male_goldsea_warrior,235,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_goldsea_warrior,12.0,t,0.0,65,f,f
481,seafolk_male_solzreed_healer,236,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_solzreed_healer,12.0,t,0.0,65,f,f
482,seafolk_male_solzreed_mage,237,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_solzreed_mage,12.0,t,0.0,65,f,f
483,seafolk_male_solzreed_thrower,238,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_solzreed_thrower,12.0,t,0.0,65,f,f
484,seafolk_male_solzreed_warrior,239,ActorModel,0.0,10,f,0.0,t,t,f,seafolk_male_solzreed_warrior,12.0,t,0.0,65,f,f
485,fireelemental_big,240,ActorModel,0.0,6,t,0.0,t,f,t,fireelemental_big,12.0,t,0.0,282,f,f
486,fireelemental_small,241,ActorModel,0.0,6,f,0.0,t,t,f,fireelemental_small,12.0,t,0.0,281,f,f
487,wereshark_knight,242,ActorModel,0.0,10,f,0.0,t,t,f,wereshark_knight,12.0,t,0.0,266,f,f
488,wereshark_spear_thrower,243,ActorModel,0.0,10,f,0.0,t,t,f,wereshark_spear_thrower,12.0,t,0.0,266,f,f
489,wereshark_thrower,244,ActorModel,0.0,10,f,0.0,t,t,f,wereshark_thrower,12.0,t,0.0,266,f,f
490,wereshark_warrior,245,ActorModel,0.0,10,f,0.0,t,t,f,wereshark_warrior,12.0,t,0.0,266,f,f
491,galleon_housing_step_00,225,PrefabModel,0.0,7,f,0.0,t,t,f,galleon_housing_step_00,12.0,t,0.0,,f,f
492,galleon_housing_step_01,226,PrefabModel,0.0,7,f,0.0,t,t,f,galleon_housing_step_01,12.0,t,0.0,,f,f
493,galleon_housing_step_02,227,PrefabModel,0.0,7,f,0.0,t,t,f,galleon_housing_step_02,12.0,t,0.0,,f,f
494,galleon_housing_step_03,228,PrefabModel,0.0,7,f,0.0,t,t,f,galleon_housing_step_03,12.0,t,0.0,,f,f
495,galleon_housing_step_04,229,PrefabModel,0.0,7,f,0.0,t,t,f,galleon_housing_step_04,12.0,t,0.0,,f,f
496,galleon_housing_step_final,230,PrefabModel,0.0,7,t,0.0,t,t,f,galleon_housing_step_final,12.0,t,0.0,,f,f
497,wereshark_spear_warrior,246,ActorModel,0.0,10,f,0.0,t,t,f,wereshark_spear_warrior,12.0,t,0.0,266,f,f
498,centauros_snowfield_shaman,247,ActorModel,0.0,10,f,0.0,t,t,f,centauros_snowfield_shaman,12.0,t,0.0,264,f,f
499,shark_stripe,248,ActorModel,0.0,10,f,0.0,t,t,f,shark_stripe,12.0,t,0.0,310,f,f
500,fireegg,249,ActorModel,0.0,6,f,0.0,t,t,f,fireegg,12.0,t,0.0,413,f,f
501,mimic,250,ActorModel,0.0,10,f,0.0,t,t,f,mimic,12.0,t,0.0,339,f,f
502,dullahan_knight,251,ActorModel,0.0,10,f,0.0,t,t,f,dullahan_knight,12.0,t,0.0,261,f,f
503,crab_redshell,252,ActorModel,0.0,14,f,0.0,t,t,f,crab_redshell,12.0,t,0.0,79,f,f
504,crawlingslime_red,253,ActorModel,0.0,10,f,0.0,t,t,f,crawlingslime_red,12.0,t,0.0,82,f,f
