id,title,cast_delay,tool_id,skill_id,wi_id,desc,milestone_id,req_doodad_id,need_bind,ac_id,actability_limit,show_upper_crafts,recommend_level,visible_order
1002,모험가의 휘두름 도끼,10000,,11076,43,,,0,f,0,0,f,0,0
1003,정찰병의 휘두름 도끼,10000,,11076,43,,,0,f,0,0,f,0,0
1004,튼튼한 정찰병의 휘두름 도끼,10000,,11076,43,,,0,f,0,0,f,0,0
1005,뾰족한 정찰병의 휘두름 도끼,10000,,11076,43,,,,f,0,0,f,0,0
1006,견고한 정찰병의 휘두름 도끼,10000,,11076,43,,,0,f,0,0,f,0,0
1007,계승의 톱날,10000,,11076,43,,,0,f,0,0,f,0,0
1008,재생의 톱날,10000,,11076,43,,,0,f,0,0,f,0,0
1009,불굴의 톱날,10000,,11076,43,,,0,f,0,0,f,0,0
1010,파괴의 뿔,10000,,11076,43,,,0,f,0,0,f,0,0
1011,공포의 뿔,10000,,11076,43,,,0,f,0,0,f,0,0
1012,최후의 뿔,10000,,11076,43,,,0,f,0,0,f,0,0
1013,암흑의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1014,고뇌의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1015,집념의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1016,벼린 계승의 톱날,10000,,11076,43,,,0,f,0,0,f,0,0
1017,벼린 재생의 톱날,10000,,11076,43,,,0,f,0,0,f,0,0
1018,벼린 불굴의 톱날,10000,,11076,43,,,0,f,0,0,f,0,0
1019,희귀한 파괴의 뿔,10000,,11076,43,,,0,f,0,0,f,0,0
1020,희귀한 공포의 뿔,10000,,11076,43,,,0,f,0,0,f,0,0
1021,희귀한 최후의 뿔,10000,,11076,43,,,0,f,0,0,f,0,0
1022,잔혹한 암흑의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1023,잔혹한 고뇌의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1024,잔혹한 집념의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1025,사냥꾼의 막대기,10000,,11076,43,,,0,f,0,0,f,0,0
1026,모험가의 막대기,10000,,11076,43,,,0,f,0,0,f,0,0
1027,정찰병의 막대기,10000,,11076,43,,,0,f,0,0,f,0,0
1028,튼튼한 정찰병의 막대기,10000,,11076,43,,,0,f,0,0,f,0,0
1029,뾰족한 정찰병의 막대기,10000,,11076,43,,,,f,0,0,f,0,0
1030,견고한 정찰병의 막대기,10000,,11076,43,,,0,f,0,0,f,0,0
1031,불굴의 요정,10000,,11076,43,,,0,f,0,0,f,0,0
1032,망각의 요정,10000,,11076,43,,,0,f,0,0,f,0,0
1033,저주의 요정,10000,,11076,43,,,0,f,0,0,f,0,0
1034,투쟁의 악령,10000,,11076,43,,,0,f,0,0,f,0,0
1035,파멸의 악령,10000,,11076,43,,,0,f,0,0,f,0,0
1036,지배의 악령,10000,,11076,43,,,0,f,0,0,f,0,0
1037,격노의 결계,10000,,11076,43,,,0,f,0,0,f,0,0
1038,전쟁의 결계,10000,,11076,43,,,0,f,0,0,f,0,0
1039,인내의 결계,10000,,11076,43,,,0,f,0,0,f,0,0
1040,노래하는 불굴의 요정,10000,,11076,43,,,0,f,0,0,f,0,0
1041,노래하는 망각의 요정,10000,,11076,43,,,0,f,0,0,f,0,0
1042,노래하는 저주의 요정,10000,,11076,43,,,0,f,0,0,f,0,0
1043,손짓하는 투쟁의 악령,10000,,11076,43,,,0,f,0,0,f,0,0
1044,손짓하는 파멸의 악령,10000,,11076,43,,,0,f,0,0,f,0,0
1045,손짓하는 지배의 악령,10000,,11076,43,,,0,f,0,0,f,0,0
1046,빛나는 격노의 결계,10000,,11076,43,,,0,f,0,0,f,0,0
1047,빛나는 전쟁의 결계,10000,,11076,43,,,0,f,0,0,f,0,0
1048,빛나는 인내의 결계,10000,,11076,43,,,0,f,0,0,f,0,0
1049,사냥꾼의 지팡이,10000,,11076,43,,,0,f,0,0,f,0,0
1050,모험가의 지팡이,10000,,11076,43,,,0,f,0,0,f,0,0
1051,정찰병의 지팡이,10000,,11076,43,,,0,f,0,0,f,0,0
1052,튼튼한 정찰병의 지팡이,10000,,11076,43,,,0,f,0,0,f,0,0
1053,뾰족한 정찰병의 지팡이,10000,,11076,43,,,,f,0,0,f,0,0
1054,견고한 정찰병의 지팡이,10000,,11076,43,,,0,f,0,0,f,0,0
1055,불굴의 광채,10000,,11076,43,,,0,f,0,0,f,0,0
1056,망각의 광채,10000,,11076,43,,,0,f,0,0,f,0,0
1057,의지의 광채,10000,,11076,43,,,0,f,0,0,f,0,0
1058,투지의 신기루,10000,,11076,43,,,0,f,0,0,f,0,0
1059,파멸의 신기루,10000,,11076,43,,,0,f,0,0,f,0,0
1060,지배의 신기루,10000,,11076,43,,,0,f,0,0,f,0,0
1061,전투의 마법사,10000,,11076,43,,,0,f,0,0,f,0,0
1062,운명의 마법사,10000,,11076,43,,,0,f,0,0,f,0,0
1063,인내의 마법사,10000,,11076,43,,,0,f,0,0,f,0,0
1064,빛나는 불굴의 광채,10000,,11076,43,,,0,f,0,0,f,0,0
1065,빛나는 망각의 광채,10000,,11076,43,,,0,f,0,0,f,0,0
1066,빛나는 의지의 광채,10000,,11076,43,,,0,f,0,0,f,0,0
1067,영원한 투지의 신기루,10000,,11076,43,,,0,f,0,0,f,0,0
1068,영원한 파멸의 신기루,10000,,11076,43,,,0,f,0,0,f,0,0
1069,영원한 지배의 신기루,10000,,11076,43,,,0,f,0,0,f,0,0
1070,흥겨운 전투의 마법사,10000,,11076,43,,,0,f,0,0,f,0,0
1071,흥겨운 운명의 마법사,10000,,11076,43,,,0,f,0,0,f,0,0
1072,흥겨운 인내의 마법사,10000,,11076,43,,,0,f,0,0,f,0,0
1073,사냥꾼의 활,10000,,11076,43,,,0,f,0,0,f,0,0
1074,모험가의 활,10000,,11076,43,,,0,f,0,0,f,0,0
1075,그위오니드 활,10000,,11076,43,,,,f,0,0,f,0,0
1076,튼튼한 정찰병의 활,10000,,11076,43,,,0,f,0,0,f,0,0
1077,뾰족한 정찰병의 활,10000,,11076,43,,,,f,0,0,f,0,0
1078,견고한 정찰병의 활,10000,,11076,43,,,0,f,0,0,f,0,0
1079,의지의 쐐기,10000,,11076,43,,,0,f,0,0,f,0,0
1080,망각의 쐐기,10000,,11076,43,,,0,f,0,0,f,0,0
1081,불굴의 쐐기,10000,,11076,43,,,0,f,0,0,f,0,0
1082,저주의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1083,분노의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1084,투혼의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1085,저항의 일발,10000,,11076,43,,,0,f,0,0,f,0,0
1086,운명의 일발,10000,,11076,43,,,0,f,0,0,f,0,0
1087,인내의 일발,10000,,11076,43,,,0,f,0,0,f,0,0
1088,강한 의지의 쐐기,10000,,11076,43,,,0,f,0,0,f,0,0
1089,강한 망각의 쐐기,10000,,11076,43,,,0,f,0,0,f,0,0
1090,강한 불굴의 쐐기,10000,,11076,43,,,0,f,0,0,f,0,0
1091,날카로운 저주의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1092,날카로운 분노의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1093,날카로운 투혼의 독니,10000,,11076,43,,,0,f,0,0,f,0,0
1094,차디찬 저항의 일발,10000,,11076,43,,,0,f,0,0,f,0,0
1095,차디찬 운명의 일발,10000,,11076,43,,,0,f,0,0,f,0,0
1096,차디찬 인내의 일발,10000,,11076,43,,,0,f,0,0,f,0,0
1097,사냥꾼의 방패,10000,,11076,43,,,0,f,0,0,f,0,0
1098,모험가의 방패,10000,,11076,43,,,0,f,0,0,f,0,0
1099,그위오니드 방패,10000,,11076,43,,,,f,0,0,f,0,0
1100,튼튼한 정찰병의 방패,10000,,11076,43,,,0,f,0,0,f,0,0
1101,뾰족한 정찰병의 방패,10000,,11076,43,,,,f,0,0,f,0,0
1102,견고한 정찰병의 방패,10000,,11076,43,,,0,f,0,0,f,0,0
1103,혈투의 문장,10000,,11076,43,,,0,f,0,0,f,0,0
1104,혼돈의 문장,10000,,11076,43,,,0,f,0,0,f,0,0
1105,의지의 문장,10000,,11076,43,,,0,f,0,0,f,0,0
1106,일격의 두드림,10000,,11076,43,,,0,f,0,0,f,0,0
1107,공포의 두드림,10000,,11076,43,,,0,f,0,0,f,0,0
1108,투쟁의 두드림,10000,,11076,43,,,0,f,0,0,f,0,0
1109,재생의 시간,10000,,11076,43,,,0,f,0,0,f,0,0
1110,망각의 시간,10000,,11076,43,,,0,f,0,0,f,0,0
1111,인내의 시간,10000,,11076,43,,,0,f,0,0,f,0,0
1112,오래된 혈투의 문장,10000,,11076,43,,,0,f,0,0,f,0,0
1113,오래된 혼돈의 문장,10000,,11076,43,,,0,f,0,0,f,0,0
1114,오래된 의지의 문장,10000,,11076,43,,,0,f,0,0,f,0,0
1115,울려퍼지는 일격의 두드림,10000,,11076,43,,,0,f,0,0,f,0,0
1116,울려퍼지는 공포의 두드림,10000,,11076,43,,,0,f,0,0,f,0,0
1117,울려퍼지는 투쟁의 두드림,10000,,11076,43,,,0,f,0,0,f,0,0
1118,영원한 재생의 시간,10000,,11076,43,,,0,f,0,0,f,0,0
1119,영원한 망각의 시간,10000,,11076,43,,,0,f,0,0,f,0,0
1120,영원한 인내의 시간,10000,,11076,43,,,0,f,0,0,f,0,0
1121,사냥꾼의 현악기,10000,,11076,43,,,0,f,0,0,f,0,0
1122,모험가의 현악기,10000,,11076,43,,,0,f,0,0,f,0,0
1123,그위오니드 현악기,10000,,11076,43,,,,f,0,0,f,0,0
1124,튼튼한 정찰병의 현악기,10000,,11076,43,,,0,f,0,0,f,0,0
1125,뾰족한 정찰병의 현악기,10000,,11076,43,,,,f,0,0,f,0,0
1126,견고한 정찰병의 현악기,10000,,11076,43,,,0,f,0,0,f,0,0
1127,계승의 선율,10000,,11076,43,,,0,f,0,0,f,0,0
1128,심연의 선율,10000,,11076,43,,,0,f,0,0,f,0,0
1129,황천의 선율,10000,,11076,43,,,0,f,0,0,f,0,0
1130,야성의 가락,10000,,11076,43,,,0,f,0,0,f,0,0
1131,결의의 가락,10000,,11076,43,,,0,f,0,0,f,0,0
1132,징벌의 가락,10000,,11076,43,,,0,f,0,0,f,0,0
1133,고통의 떨림,10000,,11076,43,,,0,f,0,0,f,0,0
1134,예속의 떨림,10000,,11076,43,,,0,f,0,0,f,0,0
1135,속박의 떨림,10000,,11076,43,,,0,f,0,0,f,0,0
1136,떨리는 계승의 선율,10000,,11076,43,,,0,f,0,0,f,0,0
1137,떨리는 심연의 선율,10000,,11076,43,,,0,f,0,0,f,0,0
1138,떨리는 황천의 선율,10000,,11076,43,,,0,f,0,0,f,0,0
1139,흥겨운 야성의 가락,10000,,11076,43,,,0,f,0,0,f,0,0
1140,흥겨운 결의의 가락,10000,,11076,43,,,0,f,0,0,f,0,0
1141,흥겨운 징벌의 가락,10000,,11076,43,,,0,f,0,0,f,0,0
1142,깊어지는 고통의 떨림,10000,,11076,43,,,0,f,0,0,f,0,0
1143,깊어지는 예속의 떨림,10000,,11076,43,,,0,f,0,0,f,0,0
1144,깊어지는 속박의 떨림,10000,,11076,43,,,0,f,0,0,f,0,0
1145,사냥꾼의 관악기,10000,,11076,43,,,0,f,0,0,f,0,0
1146,모험가의 관악기,10000,,11076,43,,,0,f,0,0,f,0,0
1147,그위오니드 관악기,10000,,11076,43,,,,f,0,0,f,0,0
1148,튼튼한 정찰병의 관악기,10000,,11076,43,,,0,f,0,0,f,0,0
1149,뾰족한 정찰병의 관악기,10000,,11076,43,,,,f,0,0,f,0,0
1150,견고한 정찰병의 관악기,10000,,11076,43,,,0,f,0,0,f,0,0
1151,파괴의 울림,10000,,11076,43,,,0,f,0,0,f,0,0
1152,쾌락의 울림,10000,,11076,43,,,0,f,0,0,f,0,0
1153,최후의 울림,10000,,11076,43,,,0,f,0,0,f,0,0
1154,죽음의 음율,10000,,11076,43,,,0,f,0,0,f,0,0
1155,혼란의 음율,10000,,11076,43,,,0,f,0,0,f,0,0
1156,유혹의 음율,10000,,11076,43,,,0,f,0,0,f,0,0
1157,절규의 음표,10000,,11076,43,,,0,f,0,0,f,0,0
1158,혼돈의 음표,10000,,11076,43,,,0,f,0,0,f,0,0
1159,희생의 음표,10000,,11076,43,,,0,f,0,0,f,0,0
1160,크나큰 파괴의 울림,10000,,11076,43,,,0,f,0,0,f,0,0
1161,크나큰 쾌락의 울림,10000,,11076,43,,,0,f,0,0,f,0,0
1162,크나큰 최후의 울림,10000,,11076,43,,,0,f,0,0,f,0,0
1163,복잡한 죽음의 음율,10000,,11076,43,,,0,f,0,0,f,0,0
1164,복잡한 혼란의 음율,10000,,11076,43,,,0,f,0,0,f,0,0
1165,복잡한 유혹의 음율,10000,,11076,43,,,0,f,0,0,f,0,0
1166,푸른 절규의 음표,10000,,11076,43,,,0,f,0,0,f,0,0
1167,푸른 혼돈의 음표,10000,,11076,43,,,0,f,0,0,f,0,0
1168,푸른 희생의 음표,10000,,11076,43,,,0,f,0,0,f,0,0
1169,사냥꾼의 타악기,10000,,11076,43,,,0,f,0,0,f,0,0
1170,모험가의 타악기,10000,,11076,43,,,0,f,0,0,f,0,0
1171,그위오니드 타악기,10000,,11076,43,,,,f,0,0,f,0,0
1172,튼튼한 정찰병의 타악기,10000,,11076,43,,,0,f,0,0,f,0,0
1173,뾰족한 정찰병의 타악기,10000,,11076,43,,,,f,0,0,f,0,0
1174,견고한 정찰병의 타악기,10000,,11076,43,,,0,f,0,0,f,0,0
1175,신념의 손놀림,10000,,11076,43,,,0,f,0,0,f,0,0
1176,전투의 손놀림,10000,,11076,43,,,0,f,0,0,f,0,0
1177,저항의 손놀림,10000,,11076,43,,,0,f,0,0,f,0,0
1178,불굴의 박자,10000,,11076,43,,,0,f,0,0,f,0,0
1179,질주의 박자,10000,,11076,43,,,0,f,0,0,f,0,0
1180,분쇄의 박자,10000,,11076,43,,,0,f,0,0,f,0,0
1181,운명의 어울림,10000,,11076,43,,,0,f,0,0,f,0,0
1182,인내의 어울림,10000,,11076,43,,,0,f,0,0,f,0,0
1183,격노의 어울림,10000,,11076,43,,,0,f,0,0,f,0,0
1184,신랄한 신념의 손놀림,10000,,11076,43,,,0,f,0,0,f,0,0
1185,신랄한 전투의 손놀림,10000,,11076,43,,,0,f,0,0,f,0,0
1186,신랄한 저항의 손놀림,10000,,11076,43,,,0,f,0,0,f,0,0
1187,복잡한 불굴의 박자,10000,,11076,43,,,0,f,0,0,f,0,0
1188,복잡한 질주의 박자,10000,,11076,43,,,0,f,0,0,f,0,0
1189,복잡한 분쇄의 박자,10000,,11076,43,,,0,f,0,0,f,0,0
1190,조화로운 운명의 어울림,10000,,11076,43,,,0,f,0,0,f,0,0
1191,조화로운 인내의 어울림,10000,,11076,43,,,0,f,0,0,f,0,0
1192,조화로운 격노의 어울림,10000,,11076,43,,,0,f,0,0,f,0,0
1193,사냥꾼의 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1194,사냥꾼의 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1195,사냥꾼의 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1196,사냥꾼의 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1197,사냥꾼의 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1198,사냥꾼의 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1199,사냥꾼의 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1200,모험가의 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1201,모험가의 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1202,모험가의 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1203,모험가의 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1204,모험가의 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1205,모험가의 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1206,모험가의 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1207,산호초 장식 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1208,강철 판금 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1209,회색 칼날 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1210,산호초 장식 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1211,강철 판금 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1212,회색 칼날 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1213,산호초 장식 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1214,가루다 비늘 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1215,회색 칼날 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1216,산호초 장식 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1217,강철 판금 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1218,회색 칼날 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1219,산호초 장식 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1220,가루다 비늘 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1221,회색 칼날 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1222,산호초 장식 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1223,강철 판금 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1224,회색 칼날 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1225,산호초 장식 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1226,강철 판금 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1227,회색 칼날 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1228,춤추는 산호초 장식 투구,10000,,11078,43,,,,f,0,0,f,0,0
1229,꿈꾸는 산호초 장식 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1230,노래하는 산호초 장식 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1231,두꺼운 강철 판금 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1232,가벼운 강철 판금 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1233,무거운 강철 판금 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1234,단단한 회색 칼날 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1235,서늘한 회색 칼날 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1236,신비한 회색 칼날 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1237,춤추는 산호초 장식 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1238,꿈꾸는 산호초 장식 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1239,노래하는 산호초 장식 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1240,두꺼운 강철 판금 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1241,가벼운 강철 판금 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1242,무거운 강철 판금 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1243,단단한 회색 칼날 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1244,서늘한 회색 칼날 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1245,신비한 회색 칼날 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1246,춤추는 산호초 장식 팔보호구,10000,,11078,43,,,,f,0,0,f,0,0
1247,꿈꾸는 산호초 장식 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1248,노래하는 산호초 장식 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1249,두꺼운 가루다 비늘 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1250,가벼운 가루다 비늘 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1251,질긴 가루다 비늘 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1252,단단한 회색 칼날 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1253,서늘한 회색 칼날 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1254,신비한 회색 칼날 팔보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1255,춤추는 산호초 장식 손보호구,10000,,11078,43,,,,f,0,0,f,0,0
1256,꿈꾸는 산호초 장식 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1257,노래하는 산호초 장식 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1258,두꺼운 강철 판금 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1259,가벼운 강철 판금 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1260,무거운 강철 판금 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1261,단단한 회색 칼날 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1262,서늘한 회색 칼날 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1263,신비한 회색 칼날 손보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1264,춤추는 산호초 장식 허리보호구,10000,,11078,43,,,,f,0,0,f,0,0
1265,꿈꾸는 산호초 장식 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1266,노래하는 산호초 장식 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1267,두꺼운 가루다 비늘 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1268,가벼운 가루다 비늘 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1269,질긴 가루다 비늘 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1270,단단한 회색 칼날 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1271,서늘한 회색 칼날 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1272,신비한 회색 칼날 허리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1273,춤추는 산호초 장식 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1274,꿈꾸는 산호초 장식 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1275,노래하는 산호초 장식 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1276,두꺼운 강철 판금 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1277,가벼운 강철 판금 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1278,무거운 강철 판금 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1279,단단한 회색 칼날 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1280,서늘한 회색 칼날 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1281,신비한 회색 칼날 다리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1282,춤추는 산호초 장식 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1283,꿈꾸는 산호초 장식 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1284,노래하는 산호초 장식 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1285,두꺼운 강철 판금 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1286,가벼운 강철 판금 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1287,무거운 강철 판금 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1288,단단한 회색 칼날 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1289,서늘한 회색 칼날 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1290,신비한 회색 칼날 발보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1291,불멸자의 사슬 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1292,은둔자의 미늘 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1293,방랑자의 판금 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1294,광대의 해골 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1295,악사의 흙인형 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1296,시인의 흰 포말 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1297,꿈의 금빛 머리보호구,10000,,11078,43,,,,f,0,0,f,0,0
1298,명예로운 퇴역 기사의  투구,10000,,11078,43,,,0,f,0,0,f,0,0
1299,그림자 수호병의 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1300,투박한 곰발바닥 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1301,강인한 호랑이 등뼈 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1302,정교한 이음새의 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1303,명예로운 사자왕의 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1304,시체 수집가의 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1305,꺼지지 않는 화염 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1306,평온한 대지의 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1307,묵직한 산양뿔 도금 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1308,위험한 맹독의 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1309,동틀녘 바위 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1310,피내음 빗방울 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1311,짙은 안개 고원의 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1312,소용돌이 파도 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1313,무서운 우레폭풍의 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1314,혼돈의 번개 망치 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1315,신비한 보름달 빛의 머리보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1316,태양의 불꽃 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1317,밤의 사막모래 투구,10000,,11078,43,,,0,f,0,0,f,0,0
1318,불멸자의 사슬 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1319,은둔자의 미늘 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1320,방랑자의 판금 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1321,광대의 해골 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1322,악사의 흙인형 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1323,시인의 흰 포말 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1324,꿈의 금빛 가슴보호구,10000,,11078,43,,,,f,0,0,f,0,0
1325,명예로운 퇴역 기사의  가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1326,그림자 수호병의 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1327,투박한 곰발바닥 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1328,강인한 호랑이 등뼈 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1329,정교한 이음새의 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1330,명예로운 사자왕의 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1331,시체 수집가의 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1332,꺼지지 않는 화염 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1333,평온한 대지의 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1334,묵직한 산양뿔 도금 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1335,위험한 맹독의 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1336,동틀녘 바위 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1337,피내음 빗방울 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1338,짙은 안개 고원의 가슴덮개,10000,,11078,43,,,0,f,0,0,f,0,0
1339,소용돌이 파도 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
1340,무서운 우레폭풍의 가슴보호구,10000,,11078,43,,,0,f,0,0,f,0,0
