id,npc_id,use_alias,quest_act_obj_alias_id
1941,7266,f,0
1942,9016,f,0
1943,9017,f,0
1944,7144,f,0
1945,5054,f,0
1946,5054,f,0
1948,11994,f,0
1949,5698,f,0
1950,5673,f,0
1951,5673,f,0
1953,5667,f,0
1954,5666,f,0
1956,5659,f,0
1957,5662,f,0
1958,5698,f,0
1960,5691,f,0
1964,5056,f,0
1965,9003,f,0
1966,5703,f,0
1968,3332,f,0
1969,3333,f,0
1970,3333,f,0
1971,3332,f,0
1972,3152,f,0
1977,4765,f,0
1978,4607,f,0
1979,7152,f,0
1980,7277,f,0
1981,3108,f,0
1984,7461,f,0
1985,3149,f,0
1989,4756,f,0
1990,4939,f,0
1992,8984,f,0
1993,8981,f,0
1994,7477,f,0
1995,5051,f,0
1996,4588,f,0
1997,4588,f,0
1998,7459,f,0
1999,7501,f,0
2000,2391,f,0
2001,4580,f,0
2002,4579,f,0
2004,7242,f,0
2005,3336,f,0
2006,3336,f,0
2007,3337,f,0
2008,7241,f,0
2009,3338,f,0
2010,3339,f,0
2011,9036,f,0
2012,7293,f,0
2013,8982,f,0
2014,7243,f,0
2015,8974,f,0
2016,3128,t,2721
2017,2430,f,0
2018,2485,f,0
2020,9031,f,0
2024,4968,f,0
2025,7520,f,0
2026,4589,f,0
2027,7521,f,0
2028,7385,f,0
2029,5028,f,0
2031,7382,f,0
2033,4624,f,0
2034,7458,f,0
2035,3304,f,0
2036,1,f,0
2040,2433,f,0
2042,4925,f,0
2044,7383,f,0
2046,5065,f,0
2047,9025,f,0
2048,9046,f,0
2049,3146,f,0
2050,3303,f,0
2051,3339,t,1838
2052,7579,f,0
2053,5046,f,0
2054,7260,f,0
2055,4580,f,0
2056,4636,f,0
2057,3298,f,0
2058,2443,f,0
2059,7626,f,0
2060,5206,f,0
2061,7627,f,0
2062,7627,f,0
2063,7627,f,0
2064,5200,f,0
2065,7628,f,0
2066,7629,f,0
2067,7629,f,0
2068,2618,f,0
2069,7631,f,0
2070,7632,f,0
2071,7634,f,0
2072,5243,f,0
2073,7637,f,0
2074,5218,f,0
2075,7616,f,0
2076,4752,f,0
2077,7461,f,0
2078,6564,f,0
2079,7682,f,0
2081,1174,f,0
2083,7688,f,0
2084,4629,f,0
2085,7709,f,0
2086,7708,f,0
2087,7653,f,0
2088,3518,f,0
2089,3630,f,0
2090,3611,f,0
2091,10582,f,0
2092,10583,f,0
2093,10583,f,0
2096,10585,f,0
2097,3606,f,0
2098,10986,t,1921
2099,3608,f,0
2100,7654,f,0
2101,7655,f,0
2102,4219,f,0
2103,7734,f,0
2105,4248,f,0
2106,7737,f,0
2107,4248,f,0
2108,4223,f,0
2109,4261,f,0
2110,4261,f,0
2111,4263,f,0
2112,4269,f,0
2113,4269,f,0
2114,4269,f,0
2115,5721,f,0
2116,4260,f,0
2118,7659,f,0
2119,7666,f,0
2120,7659,f,0
2122,7682,f,0
2123,7747,f,0
2124,7661,f,0
2125,7753,f,0
2126,7755,f,0
2127,4272,f,0
2128,5660,f,0
2131,7662,f,0
2132,7663,f,0
2134,4237,f,0
2135,4239,f,0
2136,5938,f,0
2137,7662,f,0
2138,7816,f,0
2139,7817,f,0
2140,7817,f,0
2141,7817,f,0
2142,569,f,0
2143,582,f,0
2144,582,f,0
2145,511,f,0
2146,5259,f,0
2147,7661,f,0
2149,7817,f,0
2150,7825,f,0
2151,7826,f,0
2152,2484,f,0
2153,7828,f,0
2154,3618,f,0
2155,7825,f,0
2156,10161,f,0
2157,2484,f,0
2158,7138,t,2696
2159,570,f,0
2160,7656,f,0
2161,7656,f,0
2163,5931,f,0
2164,7908,f,0
2165,5755,f,0
2166,581,f,0
2167,10581,f,0
2168,10581,f,0
2169,1728,f,0
2170,7770,f,0
2171,1778,f,0
2172,1727,f,0
2173,3527,f,0
2174,7662,f,0
2175,1727,f,0
2176,7769,f,0
2177,10848,f,
2178,4296,f,0
2180,1725,f,0
2181,11197,f,1869
2182,7897,f,0
2183,7819,f,0
2185,7888,f,0
2186,7890,f,0
2187,7892,f,0
2188,3418,f,0
2191,3402,f,0
2192,5724,f,0
2193,5724,f,0
2194,6561,f,0
2195,2584,f,0
2196,7794,f,0
2199,1775,f,0
2200,7796,f,0
2201,7796,f,0
2202,7899,f,0
2203,903,f,0
2204,501,f,0
2205,5467,f,0
2207,5466,f,0
2209,7883,f,0
2210,1191,f,0
2211,4272,f,0
2212,7685,f,0
2213,451,f,0
2214,7764,f,0
2215,7764,f,0
2216,7967,f,0
2217,7968,f,0
2218,7969,f,0
2219,7969,f,0
2221,7973,f,0
2222,7972,f,0
2224,7953,f,0
2226,7975,f,0
2227,7975,f,0
2228,1792,f,0
2229,7960,f,0
2230,5157,f,0
2231,5692,f,0
2232,7799,f,0
2233,7685,f,0
2234,5671,f,0
2235,7799,f,0
2236,1817,f,0
2237,7800,f,0
2238,1679,f,0
2239,7802,f,0
2240,504,f,0
2241,7938,f,0
2242,7802,f,0
2243,7805,f,0
2244,7910,f,0
2245,5938,f,0
2246,1743,f,0
2247,1663,f,0
2248,7918,f,0
2249,7934,f,0
2250,7918,f,0
2251,10987,f,0
2254,10636,f,0
2255,10546,t,2679
2256,10549,f,0
2257,10553,f,0
2258,10553,f,0
2259,10554,f,0
2262,11255,f,0
2263,7912,f,0
2264,7909,f,0
2265,1748,f,0
2266,7930,f,0
2267,5180,f,0
2268,7940,f,0
2269,7772,f,0
2270,616,f,0
2271,3667,f,0
2272,8078,f,0
2273,1792,f,0
2274,8090,f,0
2275,8090,f,0
2276,6490,f,0
2277,8091,f,0
2278,7797,f,0
2279,7799,f,0
2280,5558,f,0
2281,7919,f,0
2282,8091,f,0
2283,8091,f,0
2285,5925,f,0
2286,5747,f,0
2287,7940,f,0
2288,4266,f,0
2289,8107,f,0
2290,5925,t,2258
2291,3668,f,0
2292,674,f,
2293,8079,f,0
2294,2102,t,1867
2295,646,f,0
2296,6497,f,0
2299,630,f,0
2300,10580,t,1870
2301,10581,f,0
2302,5742,t,1861
2303,465,f,0
2304,481,f,0
2305,465,f,0
2306,3985,f,0
2307,939,f,0
2308,475,f,0
2309,877,f,0
2311,643,f,0
2312,5742,f,0
2313,5742,f,0
2314,4213,f,0
2317,5751,f,0
2318,3446,t,2717
2319,7763,f,0
2322,5751,f,0
2323,8163,f,0
2324,2584,f,0
2325,7762,f,0
2326,7963,f,0
2327,2064,f,0
2328,2114,f,0
2329,2063,f,0
2330,7796,f,0
2331,3637,f,0
2332,575,f,0
2333,7745,f,0
2334,4205,t,1857
2335,2099,f,0
2336,7909,f,0
2337,4269,f,0
2338,1,f,0
2339,8066,f,0
2340,1911,f,0
2341,2065,f,0
2342,6586,f,0
2343,8223,f,0
2344,8223,f,0
2345,8225,f,0
2346,8225,f,0
2347,8227,f,0
2348,8230,f,0
2349,8215,f,0
2350,8228,f,0
2351,8227,f,0
2352,8228,f,0
2353,8224,f,0
2354,8224,f,0
2355,8574,f,0
2356,7770,f,0
2357,8574,f,0
2358,2975,f,0
2359,2988,f,0
2360,7893,f,0
2361,8214,f,0
2362,8222,f,0
2363,8215,f,0
2364,8230,f,0
2365,2071,f,0
2367,2988,f,0
2368,2108,f,0
2369,8247,f,0
2370,9927,f,0
2371,2109,f,0
2372,8143,f,0
2373,5703,f,0
2375,5669,f,0
2376,7547,f,0
2377,4948,t,2715
2378,1432,f,0
2379,8553,f,0
2380,7480,f,0
2381,2083,f,0
2382,1817,f,0
2383,3173,f,0
2384,7937,f,0
2385,7802,f,0
2386,3300,f,0
2387,8553,f,0
2388,2082,f,0
2389,3333,f,0
2392,8557,f,0
2393,4390,f,0
2394,4391,f,0
2395,4390,f,0
2396,4391,f,0
2397,4390,f,0
2398,4391,f,0
2399,4390,f,0
2400,4391,f,0
2401,4390,f,0
2402,4391,f,0
2403,4390,f,0
2404,4391,f,0
2405,4390,f,0
2406,4391,f,0
2407,4390,f,0
2408,4391,f,0
2409,4391,f,0
2410,4390,f,0
2411,4391,f,0
2412,4390,f,0
2413,4391,f,0
2414,4390,f,0
2415,4391,f,0
2417,4391,f,0
2418,4390,f,0
2419,4391,f,0
2421,4391,f,0
2422,4390,f,0
2423,4391,f,0
2424,4390,f,0
2425,4391,f,0
2426,4390,f,0
2427,4391,f,0
2428,4390,f,0
2429,4391,f,0
2430,4390,f,0
2431,4391,f,0
2432,4390,f,0
2433,4391,f,0
2434,4390,f,0
2435,4391,f,0
2436,4390,f,0
2437,4391,f,0
2438,4390,f,0
2439,4391,f,0
2440,7054,f,0
2441,7054,f,0
2442,4390,f,0
2443,4391,f,0
2444,7054,f,0
2445,7054,f,0
2446,4391,f,0
2448,4390,f,0
2449,4390,f,0
2450,4391,f,0
2451,4390,f,0
2452,4391,f,0
2453,4390,f,0
2454,4391,f,0
2455,4390,f,0
2457,7054,f,0
2458,7054,f,0
2459,4390,f,0
2460,4390,f,0
2461,4390,f,0
2462,7054,f,0
2463,7054,f,0
2464,7054,f,0
2465,7054,f,0
2466,7054,f,0
2467,7054,f,0
2468,4391,f,0
2469,4390,f,0
2471,1026,f,0
2472,1026,f,0
2473,1026,f,0
2474,1026,f,0
2475,1026,f,0
2476,4391,f,0
2477,1026,f,0
2478,1026,f,0
2479,1026,f,0
2480,1026,f,0
2481,4390,f,0
2482,1026,f,0
2483,4391,f,0
2484,1026,f,0
2485,4390,f,0
2486,1026,f,0
2487,4391,f,0
2488,2548,f,0
2489,2586,f,0
2490,5223,f,0
2491,7639,f,0
2492,7640,f,0
2493,7643,f,0
2494,7641,f,0
2495,7642,f,0
2496,10649,f,0
2497,3177,f,0
2498,2436,f,0
2499,3305,f,0
2500,4971,f,0
2501,4971,f,0
2502,4984,f,0
2503,2802,f,0
2504,2801,f,0
2505,8731,f,0
2507,8767,f,0
2508,8732,f,0
2510,1435,f,0
2512,8767,f,0
2513,1484,f,0
2514,7735,f,0
2516,3292,f,0
2517,8783,f,0
2518,1486,f,0
2519,1440,f,0
2521,8732,f,0
2523,8767,f,0
2524,1463,f,0
2525,8785,f,0
2526,1437,f,0
2527,1434,f,0
2528,1470,f,0
2529,1468,f,0
2530,1493,f,0
2531,1447,f,0
2532,1428,f,0
2533,1468,f,0
2534,8783,f,0
2535,1441,f,0
2536,1450,f,0
2537,1428,f,0
2539,1464,f,0
2540,1460,f,0
2542,8790,f,0
2543,1471,f,0
2544,10839,f,0
2545,1403,f,0
2546,1449,f,0
2547,1459,f,0
2548,1463,f,0
2549,1463,f,0
2550,1456,f,0
2551,1449,f,0
2552,8822,f,0
2553,1469,f,0
2554,1456,f,0
2555,1489,f,0
2556,10839,f,0
2557,1402,f,0
2558,1428,f,0
2559,1455,f,0
2560,1492,f,0
2561,1492,f,0
2562,1443,f,0
2563,8861,f,0
2564,1446,f,0
2566,1459,f,0
2567,1480,f,0
2568,1472,f,0
2569,1472,f,0
2570,8802,f,0
2571,8803,f,0
2572,8805,f,0
2573,1455,f,0
2575,1399,f,0
2577,8816,f,0
2578,8816,f,0
2579,8732,f,0
2580,8823,f,0
2582,8822,f,0
2583,8829,f,0
2584,8833,f,0
2585,8821,f,0
2586,8821,f,0
2587,2104,f,0
2588,2104,f,0
2589,2823,f,0
2590,2823,f,0
2591,2798,f,0
2592,2798,f,0
2593,2806,f,0
2594,2851,f,0
2595,2807,f,0
2596,2762,f,0
2597,2762,f,0
2598,2762,f,0
2599,2854,f,0
2600,2854,f,0
2602,2852,f,0
2605,1483,f,0
2608,8791,f,0
2609,7054,f,0
2610,7054,f,0
2611,7054,f,0
2612,7054,f,0
2613,1487,f,0
2614,2855,f,0
2615,2863,f,0
2616,2863,f,0
2617,2871,f,0
2618,2873,f,0
2619,2870,f,0
2620,2870,f,0
2621,8791,f,0
2622,8853,f,0
2623,8853,f,0
2624,1432,t,1839
2625,8856,f,0
2626,8857,f,0
2627,2834,f,0
2628,7054,f,0
2629,7054,f,0
2630,7054,f,0
2631,7054,f,0
2632,2391,f,0
2633,8791,f,0
2634,8790,f,0
2635,1491,f,0
2636,1432,f,0
2637,1235,f,0
2638,1236,f,0
2639,1237,f,0
2640,1241,f,0
2641,1238,f,0
2642,1235,f,0
2643,1247,f,0
2644,1240,f,0
2645,1240,f,0
2646,1244,f,0
2647,1245,f,0
2648,1246,f,0
2649,9939,f,0
2650,9789,f,0
2651,1249,f,0
2652,1252,f,0
2653,1234,f,0
2654,1254,f,0
2655,1255,f,0
2656,1256,f,0
2657,1254,f,0
2659,1259,f,0
2660,1284,f,0
2661,1277,f,0
2662,1262,f,0
2663,1262,f,0
2664,1278,f,0
2665,1366,f,0
2666,1282,f,0
2667,1277,f,0
2668,1284,f,0
2669,1273,f,0
2670,1273,f,0
2671,2803,f,0
2672,2741,f,0
2674,8905,f,0
2675,8905,f,0
2676,1471,f,0
2678,1306,f,0
2679,1307,f,0
2680,1310,f,0
2681,1312,f,0
2682,1148,f,0
2683,2734,f,0
2684,2734,f,0
2685,2733,f,0
2686,1136,f,0
2687,1402,f,0
2688,7054,f,0
2689,1402,f,0
2690,1313,f,0
2691,1253,f,0
2692,1274,f,0
2693,1297,f,0
2694,1299,f,0
2695,1321,f,0
2696,1233,f,0
2697,1233,f,0
2698,1370,f,0
2699,1283,f,0
2700,976,f,0
2701,976,f,0
2702,1284,f,0
2703,977,f,0
2704,1285,f,0
2706,979,f,0
2707,1286,f,0
2708,1290,f,0
2709,1291,f,0
2710,1286,f,0
2712,993,f,0
2713,1286,f,0
2714,8910,f,0
2715,992,f,0
2716,994,f,0
2717,995,f,0
2719,1047,f,0
2720,1096,f,0
2721,1294,f,0
2722,1043,f,0
2723,1293,f,0
2724,1299,f,0
2725,1059,f,0
2726,8887,f,0
2727,1298,f,0
2728,1096,f,0
2730,1298,f,0
2731,1299,f,0
2732,1327,f,0
2733,1298,f,0
2734,1301,f,0
2735,1300,f,0
2736,1097,f,0
2737,1228,f,0
2738,1124,f,0
2740,1301,f,0
2741,1123,t,2142
2742,1300,f,0
2743,1060,f,0
2744,8913,f,0
2745,364,f,0
2747,364,t,2145
2748,1034,f,0
2749,8869,f,0
2750,1123,t,2150
2751,1034,f,0
2752,9366,f,0
2753,8871,f,0
2754,8876,f,0
2755,8872,f,0
2756,8873,f,0
2757,8873,f,0
2758,8878,f,0
2759,8881,f,0
2760,8887,t,2155
2761,8889,f,0
2762,8882,f,0
2763,8908,f,0
2764,8884,f,0
2765,8884,f,0
2766,8885,f,0
2767,8890,f,0
2768,8884,f,0
2769,8894,f,0
2770,8878,f,0
2771,8908,f,0
2772,8908,f,0
2773,8909,f,0
2774,8910,t,2189
2775,8911,f,0
2776,1043,f,0
2777,8894,f,0
2778,8914,f,0
2779,8913,f,0
2780,8894,f,0
2781,8921,f,0
2782,8920,f,0
2783,8920,f,0
2784,982,t,2727
2785,1238,f,0
2786,2850,f,0
2787,2807,f,0
2788,2799,f,0
2789,2800,f,0
2790,2743,f,0
2791,2803,f,0
2792,8918,f,0
2793,2806,f,0
2794,1274,f,0
2795,1276,f,0
2796,8893,f,0
2797,2806,f,0
2798,2851,f,0
2799,2807,f,0
2800,2809,f,0
2801,992,f,0
2803,2809,f,0
2804,2808,f,0
2805,2762,f,0
2806,2808,f,0
2807,364,t,2178
2809,2762,f,0
2810,2855,f,0
2811,2810,f,0
2812,2808,f,0
2813,2748,f,0
2814,2865,f,0
2815,2801,t,2722
2816,2866,f,0
2817,1459,f,0
2818,2870,f,0
2819,2865,f,0
2820,2865,f,0
2821,2866,f,0
2822,1137,f,0
2823,2733,f,0
2824,9247,t,2723
2825,1135,f,0
2826,1139,f,0
2827,2809,f,0
2828,2809,f,0
2829,8963,f,0
2830,8963,f,0
2831,2807,f,0
2832,2806,f,0
2833,2801,f,0
2834,2801,f,0
2835,2809,f,0
2836,8963,f,0
2837,1071,f,0
2838,995,f,0
2839,992,f,0
2840,9179,f,0
2841,9179,f,0
2842,9179,f,0
2843,9179,f,0
2844,9179,f,0
2845,9179,f,0
2846,9179,f,0
2847,9177,f,0
2848,9178,f,0
2849,9183,f,0
2850,9181,f,0
2851,9184,f,0
2852,9180,f,0
2853,9182,f,0
2854,4,f,0
2855,9189,f,0
2856,9197,f,0
2857,9192,f,0
2858,9193,f,0
2859,9194,f,0
2860,9195,f,0
2861,9196,f,0
2862,9191,f,0
2863,8878,f,0
2864,9190,f,0
2865,9203,f,0
2866,26,f,0
2867,9320,f,0
2868,9321,f,0
2869,9246,f,0
2870,9280,f,0
2871,9248,f,0
2872,9249,f,0
2873,9253,f,0
2874,9250,f,0
2876,9251,f,0
2877,9244,f,0
2878,9244,f,0
2880,9247,f,0
2881,9246,f,0
2882,9280,f,0
2883,9248,f,0
2884,9252,f,0
2885,9247,f,0
2886,9250,f,0
2887,9254,f,0
2888,9321,f,0
2889,9254,f,0
2890,9254,f,0
2891,9252,f,0
2892,9258,f,0
2893,9255,f,0
2894,9281,f,0
2896,9281,f,0
2897,9258,f,0
2898,9320,f,0
2899,9259,f,0
2900,9259,f,0
2901,9261,f,0
2902,9256,f,0
2903,9256,f,0
2905,9279,f,0
2906,9258,f,0
2907,9257,f,0
2908,9257,f,0
2909,9257,f,0
2910,9268,f,0
2911,9264,f,0
2912,9269,f,0
2913,9262,f,0
2914,9324,f,0
2915,9263,f,0
2916,9267,f,0
2917,9265,f,0
2918,9264,f,0
2919,9265,f,0
2920,9265,f,0
2921,9266,f,0
2922,9266,f,0
2923,9267,f,0
2924,9270,f,0
2925,9270,f,0
2926,9270,f,0
2927,9269,f,0
2928,9265,f,0
2929,9271,f,0
2930,9271,f,0
2931,9283,f,0
2932,9271,f,0
2933,9272,f,0
2934,9272,f,0
2935,9817,f,0
2936,9274,f,0
2937,9279,f,0
2938,9817,f,0
2939,9279,f,0
2940,9267,f,0
2941,9272,f,0
2943,9269,f,0
2944,9320,f,0
2945,9320,f,0
2946,9321,f,0
2947,9320,f,0
2948,9321,f,0
2949,9320,f,0
2950,9320,f,0
2951,8920,f,0
2952,8912,f,0
2953,9266,f,0
2954,9279,f,0
2955,9248,f,0
2956,1071,f,0
2957,9252,f,0
2958,8973,f,0
2959,9267,f,0
2960,8975,f,0
2961,9015,f,0
2962,8869,f,0
2963,8977,f,0
2964,8980,f,0
2965,8980,f,0
2966,9795,f,0
2967,9795,t,1865
2969,4248,f,0
2970,4248,f,0
2971,9269,f,0
2972,4263,f,0
2973,5742,f,0
2974,10039,f,0
2975,4265,f,0
2976,4260,f,0
2977,1306,f,0
2979,8989,f,0
2980,9124,f,0
2981,8990,f,0
2982,8990,f,0
2983,9051,f,0
2984,9052,f,0
2985,9047,f,0
2986,9037,f,0
2987,8991,f,0
2988,9038,f,0
2989,9049,f,0
2990,9604,f,0
2991,9611,f,0
2992,9611,f,0
2994,9615,f,0
2995,9614,f,0
2996,9575,t,2139
2998,9574,f,0
2999,9580,f,0
3000,9579,f,0
3001,9581,f,0
3002,9576,t,2100
3003,9571,f,0
3004,9598,f,0
3005,9576,f,0
3006,9577,f,0
3007,9584,t,2140
3008,9584,f,0
3009,9611,f,0
3010,9585,f,0
3011,9588,f,0
3012,9588,f,0
3013,9587,f,0
3014,9590,f,0
3015,9591,f,0
3017,9593,f,0
3018,9621,f,0
3019,9585,f,0
3020,9594,f,0
3021,9601,t,2115
3022,9601,f,0
3023,9600,f,0
3024,9599,f,0
3025,9595,f,0
3026,9597,f,0
3027,9596,f,0
3028,9604,t,2149
3029,9603,f,0
3030,9603,f,0
3031,9602,f,0
3032,9759,f,0
3033,9608,f,0
3034,9598,f,0
3036,9581,f,0
3037,9612,f,0
3038,9612,f,0
3039,9581,f,0
3040,9613,f,0
3041,9734,f,0
3042,9734,f,0
3043,9617,f,0
3044,9618,f,0
3045,9620,f,0
3046,9619,f,0
3047,9758,f,0
3048,9620,f,0
3049,9620,f,0
3051,9610,t,2133
3052,9618,f,0
3053,9625,f,0
3055,8990,f,0
3056,8999,f,0
3057,5224,f,0
3059,2526,f,0
3060,5216,f,0
3061,9022,f,0
3062,8991,f,0
3063,5241,f,0
3064,9806,f,0
3066,8983,f,0
3067,8986,f,0
3068,9268,f,0
3069,9046,f,0
3070,9000,f,0
3071,1128,f,0
3072,9572,f,0
3073,8983,f,0
3074,8869,f,0
3075,8985,f,0
3076,9005,f,0
3077,9029,f,0
3078,9610,f,0
3079,1287,f,0
3080,9014,f,0
3081,9047,f,0
3082,9618,f,0
3084,8992,f,0
3085,9613,f,0
3086,9614,f,0
3087,9613,f,0
3088,9615,f,0
3089,9733,f,0
3090,8992,f,0
3091,8913,f,0
3092,1376,f,0
3093,9005,f,0
3094,973,t,2726
3095,8878,f,0
3096,9283,f,0
3097,9576,f,0
3098,8991,f,0
3099,9283,f,0
3100,9266,f,0
3101,9008,f,0
3102,8885,f,0
3103,1128,f,0
3104,8991,f,0
3105,9005,f,0
3107,9041,f,0
3108,9007,f,0
3109,9022,f,0
3110,8975,f,0
3111,8988,f,0
3112,9001,f,0
3113,9014,f,0
3114,8992,f,0
3115,9003,f,0
3116,9248,f,0
3117,8916,f,0
3118,8990,f,0
3119,3064,f,0
3120,2989,f,0
3121,3034,f,0
3123,8894,f,0
3124,2986,f,0
3125,2980,f,0
3126,2980,f,0
3127,9843,f,0
3128,2979,f,0
3129,2972,f,0
3130,2973,f,0
3131,2973,f,0
3132,2992,f,0
3133,2992,f,0
3135,2959,f,0
3136,2959,f,0
3137,9859,f,0
3138,9859,f,0
3139,9861,f,0
3140,2962,f,0
3141,9862,f,0
3142,9865,f,0
3143,3018,f,0
3144,3020,f,0
3145,9866,f,0
3146,9866,f,0
3147,9866,f,0
3148,9869,f,0
3149,9886,f,0
3150,9886,f,0
3151,9897,f,0
3152,3000,f,0
3153,3000,f,0
3154,2998,f,0
3155,3003,f,0
3156,9925,f,0
3157,10078,f,0
3158,3097,f,0
3160,9927,f,0
3161,9926,f,0
3162,9926,f,0
3163,3050,f,0
3164,3052,f,0
3165,3052,f,0
3166,9971,f,0
3167,7046,f,0
3168,6554,f,0
3169,9971,f,0
3170,7042,f,0
3171,680,f,0
3172,2976,f,0
3174,5847,f,0
3175,740,f,0
3176,7095,f,0
3177,809,f,0
3178,5840,f,0
3179,756,f,0
3180,9984,f,0
3181,9985,f,0
3182,9985,f,0
3183,9986,f,0
3184,9983,f,0
3185,9992,f,0
3186,774,f,0
3187,9993,f,0
3188,753,f,0
3189,775,f,0
3190,9995,f,0
3191,9995,f,0
3192,9973,f,0
3193,9974,f,0
3194,9974,f,0
3195,9976,f,0
3196,9976,f,0
3197,9975,f,0
3198,9977,f,0
3199,9978,f,0
3200,9979,f,0
3201,9980,f,0
3202,9981,f,0
3203,9981,f,0
3204,9981,f,0
3205,9981,f,0
3206,9982,f,0
3207,9982,f,0
3208,8878,f,0
3209,9799,t,2700
3211,10043,f,0
3213,10043,f,0
3214,7683,f,0
3215,7747,f,0
3216,7747,f,0
3217,7762,f,0
3218,10047,f,0
3219,10046,f,0
3220,7763,f,0
3221,5660,f,0
3222,10012,f,0
3223,10013,f,0
3225,10046,f,0
3226,9064,f,0
3227,9367,f,0
3229,981,f,0
3230,984,f,0
3231,982,f,0
3232,10349,f,0
3233,10348,f,0
3234,9864,f,0
3235,9864,f,0
3236,9864,f,0
3237,10044,f,0
3239,7816,f,0
3240,7890,f,0
3241,9804,f,0
3242,9802,f,0
3243,9802,f,0
3244,9803,f,0
3245,9803,f,0
3246,2584,t,2701
3247,10443,f,0
3248,9029,f,0
3249,166,f,0
3250,9123,f,0
3251,10355,f,0
3252,10158,f,0
3253,10123,f,0
3254,10125,t,2560
3255,10126,f,0
3256,7764,f,0
3257,7968,f,0
3258,9119,f,0
3259,10129,f,0
3260,10130,f,0
3261,10131,f,0
3262,7893,t,2094
3263,7953,f,0
3264,10133,f,0
3265,10133,f,0
3266,10136,f,0
3267,10156,f,0
3268,983,f,0
3269,10177,f,0
3270,8990,f,0
3271,9025,f,0
3272,8972,f,0
3273,10202,f,0
3274,10285,f,0
3275,10283,f,0
3276,1271,f,0
3277,1244,f,0
3278,7272,f,0
3279,5076,f,0
3280,5081,f,0
3281,10316,f,0
3282,10319,f,0
3283,6988,f,0
3284,1306,f,0
3285,1279,f,0
3286,1249,f,0
3287,1291,f,0
3288,8999,f,0
3289,10347,f,0
3290,10348,f,0
3291,10347,f,0
3292,10348,f,0
3293,9578,f,0
3297,9003,f,0
3298,444,f,0
3299,10347,f,0
3300,443,f,0
3301,440,f,0
3303,629,f,0
3304,440,f,0
3305,501,f,0
3306,903,f,0
3309,479,f,0
3310,457,f,0
3311,8603,f,0
3312,451,f,0
3313,458,f,0
3314,460,f,0
3315,3985,f,0
3316,3294,f,0
3317,3280,f,0
3318,8605,f,0
3319,452,f,0
3320,3986,f,0
3321,640,f,0
3322,461,f,0
3323,5129,f,0
3324,461,f,0
3325,902,f,0
3326,901,f,0
3327,474,f,0
3328,903,f,0
3329,487,f,0
3330,5130,f,0
3331,11573,f,0
3332,9591,f,0
3333,10349,f,0
3334,10350,f,0
3335,10348,f,0
3336,10352,f,0
3337,10351,f,0
3338,10351,f,0
3339,10352,f,0
3340,10351,f,0
3341,10353,f,0
3342,10352,f,0
3343,10393,f,0
3344,10282,f,0
3346,10441,f,0
3347,10442,f,0
3348,646,f,0
3349,2423,f,0
3350,2809,f,0
3351,9577,f,0
3352,2855,f,0
3353,9889,f,0
3354,9889,f,0
3355,9892,f,0
3356,10451,f,0
3357,10451,f,0
3358,2660,f,0
3359,9895,t,1866
3360,9895,f,0
3361,9898,f,0
3362,9901,f,0
3363,9902,f,0
3364,9902,f,0
3365,8963,f,0
3366,10456,f,0
3367,10456,f,0
3368,10456,f,0
3369,439,f,0
3370,10283,f,0
3371,10282,f,0
3372,8984,f,0
3373,10460,f,0
3374,10284,f,0
3375,4966,f,0
3376,10282,f,0
3377,10351,f,0
3378,10139,f,0
3379,10145,f,0
3380,9891,f,0
3381,2660,f,0
3382,10344,f,0
3383,2627,f,0
3384,10150,f,0
3385,10148,f,0
3387,10148,f,0
3388,2433,f,0
3389,9593,f,0
3390,4952,f,0
3391,9591,f,0
3392,10148,f,0
3393,9733,f,0
3394,635,f,0
3395,634,f,0
3396,901,f,0
3397,635,f,0
3398,4981,f,0
3399,4981,f,0
3400,10147,f,0
3401,1137,f,0
3402,10345,f,0
3403,10344,f,0
3405,10307,f,0
3406,10303,f,0
3407,10306,f,0
3408,10304,f,0
3409,10304,f,0
3411,10308,f,0
3412,10308,f,0
3413,10088,f,0
3414,10476,f,0
3415,10477,f,0
3416,10910,f,0
3417,10476,f,0
3419,10478,f,0
3420,9582,t,2109
3421,10911,f,0
3422,10911,f,0
3423,10493,f,0
3424,9583,f,0
3425,10190,t,2675
3426,10196,f,0
3427,5507,f,0
3428,10195,f,0
3429,10194,f,0
3430,10323,t,2704
3431,10089,f,0
3432,9903,t,2674
3433,9903,f,0
3435,9906,f,0
3436,9913,f,0
3437,3078,f,0
3438,7520,f,0
3439,3078,f,0
3440,7521,f,0
3441,9900,f,0
3442,9913,f,0
3443,10335,t,2702
3444,12367,f,0
3445,10094,f,0
3447,10091,f,0
3448,10093,f,0
3449,10093,f,0
3450,10091,f,0
3451,10108,f,0
3452,10091,f,0
3453,10556,t,2698
3454,570,f,0
3455,10762,f,0
3456,2407,f,0
3457,9738,f,0
3458,9916,f,0
3459,10493,f,0
3460,10329,f,0
3461,10330,f,0
3462,10324,t,2097
3463,10324,f,0
3464,10325,f,0
3465,10638,f,0
3466,10326,f,0
3467,10338,f,0
3468,10338,f,0
3470,10342,f,0
3471,10362,f,0
3472,10367,f,0
3473,10361,f,0
3474,10365,f,0
3475,10370,t,2040
3476,4965,f,0
3477,4981,f,0
3478,10505,f,0
3479,10505,f,0
3480,9916,t,1830
3481,10640,f,0
3482,10330,t,1834
3483,10507,f,0
3484,10507,f,0
