id,book_page_id,text,illust
284,247,<tr><td>탑의 도시에 도착했다.<br/>이런 대도시는 처음 와본다.<br/>커다란 도시에 정말 많은 사람이 북적거리며 살고 있다. 그리고 이 넓은 도시에는 미녀가 참 많다.<br/>많은 미녀가 나를 부르는 것 같다. 사금 채취장에서 번 돈으로 마음껏 도시 생활을 즐겨야겠다.</td></tr>,
285,248,"<tr><td>여자를 꼬시려 주점에 갔다가 우연히 사미아드를 만났다. 나는 원래 남자를 잘 상대하지 않는데, 그의 언변이 좋아서인지 쉽게 친해질 수 있었다.<br/>그는 내게 여행을 하면서 만난 여자들과의 관계를 적은 여행기를 써보라고 권해왔다.<br/>나는 그의 제안에 흔쾌히 승낙했다.</td></tr>",
286,249,"<tr><td>급히 탑의 도시를 탈출했다.<br/>탑의 도시에서 하비나라는 여인을 만나 사랑을 나눴는데, 그녀의 남편이 갑자기 나타나 칼을 휘둘렀다.<br/>사미아드에게 건네주려고 쓰던 여행기를 완성한 후 이곳을 떠나려고 했었는데, 하비나의 남편 때문에 짐도 제대로 챙기지 못한 채 도시를 떠나야만 했다.<br/>이제 난 어디로 가야 하는 걸까?</td></tr>",
287,250,"<tr><td>마하데비 항구에서 하세미안을 만났다.<br/>관능적인 몸매 때문에 그녀와 함께한 시간을 잊을 수가 없다.<br/>그녀와 좀 더 오랜 시간 동안 함께 있고 싶었지만, 그녀의 아버지인 대장장이 아바바가 망치를 휘두르며 나타난 탓에 나는 그녀의 곁을 떠나야만 했다. 그녀도 내 운명의 상대는 아니었나 보다.<br/>운명의 그녀는 어디에 있는 것일까?</td></tr>",
288,251,"<tr><td>검은 바위 돌 해안에서 상어 인간에게 습격당했다.<br/>미키라는 조금 정신이 이상한 상어 인간이 나를 구해주지 않았다면, 나는 그곳에서 상어 밥이 됐을 것이다.<br/>마늘과 쑥을 먹고 하리하란이 되고 싶다던 그 상어 인간 미키는 지금 잘 지내고 있을까?</td></tr>",
289,252,"<tr><td>인어와 결혼하고 싶다는 말을 하는 미친 녀석을 만났다.<br/>인어가 예쁘게 생긴 괴물이라면 모르겠지만, 인어는 누가 봐도 욕지기가 치밀어 오를 정도로 흉측하게 생긴 괴물이다.<br/>도대체 인어의 어디가 좋다고 결혼을 하겠다는 걸까?<br/>미쳐도 곱게 미쳐야지...</td></tr>",
290,253,"<tr><td>마하데비 고개를 넘다가 동굴을 발견했다.<br/>등허리에 날개를 달고 있는 아스트라라는 놈들이 사는 동굴이었다.<br/>혹시라도 아스트라 중에 미녀가 있지 않을까 싶어서 동굴 안을 살펴봤지만, 미녀는커녕 여자로 보이는 생물조차 없었다. 괜히 헛고생만 했다.</td></tr>",
291,254,<tr><td>오스테라로 가는 도중에 마하데비 검문소에서 검문을 당했다. 검문소 감독관 아비마르라는 작자가 내 생김새가 밀수꾼 같다며 나를 붙잡아서 감금했다.<br/>닷새 동안이나 조사를 받은 끝에 간신히 풀려났다.<br/>도대체 나 같이 잘생긴 밀수꾼이 어디에 있다고 나를 밀수꾼으로 의심한단 말인가?</td></tr>,
292,255,"<tr><td>오스테라에서 미얀이라는 여자를 만났다.<br/>미녀가 아니어서 접근할 일이 별로 없는 여자였는데, 우연히 그녀의 오빠가 마하데비 검문소에 있는 검문소 감독관 아비마르라는 말을 듣게 됐다.<br/>복수하는 셈 치고 미얀을 꼬셔야겠다는 마음을 먹었다.</td></tr>",
293,256,"<tr><td>지금까지 내가 마음만 먹으면 꼬시지 못한 여자가 없었다. 그래서 아비마르의 동생 미얀도 당연히 내게 넘어오리라고 생각했다. 그녀는 특출난 미녀도 아니니까.<br/>그런데 미얀은 내 자존심을 무너뜨리고 말았다. 그녀는 자신에게 이미 정혼자가 있다며, 내 달콤한 속삭임을 무시했다.<br/>젠장! 패배감이 느껴진다.</td></tr>",
294,257,"<tr><td>무너져버린 자존심을 회복하기 위해 미얀을 반드시 꼬셔야겠다는 마음을 먹게 됐다.<br/>미얀으로 하여금 나를 사랑하게 한 후, 사랑이 깊어졌을 때 싸늘하게 웃으며 그녀를 떠나버리겠다고 다짐했다.<br/>이렇게라도 해서 무너진 자존심을 회복하고, 아비마르에게 복수할 것이다.</td></tr>",
295,258,<tr><td>나는 항구에 있는 떠도는 별이라는 술집에서 일을 시작했다. 떠도는 별은 미얀의 친오빠가 운영하는 술집이었다. 떠도는 별에서 일하게 된 덕분에 나는 자연스럽게 미얀을 만날 수 있게 됐다.<br/>그녀의 취향을 관찰하며 호시탐탐 미얀을 내 여자로 만들기 위해 기회를 엿보고 있다.</td></tr>,
296,259,"<tr><td>떠도는 별에서 백 일 동안 일하면서 우연을 가장해 몇 차례 미얀과 단둘이 함께 대화할 기회를 가졌지만, 좀처럼 그녀의 마음을 내게 돌릴 수 없었다.<br/>이대로 단순히 미얀을 공략하는 방법으로는 그녀의 마음을 절대 되돌릴 수 없다는 생각이 들었다.<br/>뭔가 다른 방법을 찾아야 한다.</td></tr>",
297,260,"<tr><td>미얀의 정혼자가 이 세상에서 사라져야만 그녀가 내게 마음의 문을 열게 될 거란 생각이 들었다.<br/> 
미얀의 정혼자인 그리맥스는 칼리아 가문의 호위대에서 일하는 무사라 한다.<br/>나는 미얀의 정혼자를 함정에 빠뜨리기 위해 그가 칼리아 가문의 중요 인사를 호위할 때 황금바다 해적단에 그 정보를 넘겨줬다.</td></tr>",
298,261,"<tr><td>황금바다 해적단에서 칼리아 가문의 차남과 그를 호위 하던 미얀의 정혼자를 납치해 갔다.<br/>해적단은 둘의 목숨 값으로 천문학적인 금액을 칼리아 가문에게 요구했다.<br/>칼리아 가문에서 차남의 몸값만을 해적단에 지불하려 하자, 미얀은 칼리아 가문의 장남을 찾아갔다.</td></tr>",
299,262,"<tr><td>미얀은 칼리아 가문의 장남과 하룻밤을 보낸 후, 돌아왔다. 그리고 다음날 칼리아 가문에서는 차남의 몸값과 함께 일개 호위병에 불과한 미얀의 정혼자의 몸값까지도 황금바다 해적단에 지불했다.</td></tr>",
300,263,"<tr><td>사막의 오아시스처럼 반짝반짝 빛나던 미얀의 눈동자가 무지개 벌판의 황량한 초원처럼 건조하게 변해버렸다.<br/>영혼이 빠져나가 버린 듯한 미얀의 모습을 바라본 순간, 나는 내가 진심으로 미얀을 사랑했다는 사실을 깨달았다.</td></tr>",
301,265,<tr><td>황금바다 해적단에게서 풀려난 미얀의 정혼자는 오른팔이 잘린 채 돌아왔다.<br/>불구가 된 그는 떠도는 별에 찾아와 폭음하곤 했다. 자신을 살리기 위해 미얀이 어떤 일을 했는지 알고 있는 눈치였다. 그 모습을 바라보며 나는 대추야자 술을 한 모금 마셨다.<br/>달콤했던 대추야자 술이 이상하리만치 너무 쓰게 느껴졌다.</td></tr>,
302,266,"<tr><td>미얀의 정혼자가 술에 취해 미얀을 폭행했다. 그 모습에 분노한 나는 미얀의 정혼자 얼굴에 주먹을 날렸다.<br/>가슴에서 치솟는 분노가 누구를 향한 것인지 알 수 없었다. 쓰러진 남자의 얼굴에 정신없이 주먹을 휘두를 때, 미얀이 내 어깨를 붙잡았다.<br/>그녀의 슬픈 눈동자가 내 심장을 가르는 듯했다.</td></tr>",
303,267,"<tr><td>미얀의 시체가 바다에서 떠올랐다. 그녀의 정혼자 역시 싸늘한 시체로 발견됐다.<br/>두 눈을 감은 채 깨어날 수 없는 깊은 잠에 빠진 미얀의 푸른 입술에 따스한 온기를 넣어 봤지만, 그녀는 잠에서 깨어날 줄 몰랐다.<br/>사랑은 왜 이렇게 아픈 것일까?</td></tr>",
304,268,<tr><td>오스테라를 떠나 마하데비로 떠났다.<br/>여왕의 약초 농장에서 자라는 약초가 아픈 기억을 잊게 해준다는 소문을 들었다.</td></tr>,
305,269,<tr><td>노래의 땅에 있는 지운의 목장에서 눈을 떴다. 몸을 일으키는 순간 머리가 깨지는 듯한 통증이 느껴졌다.<br/>오스테라를 떠난 뒤 얼마나 시간이 흐른 걸까? 시간을 망각한 듯한 기분이 들어 목장 주인 지운에게 날짜를 물었다.<br/>내가 오스테라를 떠나온 것은 3년 전이었다. 나는 지난 3년 동안 무얼 했던 것일까?<br/>지난 3년의 세월이 기억나지 않는다.</td></tr>,
306,270,"<tr> <td>
비파 노래 언덕 아래에서 오래된 상자를 발견했다.
<br /> 
상자 안에 뭐가 들었는지 궁금하지만, 열쇠가 없어서 상자를 열어볼 수 없었다.
<br /> 
이 상자 안에 뭐가 들어 있을까?
</td> </tr>",
308,271,<tr><td>비파 항구에서 가장 큰 건물인 여관의 육 층 누각 지붕 위에 올라가 세상을 환히 비추는 보름달을 바라보며 술을 마셨다.<br/>3년 전에 곁을 떠난 미얀이 생각났다. 하지만 그녀의 얼굴은 정확히 떠오르지 않았다.<br/>그녀의 모습이 점점 내 기억에서 사라지고 있다.</td></tr>,
309,272,<tr><td>노래하는 강의 폭포를 따라 거슬러 올라가다 기암절벽 위에 세워진 누각을 발견했다.<br/>누가 이 그림 같은 곳에 아름다운 누각을 만든 것일까?<br/>절벽에 세워진 누각에서 아래를 내려다보니 답답하게 막혀 있던 가슴이 뻥 뚫리는 듯한 느낌이 들었다.</td></tr>,
310,273,"<tr><td>눈물 젖은 언덕의 벌목지에서 발목이 부러진 반달 여우를 발견했다.<br/>고통을 참지 못해 구슬픈 목소리로 우는 반달 여우에게 다가가자, 반달 여우는 나를 경계하는 듯한 모습으로 날카로운 앞니를 드러내며 으르렁거렸다.<br/>나는 조용히 다가가 반달 여우의 머리를 쓰다듬었다.</td></tr>",
311,274,"<tr><td>발목이 부러진 반달 여우를 치료해준 후, 재회의 사당을 찾아갔다.<br/>3년 전에 세상을 떠난 미얀의 명복을 빌고, 그녀의 죽음에서 벗어나지 못한 채 방황하고 있는 내 삶을 바로잡기 위해서였다.<br/>그녀를 잊지 못한 내 손에는 아직도 항상 술병이 들려 있다.</td></tr>",
312,276,"<tr><td>재회의 사당에서 고릴라에게 습격당했다.<br/> 왜 이런 사당에 고릴라가 있는지는 알 수 없지만, 흉포한 놈들의 공격을 피하려다 절벽 아래로 굴러떨어졌다.<br/>'나 역시도 이렇게 세상을 떠나는구나.'라고 생각하며 나는 조용히 두 눈을 감았다.<br/>그리곤 정신을 잃었다.</td></tr>",
313,277,"<tr><td>정신을 차렸을 때 나는 온몸에 붕대를 칭칭 감은 채 방안에 누워 있는 상태였다.<br/>내가 잠시 정신을 차리기 위해 주변을 둘러보려 하는 순간, 새하얀 손을 지닌 여자가 내 이마를 부드럽게 쓰다듬으며 말했다.<br/>""아직 움직이면 안 돼요. 조금 더 주무세요.""<br/> 나는 조용히 눈을 감았다.</td></tr>",
314,278,<tr><td>나를 구해준 여자는 자신을 반요라고 소개했다.<br/>반요는 절벽에서 떨어져 큰 부상을 당한 나를 지극정성으로 간호했다. 그녀는 왜 나를 이렇게 돌보는 걸까?<br/>반요에게 이유를 묻자 그녀는 살며시 미소를 지으며 은혜를 갚는 것이라고 말했다.</td></tr>,
315,279,<tr><td>다쳤던 상처가 어느 정도 아물었을 때 나는 자리에서 일어났다. 그때야 비로소 반요가 절뚝거리며 걷고 있는 것을 발견했다.<br/>그녀는 발목을 다친 상태라고 한다. 여행 중에 얻었던 치료약으로 반요의 발목을 치료해 줬다.<br/>미얀이 남긴 유일한 유품인 샤프란이 그려진 손수건을 반요의 발목에 감아주었다.</td></tr>,
316,280,"<tr><td>나는 상처가 완치된 뒤에도 약 석 달가량 반요와 함께 살았다.<br/>그녀의 뽀얀 얼굴을 바라보고 있으면, 내 가슴 한쪽을 무겁게 짓누르던 미얀의 얼굴이 흐릿하게 사라지는 듯한 기분이었다.<br/>내게 새로운 사랑이 찾아왔음을 깨달았다.</td></tr>",
317,281,"<tr><td>반요와 함께 지낸 지 반년 가까이 지났을 무렵, 마을로 내려가 요리 재료를 사오겠다며 나갔던 반요가 이틀이 지나도 돌아오지 않았다.<br/>무슨 일이 있는 걸까? 걱정된 나머지 집을 나와 산 아래로 내려갔다. 짙은 안개가 가득한 숲 속을 빠져나가자 절벽 위에 우뚝 솟은 재회의 사당이 보였다.</td></tr>",
318,282,<tr><td>재회의 사당 아래에 있는 사냥꾼 무리와 마주쳤다.<br/>사냥꾼 무리는 반달 여우를 많이 잡았다며 기뻐하며 다 같이 술잔을 기울이고 있었다.<br/>사냥꾼 무리에게 붙잡힌 반달 여우들은 커다란 우리에 한꺼번에 갇혀 있었다.<br/>붙잡힌 반달 여우들은 모두 어떻게 되는 걸까?</td></tr>,
319,283,<tr><td>사냥꾼 무리의 막사 옆에 있는 우리에 갇힌 반달 여우 속에서 샤프란이 그려진 손수건을 발목에 감고 있는 반달 여우를 발견했다.<br/>그 순간 나는 진실을 알게 됐다.<br/>애처로운 표정으로 우리에 갇혀 나를 바라보는 반달 여우와 흥겹게 술잔을 기울이는 사냥꾼 무리를 번갈아 바라보며 나는 선택했다.</td></tr>,
320,284,"<tr><td>흥겨운 분위기 속에서 술잔을 기울이고 있는 사냥꾼 무리에게 다가갔다. 그들은 나를 경계하는 눈빛이었다.<br/>나는 여행하면서 구했던 만년삼으로 담근 술을 꺼냈다.<br/>""술은 함께 마셔야 맛있는 법이죠. 달빛이 참 아름다운데 함께 술잔을 기울입시다.""<br/>사냥꾼 무리의 눈빛에서 경계심이 차츰 사라져 갔다.</td></tr>",
321,285,"<tr><td>사냥꾼 무리가 모두 술에 취해 쓰러진 것을 확인한 후, 반달 여우가 갇혀 있는 우리의 문을 열었다.<br/>우리의 문이 열리자 갇혀 있던 반달 여우들이 우르르 빠져나갔지만, 단 한 마리의 반달 여우만은 애처로운 모습으로 우리 안 구석에 몸을 웅크린 채 앉아 있었다.<br/> 
나는 그 여우에게 다가가며 말했다.<br/>""반요!""</td></tr>",
322,286,"<tr><td>눈물을 흘리며 흐느끼는 반요의 가녀린 몸을 부둥켜안았다. 그녀의 부드러운 털을 조심스럽게 쓰다듬으며 나직이 말했다.<br/>""신의 권능을 얻으면 너를 하리하란으로 만들 수 있을 거야. 내가 꼭 그렇게 할 테니 조금만 기다려줘.""<br/>부평초처럼 떠돌기만 하던 내 여행에 목표가 생겼다.</td></tr>",
323,287,<tr><td>살피라 신전에서 만난 신관이 말했다. 고대의 숲에 신의 권능을 품은 신성한 기운이 잠들어 있다고. 나는 그 말을 떠올리며 고대의 숲으로 발걸음을 옮겼다.</td></tr>,
324,288,"<tr><td>숲의 수호자 부락에서 만난 그린드 헤임에게 신의 권능을 아느냐고 물었다.<br/>그린드 헤임은 이 거대한 숲 자체가 신의 권능을 품고 있다고 대답했다.<br/> 
신의 권능을 품고 있기 때문에 이 숲의 나무가 산봉우리처럼 커다랗다는 거였다.<br/>그 권능의 핵심이 어디에 있느냐고 묻자 그는 고개를 가로저었다.</td></tr>",
325,289,<tr><td>신의 권능에 대한 실마리를 찾기 위해 수소문한 끝에 침묵의 호수 북서쪽에 신성한 기운을 찾는 학자가 머물고 있다는 소식을 들었다.<br/>나는 그곳에서 고고학자 제이슨을 처음 만나게 됐다.</td></tr>,
326,290,"<tr><td>고고학자 제이슨은 침묵의 호수 바닥에 신성한 기운이 잠들어 있는 것 같다고 말했다.<br/>호수 바닥에서 흘러나오는 신성한 기운을 침묵의 호수가 가로막고 있으며, 극히 적은 양의 기운들이 땅속에 스며들어 나무를 거대하게 자라게 하였다는 것이었다.<br/>나는 호수 바닥에 들어가 보기로 마음먹었다.</td></tr>",
327,291,"<tr><td>호숫가에서 그라베센이라는 사내를 만났다. 그는 도깨비불의 반짝이는 불을 담은 연등을 만들어서 작은 조각배에 그 연등을 올렸다. 자신에게 돌아올 아내가 길을 잃지 않게 하려고 등불을 밝히는 것이라고 한다.<br/>알고 보니 그의 아내는 몇 달 전에 호수에서 실종됐는데, 다들 그녀가 죽었을 것이라고 한다. 나는 그라베센의 아내가 부디 살아 있길 마음속으로 기도했다.</td></tr>",
328,292,"<tr><td>침묵의 호수 중앙에 있는 작은 섬에서 봉인의 나무 정령을 만났다.<br/>나무 정령에게 신의 권능을 아느냐고 묻자, 나무 정령은 오랜 세월 동안 숲을 지켜온 거목들에게 신성이 곁들어 있다고 대답했다.<br/>그들에게 깃든 신성의 근원이 어디냐고 다시 묻자, 나무 정령은 호수 바닥에서 그 신성이 흘러나온다고 대답했다. 제이슨의 말이 사실인 것 같다.</td></tr>",
329,293,"<tr><td>침묵의 호수 바닥을 헤엄치면서 신성이 잠든 장소를 찾아다녔다.<br/>숨이 막혀서 오랜 시간 동안 잠수할 수 없었지만, 넓은 호수를 조금씩 훑어가며 구석구석 찾아 나섰다.<br/>일주일가량 호수 바닥을 헤집고 다닌 끝에 나는 마침내 침묵의 호수 바닥에서 기묘한 장소를 찾아냈다.</td></tr>",
330,294,"<tr><td>침묵의 호수 깊은 바닥에서 굵은 빛줄기가 솟아오르고 있는 모습을 발견했다.<br/>빛줄기를 따라 호수 바닥까지 잠수해 들어갔다. 빛줄기가 솟아오르고 있는 호수 바닥에는 인위적으로 누군가가 만든 듯한 거대한 석판이 놓여 있었다.<br/>그 석판에 손을 가져가는 순간, 알 수 없는 기운에 의해 나는 그만 정신을 잃고 말았다.</td></tr>",
331,295,"<tr><td>낯선 여인의 손길을 느끼며 눈을 떴다.<br/>자신을 세바스티안 백작 가의 시녀라고 소개한 여성이 나를 침묵의 호수 북쪽에 있는 백작 가의 휴양지에서 발견했다고 말했다.<br/>호수 바닥에서 정신을 잃은 후, 나는 어떻게 여기까지 오게 된 걸까?</td></tr>",
332,296,<tr><td>침묵의 호수 바닥에서 정신을 잃은 뒤부터 몸에 힘이 용솟음치는 느낌이다.<br/>그린드 헤임이 말한 신성한 기운이 내 몸 안에 흘러들어왔던 것 같다.<br/>하지만 이 신성한 기운은 내가 찾는 신의 권능은 아니었다. 나는 본능적으로 그것을 느낄 수 있었다.</td></tr>,
333,297,<tr><td>로카 신과 내기를 해서 승리하면 신의 권능을 얻을 수 있다는 소문을 들었다.<br/>나는 지체 없이 로카의 장기말로 발걸음을 옮겼다.<br/>신과의 내기에서 승리하기 위해선 신과 어떤 내기를 해야 할까?</td></tr>,
334,298,"<tr><td>구름 협곡에서 아웅손이라는 늙은 페레를 만났다. 대륙 곳곳을 여행했지만, 늙은 페레는 처음 만나보는 것이었다. 탄탄한 육체를 자랑하던 젊은 페레와 달리 늙은 페레는 등이 굽은 모습에 얼굴이 몹시 수척해 보였다.<br/>나도 나이를 먹어서 늙으면 저렇게 변해버리는 것일까?</td></tr>",
335,299,<tr><td>구름 협곡에서 돌무더기가 쌓여 있는 장소를 발견했다.<br/>돌무더기 아래에 무언가 숨겨 있는 것처럼 보여서 뒤져봤더니 들소 가죽에 글귀가 적힌 쪽지가 발견됐다.<br/>쪽지에는 죽은 페레들이 남긴 글귀가 적혀 있었다. 죽은 페레의 유서였던 것이다.<br/>삶이란 참 허망한 것 같다...</td></tr>,
336,300,"<tr><td>황혼노을 부락에서 만난 늙은 페레 너트르가 로카 신의 권능을 얻는 방법을 알고 있다며, 내게 방법을 알려줬다.<br/>암흑갈기 오크 부락에 숨겨진 바람돌을 찾아보면 알 수 있을 것이다.<br/>암흑갈기 오크 부락은 하리하라 대륙에서 가장 큰 규모의 오크 부락인데, 과연 이곳을 어떻게 잠입해서 숨겨진 바람돌을 찾아야 할지 참 난감하다.</td></tr>",
337,301,"<tr><td>암흑갈기 오크 부락을 조심스럽게 탐색하다가 그만 붙잡히고 말았다.<br/>암흑갈기 오크들이 후각이 민감한 암흑갈기 늑대를 기르고 있을 줄이야...<br/>늙은 페레들이 붙잡힌 곳에 함께 붙잡혀 우리에 갇히고 말았다. <br/>반요를 하리하란으로 만들어주기로 약속했는데, 약속도 못 지키고 여기서 오크의 밥이 되고 마는 걸까...</td></tr>",
338,302,"<tr><td>강력한 무력을 가진 어떤 여행자의 도움으로 암흑갈기 오크 부락에서 탈출할 수 있었다.<br/>신의 권능을 준다는 바람돌에 대한 구체적인 정보를 얻기 위해 황혼노을 부락에 찾아갔다.<br/>우르골에게 가서 자세한 정보를 달라고 묻자, 우르골은 전에 내게 했던 말만을 되풀이했다.<br/>뭐지? 내가 이 늙은 페레에게 속은 것일까?</td></tr>",
339,303,"<tr><td>늙은 페레 너르트에게 나를 속인 것이냐고 화를 내고 있을 때, 너르트의 친구라는 늙은 페레 옹고타이가 다가와 나를 말렸다.<br/>너르트는 치매에 걸린 상태라는 것이었다. 그동안 내가 치매에 걸린 늙은이를 붙잡고 신의 권능을 찾기 위해 매달려 왔던 것이다.<br/>젠장!</td></tr>",
340,304,"<tr><td>로카 신의 권능을 얻기 위한 단서를 찾기 위해선 로카 신의 모태인 로칼로카 산맥을 올라가 봐야겠다는 생각이 들었다.<br/>높은 하늘을 뚫고 솟아오른 것처럼 높은 로칼로카 산맥의 정상에 누군가가 올라간 적이 있다는 말을 들은 적이 없다. 하지만 목숨을 걸고 등반한다면, 분명 정상을 밟을 수 있을 것이다.</td></tr>",
341,305,<tr><td>칼날처럼 날카로운 바람이 세차게 휘몰아친다.<br/>반쯤 얼어붙은 눈보라가 날카로운 바람과 함께 휘몰아쳐 피부를 찢어발길 듯이 온몸을 덮쳐온다. 바람에 노출되지 않기 위해 최대한 몸을 웅크린 채 끝이 보이지 않는 로칼로카 산의 정상을 향해 한 걸음 한 걸음 앞으로 나아간다. 차가운 공기에 폐가 얼어붙는 느낌이다.<br/>나는 과연 살아남을 수 있을까?</td></tr>,
342,306,"<tr><td>무겁게 느껴지는 공기 때문에 숨 쉬는 것이 버겁게 느껴진다. 거친 눈보라를 뚫고 정상에 가까워지자 더는 걸어서 올라갈 수 없는 수직에 가까운 높은 빙벽이 나타났다. 거대한 빙벽은 내게 선택을 강요한다.<br/>살아남기 위해 뒤돌아 하산할 것인가?<br/>아니면, 목숨을 걸고 빙벽을 오를 것인가?</td></tr>",
343,307,"<tr><td>단단한 빙벽을 향해 단검을 휘두른다. 단검이 빙벽에 부딪힐 때마다 손목에 찌릿한 충격이 찾아온다.<br/>당장에라도 손에 힘이 풀려 단검을 떨어뜨릴 것만 같지만, 이를 악물고 더욱 강하게 단검을 휘두른다.<br/>빙벽에 작은 구멍이 생기면, 그 구멍을 발판 삼아 한걸음 위로 올라간다. 그리고 다시 단단한 빙벽을 향해 단검을 휘둘러 발판을 만든다.</td></tr>",
344,308,"<tr><td>단검이 또 부러졌다. 높은 빙벽의 절반밖에 오르지 못했는데, 가지고 있던 단검이 부러지고 말았다.<br/>단검을 쥐던 손에서 흘러내린 피가 차가운 추위 때문에 얼어붙어 내 손을 붉게 물들이고 있다. 손에 감각이 느껴지지 않는다. 이틀 동안 단검으로 구멍을 파가며 빙벽을 오른 탓에 피로가 몰려온다.<br/>이대로 포기한 채 그만 쉬고 싶다. 여기까지가 한계인 것 같다.</td></tr>",
345,309,"<tr><td>모든 걸 포기한 채 빙벽에 매달린 상태로 잠들어 버리려 할 때, 오랜 시간 동안 잊고 있었던 미얀의 얼굴이 떠올랐다. 그녀의 몫까지 내가 살아야만 한다는 책임감이 느껴지면서 가슴 속에서 따스한 기운이 흘러나와 온몸에 퍼져 나갔다.<br/>침묵의 호수 바닥에서 느꼈던 그 신성한 기운이 몸 안에서 느껴졌다. 나는 다시 단단한 빙벽을 향해 단검을 휘둘렀다.</td></tr>",
346,310,<tr><td>로칼로카 산의 정상에 도착했다.<br/>하늘을 뚫고 솟아오른 높은 봉우리에서 하리하라 대륙의 모든 것이 내려다보였다. 바다 건너 누이아 대륙의 모습까지도 어렴풋이 보이는 듯했다.<br/>지금 이 순간 나는 세상의 그 어떤 존재 보다도 높은 곳에서 세상을 내려다보고 있다. </td></tr>,
347,311,<tr><td>로칼로카의 정상은 구름 아래의 땅보다도 별이 반짝이는 검은 우주와 더 가깝게 위치한 것처럼 느껴진다.<br/>멀리 노래의 땅 비파 항구에서 느릿느릿 움직이는 범선의 모습이 마치 작은 개미가 꿈틀거리는 것처럼 하찮게 느껴진다.<br/>이렇게 높은 곳에서 세상을 내려다보자 마치 나 자신이 신이라도 된 것처럼 구름 아래의 모든 것들이 하찮게 느껴진다.</td></tr>,
348,312,"<tr><td>로칼로카의 정상에서 구름 아래로 내려갔다.<br/>로칼로카의 정상에 서면 신의 권능을 찾을 수 있을 거로 생각했지만, 신이 된 듯한 기분을 잠시 느꼈을 뿐, 신의 권능은 얻지 못했다.<br/>신의 권능은 어디에 숨겨진 것일까?</td></tr>",
349,313,<tr><td>로칼로카의 정상에서 날틀을 타고 자유롭게 창공을 비행하며 지상으로 내려갔다. 로카의 장기말들에서 이니스테르의 카어 노르드까지 단숨에 도착했다.<br/>온종일 날틀에 매달린 탓에 팔과 어깨가 부들부들 떨릴 지경이었다.<br/>날틀을 타고 이렇게 먼 거리를 단번에 비행해본 건 아마 이 세상에서 내가 유일할 것이다.</td></tr>,
350,314,"<tr><td>신의 권능에 대한 단서를 찾기 위해 뒷소문을 얻기 쉬운 장소인 카어 노르드의 환락가를 찾아갔다.<br/>밤의 요정과 무대의 흑조들이 거리의 장미와 함께 관능적인 자태를 뽐내며 나를 유혹했다.<br/>만약 반요를 만나기 전이었다면 그녀들의 유혹에 넘어갔겠지만, 반요에 대한 간절한 마음 때문인지 그녀들의 유혹에 넘어가지 않았다.</td></tr>",
351,315,"<tr><td>여러 여자에게 접근해서 말을 섞으며 신의 권능에 대한 단서를 찾았다. 대부분은 신빙성이 없는 정보가 대부분이었지만, 밤의 요정 에일리로부터 매우 신빙성 있는 정보를 접하게 됐다.<br/>이니스테르의 소르켈 국왕이 원대륙에서 신의 권능을 얻을 수 있다는 소문을 듣고 원정대를 꾸리고 있다는 소문이었다.</td></tr>",
352,316,"<tr><td>정보의 진위를 알아보기 위해 여후작 메테 마릿에게 접근했다.<br/>후작 가의 하인으로 취직해서 계획적으로 그녀와 자주 마주치자 내게 관심을 두게 된 여후작 메테 마릿은 나를 자신의 전속 하인으로 임명했다.<br/> 
여성을 유혹하는 내 능력은 아직 녹슬지 않은 것 같다.</td></tr>",
353,317,"<tr><td>여후작은 자신의 집에서 살롱을 열고 귀부인들을 초청해 파티를 벌이곤 했다. 나는 귀부인들의 파티에서 오고 가는 이야기에 귀를 기울였다.<br/>대부분은 불륜이나 치정 같은 귀족가의 뒷이야기들이 주를 이루었지만, 가끔 국정에 관한 고급 정보들이 귀부인들의 입에서 흘러나오기도 했다.</td></tr>",
354,318,"<tr><td>석 달 동안 여후작 메테 마릿의 전속 하인 노릇을 한 끝에 마침내 내가 원하던 정보를 얻게 됐다.<br/> 신들의 고향이라는 원대륙에서 신의 권능을 찾기 위해 북방 이슈바라나 서방 이슈바라 뿐만 아니라, 누이아 대륙의 두 왕관과 초승달 왕좌에서도 원정대를 꾸리고 있다는 소식이었다.<br/>그 순간 나는 원대륙에 대한 소문이 진실이라고 확신하게 됐다.</td></tr>",
355,319,"<tr><td>여후작의 귀부인 살롱에서 얻은 정보를 토대로 원대륙으로 떠나는 원정대의 일꾼으로 취직했다.<br/>원대륙에는 신의 권능이 잠들어 있지만, 대신 목숨을 걸어야 할 만큼 매우 위험한 곳이라는 소문이 돌고 있다.<br/>일부 뱃사람들은 겁에 질려 일을 그만두기도 했지만, 나는 하루빨리 원정대가 원대륙으로 떠나가길 손꼽아 기다렸다.</td></tr>",
356,320,"<tr><td>드디어 내일 원대륙으로 떠나는 원정대의 범선이 카어 노르드를 떠난다. 내일을 위해 잠을 자려고 일찍 침대에 누웠지만 좀처럼 잠이 오지 않는다.<br/>알 수 없는 불안감에 몸이 떨리기도 했지만, 운명의 손길이 이끄는 대로 따라가다 보면, 반요를 다시 만나 사랑할 기회가 내게 찾아올 것이라는 확신이 들었다.<br/>떠나리라!<br/>운명의 손길이 나를 인도하는 대로!</td></tr>",
