id,plot_id,position,name,source_update_method_id,target_update_method_id,target_update_method_param1,target_update_method_param2,target_update_method_param3,tickets,target_update_method_param4,target_update_method_param5,target_update_method_param6,target_update_method_param7,aoe_diminishing,target_update_method_param8,target_update_method_param9
2847,357,6,소스 대상 지정,1,2,0,0,0,30,0,0,0,0,f,0,0
2848,357,7,위치,3,5,1900,0,45000,1,0,0,50000,0,f,4,127
2849,354,7,점멸 이동,3,7,1901,0,3000,1,5000,0,0,0,f,127,0
2850,259,15,넘어짐 면역 데미지,3,4,0,0,0,1,0,0,0,0,f,0,0
2851,259,16,밀리지 않음 데미지,3,4,0,0,0,1,0,0,0,0,f,0,0
2852,259,17,넘어짐 면역 밀리지 않음 데미지,3,4,0,0,0,1,0,0,0,0,f,0,0
2867,360,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
2868,360,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
2869,360,3,런치,3,4,0,0,0,1,0,0,0,0,f,0,0
2870,360,5,두다드 소환,3,4,0,0,0,1,0,0,0,0,f,0,0
2871,360,6,NPC 소환,3,4,0,0,0,1,0,0,0,0,f,0,0
2872,360,4,두다드 위치 변화,3,5,1902,0,1500,1,0,0,5000,0,f,4,127
2875,354,8,자신 이동,1,2,5000,0,2000,1,100000,0,0,0,f,0,0
2876,133,12,런치 : 한손 2단,3,4,0,0,0,1,0,0,0,0,f,0,0
2877,133,13,런치 : 한손 3단,3,4,0,0,0,1,0,0,0,0,f,0,0
2878,133,14,런치 : 양손 2단,3,4,0,0,0,1,0,0,0,0,f,0,0
2879,133,15,런치 : 양손 3단,3,4,0,0,0,1,0,0,0,0,f,0,0
2880,266,9,기본 사항,3,4,0,0,0,1,0,0,0,0,f,0,0
2881,266,10,런치 : 19 ~ 36,3,4,0,0,0,1,0,0,0,0,f,0,0
2882,266,11,런치 : 37 ~ 50,3,4,0,0,0,1,0,0,0,0,f,0,0
2883,313,5,기본 사항,3,4,0,0,0,1,0,0,0,0,f,0,0
2884,279,10,기본 사항,3,4,0,0,0,1,0,0,0,0,f,0,0
2886,279,11,시전 : 2단,3,4,0,0,0,1,0,0,0,0,f,0,0
2887,279,12,시전 : 3단,3,4,0,0,0,1,0,0,0,0,f,0,0
2888,361,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
2889,361,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
2890,361,3,런치,3,5,1903,0,0,1,0,10000,0,0,f,4,127
2891,361,4,1. 소스 대상 지정,1,2,0,0,0,20,0,0,0,0,f,0,0
2894,361,5,1. 임의 위치,3,7,1904,0,10000,1,5000,0,0,4,f,127,0
2895,361,6,1. 데미지,3,5,1905,30,0,1,0,0,0,0,f,4,127
2897,362,1,launch,3,5,1906,0,10000,1,0,10000,0,0,f,4,127
2898,362,2,explosion,4,5,1907,0,1000,1,0,-10000,0,0,f,4,127
2899,363,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
2900,363,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
2901,363,3,런치,3,5,1908,0,31000,1,0,0,8000,0,f,4,127
2902,363,5,소스 대상 지정,1,2,0,0,0,1,0,0,0,0,f,0,0
2903,363,7,반복 앞으로 이동,4,5,1909,10,2000,15,0,0,3000,1,t,4,127
2904,363,9,효과 지역 소환,3,4,0,0,0,1,0,0,0,0,f,0,0
2905,208,3,도망 뒤 혼란,3,4,0,0,0,1,0,0,0,0,f,0,0
2906,363,4,기본 사항,3,4,0,0,0,1,0,0,0,0,f,0,0
2907,364,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
2908,364,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
2909,364,3,런치,3,4,0,0,0,1,0,0,0,0,f,0,0
2910,364,4,떠오르기,3,4,0,0,0,1,0,0,0,0,f,0,0
2915,361,7,구름 소환,4,5,1910,0,0,1,0,-5000,0,0,f,4,127
2919,363,6,조금 앞으로,3,5,1911,0,1000,1,0,0,3000,0,f,4,127
2920,55,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
2921,55,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
2922,55,3,hit start,3,5,1912,0,0,1,120,0,0,0,f,4,127
2923,55,4,hit roof,3,5,1913,0,0,6,-60,0,0,0,f,4,127
2924,55,5,contact,3,5,1914,0,6500,6,0,0,0,0,f,4,127
2925,55,6,area roof,3,5,1915,0,0,6,1800,0,3000,0,f,4,127
2926,55,7,damage,3,5,1916,20,0,6,0,0,3000,1,f,4,127
2927,15,10,투사체2,4,5,1917,0,-2500,1,0,0,5000,0,f,4,127
2928,15,11,투사체3,4,5,1918,0,2500,1,90,0,5000,0,f,4,127
2929,15,12,투사체4,4,5,1919,0,2500,1,-90,0,5000,0,f,4,127
2931,15,13,투사체0,4,4,0,0,2500,1,-90,0,5000,0,f,0,0
2932,367,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
2933,367,2,shoot 1st Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2934,367,5,hit contact 1st Lv,1,2,0,0,0,1,0,0,0,0,f,0,0
2935,367,8,area contact,3,5,1920,0,0,1,0,0,3000,0,f,4,127
2938,367,13,main damage,3,5,1921,10,0,1,0,0,0,0,f,4,127
2940,367,11,random area contact,3,7,1922,0,3000,2,3000,0,0,4,f,127,0
2941,367,3,shoot 2nd Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2942,367,4,shoot 3rd Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2944,367,6,hit contact 2nd Lv,1,2,0,0,0,1,0,0,0,0,f,0,0
2945,367,7,hit contact 3rd Lv,1,2,0,0,0,1,0,0,0,0,f,0,0
2946,368,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
2947,368,2,shoot 1st Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2948,368,3,shoot 2nd Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2949,368,4,shoot 3rd Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2953,368,10,center area contact roof,3,5,1923,10,2000,9,0,0,5000,0,f,4,127
2954,368,20,main damage,4,5,1924,10,0,10,0,0,0,0,f,4,127
2956,368,5,center area effect contact,3,5,1925,0,15000,1,0,0,5000,0,f,4,127
2957,368,6,center area effect hit,4,5,1926,0,0,1,0,1500,0,0,f,4,127
2960,368,7,left area contact,3,5,1927,0,3000,1,40,0,5000,0,f,4,127
2961,368,8,left area line,4,5,1928,0,13000,1,-40,0,5000,0,f,4,127
2962,368,9,left area hit,3,5,1929,0,0,1,0,1500,0,0,f,4,127
2963,368,13,left area roof,3,5,1930,10,1600,9,0,0,5000,0,f,4,127
2964,368,12,left area roof start,3,5,1931,0,0,1,-40,0,0,0,f,4,127
2965,368,14,right area contact,3,5,1932,0,3000,1,-40,0,5000,0,f,4,127
2966,368,15,right area line,4,5,1933,0,13000,1,40,0,5000,0,f,4,127
2967,368,16,right area hit,3,5,1934,0,0,1,0,1500,0,0,f,4,127
2968,368,17,right area roof start,3,5,1935,0,0,1,40,0,0,0,f,4,127
2969,368,18,right area roof,3,5,1936,10,1600,9,0,0,5000,0,f,4,127
2970,367,10,back area contact,3,5,1937,0,2000,2,0,0,0,0,f,4,127
2971,266,12,정신파괴 방패 치기 기절 ,3,4,0,0,0,1,0,0,0,0,f,0,0
2972,369,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
2973,369,2,shoot 1st Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2974,369,3,shoot 2nd Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2975,369,4,shoot 3rd Lv,3,4,0,0,0,1,0,0,0,0,f,0,0
2976,369,5,hit contact 1st Lv,1,2,0,0,0,1,0,0,0,0,f,0,0
2977,369,6,hit contact 2nd Lv,1,2,0,0,0,1,0,0,0,0,f,0,0
2978,369,7,hit contact 3rd Lv,1,2,0,0,0,1,0,0,0,0,f,0,0
2979,369,8,area contact,3,5,1938,0,0,1,0,0,5000,0,f,4,127
2980,369,10,first random area contact,3,7,1939,0,3000,2,5000,0,0,4,f,127,0
2981,369,13,main damage,3,5,1940,10,0,1,0,0,0,0,f,4,127
2982,369,11,second random area contact,3,7,1941,0,3000,2,5000,0,0,4,f,127,0
2983,259,18,명중 검사,3,4,0,0,0,1,0,0,0,0,f,0,0
2984,367,14,sub damage,3,5,1942,10,0,1,0,0,0,0,f,4,127
2985,370,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
2987,368,21,sub damage,4,5,1943,10,0,18,0,0,0,0,f,4,127
2988,370,2,은신 검사,3,4,0,0,0,1,0,0,0,0,f,0,0
2990,370,9,살기 데미지,3,4,0,0,0,1,0,0,0,0,f,0,0
2991,369,14,sub damage,3,5,1944,10,0,1,0,0,0,0,f,4,127
2992,370,3,은신 없음 : 한손,3,4,0,0,0,1,0,0,0,0,f,0,0
2993,371,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
2994,371,2,런치,3,4,0,0,0,1,0,0,0,0,f,0,0
2995,371,3,기본 위치,3,5,1945,0,1500,1,0,0,3000,0,f,4,127
2996,371,4,1/2 각도,3,5,1946,0,0,1,-90,0,0,0,f,4,127
2997,371,5,1/2 반복 이동,3,5,1947,20,1000,6,0,0,3000,0,f,4,127
2998,371,6,2/2 각도,3,5,1948,0,0,1,90,0,0,0,f,4,127
2999,371,7,2/2 반복 이동,3,5,1949,20,1000,6,0,0,3000,0,f,4,127
3000,371,8,두다드 소환,3,4,0,0,0,13,0,0,0,0,f,0,0
3001,371,9,sound,3,4,0,0,0,1,0,0,0,0,f,0,0
3002,370,10,배후 (한손 : 기절 대상 45%추가) - 사용 안함,3,4,0,0,0,1,0,0,0,0,f,0,0
3003,58,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3004,58,2,first shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3005,58,3,first hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3006,58,4,first area contact,3,5,1950,0,7000,1,0,0,5000,0,f,4,127
3007,58,5,second shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3008,58,6,second hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3009,58,7,second area contact,3,5,1951,0,7000,1,0,0,5000,0,f,4,127
3010,58,8,damage,3,5,1952,10,0,1,0,0,5000,0,f,4,127
3011,370,4,은신 없음 : 양손,3,4,0,0,0,1,0,0,0,0,f,0,0
3012,370,5,은신 있음 : 한손,3,4,0,0,0,1,0,0,0,0,f,0,0
3013,370,6,은신 있음 : 양손,3,4,0,0,0,1,0,0,0,0,f,0,0
3014,370,8,기본 사항,3,4,0,0,0,1,0,0,0,0,f,0,0
3015,370,11,명중검사,3,4,0,0,0,1,0,0,0,0,f,0,0
3016,370,12,추가 효과,3,4,0,0,0,1,0,0,0,0,f,0,0
3017,370,13,기절 -> 넘어짐 ,3,4,0,0,0,1,0,0,0,0,f,0,0
3018,370,14,은신 재사용 시간 초기화,3,4,0,0,0,1,0,0,0,0,f,0,0
3020,372,1,발사,3,4,12000,1,2000,1,0,0,0,0,f,0,0
3021,372,2,알 소환,3,7,1953,0,5000,1,0,0,1,4,f,127,0
3022,372,3,npc 소환,3,5,1954,10,0,1,0,0,0,1,f,4,127
3023,68,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3024,68,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3025,68,7,damage,3,5,1955,20,0,1,0,0,5000,0,f,4,127
3029,68,3,hit start,3,5,1956,0,0,1,240,0,0,0,f,4,127
3030,68,4,hit roof,3,5,1957,0,0,6,60,0,0,0,f,4,127
3031,68,5,contact,3,5,1958,0,30000,6,0,0,0,0,f,4,127
3033,68,6,contact height,3,5,1959,0,0,1,0,20000,0,0,f,4,127
3034,66,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3035,66,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3036,66,3,damage,3,5,1960,20,0,1,0,0,10000,0,f,4,127
3037,82,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3038,82,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3039,82,3,right contact,3,5,1961,0,0,1,300,0,0,0,f,4,127
3040,82,4,right area contact,3,5,1962,0,37000,1,0,0,5000,0,f,4,127
3041,82,5,right area height,3,5,1963,0,0,1,0,15000,0,0,f,4,127
3042,82,6,left contact,3,5,1964,0,0,1,60,0,0,0,f,4,127
3043,82,7,left area contact,3,5,1965,0,37000,1,0,0,5000,0,f,4,127
3044,82,8,left area height,3,5,1966,0,0,1,0,15000,0,0,f,4,127
3045,82,9,damage,3,5,1967,20,0,1,0,0,3000,0,f,4,127
3046,83,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3047,83,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3048,83,3,contact,3,5,1968,0,0,1,0,0,5000,0,f,4,127
3049,83,4,height contact,3,5,1969,0,0,1,0,15000,0,0,f,4,127
3052,83,5,first damage,3,5,1970,30,0,1,0,0,5000,0,f,4,127
3053,83,6,second damage,3,5,1971,30,0,1,0,0,5000,0,f,4,127
3054,81,2,shoot 1,3,4,0,0,0,1,0,0,0,0,f,0,0
3055,81,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3056,81,4,left contact,3,5,1972,0,0,1,60,0,0,0,f,4,127
3057,81,5,right contact,3,5,1973,0,0,1,300,0,0,0,f,4,127
3060,81,6,side area contact,3,5,1974,0,35000,2,0,0,5000,0,f,4,127
3061,81,7,side area height,3,5,1975,0,0,2,0,5000,0,0,f,4,127
3066,81,3,hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3067,81,8,side damage,3,5,1976,30,0,2,0,0,5000,0,f,4,127
3071,373,4,마물 소환1,3,4,0,0,0,1,0,0,0,0,f,0,0
3072,373,5,마물 소환2,3,4,0,0,0,1,0,0,0,0,f,0,0
3073,373,6,마물 소환3,3,4,0,0,0,1,0,0,0,0,f,0,0
3074,373,7,마물 소환4,3,4,0,0,0,1,0,0,0,0,f,0,0
3075,373,8,마물 소환5,3,4,0,0,0,1,0,0,0,0,f,0,0
3076,373,9,마물 소환6,3,4,0,0,0,1,0,0,0,0,f,0,0
3077,373,10,마물 소환7,3,4,0,0,0,1,0,0,0,0,f,0,0
3087,375,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3088,375,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3089,375,3,hit start,3,5,1978,0,0,1,0,0,0,0,f,4,127
3090,375,4,hit roof,3,5,1979,0,0,6,60,0,0,0,f,4,127
3091,375,5,roof contact,3,5,1980,0,10000,6,0,0,5000,0,f,4,127
3092,375,6,area roof,3,5,1981,0,2000,6,0,0,5000,0,f,4,127
3093,375,7,front hit contact,3,5,1982,0,0,1,0,0,0,0,f,4,127
3094,375,8,front hit area,3,5,1983,0,12000,1,0,0,5000,0,f,4,127
3095,375,10,damage,3,5,1984,20,0,7,0,0,5000,0,f,4,127
3096,375,11,front damage,3,5,1985,20,0,1,0,0,5000,0,f,4,127
3097,373,1,시전,1,2,0,0,0,1,0,0,0,0,f,0,0
3098,375,9,middle contact,3,5,1986,0,0,1,0,0,5000,0,f,4,127
3099,373,2,시작,3,5,1987,10,2000,1,0,0,0,0,f,4,127
3100,24,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3101,24,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3102,24,3,area contact,3,5,1988,0,4000,3,0,0,5000,0,f,4,127
3103,24,4,damage,3,5,1989,20,0,3,0,0,5000,1,f,4,127
3106,25,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3109,376,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3110,376,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
3112,376,3,런치 : 현악기,3,4,0,0,0,1,0,0,0,0,f,0,0
3113,376,4,기본 사항,3,4,0,0,0,1,0,0,0,0,f,0,0
3114,25,3,hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3115,376,5,효과,3,4,0,0,0,1,0,0,0,0,f,0,0
3116,376,6,매혹 해지,3,4,0,0,0,1,0,0,0,0,f,0,0
3117,376,7,소스 대상 지정,3,4,0,0,0,1,0,0,0,0,f,0,0
3118,376,8,대상 지정 : 2,4,6,1993,1,4,1,127,0,0,0,f,0,0
3119,376,9,매혹,3,4,0,0,0,1,0,0,0,0,f,0,0
3120,376,10,대상 지정 : 3,4,6,1994,1,4,1,127,0,0,0,f,0,0
3121,376,11,대상 지정 : 4,4,6,1995,1,4,1,127,0,0,0,f,0,0
3122,376,12,대상 지정 : 5,4,6,1996,1,4,1,127,0,0,0,f,0,0
3123,376,13,런치 : 관악기,3,4,0,0,0,1,0,0,0,0,f,0,0
3124,377,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3125,377,2,first shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3126,377,3,first hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3127,377,4,first area contact,3,5,1997,0,7000,1,0,0,5000,0,f,4,127
3128,377,5,second shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3129,377,6,second hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3130,377,7,second area contact,3,5,1998,0,7000,1,0,0,5000,0,f,4,127
3131,377,8,damage,3,5,1999,20,0,1,0,0,5000,0,f,4,127
3132,377,9,damage effect,3,4,5000,20,0,1,0,0,5000,0,f,0,0
3133,378,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3134,378,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3135,378,3,hit contact,3,5,2000,0,0,1,0,0,0,0,f,4,127
3136,378,5,area contact,3,5,2001,0,7000,4,0,0,5000,0,f,4,127
3137,378,4,area roof,3,5,2002,0,0,3,-60,0,5000,0,f,4,127
3138,378,6,damage,3,5,2003,20,0,1,0,0,5000,1,f,4,127
3139,378,7,damage effect,3,4,5000,20,0,1,0,0,5000,0,f,0,0
3149,380,1,01,1,5,2004,5,1500,1,0,0,5000,1,f,4,127
3150,380,2,02,3,5,2005,5,1500,1,0,0,5000,1,f,4,127
3151,380,3,03,3,5,2006,5,1500,1,0,0,5000,1,f,4,127
3152,380,4,04,3,5,2007,5,1500,1,0,0,5000,1,f,4,127
3153,380,5,05,3,5,2008,5,1500,1,0,0,5000,1,f,4,127
3154,380,6,06,3,5,2009,5,1500,1,0,0,5000,1,f,4,127
3155,380,7,07,3,5,2010,5,1500,1,0,0,5000,1,f,4,127
3156,381,1,target / source setting,1,2,5000,100,8000,1,0,0,0,1,f,0,0
3157,382,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3158,382,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3160,382,3,first hit contact,3,5,2011,0,0,1,0,0,0,0,f,4,127
3161,382,4,first area contact,3,5,2012,100,0,1,0,0,5000,0,f,4,127
3162,382,6,area root effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3163,382,7,second hit contact,3,5,2013,0,0,1,0,0,0,0,f,4,127
3164,382,8,second area contact,3,5,2014,100,0,1,0,0,5000,0,f,4,127
3165,382,9,2nd damage,3,4,0,0,0,1,0,0,0,0,f,0,0
3166,382,10,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3167,383,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3168,383,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
3169,383,3,런치,3,4,0,0,0,1,0,0,0,0,f,0,0
3170,383,4,채널링 종료,3,4,0,0,0,1,0,0,0,0,f,0,0
3171,383,6,소스 대화 1,3,4,0,0,0,1,0,0,0,0,f,0,0
3172,383,5,대상 대화 1,3,4,0,0,0,1,0,0,0,0,f,0,0
3173,383,7,대상 대화 2,3,4,0,0,0,1,0,0,0,0,f,0,0
3176,383,8,어그로,3,4,0,0,0,1,0,0,0,0,f,0,0
3178,384,1,소스 대상 지정,1,1,0,0,0,5,0,0,0,0,f,0,0
3179,384,2,데미지,3,5,2015,50,0,5,0,0,0,0,f,4,127
3180,386,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3181,386,2,shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3182,386,3,hit contact,3,5,2016,0,0,1,0,0,0,0,f,4,127
3183,386,4,area roof,3,5,2017,0,0,3,60,0,5000,0,f,4,127
3184,386,5,area contact,3,5,2018,0,7000,4,0,0,5000,0,f,4,127
3185,386,6,damage,3,5,2019,20,0,1,0,0,5000,1,f,4,127
3186,386,7,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3187,55,8,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3188,58,9,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3189,24,5,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3190,375,12,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3192,86,13,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3193,381,2,cast,3,4,0,0,0,1,0,0,0,0,f,0,0
3194,381,3,launch,3,4,3000,100,8000,1,0,0,5000,1,f,0,0
3195,387,1,target / source setting,1,2,0,0,0,1,0,0,0,0,f,0,0
3196,387,2,cast,3,4,0,0,0,1,0,0,0,0,f,0,0
3197,387,3,launch,3,4,3000,100,8000,1,0,0,5000,1,f,0,0
3198,381,4,hit1,1,5,2020,100,8000,1,0,0,3000,1,f,4,127
3199,381,5,hit2,1,5,2021,100,5000,1,25,0,3000,1,f,4,127
3200,387,4,hit1,1,5,2022,100,8000,1,0,0,3000,1,f,4,127
3201,387,5,hit2,1,5,2023,100,5000,1,335,0,3000,1,f,4,127
3202,388,1,target / source setting,1,2,0,0,0,1,0,0,0,0,f,0,0
3203,388,2,cast,3,4,0,0,0,1,0,0,0,0,f,0,0
3204,388,3,launch,3,4,0,0,0,1,0,0,0,0,f,0,0
3205,388,4,hit1,1,5,2024,100,10000,1,0,0,3000,1,f,4,127
3209,389,1,위치 지정,3,5,2025,0,2000,1,0,0,5000,0,f,4,127
3210,389,2,두다드 스폰,3,4,0,0,0,1,0,0,0,0,f,0,0
3211,390,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3212,390,2,소환,3,4,0,0,0,1,0,0,0,0,f,0,0
3213,391,1,아기 타레 위치 지정,1,5,2026,0,1000,1,0,0,0,0,f,4,127
3214,391,2,아기 타레 스폰,3,4,0,0,0,1,0,0,0,0,f,0,0
3215,391,3,아기 릴리엇말 위치 지정,1,5,2027,0,1000,1,-90,0,5000,0,f,4,127
3216,391,4,아기 릴리엇말 스폰,3,4,0,0,0,1,0,0,0,0,f,0,0
3217,391,5,아기 엘크 위치 지정,1,5,2028,0,2000,1,180,0,0,0,f,4,127
3218,391,6,아기 엘크 스폰,3,4,0,0,0,1,0,0,0,0,f,0,0
3219,391,7,아기 눈사자 위치 지정,1,5,2029,0,3000,1,180,0,5000,0,f,4,127
3220,391,8,아기 눈사자 스폰,3,4,0,0,0,1,0,0,0,0,f,0,0
3221,388,5,hit2,1,5,2030,100,2500,1,0,0,3000,1,f,4,127
3222,388,6,hit3,1,5,2031,100,8000,1,15,0,3000,1,f,4,127
3223,388,7,hit4,1,5,2032,100,8000,1,345,0,3000,1,f,4,127
3232,392,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3233,392,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
3234,392,3,런치,3,4,0,0,0,1,0,0,0,0,f,0,0
3235,392,4,두다드 위치 변화,3,5,2033,0,1500,1,0,0,5000,0,f,4,127
3236,392,5,두다드 소환,3,4,0,0,0,1,0,0,0,0,f,0,0
3237,56,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3238,56,2,first shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3239,56,3,first hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3240,56,4,first area contact,3,5,2034,0,8000,1,0,0,5000,0,f,4,127
3241,56,5,second shoot,3,4,0,0,0,1,0,0,0,0,f,0,0
3242,56,6,second hit contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3243,56,7,second area contact,3,5,2035,0,8000,1,0,0,5000,0,f,4,127
3244,56,8,damage,3,5,2036,20,0,1,0,0,5000,0,f,4,127
3245,56,9,damage effect,3,4,0,0,0,1,0,0,0,0,f,0,0
3246,388,9,gimmick_spawn1,1,4,50000,1,4,3,0,0,0,0,f,0,0
3247,388,8,gimmick_target,3,6,2037,1,4,3,127,0,0,0,f,0,0
3248,393,1,start,3,4,0,0,0,1,0,0,0,0,f,0,0
3249,393,2,source contact,1,2,0,0,0,1,0,0,0,0,f,0,0
3250,393,3,real source contact,3,6,2038,0,4,1,127,0,0,0,f,0,0
3251,393,4,summon source contact,4,7,2039,0,2000,1,5000,0,0,4,f,127,0
3252,393,5,summon doodad,3,4,0,0,0,1,0,0,0,0,f,0,0
3254,394,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3256,395,1,던지기,3,4,0,0,0,1,0,0,0,0,f,0,0
3257,395,2,터짐,3,5,2040,0,3000,1,0,4500,0,0,f,4,127
3258,396,2,launch1,3,4,0,0,0,1,0,0,0,0,f,0,0
3259,396,4,launch2,3,4,0,0,0,1,0,0,0,0,f,0,0
3260,396,6,launch3,3,4,0,0,0,1,0,0,0,0,f,0,0
3261,396,3,hit1,3,5,2041,100,0,1,0,0,0,0,f,4,127
3262,396,5,hit2,3,5,2042,100,0,1,0,0,0,0,f,4,127
3263,396,7,hit3,3,5,2043,100,0,1,0,0,0,0,f,4,127
3264,396,1,target / source setting,1,2,0,0,0,1,0,0,0,0,f,0,0
3265,397,1,시작,1,1,30000,0,4,1,0,0,0,0,f,0,0
3266,397,3,발사,3,5,2044,0,0,1,0,0,5000,0,f,4,127
3267,398,1,start,1,2,0,0,0,1,0,0,0,0,f,0,0
3269,399,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3270,399,2,두다드 소환1,3,5,2045,20,3000,1,0,0,0,0,f,4,127
3271,400,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3272,400,2,두다드 소환1,1,5,2046,20,2000,1,0,0,0,0,f,4,127
3279,402,6,hit1,3,4,0,0,0,18,0,0,0,0,f,0,0
3284,400,3,두다드 소환2,1,5,2047,20,2000,1,45,0,0,0,f,4,127
3285,400,4,두다드 소환3,1,5,2048,10,2000,1,-45,0,0,0,f,4,127
3286,400,5,두다드 소환3-1,3,5,2049,10,4000,1,0,0,0,0,f,4,127
3287,400,6,두다드 소환1-1,3,5,2050,10,4000,1,0,0,0,0,f,4,127
3288,402,5,projetile1,3,4,0,0,0,18,0,0,0,0,f,0,0
3295,363,10,옆 바람,4,5,2051,0,4125,7,0,0,8000,0,f,4,127
3297,402,4,sub target launch,1,6,2052,0,4,6,127,0,0,1,f,0,0
3299,400,7,두다드 소환2-1,3,5,2053,10,4000,1,0,0,0,0,f,4,127
3300,400,8,두다드 소환(랜덤),1,7,2054,10,5000,5,0,0,0,4,f,127,0
3304,402,2,anim_r,1,2,0,0,0,3,0,0,0,0,f,0,0
3307,405,1,시작,1,2,0,0,0,1,0,0,0,0,f,0,0
3308,405,3,두다드 소환,3,5,2055,0,0,1,0,0,5000,0,f,4,127
3309,402,3,anim_l,1,2,0,0,0,3,0,0,0,0,f,0,0
3310,406,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
3311,406,2,두다드 소환1,1,5,2056,20,2000,1,0,0,0,0,f,4,127
3312,406,3,두다드 소환2,1,5,2057,20,3000,1,45,0,0,0,f,4,127
3313,406,4,두다드 소환3,1,5,2058,20,3000,1,-45,0,0,0,f,4,127
3315,406,5,두다드 소환4,1,5,2059,20,5000,1,-45,0,0,0,f,4,127
