id,item_id,count,grade_id,show_action_bar,cleanup,drop_when_destroy,destroy_when_drop
1423,17101,1,0,t,t,t,t
1424,17252,1,0,f,t,t,t
1426,17162,1,0,t,t,t,t
1427,17244,1,0,f,t,t,t
1428,8493,5,0,f,t,t,t
1430,17472,1,0,f,t,t,t
1431,17246,1,0,f,t,t,t
1432,17246,1,0,f,t,t,t
1434,17249,1,0,f,t,t,t
1439,17254,1,0,f,t,t,t
1442,24435,1,0,f,t,t,t
1443,24435,1,0,f,t,t,t
1447,17470,1,0,t,t,t,t
1462,17185,1,3,f,t,t,t
1463,17584,1,0,f,t,t,t
1465,5058,1,0,t,t,t,t
1468,17593,1,0,t,t,t,t
1469,17594,1,0,t,t,t,t
1470,17596,1,0,f,t,t,t
1474,5008,1,0,f,t,t,t
1475,5001,1,0,t,t,t,t
1480,17598,1,0,f,t,t,t
1487,14087,1,0,t,t,t,t
1488,17609,1,0,t,t,t,t
1490,17616,1,0,f,t,t,t
1492,17628,1,0,t,t,t,t
1493,17544,3,0,t,t,t,t
1494,17629,1,0,f,t,t,t
1495,14517,1,0,f,t,t,t
1496,17105,1,3,f,t,t,t
1497,17154,1,3,f,t,t,t
1498,17633,1,0,t,t,t,t
1499,17200,1,3,f,t,t,t
1500,16425,1,0,t,t,t,t
1501,17646,1,0,f,t,t,t
1503,17650,1,0,t,t,t,t
1504,17651,1,0,f,t,t,t
1505,17652,3,0,t,t,t,t
1506,17643,1,0,t,t,t,t
1507,17638,1,0,t,t,t,t
1508,17634,1,0,t,t,t,t
1509,17635,1,0,t,t,t,t
1518,17659,1,0,t,t,t,t
1551,17661,1,0,t,t,t,t
1559,14026,1,0,t,t,t,t
1560,17672,1,0,t,t,t,t
1561,17682,1,0,t,t,t,t
1562,17690,1,0,t,t,t,t
1563,17691,1,0,t,t,t,t
1564,17644,1,0,f,t,t,t
1568,17696,1,0,f,t,t,t
1570,16310,1,0,f,t,t,t
1575,14759,1,0,t,t,t,t
1582,16578,1,0,t,t,t,t
1583,8516,3,0,f,t,t,t
1584,15580,3,0,t,t,t,t
1587,14718,1,0,f,t,t,t
1588,14695,1,0,f,t,t,t
1592,8519,1,0,t,t,t,t
1595,8518,1,0,f,t,t,t
1596,17802,1,0,t,t,t,t
1599,13949,1,0,f,t,t,t
1601,17812,1,0,t,t,t,t
1602,17814,1,0,f,t,t,t
1605,17824,1,0,f,t,t,t
1606,17825,1,0,f,t,t,t
1607,17826,1,0,f,t,t,t
1608,17827,1,0,f,t,t,t
1609,17825,1,0,f,t,t,t
1610,17826,1,0,f,t,t,t
1611,17861,1,0,f,t,t,t
1612,17861,1,0,f,t,t,t
1613,17827,1,0,f,t,t,t
1615,17890,1,0,f,t,t,t
1616,17891,1,0,f,t,t,t
1617,14717,1,0,t,t,t,t
1618,14757,1,0,t,t,t,t
1619,14767,1,0,t,t,t,t
1620,8515,1,0,t,t,t,t
1621,8515,2,0,t,t,t,t
1623,8516,2,0,t,t,t,t
1631,17312,1,0,t,t,t,t
1632,17317,1,0,t,t,t,t
1634,17321,1,0,t,t,t,t
1636,15580,1,0,t,t,t,t
1637,17325,1,0,t,t,t,t
1641,8516,1,0,t,t,t,t
1642,17330,1,0,t,t,t,t
1643,17334,1,0,t,t,t,t
1644,17339,1,0,t,t,t,t
1645,17344,1,0,t,t,t,t
1646,17350,1,0,t,t,t,t
1649,17383,1,0,t,t,t,t
1652,17387,1,0,t,t,t,t
1653,17391,1,0,t,t,t,t
1654,17395,1,0,t,t,t,t
1656,17399,1,0,t,t,t,t
1657,15580,1,0,t,t,t,t
1658,17426,1,0,t,t,t,t
1659,17432,1,0,t,t,t,t
1660,17437,1,0,t,t,t,t
1662,17444,1,0,t,t,t,t
1663,17448,1,0,t,t,t,t
1664,17452,1,0,t,t,t,t
1668,17540,1,0,t,t,t,t
1670,17644,1,0,t,t,t,t
1681,8522,3,0,t,t,t,t
1687,17965,1,0,f,t,t,t
1688,18000,1,0,f,t,t,t
1689,18058,1,0,f,t,t,t
1691,17802,1,0,t,t,t,t
1692,18132,1,0,f,t,t,t
1715,18152,1,0,f,t,t,t
1716,18161,1,0,f,t,t,t
1717,18148,1,0,f,t,t,t
1718,17698,2,0,t,t,t,t
1719,17698,2,0,t,t,t,t
1720,23598,1,0,t,t,t,t
1721,18165,1,0,t,t,t,t
1722,5263,1,0,t,t,t,t
1723,16295,1,0,t,t,t,t
1725,18167,1,0,f,t,t,t
1726,18169,1,0,f,t,t,t
1727,4028,1,0,t,t,t,t
1731,5206,1,0,t,t,t,t
1736,8055,1,0,f,t,t,t
1737,18428,1,0,t,t,t,t
1738,8055,1,0,f,t,t,t
1743,8055,1,0,f,t,t,t
1744,8055,1,0,f,t,t,t
1748,8055,1,0,f,t,t,t
1749,8521,2,0,f,t,t,t
1753,8524,2,0,f,t,t,t
1784,8055,1,0,f,t,t,t
1785,8017,10,0,f,t,t,t
1786,8017,10,0,f,t,t,t
1787,8521,2,0,f,t,t,t
1788,8522,2,0,f,t,t,t
1789,8524,2,0,f,t,t,t
1791,15974,5,0,f,t,t,t
1792,15974,5,0,f,t,t,t
1793,21602,1,0,f,t,t,t
1794,18455,1,0,f,t,t,t
1795,8518,2,0,f,t,t,t
1796,8518,2,0,f,t,t,t
1797,8522,2,0,f,t,t,t
1798,8519,2,0,f,t,t,t
1799,8519,2,0,f,t,t,t
1800,8525,2,0,f,t,t,t
1801,8525,2,0,f,t,t,t
1802,15566,1,0,f,t,t,t
1803,15566,1,0,f,t,t,t
1804,18478,1,0,t,t,t,t
1807,17262,1,0,f,t,f,t
1808,14007,1,0,t,t,t,t
1809,14006,1,0,t,t,t,t
1812,24543,1,0,f,t,t,t
1813,17327,3,0,f,t,t,t
1814,18605,1,0,f,t,t,t
1815,18632,1,0,f,t,t,t
1821,17611,1,0,f,t,t,t
1822,18638,1,0,t,t,t,t
1823,18599,1,0,f,t,t,t
1824,24559,1,0,f,t,t,t
1825,18634,1,0,f,t,t,t
1826,18645,5,0,t,t,t,t
1827,18646,1,0,t,t,t,t
1828,18650,1,0,t,t,t,t
1829,24558,1,0,t,t,t,t
1830,18655,1,0,t,t,t,t
1831,18656,1,0,f,t,t,t
1832,18659,1,0,t,t,t,t
1833,18670,1,0,t,t,t,t
1834,18671,1,0,t,t,t,t
1835,18672,1,0,t,t,t,t
1836,17346,1,0,f,t,t,t
1837,18676,1,0,f,t,t,t
1838,18673,1,0,t,t,t,t
1839,17270,1,0,f,t,t,t
1840,18689,1,0,t,t,t,t
1841,18691,1,0,t,t,t,t
1843,18703,5,0,t,t,t,t
1844,14696,1,0,t,t,t,t
1845,18720,3,0,t,t,t,t
1846,18723,1,0,f,t,t,t
1847,18729,1,0,t,t,t,t
1848,18730,1,0,t,t,t,t
1849,24599,1,0,f,t,t,t
1850,18734,1,0,t,t,t,t
1851,18735,1,0,t,t,t,t
1852,24600,1,0,f,t,t,t
1853,18744,1,0,t,t,t,t
1854,17419,1,0,t,t,t,t
1859,18755,1,0,f,t,t,t
1860,18757,1,0,f,t,t,t
1861,18758,1,0,t,t,t,t
1862,18789,1,0,f,t,t,t
1865,24531,1,0,t,t,t,t
1866,18790,1,0,f,t,t,t
1871,18839,1,0,t,t,t,t
1872,18865,1,0,f,t,t,t
1882,24404,1,0,f,t,t,t
1884,18864,1,0,t,t,t,t
1885,19852,1,0,f,t,t,t
1886,18962,1,0,f,t,t,t
1887,20032,1,0,f,t,t,t
1888,18965,1,0,t,t,t,t
1889,23617,3,0,t,t,t,t
1890,18967,1,0,t,t,t,t
1891,18969,1,0,f,t,t,t
1892,18972,1,0,t,t,t,t
1893,20033,1,0,f,t,t,t
1894,18977,1,0,t,t,t,t
1895,18984,1,0,f,t,t,t
1897,19028,1,0,t,t,t,t
1898,19020,1,0,f,t,t,t
1899,19032,1,0,f,t,t,t
1900,19044,1,0,f,t,t,t
1902,19076,1,0,f,t,t,t
1903,19077,1,0,f,t,t,t
1904,19078,1,0,t,t,t,t
1905,18986,1,0,f,t,t,t
1906,18987,1,0,t,t,t,t
1907,18989,1,0,f,t,t,t
1908,20034,1,0,f,t,t,t
1909,18994,1,0,t,t,t,t
1911,19082,1,0,t,t,t,t
1912,18996,1,0,f,t,t,t
1913,24602,1,0,f,t,t,t
1915,19110,1,0,f,t,t,t
1916,19112,1,0,f,t,t,t
1917,19113,1,0,f,t,t,t
1918,19128,1,0,f,t,t,t
1919,24601,1,0,f,t,t,t
1920,19355,1,0,f,t,t,t
1921,18754,1,0,f,t,t,t
1923,19364,1,0,f,t,t,t
1931,24603,1,0,f,t,t,t
1932,18784,1,0,f,t,t,t
1933,24604,1,0,f,t,t,t
1934,4037,1,0,f,t,t,t
1935,19433,1,0,f,t,f,t
1936,3873,1,0,f,t,t,t
1937,3873,1,0,f,t,t,t
1938,3851,1,0,f,t,t,t
1939,3851,1,0,f,t,t,t
1940,19573,1,0,t,t,t,t
1941,19405,1,0,f,t,t,t
1942,19483,1,2,f,t,t,t
1943,19483,1,4,f,t,t,t
1944,19490,1,2,f,t,t,t
1945,19490,1,3,t,t,t,t
1946,19497,1,2,f,t,t,t
1947,19497,1,3,f,t,t,t
1948,19519,1,0,f,t,t,t
1949,19532,1,0,f,t,t,t
1950,19541,1,0,t,t,t,t
1956,19560,1,0,t,t,t,t
1957,19561,1,0,t,t,t,t
1958,19562,1,0,t,t,t,t
1959,19560,10,0,f,t,t,t
1960,19564,1,0,t,t,t,t
1961,19570,1,0,f,t,t,t
1962,773,3,0,f,t,t,t
1963,2163,2,0,f,t,t,t
1964,19576,1,0,f,t,t,t
1965,24597,1,0,t,t,t,t
1966,13946,1,0,f,t,t,t
1968,13945,3,0,f,t,t,t
1969,13982,1,0,f,t,t,t
1970,19572,1,0,f,t,t,t
1971,18597,1,0,f,t,t,t
1972,14023,1,0,t,t,t,t
1973,14027,1,0,t,t,t,t
1974,5117,1,0,f,t,t,t
1975,14024,1,0,f,t,t,t
1976,14014,1,0,t,t,t,t
1978,14014,1,0,t,t,t,t
1980,5133,1,0,t,t,t,t
1981,5135,1,0,t,t,t,t
1982,5138,1,0,f,t,t,t
1983,15863,10,0,f,t,t,t
1984,19553,1,0,f,t,t,t
1985,19555,1,0,f,t,t,t
1986,19556,1,0,f,t,t,t
1987,19558,1,0,f,t,t,t
1988,2062,1,0,t,t,t,t
1989,19521,1,0,t,t,t,t
1990,19523,1,0,t,t,t,t
1991,19525,1,0,t,t,t,t
1992,19526,1,0,t,t,t,t
1993,19553,1,0,f,t,t,t
1994,19556,1,0,f,t,t,t
1996,19654,1,0,f,t,t,t
1997,8233,1,0,f,t,t,t
1998,18597,1,0,f,t,t,t
1999,24610,1,0,f,t,t,t
2000,19478,1,0,f,t,t,t
2001,19660,1,0,t,t,t,t
2002,19662,1,0,t,t,t,t
2003,19665,1,0,t,t,t,t
2004,19667,1,0,f,t,t,t
2005,19677,1,0,f,t,t,t
2006,5135,1,0,t,t,t,t
2007,19685,1,0,t,t,t,t
2008,19686,1,0,f,t,t,t
2009,19849,1,0,t,t,t,t
2012,19771,1,0,t,t,t,t
2013,5117,1,0,f,t,t,t
2015,19772,1,0,f,t,t,t
2016,16305,1,0,f,t,t,t
2018,19775,1,0,t,t,t,t
2019,19777,1,0,f,t,t,t
2020,19776,1,0,t,t,t,t
2021,20047,1,0,t,t,t,t
2022,19736,1,0,f,t,t,t
2023,19737,1,0,f,t,t,t
2024,19782,1,0,f,t,t,t
2025,19757,1,0,t,t,t,t
2026,19786,1,0,t,t,t,t
2027,19750,1,0,t,t,t,t
2028,19756,1,0,f,t,t,t
2029,19752,1,0,t,t,t,t
2030,19758,1,0,t,t,t,t
2031,19759,1,0,f,t,t,t
2032,19783,1,0,f,t,t,t
2033,19763,1,0,f,t,t,t
2034,19764,1,0,t,t,t,t
2035,26022,1,0,f,t,t,t
2038,19789,1,0,t,t,t,t
2039,15978,1,0,t,t,t,t
2040,19708,1,0,t,t,t,t
2041,19792,1,0,f,t,t,t
2042,19793,1,0,t,t,t,t
2043,19693,1,0,f,t,t,t
2044,19797,1,0,t,t,t,t
2045,19698,1,0,t,t,t,t
2046,19800,1,0,t,t,t,t
2047,19802,1,0,t,t,t,t
2056,19638,1,0,t,t,t,t
2057,24609,1,0,f,t,t,t
2058,19829,1,0,t,t,t,t
2059,19831,1,0,t,t,t,t
2060,19834,1,0,t,t,t,t
2061,26017,1,0,f,t,t,t
2062,19836,1,0,t,t,t,t
2063,19609,1,0,f,t,t,t
2064,19837,1,0,f,t,t,t
2065,19635,1,0,t,t,t,t
2066,19880,1,0,t,t,t,t
2067,19842,1,0,t,t,t,t
2068,19843,1,0,t,t,t,t
2069,20035,1,0,f,t,t,t
2071,19847,1,0,f,t,t,t
2072,14013,3,0,t,t,t,t
2073,19696,1,0,t,t,t,t
2074,19851,1,0,t,t,t,t
2075,19844,1,0,t,t,t,t
2076,19830,1,0,t,t,t,t
2077,19615,1,0,t,t,t,t
2078,19603,1,0,t,t,t,t
2080,19870,1,0,f,t,t,t
2081,19871,1,0,f,t,t,t
2082,19875,1,0,t,t,t,t
2083,19876,3,0,t,t,t,t
2084,19880,1,0,t,t,t,t
2085,19881,1,0,t,t,t,t
2086,19958,1,0,t,t,t,t
2087,19959,1,0,f,t,t,t
2088,20031,1,0,f,t,t,t
2090,19962,1,0,f,t,t,t
2091,20043,1,0,f,t,t,t
2092,19969,1,0,f,t,t,t
2094,19971,1,0,t,t,t,t
2095,19973,3,0,f,t,t,t
2098,19663,1,0,t,t,t,t
2100,19989,1,0,t,t,t,t
2101,20086,1,0,f,t,t,t
2102,24407,1,0,f,t,t,t
2103,19993,1,0,f,t,t,t
2104,19678,1,0,f,t,t,t
2105,19860,1,0,t,t,t,t
2106,19995,1,0,f,t,t,t
2107,20003,1,0,f,t,t,t
2108,19991,1,0,t,t,t,t
2109,19707,1,0,t,t,t,t
2110,16029,1,0,t,t,t,t
2111,19036,1,0,f,t,t,t
2112,20022,1,0,t,t,t,t
2113,20010,1,0,f,t,t,t
2114,24994,1,0,f,t,t,t
2115,20013,1,0,f,t,t,t
2116,20015,1,0,f,t,t,t
2117,20018,1,0,f,t,t,t
2118,20040,1,0,f,t,t,t
2120,20042,1,0,f,t,t,t
2121,20049,1,0,f,t,t,t
2122,20050,1,0,f,t,t,t
2123,20052,1,0,f,t,t,t
2124,20053,1,0,f,t,t,t
2126,20055,1,0,f,t,t,t
2128,19545,1,0,t,t,t,t
2129,20056,1,0,f,t,t,t
2131,20048,1,0,f,t,t,t
2132,20076,1,0,t,t,t,t
2133,20075,1,0,t,t,t,t
2134,20073,1,0,t,t,t,t
2136,20073,1,0,t,t,t,t
2137,24776,1,0,f,t,t,t
2138,20021,1,0,t,t,t,t
2139,20019,1,0,t,t,t,t
2140,20054,1,0,f,t,t,t
2141,19960,3,0,f,t,t,t
2142,20119,1,0,t,t,t,t
2143,20121,1,0,f,t,t,t
2144,20137,1,0,t,t,t,t
2145,3955,1,0,f,t,t,t
2146,19990,1,0,t,t,t,t
2147,20156,1,0,t,t,t,t
2148,20157,1,0,t,t,t,t
2149,20159,1,0,t,t,t,t
2150,20161,1,0,f,t,t,t
2151,20163,1,0,f,t,t,t
2152,20165,1,0,f,t,t,t
2153,20166,1,0,t,t,t,t
2154,20170,1,0,f,t,t,t
2155,8163,1,0,f,t,t,t
2156,15817,1,0,f,t,t,t
2157,14677,1,0,f,t,t,t
2158,24592,1,0,t,t,t,t
2159,20144,1,0,t,t,t,t
2160,8163,1,0,f,t,t,t
2161,15817,1,0,f,t,t,t
2162,14677,1,0,f,t,t,t
2163,21114,1,0,t,t,t,t
2164,20175,1,0,t,t,t,t
2165,24787,1,0,t,t,t,t
2166,17648,1,0,f,t,t,t
2167,21162,1,0,f,t,t,t
2168,21163,1,0,f,t,t,t
2170,19872,1,0,t,t,t,t
2171,21179,1,0,t,t,t,t
2172,24776,1,0,t,t,t,t
2173,21184,1,0,f,t,t,t
2174,21185,1,0,f,t,t,t
2175,21189,1,0,f,t,t,t
2176,21188,1,0,t,t,t,t
2177,21190,1,0,t,t,t,t
2179,4944,1,0,t,t,t,t
2180,19793,1,0,t,t,t,t
2181,5002,1,0,f,t,t,t
2183,5000,1,0,f,t,t,t
2184,5005,1,0,t,t,t,t
2185,24593,1,0,t,t,t,t
2186,24196,1,0,t,t,t,t
2187,5068,1,0,f,t,t,t
2189,21254,1,0,t,t,t,t
2190,21255,1,0,t,t,t,t
2192,21257,1,0,t,t,t,t
2193,21259,1,0,t,t,t,t
2194,14921,1,0,f,t,f,t
2195,21261,1,0,f,t,t,t
2196,21262,1,0,f,t,t,t
2197,21263,1,0,f,t,t,t
2199,21275,1,0,f,t,t,t
2200,21276,1,0,f,t,t,t
2201,19620,1,0,t,t,t,t
2202,14938,1,0,t,t,t,t
2203,21286,1,0,f,t,t,t
2204,21296,1,0,f,t,t,t
2205,21304,1,0,t,t,t,t
2206,21303,1,0,t,t,t,t
2207,21321,1,0,t,t,t,t
2208,21323,1,0,f,t,t,t
2210,21335,1,0,t,t,t,t
2211,21337,1,0,t,t,t,t
2212,21339,1,0,f,t,t,t
2213,21342,1,0,t,t,t,t
2215,21346,1,0,t,t,t,t
2216,21348,1,0,f,t,t,t
2217,21351,1,0,t,t,t,t
2218,21494,1,0,f,t,t,t
2220,21500,1,0,f,t,t,t
2221,21502,1,0,t,t,t,t
2222,21503,1,0,f,t,t,t
2223,21506,1,0,t,t,t,t
2224,21507,1,0,t,t,t,t
2225,21508,1,0,t,t,t,t
2226,21343,1,0,t,t,t,t
2227,14929,1,0,f,t,t,t
2228,21513,1,0,t,t,t,t
2229,21516,1,0,t,t,t,t
2230,17697,1,0,t,t,t,t
2231,21510,1,0,t,t,t,t
2232,21527,1,0,t,t,t,t
2233,16259,1,0,f,t,t,t
2234,21541,1,0,f,t,t,t
2235,21543,1,0,t,t,t,t
2236,24414,1,0,f,t,t,t
2237,21499,1,0,t,t,t,t
2238,21545,1,0,f,t,t,t
2239,21546,1,0,t,t,t,t
2240,21556,1,0,f,t,t,t
2241,21509,1,0,f,t,t,t
2242,21559,1,0,f,t,t,t
2243,21560,1,0,f,t,t,t
2244,21564,1,0,f,t,t,t
2245,20089,1,0,f,t,t,t
2246,21568,1,0,t,t,t,t
2247,21569,1,0,t,t,t,t
2248,21570,1,0,t,t,t,t
2249,21571,1,0,t,t,t,t
2250,21574,1,0,f,t,t,t
2251,21575,1,0,t,t,t,t
2252,21576,1,0,f,t,t,t
2254,24780,1,0,f,t,t,t
2255,21578,5,0,t,t,t,t
2256,21580,1,0,f,t,t,t
2257,21581,1,0,t,t,t,t
2258,8505,3,0,f,t,t,t
2260,8485,3,0,f,t,t,t
2262,8505,3,0,f,t,t,t
2264,8485,3,0,f,t,t,t
2266,17470,1,0,t,t,t,t
2267,13941,1,0,t,t,t,t
2268,16287,1,0,f,t,t,t
2269,13964,1,0,f,t,t,t
2272,14677,1,0,f,t,t,t
2273,16293,1,0,t,t,t,t
2274,21741,1,0,f,t,t,t
2276,21742,1,0,f,t,t,t
2278,21680,1,0,f,t,t,t
2280,21679,1,0,f,t,t,t
2281,21740,1,0,f,t,f,t
2282,21678,1,0,f,t,t,t
2285,23219,1,0,f,t,t,t
2286,14677,1,0,f,t,t,t
2288,23322,1,2,f,t,t,t
2290,17585,1,0,f,t,t,t
2291,23395,1,0,f,t,t,t
2292,23433,1,0,t,t,t,t
2293,21798,1,0,t,t,t,t
2294,23567,1,0,t,t,t,t
2295,23591,3,0,f,t,t,t
2296,23595,1,0,t,t,t,t
2297,23596,1,0,f,t,t,t
2298,23597,5,0,f,t,t,t
2300,23598,1,0,t,t,t,t
2301,23604,1,0,t,t,t,t
2302,17254,1,0,t,t,t,t
2303,23610,1,0,t,t,t,t
2304,23421,1,0,t,t,t,t
2305,23419,1,0,t,t,t,t
2306,23422,1,0,t,t,t,t
2307,23423,1,0,t,t,t,t
2308,23424,1,0,t,t,t,t
2309,24434,1,0,f,t,t,t
2310,17816,1,0,t,t,t,t
2314,18966,1,0,t,t,t,t
2318,23416,1,0,t,t,t,t
2319,23417,1,0,t,t,t,t
2320,8235,1,0,t,t,t,t
2321,23415,1,0,t,t,t,t
2325,23621,1,0,t,t,t,t
2326,23620,1,0,t,t,t,t
2327,17255,3,0,t,t,t,t
2328,23624,1,0,t,t,t,t
2329,23625,1,0,f,t,t,t
2330,23626,1,0,t,t,t,t
2331,23697,1,0,t,t,f,t
2332,23426,1,0,t,t,t,t
2333,23630,3,0,t,t,t,t
2334,23631,1,0,f,t,t,t
2335,17702,1,0,t,t,t,t
2337,23590,1,0,t,t,t,t
2338,23635,1,0,t,t,t,t
2339,23607,1,0,t,t,t,t
2342,23635,1,0,t,t,t,t
2343,18649,1,0,t,t,t,t
2344,23634,1,0,f,t,t,t
2345,23634,2,0,f,t,t,t
2346,23634,3,0,f,t,t,t
2347,23634,5,0,f,t,t,t
2348,23634,1,0,f,t,t,t
2349,23634,2,0,f,t,t,t
2350,23634,3,0,f,t,t,t
2351,23634,5,0,f,t,t,t
2352,23634,1,0,f,t,t,t
2353,23634,2,0,f,t,t,t
2354,23634,3,0,f,t,t,t
2355,23634,5,0,f,t,t,t
2356,23634,1,0,f,t,t,t
2357,23634,2,0,f,t,t,t
2358,23634,3,0,f,t,t,t
2359,23634,5,0,f,t,t,t
2360,23634,1,0,f,t,t,t
2361,23634,2,0,f,t,t,t
2362,23634,3,0,f,t,t,t
2363,23634,5,0,f,t,t,t
2364,23634,1,0,f,t,t,t
2365,23634,2,0,f,t,t,t
2366,23634,3,0,f,t,t,t
2367,23634,5,0,f,t,t,t
2368,23634,1,0,f,t,t,t
2369,23634,2,0,f,t,t,t
2370,23634,3,0,f,t,t,t
2371,23634,5,0,f,t,t,t
2372,23634,1,0,f,t,t,t
2373,23634,2,0,f,t,t,t
2374,23634,3,0,f,t,t,t
2375,23634,5,0,f,t,t,t
2376,23673,1,0,t,t,t,t
2377,23291,1,2,f,f,f,f
2379,23212,1,2,f,t,t,t
2380,23241,1,2,t,t,t,t
2381,23692,1,0,t,t,t,t
2382,13979,1,0,f,t,t,t
2384,23167,1,2,f,t,t,t
2385,23041,1,2,f,t,t,t
2386,23042,1,2,f,t,t,t
2387,23043,1,2,f,t,t,t
2388,23044,1,2,f,t,t,t
2389,23045,1,2,f,t,t,t
2390,23046,1,2,f,t,t,t
2391,23047,1,2,f,t,t,t
2392,23048,1,2,f,t,t,t
2393,23164,1,2,f,t,t,t
2395,15566,1,0,f,t,t,t
2396,15566,1,0,f,t,t,t
2397,23706,1,0,f,t,t,t
2399,23634,1,0,f,t,t,t
2400,23634,1,0,f,t,t,t
2401,23634,1,0,f,t,t,t
2402,23634,1,0,f,t,t,t
2403,23634,1,0,f,t,t,t
2405,23663,1,0,t,t,t,t
2406,23717,1,0,t,t,t,t
2407,23634,1,0,f,t,t,t
2408,23634,1,0,f,t,t,t
2409,23634,1,0,f,t,t,t
2410,23634,1,0,f,t,t,t
2411,23634,1,0,f,t,t,t
2412,23634,1,0,f,t,t,t
2413,23634,1,0,f,t,t,t
2414,23634,1,0,f,t,t,t
2415,21178,1,0,t,t,t,t
2416,23634,1,0,f,t,t,t
2418,23634,1,0,f,t,t,t
2419,23634,1,0,f,t,t,t
2420,23634,1,0,f,t,t,t
2422,24560,1,0,f,t,t,t
2423,23728,1,0,f,t,t,t
2424,4052,1,0,f,t,t,t
2425,23606,1,0,t,t,t,t
2427,18649,1,0,f,t,t,t
2428,22917,1,2,f,t,t,t
2429,22918,1,2,f,t,t,t
2430,22939,1,2,f,t,t,t
2431,22940,1,2,f,t,t,t
2433,22972,1,2,f,t,t,t
2435,22916,1,2,f,t,t,t
2436,22937,1,2,f,t,t,t
2440,23828,1,0,t,t,t,t
2441,23830,1,0,f,t,t,t
2442,23831,1,0,f,t,t,t
2443,23832,1,0,f,t,t,t
2444,23608,1,0,t,t,t,t
2445,23635,1,0,t,t,t,t
2446,23664,1,0,t,t,t,t
2447,18649,1,0,t,t,t,t
2448,13938,1,0,t,t,t,t
2450,21785,1,0,f,t,t,t
2466,21843,1,0,f,t,t,t
2467,21844,1,0,f,t,t,t
2469,22847,1,2,f,t,t,t
2471,22849,1,2,f,t,t,t
2472,22850,1,2,f,t,t,t
2473,22875,1,2,f,t,t,t
2474,22876,1,2,f,t,t,t
2476,22878,1,2,f,t,t,t
2477,21681,1,0,f,t,t,t
2478,17825,1,0,f,t,t,t
2479,23634,1,0,t,t,t,t
2480,16385,1,0,t,t,f,t
2481,23634,1,0,f,t,t,t
2482,23854,1,0,f,t,t,t
2484,23634,1,0,f,t,t,t
2485,23634,1,0,f,t,t,t
2487,23634,1,0,f,t,t,t
2488,23634,1,0,f,t,t,t
2489,23634,1,0,f,t,t,t
2490,23634,1,0,f,t,t,t
2491,23634,1,0,f,t,t,t
2492,23634,1,0,f,t,t,t
2494,23634,1,0,f,t,t,t
2496,23634,1,0,f,t,t,t
2497,23634,1,0,f,t,t,t
2498,23634,1,0,f,t,t,t
2499,23634,1,0,f,t,t,t
2500,23634,1,0,f,t,t,t
2501,23634,1,0,f,t,t,t
2502,23634,1,0,f,t,t,t
2503,23634,1,0,f,t,t,t
2504,23634,1,0,f,t,t,t
2505,23634,1,0,f,t,t,t
2506,23634,1,0,f,t,t,t
2508,23634,1,0,f,t,t,t
2509,23634,1,0,f,t,t,t
2510,23634,1,0,t,t,t,t
2511,23634,1,0,f,t,t,t
2513,23634,1,0,f,t,t,t
2517,23634,1,0,f,t,t,t
2518,23634,1,0,f,t,t,t
2519,23634,1,0,f,t,t,t
2520,23634,1,0,f,t,t,t
2522,23634,1,0,f,t,t,t
2523,23634,1,0,f,t,t,t
2524,23634,1,0,f,t,t,t
2525,23634,1,0,f,t,t,t
2526,23634,1,0,f,t,t,t
2528,23634,1,0,f,t,t,t
2529,23634,1,0,f,t,t,t
2530,23634,1,0,f,t,t,t
2531,23634,1,0,f,t,t,t
2532,23634,1,0,f,t,t,t
2534,23634,1,0,f,t,t,t
2536,23634,1,0,f,t,t,t
2537,23634,1,0,f,t,t,t
2539,23634,3,0,f,t,t,t
2541,23634,1,0,f,t,t,t
2543,23634,1,0,f,t,t,t
2545,23634,1,0,f,t,t,t
2546,23634,1,0,f,t,t,t
2548,23634,1,0,f,t,t,t
2551,23634,1,0,f,t,t,t
2554,23634,1,0,f,t,t,t
2559,23634,1,0,f,t,t,t
2560,23634,1,0,f,t,t,t
2561,23634,1,0,f,t,t,t
2562,23634,1,0,f,t,t,t
2564,23634,1,0,f,t,t,t
2567,24084,1,0,f,t,f,t
2569,23634,3,0,t,t,t,t
2570,23380,1,0,t,t,t,t
2571,23635,1,0,t,t,t,t
2572,18649,1,0,t,t,t,t
2573,24124,1,0,t,t,t,t
2574,24125,1,0,t,t,t,t
2576,23634,1,0,f,t,t,t
2577,23634,1,0,f,t,t,t
2578,23634,1,0,f,t,t,t
2580,23634,1,0,f,t,t,t
2581,23634,1,0,f,t,t,t
2583,23634,1,0,f,t,t,t
2584,23634,1,0,f,t,t,t
2585,23634,1,0,f,t,t,t
2586,23634,1,0,f,t,t,t
2587,23634,1,0,f,t,t,t
2591,23634,1,0,f,t,t,t
2592,23634,1,0,f,t,t,t
2595,23634,1,0,f,t,t,t
2596,23634,1,0,f,t,t,t
2597,23634,1,0,f,t,t,t
2598,23634,1,0,f,t,t,t
2599,23634,1,0,f,t,t,t
2601,23634,1,0,f,t,t,t
2602,23634,3,0,f,t,t,t
2603,21402,1,0,f,t,t,t
2604,21406,1,0,f,t,t,t
2605,21664,1,0,f,t,t,t
2606,21728,1,0,t,t,t,t
2608,8515,1,0,f,t,t,t
2609,8516,1,0,f,t,t,t
2610,15580,1,0,f,t,t,t
2611,8515,2,0,f,t,t,t
