id,item_id,count,highlight_doodad_id,use_alias,quest_act_obj_alias_id,cleanup,drop_when_destroy,destroy_when_drop
1048,24400,1,3015,t,586,t,f,t
1050,16424,1,2906,t,591,t,f,t
1051,16488,1,2908,t,592,t,f,t
1052,17672,1,,f,,t,f,t
1053,17674,5,,f,,t,f,t
1054,17690,1,,f,,t,f,t
1055,17691,1,,f,,t,f,t
1056,5150,8,1080,t,609,t,f,t
1057,17696,8,4739,f,,t,f,t
1059,21845,1,2779,t,647,t,f,t
1060,1459,1,,f,,t,f,t
1061,24370,1,,f,,t,f,t
1062,24365,1,,f,,t,f,t
1064,8017,200,,f,,f,f,f
1065,16343,100,,f,,f,f,f
1066,15800,1,,f,,t,f,t
1067,8017,200,,f,,f,f,f
1068,16343,100,,f,,f,f,f
1069,17815,1,3175,f,,t,f,t
1070,17817,3,,t,664,t,f,t
1071,17818,1,3176,f,,t,f,t
1072,17824,1,,f,,f,f,t
1073,17831,1,,f,,t,f,t
1074,23845,5,,f,,t,f,t
1075,17832,1,,f,,t,f,f
1076,17862,3,,f,,t,f,t
1077,14739,1,,f,,t,f,t
1078,17965,1,,f,,t,f,t
1079,17626,1,,f,,f,f,f
1080,17626,1,,f,,f,f,f
1082,24399,1,3260,t,691,t,f,t
1083,24405,1,3264,f,,t,f,t
1084,17828,1,,f,,t,f,f
1085,14745,1,,f,,t,f,t
1086,18161,1,,f,,t,f,t
1087,18164,8,,f,,t,f,t
1088,18165,1,,f,,t,f,t
1089,18168,8,,t,725,t,f,t
1091,16295,1,,t,726,t,f,t
1092,8005,2,,f,,f,f,f
1093,773,1,,f,,f,f,f
1094,8005,2,,f,,f,f,f
1095,773,1,,f,,f,f,f
1098,7998,1,,f,,f,f,f
1099,7992,2,,f,,f,f,f
1100,7992,2,,f,,f,f,f
1101,7998,1,,f,,f,f,f
1104,8004,2,,f,,f,f,f
1105,3628,1,,f,,f,f,f
1106,8065,1,,f,,f,f,f
1107,8004,2,,f,,f,f,f
1108,3628,1,,f,,f,f,f
1109,8065,1,,f,,f,f,f
1112,8016,2,,f,,f,f,f
1113,8010,1,,f,,f,f,f
1114,8016,2,,f,,f,f,f
1115,8010,1,,f,,f,f,f
1118,14971,2,,f,,f,f,f
1119,3507,5,,f,,f,f,f
1120,8001,1,,f,,f,f,f
1121,14971,2,,f,,f,f,f
1122,3507,5,,f,,f,f,f
1123,8001,1,,f,,f,f,f
1126,8012,3,,f,,f,f,f
1127,8018,1,,f,,f,f,f
1128,3622,2,,f,,f,f,f
1129,8012,3,,f,,f,f,f
1130,8018,1,,f,,f,f,f
1131,3622,2,,f,,f,f,f
1134,14630,1,,f,,f,f,f
1135,14630,1,,f,,f,f,f
1138,3675,1,,f,,f,f,f
1139,3675,1,,f,,f,f,f
1142,14630,3,,f,,f,f,f
1143,14630,3,,f,,f,f,f
1146,3675,3,,f,,f,f,f
1147,3675,3,,f,,f,f,f
1150,14630,5,,f,,f,f,f
1151,14630,5,,f,,f,f,f
1154,3675,5,,f,,f,f,f
1155,3675,5,,f,,f,f,f
1158,8376,3,,f,,f,f,f
1159,15617,1,,f,,f,f,f
1160,8376,3,,f,,f,f,f
1161,15617,1,,f,,f,f,f
1162,8376,3,,f,,f,f,f
1163,15618,1,,f,,f,f,f
1164,8376,3,,f,,f,f,f
1165,15618,1,,f,,f,f,f
1166,8376,3,,f,,f,f,f
1167,19084,2,,f,,f,f,f
1168,8376,3,,f,,f,f,f
1169,19084,2,,f,,f,f,f
1170,8376,3,,f,,f,f,f
1171,19086,2,,f,,f,f,f
1172,8376,3,,f,,f,f,f
1173,19086,2,,f,,f,f,f
1174,8376,3,,f,,f,f,f
1175,19085,1,,f,,f,f,f
1176,8376,3,,f,,f,f,f
1177,19085,1,,f,,f,f,f
1178,8376,3,,f,,f,f,f
1179,19087,1,,f,,f,f,f
1180,8376,3,,f,,f,f,f
1181,19087,1,,f,,f,f,f
1182,773,1,,f,,f,f,f
1183,773,1,,f,,f,f,f
1184,4988,1,,f,,f,f,t
1185,3675,1,,f,,f,f,f
1186,3675,1,,f,,f,f,f
1187,15694,1,,f,,f,f,f
1188,15694,1,,f,,f,f,f
1189,8065,1,,f,,t,f,f
1190,8065,1,,f,,f,f,f
1191,8016,1,2265,t,760,f,f,f
1192,8016,1,2265,t,762,f,f,f
1193,14971,1,2255,t,764,f,f,f
1194,14971,1,2255,t,766,f,f,f
1195,7992,1,,f,,f,f,f
1197,7992,1,,f,,f,f,f
1202,21602,1,,f,,t,f,t
1204,18455,1,,f,,t,f,t
1205,18448,1,3298,t,800,f,f,f
1206,18457,8,,f,,t,f,t
1207,18458,15,3307,f,,t,f,t
1208,18460,1,,f,,t,f,t
1209,14327,3,,f,,t,f,t
1210,4975,8,,f,,t,f,t
1212,4956,1,1185,f,,t,f,t
1213,13980,1,3374,f,,t,f,t
1214,13988,1,3375,f,,t,f,t
1215,13990,1,3376,f,,t,f,t
1216,14022,1,3377,f,,t,f,t
1217,18599,1,,t,895,t,f,t
1218,24543,1,,f,,t,f,t
1219,17373,1,3359,t,824,t,f,t
1220,17374,1,3360,t,825,t,f,t
1221,17375,1,3361,t,826,t,f,t
1222,17263,3,,t,822,t,f,t
1223,17264,3,,t,823,t,f,t
1224,24559,1,,f,,t,f,t
1225,17378,1,3363,t,830,t,f,t
1226,17370,5,3381,t,832,t,f,t
1227,17428,1,3368,t,834,t,t,t
1228,17268,1,3335,t,837,t,f,t
1229,24556,1,,t,838,t,f,t
1230,18644,1,,t,839,t,f,t
1231,17368,12,3353,t,841,t,f,t
1232,18647,1,,t,846,t,f,t
1233,18652,8,,t,848,t,f,t
1234,24558,1,,t,849,t,f,t
1236,18657,1,,t,853,t,f,t
1237,24557,1,,t,855,t,f,t
1239,17434,1,3369,t,860,t,t,t
1240,24560,1,,t,866,t,f,t
1241,17379,1,3364,t,869,t,f,t
1242,17369,1,3355,t,871,t,f,t
1243,17349,1,3350,t,874,t,t,t
1244,17409,1,3366,t,879,t,t,t
1245,18678,1,3440,t,881,t,f,t
1246,18687,3,,t,888,t,f,t
1247,18690,1,,t,892,t,f,t
1250,18719,1,3466,t,908,t,f,t
1251,8505,1,,f,,t,f,f
1252,18721,12,3468,t,910,t,f,t
1253,18722,1,,f,,t,f,t
1254,19029,5,,f,,t,f,t
1255,18725,5,,f,,t,f,t
1256,18731,5,,f,,t,f,t
1257,18733,1,3473,f,,t,f,t
1258,18736,1,,f,,t,f,f
1259,24600,1,,f,,t,f,t
1260,18738,8,,f,,t,f,t
1262,18743,1,,f,,t,f,t
1263,18756,1,3489,t,946,t,f,t
1264,18783,1,3495,f,,t,f,t
1265,18784,1,,f,,t,f,t
1266,24531,1,,f,,t,f,t
1267,18839,1,,t,971,t,f,t
1268,18651,1,3433,t,974,t,f,t
1271,19852,1,,f,,t,f,t
1272,18961,5,3523,f,,t,f,t
1273,18962,1,,f,,t,f,t
1274,20032,1,,f,,t,f,t
1275,18964,8,,f,,t,f,t
1277,18969,1,,f,,t,f,t
1278,18971,5,3526,f,,t,f,t
1279,18984,3,,f,,t,f,t
1280,20033,1,,f,,t,f,t
1281,18975,1,3529,f,,t,f,t
1282,18976,8,,f,,t,f,t
1283,18978,5,,f,,t,f,t
1284,18982,1,3531,f,,t,f,t
1286,26071,1,,f,,t,f,t
1287,18983,5,3532,f,,t,f,t
1288,18984,1,,f,,t,f,t
1289,19000,5,3544,f,,t,f,t
1290,19031,3,3547,f,,t,f,t
1291,19030,3,3546,f,,t,f,t
1292,19032,1,,f,,t,f,t
1294,19076,1,,f,,t,f,t
1297,19019,1,,f,,t,f,t
1298,19019,1,,f,,t,f,t
1299,19037,1,,f,,t,f,t
1300,19038,12,,f,,t,f,t
1304,18988,5,3534,f,,t,f,t
1305,18989,1,,f,,t,f,t
1306,20034,1,,f,,t,f,t
1307,18993,8,3959,f,,t,f,t
1308,18995,1,3536,f,,t,f,t
1309,18996,1,,f,,f,f,t
1310,18997,8,3537,f,,t,f,t
1311,19001,15,,f,,t,f,t
1312,19003,8,3539,f,,t,f,t
1313,19004,15,,f,,t,f,t
1314,24602,1,,f,,t,f,t
1315,788,3,,f,,t,f,t
1316,3891,3,,f,,t,f,t
1317,790,3,,f,,t,f,t
1318,19110,1,,f,,t,f,t
1319,19111,1,,f,,t,f,t
1320,19112,1,,f,,t,f,t
1321,19113,1,,f,,t,f,f
1322,19431,1,,f,,t,f,t
1323,18999,5,,f,,t,f,t
1324,18998,3,3538,f,,t,f,t
1325,8518,3,,f,,t,f,f
1326,19040,1,,f,,t,f,t
1327,24601,1,,f,,t,f,t
1329,19657,5,3583,t,1136,t,f,t
1330,24599,1,,f,,t,f,t
1331,18754,1,,f,,t,f,f
1332,24603,1,,f,,t,f,t
1333,19381,1,,f,,t,t,t
1334,24604,1,,f,,t,f,t
1335,19384,1,,f,,t,f,t
1338,19432,1,3568,f,,t,f,t
1339,16274,1,,f,,t,f,t
1340,16389,1,,f,,t,f,t
1341,24607,1,,t,1872,t,f,t
1342,19462,3,3576,t,1058,t,f,t
1345,19478,1,3569,f,,t,f,t
1346,19505,5,,f,,t,f,f
1347,19505,6,,f,,t,f,f
1348,19483,1,,f,,t,f,f
1349,19505,12,,f,,t,f,f
1350,19483,1,,f,,t,f,f
1351,19505,6,,f,,t,f,f
1352,19490,1,,f,,t,f,f
1353,19505,12,,f,,t,f,f
1354,19490,1,,f,,t,f,f
1355,19505,6,,f,,t,f,f
1356,19497,1,,f,,t,f,f
1357,19505,12,,f,,t,f,f
1358,19497,1,,f,,t,f,f
1359,19505,7,,f,,t,f,f
1360,19505,1,,f,,t,f,f
1361,19505,3,,f,,t,f,f
1362,19505,1,,f,,t,f,f
1363,19505,7,,f,,t,f,f
1364,19505,3,,f,,t,f,f
1365,19518,1,3577,f,,t,f,t
1366,19527,8,3578,f,,t,f,t
1368,19537,5,,f,,t,f,t
1370,19655,8,,f,,t,f,t
1371,19540,1,,f,,t,f,t
1373,19541,1,5870,t,1056,t,f,t
1374,19128,1,,f,,t,f,t
1375,19569,1,3746,f,,t,f,t
1377,19570,1,,f,,t,f,t
1378,19566,5,,f,,t,f,t
1379,19567,5,3749,f,,t,f,t
1380,19568,5,3750,f,,t,f,t
1381,19785,8,,f,,t,f,t
1383,19577,5,,f,,t,f,t
1384,13936,5,1504,t,1106,t,f,t
1385,24597,1,,f,,t,f,t
1386,13946,1,,f,,t,f,t
1388,13958,5,,f,,t,f,t
1389,19578,12,,t,1008,t,f,t
1390,19854,1,1501,t,1021,f,f,f
1391,18597,1,,f,,t,f,t
1392,14023,1,,f,,t,f,t
1393,5117,1,,f,,t,f,t
1394,19592,1,,t,1009,t,f,t
1395,14024,1,,f,,t,f,t
1396,5127,5,3759,f,,t,f,t
1398,14012,8,,t,2051,t,f,t
1399,15808,5,3758,t,1173,t,f,t
1400,5146,3,3756,t,1027,t,f,t
1401,5143,1,2428,t,1029,t,f,t
1402,15809,8,,f,,t,f,t
1403,19522,5,,f,,t,f,t
1404,24595,8,,f,,t,f,t
1405,19526,1,,f,,t,f,t
1406,19652,1,3787,t,1010,t,f,t
1407,19653,5,3791,t,1011,t,f,t
1408,19654,1,,f,,t,f,t
1409,24610,1,3581,t,2158,t,f,t
1411,19659,5,3796,f,,t,f,t
1412,19660,5,,f,,t,f,t
1415,24596,5,,f,,t,f,t
1416,13982,5,,t,1025,t,f,t
1417,19677,1,,f,,t,f,t
1418,19679,1,3816,f,,t,f,t
1419,18598,1,1455,f,,t,f,t
1420,15854,1,,t,1044,t,f,t
1421,15855,8,,t,1048,t,f,t
1422,24587,8,,t,1049,t,f,t
1423,19699,1,,t,1051,t,f,t
1425,19754,1,3777,t,1059,t,f,t
1426,19768,1,,t,1060,t,f,t
1427,19523,5,,f,,t,f,t
1428,5117,1,,f,,t,f,t
1429,19772,1,,f,,t,f,t
1430,19773,1,3573,t,1065,t,f,t
1431,19777,1,,t,1099,t,f,t
1432,19778,3,3238,f,,t,f,t
1433,19733,5,3920,f,1069,t,f,t
1434,19734,8,,f,,t,f,t
1435,19735,5,,f,,t,f,t
1436,19736,1,,f,,t,f,t
1437,19737,1,,f,,t,f,t
1438,19738,3,,f,,t,f,t
1439,19741,5,5835,t,1072,t,f,t
1441,19743,1,,f,1075,t,f,t
1443,19746,8,3912,t,1076,t,f,t
1444,19745,8,,f,,t,f,t
1445,19782,1,,f,,t,f,t
1447,19845,8,,t,1164,t,f,f
1448,19692,8,3854,t,1086,t,f,t
1449,19623,4,2567,t,1088,t,f,t
1450,24593,1,,f,,t,t,t
1451,19626,1,,t,1091,t,f,t
1452,19787,1,,t,1092,t,f,t
1453,21160,8,,t,1093,t,f,t
1455,19749,3,5846,f,,t,f,t
1456,19751,5,3914,f,,t,f,t
1457,19753,1,,t,2131,t,f,t
1459,19756,1,,t,1100,t,f,t
1460,21352,15,,f,,t,f,t
1461,19762,5,3921,f,,t,f,t
1462,19765,5,3928,f,,t,f,t
1465,16753,1,,f,,t,f,t
1467,17252,1,,f,,t,f,t
1468,19729,5,3915,f,,t,f,t
1470,19759,1,,t,1097,t,f,t
1471,26022,1,,f,,t,f,t
1472,19789,1,,t,1103,t,f,t
1475,20138,8,,t,1111,t,f,t
1476,14023,1,3844,t,1113,t,f,t
1477,19792,1,,f,,t,f,t
1478,16156,1,,t,1115,t,f,t
1479,19795,1,3765,t,1116,t,f,t
1480,5128,1,3881,t,1117,t,f,t
1481,19799,5,,t,1121,t,f,t
1482,19794,5,3913,f,,t,f,t
1483,19709,1,,t,1123,t,f,t
1485,19617,1,3766,t,1127,t,f,t
1486,24609,1,,f,,t,f,t
1487,19440,5,3653,t,1130,t,f,t
1488,19441,5,3652,t,1131,t,f,t
1489,19783,1,,f,,t,f,t
1490,19831,1,,t,1142,t,f,t
1491,19705,1,,t,1143,t,f,t
1492,26872,1,,t,1144,t,f,t
1493,19704,1,,t,1145,t,f,t
1495,19730,5,3916,f,,t,f,t
1496,19835,1,,t,1153,t,t,t
1498,19837,1,,f,,t,f,t
1499,19841,5,3960,f,,t,f,t
1500,19613,1,,t,1162,t,f,t
1501,20035,1,,f,,t,f,t
1502,19846,1,,t,1166,t,f,f
1503,19848,5,3975,t,1168,t,f,t
1504,19443,12,3648,t,1172,t,f,t
1505,19614,8,,t,1179,t,f,t
1507,19605,1,,t,1183,t,f,t
1510,19866,8,3875,f,,t,f,t
1511,19871,1,,f,,t,f,t
1512,19873,1,4031,f,,t,f,t
1513,19874,8,,t,1198,t,f,t
1514,19877,3,4036,t,1202,t,f,t
1515,19879,1,4040,t,1344,t,t,t
1517,19667,1,,f,,t,f,t
1518,19880,1,,f,,t,f,t
1520,19886,5,4044,t,1215,t,f,t
1522,19956,3,,f,,t,f,t
1523,19959,1,,f,,t,f,t
1524,20031,1,,t,1222,t,f,t
1525,19962,1,,t,1223,t,f,t
1526,20043,1,,t,1225,t,f,t
1527,19964,5,4073,t,1226,t,f,t
1528,19969,1,,t,1227,t,f,t
1529,19970,3,,f,,t,f,t
1530,19974,3,4078,t,1232,t,f,t
1531,19988,3,4081,t,1234,t,t,t
1533,24606,1,3571,t,1871,t,f,t
1534,1428,1,,f,,t,f,t
1535,18433,1,,f,,t,f,f
1537,20086,1,,t,1236,t,f,t
1538,24407,1,,t,1237,t,f,t
1539,19993,1,,t,1238,t,f,t
1540,19994,5,4085,t,1239,t,f,t
1541,19996,1,,t,1241,t,f,t
1542,20000,8,4089,t,1244,t,f,t
1543,20002,1,4091,t,1247,t,f,t
1546,20007,1,4098,t,1257,t,f,t
1547,20008,15,4100,t,1258,t,f,t
1550,20037,1,4116,t,1268,t,f,t
1551,24383,3,,t,1803,t,f,t
1552,20010,1,,t,1270,t,f,t
1553,24994,1,,t,1273,t,f,t
1554,20036,3,,f,,t,f,t
1555,20012,5,4119,f,,t,f,t
1556,20013,1,,t,1275,t,f,t
1557,20014,12,,f,,t,f,t
1558,20015,1,,f,,t,f,t
1559,20016,5,4120,f,,t,f,t
1560,20017,5,,f,,t,f,t
1561,20018,1,,f,,t,f,t
1562,20040,1,,f,,t,f,f
1563,14148,3,,f,,f,f,t
1565,20041,2,,t,1281,t,f,f
1566,20042,1,,f,,t,f,f
1568,20049,1,,f,,t,f,t
1569,20051,1,4490,t,1286,t,f,t
1570,20052,1,,f,,t,f,t
1571,20053,1,,f,,t,f,t
1572,20054,1,4136,f,,t,f,f
1573,20055,1,,f,,t,f,f
1574,20057,1,,t,1289,t,f,f
1575,20006,5,4096,t,1293,t,f,t
1576,19572,1,,f,,t,f,t
1577,20066,5,4162,t,1298,t,f,t
1578,20067,8,,t,1299,t,f,t
1579,20069,1,,f,,t,f,t
1580,20070,1,,f,,t,f,t
1581,20071,1,,f,,t,f,t
1582,20072,1,,f,,t,f,t
1583,20068,5,4165,f,,t,f,t
1584,20001,1,,t,1304,t,f,t
1586,19998,1,,t,1306,t,f,t
1587,20077,12,,f,,t,f,t
1588,20078,8,4167,f,,t,f,t
1589,20079,12,,f,,t,f,t
1590,24776,1,,f,,t,f,t
1591,24406,1,,t,1313,t,f,t
1592,20119,1,,f,,t,f,t
1593,20120,1,4258,t,1317,t,f,f
1594,20121,1,,f,,t,f,t
1595,17441,1,1592,f,,t,f,t
1596,19963,12,,f,,t,f,t
1597,19634,1,3849,t,1322,t,f,t
1598,20138,8,,t,1324,t,f,t
1599,3955,1,,f,,t,f,t
1600,20004,8,,t,1331,t,f,t
1601,20158,1,,f,,t,f,t
1602,20159,1,,t,1333,t,f,t
1603,20161,1,,f,,t,f,t
1604,20122,3,4259,t,1557,t,f,t
1605,20163,1,,f,,t,f,t
1606,20164,1,2908,t,1336,t,f,t
1607,20165,1,,f,,t,f,t
1608,20170,1,,f,,t,f,t
1609,24592,1,,t,1340,t,f,t
1610,21113,8,,t,2138,t,f,t
1611,24805,1,,t,1886,t,f,t
1612,21118,1,4469,f,,t,f,t
1613,21119,1,4468,f,,t,t,t
1614,21120,1,4467,f,,t,t,t
1617,24787,1,,t,1348,t,f,t
1618,17660,1,3021,f,,t,f,t
1619,17648,1,,f,,t,f,t
1620,21162,1,,f,,t,f,t
1621,21163,1,,f,,t,f,t
1622,21164,1,,f,,t,f,t
1623,19995,8,,t,1352,t,f,t
1624,24776,1,,f,,t,f,t
1625,21184,1,,f,,t,f,t
1626,21185,1,,f,,t,f,t
1627,21190,1,,t,1355,t,f,t
1628,21188,1,,t,1356,t,f,f
1629,21180,12,4329,t,1357,t,f,t
1630,21181,1,4331,f,,t,f,t
1631,21182,5,4333,f,,t,f,t
1632,4945,12,,f,,t,f,t
1633,15643,1,,f,,t,f,t
1634,16156,1,,t,1361,t,f,t
1635,5002,1,,f,,t,f,t
1636,24412,1,999,t,1820,t,f,t
1637,5000,1,,f,,t,f,t
1639,21205,8,,f,,t,f,t
1640,21204,5,4353,f,,t,f,t
1641,25332,3,,f,,t,f,t
1642,1329,5,1001,t,1453,t,f,t
1643,21211,5,4354,f,,t,f,t
1644,24410,5,,t,1818,t,f,t
1645,21213,5,4356,t,1457,t,f,t
1646,24411,1,,t,1819,t,f,t
1649,5068,1,,f,,t,f,t
1650,21225,1,,f,,t,f,t
1652,21260,1,1000,f,,t,f,t
1653,24555,1,4373,t,1844,t,f,t
1654,21290,1,,t,1398,t,t,t
1655,21293,8,4378,t,1917,t,f,t
1657,21297,1,4381,t,1400,t,f,t
1658,21299,1,,f,,t,f,t
1660,21298,1,4380,t,1404,t,f,t
1661,21305,1,,f,,t,f,t
1662,21310,1,,f,,t,f,t
1663,21309,5,,f,,t,f,f
1664,21312,1,,f,,t,f,t
1665,21311,1,,f,,t,f,t
1667,21323,1,,f,,t,t,t
1669,21326,1,,f,,t,f,t
1671,21333,1,4391,f,,t,f,t
1672,14928,5,,f,,t,f,t
1673,21334,1,4387,f,,t,f,t
1674,21338,1,,f,,t,t,t
1675,15554,5,2188,f,,t,f,t
1676,21347,1,,f,,t,t,t
1677,21348,1,,f,,f,f,t
1678,24778,1,,t,1885,t,f,t
1679,21350,1,4409,f,,t,f,t
1680,21354,3,,f,,t,f,t
1681,19763,1,,f,,t,f,t
1684,21494,1,,f,,t,f,t
1685,21500,1,,f,,t,f,t
1687,21501,1,4296,f,1436,t,f,t
1688,21503,1,,f,,t,f,t
1689,21504,1,,f,,t,f,t
1690,21505,1,3993,f,,t,f,t
1691,5064,1,4358,t,1439,t,f,t
1693,21511,5,4423,f,,t,f,t
1694,14929,1,,f,,t,f,t
1695,21512,1,,t,2164,t,f,t
1696,21513,1,,f,,t,f,t
1697,21514,1,3994,f,,t,f,t
1698,24779,1,,t,1873,t,f,t
1699,21526,8,,f,,t,f,t
1700,21540,1,4323,t,1449,t,f,t
1701,21541,1,,f,,t,f,t
1702,21544,5,4472,t,1450,t,f,t
1703,24414,1,,f,,t,f,t
1704,21547,1,,f,,t,f,t
1706,21579,1,,f,,t,f,t
1707,21554,1,4480,f,,t,f,t
1708,21322,1,4275,f,,t,f,t
1709,21561,1,4487,t,1455,t,t,t
1710,20133,1,4263,f,,t,f,t
1711,21562,3,4504,f,,t,f,t
1712,21563,1,4377,f,1456,f,t,t
1713,21565,1,4489,f,,t,f,t
1714,21566,1,,f,,t,f,t
1715,20089,1,,f,,t,f,t
1716,21573,1,,f,,t,f,t
1717,21575,1,,f,,t,f,t
1718,24780,1,,f,,t,f,t
1719,19774,1,2778,t,1460,t,f,t
1720,5151,1,,f,,t,f,t
1721,21580,1,,f,,t,f,t
1722,7992,2,,t,1467,f,f,f
1723,8012,2,,t,1468,f,f,f
1725,7998,2,,f,1472,f,f,f
1726,8010,2,,f,1473,f,f,f
1727,21588,1,4503,t,1474,f,f,f
1729,3507,2,,t,1477,f,f,f
1730,784,2,,t,1504,f,f,f
1732,3592,2,,f,,f,f,f
1733,14631,2,,f,,f,f,f
1735,3592,10,,t,1483,t,f,f
1736,7992,2,,t,1486,f,f,f
1737,8012,2,,t,1487,f,f,f
1739,7998,2,,f,1491,f,f,f
1740,8010,2,,f,1492,f,f,f
1742,3507,2,,t,1495,f,f,f
1743,784,2,,t,1502,f,f,f
1745,8065,3,,f,,f,f,f
1746,8038,3,,f,,f,f,f
1748,8065,10,,t,1500,t,f,f
1749,21258,1,,f,,t,f,t
1750,15694,3,,t,1506,f,f,f
1751,15694,3,,t,1507,f,f,f
1752,8376,5,,f,,f,f,f
1753,15617,1,,f,,f,f,f
1754,14630,2,,f,,f,f,f
1755,3685,2,,f,,f,f,f
1756,8376,5,,f,,f,f,f
1757,15617,1,,f,,f,f,f
1758,3675,2,,f,,f,f,f
1759,3627,2,,f,,f,f,f
1760,8376,5,,f,,f,f,f
1761,15617,1,,f,,f,f,f
1762,14631,2,,f,,f,f,f
1763,3684,2,,f,,f,f,f
1764,8376,5,,f,,f,f,f
1765,15617,1,,f,,f,f,f
1766,14630,2,,f,,f,f,f
1767,3685,2,,f,,f,f,f
1768,8376,5,,f,,f,f,f
1769,15617,1,,f,,f,f,f
1770,3675,2,,f,,f,f,f
1771,3627,2,,f,,f,f,f
1772,8376,5,,f,,f,f,f
1773,15617,1,,f,,f,f,f
1774,14631,2,,f,,f,f,f
1775,3684,2,,f,,f,f,f
1777,14071,1,,f,,t,f,t
1778,21796,1,3949,t,1515,t,f,t
1779,21795,1,3948,t,1516,t,f,t
1780,21797,1,3950,t,1517,t,f,t
1781,21794,1,3947,t,1518,t,f,t
1782,21846,3,,f,,t,f,t
1783,8022,3,,f,,f,f,f
1784,8017,3,,f,,f,f,f
1786,8357,5,,f,,f,f,f
1787,16343,5,,f,,f,f,f
1788,8053,2,,f,,f,f,f
1789,8357,2,,f,,f,f,f
1790,16343,3,,f,,f,f,f
1791,8022,3,,f,,f,f,f
1792,8017,3,,f,,f,f,f
1793,8053,2,,f,,f,f,f
1794,8357,2,,f,,f,f,f
1795,16343,3,,f,,f,f,f
1796,17273,3,2959,f,,t,f,t
1797,16287,1,,f,,t,f,t
1798,3603,2,,f,,f,f,f
1799,14630,2,,f,,f,f,f
1800,24967,1,4509,t,1522,t,t,t
1801,3515,2,,f,,f,f,f
1802,3627,2,,f,,f,f,f
1803,19944,2,,f,,f,f,f
1804,3713,2,,f,,f,f,f
1805,8017,3,,f,,f,f,f
1806,8017,3,,f,,f,f,f
1807,8036,3,,f,,f,f,f
1808,773,3,,f,,f,f,f
1810,3603,2,,f,,f,f,f
1811,14630,2,,f,,f,f,f
1812,3515,2,,f,,f,f,f
1813,3627,2,,f,,f,f,f
1814,19944,2,,f,,f,f,f
1815,3713,2,,f,,f,f,f
1816,8017,3,,f,,f,f,f
1817,8017,3,,f,,f,f,f
1818,8036,3,,f,,f,f,f
1819,773,3,,f,,f,f,f
1820,8518,5,,t,1531,t,f,f
1821,8519,5,,t,1532,t,f,f
1822,15581,5,,t,1533,t,f,f
1823,8318,1,,t,1534,t,f,f
1824,8337,1,,t,1535,t,f,f
1825,8256,1,,t,1536,t,f,f
1826,8256,1,,t,1537,t,f,f
1827,8256,1,,t,1538,t,f,f
1828,17664,3,,t,1539,t,f,f
1829,8497,3,,t,1540,t,f,f
1830,8489,3,,t,1541,t,f,f
1831,8493,3,,t,1542,t,f,f
1832,8518,5,,t,1543,t,f,f
1833,8519,5,,t,1544,t,f,f
1834,15581,5,,t,1545,t,f,f
1835,8318,1,,t,1546,t,f,f
1836,8337,1,,t,1547,t,f,f
1837,8256,1,,t,1548,t,f,f
1838,8256,1,,t,1549,t,f,f
1839,8256,1,,t,1550,t,f,f
1840,17664,3,,t,1551,t,f,f
1841,8497,3,,t,1552,t,f,f
1842,8489,3,,t,1553,t,f,f
1843,8493,3,,t,1554,t,f,f
1844,23219,1,,t,1558,t,f,t
1846,23331,5,5160,f,,t,f,t
1847,24432,1,2937,t,1599,t,f,f
1848,8376,5,,f,,f,f,f
1849,15617,1,,f,,f,f,f
1850,14630,4,,f,,f,f,f
1851,3711,2,,f,,f,f,f
1852,18936,1,,f,,f,f,f
1853,8376,5,,f,,f,f,f
1854,15617,1,,f,,f,f,f
1855,14631,4,,f,,f,f,f
1856,3667,2,,f,,f,f,f
1857,18937,1,,f,,f,f,f
1858,8376,5,,f,,f,f,f
1859,15617,1,,f,,f,f,f
1860,3675,4,,f,,f,f,f
1861,14629,2,,f,,f,f,f
1862,18941,1,,f,,f,f,f
1863,19945,2,,f,,f,f,f
1864,3628,2,,f,,f,f,f
1865,784,1,,f,,f,f,f
1866,7747,2,,f,,f,f,f
1867,15767,2,,f,,f,f,f
1868,3627,1,,f,,f,f,f
1869,3546,2,,f,,f,f,f
1870,3507,2,,f,,f,f,f
1871,3713,1,,f,,f,f,f
1872,8013,2,,f,,f,f,f
1873,19944,2,,f,,f,f,f
1874,14630,1,,f,,f,f,f
1875,8055,2,,f,,f,f,f
1876,8005,2,,f,,f,f,f
1877,3675,1,,f,,f,f,f
1878,7998,2,,f,,f,f,f
1879,8005,2,,f,,f,f,f
1880,8001,1,,f,,f,f,f
1881,773,2,,f,,f,f,f
1882,16290,2,,f,,f,f,f
1883,8036,1,,f,,f,f,f
1884,8054,2,,f,,f,f,f
1885,14629,2,,f,,f,f,f
1886,14631,1,,f,,f,f,f
1887,8376,5,,f,,f,f,f
1888,15618,1,,f,,f,f,f
1889,19927,2,,f,,f,f,f
1890,8028,2,,f,,f,f,f
1891,18936,3,,f,,f,f,f
1892,8376,5,,f,,f,f,f
1893,15618,1,,f,,f,f,f
1894,19928,2,,f,,f,f,f
1895,8050,2,,f,,f,f,f
1896,18937,3,,f,,f,f,f
1897,8376,5,,f,,f,f,f
1898,15618,1,,f,,f,f,f
1899,15749,2,,f,,f,f,f
1900,3564,2,,f,,f,f,f
1901,18941,3,,f,,f,f,f
1902,8052,3,,f,,f,f,f
1903,14621,2,,f,,f,f,f
1904,19907,1,,f,,f,f,f
