id,buff_id,event_id,effect_on_source,effect_id,use_damage_amount,use_original_source,target_buff_tag_id,target_no_buff_tag_id,synergy
1681,2984,6,t,17048,f,f,,,f
1686,2801,6,f,17054,f,f,,,f
1687,2984,12,t,17056,f,f,,,f
1689,2801,6,f,17058,f,f,,,f
1691,2802,6,f,17060,f,f,,,f
1692,2947,6,f,17061,f,f,,,f
1693,2947,6,f,17062,f,f,,,f
1694,2999,6,t,17063,f,f,,,f
1695,2999,6,f,17064,f,f,,,f
1697,3000,6,t,17067,f,f,,,f
1698,3000,6,f,17068,f,f,,,f
1700,3001,6,t,17071,f,f,,,f
1701,3001,6,f,17072,f,f,,,f
1702,3002,6,t,17074,f,f,,,f
1703,3002,6,f,17075,f,f,,,f
1704,2984,6,t,17077,f,f,,,f
1705,2984,6,t,17078,f,f,,,f
1706,2984,6,t,17079,f,f,,,f
1707,2984,6,t,17080,f,f,,,f
1709,2782,6,f,17097,f,f,,,f
1710,2800,6,f,17098,f,f,,,f
1712,3003,6,f,17108,f,f,,,f
1713,3003,6,f,17109,f,f,,,f
1716,2803,6,f,17118,f,f,,,f
1717,2802,6,t,17119,f,f,,,f
1719,2991,2,f,17122,f,f,,,f
1722,2803,6,f,17131,f,f,,,f
1723,2802,6,f,17132,f,f,,,f
1724,3006,4,f,17139,f,f,,,f
1729,3007,6,f,17146,f,f,,,f
1732,1456,6,f,17212,f,f,,,f
1733,1456,6,f,17214,f,f,,,f
1734,1471,6,f,17216,f,f,,,f
1736,1568,6,f,17234,f,f,,,f
1737,1568,6,f,17235,f,f,,,f
1738,1568,6,f,17236,f,f,,,f
1739,1569,6,f,17240,f,f,,,f
1740,1569,6,f,17241,f,f,,,f
1741,1569,6,f,17242,f,f,,,f
1742,1568,6,f,17246,f,f,,,f
1743,1569,6,f,17247,f,f,,,f
1744,3026,7,f,17252,f,f,,,f
1745,3026,6,f,17253,f,f,,,f
1747,3027,6,f,17256,f,f,,,f
1750,2443,12,f,17267,f,f,,,f
1751,2715,12,f,17281,f,f,,,f
1754,328,4,f,17301,f,f,,,f
1755,330,4,f,17302,f,f,,,f
1756,329,4,f,17303,f,f,,,f
1757,330,6,f,17304,f,f,,,f
1758,329,6,f,17305,f,f,,,f
1759,328,6,f,17306,f,f,,,f
1760,3028,3,t,17314,f,f,,,f
1761,3027,6,f,17317,f,f,,,f
1764,3026,12,f,17323,f,f,,,f
1768,2593,12,f,17361,f,f,,,f
1769,1836,6,f,17369,f,f,,,f
1771,3042,6,f,17371,f,f,,,f
1772,3044,6,f,17403,f,f,,,f
1773,3044,6,t,17404,f,t,,,f
1776,1162,6,t,17411,f,f,,,f
1777,3048,6,f,17422,f,f,,,f
1778,3049,6,f,17423,f,f,,,f
1780,2559,4,f,17456,f,f,,,f
1782,3042,6,f,17474,f,f,,,f
1784,3069,6,t,17543,f,f,,,f
1785,3069,6,f,17546,f,f,,,f
1786,3070,6,f,17559,f,f,,,f
1787,3078,6,f,17592,f,f,,,f
1788,3079,6,f,17594,f,f,,,f
1790,3083,6,f,17600,f,f,,,f
1791,3083,6,f,17601,f,f,,,f
1792,3085,6,f,17611,f,f,,,f
1794,171,12,f,17685,f,f,,,f
1796,3096,6,t,17702,f,f,,,f
1797,3096,6,f,17703,f,f,,,f
1798,3099,6,f,17706,f,f,,,f
1800,3100,6,f,17713,f,f,,,f
1801,3100,6,f,17714,f,f,,,f
1802,3100,6,f,17716,f,f,,,f
1803,3100,6,f,17717,f,f,,,f
1804,3100,6,f,17718,f,f,,,f
1805,3104,12,f,17760,f,f,,,f
1806,3104,6,f,17761,f,f,,,f
1807,3106,6,f,17767,f,f,,,f
1808,3109,6,f,17773,f,f,,,f
1809,3109,6,f,17796,f,f,,,f
1812,3115,12,f,17812,f,f,,,f
1814,3115,12,f,17814,f,f,,,f
1815,1325,6,f,17821,f,f,,,f
1817,1325,6,f,17829,f,f,,,f
1818,3117,6,f,17834,f,f,,,f
1819,3118,6,f,17848,f,f,,,f
1821,3120,12,f,17860,f,f,,,f
1824,3117,6,f,17879,f,f,,,f
1825,3117,6,f,17885,f,f,,,f
1826,3117,6,f,17886,f,f,,,f
1827,3117,6,f,17887,f,f,,,f
1828,3117,6,f,17888,f,f,,,f
1829,3117,6,f,17889,f,f,,,f
1830,3117,6,f,17890,f,f,,,f
1831,3117,6,f,17891,f,f,,,f
1832,3117,6,f,17892,f,f,,,f
1833,3117,6,f,17893,f,f,,,f
1834,3117,6,f,17894,f,f,,,f
1835,3117,6,f,17895,f,f,,,f
1836,3117,6,f,17896,f,f,,,f
1837,3117,6,f,17897,f,f,,,f
1838,3106,6,f,17908,f,f,,,f
1840,3109,6,f,17913,f,f,,,f
1841,3109,6,f,17914,f,f,,,f
1842,3109,6,f,17915,f,f,,,f
1843,3109,6,f,17916,f,f,,,f
1844,3109,6,f,17917,f,f,,,f
1845,3109,6,f,17918,f,f,,,f
1851,3146,6,f,18013,f,f,,,f
1853,3148,6,f,18018,f,f,,,f
1856,3153,12,f,18031,f,f,,,f
1857,3153,6,f,18032,f,f,,,f
1858,3156,6,f,18070,f,f,,,f
1859,3156,6,f,18071,f,f,,,f
1873,3158,6,t,18093,f,f,,,f
1874,3168,6,f,18156,f,f,,,f
1877,3170,12,f,18169,f,f,,,f
1880,3176,6,t,18250,f,f,,,f
1883,3173,11,f,18257,f,f,,,f
1888,3199,6,f,18359,f,f,,,f
1890,885,6,f,18373,f,f,,,f
1891,3216,6,f,18375,f,f,,,f
1901,3444,6,f,18420,f,f,,,f
1904,1186,6,f,18454,f,f,,,f
1905,2736,12,f,18473,f,f,,,f
1906,96,12,f,18475,f,t,,,f
1907,2286,12,f,18476,f,t,,,f
1908,156,12,f,18481,f,t,,,f
1909,2277,12,f,18482,f,t,,,f
1910,266,12,f,18483,f,t,,,f
1911,3190,12,f,18484,f,t,,,f
1914,975,12,f,18494,f,t,,,f
1915,2278,12,f,18495,f,t,,,f
1916,402,12,f,18496,f,t,,,f
1917,403,12,f,18497,f,t,,,f
1918,404,12,f,18498,f,t,,,f
1919,182,12,f,18499,f,t,,,f
1921,810,12,f,18501,f,t,,,f
1923,328,12,f,18503,f,t,,,f
1924,329,12,f,18504,f,t,,,f
1925,330,12,f,18505,f,t,,,f
1926,3458,6,f,18507,f,f,,,f
1927,468,12,f,18510,f,t,,,f
1928,507,12,f,18511,f,t,,,f
1929,745,12,f,18512,f,t,,,f
1930,854,12,f,18513,f,t,,,f
1931,855,12,f,18514,f,t,,,f
1932,856,12,f,18515,f,t,,,f
1933,857,12,f,18516,f,t,,,f
1934,455,6,f,18517,f,t,,,f
1938,2763,12,f,18521,f,t,,,f
1939,2765,12,f,18522,f,t,,,f
1940,2766,12,f,18523,f,t,,,f
1941,2767,12,f,18524,f,t,,,f
1942,2768,12,f,18525,f,t,,,f
1943,474,12,f,18526,f,t,,,f
1952,3528,11,t,18569,f,f,,,f
1953,3529,11,t,18570,f,f,,,f
1954,3530,11,t,18571,f,f,,,f
1955,3531,2,f,18576,f,f,,,f
1956,3533,4,f,18585,f,t,,,f
1957,3534,4,f,18586,f,t,,,f
1958,3538,6,f,18595,f,f,,,f
1959,3538,6,t,18598,f,t,,,f
1961,1202,12,f,18613,f,f,,,f
1962,3003,12,f,18631,f,f,,,f
1964,3539,6,f,18634,f,f,,,f
1967,3550,6,t,18649,f,f,,,f
1968,3549,6,t,18650,f,f,,,f
1969,3551,4,f,18655,t,f,,,f
1970,3552,6,f,18673,f,f,,,f
1971,3555,6,f,18691,f,f,,,f
1972,3556,12,f,18699,f,f,,,f
1973,3556,6,f,18700,f,f,,,f
1987,3557,6,f,18733,f,f,,,f
1988,3557,6,f,18734,f,f,,,f
1991,3560,6,f,18749,f,f,,,f
1992,3560,6,f,18750,f,f,,,f
1993,3561,1,f,18752,f,f,,,f
1995,1783,12,f,18767,f,f,,,f
1996,3550,6,t,18776,f,f,,,f
2000,2445,6,f,18789,f,t,,,f
2002,886,6,f,18791,f,t,,,f
2004,3568,4,f,18793,f,t,,,f
2005,3569,4,f,18794,f,t,,,f
2008,3104,12,f,18806,f,f,,,f
2009,3575,6,f,18834,f,f,,,f
2010,3575,6,t,18835,f,f,,,f
2011,3153,12,f,18838,f,f,,,f
2020,3081,12,f,18851,f,f,,,f
2021,3081,6,f,18852,f,f,,,f
2022,3081,12,f,18854,f,f,,,f
2024,3577,6,t,18863,f,f,,,f
2025,3577,6,t,18864,f,f,,,f
2027,3115,6,f,18872,f,f,,,f
2032,3554,6,f,18906,f,f,,,f
2033,3583,11,t,18909,f,f,,,f
2034,3584,11,t,18910,f,f,,,f
2035,3585,6,t,18914,f,f,,,f
2038,3593,6,f,18954,f,f,,,f
2039,3556,12,f,18979,f,f,,,f
2041,3604,6,f,19011,f,f,,,f
2042,1623,6,f,19017,f,t,,,f
2043,2857,6,f,19018,f,t,,,f
2044,2858,6,f,19019,f,t,,,f
2048,3522,4,t,19128,t,f,,,f
2049,3613,12,f,19139,f,f,,,f
2050,3539,12,f,19144,f,f,,,f
2051,2939,6,f,19169,f,f,,,f
2052,2939,6,f,19170,f,f,,,f
2053,2939,6,f,19171,f,f,,,f
2054,2939,6,f,19172,f,f,,,f
2055,2940,6,f,19175,f,f,,,f
2056,2940,6,f,19176,f,f,,,f
2057,2940,6,f,19178,f,f,,,f
2058,2940,6,f,19181,f,f,,,f
2060,2941,6,f,19183,f,f,,,f
2061,2941,6,f,19184,f,f,,,f
2062,2941,6,f,19185,f,f,,,f
2063,2942,6,f,19186,f,f,,,f
2064,2942,6,f,19187,f,f,,,f
2065,2942,6,f,19188,f,f,,,f
2066,2942,6,f,19189,f,f,,,f
2067,2943,6,f,19191,f,f,,,f
2068,2943,6,f,19192,f,f,,,f
2069,2943,6,f,19193,f,f,,,f
2071,3627,6,f,19282,f,f,,,f
2072,3099,6,f,19331,f,f,,,f
2077,3638,12,f,19378,f,t,,,f
2079,3640,6,f,19392,f,f,,,f
2080,2446,6,f,19445,f,t,,,f
2082,2624,12,f,19447,f,t,,,f
2083,114,12,f,19449,f,t,,,f
2084,2275,12,f,19450,f,t,,,f
2085,11,12,f,19457,f,t,,,f
2086,3648,6,f,19460,f,f,,,f
2087,3648,6,f,19461,f,f,,,f
2088,3649,4,f,19464,f,f,,,f
2089,3648,6,f,19465,f,f,,,f
2091,84,1,f,19475,f,t,,,f
2092,245,12,f,19487,f,t,,,f
2093,551,12,f,19488,f,t,,,f
2094,181,12,f,19489,f,t,,,f
2095,256,12,f,19498,f,t,,,f
2096,1843,12,f,19499,f,t,,,f
2097,883,12,f,19500,f,t,,,f
2098,2170,12,f,19501,f,t,,,f
2099,2172,12,f,19502,f,t,,,f
2100,2173,12,f,19503,f,t,,,f
2101,2175,12,f,19504,f,t,,,f
2103,1248,12,f,19508,f,t,,,f
2104,1247,12,f,19509,f,t,,,f
2106,1246,12,f,19512,f,t,,,f
2107,1249,12,f,19513,f,t,,,f
2108,772,12,f,19517,f,t,,,f
2109,3653,12,f,19523,f,f,,,f
2110,3653,6,f,19524,f,f,,,f
2111,467,12,f,19536,f,t,,,f
2112,552,12,f,19537,f,t,,,f
2113,3653,12,f,19538,f,f,,,f
2117,3659,3,f,19569,f,f,,,f
2125,3665,6,t,19631,f,f,,,f
2130,1168,6,f,19672,f,f,,,f
2131,3146,12,f,19722,f,f,,,f
2132,1962,12,f,19750,f,f,,,f
2133,3560,1,f,19879,f,f,,,f
2135,2289,12,f,19905,f,f,,,f
2137,3679,4,f,19917,t,f,,,f
2141,3687,12,f,19933,f,t,,,f
2143,3694,6,f,19952,f,f,,,f
2144,3694,12,f,19953,f,f,,,f
2146,3695,6,f,19958,f,f,,,f
2147,3695,12,f,19959,f,f,,,f
2148,3696,6,f,19962,f,f,,,f
2149,3696,12,f,19963,f,f,,,f
2150,3649,6,f,19970,f,f,,,f
2151,3649,4,f,19971,f,f,,,f
2154,3698,12,f,20000,f,f,,,f
2156,3699,6,f,20008,f,f,,,f
2157,3699,6,f,20009,f,f,,,f
2158,3701,6,f,20056,f,f,,,f
2159,2559,5,f,20072,f,f,,,f
2160,3704,6,f,20101,f,f,,,f
2164,3707,6,f,20125,f,f,,,f
2168,425,12,f,20151,f,f,,,f
2169,1406,6,f,20191,f,t,,,f
2171,3168,6,f,20208,f,f,,,f
2172,3712,1,f,20229,f,f,,,f
2175,3003,12,f,20241,f,f,,,f
2176,3199,6,f,20255,f,f,,,f
2178,559,6,t,20277,f,f,,,f
2179,559,6,t,20278,f,f,,,f
2180,559,6,t,20279,f,f,,,f
2181,3464,4,f,20288,t,f,,,f
2182,3465,4,f,20289,t,f,,,f
2183,3466,4,f,20290,t,f,,,f
2186,3469,4,f,20293,t,f,,,f
2187,3470,4,f,20294,t,f,,,f
2188,3471,4,f,20295,t,f,,,f
2194,449,6,f,20330,f,t,,,f
2196,3578,12,f,20333,f,f,,,f
2197,2412,12,t,20339,f,f,,,f
2198,1721,12,t,20340,f,t,,,f
2200,3721,8,f,20349,f,f,,,f
2201,3721,6,f,20350,f,t,,,f
2204,3141,6,f,20411,f,f,,,f
2205,3128,6,f,20414,f,f,,,f
2207,3601,12,f,20420,f,t,,,f
2208,3675,6,f,20435,f,f,,,f
2214,3745,6,f,20589,f,f,,,f
2216,3752,6,f,20623,f,f,,,f
2217,3753,6,f,20627,f,f,,,f
2218,3754,12,f,20631,f,f,,,f
2219,3759,6,f,20641,f,f,,,f
2220,2611,6,t,20686,f,f,,,f
2221,181,12,t,20713,f,f,,,f
2223,1133,12,f,20715,f,f,,,f
2225,3770,6,f,20717,f,f,,,f
2226,2984,12,f,20725,f,f,,,f
2227,2981,12,f,20726,f,f,,,f
2228,2982,12,f,20727,f,f,,,f
2229,2999,12,f,20728,f,f,,,f
2230,3000,12,f,20729,f,f,,,f
2231,3001,12,f,20730,f,f,,,f
2232,3002,12,f,20731,f,f,,,f
2233,3772,6,f,20736,f,f,,,f
2234,3772,6,f,20737,f,f,,,f
2235,3099,12,f,20743,f,f,,,f
2236,1473,6,f,20749,f,f,,,f
2237,1473,6,f,20753,f,f,,,f
2239,3777,12,f,20764,f,f,,,f
2241,2138,6,f,20786,f,f,,,f
2244,3782,6,f,20801,f,f,,,f
2247,3099,6,f,20833,f,f,,,f
2248,3798,6,f,20860,f,f,,,f
2251,3801,12,f,20896,f,f,,,f
2252,3802,6,f,20898,f,f,,,f
2253,3802,12,f,20899,f,f,,,f
2254,3804,6,f,20902,f,f,,,f
2255,3804,6,f,20903,f,f,,,f
2256,1442,6,f,20904,f,f,,,f
2257,3804,12,f,20905,f,f,,,f
2260,3808,12,f,20919,f,f,,,f
2261,3808,6,f,20920,f,f,,,f
2262,3808,6,f,20921,f,f,,,f
2264,3810,6,f,20928,f,f,,,f
2265,3808,12,f,20932,f,f,,,f
2268,3819,12,f,20985,f,t,,,f
2271,3823,12,f,20991,f,t,,,f
2272,3824,12,f,20992,f,t,,,f
2275,3829,6,f,21011,f,f,,,f
2277,3837,6,f,21032,f,f,,,f
2278,2675,12,t,21047,f,f,,,f
2282,770,12,f,21082,f,t,,,f
2284,771,12,f,21084,f,t,,,f
2297,3862,12,f,21173,f,t,,,f
2303,3866,6,f,21202,f,f,,,f
2304,3866,6,f,21203,f,f,,,f
2305,3850,6,f,21209,f,f,,,f
2307,1376,12,f,21220,f,f,,,f
2313,3741,6,f,21241,f,f,,,f
2316,3741,6,f,21259,f,f,,,f
2318,3874,12,f,21283,f,f,,,f
2319,3874,6,f,21284,f,f,,,f
2323,3879,12,f,21306,f,f,,,f
2324,3880,12,f,21307,f,f,,,f
2325,3881,12,f,21308,f,f,,,f
2334,3702,6,f,21356,f,f,,,f
2335,3886,6,f,21359,f,f,,,f
2338,3900,6,f,21409,f,f,,,f
2339,3901,6,f,21424,f,f,,,f
2340,3896,6,t,21427,f,t,,,f
2341,3902,4,f,21428,f,f,,,f
2343,3908,6,f,21447,f,f,,,f
2344,3906,6,f,21448,f,f,,,f
2345,3917,6,f,21472,f,f,,,f
2346,3933,12,t,21513,f,f,,,f
2350,3927,6,f,21553,f,f,,,f
2352,3942,6,f,21584,f,f,,,f
2354,3951,12,t,21604,f,f,,,f
2357,3953,6,f,21614,f,f,,,f
2358,3956,6,f,21629,f,f,,,f
2361,3926,12,f,21633,f,f,,,f
2362,3970,12,t,21637,f,f,,,f
2363,3979,6,f,21652,f,f,,,f
2364,3985,12,f,21678,f,t,,,f
2365,3982,12,f,21679,f,t,,,f
2366,3987,6,f,21697,f,f,,,f
2370,935,12,f,21752,f,f,,,f
2372,4003,6,f,21801,f,f,,,f
2380,4042,1,f,21887,f,f,,,f
2383,3864,6,f,21946,f,f,,,f
2385,4056,6,f,21981,f,f,,,f
2386,4060,12,f,21990,f,f,,,f
2387,4066,6,f,22016,f,f,,,f
2389,4072,12,f,22041,f,f,,,f
2390,4059,12,f,22051,f,f,,,f
2392,3860,6,t,22093,f,t,,,f
2394,4091,6,f,22108,f,f,,,f
2395,4094,1,f,22119,f,f,,,f
2402,4107,6,f,22168,f,f,,,f
2403,4093,6,f,22169,f,f,,,f
2405,4115,6,f,22185,f,f,,,f
2407,4117,6,f,22193,f,f,,,f
2408,4118,6,f,22194,f,f,,,f
2409,4112,6,f,22209,f,f,,,f
2411,4128,6,f,22220,f,f,,,f
2412,2418,6,f,22233,f,t,,,f
2414,4109,6,f,22241,f,f,,,f
2416,1837,12,f,22244,f,f,,,f
2417,1837,6,f,22253,f,f,,,f
2420,4143,1,f,22269,f,f,,,f
2423,4159,9,f,22327,f,f,,,f
2424,4161,7,f,22329,f,f,,,f
2425,4161,8,f,22330,f,f,,,f
2426,4162,12,f,22334,f,f,,,f
2427,4073,6,f,22336,f,f,,,f
2429,3884,6,f,22339,f,f,,,f
2430,4165,4,f,22344,f,f,,,f
2435,4171,6,f,22371,f,f,,,f
2436,3941,6,f,22372,f,f,,,f
2440,4127,6,f,22420,f,f,,,f
2441,4187,6,f,22422,f,f,,,f
2443,4163,6,f,22426,f,f,,,f
2444,4188,12,f,22434,f,f,,,f
2445,4163,6,f,22436,f,f,,,f
2447,4140,12,f,22443,f,f,,,f
2449,4191,12,f,22445,f,f,,,f
2457,4200,6,f,22481,f,f,,,f
2466,4213,6,f,22540,f,t,,,f
2470,4217,6,t,22560,f,f,,,f
2471,4217,6,t,22561,f,f,,,f
2472,4217,6,f,22562,f,f,,,f
2473,4085,5,f,22563,f,f,,,f
2480,4225,6,t,22587,f,f,,,f
2483,4235,12,f,22648,f,f,,,f
2485,4214,6,f,22664,f,f,,,f
2486,4246,12,f,22680,f,f,,,f
2487,4247,6,f,22681,f,f,,,f
2489,4037,12,f,22709,f,f,,,f
2490,4257,3,t,22743,t,f,,,f
2492,4261,6,f,22745,f,f,,,f
2493,845,6,f,22746,f,f,,,f
2495,4265,12,f,22753,f,f,,,f
2496,4270,6,f,22764,f,f,,,f
2497,4272,6,f,22767,f,f,,,f
2500,4279,6,f,22778,f,f,,,f
2501,4279,12,f,22782,f,f,,,f
2502,4282,6,t,22792,f,f,,,f
2505,4285,6,f,22804,f,f,,,f
2506,4285,6,f,22805,f,f,,,f
2509,2112,12,f,22821,f,f,,,f
2510,2111,12,f,22822,f,f,,,f
2511,2115,12,f,22826,f,t,,,f
2512,2116,12,f,22828,f,t,,,f
2513,4278,12,f,22859,f,f,,,f
2515,4295,4,f,22863,f,f,,,f
2517,4295,6,f,22865,f,f,,,f
2519,4297,12,f,22867,f,f,,,f
2524,4278,6,t,22877,f,t,,,f
2525,4278,6,f,22878,f,f,,,f
2526,4301,12,f,22884,f,f,,,f
2528,4301,6,f,22886,f,f,,,f
2529,2129,12,f,22887,f,t,,,f
2530,2130,12,f,22888,f,t,,,f
2532,4302,6,f,22896,f,f,,,f
2534,4305,6,t,22902,f,f,,,f
2535,4305,6,t,22907,f,f,,,f
2537,4297,6,f,22913,f,f,,,f
2542,4309,12,f,22926,f,f,,,f
2543,4314,6,f,22932,f,f,,,f
2544,4314,12,f,22933,f,f,,,f
2545,4315,6,f,22936,f,f,,,f
2548,4316,12,f,22939,f,f,,,f
2549,4316,6,f,22940,f,f,,,f
2551,4317,12,f,22948,f,f,,,f
2552,4317,6,f,22949,f,f,,,f
2553,4322,12,f,22954,f,t,,,f
2554,4320,6,f,22961,f,f,,,f
2555,4324,12,f,22962,f,f,,,f
2556,4325,12,f,22963,f,f,,,f
2563,4334,6,f,23019,f,f,,,f
2564,4340,11,t,23031,f,f,,,f
2565,4101,12,f,23038,f,f,,,f
2569,4344,6,f,23066,f,f,,,f
2572,4352,6,f,23098,f,f,,,f
2573,4113,12,f,23104,f,f,,,f
2574,4112,12,f,23106,f,f,,,f
2575,1698,6,f,23116,f,f,,,f
2576,4357,12,f,23119,f,f,,,f
2577,4358,6,f,23121,f,f,,,f
2578,4331,6,f,23122,f,f,,,f
2579,4331,6,f,23123,f,f,,,f
2580,1796,6,f,23127,f,f,,,f
2583,4360,6,f,23136,f,f,,,f
2584,4283,11,f,23154,f,f,,,f
2585,4283,11,f,23170,f,f,,,f
2586,4368,11,t,23172,f,f,,,f
2588,4370,6,f,23179,f,f,,,f
2589,4369,6,f,23180,f,f,,,f
2590,4372,6,f,23194,f,f,,,f
2591,4372,6,f,23196,f,f,,,f
2593,4375,12,f,23209,f,f,,,f
2603,4377,12,f,23237,f,f,,,f
2604,4376,12,f,23241,f,f,,,f
2605,4140,12,f,23243,f,f,,,f
2606,4375,12,f,23252,f,f,,,f
2609,4358,6,f,23268,f,f,,,f
2610,4066,6,f,23269,f,f,,,f
2612,4383,6,f,23273,f,f,,,f
2615,4394,6,t,23305,f,f,,,f
2617,4394,12,f,23307,f,f,,,f
2618,4394,6,t,23308,f,f,,,f
2619,4398,6,f,23314,f,f,,,f
2621,4394,12,f,23344,f,f,,,f
2624,4409,6,f,23380,f,f,,,f
2629,4415,6,f,23401,f,f,,,f
2641,4418,6,f,23434,f,f,,,f
2643,4397,6,f,23450,f,f,,,f
2646,4278,6,f,23458,f,f,,,f
2647,4416,6,f,23470,f,f,,,f
2649,4422,12,f,23475,f,f,,,f
2652,4395,6,f,23483,f,f,,,f
2661,4426,6,f,23499,f,f,,,f
2665,3999,12,f,23511,f,f,,,f
2670,4427,6,f,23524,f,f,,,f
2673,4141,6,f,23532,f,f,,,f
2678,4428,6,f,23556,f,f,,,f
2679,4421,6,f,23558,f,f,,,f
2681,1044,6,t,23598,f,f,,,f
2682,1044,6,t,23599,f,f,,,f
2683,1044,6,t,23600,f,f,,,f
2684,4437,11,t,23613,f,f,,,f
2685,4438,11,t,23615,f,f,,,f
2686,4440,6,f,23628,f,f,,,f
2687,4441,6,f,23629,f,f,,,f
2688,4444,6,t,23646,f,f,,,f
2689,4445,6,t,23647,f,f,,,f
2690,4446,6,t,23648,f,f,,,f
2692,4450,12,f,23663,f,f,,,f
2693,4450,6,t,23664,f,t,,,f
2694,4450,6,f,23665,f,f,,,f
2695,4450,6,f,23666,f,f,,,f
2696,4452,12,f,23674,f,f,,,f
2697,4452,6,f,23675,f,f,,,f
2698,4451,6,f,23684,f,f,,,f
2700,4458,6,f,23708,f,f,,,f
2702,4463,12,f,23730,f,f,,,f
2703,4462,6,t,23741,f,f,,,f
2704,4466,6,t,23748,f,f,,,f
2705,4464,12,f,23749,f,f,,,f
2706,4467,6,t,23753,f,f,,,f
2707,4468,6,t,23766,f,f,,,f
2708,4469,12,f,23769,f,f,,,f
2709,4469,6,f,23780,f,f,,,f
2710,4464,6,f,23781,f,f,,,f
2711,4463,6,f,23782,f,f,,,f
2712,4473,6,t,23794,f,f,,,f
2713,4466,6,f,23795,f,f,,,f
2714,4473,6,f,23796,f,f,,,f
2715,4475,6,f,23813,f,f,,,f
2716,4476,6,f,23823,f,f,,,f
2720,4477,6,f,23832,f,f,,,f
2723,4294,6,f,23840,f,f,,,f
2724,4481,6,t,23846,f,f,,,f
2726,4481,6,t,23848,f,f,,,f
2727,4481,6,t,23849,f,f,,,f
2728,4470,6,f,23862,f,f,,,f
2732,4486,6,f,23874,f,f,,,f
2734,4484,6,f,23880,f,f,,,f
2735,4485,6,f,23881,f,f,,,f
2736,4488,6,f,23884,f,f,,,f
2737,4489,12,f,23887,f,f,,,f
2739,4490,6,f,23905,f,f,,,f
2741,4494,12,f,23930,f,f,,,f
2742,4462,12,f,23938,f,f,,,f
2743,4467,12,f,23939,f,f,,,f
2744,4468,12,f,23940,f,f,,,f
2745,4497,12,f,23946,f,f,,,f
2746,4497,6,f,23947,f,f,,,f
2747,4497,12,f,23950,f,f,,,f
2749,4498,6,f,23954,f,f,,,f
2752,4493,12,f,23991,f,f,,,f
2754,4501,12,f,24075,f,f,,,f
2755,4507,6,f,24140,f,f,,,f
2756,551,6,f,24205,f,f,,,f
2761,4515,4,f,24235,f,f,,,f
2765,2075,6,f,24240,f,f,,,f
2766,4526,6,f,24248,f,f,,,f
2772,4530,6,f,24263,f,f,,,f
2773,4532,11,f,24267,f,f,,,f
2774,4532,11,f,24268,f,f,,,f
2775,4533,11,f,24269,f,f,,,f
2776,4533,11,f,24270,f,f,,,f
2777,4518,6,f,24274,f,f,,,f
2778,4534,9,f,24285,t,f,,,f
2779,4534,12,f,24286,f,t,,,f
2782,4537,11,f,24300,f,f,,,f
2783,4537,11,f,24301,f,f,,,f
2784,4538,11,f,24302,f,f,,,f
2785,4538,11,f,24303,f,f,,,f
2786,1730,1,f,24343,f,f,,,f
2787,1730,12,f,24345,f,f,,,f
2789,4542,6,f,24349,f,f,,,f
2791,4545,6,f,24356,f,t,,,f
2795,4542,6,f,24361,f,f,,,f
2796,4542,6,f,24362,f,f,,,f
2799,4529,6,f,24369,f,f,,,f
2801,4547,11,f,24382,f,f,,,f
2802,1377,1,f,24395,f,f,,,f
2803,4555,6,f,24397,f,f,,,f
2804,4560,6,f,24412,f,f,,,f
2806,4561,6,f,24414,f,f,,,f
2812,4557,12,f,24471,f,f,,,f
2815,4570,6,f,24503,f,f,,,f
2816,4569,6,f,24504,f,f,,,f
2818,4572,5,f,24514,f,f,,,f
2819,4574,12,f,24547,f,f,,,f
2821,4578,6,f,24608,f,f,,,f
2822,4580,6,f,24631,f,f,,,f
2826,4584,6,f,24655,f,f,,,f
2829,4588,12,f,24711,f,f,,,f
2830,4590,6,f,24722,f,f,,,f
2831,4590,6,f,24723,f,f,,,f
2832,4561,6,f,24730,f,f,,,f
2833,1834,12,f,24738,f,f,,,f
2837,1910,6,f,24779,f,f,,,f
2838,4611,6,f,24785,f,f,,,f
2839,4612,6,f,24787,f,f,,,f
2841,4613,6,f,24810,f,f,,,f
2844,3114,6,f,24818,f,f,,,f
2846,3635,6,f,24831,f,f,,,f
2848,3114,6,f,24834,f,f,,,f
2849,4615,6,f,24835,f,f,,,f
2850,4616,6,t,24836,f,f,,,f
2851,4616,6,t,24837,f,f,,,f
2852,4617,6,t,24841,f,f,,,f
2853,4617,6,t,24842,f,f,,,f
2855,3529,11,t,24889,f,f,,,f
2856,1029,11,t,24891,f,f,,,f
2857,2097,11,t,24892,f,f,,,f
2858,4368,11,t,24893,f,f,,,f
2859,2098,11,t,24894,f,f,,,f
2860,2099,11,t,24895,f,f,,,f
2861,3530,11,t,24896,f,f,,,f
2862,3528,11,t,24897,f,f,,,f
2863,3583,11,t,24898,f,f,,,f
2864,3584,11,t,24899,f,f,,,f
2865,4340,11,t,24901,f,f,,,f
2866,4437,11,t,24902,f,f,,,f
2867,4438,11,t,24903,f,f,,,f
2868,4623,6,f,24904,f,f,,,f
2870,4628,12,f,24939,f,f,,,f
2871,4629,12,t,24942,f,f,,,f
2873,4099,6,f,24945,f,f,,,f
2874,1446,6,f,24950,f,f,,,f
2875,4368,6,t,24957,f,f,,,f
2876,1029,6,t,24958,f,f,,,f
2877,3528,6,t,24959,f,f,,,f
