id,damage_type_id,fixed_min,fixed_max,multiplier,use_mainhand_weapon,use_offhand_weapon,use_ranged_weapon,critical_bonus,target_buff_tag_id,target_buff_bonus,use_fixed_damage,use_level_damage,level_md,level_va_start,level_va_end,target_buff_bonus_mul,use_charged_buff,charged_buff_id,charged_mul,aggro_multiplier,health_steal_ratio,mana_steal_ratio,dps_multiplier,weapon_slot_id,check_crime,hit_anim_timing_id,use_target_charged_buff,target_charged_buff_id,target_charged_mul,dps_inc_multiplier,engage_combat,synergy,actability_group_id,actability_step,actability_mul,actability_add,charged_level_mul,adjust_damage_by_height,use_percent_damage,percent_min,percent_max,use_current_health,target_health_min,target_health_max,target_health_mul,target_health_add,fire_proc
1042,1,0,0,1.0,f,f,f,0,,0,f,t,0.3,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1043,1,0,0,1.0,f,f,f,0,,0,f,t,0.3,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1044,4,1,1,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1045,4,300,400,1.0,f,f,f,0,,0,f,t,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,17,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1046,4,300,400,1.0,f,f,f,0,,0,f,t,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1047,4,300,400,1.0,f,f,f,0,,0,f,t,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1048,4,300,400,1.0,f,f,f,0,,0,f,t,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1050,3,200,350,2.0,f,f,f,0,,0,f,t,1.0,0,0,0.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1051,1,0,0,3.0,t,f,f,0,,0,f,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1052,1,0,0,3.0,t,f,f,0,,0,f,f,4.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1053,4,0,0,3.0,t,f,f,0,,0,f,f,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1055,1,0,0,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1058,1,0,0,3.0,t,f,f,0,,0,f,f,2.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1059,1,0,0,2.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1060,1,1,1,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1074,1,0,0,3.0,t,f,f,0,,0,f,f,1.3,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1075,2,20,20,10.0,t,f,f,0,6,0,f,f,11.6,0,0,2.0,f,,1.0,1.0,100,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1076,1,0,0,3.0,t,f,f,0,,0,f,f,2.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1077,2,30,100,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1078,2,100,300,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1079,1,20,30,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1082,1,5,5,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1083,1,0,0,3.0,t,f,f,0,,0,f,f,4.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1094,1,0,0,1.0,f,f,f,0,,0,f,t,10.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1095,2,10,30,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1096,1,1,1,1.0,f,f,f,0,,0,f,t,0.1,15,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1097,2,50,200,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1098,4,300,500,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1099,3,2000,3000,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1102,3,100,150,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1104,3,100,150,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1107,2,5000,6000,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1108,4,0,0,1.0,f,f,t,0,,0,f,t,1.0,10,1,1.0,t,870,27.0,1.0,0,0,1.3,17,t,1,f,,1.0,1.3,t,f,,0,0.0,0.0,1.0,t,f,0,100,f,0,0,1.0,0,t
1109,2,50,150,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1110,3,500,700,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1111,3,1080,1320,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1112,2,0,0,1.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1113,2,18,30,3.0,t,f,f,0,,0,f,f,4.0,1,15,2.2,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1114,1,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1115,2,30,50,1.0,t,f,f,0,,0,f,f,1.0,0,0,0.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1116,2,90000,90000,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1120,4,50,100,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1121,2,2000,3000,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1122,2,300,300,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1125,1,0,0,2.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1126,1,0,0,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1127,2,0,0,0.5,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1128,2,15,30,1.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1132,2,0,0,3.0,t,f,f,0,,0,f,f,4.8,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1135,1,0,0,3.0,t,f,f,0,,0,f,f,3.8,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1137,3,200,350,12.0,f,f,f,0,,0,f,t,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1138,3,300,400,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1140,2,111,179,3.0,t,f,f,0,,0,f,f,6.8,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1141,3,300,500,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1142,3,300,500,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1143,3,300,500,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1144,3,300,500,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1145,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,1,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,2,f,,1.0,2.4,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1148,1,22,24,3.0,t,f,f,0,,0,f,f,0.5,15,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1151,2,30,60,5.0,f,f,f,0,,0,f,t,2.0,15,20,1.0,f,,1.0,1.0,0,0,3.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1152,1,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1153,2,77,97,3.0,t,f,f,0,,0,f,f,1.5,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1157,2,0,0,2.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1162,2,0,0,1.0,t,f,f,0,,0,f,f,1.0,15,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1163,4,0,0,2.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1164,4,0,0,1.0,t,f,f,0,10,0,f,f,1.0,0,0,1.6,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1166,2,71,71,1.0,f,f,f,0,14,0,f,t,1.0,10,5,2.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1188,1,0,0,1.0,f,f,f,0,,0,f,t,0.2,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1189,2,0,0,1.0,f,f,f,0,,0,f,t,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1190,2,0,0,1.0,f,f,f,0,,0,f,t,0.8,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1191,2,0,0,1.0,f,f,f,0,,0,f,t,0.8,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1192,4,78,82,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1197,3,0,0,1.0,f,f,f,0,,0,f,t,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1200,2,4000,5000,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1201,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1202,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1203,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1204,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1205,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1206,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1207,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1208,2,0,0,1.0,f,f,f,0,,0,f,t,3.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1210,2,0,0,1.0,f,f,f,0,,0,f,t,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1215,3,0,0,1000.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1217,3,0,0,1000.0,f,f,f,0,,0,f,t,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1218,1,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1221,4,0,0,2.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1222,1,33,55,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1227,4,0,0,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1228,2,0,0,0.6,t,f,f,0,,0,f,f,0.35,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1230,1,53,55,1.5,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1231,2,20,20,5.0,t,f,f,0,,0,f,f,2.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1233,3,2000,3000,1.0,f,f,f,0,,0,t,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1234,3,1800,2500,1.0,f,f,f,0,,0,t,f,0.8,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1235,3,1800,2000,1.0,f,f,f,0,,0,t,f,0.8,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1236,1,0,0,3.0,t,f,f,0,,0,f,f,0.75,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1238,1,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1239,3,3500,4500,1.0,f,f,f,0,,0,t,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1240,3,2000,2500,2.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1241,3,3500,4500,1.0,f,f,f,0,,0,t,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1242,3,3500,4500,1.0,f,f,f,0,,0,t,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1243,3,3500,4500,1.0,f,f,f,0,,0,t,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1244,3,3500,4500,1.0,f,f,f,0,,0,t,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1245,1,0,0,3.0,t,f,f,0,,0,f,f,1.1,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1246,2,0,0,1.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1247,1,10,10,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1248,2,30,50,1.0,t,f,f,0,,0,f,f,1.5,10,15,0.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1250,2,20,20,5.0,t,f,f,0,,0,f,f,4.25,10,15,1.0,f,,1.0,1.0,100,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1251,2,77,97,3.0,t,f,f,0,,0,f,f,1.5,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1252,1,33,55,3.0,t,f,f,0,,0,f,f,1.0,10,10,0.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1253,2,20,20,1.0,f,f,f,0,,0,f,t,50.0,10,10,1.0,f,,1.0,1.0,500,500,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1255,2,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1257,4,0,0,1.0,t,f,f,0,,0,f,f,0.5,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1258,2,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
1259,2,77,97,1.5,t,f,f,0,,0,f,f,0.6,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
