id,item_id,asset_id,base_enchantable,holdable_id,mod_set_id,eiset_id,or_unit_reqs,repairable,durability_multiplier,base_equipment,drawn_scale,worn_scale,recharge_buff_id,charge_lifetime,charge_count,useAsStat,skin_kind_id,fixed_visual_effect_id
1266,5858,3330,t,12,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1267,5859,3324,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1268,5860,3325,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1269,5861,3326,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1270,5862,3327,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1271,5863,3328,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1272,5864,3331,t,12,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1273,5865,3332,t,12,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1274,5866,3333,t,12,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1275,5867,3334,t,12,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1276,5868,3335,t,12,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1277,5869,3336,t,12,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1278,5870,3337,t,12,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1279,5871,3338,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1280,5872,3331,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1281,5873,3332,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1282,5874,3333,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1283,5875,3334,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1284,5876,3335,t,12,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1285,5877,3336,t,12,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1286,5878,3337,t,12,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1287,5879,3338,t,12,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1288,5880,3339,t,12,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1289,5881,3340,t,12,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1290,5882,3341,t,12,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1291,5883,3342,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1292,5884,3343,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1293,5885,3344,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1294,5886,3345,t,12,,,f,t,100,t,0.75,0.55,,0,0,t,3,
1295,5887,3346,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1296,5888,3339,t,12,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1297,5889,3340,t,12,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1298,5890,3341,t,12,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1299,5891,3342,t,12,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1300,5892,3343,t,12,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1301,5893,3344,t,12,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1302,5894,3345,t,12,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1303,5895,3346,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1304,5896,3347,t,12,,,f,t,100,t,0.68,0.53,,0,0,t,3,
1305,5897,3348,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1306,5898,3349,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1307,5899,3350,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1308,5900,3351,t,12,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1309,5901,3352,t,12,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1310,5902,3353,t,12,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1311,5903,3354,t,12,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1312,5904,3347,t,12,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1313,5905,3348,t,12,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1314,5906,3349,t,12,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1315,5907,3350,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1316,5908,3351,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1317,5909,3352,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1318,5910,3353,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1319,5911,3354,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1320,5912,3355,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1321,5913,3356,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1322,5914,3357,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1323,5915,3358,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1324,5916,3359,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1325,5917,3360,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1326,5918,3361,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1327,5919,3362,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1328,5920,3363,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1329,5921,3364,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1330,5922,3365,t,12,,,f,t,100,t,0.9,0.65,,0,0,t,3,
1331,5923,3366,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1332,5924,3367,t,12,,,f,t,100,t,0.74,0.54,,0,0,t,3,
1333,5925,3368,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1334,5926,3361,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1335,5927,3362,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1336,5928,3363,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1337,5929,3364,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1338,5930,3365,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1339,5931,3366,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1340,5932,3367,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1341,5933,3368,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1342,5934,3359,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1343,5935,3362,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1344,5936,1324,t,13,,,f,t,100,t,0.96,0.83,,0,0,t,3,
1345,5937,1321,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1346,5938,1322,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1347,5939,1323,t,13,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1348,5940,1324,t,13,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1349,5941,3878,t,13,71,,f,t,100,t,1.0,0.84,,0,0,t,3,
1350,5942,3879,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1351,5943,3880,t,13,44,,f,t,100,t,1.02,0.86,,0,0,t,3,
1352,5944,3881,t,13,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1353,5945,3882,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1354,5946,3883,t,13,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1355,5947,3884,t,13,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1356,5948,3885,t,13,73,,f,t,100,t,0.93,0.78,,0,0,t,3,
1357,5949,3886,t,13,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1358,5950,3887,t,13,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1359,5951,3888,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1360,5952,3889,t,13,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1361,5953,3890,t,13,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1362,5954,3891,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1363,5955,3892,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1364,5956,3893,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1365,5957,3894,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1366,5958,3895,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1367,5959,3896,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1368,5960,3897,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1369,5961,1282,t,10,,,f,t,100,t,0.96,0.83,,0,0,t,3,
1370,5962,1283,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1371,5963,1284,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1372,5964,1285,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
1373,5965,1286,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1374,5966,1287,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1375,5967,1286,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1376,5968,3133,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
1377,5969,3134,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1378,5970,3135,t,10,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1379,5971,3136,t,10,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1380,5972,3137,t,10,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
1381,5973,3138,t,10,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1382,5974,3139,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1383,5975,3133,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1384,5976,3134,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1385,5977,3135,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1386,5978,3136,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1387,5979,3137,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1388,5980,3140,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
1389,5981,3141,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1390,5982,3142,t,10,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1391,5983,3143,t,10,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1392,5984,3144,t,10,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
1393,5985,3145,t,10,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1394,5986,3146,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1395,5987,3147,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1396,5988,3140,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1397,5989,3141,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1398,5990,3142,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1399,5991,3143,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1400,5992,3144,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
1401,5993,3145,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1402,5994,3146,t,10,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1403,5995,3147,t,10,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1404,5996,3148,t,10,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
1405,5997,3149,t,10,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1406,5998,3150,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1407,5999,3151,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1408,6000,3152,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1409,6001,3153,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1410,6002,3154,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1411,6003,3148,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1412,6004,3149,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
1413,6005,3150,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1414,6006,3151,t,10,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1415,6007,3152,t,10,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1416,6008,3153,t,10,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
1417,6009,3154,t,10,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1418,6010,3155,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1419,6011,3156,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1420,6012,3157,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1421,6013,3158,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1422,6014,3159,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1423,6015,3160,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1424,6016,3161,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
1425,6017,3162,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1426,6018,3155,t,10,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1427,6019,3156,t,10,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1428,6020,3157,t,10,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
1429,6021,3158,t,10,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1430,6022,3159,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1431,6023,3160,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1432,6024,3161,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1433,6025,3162,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1434,6026,3163,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1435,6027,3164,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1436,6028,3165,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1437,6029,3166,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1438,6030,3167,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1439,6031,3168,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1440,6032,3169,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1441,6033,3170,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1442,6034,3171,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1443,6035,3172,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1444,6036,3173,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1445,6037,3174,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1446,6038,3163,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1447,6039,3164,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1448,6040,3165,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1449,6041,3166,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1450,6042,3167,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1451,6043,3168,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1452,6044,3169,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1453,6045,3170,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1454,6046,3171,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1455,6047,3172,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1456,6048,3173,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1457,6049,3174,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1458,6050,3163,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1459,6051,3164,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1460,6052,4021,t,11,,,f,t,100,t,1.07,0.9,,0,0,t,3,
1461,6053,1317,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1462,6054,1318,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1463,6055,1319,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1464,6056,4018,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1465,6057,4019,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1466,6058,4020,t,11,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1467,6059,4021,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1468,6060,4027,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1469,6061,4028,t,11,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1470,6062,4039,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1471,6063,4045,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1472,6064,4048,t,11,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1473,6065,4052,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1474,6066,4058,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1475,6067,4059,t,11,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1476,6068,4060,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1477,6069,4061,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1478,6070,4063,t,11,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1479,6071,4064,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1480,6072,4059,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1481,6073,4060,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1482,6074,4061,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1483,6075,4063,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1484,6076,4064,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1485,6077,1300,t,18,,,f,t,100,t,0.56,0.49,,0,0,t,3,
1486,6078,1301,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1487,6079,1302,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1488,6080,1303,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1489,6081,1304,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1490,6082,1305,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1491,6083,1304,t,18,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1492,6084,4238,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1493,6085,4239,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1494,6086,4240,t,18,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1495,6087,4241,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1496,6088,4242,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1497,6089,4243,t,18,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1498,6090,4244,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1499,6091,4245,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1500,6092,4250,t,18,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1501,6093,4246,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1502,6094,4247,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1503,6096,4249,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1504,6097,4251,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1505,6098,4252,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1506,6099,4253,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1507,6100,4254,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1508,6101,4255,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
1509,6102,4267,t,17,,,f,t,100,t,1.2,1.07,,0,0,t,3,
1510,6103,1331,t,17,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1511,6104,1332,t,17,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1512,6105,1333,t,17,37,,f,t,100,t,1.0,1.0,,0,0,t,3,
1513,6106,4265,t,17,37,,f,t,100,t,1.0,1.0,,0,0,t,3,
1514,6107,4266,t,17,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1515,6108,4267,t,17,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1516,6109,4268,t,17,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1517,6110,4267,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1518,6111,4268,t,17,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1519,6112,4269,t,17,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
1520,6113,4270,t,17,37,,f,t,100,t,1.0,1.0,,0,0,t,3,
1521,6114,4271,t,17,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1522,6115,4269,t,17,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1523,6116,4270,t,17,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1524,6117,4271,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1525,6118,4272,t,17,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1526,6119,4273,t,17,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
1527,6120,4274,t,17,37,,f,t,100,t,1.0,1.0,,0,0,t,3,
1528,6121,4272,t,17,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1529,6122,4273,t,17,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1530,6123,4274,t,17,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1531,6124,4272,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1532,6125,4273,t,17,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1533,6126,4274,t,17,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
1534,6127,1334,t,19,,,f,t,100,t,1.19,0.98,,0,0,t,3,
1535,6128,1335,t,19,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1536,6129,1336,t,19,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1537,6131,1338,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
1538,6132,1339,t,19,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1539,6133,4144,t,19,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1540,6134,4145,t,19,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1541,6135,4148,t,19,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
1542,6136,4150,t,19,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1543,6137,4152,t,19,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1544,6138,4154,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
1545,6139,4156,t,19,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1546,6140,4158,t,19,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1547,6141,4162,t,19,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1548,6142,4165,t,19,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
1549,6143,4166,t,19,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1550,6144,4167,t,19,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1551,6145,4168,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
1552,6146,4169,t,19,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1553,6147,4165,t,19,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
1554,6148,4166,t,19,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
1555,6149,4167,t,19,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
1556,6150,4168,t,19,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1557,6151,4169,t,19,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1558,6152,1340,t,24,,,f,t,100,t,1.06,0.87,,0,0,t,3,
1559,6153,1341,t,24,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1560,6154,1342,t,24,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1561,6156,4211,t,24,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1562,6157,4212,t,24,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1563,6158,4213,t,24,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1564,6159,4214,t,24,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1565,6160,4215,t,24,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1566,6161,4216,t,24,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1567,6162,4217,t,24,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1568,6163,4343,t,24,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1569,6164,4344,t,24,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1570,6165,4345,t,24,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1571,6166,4346,t,24,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1572,6167,4347,t,24,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1573,6168,4348,t,24,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1574,6169,4349,t,24,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1575,6170,4350,t,24,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
1576,6171,4351,t,24,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
1577,6172,4352,t,24,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
1578,6173,4353,t,24,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
1579,6174,4354,t,24,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
1580,6175,1146,t,24,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1581,6176,4355,t,24,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
1582,6177,1345,t,21,,,f,t,100,t,1.08,0.91,,0,0,t,3,
1583,6178,1346,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1584,6179,1347,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1585,6181,4275,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1586,6182,4276,t,21,74,,f,t,100,t,1.05,0.93,,0,0,t,3,
1587,6183,4277,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1588,6184,4278,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1589,6185,4275,t,21,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1590,6186,4276,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1591,6187,4277,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1592,6188,4278,t,21,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1593,6189,4279,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1594,6190,4280,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1595,6191,4281,t,21,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
1596,6192,4282,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
1597,6193,4283,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
1598,6194,4279,t,21,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
