id,name,desc
608,히에로니무스의 아들 보호막 버프,히에로니무스의 아들 보호막 버프
609,도망쳐,ai 제어로 도망치게 만들기
610,암살자로 변신,적대세련으로 팩션 변함
611,초대받지못한자,공성전 진입 관련 버프
612,마하데비_특수제작,특수 제작 액체 버프 삭제
613,횃불,횃불을 들었을때 적용되는 태그
614,그림자 매,그림자 매 단원들을 제어합니다.
615,히에로니무스의 소환,히에로니무스의 소환스킬
616,히에로니무스의 어둠의 비명 면역,히에로니무스의 어둠의 비명 면역
617,히에로니무스의 악마의 비명 소환수 제거,히에로니무스의 악마의 비명 소환수 제거
618,살피라 신도,살피라 신도들에게만 적용 되는 기술입니다.
619,신의 채찍,신의 채찍 단원에게 해당하는 기술입니다.
620,델토킨,다후타 교단의 델토킨 표시
621,결투장 치료사,결투장 치료사
622,아기 펫,아기 펫들을 모아놓음
623,치명적인독면역,고대의 숲 치명적인 독에 면역 몬스터
624,치명적인독,치명적인독
625,갈고리 준비 중,갈고리 준비 중
626,갈고리 사용 중,갈고리 사용 중
628,spawn_doodad,spawn_doodad 아이템에 붙는 태그
629,날틀,날틀 아이템에 붙는 태그
630,죽은척 하기,죽은척 하기
631,두다드 워프,두다드 워프
632,A급 몬스터 지정,A급 분류된 npc에 설정하는 테스 (일부 기술에서 기술 발동 불가로 사용함)
633,B급 몬스터 지정,B급 분류된 npc에 설정하는 테스 (일부 기술에서 기술 발동 불가로 사용함)
634,C급 몬스터 지정,C급 분류된 npc에 설정하는 테스 (일부 기술에서 기술 발동 불가로 사용함)
635,상단 연합,상단 연합 사람들에게 사용하는 태그입니다.
636,흰 까마귀 기사단원,황금평원 흰 까마귀 기사단원
637,흰 까마귀 선임기사,황금평원 흰 까마귀 선임기사
638,환술 강화,환술 강화에 적용받는 버프들
639,신기루섬 안내인,신기루섬 안내인의 인사
640,초록이,초록이 그룹
641,죽어가는말반사,황금평원 죽어가는 말
642,길잡이 상어,긴 모래톱_길잡이 상어
643,소환 1단계,몬스터 소환 스위치용
644,소환 2단계,몬스터 소환 스위치용
645,소환 3단계,몬스터 소환 스위치용
646,소환 4단계,몬스터 소환 스위치용
647,소환 모든 단계,몬스터 소환 스위치용
648,소환 2단계 외,몬스터 소환 스위치용
649,소환 3단계 외,몬스터 소환 스위치용
650,소환 4단계 외,몬스터 소환 스위치용
651,피투성이 군대,메인퀘스트 피투성이 군대에 사용
652,공성대장 : 이속,공성 대장 오라 버프
653,공성대장 : 공격력,공성 대장 오라 버프
654,수상한 상단원,가랑돌 평원 수상한 상단원
655,던전 금지 아이템과 기술,던전에서 사용할 수 없는 아이템과 기술을 지정합니다.
656,공성측 전체,공성측 참여 인원
657,수성측 전체,수성측 참여 인원
658,칼바람 폐광 폭탄,인스턴스 던전용
659,마하데비_물 바구니,물 바구니를 사용하면 사라집니다.
660,사용 불가 메시지,지금은 사용할 수 없습니다. 메시지용
661,호랑이 등뼈 그림자 매 1,남성 단원 연출용
662,호랑이 등뼈 그림자 매 2,여성 단원 연출용
663,호랑이 등뼈 그림자 매 3,시인
664,지부장 야스무딘,호랑이 등뼈 산맥
665,밀리지 않음,발묶임과 밀착방어에 기본 적용
666,퀘스트연출,퀘스트연출에 필요한 태그입니다.
667,전기충격기면역,이니스테르 라플레시아 대상
668,가랑돌평원,가랑돌평원퀘스트연출에쓰입니다.
669,살피라,마하데비 살피라 식구들
670,더러운 욕망 1호,호랑이 등뼈 메인 퀘스트 연출
673,막고 반격,막고 반격
674,신의 채찍 1,오스테라 신의채찍 여성 발언자
675,신의 채찍2,오스테라 신의채찍 남성 발언자
676,파이제은,오스테라 신의채찍 파이제은
677,소아카,오스테라 NPC 연출
678,손독,동틀녘반도 마하데비 검문소
679,움직이는 석상 2번,2번 석상을 깨웁니다.
680,붉은 구월단,두 왕관 퀘스트 태그
681,오우거중독,퀘스트연출에 필요한 태그입니다.
682,움직이는 석상 3번,움직이는 석상 3번을 깨웁니다.
683,움직이는 석상 4번,움직이는 석상 4번을 깨웁니다.
684,움직이는 석상 1번,움직이는 석상 1번을 깨웁니다.
685,움직이는 석상 투명인간,움직이는 석상 1번을 깨우는데 사용 되는 투명인간 입니다.
686,베어죽음,베어가죽으면여자를 없앰
687,푸른 피 일족의 권능,proc test
688,정숙,정숙해야하는 장소
689,타락한 마물1 독물 면역,타락한 마물1이 독물 면역 됩니다.
690,독물_정화수,시간이 지나면 정화수를 자동 삭제 합니다.
691,독물 정화,정화수를 뿌려서 독물을 정화 합니다.
692,울부짖는_횃불,횃불을 맞은 상태
694,재빠른몸놀림,재빠른몸놀림
695,연주중,시전자가 연중입니다.
696,노래 스킬,노래 기술 4종
697,울부짖는_새끼,"바이보로스의 새끼, 막 부화한 두갈래의 뱀"
698,피 묻은 손,백월만의 피 묻은 손
700,위어드윈드 경비병,위어드윈드 경비병임을 나타내는 명찰
701,서쪽귀인,무지개벌판 퀘스트용
702,치명타시제거,치명타시제거
703,무지개원,무지개 벌판 퀘스트 연출용 1
704,무지개투,무지개 벌판 퀘스트 연출용 2
705,무지개쓰리,무지개 벌판 퀘스트 연출용 3
706,울부짖는_검은 비늘 군단병,군단병을 도발합니다.
707,무기막기시제거,무기막기시제거
708,울부짖는_얼음 덫에 걸린 자,얼음 덫에 걸린 자가 유닛을 도발합니다.
709,방어도무시제거,방어도무시제거
710,울부짖는_폭발한 얼음,폭발한 얼음을 해제합니다.
711,울부짖는_알,폭발통으로 알을 제거합니다. 태어난 두갈래 머리도 제거됩니다.
712,파괴의 요람_향료병,향료병을 던져서 가마솥을 파괴할 수 있습니다.
713,파괴의 요람_향료 폭탄,향료 폭탄을 던져서 토템을 불태울 수 있습니다.
714,숙련도세트,숙련도 세트아이템 효과
715,울부짖는_몬스터,울부짖는 구렁텅이의 새끼를 제외한 모든 몬스터 태그입니다.
716,울부짖는_칼레일의 기절,칼레일 기절이 반복되지 않도록 설정합니다.
717,울부짖는_바이보로스의 알,바이보로스의 알이 자기 자신에게 버프를 준다.
718,울부짖는_바이보로스,바이보로스에게 중첩 버프를 줍니다.
719,울부짖는_바이보로스 표식,바이보로스의 표식을 해제합니다.
720,울부짖는_바이보로스의얼음,바이보로스가 사용하는 얼음파편에 맞았습니다.
721,파괴의 요람_용액,용액을 던져서 장작불을 크게 태울 수 있습니다.
722,proc_불꽃가르기,proc_불꽃가르기전용
723,파괴의 요람_죽음의 시선,죽음의 시선
724,파괴의 요람_카림 도끼,카림 처단용 도끼
726,울부짖는_음폭탄,"바이보로스, 새끼 기절합니다."
727,울부짖는_얼음 병사_얼음_최종,최종_얼어있는 상태에서는 불꽃 피해에는 면역
728,울부짖는_얼음병사,고드프리가 소환하는 얼음 병사입니다.
729,살피라 신관,살피라 신관 연출용
730,메타모제_용암 면역,메타모제는 용암에 면역 됩니다.
732,파괴의 요람_불기둥,불기둥에 몬스터들이 피해를 입지 않게 합니다.
733,야성 기술,야성 능력 기술 태그
734,순교자의 복수,순교자의 복수
735,이단심문관의고문,이단심문관의고문
736,다후타의 구속,그위오니드 총사 디버프
737,파괴의 요람_죽음의 시선 끊기,카림이 사용하는 죽음의 시선 끊기
740,울부짖는_무쇠날표식,무쇠날 표식을 해제합니다.
741,파괴의 요람_카림의 장작불,장작불에 카림은 불타지 않습니다.
742,살피라 신도2,마하데비 살피라 신전 연출용
743,울부짖는_칼레일의 물의 방_물에젖음,물에 젖은 상태에서 번개에 맞으면 스턴.
744,울부짖는_칼레일의 물의 방_감전 태그,강화_감전 태그
745,울부짖는_칼레일 면역,칼레일 면역
746,울부짖는_수면,수면 상태의 대상자를 깨웁니다.
747,매사냥_지배받는자,매사냥고원
749,울부짖는_칼레일,npc 칼레일 태그용
750,오카페스턴,칼바람폐광오카페스턴
751,울부짖는_무스페로사 비늘방패,"방패 들고 있을 때, 받는 피해량을 감소시키고 기절 및 넘어짐에 면역"
752,울부짖는_무스페로사,무스페로사를 도발합니다.
753,파괴의 요람_자기장 폭탄,스프리건의 자기장 폭탄
754,울부짖는_무스페로사 광분,광분 상태에서 대포 사용. 광분 해제 / 경직 / 두다드 스폰
755,파괴의 요람_자기장 부품,스프리건 소환물의 자기장 부품
756,파괴의 요람_스프리건의 자기장,스프리건이 자기장에 면역 됩니다.
757,파괴의 요람_자기장 화살,스프리건의 자기장 화살
758,플로라,플로라
759,집행자의잔혹함,집행자의잔혹함
760,보스 4세트 해지,보스 세트 효과 해지용
761,보스 7세트 해지,보스 7세트 해지용
762,배심원자격,배심원 자격 퀘스트를 진행하는 데 필요합니다.
763,정예 근위병,그라일렌트 경의 정예 근위병
764,수상한침입자,"사건을 은폐한 수상한 침입자들, 마리아노플과 오스테라. 퀘스트."
765,파괴의 요람_향료 제조실_투명인간,죽음의 향료 제조실에서 투명인간이 문열 수 있게 해주는 태그
766,울부짖는_무스페로사 거울방패,주변에 광역으로 석화를 반사시킵니다.
768,상단습격단,무지개 습격단들 묶음
769,울부짖는_2보스_꺼지지않는불꽃해제,꺼지지 않는 불꽃을 해제합니다.
770,노동력 회복,노동력 회복 포션
771,에노이르,에노이르
772,백월만,백월만의 엔피씨
773,안탈론의 종,안탈론 계열 몬스터에 사용
774,살피라 신전3,마하데비 살피라 신전 연출용
775,살피라 신전4,마하데비 살피라 신전 연출용
776,살피라 신전5,마하데비 살피라 신전 연출용
778,연료유지,무지개벌판 추진체 연료유지시간
779,다후타광전사,사제가 스킬쓰면 무릎
780,test_살아있는NPC루이스,솔즈리드 반도 AI 밤낮행동 프로토타입용
781,test_살아있는NPC로이드,솔즈리드 반도 AI 밤낮행동 프로토타입용
782,자기장 영역,스프리건의 자기장 영역이 있으면 핵자기장 데미지를 받지 않는다
783,춤 : 전쟁의 예고,춤 : 전쟁의 예고
784,춤 : 밤의 열기,춤 : 밤의 열기
785,울부짖는_몬스터면역,몬스터 생성 이펙트에 버프 면역 효과 추가
786,울부짖는_이벤트1_고드프리,(연출용)ai명령집합으로 이벤트 생성하기 위한 태그입니다.
787,울부짖는_이벤트1_토벌대병사,(연출용)ai명령집합으로 이벤트 생성하기 위한 태그입니다.
788,울부짖는_이벤트1_토벌대기사,(연출용)ai명령집합으로 이벤트 생성하기 위한 태그입니다.
789,울부짖는_이벤트1_죽어가는병사,(연출용)연출용 태그로 입구에서 죽어가는 병사가 pc에게 살려달라고 하며 사망합니다.
790,칼바람_알리스테어0,칼바람폐광 연출용
791,칼바람_알리스테어1,칼바람폐광 연출용
792,칼바람_알리스테어2,칼바람폐광 연출용
793,칼바람_알리스테어3,칼바람폐광 연출용
794,칼바람_알리스테어4,칼바람폐광 연출용
795,칼바람_스폰노예0,칼바람폐광 연출용
796,칼바람_스폰노예1,칼바람폐광 연출용
797,칼바람_스폰노예2,칼바람폐광 연출용
798,칼바람_스폰노예3,칼바람폐광 연출용
799,칼바람_스폰노예4,칼바람폐광 연출용
800,칼바람_스폰노예5,칼바람폐광 연출용
801,칼바람_스폰노예6,칼바람폐광 연출용
802,칼바람_스폰노예7,칼바람폐광 연출용
803,칼바람_스폰노예8,칼바람폐광 연출용
804,칼바람_스폰노예9,칼바람폐광 연출용
805,슬레이브 전체,전차 지뢰에 반응하는 슬레이브 모음
806,고전 전차,고전 전차
807,화염 전차,화염 전차
808,철갑 전차,철갑 전차
809,공중제비쿨,날틀 기술 공중 제비 쿨공유
810,하우징 강화,하우징 강화로 사용되는 곳에 지정
811,공성 오라,공성전에서 사용되는 오라
812,승부상태,무지개벌판 퀘스트용
813,울부짖는_이벤트1_무쇠날병사,(연출용)무쇠날 병사들이 칼질합니다. 칼질하고 나면 병사들이 사망.
814,울부짖는_이벤트1_토벌대사망,(연출용) 토벌대 전원이 무쇠날 병사가 휘두른 칼에 사망합니다.
815,울부짖는_이벤트01_투명NPC,울부짖는 구렁텅이에서 이벤트01을 불러오기 위해 사용하는 투명NPC입니다.
816,에오카드,엘프 에오카드에 쓰는 태그
817,살아있는npc_벌목꾼,출퇴근을 위한 태그
818,울부짖는_이벤트2_마리우스,(연출용)마리우스에게 ai 명령호출 합니다.
819,울부짖는_이벤트2_칼레일,(연출용)칼레일이 말함
820,스카디 횃불 듬,횃불들고 있는 스카디
821,울부짖는_컷씬_투명NPC,투명NPC에게 기술을 쓰면 투명NPC가 다시 PC에게 컷씬 버프를 넘김. 이후 NPC는 제거
822,울부짖는_이벤트3_칼레일,무스페로사가 사망하고 난 후에 출현하는 칼레일.
823,폭약통,폭약통 스킬 사용시 해제를 위한 태그
824,울부짖는_이벤트4_타이님,(연출용) 칼레일이 도망가고 쫒아감
825,울부짖는_이벤트4_루카로,(연출용) 칼레일이 도망가고 쫒아감
826,울부짖는_이벤트4_클로비아,(연출용) 칼레일이 도망가고 쫒아감
827,울부짖는_이벤트4_넘어짐해제,(연출용)타이님의 넘어짐 약화를 해제합니다.
828,시라누스,시라누스가 기절 효과를 입습니다.
829,칼바람_맥기,칼바람폐광 연출용
830,파괴의 요람_컷씬용 투명NPC,컷씬을 발동 시키는데 필요한 투명NPC 입니다.
831,무겁다,등짐을 메고 있는 상태 체크
832,그위그위토끼,그위오니드 토끼
833,용암 피부,시라누스가 강화효과 암석에 맞을때만 해제 될 수 있는 태그
834,전투 소환수,전투 소환수 소환 스킬 쿨타임 묶음 용도
835,변질된 페피,가랑돌평원 잡혀온 먹이 페피
836,골기우스,가랑돌 평원 골기우스
837,오크탐색꾼,가랑돌평원 오크탐색꾼
838,오크전사,가랑돌 오크전사
839,그위오니드 정찰병 ,그위오니드 숲 정찰병  AI 밤낮행동 프로토타입용
842,돌의형제모험가,가랑돌평원 돌의형제회 모험가
843,마트로프 동생,가랑돌평원 마트로프 동생
844,동방 이슈바라 결사대원 1,동방 이슈바라 결사대원의 태그
845,동방 이슈바라 결사대원 2,동방 이슈바라 결사대원들의 태그
846,카림의 가위 누르기,카림의 가위 누르기 태그
847,시라누스의 파편,파편은 대지강타 면역
848,리턴드 마법사,리턴드 마법사를 태그
849,카림의 소환물,카림의 소환물은 권운의 기술에 쉽게 죽는다.
850,파괴의요람_카림연출,카림연출
851,파괴의요람_카림소환물,카림연출_소환물
852,파괴의요람_카림스폰노예,카림연출_스폰노예
853,파괴의요람_카림friendly,카림 always friendly 버프
854,경마_경주마,경마장 프로토타입
855,경마_1번마,경마장 프로토타입
856,경마_2번마,경마장 프로토타입
857,경마_3번마,경마장 프로토타입
858,경마_4번마,경마장 프로토타입
859,경마_5번마,경마장 프로토타입
860,경마_6번마,경마장 프로토타입
861,경마_7번마,경마장 프로토타입
862,경마_8번마,경마장 프로토타입
863,경마_캐스터,경마장 프로토타입
864,경마_인도자,경마장 프로토타입
865,돌파류,돌파와 라만차
866,파괴의 요람_연출용 NPC,연출용 NPC가 보스 및 몬스터로 부터 데미지를 입지 않습니다.
867,시즈 모드,전차 시즈 모드 상태
868,공성모드 쿨,공성모드 전환 쿨 타임용
869,신화급 몬스터 포획,A급 몬스터 포획
870,날틀 정비중,날틀 해제 이후 대기 시간
871,사제,사제에 붙어있는 태그
872,원거리방패막기제거,원거리방패막기제거
873,칼바람폐광_단검투척,검은 수염 도적단 자객의 단검투척
874,칼바람폐광_화살소나기,검은 수염 도적단 저격수의 화살소나기
875,재바워키,분노한 재바워키
876,칼바람폐광_알리스테어_두다드인터랙션함,칼바람폐광 연출용
877,칼바람폐광_돌의형제맥기,던전사용
878,앉기 눕기,앉기 눕기 상태에서 기술 사용 불가
879,ArcheVille,ArcheVille 에 보낼수 있는 Item
880,언어 배우기,종족 언어를 묶은 태그
883,암흑의 기운,뼈의 땅
884,울부짖는_증인의수호자,석화는 수호자만 걸림
885,활력 칼날,활력 칼날
886,방어도 감소,방어도 감소
887,축복과 저주 면역,축복과 저주 사용 불가
888,파괴신 추적자,파괴신 추적자
889,토템,"아란제브 기적, 몽상"
890,감시자 수면,하슬라 퀘스트 3414
891,까마귀 공습 중,하슬라 퀘스트 3969
892,용의 기운,뼈의 땅 뼈 웅덩이 용의 기운
893,용아병,용아병은 용의 기운을 장기간 받으면 각성한다.
894,현상 수배,현상 수배
896,용아병세뇌,세뇌시킴
897,산사태유가족,로카의 장기말들 산사태유가족페레
898,산사태일꾼1,로카의 장기말들 산사태 돌치우는 일꾼1
899,산사태일꾼2,로카의장기말들 산사태 돌치우는 일꾼2
900,산사태치료사,로카의 장기말들 산사태 지역 치료사
901,산사태 복구지원자,로카의장기말들 생존자 옆 복구지원자
902,테스트 작살 강화에 걸릴 수 있음,강화 4711에 걸릴 수 있는 몬스터입니다.
903,도망칠 수없음,도망쳐서 사라지는 종류의 기술을 쓸 수 없게 됩니다.
904,명예 아이템,명예 상점 아이템 및 업그레이드 아이템
905,파괴의요람_굳어있는석상,파괴의 요람 인던 연출용
906,파괴의요람_깨어난석상,파괴의 요람 인던 연출용
907,봉인된 니스로크,뼈의 땅 봉인된 용
908,프로모션 영상 ID확보,프로모션 영상 ID확보
909,프로모션 영상 ID확보2,프로모션 영상 ID확보
910,로카의 장기말들 면역,로카의 장기말들 존 퀘스트용
911,날틀착지,날틀착지중
912,부활누음렉돌,부활관련렉돌연출
913,앙탈자르,로카의 장기말들 바람술사1
915,파괴의 요람_시라누스의 방 투명NPC,시라누스의 방 연출용 투명NPC 
916,울부짖는_바이보로스 새끼,바이보로스가 죽을 때 새끼들을 같이 죽입니다.
917,울부짖는_얼음 병사_얼음_2단계,2단계가 있을 경우에만 냉기의 숨결 2단계 뿌림. 
918,얼음피해(삭제),얼음 피해 태그 삭제 예정
919,차가운발걸음,차가운발걸음 얼음벽
920,예식도우미,긴모래톱_예식도우미NPC
921,예식도우미_클라라,긴모래톱_예식도우미NPC
922,얼어붙은 전차,얼어붙은 전차
923,사랑하는마음,사랑하는 마음오라효과
924,델토킨2,델토킨 구분
925,울부짖는_부유_면역,부유 버프 내에 면역을 추가합니다.
926,울부짖는_반사된석화,반사된 석화에 걸리면 플롯 사용을 멈춥니다.
927,나라야나탈출1,초원의 띠 붙잡힌 나라야나1이 탈출합니다.
928,나라야나탈출2,초원의 띠 붙잡힌 나라야나2이 탈출합니다.
929,파괴의 요람_석상 결계 해제용 투명 엔피씨(입구쪽),파괴의 요람_석상 결계 해제용 투명 엔피씨(입구쪽)
930,파괴의 요람_석상 결계 해제용 투명 엔피씨(출구쪽),파괴의 요람_석상 결계 해제용 투명 엔피씨(출구쪽)
931,파괴의 요람_정화제,정화제를 던져서 독버섯을 제거할 수 있습니다.
932,칼바람폐광 화약통,칼바람폐광 화약통
933,비틀거림,크라켄비틀거림
934,인던 예외 기술,인던 진입구에서 싸우지 마세요 예외 태그에 넣을 기술들
935,던전 보스,던전 보스는 느려짐에 면역
937,크라켄의 저주 숨김,크라켄의 저주 숨김
938,몽상 무역선 지역,몽상의 무역선의 유지 영역용 태그
939,검은자갈단,동틀녘반도
940,물 긷는 가루다,물 긷는 가루다에게만 적용되는 버프를 위한 태그
941,두더지_만드라고라,만드라고라_두더지_모험
942,오토 신고,'악성 유력 용의자'때 신고 받을 수 없도록하는 태그..
943,악성 용의자,현상금 사냥꾼이 체포하기
944,어르신,새해맞이 축제 이벤트 덕담하는 NPC
945,무료계정,무료계정 광을 못캠
946,아이델의 영원한 잠,긴 모래톱
947,핫시하산,핫시하산의 원혼
948,공성 참여인원,공성/수성 참여인원 전체
949,기능 가구,테스트
950,집행자의 길,집행자의 길 퀘스트용
951,나차쉬가르_3번방_석화된바슈,석화된 바슈
952,나차쉬가르_3번방_바슈,바슈 NPC 태깅용
953,발렌타인이벤트,발렌타인이벤트용버프
954,유저 오토 체포(중립 지역 용),집행자(현상금사냥꾼용) 체포 못하게..
955,2번방 연출 NPC,2번방 연출 NPC
956,(보류)나차쉬가르_3번방_불기둥즉사,컨셉 변경으로 인해 보류 / monster가 불기둥에 진입하면 즉사
957,나차쉬가르_3번방_보호막,3번째 방의 보스가 가진 얼음 보호막을 해제합니다.
958,제압A를 지우기위한 태그,현상금에서 버프 변경 용
960,나차쉬가르_3번방_불의사제,"강력한 화염에 면역이며, 힐을 받을 수 있음"
961,나차쉬가르_3번방_사제,사제들은 데미지를 입지 않습니다.
962,(보류)나차쉬가르_3번방_화염면역,컨셉 변경으로 인해 보류 / 강력한 화염에 면역
963,2번방 연출 NPC 2,2번방 연출 NPC 2
964,나차쉬가르_3번방_석화된카이조,석화된 카이조
965,2번방 투명 NPC,2번방 진입시 투명 NPC
966,부활 연출,부활 연출 버프 관리용 태그 기능은 없음
967,마차 망원경,마차 망원경 못보게 하기
968,솔즈리드,솔즈리드 추가 퀘스트용
969,장벽 설치 불가,장벽 설치 불가
970,신속한 회복,신속한 회복 효과에 태그
971,두근두근,발렌타인 이벤트용 버프 태그
972,발렌타인이벤트2,발렌타인 이벤트 버프용 태그
973,낚시 성공,낚시에 성공함
974,말달림,말들이 달리는 스킬들
975,나차쉬가르_3번방_물의사제,두다드에서 제어할 물의사제 태그
976,나차쉬가르_3번방_원소사제,두다드에서 제어할 원소의사제 태그
977,수성측 일반,수성 대장을 제외한 일반 수성 인원
978,공성측 일반,공성 대장을 제외한 일반 공성 인원
979,박의 무적,박의 튼튼한 무적 버프
980,박의 상자,박의 상자를 연 상태
981,공성 사다리차,공성 사다리차
982,시공의 상자,시공의 상자 버프 관련
983,위축 시 기절,위축 상태에서 죽음의 속박으로 기절
984,수호탑 강화,수호탑의 데미지 감소를 결정하는 강화 모음
985,정정당당,다루의 놀이기구 도구를 사용하는 중
986,전설급 몬스터 포획,B급 몬스터 포획
987,괴물 포획 중,포획 중에는 시도 불가
988,절규의 피조물 거미줄,나차쉬가르 절규의 피조물이 사용하는 거미줄
990,긴 모래톱,긴 모래톱 퀘스트용
991,나차쉬가르_3번방_카이조의공간,카이조의 공간에서는 시야 방해 약화가 면역.
992,test_astra_복식있음_기모으기_1단계,test_astra_복식있음_기모으기_1단계
993,test_astra_복식있음_기모으기_2단계,test_astra_복식있음_기모으기_2단계
994,test_astra_복식있음_기모으기_3단계,test_astra_복식있음_기모으기_3단계
995,test_astra_복식있음_기모으기_23단계,test_astra_복식있음_기모으기_23단계
996,누이방울,누이여신이 사용하는 방울 방울
997,test_astra_복식있음_기모으기_딜레이,test_astra_복식있음_기모으기_딜레이
999,나차쉬가르_3번방_거대폭발,불기둥에 진입하면 원소의 사제가 사용하는 거대 폭발에 면역
1000,성탑 포격 태세,성탑 포격 태세
1001,성탑 대공 태세,성탑 대공 태세
1002,불꽃의 달그림자,불꽃의 달그림자
1003,공성 투석기,공성 투석기
1004,급장 망토 3종,급장 망토 3종
1005,바람의 달그림자,바람의 달그림자
1006,물결의 달그림자,물결의 달그림자
1007,유저 오토 체포(보호 지역 용),오토 나쁜 사람으로 만들기 못하게
1008,범법자,집행자 기술 못쓰게 하기
1009,울쏘우,비스코니아 차남 (누이아)
1010,잉그바드,비스코니아 삼남 (하리하라)
1011,원대륙 필드 드랍 방어구,원대륙에서 드랍되는 방어구 효과 모음
1012,인물열전 퀘스트 수행 중,비스코니아 아이템 관련
1013,왕가의물병,비스코니아 물병 맞음
1014,악몽의 군단,전장의 안개에서 나타나는 유령
1015,은신이속상승장비,은신 시 이동 속도 5% 증가시켜주는 장비
1016,바람 군주의 영혼,바람군주전투펫전용
1017,악몽 사냥꾼,악몽 사냥꾼의 작살포
1018,냉혹한 한파,유령 군대 보스가 사용하는 스킬 냉혹한 한파
1019,이벤트,이벤트npc전용
1020,오른쪽,오른쪽으로 이동
1021,왼쪽,왼쪽으로 이동
1022,아래로,아래로 이동
1023,뒤로,뒤로 이동
1024,낚시 기술,이 기술만 대어에게 데미지를 줄 수 있다.
1025,어류,대상이 어류 입니다.
1026,잠자기,가구 숙면 효과
1027,상단 호위 이벤트 : 상단 짐꾼,상단 호위 이벤트에서 상단의 짐꾼을 식별 가능하도록 붙여주는 태그입니다.
1029,대어 기술,대어 기술
1030,뛰어올라,뛰어올라
1032,상단 호위 이벤트 : 등짐 배송 완료,상단 호위 이벤트에서 상단의 짐꾼이 짐을 배달해서 더이상 죽어도 등짐을 떨구지 않도록 해주는 태그입니다.
1033,사라세니아A,다루의 놀이기구 구분용
1034,사라세니아B,다루의 놀이기구 구분용
1035,용의자들,오토 신고 받은 사람들
1036,이벤트 질주,이벤트 질주 가능 태그
1037,이벤트 화살1,이벤트 화살 소나기 가능 태그
1038,피아노 연주,피아노 연주
1039,두통,머리가 아파서 언어를 못배웡.
1040,선택된 도전자,다루의 놀이기구 플레이어 구분용
1041,사라루루,다루의 놀이기구 NPC관련
1042,다루의 간섭회피,다루의 놀이기구 무풍지대
1043,이벤트돌파,이벤트 돌파 가능 태그
1044,상단 호위 이벤트 : 상단주,상단 호위 이벤트에서 상단장이 출발하면서 상단주를 제거하기 위해 사용합니다.
1045,등에멘축음기음악1,등에멘축음기음악1
1046,등에멘축음기음악2,등에멘축음기음악2
1047,등에멘축음기음악3,등에멘축음기음악3
1048,등에멘축음기음악4,등에멘축음기음악4
1049,등에멘축음기음악,등에멘축음기음악
1050,중계진행중,다루의 놀이기구 NPC관련
1051,사교댄스1,사교댄스1
1052,사교댄스2,사교댄스2
1053,놀이기구 사용,다루의 놀이기구 관련 기술
1054,상단 호위 이벤트 : 상단 회계사,상단 호위 이벤트에서 상단 회계사를 제거하고 이벤트를 종료하기 위해 사용합니다.
1055,농업용 달구지,농업용 달구지
1056,춤 : 열정의 춤,열정의 춤
1057,나차쉬가르2번방_웨이브유지,나차쉬가르2번방_웨이브유지
1058,개발중,개발중인 스킬은 사용 불가
1059,나차쉬가르 수호자의 격노,나차쉬가르 수호자의 격노
1060,인물열전A,인물열전 동부 전투 몬스터 어글 획득 및 구분용
1061,영원의 섬 등짐,영원의 섬에서 얻은 등짐을 짊어지고 있는 상태
1062,탑승 점프중,날틀 방어기로 야타 점프 및 곰 점프 대상을 하마 시키기 위해 적용
1063,대나무 낚싯대,대나무 낚싯대
1064,철제 낚싯대,철제 낚싯대
1065,탄성이 좋은 철제 낚싯대,탄성이 좋은 철제 낚싯대
1066,금 도금된 철제 낚싯대,금 도금된 철제 낚싯대
1067,아키움 낚싯대,아키움 낚싯대
1068,등에멘축음기음악5,등에멘축음기음악5
1069,100일 이벤트,100일 이벤트 아이템
1070,8번방 보호막 제거,켈루스의 보호막 스킬 제거
1071,켈루스의 보호막,켈루스에게 씌어진 보호막을 제거
1072,8번방 얼음 폭발,8번방 얼음 폭발 태그
1073,성탑 대포,성탑 대포
1074,영주인사,나는 안하게
1075,8번방 켈루스 화염 갑옷 유지,8번방 켈루스 화염 갑옷 유지
1077,공성대장 : 방어력,공성대장오라소스방어력버프
1078,(고대)울구_거울방패,무스페로사의 증인의 데미지로부터 면역시킴.
1079,이벤트 화살2,이벤트 화살 소나기 가능 태그
1080,이벤트 화살3,이벤트 화살 소나기 가능 태그
1081,이벤트 화살4,이벤트 화살 소나기 가능 태그
1082,이벤트 화살5,이벤트 화살 소나기 가능 태그
1085,인물열전 거인,거인에게 어그로를 주기 위한 구분용 태그입니다.
1086,장력,낚싯줄의 장력
1087,낚싯대 교체,낚싯대를 교체했습니다.
1089,대어 낚시중,대어 낚시중 포스쳐를 플레이 하고 이 태그로 해제 한다.
1090,대어 낚시 시작,이 태그 버프가 걸리면 대어낚시 포스쳐를 유지해 준다. 없으면 아이들로
1091,낚시중,낚시중 포스쳐를 플레이 하고 이 태그로 해제 한다.
1092,저주받은 광채의 면역,저주받은 광채의 면역
1093,선박건조대 무적 해제,크라켄이 선박 건조대를 부심
1094,기믹 면역,기믹 데미지에 면역됨
1095,저주받은 광채,영창하는 레르만의 저주받은 광채 
1096,죽음의 한기,저주받은 광채가 사용하는 죽음의 한기
1097,인물열전 B,인물열전 퀘스트 연출용
1098,발묶임 면역,발묶임 면역
1099,CC면역,강화감쇄 규칙에 따라 CC에 면역되는 버프들. 인던에서는 CC면역이 걸리지 않도록 함
