id,category_id,name,asset_path,defaultX,defaultY,comment,model_id,movable,npc_only
308,5,el_m_decal_deco009,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco009.dds,136,25,,16,f,f
309,5,el_m_decal_deco010,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco010.dds,125,-91,,16,f,f
310,5,el_m_decal_deco011,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco011.dds,2,-75,,16,f,f
311,5,el_m_decal_deco012,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco012.dds,3,-71,,16,f,f
312,2,nu_m_decal_tattoo001,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo001.dds,-5,-86,,10,f,f
313,2,nu_m_decal_tattoo002,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo002.dds,3,-53,,10,f,f
314,2,nu_m_decal_tattoo003,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo003.dds,-1,-63,,10,f,f
315,2,nu_m_decal_tattoo004,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo004.dds,-2,-64,,10,f,f
316,2,nu_m_decal_tattoo005,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo005.dds,3,-63,,10,f,f
317,2,nu_m_decal_tattoo006,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo006.dds,-4,-51,,10,f,f
318,2,nu_m_decal_tattoo007,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo007.dds,222,-50,,10,f,f
319,2,nu_m_decal_tattoo008,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo008.dds,-1,-63,,10,f,f
320,2,nu_m_decal_tattoo009,objects\Characters\nuian\male\face\decal_tattoo\nu_m_decal_tattoo009.dds,-1,-63,,10,f,f
321,2,el_m_decal_tattoo001,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo001.dds,3,-13,,16,f,f
322,2,el_m_decal_tattoo002,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo002.dds,-1,-77,,16,f,f
323,2,el_m_decal_tattoo003,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo003.dds,1,-60,,16,f,f
324,2,el_m_decal_tattoo004,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo004.dds,-9,19,,16,f,f
325,2,el_m_decal_tattoo005,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo005.dds,-1,-60,,16,f,f
326,2,el_m_decal_tattoo006,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo006.dds,3,-76,,16,f,f
327,2,el_m_decal_tattoo007,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo007.dds,131,73,,16,f,f
328,2,el_m_decal_tattoo008,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo008.dds,2,-58,,16,f,f
329,2,el_m_decal_tattoo009,objects\Characters\elf\male\face\decal_tattoo\el_m_decal_tattoo009.dds,3,-3,,16,f,f
330,2,ha_m_decal_tattoo001,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo001.dds,3,-58,,18,f,f
331,2,ha_m_decal_tattoo002,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo002.dds,1,-60,,18,f,f
332,2,ha_m_decal_tattoo003,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo003.dds,1,-60,,18,f,f
333,2,ha_m_decal_tattoo004,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo004.dds,175,25,,18,f,f
334,2,ha_m_decal_tattoo005,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo005.dds,3,-87,,18,f,f
335,2,ha_m_decal_tattoo006,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo006.dds,-8,-60,,18,f,f
336,2,ha_m_decal_tattoo007,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo007.dds,3,-71,,18,f,f
337,2,ha_m_decal_tattoo008,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo008.dds,1,-60,,18,f,f
338,2,ha_m_decal_tattoo009,objects\Characters\hariharan\male\face\decal_tattoo\ha_m_decal_tattoo009.dds,2,-60,,18,f,f
345,5,el_f_decal_deco019,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco019.dds,0,57,,17,f,f
346,5,el_f_decal_deco018,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco018.dds,0,110,,17,f,f
347,5,el_f_decal_deco017,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco017.dds,131,138,,17,f,f
348,5,el_f_decal_deco016,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco016.dds,11,42,,17,f,f
349,5,el_f_decal_deco015,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco015.dds,11,42,,17,f,f
350,5,el_f_decal_deco014,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco014.dds,11,42,,17,f,f
351,5,el_f_decal_deco013,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco013.dds,11,42,,17,f,f
352,5,el_f_decal_deco012,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco012.dds,14,56,,17,f,f
353,5,el_f_decal_deco011,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco011.dds,-1,72,,17,f,f
354,5,el_f_decal_deco010,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco010.dds,-1,72,,17,f,f
355,5,el_f_decal_deco009,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco009.dds,-2,71,,17,f,f
356,5,el_f_decal_deco008,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco008.dds,5,52,,17,f,f
357,5,el_f_decal_deco007,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco007.dds,5,52,,17,f,f
358,5,el_f_decal_deco006,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco006.dds,5,52,,17,f,f
359,5,el_f_decal_deco005,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco005.dds,5,52,,17,f,f
360,5,el_f_decal_deco004,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco004.dds,5,52,,17,f,f
361,5,el_f_decal_deco003,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco003.dds,5,52,,17,f,f
362,5,el_f_decal_deco002,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco002.dds,5,52,,17,f,f
363,5,el_f_decal_deco001,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco001.dds,5,52,,17,f,f
368,3,el_f_decal_makeup037,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup037.dds,131,106,,17,f,f
369,3,el_f_decal_makeup038,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup038.dds,130,109,,17,f,f
370,3,el_f_decal_makeup039,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup039.dds,130,56,,17,f,f
371,3,el_f_decal_makeup040,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup040.dds,130,68,,17,f,f
372,3,el_f_decal_makeup041,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup041.dds,128,105,,17,f,f
373,3,el_f_decal_makeup042,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup042.dds,128,105,,17,f,f
374,3,el_f_decal_makeup043,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup043.dds,129,110,,17,f,f
375,3,el_f_decal_makeup044,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup044.dds,129,110,,17,f,f
376,3,el_f_decal_makeup045,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup045.dds,129,110,,17,f,f
377,3,el_f_decal_makeup046,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup046.dds,129,110,,17,f,f
378,3,el_f_decal_makeup047,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup047.dds,129,110,,17,f,f
379,3,el_f_decal_makeup048,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup048.dds,43,16,,17,f,f
380,3,el_f_decal_makeup049,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup049.dds,131,104,,17,f,f
381,3,el_f_decal_makeup050,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup050.dds,131,105,,17,f,f
382,3,el_f_decal_makeup051,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup051.dds,130,105,,17,f,f
383,3,el_f_decal_makeup052,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup052.dds,130,68,,17,f,f
384,3,el_f_decal_makeup053,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup053.dds,130,67,,17,f,f
385,3,el_f_decal_makeup054,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup054.dds,130,67,,17,f,f
386,3,el_f_decal_makeup055,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup055.dds,3,30,,17,f,f
387,3,el_f_decal_makeup056,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup056.dds,3,29,,17,f,f
388,3,ha_f_decal_makeup001,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup001.dds,135,119,,19,f,f
389,3,ha_f_decal_makeup002,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup002.dds,131,121,,19,f,f
390,3,ha_f_decal_makeup003,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup003.dds,131,124,,19,f,f
391,3,ha_f_decal_makeup004,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup004.dds,131,118,,19,f,f
392,3,ha_f_decal_makeup005,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup005.dds,131,120,,19,f,f
393,3,ha_f_decal_makeup006,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup006.dds,131,126,,19,f,f
394,3,ha_f_decal_makeup007,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup007.dds,131,119,,19,f,f
395,3,ha_f_decal_makeup008,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup008.dds,131,119,,19,f,f
396,3,ha_f_decal_makeup009,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup009.dds,130,109,,19,f,f
397,3,ha_f_decal_makeup010,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup010.dds,131,122,,19,f,f
398,3,ha_f_decal_makeup011,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup011.dds,131,121,,19,f,f
399,3,ha_f_decal_makeup012,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup012.dds,131,124,,19,f,f
400,3,ha_f_decal_makeup013,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup013.dds,131,124,,19,f,f
401,3,ha_f_decal_makeup014,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup014.dds,131,129,,19,f,f
402,3,ha_f_decal_makeup015,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup015.dds,131,124,,19,f,f
403,3,ha_f_decal_makeup016,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup016.dds,131,123,,19,f,f
404,3,ha_f_decal_makeup017,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup017.dds,131,122,,19,f,f
405,3,ha_f_decal_makeup018,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup018.dds,130,125,,19,f,f
406,3,ha_f_decal_makeup019,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup019.dds,130,68,,19,f,f
407,3,ha_f_decal_makeup020,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup020.dds,131,102,,19,f,f
408,3,ha_f_decal_makeup021,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup021.dds,131,102,,19,f,f
409,3,ha_f_decal_makeup022,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup022.dds,131,102,,19,f,f
410,3,ha_f_decal_makeup023,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup023.dds,132,77,,19,f,f
411,3,ha_f_decal_makeup024,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup024.dds,131,106,,19,f,f
412,3,ha_f_decal_makeup025,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup025.dds,131,106,,19,f,f
413,3,ha_f_decal_makeup026,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup026.dds,130,109,,19,f,f
414,3,ha_f_decal_makeup027,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup027.dds,130,105,,19,f,f
415,3,ha_f_decal_makeup028,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup028.dds,130,108,,19,f,f
416,3,ha_f_decal_makeup029,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup029.dds,130,108,,19,f,f
417,3,ha_f_decal_makeup030,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup030.dds,131,107,,19,f,f
418,3,ha_f_decal_makeup031,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup031.dds,149,8,,19,f,f
419,3,ha_f_decal_makeup032,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup032.dds,131,68,,19,f,f
420,3,ha_f_decal_makeup033,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup033.dds,131,123,,19,f,f
421,3,ha_f_decal_makeup034,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup034.dds,130,111,,19,f,f
422,3,ha_f_decal_makeup035,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup035.dds,131,122,,19,f,f
423,3,ha_f_decal_makeup036,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup036.dds,130,103,,19,f,f
424,3,ha_f_decal_makeup037,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup037.dds,131,106,,19,f,f
425,3,ha_f_decal_makeup038,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup038.dds,130,109,,19,f,f
426,3,ha_f_decal_makeup039,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup039.dds,130,56,,19,f,f
427,3,ha_f_decal_makeup040,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup040.dds,130,68,,19,f,f
428,3,ha_f_decal_makeup041,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup041.dds,128,105,,19,f,f
429,3,ha_f_decal_makeup042,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup042.dds,128,105,,19,f,f
430,3,ha_f_decal_makeup043,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup043.dds,129,110,,19,f,f
431,3,ha_f_decal_makeup044,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup044.dds,129,110,,19,f,f
432,3,ha_f_decal_makeup045,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup045.dds,129,110,,19,f,f
433,3,ha_f_decal_makeup046,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup046.dds,129,110,,19,f,f
434,3,ha_f_decal_makeup047,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup047.dds,129,110,,19,f,f
435,3,ha_f_decal_makeup048,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup048.dds,43,16,,19,f,f
436,3,ha_f_decal_makeup049,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup049.dds,131,104,,19,f,f
437,3,ha_f_decal_makeup050,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup050.dds,131,105,,19,f,f
438,3,ha_f_decal_makeup051,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup051.dds,130,105,,19,f,f
439,3,ha_f_decal_makeup052,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup052.dds,130,68,,19,f,f
440,3,ha_f_decal_makeup053,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup053.dds,130,67,,19,f,f
441,3,ha_f_decal_makeup054,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup054.dds,130,67,,19,f,f
442,3,ha_f_decal_makeup055,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup055.dds,3,30,,19,f,f
443,3,ha_f_decal_makeup056,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup056.dds,3,29,,19,f,f
444,3,nu_f_decal_makeup001,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup001.dds,135,119,,11,f,f
445,3,nu_f_decal_makeup002,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup002.dds,131,121,,11,f,f
446,3,nu_f_decal_makeup003,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup003.dds,131,124,,11,f,f
447,3,nu_f_decal_makeup004,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup004.dds,131,118,,11,f,f
448,3,nu_f_decal_makeup005,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup005.dds,131,120,,11,f,f
449,3,nu_f_decal_makeup006,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup006.dds,131,126,,11,f,f
450,3,nu_f_decal_makeup007,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup007.dds,131,119,,11,f,f
451,3,nu_f_decal_makeup008,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup008.dds,131,119,,11,f,f
452,3,nu_f_decal_makeup009,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup009.dds,130,109,,11,f,f
453,3,nu_f_decal_makeup010,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup010.dds,131,122,,11,f,f
454,3,nu_f_decal_makeup011,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup011.dds,131,121,,11,f,f
455,3,nu_f_decal_makeup012,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup012.dds,131,124,,11,f,f
456,3,nu_f_decal_makeup013,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup013.dds,131,124,,11,f,f
457,3,nu_f_decal_makeup014,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup014.dds,131,129,,11,f,f
458,3,nu_f_decal_makeup015,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup015.dds,131,124,,11,f,f
459,3,nu_f_decal_makeup016,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup016.dds,131,123,,11,f,f
460,3,nu_f_decal_makeup017,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup017.dds,131,122,,11,f,f
461,3,nu_f_decal_makeup018,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup018.dds,130,125,,11,f,f
462,3,nu_f_decal_makeup019,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup019.dds,130,68,,11,f,f
463,3,nu_f_decal_makeup020,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup020.dds,131,102,,11,f,f
464,3,nu_f_decal_makeup021,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup021.dds,131,102,,11,f,f
465,3,nu_f_decal_makeup022,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup022.dds,131,102,,11,f,f
466,3,nu_f_decal_makeup023,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup023.dds,132,77,,11,f,f
467,3,nu_f_decal_makeup024,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup024.dds,131,106,,11,f,f
468,3,nu_f_decal_makeup025,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup025.dds,131,106,,11,f,f
469,3,nu_f_decal_makeup026,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup026.dds,130,109,,11,f,f
470,3,nu_f_decal_makeup027,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup027.dds,130,105,,11,f,f
471,3,nu_f_decal_makeup028,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup028.dds,130,108,,11,f,f
472,3,nu_f_decal_makeup029,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup029.dds,130,108,,11,f,f
473,3,nu_f_decal_makeup030,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup030.dds,131,107,,11,f,f
474,3,nu_f_decal_makeup031,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup031.dds,149,8,,11,f,f
475,3,nu_f_decal_makeup032,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup032.dds,131,68,,11,f,f
476,3,nu_f_decal_makeup033,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup033.dds,131,123,,11,f,f
477,3,nu_f_decal_makeup034,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup034.dds,130,111,,11,f,f
478,3,nu_f_decal_makeup035,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup035.dds,131,122,,11,f,f
479,3,nu_f_decal_makeup036,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup036.dds,130,103,,11,f,f
480,3,nu_f_decal_makeup037,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup037.dds,131,106,,11,f,f
481,3,nu_f_decal_makeup038,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup038.dds,130,109,,11,f,f
482,3,nu_f_decal_makeup039,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup039.dds,130,56,,11,f,f
483,3,nu_f_decal_makeup040,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup040.dds,130,68,,11,f,f
484,3,nu_f_decal_makeup041,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup041.dds,128,105,,11,f,f
485,3,nu_f_decal_makeup042,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup042.dds,128,105,,11,f,f
486,3,nu_f_decal_makeup043,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup043.dds,129,110,,11,f,f
487,3,nu_f_decal_makeup044,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup044.dds,129,110,,11,f,f
488,3,nu_f_decal_makeup045,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup045.dds,129,110,,11,f,f
489,3,nu_f_decal_makeup046,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup046.dds,129,110,,11,f,f
490,3,nu_f_decal_makeup047,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup047.dds,129,110,,11,f,f
491,3,nu_f_decal_makeup048,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup048.dds,43,16,,11,f,f
492,3,nu_f_decal_makeup049,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup049.dds,131,104,,11,f,f
493,3,nu_f_decal_makeup050,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup050.dds,131,105,,11,f,f
494,3,nu_f_decal_makeup051,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup051.dds,130,105,,11,f,f
495,3,nu_f_decal_makeup052,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup052.dds,130,68,,11,f,f
496,3,nu_f_decal_makeup053,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup053.dds,130,67,,11,f,f
497,3,nu_f_decal_makeup054,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup054.dds,130,67,,11,f,f
498,3,nu_f_decal_makeup055,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup055.dds,3,30,,11,f,f
499,3,nu_f_decal_makeup056,objects\characters\nuian\female\face\decal_makeup\nu_f_decal_makeup056.dds,3,29,,11,f,f
500,2,el_f_decal_tattoo001,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo001.dds,10,-73,,17,f,f
501,2,el_f_decal_tattoo002,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo002.dds,20,-66,,17,f,f
502,2,el_f_decal_tattoo003,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo003.dds,126,-64,,17,f,f
503,2,el_f_decal_tattoo004,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo004.dds,27,50,,17,f,f
504,2,el_f_decal_tattoo005,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo005.dds,3,-77,,17,f,f
505,2,el_f_decal_tattoo006,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo006.dds,3,-72,,17,f,f
506,2,el_f_decal_tattoo007,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo007.dds,131,49,,17,f,f
507,2,el_f_decal_tattoo008,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo008.dds,3,58,,17,f,f
508,2,el_f_decal_tattoo009,objects\characters\elf\female\face\decal_tattoo\el_f_decal_tattoo009.dds,-25,39,,17,f,f
509,2,ha_f_decal_tattoo001,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo001.dds,3,-71,,19,f,f
510,2,ha_f_decal_tattoo002,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo002.dds,141,30,,19,f,f
511,2,ha_f_decal_tattoo003,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo003.dds,8,20,,19,f,f
512,2,ha_f_decal_tattoo004,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo004.dds,4,-75,,19,f,f
513,2,ha_f_decal_tattoo005,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo005.dds,135,-64,,19,f,f
514,2,ha_f_decal_tattoo006,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo006.dds,151,50,,19,f,f
515,2,ha_f_decal_tattoo007,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo007.dds,-38,-86,,19,f,f
516,2,ha_f_decal_tattoo008,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo008.dds,3,-22,,19,f,f
517,2,ha_f_decal_tattoo009,objects\characters\hariharan\female\face\decal_tattoo\ha_f_decal_tattoo009.dds,-1,-78,,19,f,f
518,2,nu_f_decal_tattoo001,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo001.dds,5,-74,,11,f,f
519,2,nu_f_decal_tattoo002,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo002.dds,108,-77,,11,f,f
520,2,nu_f_decal_tattoo003,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo003.dds,141,22,,11,f,f
521,2,nu_f_decal_tattoo004,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo004.dds,2,-68,,11,f,f
522,2,nu_f_decal_tattoo005,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo005.dds,131,14,,11,f,f
523,2,nu_f_decal_tattoo006,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo006.dds,3,-77,,11,f,f
524,2,nu_f_decal_tattoo007,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo007.dds,17,-88,,11,f,f
525,2,nu_f_decal_tattoo008,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo008.dds,3,-77,,11,f,f
526,2,nu_f_decal_tattoo009,objects\characters\nuian\female\face\decal_tattoo\nu_f_decal_tattoo009.dds,2,-65,,11,f,f
527,1,el_f_decal_scar001,objects\characters\nuian\male\face\decal_scar\nu_m_decal_scar001.dds,22,-57,,17,t,f
528,1,el_f_decal_scar002,objects\characters\nuian\male\face\decal_scar\nu_m_decal_scar002.dds,210,73,,17,t,f
529,1,el_f_decal_scar003,objects\characters\nuian\male\face\decal_scar\nu_m_decal_scar003.dds,74,81,,17,t,f
530,1,el_f_decal_scar004,objects\characters\nuian\male\face\decal_scar\nu_m_decal_scar004.dds,129,-74,,17,t,f
