id,doodad_func_group_id,actual_func_id,actual_func_type
9009,8192,446,DoodadFuncSign
9010,8192,447,DoodadFuncSign
9011,8192,448,DoodadFuncSign
9012,8193,449,DoodadFuncSign
9013,8193,450,DoodadFuncSign
9014,8193,451,DoodadFuncSign
9015,8194,452,DoodadFuncSign
9016,8194,453,DoodadFuncSign
9017,8194,454,DoodadFuncSign
9018,8194,455,DoodadFuncSign
9019,8195,2549,DoodadFuncTimer
9020,7834,840,DoodadFuncRequireQuest
9021,8196,456,DoodadFuncSign
9022,8196,457,DoodadFuncSign
9023,8196,458,DoodadFuncSign
9025,7901,1,DoodadFuncPlayFlowGraph
9026,8200,2,DoodadFuncPlayFlowGraph
9027,8202,3,DoodadFuncPlayFlowGraph
9031,8204,4,DoodadFuncPlayFlowGraph
9032,8206,5,DoodadFuncPlayFlowGraph
9034,8209,841,DoodadFuncRequireQuest
9035,8210,2554,DoodadFuncTimer
9038,8202,2555,DoodadFuncTimer
9039,3272,842,DoodadFuncRequireQuest
9040,7933,2556,DoodadFuncTimer
9042,7845,843,DoodadFuncRequireQuest
9044,8216,2558,DoodadFuncTimer
9045,8217,2559,DoodadFuncTimer
9046,8218,2560,DoodadFuncTimer
9049,8221,2562,DoodadFuncTimer
9050,8222,2563,DoodadFuncTimer
9051,7854,845,DoodadFuncRequireQuest
9052,8223,2564,DoodadFuncTimer
9053,8224,1620,DoodadFuncFinal
9054,8225,846,DoodadFuncRequireQuest
9055,8226,2565,DoodadFuncTimer
9056,8227,1621,DoodadFuncFinal
9058,7874,847,DoodadFuncRequireQuest
9060,2851,2567,DoodadFuncTimer
9061,8230,734,DoodadFuncGrowth
9062,8233,1623,DoodadFuncFinal
9063,7850,848,DoodadFuncRequireQuest
9065,8235,2569,DoodadFuncTimer
9066,8237,1624,DoodadFuncFinal
9067,8173,4,DoodadFuncSiegePeriod
9068,8173,6,DoodadFuncPlayFlowGraph
9069,8238,5,DoodadFuncSiegePeriod
9070,8238,7,DoodadFuncPlayFlowGraph
9071,7631,8,DoodadFuncPlayFlowGraph
9072,8239,849,DoodadFuncRequireQuest
9073,8240,2570,DoodadFuncTimer
9074,8241,1625,DoodadFuncFinal
9075,8238,720,DoodadFuncClout
9076,1364,2571,DoodadFuncTimer
9077,7873,850,DoodadFuncRequireQuest
9078,8242,2572,DoodadFuncTimer
9079,7852,851,DoodadFuncRequireQuest
9080,8244,2573,DoodadFuncTimer
9081,8245,1626,DoodadFuncFinal
9082,7853,852,DoodadFuncRequireQuest
9083,8246,2574,DoodadFuncTimer
9084,8247,1627,DoodadFuncFinal
9086,8249,2576,DoodadFuncTimer
9087,7828,853,DoodadFuncRequireQuest
9088,8250,1628,DoodadFuncFinal
9090,8251,2577,DoodadFuncTimer
9091,8252,1629,DoodadFuncFinal
9092,8228,2578,DoodadFuncTimer
9094,8253,2579,DoodadFuncTimer
9095,8254,1630,DoodadFuncFinal
9096,8255,855,DoodadFuncRequireQuest
9098,8256,723,DoodadFuncClout
9099,8258,1631,DoodadFuncFinal
9100,5323,856,DoodadFuncRequireQuest
9101,1868,2580,DoodadFuncTimer
9102,5340,2581,DoodadFuncTimer
9118,8262,2585,DoodadFuncTimer
9121,7957,1634,DoodadFuncFinal
9126,7885,103,DoodadFuncPulseTrigger
9127,8260,104,DoodadFuncPulseTrigger
9130,7885,2588,DoodadFuncTimer
9131,7883,100,DoodadFuncPulse
9132,7883,199,DoodadFuncLogicFamilyProvider
9133,7881,101,DoodadFuncPulse
9134,7881,200,DoodadFuncLogicFamilyProvider
9135,8267,1635,DoodadFuncFinal
9136,8267,434,DoodadFuncRatioRespawn
9137,8267,435,DoodadFuncRatioRespawn
9139,8268,1636,DoodadFuncFinal
9140,8268,437,DoodadFuncRatioRespawn
9142,8156,2590,DoodadFuncTimer
9143,8269,1637,DoodadFuncFinal
9144,8269,438,DoodadFuncRatioRespawn
9145,8269,439,DoodadFuncRatioRespawn
9146,8270,1638,DoodadFuncFinal
9147,8270,440,DoodadFuncRatioRespawn
9151,8275,1640,DoodadFuncFinal
9152,8158,2592,DoodadFuncTimer
9153,8156,246,DoodadFuncRatioChange
9154,8156,247,DoodadFuncRatioChange
9155,8271,2593,DoodadFuncTimer
9156,8271,248,DoodadFuncRatioChange
9157,8271,249,DoodadFuncRatioChange
9158,8273,2594,DoodadFuncTimer
9159,8277,1641,DoodadFuncFinal
9160,8276,1642,DoodadFuncFinal
9161,8280,1643,DoodadFuncFinal
9163,8281,1645,DoodadFuncFinal
9164,8208,2595,DoodadFuncTimer
9165,7873,724,DoodadFuncClout
9166,8284,725,DoodadFuncClout
9168,8285,251,DoodadFuncRatioChange
9169,8285,726,DoodadFuncClout
9170,8286,727,DoodadFuncClout
9171,8287,728,DoodadFuncClout
9172,8288,857,DoodadFuncRequireQuest
9173,8289,2596,DoodadFuncTimer
9174,8289,729,DoodadFuncClout
9175,8290,2597,DoodadFuncTimer
9177,8300,2598,DoodadFuncTimer
9178,8301,2599,DoodadFuncTimer
9179,8302,2600,DoodadFuncTimer
9180,8303,2601,DoodadFuncTimer
9181,8304,2602,DoodadFuncTimer
9182,8305,2603,DoodadFuncTimer
9183,8306,2604,DoodadFuncTimer
9184,8307,2605,DoodadFuncTimer
9185,8308,2606,DoodadFuncTimer
9186,8309,2607,DoodadFuncTimer
9187,8313,1647,DoodadFuncFinal
9188,8312,1648,DoodadFuncFinal
9189,8311,2608,DoodadFuncTimer
9190,8310,858,DoodadFuncRequireQuest
9191,8315,1649,DoodadFuncFinal
9192,8317,2609,DoodadFuncTimer
9193,8316,859,DoodadFuncRequireQuest
9195,8319,460,DoodadFuncSign
9196,8322,1650,DoodadFuncFinal
9197,8321,730,DoodadFuncClout
9198,8324,1651,DoodadFuncFinal
9199,8323,731,DoodadFuncClout
9200,7868,732,DoodadFuncClout
9201,8327,1652,DoodadFuncFinal
9204,8330,2611,DoodadFuncTimer
9205,8333,1653,DoodadFuncFinal
9206,8336,860,DoodadFuncRequireQuest
9207,8337,734,DoodadFuncClout
9209,8342,861,DoodadFuncRequireQuest
9210,8343,2613,DoodadFuncTimer
9211,8345,2614,DoodadFuncTimer
9212,8263,2615,DoodadFuncTimer
9213,8299,2616,DoodadFuncTimer
9214,8355,1654,DoodadFuncFinal
9215,8357,1655,DoodadFuncFinal
9217,8364,1656,DoodadFuncFinal
9219,8363,2618,DoodadFuncTimer
9221,8371,1657,DoodadFuncFinal
9224,8360,2620,DoodadFuncTimer
9225,8361,2621,DoodadFuncTimer
9226,7859,105,DoodadFuncPulseTrigger
9227,8372,2622,DoodadFuncTimer
9230,8368,738,DoodadFuncGrowth
9231,8362,2623,DoodadFuncTimer
9232,8365,2624,DoodadFuncTimer
9233,8377,2625,DoodadFuncTimer
9235,8373,863,DoodadFuncRequireQuest
9236,8380,1658,DoodadFuncFinal
9237,8378,864,DoodadFuncRequireQuest
9238,8379,2626,DoodadFuncTimer
9239,8381,737,DoodadFuncClout
9243,7885,103,DoodadFuncPulse
9244,7885,201,DoodadFuncLogicFamilyProvider
9245,8383,108,DoodadFuncPulseTrigger
9246,8382,109,DoodadFuncPulseTrigger
9247,7859,104,DoodadFuncPulse
9248,7859,202,DoodadFuncLogicFamilyProvider
9251,8385,2627,DoodadFuncTimer
9255,8359,2629,DoodadFuncTimer
9256,8359,254,DoodadFuncRatioChange
9257,8359,255,DoodadFuncRatioChange
9259,2294,2630,DoodadFuncTimer
9260,8388,740,DoodadFuncGrowth
9262,8390,739,DoodadFuncClout
9264,8389,865,DoodadFuncRequireQuest
9265,8395,866,DoodadFuncRequireQuest
9266,8396,2632,DoodadFuncTimer
9268,8393,2633,DoodadFuncTimer
9269,8394,1661,DoodadFuncFinal
9271,8387,442,DoodadFuncRatioRespawn
9273,8387,443,DoodadFuncRatioRespawn
9274,8387,444,DoodadFuncRatioRespawn
9275,8387,445,DoodadFuncRatioRespawn
9276,8387,1663,DoodadFuncFinal
9277,8400,446,DoodadFuncRatioRespawn
9278,8400,447,DoodadFuncRatioRespawn
9279,8400,448,DoodadFuncRatioRespawn
9280,8400,449,DoodadFuncRatioRespawn
9281,8400,1664,DoodadFuncFinal
9282,8402,2634,DoodadFuncTimer
9283,8403,450,DoodadFuncRatioRespawn
9284,8403,451,DoodadFuncRatioRespawn
9285,8403,452,DoodadFuncRatioRespawn
9286,8403,453,DoodadFuncRatioRespawn
9287,8403,1665,DoodadFuncFinal
9288,8407,1666,DoodadFuncFinal
9291,8406,2635,DoodadFuncTimer
9292,8408,2636,DoodadFuncTimer
9293,8410,2637,DoodadFuncTimer
9295,2535,216,DoodadFuncRequireItem
9296,2536,1669,DoodadFuncFinal
9297,8413,1670,DoodadFuncFinal
9298,8412,2638,DoodadFuncTimer
9299,8414,353,DoodadFuncAnimate
9300,8415,354,DoodadFuncAnimate
9301,8416,355,DoodadFuncAnimate
9302,8415,2639,DoodadFuncTimer
9303,8417,356,DoodadFuncAnimate
9304,8417,2640,DoodadFuncTimer
9306,8418,2641,DoodadFuncTimer
9307,8325,869,DoodadFuncRequireQuest
9308,8326,2642,DoodadFuncTimer
9309,7887,105,DoodadFuncPulse
9310,7887,203,DoodadFuncLogicFamilyProvider
9313,8148,2644,DoodadFuncTimer
9314,8429,870,DoodadFuncRequireQuest
9317,8431,871,DoodadFuncRequireQuest
9320,5792,357,DoodadFuncAnimate
9322,8419,742,DoodadFuncGrowth
9323,8439,743,DoodadFuncGrowth
9324,8440,2648,DoodadFuncTimer
9325,8444,743,DoodadFuncClout
9326,8443,1671,DoodadFuncFinal
9327,8441,2649,DoodadFuncTimer
9328,8420,744,DoodadFuncGrowth
9329,8445,745,DoodadFuncGrowth
9330,8446,2650,DoodadFuncTimer
9331,8447,2651,DoodadFuncTimer
9332,8449,1672,DoodadFuncFinal
9333,8421,746,DoodadFuncGrowth
9334,8450,747,DoodadFuncGrowth
9335,8451,2652,DoodadFuncTimer
9336,8452,2653,DoodadFuncTimer
9337,8454,1673,DoodadFuncFinal
9338,8422,748,DoodadFuncGrowth
9339,8455,749,DoodadFuncGrowth
9340,8456,2654,DoodadFuncTimer
9341,8459,1674,DoodadFuncFinal
9342,8423,750,DoodadFuncGrowth
9343,8460,751,DoodadFuncGrowth
9344,8461,2655,DoodadFuncTimer
9345,8462,2656,DoodadFuncTimer
9346,8464,1675,DoodadFuncFinal
9347,8424,752,DoodadFuncGrowth
9348,8465,753,DoodadFuncGrowth
9349,8466,2657,DoodadFuncTimer
9350,8469,1676,DoodadFuncFinal
9351,8467,2658,DoodadFuncTimer
9352,8425,754,DoodadFuncGrowth
9353,8470,755,DoodadFuncGrowth
9354,8474,1677,DoodadFuncFinal
9355,8471,2659,DoodadFuncTimer
9356,8472,2660,DoodadFuncTimer
9357,8426,756,DoodadFuncGrowth
9358,8479,1678,DoodadFuncFinal
9359,8475,757,DoodadFuncGrowth
9360,8476,2661,DoodadFuncTimer
9361,8477,2662,DoodadFuncTimer
9362,8427,758,DoodadFuncGrowth
9363,8480,759,DoodadFuncGrowth
9364,8481,2663,DoodadFuncTimer
9365,8482,2664,DoodadFuncTimer
9366,8484,1679,DoodadFuncFinal
9367,8428,760,DoodadFuncGrowth
9368,8485,761,DoodadFuncGrowth
9369,8486,2665,DoodadFuncTimer
9370,8487,2666,DoodadFuncTimer
9371,8489,1680,DoodadFuncFinal
9372,8457,2667,DoodadFuncTimer
9375,8499,1683,DoodadFuncFinal
9376,8500,1684,DoodadFuncFinal
9377,8501,1685,DoodadFuncFinal
9380,8504,2670,DoodadFuncTimer
9382,8506,1686,DoodadFuncFinal
9383,7044,1687,DoodadFuncFinal
9388,7045,1688,DoodadFuncFinal
9389,7046,1689,DoodadFuncFinal
9390,7047,1690,DoodadFuncFinal
9393,8516,1691,DoodadFuncFinal
9394,8511,2675,DoodadFuncTimer
9395,8517,1692,DoodadFuncFinal
9397,8512,762,DoodadFuncGrowth
9398,8513,2677,DoodadFuncTimer
9399,8518,9,DoodadFuncPlayFlowGraph
9400,8518,2678,DoodadFuncTimer
9401,8211,2679,DoodadFuncTimer
9402,8519,1693,DoodadFuncFinal
9406,8521,2681,DoodadFuncTimer
9407,8522,1694,DoodadFuncFinal
9408,8524,2682,DoodadFuncTimer
9409,8525,1695,DoodadFuncFinal
9413,8523,873,DoodadFuncRequireQuest
9414,8520,874,DoodadFuncRequireQuest
9417,8530,1696,DoodadFuncFinal
9418,8500,454,DoodadFuncRatioRespawn
9419,8500,455,DoodadFuncRatioRespawn
9420,8500,456,DoodadFuncRatioRespawn
9421,8501,457,DoodadFuncRatioRespawn
9422,8501,458,DoodadFuncRatioRespawn
9423,8501,459,DoodadFuncRatioRespawn
9424,8530,460,DoodadFuncRatioRespawn
9425,8530,461,DoodadFuncRatioRespawn
9426,8530,462,DoodadFuncRatioRespawn
9427,8528,2686,DoodadFuncTimer
9428,8531,875,DoodadFuncRequireQuest
9429,8533,2687,DoodadFuncTimer
9430,8354,2688,DoodadFuncTimer
9431,8534,2689,DoodadFuncTimer
9432,8534,260,DoodadFuncRatioChange
9433,8534,261,DoodadFuncRatioChange
9434,8534,262,DoodadFuncRatioChange
9435,8538,1697,DoodadFuncFinal
9436,8535,2690,DoodadFuncTimer
9437,8536,2691,DoodadFuncTimer
9438,8537,2692,DoodadFuncTimer
9440,8540,1698,DoodadFuncFinal
9442,8545,1700,DoodadFuncFinal
9443,8543,2694,DoodadFuncTimer
9444,8543,263,DoodadFuncRatioChange
9445,8543,264,DoodadFuncRatioChange
9446,8544,2695,DoodadFuncTimer
9447,8542,2696,DoodadFuncTimer
9448,8546,1701,DoodadFuncFinal
9449,8548,1702,DoodadFuncFinal
9451,8508,2698,DoodadFuncTimer
9452,8508,265,DoodadFuncRatioChange
9453,8508,266,DoodadFuncRatioChange
9454,8554,2699,DoodadFuncTimer
9455,8554,267,DoodadFuncRatioChange
9456,8554,268,DoodadFuncRatioChange
9457,8552,1703,DoodadFuncFinal
9458,8556,1704,DoodadFuncFinal
9461,8339,744,DoodadFuncClout
9462,8340,2700,DoodadFuncTimer
9463,8340,107,DoodadFuncPulse
9464,8340,205,DoodadFuncLogicFamilyProvider
9465,8558,2701,DoodadFuncTimer
9469,8564,2702,DoodadFuncTimer
9474,8561,745,DoodadFuncClout
9475,8562,2704,DoodadFuncTimer
9476,8562,110,DoodadFuncPulse
9477,8562,208,DoodadFuncLogicFamilyProvider
9478,8563,111,DoodadFuncPulseTrigger
9479,8550,1705,DoodadFuncFinal
9480,8565,1706,DoodadFuncFinal
9481,8131,746,DoodadFuncClout
9482,8331,876,DoodadFuncRequireQuest
9483,8332,2705,DoodadFuncTimer
9485,8146,2706,DoodadFuncTimer
9486,8242,748,DoodadFuncClout
9487,8430,749,DoodadFuncClout
9488,8432,750,DoodadFuncClout
9489,8570,751,DoodadFuncClout
9490,8572,2707,DoodadFuncTimer
9491,8574,2708,DoodadFuncTimer
9493,8559,269,DoodadFuncRatioChange
9494,8559,270,DoodadFuncRatioChange
9496,8577,2711,DoodadFuncTimer
9497,8578,2712,DoodadFuncTimer
9498,8579,752,DoodadFuncClout
9499,8580,2713,DoodadFuncTimer
9500,8581,2714,DoodadFuncTimer
9501,8582,753,DoodadFuncClout
9502,8583,1707,DoodadFuncFinal
9504,8587,2716,DoodadFuncTimer
9505,8344,2717,DoodadFuncTimer
9506,8592,2718,DoodadFuncTimer
9508,8594,1708,DoodadFuncFinal
9509,8600,1709,DoodadFuncFinal
9510,8599,754,DoodadFuncClout
9512,8597,2721,DoodadFuncTimer
9513,8596,2722,DoodadFuncTimer
9515,8604,877,DoodadFuncRequireQuest
9517,8606,1711,DoodadFuncFinal
9518,8607,1712,DoodadFuncFinal
9519,8601,2724,DoodadFuncTimer
9520,8598,1713,DoodadFuncFinal
9521,8635,111,DoodadFuncPulse
9526,8636,2725,DoodadFuncTimer
9527,8637,2726,DoodadFuncTimer
9528,8638,2727,DoodadFuncTimer
9529,8639,2728,DoodadFuncTimer
9530,8640,2729,DoodadFuncTimer
9531,8641,2730,DoodadFuncTimer
9532,8642,756,DoodadFuncClout
9533,8643,1715,DoodadFuncFinal
9534,8644,112,DoodadFuncPulse
9537,8644,2731,DoodadFuncTimer
9540,8645,112,DoodadFuncPulseTrigger
9542,8646,113,DoodadFuncPulseTrigger
9543,8635,211,DoodadFuncLogicFamilyProvider
9544,8644,212,DoodadFuncLogicFamilyProvider
9545,8648,2732,DoodadFuncTimer
9546,8649,1717,DoodadFuncFinal
9547,8652,2733,DoodadFuncTimer
9554,8656,342,DoodadFuncTod
9557,8653,114,DoodadFuncPulseTrigger
9558,8654,115,DoodadFuncPulseTrigger
9559,8653,757,DoodadFuncClout
9560,8654,758,DoodadFuncClout
9561,8657,116,DoodadFuncPulseTrigger
9562,8657,759,DoodadFuncClout
9563,8532,760,DoodadFuncClout
9564,8658,117,DoodadFuncPulseTrigger
9565,8658,761,DoodadFuncClout
9566,8659,1718,DoodadFuncFinal
9568,8660,762,DoodadFuncClout
9569,8660,118,DoodadFuncPulseTrigger
9570,8661,119,DoodadFuncPulseTrigger
9571,8661,763,DoodadFuncClout
9572,8662,120,DoodadFuncPulseTrigger
9573,8662,764,DoodadFuncClout
9574,8663,121,DoodadFuncPulseTrigger
9575,8663,765,DoodadFuncClout
9576,8664,1719,DoodadFuncFinal
9577,8665,2737,DoodadFuncTimer
9578,8666,1720,DoodadFuncFinal
9579,8667,1721,DoodadFuncFinal
9580,8391,1722,DoodadFuncFinal
9581,8668,1723,DoodadFuncFinal
9582,8669,1724,DoodadFuncFinal
9583,8671,2738,DoodadFuncTimer
9584,8674,2739,DoodadFuncTimer
9585,8338,271,DoodadFuncRatioChange
9586,8338,272,DoodadFuncRatioChange
9587,8683,1725,DoodadFuncFinal
9588,8678,2740,DoodadFuncTimer
9589,8679,2741,DoodadFuncTimer
9590,8680,766,DoodadFuncClout
9591,8681,2742,DoodadFuncTimer
9592,8559,2743,DoodadFuncTimer
9593,8338,2744,DoodadFuncTimer
9594,8555,1726,DoodadFuncFinal
9595,8682,1727,DoodadFuncFinal
9596,8685,878,DoodadFuncRequireQuest
9599,8687,768,DoodadFuncClout
9600,8684,122,DoodadFuncPulseTrigger
9601,8686,123,DoodadFuncPulseTrigger
9602,8684,769,DoodadFuncClout
9603,8686,770,DoodadFuncClout
9605,8688,124,DoodadFuncPulseTrigger
9606,8689,125,DoodadFuncPulseTrigger
9607,8690,126,DoodadFuncPulseTrigger
9608,8690,772,DoodadFuncClout
9609,8691,127,DoodadFuncPulseTrigger
9610,8691,773,DoodadFuncClout
9611,8694,128,DoodadFuncPulseTrigger
9612,8696,129,DoodadFuncPulseTrigger
9613,8698,130,DoodadFuncPulseTrigger
9614,8695,131,DoodadFuncPulseTrigger
9615,8694,774,DoodadFuncClout
9616,8696,775,DoodadFuncClout
9617,8698,776,DoodadFuncClout
9618,8695,777,DoodadFuncClout
9619,8699,132,DoodadFuncPulseTrigger
9620,8700,133,DoodadFuncPulseTrigger
9621,8701,134,DoodadFuncPulseTrigger
9622,8702,135,DoodadFuncPulseTrigger
9623,8703,136,DoodadFuncPulseTrigger
9624,8699,778,DoodadFuncClout
9625,8700,779,DoodadFuncClout
9626,8701,780,DoodadFuncClout
9627,8702,781,DoodadFuncClout
9628,8703,1728,DoodadFuncFinal
9629,8704,137,DoodadFuncPulseTrigger
9630,8705,138,DoodadFuncPulseTrigger
9631,8704,782,DoodadFuncClout
9632,8674,358,DoodadFuncAnimate
9634,8707,2746,DoodadFuncTimer
9636,8710,1730,DoodadFuncFinal
9637,8718,783,DoodadFuncClout
9638,8718,1731,DoodadFuncFinal
9647,8719,139,DoodadFuncPulseTrigger
9648,8720,140,DoodadFuncPulseTrigger
9649,8721,141,DoodadFuncPulseTrigger
9650,8713,142,DoodadFuncPulseTrigger
9651,8715,143,DoodadFuncPulseTrigger
9654,8716,144,DoodadFuncPulseTrigger
9655,8726,115,DoodadFuncPulse
9656,8726,217,DoodadFuncLogicFamilyProvider
9675,8724,121,DoodadFuncPulse
9676,8724,229,DoodadFuncLogicFamilyProvider
9690,8714,124,DoodadFuncPulse
9691,8714,241,DoodadFuncLogicFamilyProvider
9692,8728,785,DoodadFuncClout
9693,8729,1732,DoodadFuncFinal
9695,8730,1733,DoodadFuncFinal
9696,8731,2748,DoodadFuncTimer
9697,8732,2749,DoodadFuncTimer
9699,8733,2750,DoodadFuncTimer
9700,8734,2751,DoodadFuncTimer
9701,8735,2752,DoodadFuncTimer
9702,8736,1735,DoodadFuncFinal
9703,8409,2753,DoodadFuncTimer
9704,8411,2754,DoodadFuncTimer
9705,8738,1736,DoodadFuncFinal
9707,8737,1738,DoodadFuncFinal
9708,8741,2755,DoodadFuncTimer
9710,8623,880,DoodadFuncRequireQuest
9712,8624,2757,DoodadFuncTimer
9714,8742,1739,DoodadFuncFinal
9715,8743,1740,DoodadFuncFinal
9716,8749,1741,DoodadFuncFinal
9717,8751,1742,DoodadFuncFinal
9718,8754,2759,DoodadFuncTimer
9719,8753,2760,DoodadFuncTimer
9720,8756,2761,DoodadFuncTimer
9721,8757,2762,DoodadFuncTimer
9729,8765,146,DoodadFuncPulseTrigger
9731,8769,1743,DoodadFuncFinal
9732,8767,881,DoodadFuncRequireQuest
9737,8770,68,DoodadFuncLogic
9738,8770,245,DoodadFuncLogicFamilyProvider
9741,8768,788,DoodadFuncClout
9746,8774,1746,DoodadFuncFinal
9747,8773,2765,DoodadFuncTimer
9748,8739,790,DoodadFuncClout
9749,8777,1747,DoodadFuncFinal
9750,8778,147,DoodadFuncPulseTrigger
9752,8762,129,DoodadFuncPulse
9753,8762,246,DoodadFuncLogicFamilyProvider
9754,8763,130,DoodadFuncPulse
9755,8763,247,DoodadFuncLogicFamilyProvider
9756,8764,131,DoodadFuncPulse
9757,8764,248,DoodadFuncLogicFamilyProvider
9758,8779,149,DoodadFuncPulseTrigger
9760,8759,132,DoodadFuncPulse
9761,8760,133,DoodadFuncPulse
9762,8761,134,DoodadFuncPulse
9763,8761,249,DoodadFuncLogicFamilyProvider
9764,8760,250,DoodadFuncLogicFamilyProvider
9765,8759,251,DoodadFuncLogicFamilyProvider
9767,8675,359,DoodadFuncAnimate
9768,2815,1,DoodadFuncHouseFarm
9773,2837,6,DoodadFuncHouseFarm
9779,1793,12,DoodadFuncHouseFarm
9785,8610,791,DoodadFuncClout
9786,8780,151,DoodadFuncPulseTrigger
9787,1806,18,DoodadFuncHouseFarm
9788,8781,152,DoodadFuncPulseTrigger
9789,8782,153,DoodadFuncPulseTrigger
9791,8785,135,DoodadFuncPulse
9792,8785,252,DoodadFuncLogicFamilyProvider
9796,8783,154,DoodadFuncPulseTrigger
9797,8784,155,DoodadFuncPulseTrigger
9798,8787,156,DoodadFuncPulseTrigger
9799,8579,2769,DoodadFuncTimer
9800,8680,2770,DoodadFuncTimer
9801,5547,19,DoodadFuncHouseFarm
9803,8790,137,DoodadFuncPulse
9804,8790,254,DoodadFuncLogicFamilyProvider
9809,5782,21,DoodadFuncHouseFarm
9810,5786,22,DoodadFuncHouseFarm
9818,8440,29,DoodadFuncHouseFarm
9819,8446,30,DoodadFuncHouseFarm
9820,8451,31,DoodadFuncHouseFarm
9821,8456,32,DoodadFuncHouseFarm
9822,8461,33,DoodadFuncHouseFarm
9823,8466,34,DoodadFuncHouseFarm
9824,8471,35,DoodadFuncHouseFarm
9825,8476,36,DoodadFuncHouseFarm
9826,8481,37,DoodadFuncHouseFarm
9827,8486,38,DoodadFuncHouseFarm
9828,2731,39,DoodadFuncHouseFarm
9829,2790,40,DoodadFuncHouseFarm
9830,6034,41,DoodadFuncHouseFarm
9831,6039,42,DoodadFuncHouseFarm
9832,2999,43,DoodadFuncHouseFarm
9836,8798,792,DoodadFuncClout
9837,8795,793,DoodadFuncClout
9839,8797,795,DoodadFuncClout
9840,8796,2775,DoodadFuncTimer
9841,8799,796,DoodadFuncClout
9842,8800,2776,DoodadFuncTimer
9843,8801,797,DoodadFuncClout
9844,8802,798,DoodadFuncClout
9845,8803,1748,DoodadFuncFinal
9846,8671,360,DoodadFuncAnimate
9847,8672,361,DoodadFuncAnimate
9849,8625,884,DoodadFuncRequireQuest
9852,8627,2778,DoodadFuncTimer
9853,8628,885,DoodadFuncRequireQuest
9854,8629,2779,DoodadFuncTimer
9855,8630,1750,DoodadFuncFinal
9856,8631,886,DoodadFuncRequireQuest
9858,8805,799,DoodadFuncClout
9859,8611,887,DoodadFuncRequireQuest
9860,8612,1751,DoodadFuncFinal
9861,8618,888,DoodadFuncRequireQuest
9862,8619,2781,DoodadFuncTimer
9863,8620,1752,DoodadFuncFinal
9879,4525,44,DoodadFuncHouseFarm
9904,8791,151,DoodadFuncPulse
9908,8791,271,DoodadFuncLogicFamilyProvider
9913,8808,154,DoodadFuncPulse
9914,8808,275,DoodadFuncLogicFamilyProvider
9917,8810,156,DoodadFuncPulse
9918,8810,277,DoodadFuncLogicFamilyProvider
9920,8785,278,DoodadFuncLogicFamilyProvider
9922,8790,280,DoodadFuncLogicFamilyProvider
9925,8792,2789,DoodadFuncTimer
9926,8793,157,DoodadFuncPulse
9927,8793,281,DoodadFuncLogicFamilyProvider
9928,8813,2790,DoodadFuncTimer
9929,8815,2791,DoodadFuncTimer
9930,8786,2792,DoodadFuncTimer
9931,8809,2793,DoodadFuncTimer
9932,8816,2794,DoodadFuncTimer
9934,8785,282,DoodadFuncLogicFamilyProvider
9935,8785,283,DoodadFuncLogicFamilyProvider
9936,8785,161,DoodadFuncPulseTrigger
9937,8790,284,DoodadFuncLogicFamilyProvider
9938,8790,285,DoodadFuncLogicFamilyProvider
9939,8790,162,DoodadFuncPulseTrigger
9940,8791,286,DoodadFuncLogicFamilyProvider
9941,8791,287,DoodadFuncLogicFamilyProvider
9942,8791,288,DoodadFuncLogicFamilyProvider
9943,8791,163,DoodadFuncPulseTrigger
9944,8793,289,DoodadFuncLogicFamilyProvider
9945,8793,290,DoodadFuncLogicFamilyProvider
9946,8793,291,DoodadFuncLogicFamilyProvider
9947,8793,164,DoodadFuncPulseTrigger
9948,8808,292,DoodadFuncLogicFamilyProvider
9949,8808,293,DoodadFuncLogicFamilyProvider
9950,8808,294,DoodadFuncLogicFamilyProvider
9951,8808,165,DoodadFuncPulseTrigger
9952,8810,295,DoodadFuncLogicFamilyProvider
9953,8810,296,DoodadFuncLogicFamilyProvider
9954,8810,297,DoodadFuncLogicFamilyProvider
9955,8810,166,DoodadFuncPulseTrigger
9956,8814,362,DoodadFuncAnimate
9957,8817,363,DoodadFuncAnimate
9958,8818,364,DoodadFuncAnimate
9959,8818,2795,DoodadFuncTimer
9960,8814,2796,DoodadFuncTimer
9961,8819,167,DoodadFuncPulseTrigger
9962,8820,168,DoodadFuncPulseTrigger
9963,8821,169,DoodadFuncPulseTrigger
9964,8822,158,DoodadFuncPulse
9965,8822,298,DoodadFuncLogicFamilyProvider
9966,8823,159,DoodadFuncPulse
9967,8823,299,DoodadFuncLogicFamilyProvider
9968,8824,160,DoodadFuncPulse
9969,8824,300,DoodadFuncLogicFamilyProvider
9970,8824,2797,DoodadFuncTimer
9977,8822,301,DoodadFuncLogicFamilyProvider
9978,8823,302,DoodadFuncLogicFamilyProvider
9979,8824,303,DoodadFuncLogicFamilyProvider
9980,8833,346,DoodadFuncTod
9981,8834,347,DoodadFuncTod
9982,8833,800,DoodadFuncClout
9983,8828,304,DoodadFuncLogicFamilyProvider
9984,8829,305,DoodadFuncLogicFamilyProvider
9985,8830,306,DoodadFuncLogicFamilyProvider
9986,8825,307,DoodadFuncLogicFamilyProvider
9987,8826,308,DoodadFuncLogicFamilyProvider
9988,8827,309,DoodadFuncLogicFamilyProvider
9989,8828,161,DoodadFuncPulse
9990,8829,162,DoodadFuncPulse
9991,8830,163,DoodadFuncPulse
