id,name,enter_or_leave,sphere_detail_id,sphere_detail_type,trigger_condition_id,trigger_condition_time,team_msg,category_id,or_unit_reqs,is_personal_msg
555,Q3188_타샤르네집앞,t,24,SphereBubble,2,0,,53,f,t
556,Q1432_꿈꾸는오솔길2,t,25,SphereBubble,2,0,,21,f,f
557,Q1432_꿈꾸는오솔길3,t,26,SphereBubble,2,0,,21,f,f
558,누이사제의호객행위,t,27,SphereBubble,2,0,,4,f,f
560,Q1066_의식의폭포_버블,t,28,SphereBubble,2,0,,21,f,f
561,할하파로 가는 입구,t,10,SphereSkill,3,5000,할하파는 어디에...,21,f,t
562,호랑이등뼈_소풍나온나라야나,t,29,SphereBubble,2,0,,21,f,f
566,매사냥고원_에치엘루의 첫대사,t,30,SphereBubble,2,0,,1,f,f
567,Q1218_눈사자 훈련소 입구,t,515,SphereQuest,3,0,,1,f,f
568,레오티스,t,31,SphereBubble,1,0,,1,f,f
569,바람의폐허회오리,t,11,SphereSkill,3,30000,,1,f,f
570,산넘어 광산으로,t,12,SphereSkill,3,0,헐,1,f,t
571,호랑이눈_입구,t,32,SphereBubble,2,0,상단 조합장의 허탈한 한숨소리가 입구까지 들립니다.,21,f,t
573,바라기마을_린엘_리포포의대사,t,34,SphereBubble,2,0,,4,f,f
574,그위오니드 호수 물기둥,t,13,SphereSkill,3,0,갑자기 물기둥이 솟구칩니다!,1,f,t
575,메데이아의 실종 장소,t,516,SphereQuest,3,0,숲의 주인이 내뿜는 신성한 기운이 느껴집니다.,1,f,t
577,할하파로가는길,t,35,SphereBubble,2,0,,21,f,f
578,사라세니아독가스,t,14,SphereSkill,3,30000,독가스를 들이마셨습니다!,9,f,t
579,할하파로가는길2,t,36,SphereBubble,2,0,,21,f,f
580,불꽃매협곡_자크록신음,t,37,SphereBubble,2,0,,21,f,f
581,Q1494_망자의 무덤을 만들 장소,t,518,SphereQuest,3,0,,26,f,f
582,야타방목지_야생야타,f,38,SphereBubble,2,0,길들여지지 않은 야타에게 진정의 풀로 만든 화살을 쏠 수 있습니다.,21,f,t
583,리에주,t,39,SphereBubble,2,0,,9,f,f
584,메릴다리온1,t,40,SphereBubble,2,0,,1,f,f
585,네서틴,t,41,SphereBubble,2,0,,1,f,f
586,메릴다리온2,t,42,SphereBubble,2,0,,1,f,f
587,Q420_광산의 맹세_아스트라의 첫 등장 ,t,519,SphereQuest,1,0,,1,f,f
588,Q453_영주의마차_요어랜드 극단의 제베넨,t,520,SphereQuest,1,0,,1,f,f
589,Q455_영원한 생을 바라는 자_리턴드의 제안,t,521,SphereQuest,1,0,,1,f,f
590,Q455_영원한 생을 바라는 자_헤레드의 호위완료,t,522,SphereQuest,1,0,,1,f,f
591,Q455_영원한 생을 바라는 자_헤레드의 호위,t,523,SphereQuest,1,0,,1,f,f
592,Q1301_방풍림을심을지역,t,524,SphereQuest,3,0,,1,f,f
593,Q1302_바람이이끄는곳,t,525,SphereQuest,3,0,,1,f,f
594,Q1361_떨어트린 속옷_퀘스트시작,t,526,SphereQuest,3,0,,1,f,f
595,Q1361_떨어트린속옷_퀘스트완료,t,527,SphereQuest,3,0,,1,f,f
596,매사냥 고원 바람의 기운(고),t,15,SphereSkill,3,0,,1,f,f
597,Q1253_괴물의정체,t,528,SphereQuest,3,0,,1,f,f
598,매사냥 고원 바람의 기운(중),t,16,SphereSkill,3,0,,1,f,f
599,매사냥 고원 바람의 기운(저),t,17,SphereSkill,3,0,,1,f,f
600,매사냥고원_호수,t,529,SphereQuest,3,0,빈병에 호수 물을 담으세요.,1,f,t
603,멜리디엔,t,43,SphereBubble,2,0,,1,f,f
608,루크2,f,48,SphereBubble,2,0,,1,f,f
609,아리아드네,t,49,SphereBubble,3,300000,,1,f,f
610,그림자 탑 앞,t,50,SphereBubble,3,720000,,1,f,f
611,검은 모래회의 비밀 안가,t,51,SphereBubble,3,720000,,1,f,f
612,고무나무 농장,t,52,SphereBubble,3,720000,,1,f,f
613,수액창고 앞,t,53,SphereBubble,2,0,,1,f,f
614,검은 모래탑 앞,t,54,SphereBubble,3,7200000,,1,f,f
615,대상인 수리야의 저택,t,55,SphereBubble,3,720000,대상인 수리야의 저택 앞,1,f,t
616,현상범 라샤의 활동지역,t,56,SphereBubble,3,7200000,,1,f,f
617,보물의 흔적,t,57,SphereBubble,3,720000,,1,f,f
618,마룬의 흔적,t,58,SphereBubble,3,720000,,1,f,f
619,인어의 둥지,t,59,SphereBubble,3,720000,,1,f,f
620,아스트라의 동굴 입구,t,60,SphereBubble,3,720000,,1,f,f
621,페레의 성인식,t,61,SphereBubble,3,60000,,1,f,f
623,가랑돌평원_상인피어스,t,62,SphereBubble,2,0,,1,f,f
625,탄생의 절벽 1,t,64,SphereBubble,3,50000,,22,f,f
626,탄생의 절벽2,t,65,SphereBubble,3,50000,,22,f,f
627,탄생의 절벽3,t,66,SphereBubble,3,50000,,22,f,f
628,호랑이 등뼈 산맥 기계 폐기장 탑,t,67,SphereBubble,3,10000,,61,f,f
630,level_용광로,t,18,SphereSkill,3,0,철이 녹을 만큼 뜨겁습니다. 앗 뜨거!,21,f,t
631,매사냥고원_마음의고향1,t,69,SphereBubble,2,0,,1,f,f
632,매사냥고원_마음의고향2,t,70,SphereBubble,2,0,,1,f,f
633,매사냥고원_큰매바위,t,71,SphereBubble,2,0,,1,f,f
635,Q1436_에그머니나_소각장_알던지는곳,t,533,SphereQuest,3,0,,1,f,f
636,Q1436_에그머니나소각장,t,73,SphereBubble,2,0,,22,f,f
639,괴이한 빛이 나는 장소,t,536,SphereQuest,3,0,,24,f,f
642,level_호랑이눈 호수,t,19,SphereSkill,3,0,,21,f,f
643,Q79_거상무덤안오아시스,t,539,SphereQuest,3,0,,1,f,f
644,호랑이눈입구_한숨소리,t,1,SphereSound,2,0,,1,f,f
645,건축 현장 인부,t,74,SphereBubble,2,300000,,1,f,f
646,애니가 갇힌 장소,t,75,SphereBubble,2,0,,1,f,f
647,파비트라 대여제의 기념비,t,76,SphereBubble,2,0,,1,f,f
648,달라가 숨어 있는 장소,t,77,SphereBubble,2,0,,1,f,f
649,론반 광산으로 퀘스트 완료,t,540,SphereQuest,3,0,,1,f,f
650,Q1650속옷의 주인이 기다리는 곳,t,541,SphereQuest,3,0,,4,f,f
651,해적의 본거지,t,78,SphereBubble,2,0,,1,f,f
652,머를린의 힌트(솔즈리드),t,79,SphereBubble,3,120000,,4,f,f
653,요하르의 힌트(매사냥 고원),t,80,SphereBubble,3,120000,,22,f,f
654,잿빛안개 부족 전사(매사냥 고원),t,81,SphereBubble,2,0,,22,f,f
655,잿빛안개 부족전사2(매사냥 고원),t,82,SphereBubble,2,0,,22,f,f
660,익사한 라운데,t,87,SphereBubble,2,0,,9,f,f
662,솔즈리드_양방목장_늑대처치전,t,89,SphereBubble,3,180000,,4,f,f
663,솔즈리드_양방목장_퀘스트 완료,t,90,SphereBubble,3,180000,,4,f,f
664,파수마을_마구간지기의대사,t,91,SphereBubble,2,0,,4,f,f
665,우윳빛강마을_마구간지기,t,92,SphereBubble,2,0,,4,f,f
666,솔즈리드_선돌연구자존스,t,93,SphereBubble,3,120000,,1,f,f
667,솔즈리드_백월만존스,t,94,SphereBubble,3,180000,,4,f,f
668,솔즈리드반도_요정의은신처존스,t,95,SphereBubble,3,120000,,4,f,f
669,솔즈리드반도_요정의은신처존스,t,96,SphereBubble,3,60000,,1,f,f
673,Q291_브리짓구출_브리짓이갇힌곳,t,98,SphereBubble,3,240000,,4,f,f
676,노트의 공포,t,101,SphereBubble,2,0,,1,f,f
677,예술관 경비병,t,102,SphereBubble,2,0,,1,f,f
678,Q1433_릭의대사,t,103,SphereBubble,2,0,,22,f,f
682,가랑돌평원_질박한돌산,t,21,SphereSkill,2,0,누군가의 습격을 받았습니다!,2,f,t
683,가랑돌평원_수배전단,t,107,SphereBubble,2,0,수배 전단을 발견했습니다.,1,f,t
684,가랑돌평원_장로맥기와사람들1,t,108,SphereBubble,2,0,,1,f,f
685,가랑돌평원_장로맥기와사람들2,t,109,SphereBubble,2,0,,1,f,f
686,가랑돌평원_민병대원들,t,110,SphereBubble,2,0,,1,f,f
688,옥상위강한바람,t,23,SphereSkill,3,5000,몸이 날아갈듯 강한 바람이 붑니다.,1,f,t
689,Q1643_127분,t,111,SphereBubble,2,0,,22,f,f
690,마리아노플_델토킨의수하,t,24,SphereSkill,2,,,10,f,f
691,Q1230_큰매바위_영역버블,t,112,SphereBubble,3,120000,,1,f,f
692,노르예트 경비병,t,113,SphereBubble,2,0,,1,f,f
693,황혼의 언덕,t,543,SphereQuest,3,0,,1,f,f
694,Q1639_비밀은없어퀘스트시작,f,544,SphereQuest,3,60000,,1,f,f
695,Q1302_바람이이끄는곳,t,114,SphereBubble,3,30000,바람이 이끄는 곳에서 가즈링의 삽을 사용합니다,1,f,t
696,릴리엇_코비,t,115,SphereBubble,2,0,,1,f,f
701,가랑돌평원_아핀디엘거처가는길,t,120,SphereBubble,3,180000,,2,f,f
702,하비엘의유쾌한외침,t,121,SphereBubble,3,50000,붉은 수염의 하비엘이 선원을 모집한다고 소리치고 있습니다.,1,f,t
703,릴리엇_발라타르,t,122,SphereBubble,2,0,,1,f,f
704,매사냥고원_안개괴물,t,123,SphereBubble,2,0,,22,f,f
705,릴리엇_세라하,t,124,SphereBubble,2,0,,24,f,f
706,릴리엇_길버트,t,125,SphereBubble,2,0,,24,f,f
707,릴리엇_릴리,t,126,SphereBubble,2,0,,24,f,f
708,릴리엇_호프만,t,127,SphereBubble,2,0,,24,f,f
709,릴리엇_자야,t,128,SphereBubble,2,0,,24,f,f
710,릴리엇_앤디,t,129,SphereBubble,3,10000,,24,f,f
711,릴리엇_엘리너,t,130,SphereBubble,2,0,,24,f,f
712,릴리엇_기드,t,131,SphereBubble,2,0,,24,f,f
714,릴리엇_콘스탄트,t,133,SphereBubble,2,0,,24,f,f
716,릴리엇_던컨,t,135,SphereBubble,2,0,헛간 안에서 신음 소리가 납니다.,24,f,t
717,릴리엇_이반,t,136,SphereBubble,2,0,,24,f,f
718,릴리엇_사이먼01,t,137,SphereBubble,2,0,,24,f,f
719,릴리엇_사이먼02,f,138,SphereBubble,3,60000,,1,f,f
720,릴리엇_케르노스,f,139,SphereBubble,2,0,,1,f,f
721,릴리엇_키리스,t,140,SphereBubble,2,0,,1,f,f
722,릴리엇_루이진,t,141,SphereBubble,2,0,,1,f,f
723,릴리엇_세우,t,142,SphereBubble,2,0,,1,f,f
724,릴리엇_바르웬2,t,143,SphereBubble,2,0,,24,f,f
732,가랑돌평원_거상무덤입구,t,151,SphereBubble,2,0,,1,f,f
733,Q302 _바람을부르는목걸이_바람의마녀소환,t,545,SphereQuest,3,0,,10,f,f
734,Q339_유리구두의주인_아드리안집내부,t,546,SphereQuest,3,0,,1,f,f
735,가랑돌평원_질박한돌산꼭대기,t,152,SphereBubble,2,0,,1,f,f
738,호랑이등뼈산맥_텐시르근처,t,155,SphereBubble,2,0,,1,f,f
739,바람의 기운(저/고각도),t,25,SphereSkill,3,0,,1,f,f
740,Q183농장의 탐정에게 주는 의뢰비_버리농장근처,t,547,SphereQuest,3,0,,1,f,f
741,솔즈리드반도_잊혀진성_브리짓감옥,t,156,SphereBubble,3,120000,,1,f,f
742,탄생의 절벽 가이드 오나흐 옆,t,157,SphereBubble,3,20000,,1,f,f
744,Q1366막사불끄는영역,t,549,SphereQuest,3,0,,1,f,f
745,가랑돌평원_핏자국1,t,158,SphereBubble,2,0,,2,f,f
746,가랑돌평원_핏자국2,t,159,SphereBubble,2,0,,2,f,f
748,Q118_숲의 안쪽에서 벌어지는 일_디아무이드사거리,t,551,SphereQuest,3,0,,1,f,f
749,Q1701_물결을 거슬러라_중간지점 ,t,552,SphereQuest,2,0,,1,f,f
750,시크의 방에서 나가기,t,26,SphereSkill,3,5000,,1,f,f
751,탄생의 절벽 : 바람의 주술사,t,160,SphereBubble,3,120000,,1,f,f
752,Q349_암살자의 정체_퀘스트 수락 스피어,t,553,SphereQuest,3,0,,1,f,f
753,안전한 마법진,t,554,SphereQuest,2,0,,1,f,f
754,탄생의 절벽 : 첫번째 바람의 기운,t,161,SphereBubble,3,120000,,1,f,f
755,탄생의 절벽 : 두번째 바람의 기운,t,162,SphereBubble,3,120000,,1,f,f
756,동론반광산,t,555,SphereQuest,3,0,,1,f,f
757,서론반광산,t,556,SphereQuest,3,0,,1,f,f
758,노르예트저택안내_남문,t,163,SphereBubble,3,50000,,1,f,f
759,금지된 해안,t,557,SphereQuest,3,0,,1,f,f
760,바람의 기운(시작),t,27,SphereSkill,3,0,,1,f,f
761,바람의 기운(꼭대기),t,28,SphereSkill,3,0,,1,f,f
762,마리안 호위_초반부,t,558,SphereQuest,3,0,,1,f,f
763,Q1702_매혹된 영혼_ 타피가 갇힌 곳,t,559,SphereQuest,3,0,,1,f,f
764,Q1703_돌아온 모라_모라스폰,t,560,SphereQuest,2,0,,6,f,f
765,Q1703_돌아온 모라_모라스폰,t,561,SphereQuest,1,0,,6,f,f
766,밴시 아이오페 앞,t,562,SphereQuest,3,0,피아크라가 말한 곳에 밴시가 서서 당신을 지켜보고 있습니다.,1,f,t
767,여신의 우물 앞 ,t,563,SphereQuest,2,0,,1,f,f
768,침묵의 거상(reserve)1,t,164,SphereBubble,2,0,,1,f,f
769,침묵의 거상(reserve)2,t,165,SphereBubble,2,0,,1,f,f
770,힘의 현인 거처,t,166,SphereBubble,2,0,,1,f,f
771,침묵의 거상 농땡이치는 광부,t,167,SphereBubble,2,0,,1,f,f
772,침묵의 거상(reserve)5,t,168,SphereBubble,2,0,,1,f,f
773,침묵의 거상(reserve)6,t,169,SphereBubble,2,0,,1,f,f
774,침묵의 거상(reserve)7,t,170,SphereBubble,2,0,,1,f,f
775,침묵의 거상(reserve)8,t,171,SphereBubble,2,0,,1,f,f
776,침묵의 거상(reserve)9,t,172,SphereBubble,2,0,,1,f,f
777,침묵의 거상(reserve)10,t,173,SphereBubble,2,0,,1,f,f
778,하얀숲_나루지기프월,t,174,SphereBubble,2,0,,1,f,f
780,하얀숲_ 돌아온모라,t,176,SphereBubble,3,50000,,1,f,f
781,하얀숲_에트나와수호자,t,177,SphereBubble,2,0,,1,f,f
782,하얀숲_꽃과 코르디아,t,178,SphereBubble,3,50000,,1,f,f
784,하얀숲_검은수염흰수염,t,180,SphereBubble,2,0,,1,f,f
786,하얀숲_수습마법사발레리,t,182,SphereBubble,3,50000,,1,f,f
787,하얀숲_블레이크한탄,t,183,SphereBubble,2,0,,1,f,f
789,하얀숲_쉬레더콜먼,t,185,SphereBubble,2,0,,1,f,f
790,하얀숲_카우츠키상단,t,186,SphereBubble,2,0,,1,f,f
791,하얀숲_초반수호자들,t,187,SphereBubble,2,0,,1,f,f
792,하얀숲_리누스성물찾다,t,188,SphereBubble,2,0,,1,f,f
793,하얀숲_반지찾는모라,t,189,SphereBubble,2,0,,1,f,f
795,하얀숲_잉크상인,t,191,SphereBubble,2,0,,1,f,f
796,하얀숲_순간이동마법사,t,192,SphereBubble,3,50000,,1,f,f
799,하얀숲_알란나데스몬드,t,195,SphereBubble,2,0,,1,f,f
800,하얀숲_콜린에대해,t,196,SphereBubble,1,0,,1,f,f
801,하얀숲_자작한탄,t,197,SphereBubble,3,600000,,1,f,f
802,하얀숲_조객들,t,198,SphereBubble,3,600000,,1,f,f
803,마리아노플_포로에노이르,t,199,SphereBubble,2,0,,10,f,f
804,마리아노플_동굴과하피,t,200,SphereBubble,2,0,,1,f,f
806,마리아노플_수상한마법주문,t,202,SphereBubble,1,0,,1,f,f
807,마리아노플_아드리안의 슬픔,t,203,SphereBubble,1,0,,1,f,f
808,마리아노플_리네리프사냥,t,204,SphereBubble,2,0,,1,f,f
809,마리아노플_베아트오스카,t,205,SphereBubble,2,0,,1,f,f
811,마리아노플_헤미쉬윌슨,t,207,SphereBubble,2,0,,1,f,f
812,마리아노플_슬픈노인,t,208,SphereBubble,2,0,,1,f,f
814,마리아노플_비아르나,t,210,SphereBubble,1,0,,10,f,f
815,마리아노플_고블린상인,t,211,SphereBubble,2,0,,10,f,f
817,마리아노플_절박한남자,t,213,SphereBubble,2,0,,1,f,f
818,하얀숲_디아무이드 ,t,214,SphereBubble,2,0,,1,f,f
820,하야숲_샤나한 ,t,216,SphereBubble,2,0,,1,f,f
822,하얀숲_말라키 ,t,218,SphereBubble,2,0,,1,f,f
823,바라기 마을 히든 컨텐츠 연출,t,219,SphereBubble,2,0,,4,f,f
824,파수 마을 히든 컨텐츠 연출용 버블,t,220,SphereBubble,2,0,,4,f,f
825,우윳빛강 마을 히든 컨텐츠 연출,t,221,SphereBubble,2,0,,4,f,f
827,가온달 부락 히든 컨텐츠 연출,t,223,SphereBubble,2,0,,22,f,f
828,잿빛안개 부락 히든 컨텐츠 연출,t,224,SphereBubble,2,0,,22,f,f
829,흰구름결 부락 히든 컨텐츠 연출,t,225,SphereBubble,2,0,,22,f,f
830,초승달 왕좌 비행선 선착장 안내,t,226,SphereBubble,3,60000,,1,f,f
831,매사냥 고원 비행선 선착장 안내,t,227,SphereBubble,3,60000,,1,f,f
832,그위오니드 비행선 선착장 안내,t,228,SphereBubble,3,60000,,9,f,f
833,아로마의 중얼거림,t,229,SphereBubble,3,60000,,1,f,f
834,아로마의 일꾼 에피텔,t,230,SphereBubble,3,60000,,1,f,f
835,아로마의 일꾼 티오네스,t,231,SphereBubble,3,0,,1,f,f
836,아로마의 일꾼 로레드,t,232,SphereBubble,3,300000,,1,f,f
837,아로마의 일꾼 우쉬,t,233,SphereBubble,3,60000,,1,f,f
838,호랑이 등뼈 산맥의 기운,t,234,SphereBubble,1,0,,1,t,f
840,제식광장 앞 수호자,t,236,SphereBubble,3,300000,,1,f,f
843,매사냥고원_가온달모닥불,t,239,SphereBubble,2,0,,22,f,f
845,매사냥고원_밤의눈,t,240,SphereBubble,2,0,,1,f,f
848,하얀 숲_심장부여신성상 앞,t,242,SphereBubble,2,0,,1,f,f
849,침묵의거상 다리 폭파,t,13,SphereDoodadInteract,3,0,,1,f,f
850,하얀 숲_강령술사에밀리오,t,243,SphereBubble,2,0,,1,f,f
851,하얀 숲_에밀리오코볼트,t,244,SphereBubble,2,0,,1,f,f
852,하얀 숲_부러진날개형제회,t,245,SphereBubble,2,0,,1,f,f
854,단검 던지기 영역,t,567,SphereQuest,3,0,,4,f,f
855,호랑이 용광로 해제,t,29,SphereSkill,3,0,우씨,1,f,t
856,마리아노플 감옥에서,t,246,SphereBubble,3,60000,감옥문은 10분에 한번씩 열립니다.,1,f,t
858,1315_함정 설치 위치,t,247,SphereBubble,2,0,,26,f,f
859,Q1319_라겐의 흔적,t,248,SphereBubble,2,0,,26,f,f
860,Q1323_벌목지 나무 심기,t,249,SphereBubble,2,0,,26,f,f
861,Q1316_방화 지역,t,250,SphereBubble,2,0,,26,f,f
862,Q1329_클리페의 흔적,t,251,SphereBubble,2,0,,26,f,f
863,Q1327_고대인의 유물,t,252,SphereBubble,2,0,,26,f,f
864,Q1488_토미가 배회하는 장소,t,253,SphereBubble,2,0,,26,f,f
865,Q1491_동반자의 터,t,254,SphereBubble,2,0,,26,f,f
866,Q1333_정화의 터,t,255,SphereBubble,2,0,,26,f,f
867,Q1341_프리센의 흔적,t,256,SphereBubble,2,0,,26,f,f
868,Q1492_만월의 숨결 서식지,t,257,SphereBubble,2,0,,26,f,f
869,Q1343_마르센의 흔적,t,258,SphereBubble,3,0,,26,f,f
870,안델프 : 오르간 건반 C1,t,14,SphereDoodadInteract,3,200,,20,f,f
871,안델프 : 오르간 건반 D1,t,15,SphereDoodadInteract,3,200,,20,f,f
872,안델프 : 오르간 건반 E1,t,16,SphereDoodadInteract,3,200,,20,f,f
873,안델프 : 오르간 건반 F1,t,17,SphereDoodadInteract,3,200,,20,f,f
874,안델프 : 오르간 건반 G1,t,18,SphereDoodadInteract,3,200,,20,f,f
875,안델프 : 오르간 건반 A1,t,19,SphereDoodadInteract,3,200,,20,f,f
876,안델프 : 오르간 건반 B1,t,20,SphereDoodadInteract,3,200,,20,f,f
877,안델프 : 오르간 건반 C2,t,21,SphereDoodadInteract,3,200,,20,f,f
878,안델프 : 오르간 건반 D2,t,22,SphereDoodadInteract,3,200,,20,f,f
879,안델프 : 오르간 건반 E2,t,23,SphereDoodadInteract,3,200,,20,f,f
880,안델프 : 오르간 건반 F2,t,24,SphereDoodadInteract,3,200,,20,f,f
881,안델프 : 오르간 건반 G2,t,25,SphereDoodadInteract,3,200,,20,f,f
882,안델프 : 오르간 건반 A2,t,26,SphereDoodadInteract,3,200,,20,f,f
883,안델프 : 오르간 건반 B2,t,27,SphereDoodadInteract,3,200,,20,f,f
884,안델프 : 오르간 건반 C#1,t,28,SphereDoodadInteract,3,200,,20,f,f
885,안델프 : 오르간 건반 D#1,t,29,SphereDoodadInteract,3,200,,20,f,f
886,안델프 : 오르간 건반 F#1,t,30,SphereDoodadInteract,3,200,,20,f,f
887,안델프 : 오르간 건반 G#1,t,31,SphereDoodadInteract,3,200,,20,f,f
888,안델프 : 오르간 건반 A#1,t,32,SphereDoodadInteract,3,200,,20,f,f
889,안델프 : 오르간 건반 C#2,t,33,SphereDoodadInteract,3,200,,20,f,f
890,안델프 : 오르간 건반 D#2,t,34,SphereDoodadInteract,3,200,,20,f,f
891,안델프 : 오르간 건반 F#2,t,35,SphereDoodadInteract,3,200,,20,f,f
892,안델프 : 오르간 건반 G#2,t,36,SphereDoodadInteract,3,200,,20,f,f
893,안델프 : 오르간 건반 A#2,t,37,SphereDoodadInteract,3,200,,20,f,f
894,안델프 : 오르간 건반 A#2,t,38,SphereDoodadInteract,3,200,,20,f,f
895,청동바위산_안델프_과수원 1,t,259,SphereBubble,3,60000,,20,f,f
896,청동바위산_안델프_과수원 2,t,260,SphereBubble,3,60000,,20,f,f
897,청동바위산_안델프_카페테리아,t,261,SphereBubble,3,60000,,20,f,f
898,청동바위산_순록무덤_무덤자리,t,569,SphereQuest,3,0,,20,f,f
899,Q1013_청동바위산_영혼의 꽃_꽃심을장소,t,570,SphereQuest,3,0,,1,f,f
900,청동바위산_안델프_원로원 1,t,262,SphereBubble,3,60000,,20,f,f
901,청동바위산_안델프_원로원 2,t,263,SphereBubble,3,60000,,20,f,f
902,청동바위산_안델프_원로원 3,t,264,SphereBubble,3,60000,,20,f,f
903,청동바위산_별똥비 마을 1,t,265,SphereBubble,3,60000,,20,f,f
904,청동바위산_별똥비 마을 2,t,266,SphereBubble,3,60000,,20,f,f
905,청동바위산_별똥별 광산 1,t,267,SphereBubble,3,60000,,20,f,f
906,청동바위산_별똥별 광산 2,t,268,SphereBubble,3,60000,,20,f,f
907,청동바위산_안델프_광산길 1,t,269,SphereBubble,3,600000,,20,f,f
908,청동바위산_안델프_광산길 2,t,270,SphereBubble,3,600000,,20,f,f
909,청동바위산_안델프_경비병 1,t,271,SphereBubble,3,600000,,20,f,f
910,청동바위산_안델프_경비병 2,t,272,SphereBubble,3,600000,,20,f,f
911,청동바위산_안델프_경비병 3,t,273,SphereBubble,3,600000,,20,f,f
912,청동바위산_안델프_감옥경비병,t,274,SphereBubble,3,600000,,20,f,f
913,청동바위산_안델프_과수원 3,t,275,SphereBubble,3,600000,,20,f,f
914,청동바위산_안델프_만신전 곤의 신관,t,276,SphereBubble,3,600000,,20,f,f
915,청동바위산_안델프_만신전 누이의 신관,t,277,SphereBubble,3,600000,,20,f,f
916,청동바위산_안델프_만신전 이지의 신관,t,278,SphereBubble,3,600000,,20,f,f
917,청동바위산_안델프_만신전 칼레일의 신관,t,279,SphereBubble,3,600000,,20,f,f
918,청동바위산_안델프_만신전 호라의 신관,t,280,SphereBubble,3,600000,,20,f,f
919,청동바위산_안델프_만신전 아크리테스의 신관,t,281,SphereBubble,3,600000,,20,f,f
920,화살 쏘기 영역,t,571,SphereQuest,3,0,과녘에 활을 쏘아 보세요. 화살통 근처에서만 사용 할 수 있습니다.,1,f,t
921,Q848_눈물젖은언덕_징병소가는길,t,282,SphereBubble,2,0,,16,f,f
922,고대의 숲 조사단 - 수호자의 부락,t,283,SphereBubble,2,0,,26,f,f
923,고대의 숲 조사단 - 클리페의 실종,t,284,SphereBubble,3,12000,,26,f,f
924,고대의 숲 조사단 - 클리페의 증상,t,285,SphereBubble,3,20000,,26,f,f
925,고대의 숲 조사단 - 클리페의 두 번째 실종,t,286,SphereBubble,2,0,,26,f,f
926,고대의 숲 조사단 - 클리페의 죽음 확인 후,t,287,SphereBubble,2,20000,,26,f,f
927,고대의 숲 조사단 - 수호자의 야영지,t,288,SphereBubble,2,0,,26,f,f
928,고대의 숲 조사단 - 재바워키 포획 후,t,289,SphereBubble,3,170000,,26,f,f
929,고대의 숲 조사단 - 프리센 사망 후,t,290,SphereBubble,3,30000,,26,f,f
930,고대의 숲 조사단 - 달 그림자 마을,t,291,SphereBubble,2,0,,26,f,f
931,고대의 숲 조사단 - 달 그림자 마을 수색 후,t,292,SphereBubble,3,30000,,26,f,f
932,고대의 숲 조사단 - 마르센 시신 발견 후,t,293,SphereBubble,3,30000,,26,f,f
933,Q5716_보름 가프리온 소환,t,572,SphereQuest,3,10000, ,97,f,f
935,Q1927_율리안과 대화,t,573,SphereQuest,3,0,,20,f,f
936,Q1935_아스트라의 핏자국,t,574,SphereQuest,3,0,,20,f,f
937,숲의 수호자 마을 - 글람벡과 브레이빅의 대화,t,294,SphereBubble,2,0,,26,f,f
938,숲의 수호자 마을 - 실비에비게의 혼잣말,t,295,SphereBubble,2,0,,26,f,f
939,숲의 수호자 마을 - 칼스트롬의 엔드루 심문,t,296,SphereBubble,2,0,,26,f,f
940,눈물젖은숲_방울소리,t,2,SphereSound,3,30000,어디선가 방울 소리가 들립니다.,16,f,t
941,수상한 자의 흔적,t,575,SphereQuest,3,0,,36,f,f
942,숨을 수 있는 은신처 ,t,576,SphereQuest,3,0,,36,f,f
943,Q1039_ 순록을 보호하라_ 모닥불가로 ,t,577,SphereQuest,3,0,,20,f,f
944,Q997_납치된 주술사를 되찾아라_알로이지아앞,t,578,SphereQuest,3,0,,20,f,f
945,Q1033 _되찾은 기억_크레비츠가숨어있는곳,t,579,SphereQuest,3,0,,1,f,f
946,경비대장 멜피스 앞,t,580,SphereQuest,3,0,,36,f,f
947,무너진 모래성 주변,t,581,SphereQuest,3,0,,36,f,f
948,무너진 모래성 주변,t,582,SphereQuest,3,0,,36,f,f
949,기억의 호수 입구,t,583,SphereQuest,1,0,,1,f,f
950,Q1997_비밀스런 접선 장소,t,584,SphereQuest,3,0,,1,f,f
951,숨어있어도 모르는 은신처,t,585,SphereQuest,3,0,,1,f,f
952,습격받은 마차,t,586,SphereQuest,3,0,,1,f,f
953,안전한 마차 지역,t,587,SphereQuest,3,0,,1,f,f
954,휴버트가 안전한 지역,t,588,SphereQuest,3,0,,1,f,f
955,물레노래 들판 입구,t,589,SphereQuest,3,0,,1,f,f
956,숲의 수호자 마을 - 바우어의 걱정,t,297,SphereBubble,2,0,,26,f,f
957,숲의 수호자 마을 - 알바트로스의 단서,t,298,SphereBubble,3,90000,,26,f,f
958,사냥꾼 마을 - 망루,t,299,SphereBubble,3,160000,,26,f,f
959,사냥꾼 마을 - 오프달과 청년들의 대화,t,300,SphereBubble,2,0,,26,f,f
960,사냥꾼 마을 - 솔리의 집,t,301,SphereBubble,2,0,,26,f,f
961,사냥꾼 마을 - 케롤라인,t,302,SphereBubble,3,160000,,26,f,f
964,톱날 벌목지 - 수비대장 알렉스와 부하의 대화,t,305,SphereBubble,3,160000,,26,f,f
965,톱날 벌목지 - 요리사 타일론,t,306,SphereBubble,2,0,,26,f,f
966,그림자 매의 밀정들,t,307,SphereBubble,2,0,,26,f,f
