id,name,path,end_method_id,level_id,comment,category_id
1169,Sounds/x2monster_a:armourdslime_small:all_co_sk_leapattack,Sounds/x2monster_a:armourdslime_small:all_co_sk_leapattack,1,1,,
1170,sounds/x2monster_a:armourdslime_small:all_co_sk_spell_cast_d,sounds/x2monster_a:armourdslime_small:all_co_sk_spell_cast_d,1,1,,
1171,Sounds/x2monster_a:armourdslime_small:all_co_sk_spell_launch_d,Sounds/x2monster_a:armourdslime_small:all_co_sk_spell_launch_d,1,1,,
1172,Sounds/x2monster_a:armourdslime_small:all_re_combat_critical,Sounds/x2monster_a:armourdslime_small:all_re_combat_critical,1,1,,
1173,Sounds/x2monster_a:armourdslime_small:all_re_combat_dodge,Sounds/x2monster_a:armourdslime_small:all_re_combat_dodge,1,1,,
1174,Sounds/x2monster_a:armourdslime_small:all_re_combat_hit,Sounds/x2monster_a:armourdslime_small:all_re_combat_hit,1,1,,
1175,Sounds/x2monster_a:armourdslime_small:all_re_combat_knockback_b_start,Sounds/x2monster_a:armourdslime_small:all_re_combat_knockback_b_start,1,1,,
1176,Sounds/x2monster_a:armourdslime_small:die,Sounds/x2monster_a:armourdslime_small:die,1,1,,
1177,Sounds/x2monster_a:armourdslime_small:fist_ba_combat_idle,Sounds/x2monster_a:armourdslime_small:fist_ba_combat_idle,1,1,,
1178,Sounds/x2monster_a:armourdslime_small:fist_co_attack_r,Sounds/x2monster_a:armourdslime_small:fist_co_attack_r,1,1,,
1179,Sounds/x2monster_a:armourdslime_small:fist_co_attack_r_2,Sounds/x2monster_a:armourdslime_small:fist_co_attack_r_2,1,1,,
1180,Sounds/x2monster_a:armourdslime_small:jump,Sounds/x2monster_a:armourdslime_small:jump,1,1,,
1181,wp_dagger_flesh,sounds/x2weapons_sword:dagger:dagger_flesh,1,1,,
1182,wp_dagger_heavy,sounds/x2weapons_sword:dagger:dagger_heavy,1,1,,
1183,wp_dagger_bone,sounds/x2weapons_sword:dagger:dagger_bone,1,1,,
1184,wp_dagger_fire,sounds/x2weapons_sword:dagger:dagger_fire,1,1,,
1185,wp_dagger_metal,sounds/x2weapons_sword:dagger:dagger_metal,1,1,,
1186,wp_dagger_stone,sounds/x2weapons_sword:dagger:dagger_stone,1,1,,
1187,wp_dagger_water,sounds/x2weapons_sword:dagger:dagger_water,1,1,,
1188,wp_dagger_wind,sounds/x2weapons_sword:dagger:dagger_wind,1,1,,
1189,wp_dagger_wood,sounds/x2weapons_sword:dagger:dagger_wood,1,1,,
1190,wp_dagger_dagger,sounds/x2weapons_sword:dagger:dagger_dagger,1,1,,
1191,wp_axe_heavy,sounds/x2weapons_axe:axe:axe_heavy,1,1,,
1192,wp_staff_heavy,sounds/x2weapons:x2weapons:staff_heavy,1,1,,
1193,wp_mace_heavy,sounds/x2weapons:x2weapons:mace_heavy,1,1,,
1194,wp_knuckle_heavy,sounds/x2weapons:x2weapons:knuckle_heavy,1,1,,
1195,wp_shield_heavy,sounds/x2weapons:x2weapons:shield_heavy,1,1,,
1196,Sounds/x2monster_a:archerfish:all_co_sk_spell_launch_nd,Sounds/x2monster_a:archerfish:all_co_sk_spell_launch_nd,1,1,,
1197,x2skills/death/spellblade_throw,sounds/x2skills:death:spellblade_throw,1,1,,
1198,x2skills/love/evening,sounds/x2skills:love:evening,1,1,,
1199,x2skills/love/evening_end,sounds/x2skills:love:evening_end,1,1,,
1200,bgm_battle_normal,sounds/x2music:conditions_bgm:battle_normal,1,1,,11
1201,bgm_battle_sea,sounds/x2music:conditions_bgm:battle_sea,1,1,,11
1202,bgm_death,sounds/x2music:conditions_bgm:death,1,1,,11
1203,bgm_siege_period,sounds/x2music:conditions_bgm:siege,1,1,,11
1204,Sounds/x2skills_npc:s19992:sand_blast,Sounds/x2skills_npc:s19992:sand_blast,1,1,,1
1205,wp_bow_heavy,sounds/x2weapons:x2weapons:bow_heavy,1,1,,
1206,Sounds/x2monster_footstep:bodyfalls:bodyfall1_1,Sounds/x2monster_footstep:bodyfalls:bodyfall1_1,1,1,,1
1207,soundmood_sfx_falling,sounds/x2eventsounds:conditions:falling,1,1,,
1208,soundmood_sfx_lowhealth,sounds/x2eventsounds:conditions:lowhealth,1,1,,
1209,soundmood_bgm_menu,sounds/x2eventsounds:conditions:menu,1,1,,
1210,soundmood_bgm_quest_camera,sounds/x2eventsounds:conditions:quest_camera,1,1,,
1211,conditions_siege_alarm,sounds/x2eventsounds:conditions:siege_alarm,1,1,,
1212,conditions_siege_victory,sounds/x2eventsounds:conditions:siege_victory,1,1,,
1213,conditions_siege_defeat,sounds/x2eventsounds:conditions:siege_defeat,1,1,,
1214,vender_wood_making,sounds/x2ambience:world2_merchant:wood_making,1,1,,
1215,bgm_id_불탄성무기고_01,sounds/x2music:id_burnt_castle_armory:01,1,1,,11
1216,bgm_id_불탄성무기고_02,sounds/x2music:id_burnt_castle_armory:02,1,1,,11
1217,X2skills/monster_skill:strong_thrust_hit_spawn,sounds/x2skills:monster_skill:strong_thrust_hit_spawn,1,1,,
1218,doodad_hadir_boss_skill01,sounds/x2eventsounds:instance:hadir_boss_skill1,1,1,,
1219,doodad_hadir_boss_skill03,sounds/x2eventsounds:instance:hadir_boss_skill3,1,1,,
1220,doodad_hadir_boss_skill04,sounds/x2eventsounds:instance:hadir_boss_skill4,1,1,,
1221,x2skills/death/ghost_summon_dot_skull,sounds/x2skills:death:ghost_summon_dot_skull,1,1,,
1222,doodad_hadir_boss_skill_darkhole2,sounds/x2eventsounds:instance:hadir_boss_skill_darkhole2,1,1,,
1223,doodad_hadir_boss_skill_darkwall,sounds/x2eventsounds:instance:hadir_boss_skill_darkwall,1,1,,
1224,X2skills/monster_skill2:mon_giant_brute_spore_exp,sounds/x2skills:monster_skill2:mon_giant_brute_spore_exp,1,1,,
1225,X2skills/monster_skill2:hadir_boss_skill_downattack06,sounds/x2skills:monster_skill2:hadir_boss_skill_downattack06,1,1,,
1226,X2skills/monster_skill2:nmon_poison_shot_dot,sounds/x2skills:monster_skill2:nmon_poison_shot_dot,1,1,,
1227,doodad_hadir_slime_poison,sounds/x2eventsounds:instance:hadir_slime_poison,1,1,,
1228,X2skills/monster_skill2:nmon_poison_shot_dot_meat,sounds/x2skills:monster_skill2:nmon_poison_shot_dot_meat,1,1,,
1229,doodad_hadir_boss_slimespawn1,sounds/x2eventsounds:doodad:spawn_doodad2,1,1,,
1230,doodad_hadir_spawn,sounds/x2eventsounds:doodad:spawn_doodad,1,1,,
1231,X2skills/monster_skill2:hadir_boss3_tower04,sounds/x2skills:monster_skill2:hadir_boss3_tower04,1,1,,
1232,X2skills/monster_skill2:hadir_boss3_tower06,sounds/x2skills:monster_skill2:hadir_boss3_tower06,1,1,,
1233,X2skills/monster_skill2:meteo_dot,sounds/x2skills:monster_skill2:meteo_dot,1,1,,
1234,X2skills/magic:ice_wall_dot3,sounds/x2skills:magic:ice_wall_dot3,1,1,,
1235,X2skills/fight:ground_dot,sounds/x2skills:fight:ground_dot,1,1,,
1236,X2skills/monster_skill:hammer_hit2,sounds/x2skills:monster_skill:hammer_hit2,1,1,,
1237,x2skills/vocation:vaulting_jum_attack1_jump,sounds/x2skills:vocation:vaulting_jum_attack1_jump,1,1,,
1238,X2skills/fight:dash_dot,sounds/x2skills:fight:dash_dot,1,1,,
1239,X2skills/fight:dash_dot_end,sounds/x2skills:fight:dash_dot_end,1,1,,
1240,X2skills/wild:pursuer_mark_dot,sounds/x2skills:wild:pursuer_mark_dot,1,1,,
1241,Sounds/x2monster_footstep:move:dirt_soft_mid,Sounds/x2monster_footstep:move:dirt_soft_mid,1,1,,
1242,Sounds/x2monster_y:yata_monster:attack_1,Sounds/x2monster_y:yata_monster:attack_1,1,1,,
1243,Sounds/x2minster_y:yata:com_idle,Sounds/x2minster_y:yata:com_idle,1,1,,
1244,Sounds/x2weapons:x2weapon_swing:small2,Sounds/x2weapons:x2weapon_swing:small2,1,1,,
1245,Sounds/x2monster_y:yata_monster:combat_critical,Sounds/x2monster_y:yata_monster:combat_critical,1,1,,
1246,Sounds/x2monster_y:yata_monster:damage,Sounds/x2monster_y:yata_monster:damage,1,1,,
1247,Sounds/x2monster_footstep:bodyfalls:big,Sounds/x2monster_footstep:bodyfalls:big,1,1,,
1248,Sounds/x2monster_y:yata:rand_idle3,Sounds/x2monster_y:yata:rand_idle3,1,1,,
1249,Sounds/x2weapons:x2weapon_swing:small1,Sounds/x2weapons:x2weapon_swing:small1,1,1,,
1250,Sounds/x2monster_footstep:move:dirt_bear,Sounds/x2monster_footstep:move:dirt_bear,1,1,,
1251,Sounds/x2monster_y:yata_monster:attack_2,Sounds/x2monster_y:yata_monster:attack_2,1,1,,
1252,Sounds/x2physics:foley:swim_idle,Sounds/x2physics:foley:swim_idle,1,1,,
1253,Sounds/x2physics:foley:swim2,Sounds/x2physics:foley:swim2,1,1,,
1254,Sounds/x2monster_y:yata:rand_idle,Sounds/x2monster_y:yata:rand_idle,1,1,,
1255,대체사용가능_animal_run_삭제,,1,1,,
1256,Sounds/x2monster_t:tare:foot,Sounds/x2monster_t:tare:foot,1,1,,
1257,Sounds/x2monster_t:tare:foot_walk,Sounds/x2monster_t:tare:foot_walk,1,1,,
1258,대체사용가능_animal_walk_삭제,,1,1,,
1259,Sounds/x2monster_y:yata:sk_leapattack,Sounds/x2monster_y:yata:sk_leapattack,1,1,,
1260,대체사용가능_animal_short_삭제,,1,1,,
1261,대체사용가능_animal_long_삭제,,1,1,,
1262,Sounds/x2monster_y:yata:attack_r,Sounds/x2monster_y:yata:attack_r,1,1,,
1263,Sounds/x2monster_y:yata:crit,Sounds/x2monster_y:yata:crit,1,1,,
1264,Sounds/x2monster_y:yata:dmg,Sounds/x2monster_y:yata:dmg,1,1,,
1265,Sounds/x2monster_y:yata:combat_strugle,Sounds/x2monster_y:yata:combat_strugle,1,1,,
1266,Sounds/x2monster_y:yata:com_idle,Sounds/x2monster_y:yata:com_idle,1,1,,
1267,Sounds/x2monster_y:yata:rand_idle,Sounds/x2monster_y:yata:rand_idle,1,1,,
1268,Sounds/x2monster_y:yata:rand_idle3,Sounds/x2monster_y:yata:rand_idle3,1,1,,
1269,Sounds/x2monster_y:yata:jumpinplace,Sounds/x2monster_y:yata:jumpinplace,1,1,,
1270,Sounds/x2monster_y:yata:back,Sounds/x2monster_y:yata:back,1,1,,
1271,Sounds/x2character:movement_npc:wood_long,Sounds/x2character:movement_npc:wood_long,1,1,,
1272,Sounds/x2character:movement_npc:wood_short,Sounds/x2character:movement_npc:wood_short,1,1,,
1273,Sounds/x2character:movement_npc:wood_run,Sounds/x2character:movement_npc:wood_run,1,1,,
1274,Sounds/x2character:movement_npc:wood_walk,Sounds/x2character:movement_npc:wood_walk,1,1,,
1275,Sounds/x2monster_t:tare:attack_r,Sounds/x2monster_t:tare:attack_r,1,1,,
1276,Sounds/x2monster_t:tare:back,Sounds/x2monster_t:tare:back,1,1,,
1277,Sounds/x2monster_t:tare:com_idle,Sounds/x2monster_t:tare:com_idle,1,1,,
1278,Sounds/x2monster_t:tare:combat_struggle,Sounds/x2monster_t:tare:combat_struggle,1,1,,
1279,Sounds/x2monster_t:tare:crit,Sounds/x2monster_t:tare:crit,1,1,,
1280,Sounds/x2monster_t:tare:dmg,Sounds/x2monster_t:tare:dmg,1,1,,
1281,Sounds/x2monster_t:tare:die,Sounds/x2monster_t:tare:die,1,1,,
1282,Sounds/x2monster_t:tare:jumpinplace,Sounds/x2monster_t:tare:jumpinplace,1,1,,
1283,Sounds/x2monster_t:tare:rand_idle,Sounds/x2monster_t:tare:rand_idle,1,1,,
1284,Sounds/x2monster_t:tare:rand_idle3,Sounds/x2monster_t:tare:rand_idle3,1,1,,
1285,Sounds/x2monster_t:tare:sk_leapattack,Sounds/x2monster_t:tare:sk_leapattack,1,1,,
1286,ui_use_vehicle_tare,Sounds/x2item:v_tare:use,1,1,,
1287,vender_alchemy_making,sounds/x2ambience:world2_merchant:alchemy_making,1,1,,
1288,Sounds/x2monster_j:jellyfish:run,Sounds/x2monster_j:jellyfish:run,1,1,,
1289,Sounds/x2monster_j:jellyfish:walk,Sounds/x2monster_j:jellyfish:walk,1,1,,
1290,Sounds/x2monster_j:jellyfish:back,Sounds/x2monster_j:jellyfish:back,1,1,,
1291,Sounds/x2monster_j:jellyfish:com_idle,Sounds/x2monster_j:jellyfish:com_idle,1,1,,
1292,Sounds/x2monster_j:jellyfish:leapattack,Sounds/x2monster_j:jellyfish:leapattack,1,1,,
1293,Sounds/x2monster_j:jellyfish:spellcast_d,Sounds/x2monster_j:jellyfish:spellcast_d,1,1,,
1294,Sounds/x2monster_j:jellyfish:spelllaunch_d,Sounds/x2monster_j:jellyfish:spelllaunch_d,1,1,,
1295,Sounds/x2monster_j:jellyfish:crit,Sounds/x2monster_j:jellyfish:crit,1,1,,
1296,Sounds/x2monster_j:jellyfish:dmg,Sounds/x2monster_j:jellyfish:dmg,1,1,,
1297,Sounds/x2monster_j:jellyfish:knockback,Sounds/x2monster_j:jellyfish:knockback,1,1,,
1298,Sounds/x2monster_j:jellyfish:struggle,Sounds/x2monster_j:jellyfish:struggle,1,1,,
1299,Sounds/x2monster_j:jellyfish:die,Sounds/x2monster_j:jellyfish:die,1,1,,
1300,Sounds/x2physics:horse_saddle:walk,Sounds/x2physics:horse_saddle:walk,1,1,,
1301,Sounds/x2physics:horse_saddle:run,Sounds/x2physics:horse_saddle:run,1,1,,
1302,Sounds/x2physics:horse_saddle:landing,Sounds/x2physics:horse_saddle:landing,1,1,,
1303,Sounds/x2character:animals:horse1_breath,Sounds/x2character:animals:horse1_breath,1,1,,
1304,Sounds/x2character:animals:horse1_breath2,Sounds/x2character:animals:horse1_breath2,1,1,,
1305,Sounds/x2character:animals:horse1_leapattack,Sounds/x2character:animals:horse1_leapattack,1,1,,
1306,Sounds/x2character:animals:horse1_back,Sounds/x2character:animals:horse1_back,1,1,,
1307,Sounds/x2weapons:x2weapon_swing:med6,Sounds/x2weapons:x2weapon_swing:med6,1,1,,
1308,Sounds/x2character:animals:horse1_crit,Sounds/x2character:animals:horse1_crit,1,1,,
1309,Sounds/x2character:animals:horse1_relax_idle,Sounds/x2character:animals:horse1_relax_idle,1,1,,
1310,Sounds/x2character:animals:horse1_lips,Sounds/x2character:animals:horse1_lips,1,1,,
1311,Sounds/x2character:animals:horse1_relax_idle_rand1,Sounds/x2character:animals:horse1_relax_idle_rand1,1,1,,
1312,Sounds/x2character:animals:horse1_relax_idle_rand2,Sounds/x2character:animals:horse1_relax_idle_rand2,1,1,,
1313,Sounds/x2character:animals:horse1_attack,Sounds/x2character:animals:horse1_attack,1,1,,
1314,Sounds/x2character:animals:horse1_whinny_01,Sounds/x2character:animals:horse1_whinny_01,1,1,,
1315,Sounds/x2character:animals:horse1_slash,Sounds/x2character:animals:horse1_slash,1,1,,
1316,낭만_경쾌한행진곡_flute_dot,sounds/x2skills:romance:003_flute_dot,1,1,,
1317,낭만_경쾌한행진곡_guitar_dot,sounds/x2skills:romance:003_guitar_dot,1,1,,
1318,낭만_경쾌한행진곡_perc_dot,sounds/x2skills:romance:003_perc_dot,1,1,,
1319,낭만_불협화음_flute_form,sounds/x2skills:romance:004_flute_form,1,1,,
1320,낭만_불협화음_flute_launch,sounds/x2skills:romance:004_flute_launch,1,1,,
1321,낭만_불협화음_perc_form,sounds/x2skills:romance:004_perc_form,1,1,,
1322,낭만_불협화음_perc_launch,sounds/x2skills:romance:004_perc_launch,1,1,,
1323,낭만_불협화음_guitar_form,sounds/x2skills:romance:004_guitar_form,1,1,,
1324,낭만_불협화음_guitar_launch,sounds/x2skills:romance:004_guitar_launch,1,1,,
1325,낭만_치유의 무곡_flute_dot,sounds/x2skills:romance:005_flute_dot,1,1,,
1326,낭만_치유의 무곡_guitar_dot,sounds/x2skills:romance:005_guitar_dot,1,1,,
1327,낭만_치유의 무곡_perc_dot,sounds/x2skills:romance:005_perc_dot,1,1,,
1328,X2skills/romance/sage_of_poem_dot2,sounds/x2skills:romance:sage_of_poem_dot2,1,1,,
1329,낭만_현인의 시_flute_form,sounds/x2skills:romance:006_flute_form,1,1,,
1330,낭만_현인의 시_guitar_form,sounds/x2skills:romance:006_guitar_form,1,1,,
1331,낭만_현인의 시_perc_form,sounds/x2skills:romance:006_perc_form,1,1,,
1332,낭만_현인의 시_flute_launch,sounds/x2skills:romance:006_flute_launch,1,1,,
1333,낭만_현인의 시_guitar_launch,sounds/x2skills:romance:006_guitar_launch,1,1,,
1334,낭만_현인의 시_perc_launch,sounds/x2skills:romance:006_perc_launch,1,1,,
1335,낭만_활기찬광시곡_flute_dot,sounds/x2skills:romance:007_flute_dot,1,1,,
1336,낭만_활기찬광시곡_guitar_dot,sounds/x2skills:romance:007_guitar_dot,1,1,,
1337,낭만_활기찬광시곡_perc_dot,sounds/x2skills:romance:007_perc_dot,1,1,,
1338,낭만_치유의 샘_flute_form,sounds/x2skills:romance:008_flute_form,1,1,,
1339,낭만_치유의 샘_guitar_form,sounds/x2skills:romance:008_guitar_form,1,1,,
1340,낭만_치유의 샘_perc_form,sounds/x2skills:romance:008_perc_form,1,1,,
1341,낭만_치유의 샘_flute_launch,sounds/x2skills:romance:008_flute_launch,1,1,,
1342,낭만_치유의 샘_guitar_launch,sounds/x2skills:romance:008_guitar_launch,1,1,,
1343,낭만_치유의 샘_perc_launch,sounds/x2skills:romance:008_perc_launch,1,1,,
1344,x2skills/love/cure_spring_dot,sounds/x2skills:love:cure_spring_dot,1,1,,
1345,X2skills/romance:008_form,sounds/x2skills:romance:008_form,1,1,,
1346,X2skills/romance:008_launch,sounds/x2skills:romance:008_launch,1,1,,
1347,낭만_대지의 찬가_flute_dot,sounds/x2skills:romance:009_flute_dot,1,1,,
1348,낭만_대지의 찬가_perc_dot,sounds/x2skills:romance:009_perc_dot,1,1,,
1349,낭만_대지의 찬가_guitar_dot,sounds/x2skills:romance:009_guitar_dot,1,1,,
1350,낭만_사자후_flute_form,sounds/x2skills:romance:010_flute_form,1,1,,
1351,낭만_사자후_perc_form,sounds/x2skills:romance:010_perc_form,1,1,,
1352,낭만_사자후_guitar_form,sounds/x2skills:romance:010_guitar_form,1,1,,
1353,낭만_사자후_flute_launch,sounds/x2skills:romance:010_flute_launch,1,1,,
1354,낭만_사자후_guitar_launch,sounds/x2skills:romance:010_guitar_launch,1,1,,
1355,낭만_사자후_perc_launch,sounds/x2skills:romance:010_perc_launch,1,1,,
1356,낭만_기상의 나팔소리_flute_launch,sounds/x2skills:romance:011_flute_launch,1,1,,
1357,낭만_기상의 나팔소리_perc_launch,sounds/x2skills:romance:011_perc_launch,1,1,,
1358,낭만_기상의 나팔소리_guitar_launch,sounds/x2skills:romance:011_guitar_launch,1,1,,
1359,vendor_ndeco_making,sounds/x2ambience:world2_merchant:ndeco_making,1,1,,
1360,vendor_rock_making,sounds/x2ambience:world2_merchant:rock_making,1,1,,
1361,vendor_forge_making,sounds/x2ambience:world2_merchant:forge_making,1,1,,
1362,vendor_heavy_making,sounds/x2ambience:world2_merchant:heavy_making,1,1,,
1363,vendor_tower_market,sounds/x2ambience:world2_merchant:tower_market,1,1,,
1364,vendor_cloth_making,sounds/x2ambience:world2_merchant:cloth_making,1,1,,
1365,vendor_food_making,sounds/x2ambience:world2_merchant:food_making,1,1,,
1366,vendor_leather_making,sounds/x2ambience:world2_merchant:leather_making,1,1,,
1367,vendor_drug_market,sounds/x2ambience:world2_merchant:drug_market,1,1,,
1368,vendor_weapon_market,sounds/x2ambience:world2_merchant:weapon_market,1,1,,
1369,Sounds/x2monster_y:yata_monster:die,Sounds/x2monster_y:yata_monster:die,1,1,,
1370,bgm_title_능력선택,sounds/x2music:screen:login_cbt4_ability,1,1,,11
1371,Sounds/x2monster_footstep:move:dirt_soft_big,Sounds/x2monster_footstep:move:dirt_soft_big,1,1,,
1372,Sounds/x2monster_s:snowlion_monster:attack,Sounds/x2monster_s:snowlion_monster:attack,1,1,,6
1373,Sounds/x2weapons:x2weapon_swing:med5,Sounds/x2weapons:x2weapon_swing:med5,1,1,,
1374,Sounds/x2monster_s:snowlion_monster:idle,Sounds/x2monster_s:snowlion_monster:idle,1,1,,6
1375,Sounds/x2physics:snowlion_landing:sand,Sounds/x2physics:snowlion_landing:sand,1,1,,
1376,Sounds/x2monster_s:snowlion_monster:crit,Sounds/x2monster_s:snowlion_monster:crit,1,1,,6
1377,Sounds/x2monster_s:snowlion_monster:dmg,Sounds/x2monster_s:snowlion_monster:dmg,1,1,,6
1378,ui_typing,Sounds/x2interface:interface:key_typing,1,1,,
1379,Sounds/x2character:animals2:wolf_pet_struggle,Sounds/x2character:animals2:wolf_pet_struggle,1,1,,
1380,Sounds/x2character:animals2:wolf_pet_attack,Sounds/x2character:animals2:wolf_pet_attack,1,1,,
1381,Sounds/x2character:animals2:wolf_pet_crit,Sounds/x2character:animals2:wolf_pet_crit,1,1,,
1382,Sounds/x2character:animals2:wolf_pet_die,Sounds/x2character:animals2:wolf_pet_die,1,1,,
1383,Sounds/x2character:animals2:wolf_pet_dmg,Sounds/x2character:animals2:wolf_pet_dmg,1,1,,
1384,Sounds/x2character:animals2:wolf_pet_idle,Sounds/x2character:animals2:wolf_pet_idle,1,1,,
1385,Sounds/x2monster_s:snowlion_monster:die,Sounds/x2monster_s:snowlion_monster:die,1,1,,
1386,Sounds/x2character:animals2:elk_lowkick,Sounds/x2character:animals2:elk_lowkick,1,1,,
1387,Sounds/x2character:animals2:elk_idle,Sounds/x2character:animals2:elk_idle,1,1,,
1388,Sounds/x2character:animals2:elk_attack,Sounds/x2character:animals2:elk_attack,1,1,,
1389,Sounds/x2character:animals2:elk_back,Sounds/x2character:animals2:elk_back,1,1,,
1390,Sounds/x2character:animals2:elk_crit,Sounds/x2character:animals2:elk_crit,1,1,,
1391,Sounds/x2character:animals2:elk_leapattack,Sounds/x2character:animals2:elk_leapattack,1,1,,
1392,Sounds/x2character:animals2:elk_relax_idle,Sounds/x2character:animals2:elk_relax_idle,1,1,,
1393,Sounds/x2character:animals2:elk_relax_idle_rand1,Sounds/x2character:animals2:elk_relax_idle_rand1,1,1,,
1394,Sounds/x2character:animals2:elk_relax_idle_rand2,Sounds/x2character:animals2:elk_relax_idle_rand2,1,1,,
1395,Sounds/x2character:animals2:elk_slash,Sounds/x2character:animals2:elk_slash,1,1,,
1396,Sounds/x2character:animals2:elk_whinny_01,Sounds/x2character:animals2:elk_whinny_01,1,1,,
1397,ui_pickup_wolf,Sounds/x2item:v_wolf:pickup,1,1,,
1398,ui_use_wolf,Sounds/x2item:v_wolf:use,1,1,,
1399,ui_pickup_elk,Sounds/x2item:v_elk:pickup,1,1,,
1400,ui_use_elk,Sounds/x2item:v_elk:use,1,1,,
1401,Sounds/x2monster_t:totem_stone:leapattack,Sounds/x2monster_t:totem_stone:leapattack,1,1,,
1402,Sounds/x2monster_t:totem_stone:spell_cast_d,Sounds/x2monster_t:totem_stone:spell_cast_d,1,1,,
1403,Sounds/x2monster_t:totem_stone:spell_channel_d,Sounds/x2monster_t:totem_stone:spell_channel_d,1,1,,
1404,Sounds/x2monster_t:totem_stone:spell_launch_d,Sounds/x2monster_t:totem_stone:spell_launch_d,1,1,,
1405,Sounds/x2monster_t:totem_stone:spell_launch_nd,Sounds/x2monster_t:totem_stone:spell_launch_nd,1,1,,
1406,Sounds/x2monster_t:totem_stone:crit,Sounds/x2monster_t:totem_stone:crit,1,1,,
1407,Sounds/x2monster_t:totem_stone:com_idle,Sounds/x2monster_t:totem_stone:com_idle,1,1,,
1408,Sounds/x2monster_t:totem_stone:relax_idle,Sounds/x2monster_t:totem_stone:relax_idle,1,1,,
1409,Sounds/x2monster_t:totem_stone:relax_idle_rand,Sounds/x2monster_t:totem_stone:relax_idle_rand,1,1,,
1410,Sounds/x2monster_t:totem_stone:attack,Sounds/x2monster_t:totem_stone:attack,1,1,,
1411,Sounds/x2monster_t:totem_stone:dodge,Sounds/x2monster_t:totem_stone:dodge,1,1,,
1412,Sounds/x2monster_t:totem_stone:die,Sounds/x2monster_t:totem_stone:die,1,1,,
1413,Sounds/x2monster_t:totem_wood:leapattack,Sounds/x2monster_t:totem_wood:leapattack,1,1,,
1414,Sounds/x2monster_t:totem_wood:spell_cast_d,Sounds/x2monster_t:totem_wood:spell_cast_d,1,1,,
1415,Sounds/x2monster_t:totem_wood:spell_channel_d,Sounds/x2monster_t:totem_wood:spell_channel_d,1,1,,
1416,Sounds/x2monster_t:totem_wood:spell_launch_d,Sounds/x2monster_t:totem_wood:spell_launch_d,1,1,,
1417,Sounds/x2monster_t:totem_wood:spell_launch_nd,Sounds/x2monster_t:totem_wood:spell_launch_nd,1,1,,
1418,Sounds/x2monster_t:totem_wood:crit,Sounds/x2monster_t:totem_wood:crit,1,1,,
1419,Sounds/x2monster_t:totem_wood:com_idle,Sounds/x2monster_t:totem_wood:com_idle,1,1,,
1420,Sounds/x2monster_t:totem_wood:relax_idle,Sounds/x2monster_t:totem_wood:relax_idle,1,1,,
1421,Sounds/x2monster_t:totem_wood:relax_idle_rand,Sounds/x2monster_t:totem_wood:relax_idle_rand,1,1,,
1422,Sounds/x2monster_t:totem_wood:attack,Sounds/x2monster_t:totem_wood:attack,1,1,,
1423,Sounds/x2monster_t:totem_wood:die,Sounds/x2monster_t:totem_wood:die,1,1,,
1424,ui_typing_erase,Sounds/x2interface:interface:key_erase,1,1,,
1425,대체사용,,1,1,,
1426,대체사용,,1,1,,
1427,대체사용,,1,1,,
1428,대체사용,,1,1,,
1429,대체사용,,1,1,,
1430,대체사용,,1,1,,
1431,Sounds/x2weapons:swing:large_6,Sounds/x2weapons:swing:large_6,1,1,,
1432,Sounds/x2weapons:swing:pc_fist,Sounds/x2weapons:swing:pc_fist,1,1,,
1433,Sounds/x2weapons:swing:med,Sounds/x2weapons:swing:med,1,1,,
1434,Sounds/x2weapons:swing:large_2,Sounds/x2weapons:swing:large_2,1,1,,
1435,Sounds/x2weapons:swing:large_4,Sounds/x2weapons:swing:large_4,1,1,,
1436,Sounds/x2weapons:x2weapons:ani_lowkick,Sounds/x2weapons:x2weapons:ani_lowkick,1,1,,
1437,Sounds/x2weapons:swing:mon2,Sounds/x2weapons:swing:mon2,1,1,,
1438,Sounds/x2weapons:swing:large_5,Sounds/x2weapons:swing:large_5,1,1,,
1439,Sounds/x2weapons:swing:large_1,Sounds/x2weapons:swing:large_1,1,1,,
1440,Sounds/x2weapons:swing:large_3,Sounds/x2weapons:swing:large_3,1,1,,
1441,Sounds/x2weapons:swing:mon3,Sounds/x2weapons:swing:mon3,1,1,,
1442,Sounds/x2weapons:swing:mon1,Sounds/x2weapons:swing:mon1,1,1,,
1443,Sounds/x2weapons:swing:mon4,Sounds/x2weapons:swing:mon4,1,1,,
1444,Sounds/x2character:movement:uw_swish,Sounds/x2character:movement:uw_swish,1,1,,
1445,Sounds/x2physics:bodyfall:dirt,Sounds/x2physics:bodyfall:dirt,1,1,,
1446,Sounds/x2weapons:w_bow:bow_ani1,Sounds/x2weapons:w_bow:bow_ani1,1,1,,
1447,Sounds/x2weapons:w_bow:bow_ani2,Sounds/x2weapons:w_bow:bow_ani2,1,1,,
1448,Sounds/x2weapons:w_bow:bow_creak_1sec,Sounds/x2weapons:w_bow:bow_creak_1sec,1,1,,
1449,Sounds/x2monster_footstep:move:all_gargoyle_mid,Sounds/x2monster_footstep:move:all_gargoyle_mid,1,1,,10
1450,Sounds/x2character:temp_ani:sk_bow_launch,Sounds/x2character:temp_ani:sk_bow_launch,1,1,,
1451,Sounds/x2weapons:w_bow:sk_bow_ani1_old,Sounds/x2weapons:w_bow:sk_bow_ani1_old,1,1,,
1452,Sounds/x2weapons:swing:small_3,Sounds/x2weapons:swing:small_3,1,1,,
