id,event_id,position,source_id,target_id,actual_id,actual_type
3199,1842,3,1,3,4771,BuffEffect
3204,1795,3,3,3,4585,SpecialEffect
3207,1842,4,1,3,4586,SpecialEffect
3209,1844,1,3,4,2441,DamageEffect
3210,1845,2,1,3,4587,SpecialEffect
3214,1846,1,1,3,4591,SpecialEffect
3215,1846,2,1,3,4592,SpecialEffect
3216,1847,1,1,5,1844,InteractionEffect
3217,1848,1,4,4,4773,BuffEffect
3218,1845,1,1,3,4593,SpecialEffect
3219,1845,3,1,3,4594,SpecialEffect
3220,1845,4,1,3,4595,SpecialEffect
3221,1850,2,3,3,4596,SpecialEffect
3232,1765,2,1,3,4604,SpecialEffect
3233,1767,3,3,5,4605,SpecialEffect
3234,1767,2,1,3,4606,SpecialEffect
3235,1767,1,1,3,4607,SpecialEffect
3236,1851,1,1,5,1850,InteractionEffect
3237,1852,1,1,5,1851,InteractionEffect
3238,1853,1,1,5,1852,InteractionEffect
3240,1771,1,1,3,4608,SpecialEffect
3241,1850,1,1,3,4609,SpecialEffect
3243,1854,1,1,5,1854,InteractionEffect
3245,1855,1,1,5,1856,InteractionEffect
3247,1856,1,1,5,1857,InteractionEffect
3249,1857,1,1,5,1858,InteractionEffect
3252,1844,2,3,4,4782,BuffEffect
3253,1862,2,1,3,4610,SpecialEffect
3254,1861,1,1,5,1863,InteractionEffect
3255,1862,1,1,3,4611,SpecialEffect
3256,1862,3,1,2,4444,SkillController
3257,1862,4,1,3,4612,SpecialEffect
3258,1863,2,1,2,4784,BuffEffect
3259,1863,4,1,2,1864,InteractionEffect
3260,1863,1,1,3,4613,SpecialEffect
3261,1864,1,1,3,614,KillNpcWithoutCorpseEffect
3269,1870,2,3,3,4653,SpecialEffect
3270,1870,1,3,3,4654,SpecialEffect
3271,1870,3,3,3,4655,SpecialEffect
3272,1871,1,3,3,4656,SpecialEffect
3273,1871,2,3,3,4657,SpecialEffect
3275,1871,3,3,3,4659,SpecialEffect
3276,1871,4,3,3,4660,SpecialEffect
3277,1873,1,1,3,4661,SpecialEffect
3278,1873,2,1,5,4662,SpecialEffect
3279,1877,1,1,3,4663,SpecialEffect
3280,1877,2,1,5,4664,SpecialEffect
3281,1880,1,1,4,2456,DamageEffect
3282,1882,1,1,3,4665,SpecialEffect
3283,1882,2,1,5,4666,SpecialEffect
3284,1885,1,1,4,2458,DamageEffect
3285,1873,3,1,4,4807,BuffEffect
3286,1877,3,1,4,4808,BuffEffect
3287,1882,3,1,4,4809,BuffEffect
3288,1890,1,1,5,1875,InteractionEffect
3291,1894,4,3,3,4673,SpecialEffect
3292,1894,1,3,3,4674,SpecialEffect
3293,1894,2,3,3,4675,SpecialEffect
3294,1894,6,3,4,2466,DamageEffect
3295,1897,1,1,3,4676,SpecialEffect
3303,1891,1,2,3,4484,SkillController
3306,1905,1,1,4,4820,BuffEffect
3307,1896,3,3,3,4685,SpecialEffect
3312,1896,5,3,4,2467,DamageEffect
3315,1887,1,1,3,4689,SpecialEffect
3317,1892,1,1,3,4691,SpecialEffect
3326,1908,1,1,3,4701,SpecialEffect
3327,1908,2,1,3,4702,SpecialEffect
3329,1908,3,1,3,4704,SpecialEffect
3333,1895,1,4,4,4829,BuffEffect
3334,1896,1,3,4,4494,SkillController
3377,1937,1,3,4,4497,SkillController
3378,1937,3,3,3,4732,SpecialEffect
3380,1937,5,3,4,2495,DamageEffect
3381,1938,1,4,4,4830,BuffEffect
3392,1944,1,4,4,4831,BuffEffect
3393,1945,1,3,4,4498,SkillController
3394,1945,3,3,3,4739,SpecialEffect
3396,1945,5,3,4,2502,DamageEffect
3397,1894,3,3,3,4741,SpecialEffect
3398,1937,2,3,3,4742,SpecialEffect
3399,1896,2,3,3,4743,SpecialEffect
3400,1945,2,3,3,4744,SpecialEffect
3401,1948,1,3,4,2503,DamageEffect
3402,1947,1,3,5,4745,SpecialEffect
3404,1946,1,3,3,4748,SpecialEffect
3405,1947,3,3,3,4749,SpecialEffect
3406,1947,2,3,3,4750,SpecialEffect
3417,1955,1,3,4,4504,SkillController
3418,1955,2,3,3,4758,SpecialEffect
3425,1951,1,1,3,4763,SpecialEffect
3429,1894,5,4,4,4764,SpecialEffect
3430,1937,4,4,4,4765,SpecialEffect
3431,1896,4,4,4,4766,SpecialEffect
3432,1945,4,4,4,4767,SpecialEffect
3435,1792,4,4,4,4770,SpecialEffect
3436,1793,5,4,4,4771,SpecialEffect
3437,1795,4,4,4,4772,SpecialEffect
3440,1957,1,3,3,4774,SpecialEffect
3442,1957,3,3,4,2511,DamageEffect
3443,1957,2,4,4,4776,SpecialEffect
3444,1957,4,4,4,4846,BuffEffect
3445,1958,1,4,4,4848,BuffEffect
3446,1793,4,4,4,4779,SpecialEffect
3447,1795,5,4,4,4780,SpecialEffect
3449,1899,1,1,5,4783,SpecialEffect
3450,1959,1,1,5,1899,InteractionEffect
3451,1897,2,1,3,4784,SpecialEffect
3452,1960,1,1,5,4785,SpecialEffect
3453,1961,1,1,5,1904,InteractionEffect
3480,1971,1,1,3,4815,SpecialEffect
3481,1971,2,1,3,4816,SpecialEffect
3483,1971,3,1,3,4817,SpecialEffect
3485,1971,4,1,5,1939,InteractionEffect
3491,1734,4,1,3,4820,SpecialEffect
3492,1974,1,1,5,1944,InteractionEffect
3493,1975,1,1,5,1945,InteractionEffect
3494,1949,1,1,3,4821,SpecialEffect
3495,1950,1,3,4,1946,InteractionEffect
3498,1978,1,1,3,4824,SpecialEffect
3500,1977,1,1,3,4826,SpecialEffect
3502,1978,3,1,4,2551,DamageEffect
3506,1857,2,1,4,2558,DamageEffect
3507,1856,2,1,4,2560,DamageEffect
3508,1851,2,1,4,2562,DamageEffect
3509,1852,2,1,4,2563,DamageEffect
3510,1853,2,1,4,2564,DamageEffect
3511,1854,2,1,4,2565,DamageEffect
3512,1855,2,1,4,2566,DamageEffect
3514,1966,2,3,3,4839,SpecialEffect
3515,1967,2,3,4,2568,DamageEffect
3517,1979,1,1,5,1955,InteractionEffect
3518,1979,2,1,4,2570,DamageEffect
3520,1980,1,1,5,1956,InteractionEffect
3521,1980,2,1,4,2571,DamageEffect
3530,1985,1,3,3,4846,SpecialEffect
3531,1985,2,3,3,4847,SpecialEffect
3532,1985,3,3,3,4848,SpecialEffect
3533,1985,4,3,3,4849,SpecialEffect
3534,1985,5,3,3,4850,SpecialEffect
3535,1986,1,1,4,4886,BuffEffect
3536,1986,2,1,5,1959,InteractionEffect
3537,1986,3,3,4,2579,DamageEffect
3538,1987,1,1,4,4888,BuffEffect
3539,1987,2,1,5,1961,InteractionEffect
3540,1987,3,3,4,2580,DamageEffect
3542,1988,1,1,4,4890,BuffEffect
3543,1989,1,1,4,4891,BuffEffect
3544,1990,1,1,4,4892,BuffEffect
3545,1991,1,1,4,4893,BuffEffect
3546,1992,1,1,4,4894,BuffEffect
3547,1993,1,1,4,4895,BuffEffect
3553,1966,3,4,4,4901,BuffEffect
3554,1966,1,3,4,4863,SpecialEffect
3555,2007,1,1,3,4865,SpecialEffect
3572,2020,3,3,3,4879,SpecialEffect
3573,2021,4,3,3,4880,SpecialEffect
3574,2022,4,3,3,4881,SpecialEffect
3575,2020,5,3,4,2599,DamageEffect
3576,2021,6,3,4,2600,DamageEffect
3577,2022,6,3,4,2601,DamageEffect
3582,2023,4,3,3,4887,SpecialEffect
3584,2023,6,3,4,2604,DamageEffect
3591,2021,3,3,3,4891,SpecialEffect
3592,2020,4,3,4,4892,SpecialEffect
3593,2021,5,3,4,4893,SpecialEffect
3594,2023,5,3,4,4894,SpecialEffect
3595,2022,5,3,4,4895,SpecialEffect
3596,2023,3,3,3,4896,SpecialEffect
3597,2022,2,3,3,4897,SpecialEffect
3598,2022,3,3,4,4637,SkillController
3604,2020,2,3,4,4640,SkillController
3605,2021,2,3,4,4641,SkillController
3606,2023,2,3,4,4642,SkillController
3607,2025,2,1,3,4901,SpecialEffect
3608,2025,1,1,3,4902,SpecialEffect
3609,2025,3,1,3,4903,SpecialEffect
3610,2025,4,1,3,4904,SpecialEffect
3611,2026,1,1,5,4905,SpecialEffect
3612,2026,2,1,4,2613,DamageEffect
3615,2028,2,1,3,4909,SpecialEffect
3616,2028,1,3,4,4910,SpecialEffect
3617,2031,2,3,3,4911,SpecialEffect
3618,2031,1,3,3,4912,SpecialEffect
3620,2031,3,3,3,4913,SpecialEffect
3621,2031,5,3,3,4914,SpecialEffect
3622,2033,1,1,4,2621,DamageEffect
3623,2033,2,4,3,4915,SpecialEffect
3627,2030,4,3,4,4646,SkillController
3631,2034,2,3,4,4649,SkillController
3632,2034,1,3,4,4922,SpecialEffect
3634,2030,3,1,3,4923,SpecialEffect
3635,2030,1,1,3,4924,SpecialEffect
3636,1888,1,1,3,4925,SpecialEffect
3637,1888,2,1,3,4926,SpecialEffect
3638,2035,2,1,3,4927,SpecialEffect
3639,2035,1,3,4,4928,SpecialEffect
3640,2035,4,3,4,4940,BuffEffect
3644,2030,5,3,4,4932,SpecialEffect
3647,2029,1,3,4,4935,SpecialEffect
3648,2035,3,3,4,2625,DamageEffect
3650,2028,3,3,4,2627,DamageEffect
3651,2029,2,3,4,2628,DamageEffect
3652,2030,6,3,4,2629,DamageEffect
3654,2036,1,1,3,4937,SpecialEffect
3655,2037,1,3,4,4938,SpecialEffect
3663,2030,2,3,4,4945,SpecialEffect
3664,1988,2,1,5,1990,InteractionEffect
3671,1834,3,1,3,4952,SpecialEffect
3672,1834,4,1,3,4953,SpecialEffect
3681,2039,1,1,3,4962,SpecialEffect
3682,2039,2,1,4,4963,SpecialEffect
3683,2040,1,1,4,2639,DamageEffect
3685,2040,2,1,4,4965,SpecialEffect
3686,2040,3,1,4,4954,BuffEffect
3688,2042,1,3,4,4967,SpecialEffect
3689,2043,1,1,4,2640,DamageEffect
3692,2043,3,1,4,4955,BuffEffect
3693,2045,2,3,3,4971,SpecialEffect
3697,2045,1,1,3,4975,SpecialEffect
3699,2047,1,1,5,1997,InteractionEffect
3700,2047,2,1,4,2643,DamageEffect
3702,2048,1,1,5,1998,InteractionEffect
3703,2048,2,1,4,2644,DamageEffect
3705,2049,1,1,5,1999,InteractionEffect
3706,2049,2,1,4,2645,DamageEffect
3708,2050,1,1,5,2000,InteractionEffect
3709,2050,2,1,4,2646,DamageEffect
3711,2051,1,1,5,2001,InteractionEffect
3712,2051,2,1,4,2647,DamageEffect
3714,2052,1,1,5,2002,InteractionEffect
3715,2052,2,1,4,2648,DamageEffect
3717,2053,1,1,5,2003,InteractionEffect
3718,2053,2,1,4,2649,DamageEffect
3720,2054,1,1,5,2004,InteractionEffect
3721,2054,2,1,4,2650,DamageEffect
3723,2055,1,1,5,2005,InteractionEffect
3724,2055,2,1,4,2651,DamageEffect
3726,2056,1,1,5,2006,InteractionEffect
3727,2056,2,1,4,2652,DamageEffect
3729,2057,1,1,5,2007,InteractionEffect
3730,2057,2,1,4,2653,DamageEffect
3732,2058,1,1,5,2008,InteractionEffect
3733,2058,2,1,4,2654,DamageEffect
3735,2059,1,1,5,2009,InteractionEffect
3736,2059,2,1,4,2655,DamageEffect
3738,2060,1,1,5,2010,InteractionEffect
3739,2060,2,1,4,2656,DamageEffect
3741,2061,1,1,5,2011,InteractionEffect
3742,2061,2,1,4,2657,DamageEffect
3744,2062,1,1,5,2012,InteractionEffect
3745,2062,2,1,4,2658,DamageEffect
3747,2063,1,1,5,2013,InteractionEffect
3748,2063,2,1,4,2659,DamageEffect
3750,2064,1,1,5,2014,InteractionEffect
3751,2064,2,1,4,2660,DamageEffect
3753,2065,1,1,5,2015,InteractionEffect
3754,2065,2,1,4,2661,DamageEffect
3756,2066,1,1,5,2016,InteractionEffect
3757,2066,2,1,4,2662,DamageEffect
3759,2067,1,1,5,2017,InteractionEffect
3760,2067,2,1,4,2663,DamageEffect
3762,2068,1,1,5,2018,InteractionEffect
3763,2068,2,1,4,2664,DamageEffect
3765,2069,1,1,5,2019,InteractionEffect
3766,2069,2,1,4,2665,DamageEffect
3768,2070,1,1,5,2020,InteractionEffect
3769,2070,2,1,4,2666,DamageEffect
3771,2071,1,1,5,2021,InteractionEffect
3772,2071,2,1,4,2667,DamageEffect
3774,2072,1,1,5,2022,InteractionEffect
3775,2072,2,1,4,2668,DamageEffect
3777,2073,1,1,5,2023,InteractionEffect
3778,2073,2,1,4,2669,DamageEffect
3801,2043,2,3,4,4983,SpecialEffect
3802,2074,2,3,3,4984,SpecialEffect
3803,2074,1,3,4,4985,SpecialEffect
3804,2075,1,3,3,4986,SpecialEffect
3805,2075,2,3,3,4987,SpecialEffect
3810,1027,7,1,3,4992,SpecialEffect
3811,2078,2,3,3,4993,SpecialEffect
3812,2078,1,3,3,4994,SpecialEffect
3813,2079,1,3,4,4987,BuffEffect
3814,2079,2,3,4,4988,BuffEffect
3815,2076,1,3,5,2040,InteractionEffect
3816,2080,2,3,3,4998,SpecialEffect
3817,2080,1,3,3,4999,SpecialEffect
3818,2080,3,3,3,5000,SpecialEffect
3819,2081,1,3,3,5001,SpecialEffect
3820,2081,2,3,3,5002,SpecialEffect
3822,2081,3,3,3,5004,SpecialEffect
3823,2081,4,3,3,5005,SpecialEffect
3824,2081,5,3,3,5006,SpecialEffect
3825,2084,1,3,4,2674,DamageEffect
3827,2084,2,3,4,4996,BuffEffect
3828,2086,1,3,4,5011,SpecialEffect
3829,2088,1,3,4,5012,SpecialEffect
3830,2088,2,3,4,2681,DamageEffect
3831,2087,1,3,4,5013,SpecialEffect
3839,2096,1,1,5,2047,InteractionEffect
3845,2095,1,3,3,5025,SpecialEffect
3846,2095,2,3,3,5026,SpecialEffect
3849,2100,1,1,5,2050,InteractionEffect
3851,2103,2,3,3,5034,SpecialEffect
3855,2103,1,1,3,5038,SpecialEffect
3856,2104,1,1,5,2052,InteractionEffect
3857,2104,2,1,4,2697,DamageEffect
3858,2128,1,1,5,2053,InteractionEffect
3859,2128,2,1,4,2698,DamageEffect
3860,2129,1,1,5,2054,InteractionEffect
3861,2129,2,1,4,2699,DamageEffect
3862,2130,1,1,5,2055,InteractionEffect
3863,2130,2,1,4,2700,DamageEffect
3864,2131,1,1,5,2056,InteractionEffect
3865,2131,2,1,4,2701,DamageEffect
3866,2132,1,1,5,2057,InteractionEffect
3867,2132,2,1,4,2702,DamageEffect
3868,2133,1,1,5,2058,InteractionEffect
3869,2133,2,1,4,2703,DamageEffect
3870,2134,1,1,5,2059,InteractionEffect
3871,2134,2,1,4,2704,DamageEffect
3872,2105,1,1,5,2061,InteractionEffect
3873,2105,2,1,4,2705,DamageEffect
3874,2135,1,1,5,2062,InteractionEffect
3875,2135,2,1,4,2706,DamageEffect
3876,2136,1,1,5,2063,InteractionEffect
3877,2136,2,1,4,2707,DamageEffect
3878,2137,1,1,5,2064,InteractionEffect
3879,2137,2,1,4,2708,DamageEffect
3880,2138,1,1,5,2065,InteractionEffect
3881,2138,2,1,4,2709,DamageEffect
3882,2139,1,1,5,2066,InteractionEffect
3883,2139,2,1,4,2710,DamageEffect
3884,2140,1,1,5,2067,InteractionEffect
3885,2140,2,1,4,2711,DamageEffect
3886,2141,1,1,5,2068,InteractionEffect
3887,2141,2,1,4,2712,DamageEffect
3888,2106,1,1,5,2069,InteractionEffect
3889,2106,2,1,4,2714,DamageEffect
3890,2142,1,1,5,2070,InteractionEffect
3891,2142,2,1,4,2715,DamageEffect
3892,2143,1,1,5,2071,InteractionEffect
3893,2143,2,1,4,2716,DamageEffect
3894,2144,1,1,5,2072,InteractionEffect
3895,2144,2,1,4,2717,DamageEffect
3896,2145,1,1,5,2073,InteractionEffect
3897,2145,2,1,4,2718,DamageEffect
3898,2146,1,1,5,2074,InteractionEffect
3899,2146,2,1,4,2719,DamageEffect
3900,2147,1,1,5,2075,InteractionEffect
3901,2147,2,1,4,2720,DamageEffect
3902,2148,1,1,5,2076,InteractionEffect
3903,2148,2,1,4,2721,DamageEffect
3904,2103,3,1,2,2078,InteractionEffect
3905,2149,1,1,4,2723,DamageEffect
3908,2150,1,1,5,2083,InteractionEffect
3909,2154,2,3,3,5060,SpecialEffect
3910,2154,3,3,3,5061,SpecialEffect
3911,2154,4,3,3,5062,SpecialEffect
3912,2154,5,3,3,5063,SpecialEffect
3913,2154,1,1,3,5064,SpecialEffect
3914,2155,1,1,5,2092,InteractionEffect
3915,2155,2,1,4,2735,DamageEffect
3916,2156,1,1,5,2093,InteractionEffect
3917,2156,2,1,4,2736,DamageEffect
3918,2157,1,1,5,2094,InteractionEffect
3919,2157,2,1,4,2737,DamageEffect
3920,2164,1,1,5,2095,InteractionEffect
3921,2164,2,1,4,2739,DamageEffect
3922,2165,1,1,5,2096,InteractionEffect
3923,2165,2,1,4,2740,DamageEffect
3924,2166,1,1,5,2097,InteractionEffect
3925,2166,2,1,4,2741,DamageEffect
3926,2167,1,1,5,2098,InteractionEffect
3927,2167,2,1,4,2742,DamageEffect
3928,2168,1,1,5,2099,InteractionEffect
3929,2168,2,1,4,2743,DamageEffect
3930,2169,1,1,5,2100,InteractionEffect
3931,2169,2,1,4,2744,DamageEffect
3934,2008,1,1,3,5067,SpecialEffect
3935,2007,3,2,3,4704,SkillController
3937,2007,2,1,4,5022,BuffEffect
3941,2175,2,1,3,5068,SpecialEffect
3954,2179,1,1,4,5030,BuffEffect
3955,2179,3,2,3,4721,SkillController
3961,2008,2,1,4,5075,SpecialEffect
3963,2185,2,1,3,5076,SpecialEffect
3964,2185,1,1,3,5077,SpecialEffect
3966,2186,1,1,3,5079,SpecialEffect
3967,2186,2,1,3,5080,SpecialEffect
3968,2186,3,1,4,5081,SpecialEffect
3969,2187,1,1,4,5082,SpecialEffect
3971,2188,1,1,4,5083,SpecialEffect
3972,2189,1,1,4,2752,DamageEffect
3974,2190,1,1,4,2753,DamageEffect
3976,2191,1,1,4,2754,DamageEffect
3978,2193,2,1,4,5084,SpecialEffect
3980,2006,1,1,3,5038,BuffEffect
3982,2006,2,1,3,5086,SpecialEffect
3983,2006,3,1,3,5087,SpecialEffect
3984,2006,4,1,3,5088,SpecialEffect
3986,2193,1,1,4,2761,DamageEffect
3990,2194,1,3,3,4753,SkillController
3991,2195,1,3,3,4754,SkillController
3992,2196,1,3,3,5121,SpecialEffect
3993,2197,1,3,3,4756,SkillController
3994,2198,1,3,3,4757,SkillController
3995,2199,1,3,3,5079,BuffEffect
3999,2201,1,3,4,4779,SkillController
4001,2200,1,1,3,5134,SpecialEffect
4005,2021,1,3,4,5091,BuffEffect
4006,2031,4,3,3,5140,SpecialEffect
4007,2006,5,1,3,5141,SpecialEffect
4008,2179,2,1,4,2793,DamageEffect
4010,2209,1,1,5,2125,InteractionEffect
4013,2204,1,1,4,5196,BuffEffect
4014,2211,1,1,3,5150,SpecialEffect
4019,1746,2,1,3,5155,SpecialEffect
4020,2211,2,1,3,5156,SpecialEffect
4025,2212,2,1,3,5161,SpecialEffect
4026,2212,1,1,4,5162,SpecialEffect
4027,2213,2,1,3,5163,SpecialEffect
4028,2213,1,1,4,5164,SpecialEffect
4034,2008,3,1,3,5169,SpecialEffect
4035,2193,3,1,4,5211,BuffEffect
4036,2217,1,1,4,2821,DamageEffect
4037,2216,2,1,3,5174,SpecialEffect
4048,2218,1,1,4,2823,DamageEffect
4051,2219,1,1,4,2824,DamageEffect
4054,2220,1,1,4,2825,DamageEffect
4060,2225,3,1,3,5192,SpecialEffect
4061,2225,2,1,4,5193,SpecialEffect
4062,2225,4,1,3,5194,SpecialEffect
4063,2225,5,1,3,5195,SpecialEffect
4064,2225,6,1,3,5196,SpecialEffect
4065,2225,7,1,3,5197,SpecialEffect
4066,2225,8,1,3,5198,SpecialEffect
4067,2226,1,1,4,2826,DamageEffect
4070,2227,1,1,4,2827,DamageEffect
4073,2228,1,1,4,2828,DamageEffect
4076,2229,1,1,4,2829,DamageEffect
4086,2231,1,1,4,5264,BuffEffect
4087,2234,1,1,5,2159,InteractionEffect
4088,2235,1,1,5,2167,InteractionEffect
4089,2237,2,1,3,5222,SpecialEffect
4090,2237,1,1,4,5223,SpecialEffect
4096,2238,1,1,4,2840,DamageEffect
4098,2022,7,3,4,5347,BuffEffect
4099,2020,1,3,4,5348,BuffEffect
4100,2023,1,3,4,5349,BuffEffect
4101,2022,1,3,4,5350,BuffEffect
4102,1918,1,1,5,5236,SpecialEffect
4103,2240,1,1,4,2842,DamageEffect
4104,2240,2,1,4,5237,SpecialEffect
4105,2240,3,1,5,2175,InteractionEffect
4106,1888,3,1,4,5362,BuffEffect
4107,2241,2,3,3,5245,SpecialEffect
4108,2241,3,3,3,5247,SpecialEffect
4109,2241,4,3,3,5248,SpecialEffect
4110,2241,1,1,3,5249,SpecialEffect
4111,2243,1,1,5,2177,InteractionEffect
4112,2244,1,1,5,2178,InteractionEffect
4113,2246,1,1,5,2179,InteractionEffect
4114,2247,2,3,3,5250,SpecialEffect
4115,2247,3,3,3,5251,SpecialEffect
4116,2247,4,3,3,5252,SpecialEffect
4117,2247,1,1,3,5253,SpecialEffect
4118,2252,1,1,5,2181,InteractionEffect
4119,2251,1,1,5,2182,InteractionEffect
4121,2250,1,1,5,2183,InteractionEffect
4122,2249,1,1,5,2184,InteractionEffect
4124,2253,1,1,5,2186,InteractionEffect
4127,2256,1,1,5,2189,InteractionEffect
4128,2257,1,1,5,2190,InteractionEffect
4129,2258,1,1,5,2191,InteractionEffect
4130,2259,1,1,5,2192,InteractionEffect
4131,16,4,3,3,5268,SpecialEffect
4132,16,1,3,3,5269,SpecialEffect
4133,2260,1,3,3,5272,SpecialEffect
4134,2262,1,3,4,4951,SkillController
4135,2263,1,1,4,5390,BuffEffect
4145,2271,1,3,3,5410,BuffEffect
4146,2271,2,3,3,5289,SpecialEffect
4147,2271,3,3,3,5290,SpecialEffect
4148,2271,4,3,3,5291,SpecialEffect
4149,2271,5,3,3,5292,SpecialEffect
4150,2272,1,3,3,5293,SpecialEffect
4151,2272,2,3,4,5411,BuffEffect
4152,2272,3,2,3,4958,SkillController
4154,2273,1,3,3,5294,SpecialEffect
4155,2273,3,3,3,5295,SpecialEffect
4156,2273,2,3,3,5296,SpecialEffect
4157,2273,4,3,3,5297,SpecialEffect
4158,2274,1,3,4,5412,BuffEffect
4159,2274,2,3,4,2864,DamageEffect
4160,2274,3,2,3,4959,SkillController
4163,2276,1,3,4,2865,DamageEffect
4164,2276,2,3,4,5299,SpecialEffect
4165,2276,3,3,4,5413,BuffEffect
4170,2278,1,1,3,5311,SpecialEffect
4178,2283,1,1,4,2870,DamageEffect
4187,2287,2,1,4,5446,BuffEffect
4191,2290,2,1,3,5343,SpecialEffect
4192,2290,1,1,4,5344,SpecialEffect
4198,2287,1,1,4,351,DispelEffect
4203,2291,1,1,4,273,NpcSpawnerSpawnEffect
4204,2292,1,1,4,274,NpcSpawnerSpawnEffect
4205,2293,1,1,4,275,NpcSpawnerSpawnEffect
4208,2295,1,1,4,679,KillNpcWithoutCorpseEffect
4210,2297,1,1,5,2201,InteractionEffect
4211,2294,1,1,5,5353,SpecialEffect
4214,2300,2,1,3,5354,SpecialEffect
4215,2300,1,1,4,5355,SpecialEffect
4216,2300,3,1,3,5356,SpecialEffect
4217,2301,2,1,3,5357,SpecialEffect
4218,2301,1,1,3,5358,SpecialEffect
4236,2030,7,3,4,5368,SpecialEffect
4237,2303,1,1,4,2886,DamageEffect
4240,2313,1,1,4,2887,DamageEffect
4242,2314,1,1,4,2888,DamageEffect
4244,2315,1,1,4,2889,DamageEffect
4247,2316,1,1,3,5463,BuffEffect
4249,2317,1,1,4,5464,BuffEffect
4255,2318,1,1,4,5465,BuffEffect
4272,2324,2,1,3,5394,SpecialEffect
4273,2324,1,1,4,5395,SpecialEffect
4274,2324,3,1,3,5396,SpecialEffect
4275,2325,1,1,3,5397,SpecialEffect
4276,2325,2,1,3,5398,SpecialEffect
4282,2326,1,1,4,2890,DamageEffect
4284,2327,1,1,4,2892,DamageEffect
4286,2328,1,1,4,2893,DamageEffect
4288,2329,1,1,4,2894,DamageEffect
4302,2332,2,1,3,5418,SpecialEffect
4303,2332,1,1,4,5419,SpecialEffect
4304,2332,3,1,3,5420,SpecialEffect
4305,2333,1,1,3,5421,SpecialEffect
4306,2333,2,1,3,5422,SpecialEffect
4313,2335,1,1,4,2895,DamageEffect
4315,2337,1,1,4,2896,DamageEffect
4317,2338,1,1,4,2897,DamageEffect
4319,2339,1,1,4,2898,DamageEffect
4321,2341,1,1,4,5479,BuffEffect
4322,2342,1,1,4,5480,BuffEffect
4327,2348,2,1,3,5439,SpecialEffect
4328,2348,1,1,4,5440,SpecialEffect
4329,2350,2,1,3,5441,SpecialEffect
4330,2350,3,1,3,5442,SpecialEffect
4331,2350,4,1,3,5443,SpecialEffect
4332,2350,6,1,3,5444,SpecialEffect
4333,2350,5,1,3,5445,SpecialEffect
4334,2349,1,1,4,2899,DamageEffect
4337,2351,1,1,4,2900,DamageEffect
4340,2352,1,1,4,2901,DamageEffect
4343,2353,1,1,4,2902,DamageEffect
4346,2355,1,1,3,5450,SpecialEffect
4347,2356,1,1,3,5451,SpecialEffect
4348,2357,2,1,3,5452,SpecialEffect
4349,2357,1,1,4,5453,SpecialEffect
4350,2358,1,1,4,286,NpcSpawnerSpawnEffect
4351,2359,1,1,4,287,NpcSpawnerSpawnEffect
4352,2360,1,1,4,288,NpcSpawnerSpawnEffect
4353,2361,1,1,4,680,KillNpcWithoutCorpseEffect
4363,2366,1,3,5,4992,SkillController
4371,2366,2,3,4,2903,DamageEffect
4373,2366,3,3,5,2221,InteractionEffect
4383,2378,1,1,2,2227,InteractionEffect
4384,1958,2,1,1,5519,BuffEffect
4386,2379,2,1,5,5488,SpecialEffect
4387,2380,2,1,5,2231,InteractionEffect
4388,2382,1,1,5,5490,SpecialEffect
4389,2383,1,1,5,2238,InteractionEffect
4390,2382,2,1,3,1238,BubbleEffect
4391,2382,3,1,3,5493,SpecialEffect
4392,2379,3,1,3,1258,BubbleEffect
4396,2379,1,1,3,5512,SpecialEffect
4397,2380,1,1,3,5513,SpecialEffect
4398,2386,1,1,5,2249,InteractionEffect
4399,2386,2,1,4,2912,DamageEffect
4400,2385,2,3,3,5515,SpecialEffect
4401,2385,3,3,3,5516,SpecialEffect
4402,2385,4,3,3,5517,SpecialEffect
4403,2385,5,3,3,5518,SpecialEffect
4404,2385,1,1,3,5519,SpecialEffect
4405,2388,1,1,5,5520,SpecialEffect
4408,2390,1,1,4,5577,BuffEffect
4409,2392,2,1,3,5524,SpecialEffect
4410,2392,1,1,3,5525,SpecialEffect
4411,2392,3,1,3,5526,SpecialEffect
4412,2393,1,1,3,5527,SpecialEffect
4413,2393,2,1,3,5528,SpecialEffect
4415,2393,3,1,3,5530,SpecialEffect
4416,2393,4,1,3,5531,SpecialEffect
4417,2393,5,1,3,5532,SpecialEffect
4418,2393,6,1,3,5533,SpecialEffect
4419,2395,1,1,4,243,HealEffect
4421,2400,1,1,4,245,HealEffect
4423,2402,1,1,4,5584,BuffEffect
4424,2404,1,1,4,2915,DamageEffect
4426,2406,1,1,4,2917,DamageEffect
4428,2408,1,1,4,5585,BuffEffect
4430,2410,1,1,4,369,DispelEffect
4431,2395,2,1,4,5535,SpecialEffect
4433,2400,2,1,4,5537,SpecialEffect
4435,2404,2,1,4,5539,SpecialEffect
4437,2406,2,1,4,5541,SpecialEffect
4439,2186,4,1,3,5543,SpecialEffect
4441,1967,1,1,3,5545,SpecialEffect
4445,2287,3,1,4,5554,SpecialEffect
4446,2318,2,1,4,5555,SpecialEffect
4447,2342,2,1,4,5556,SpecialEffect
4449,2400,3,1,4,5558,SpecialEffect
4451,2402,2,1,4,5560,SpecialEffect
4452,2408,2,1,4,5561,SpecialEffect
4453,2411,1,1,3,5628,BuffEffect
4454,2216,1,1,4,5563,SpecialEffect
