id,name,category_id,main_model_id,door_model_id,stair_model_id,auto_z,gate_exists,hp,repair_cost,garden_radius,family,taxation_id,guard_tower_setting_id,cinema_id,cinema_radius,auto_z_offset_x,auto_z_offset_y,auto_z_offset_z,alley,extra_height_above,extra_height_below,deco_limit,comments,absolute_deco_limit,housing_deco_limit_id,is_sellable
180,아담한 누이아 주택,1,1130,,,t,t,1500,100,7.5,hs_nuia_S01_Rr_03,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
181,아늑한 하리하라 기와집,1,1125,,,t,t,1500,100,7.5,hs_hari_S01_Kr_01,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,6,t
182,우아한 하리하라 기와집,10,1126,,,t,t,15000,100,11.0,hs_hari_M01_Kr_01,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,7,t
183,웅장한 하리하라 기와집,11,1127,,,t,t,150000,100,14.0,hs_hari_L11_Kr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,8,t
184,수호탑,1,894,,,t,f,1000000,100,0.0,,1,2,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
185,수호탑,1,894,,,t,f,1000000,100,0.0,,1,3,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
186,수호탑,1,894,,,t,f,1000000,100,0.0,,1,4,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
187,수호탑,1,894,,,t,f,1000000,100,0.0,,1,5,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
188,수호탑,1,894,,,t,f,1000000,100,0.0,,1,6,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
189,수호탑,1,894,,,t,f,1000000,100,0.0,,1,7,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
190,수호탑,1,894,,,t,f,1000000,100,0.0,,1,8,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
191,수호탑,1,894,,,t,f,1000000,100,0.0,,1,9,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
192,수호탑,1,894,,,t,f,1000000,100,0.0,,1,10,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
193,세련된 누이아 주택,10,1131,,,t,t,15000,100,11.0,hs_nuia_M01_Br_01,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
194,세련된 누이아 주택,10,1132,,,t,t,15000,100,11.0,hs_nuia_M01_Br_02,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
195,세련된 누이아 주택,10,1133,,,t,t,15000,100,11.0,hs_nuia_M01_Br_03,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
196,세련된 누이아 주택,10,1134,,,t,t,15000,100,11.0,hs_nuia_M01_Gr_01,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
197,세련된 누이아 주택,10,1135,,,t,t,15000,100,11.0,hs_nuia_M01_Gr_02,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
198,세련된 누이아 주택,10,1136,,,t,t,15000,100,11.0,hs_nuia_M01_Gr_03,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
199,세련된 누이아 주택,10,1137,,,t,t,15000,100,11.0,hs_nuia_M01_Rr_01,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
200,세련된 누이아 주택,10,1138,,,t,t,15000,100,11.0,hs_nuia_M01_Rr_02,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
201,세련된 누이아 주택,10,1139,,,t,t,15000,100,11.0,hs_nuia_M01_Rr_03,3,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,105,2,t
202,세련된 누이아 2층주택,10,1140,,,t,t,22500,100,11.0,hs_nuia_M11_Br_01,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
203,세련된 누이아 2층주택,10,1141,,,t,t,22500,100,11.0,hs_nuia_M11_Br_02,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
204,세련된 누이아 2층주택,10,1142,,,t,t,22500,100,11.0,hs_nuia_M11_Br_03,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
205,세련된 누이아 2층주택,10,1143,,,t,t,22500,100,11.0,hs_nuia_M11_Gr_01,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
206,세련된 누이아 2층주택,10,1144,,,t,t,22500,100,11.0,hs_nuia_M11_Gr_02,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
207,세련된 누이아 2층주택,10,1145,,,t,t,22500,100,11.0,hs_nuia_M11_Gr_03,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
208,세련된 누이아 2층주택,10,1146,,,t,t,22500,100,11.0,hs_nuia_M11_Rr_01,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
209,세련된 누이아 2층주택,10,1147,,,t,t,22500,100,11.0,hs_nuia_M11_Rr_02,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
210,세련된 누이아 2층주택,10,1148,,,t,t,22500,100,11.0,hs_nuia_M11_Rr_03,4,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,107,3,t
211,화려한 누이아 주택,11,1177,,,t,t,100000,100,14.0,hs_nuia_L04_Br_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
212,화려한 누이아 주택,11,1178,,,t,t,100000,100,14.0,hs_nuia_L04_Br_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
213,화려한 누이아 주택,11,1179,,,t,t,100000,100,14.0,hs_nuia_L04_Br_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
214,화려한 누이아 주택,11,1180,,,t,t,100000,100,14.0,hs_nuia_L04_Gr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
215,화려한 누이아 주택,11,1181,,,t,t,100000,100,14.0,hs_nuia_L04_Gr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
216,화려한 누이아 주택,11,1182,,,t,t,100000,100,14.0,hs_nuia_L04_Gr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
217,화려한 누이아 주택,11,1183,,,t,t,100000,100,14.0,hs_nuia_L04_Rr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
218,화려한 누이아 주택,11,1185,,,t,t,100000,100,14.0,hs_nuia_L04_Rr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
219,화려한 누이아 주택,11,1185,,,t,t,100000,100,14.0,hs_nuia_L04_Rr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,157,4,t
220,화려한 누이아 주택,11,1158,,,t,t,100000,100,14.0,hs_nuia_L02_Br_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
221,화려한 누이아 주택,11,1159,,,t,t,100000,100,14.0,hs_nuia_L02_Br_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
222,화려한 누이아 주택,11,1160,,,t,t,100000,100,14.0,hs_nuia_L02_Br_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
223,화려한 누이아 주택,11,1161,,,t,t,100000,100,14.0,hs_nuia_L02_Gr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
224,화려한 누이아 주택,11,1162,,,t,t,100000,100,14.0,hs_nuia_L02_Gr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
225,화려한 누이아 주택,11,1163,,,t,t,100000,100,14.0,hs_nuia_L02_Gr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
226,화려한 누이아 주택,11,1164,,,t,t,100000,100,14.0,hs_nuia_L02_Rr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
227,화려한 누이아 주택,11,1165,,,t,t,100000,100,14.0,hs_nuia_L02_Rr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
228,화려한 누이아 주택,11,1166,,,t,t,100000,100,14.0,hs_nuia_L02_Rr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,155,4,t
229,화려한 누이아 주택,11,1149,,,t,t,100000,100,14.0,hs_nuia_L01_Br_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
230,화려한 누이아 주택,11,1150,,,t,t,100000,100,14.0,hs_nuia_L01_Br_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
231,화려한 누이아 주택,11,1151,,,t,t,100000,100,14.0,hs_nuia_L01_Br_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
232,화려한 누이아 주택,11,1152,,,t,t,100000,100,14.0,hs_nuia_L01_Gr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
233,화려한 누이아 주택,11,1153,,,t,t,100000,100,14.0,hs_nuia_L01_Gr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
234,화려한 누이아 주택,11,1154,,,t,t,100000,100,14.0,hs_nuia_L01_Gr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
235,화려한 누이아 주택,11,1155,,,t,t,100000,100,14.0,hs_nuia_L01_Rr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
236,화려한 누이아 주택,11,1156,,,t,t,100000,100,14.0,hs_nuia_L01_Rr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
237,화려한 누이아 주택,11,1157,,,t,t,100000,100,14.0,hs_nuia_L01_Rr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
238,화려한 누이아 주택,11,1167,,,t,t,100000,100,14.0,hs_nuia_L03_Br_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
239,화려한 누이아 주택,11,1168,,,t,t,100000,100,14.0,hs_nuia_L03_Br_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
240,화려한 누이아 주택,11,1169,,,t,t,100000,100,14.0,hs_nuia_L03_Br_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
241,화려한 누이아 주택,11,1170,,,t,t,100000,100,14.0,hs_nuia_L03_Gr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
242,화려한 누이아 주택,11,1171,,,t,t,100000,100,14.0,hs_nuia_L03_Gr_02,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
243,화려한 누이아 주택,11,1172,,,t,t,100000,100,14.0,hs_nuia_L03_Gr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
244,화려한 누이아 주택,11,1174,,,t,t,100000,100,14.0,hs_nuia_L03_Rr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
245,화려한 누이아 주택,11,1175,,,t,t,100000,100,14.0,hs_nuia_L03_Rr_01,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
246,화려한 누이아 주택,11,1176,,,t,t,100000,100,14.0,hs_nuia_L03_Rr_03,5,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,156,4,t
247,화려한 누이아 2층주택,11,1199,,,t,t,150000,100,14.0,hs_nuia_L13_Br_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
248,화려한 누이아 2층주택,11,1202,,,t,t,150000,100,14.0,hs_nuia_L13_Br_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
249,화려한 누이아 2층주택,11,1200,,,t,t,150000,100,14.0,hs_nuia_L13_Gr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
250,화려한 누이아 2층주택,11,1203,,,t,t,150000,100,14.0,hs_nuia_L13_Gr_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
251,화려한 누이아 2층주택,11,1201,,,t,t,150000,100,14.0,hs_nuia_L13_Rr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
252,화려한 누이아 2층주택,11,1204,,,t,t,150000,100,14.0,hs_nuia_L13_Rr_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
253,화려한 누이아 2층주택,11,1186,,,t,t,150000,100,14.0,hs_nuia_L11_Br_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
254,화려한 누이아 2층주택,11,1190,,,t,t,150000,100,14.0,hs_nuia_L11_Br_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
255,화려한 누이아 2층주택,11,1192,,,t,t,150000,100,14.0,hs_nuia_L11_Br_03,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
256,화려한 누이아 2층주택,11,1188,,,t,t,150000,100,14.0,hs_nuia_L11_Gr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
257,화려한 누이아 2층주택,11,1191,,,t,t,150000,100,14.0,hs_nuia_L11_Gr_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
258,화려한 누이아 2층주택,11,1187,,,t,t,150000,100,14.0,hs_nuia_L11_Rr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
259,화려한 누이아 2층주택,11,1189,,,t,t,150000,100,14.0,hs_nuia_L11_Rr_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
260,화려한 누이아 2층주택,11,1193,,,t,t,150000,100,14.0,hs_nuia_L12_Br_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
261,화려한 누이아 2층주택,11,1196,,,t,t,150000,100,14.0,hs_nuia_L12_Br_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
262,화려한 누이아 2층주택,11,1194,,,t,t,150000,100,14.0,hs_nuia_L12_Gr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
263,화려한 누이아 2층주택,11,1197,,,t,t,150000,100,14.0,hs_nuia_L12_Gr_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
264,화려한 누이아 2층주택,11,1195,,,t,t,150000,100,14.0,hs_nuia_L12_Rr_01,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
265,화려한 누이아 2층주택,11,1198,,,t,t,150000,100,14.0,hs_nuia_L12_Rr_02,6,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,161,5,t
266,슬레이브 성탑_test,9,894,1004,1001,f,t,600000,10000,8.0,슬레이브 성탑_test,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,,f
267,밀짚모자 허수아비 텃밭,16,987,,,t,f,200,100,4.0,hs_common_farm_b,8,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,50,0,f
268,하리하라 대포 성문_test,2,1057,,,f,t,1000,100,0.0,하리하라 대포 성문_test,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
269,대포 성탑,2,792,,,t,f,600000,100,0.0,cannontower_test,1,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,0,,0,0,f
270,시원한 수상 주택,15,1382,,,t,t,15000,100,11.0,hs_common_floatinghouse_a,3,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,40,,107,2,t
271,수호탑,1,894,,,t,f,1000000,100,0.0,,1,11,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,심연의 입구에 사용되는 수호탑,60,,f
272,수호탑,1,894,,,f,f,1000000,100,0.0,,1,12,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,태양의 들녘에 사용되는 수호탑,60,,f
273,회관_test,10,1443,,,t,t,22500,100,11.0,town_hall,2,0,,30.0,0.0,0.0,1.5,1.0,10.0,10.0,40,,100,3,t
274,신규 건축물 테스트,17,1479,,,t,f,1000,100,8.0,hs_common_farm_test,9,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,40,,50,,f
275,햇빛호박 허수아비 텃밭,17,1476,,,t,f,1000,100,8.0,hs_common_farm_b,9,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,40,,101,,f
276,달빛호박 허수아비 텃밭,17,1477,,,t,f,1000,100,8.0,hs_common_farm_c,9,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,40,,101,,f
277,별빛호박 허수아비 텃밭,17,1478,,,t,f,1000,100,8.0,hs_common_farm_d,9,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,40,,101,,f
