id,stance_id,normal_speed,max_speed,height_collider,height_pivot,size_x,size_y,size_z,model_offset_x,model_offset_y,model_offset_z,view_offset_x,view_offset_y,view_offset_z,name,use_capsule,actor_model_id,ai_move_speed_slow,ai_move_speed_walk,ai_move_speed_run,ai_move_speed_sprint,weapon_offset_x,weapon_offset_y,weapon_offset_z
2188,4,1.0,6.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,123,1.8,1.8,6.3,6.3,,,
2189,5,1.8,6.0,0.8,0.7,0.4,0.4,0.1,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,123,1.8,1.8,6.3,6.3,,,
2190,6,0.6,6.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,123,1.8,1.8,6.3,6.3,,,
2191,7,0.5,6.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,123,1.8,1.8,6.3,6.3,,,
2192,8,0.5,6.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,123,1.8,1.8,6.3,6.3,,,
2193,1,1.0,10.0,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.1,combat,t,124,1.8,1.8,7.2,7.2,,,
2194,2,1.5,6.0,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.1,relaxed,t,124,1.8,1.8,7.2,7.2,,,
2195,3,1.0,3.8,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.1,swim,t,124,1.8,1.8,5.4,5.4,,,
2196,4,1.0,3.8,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.1,coswim,t,124,1.8,1.8,5.4,5.4,,,
2197,5,1.8,3.8,1.2,1.0,0.6,0.6,0.2,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,124,1.8,1.8,5.4,5.4,,,
2198,6,0.6,3.0,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,124,1.8,1.8,5.4,5.4,,,
2199,7,0.5,3.0,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,124,1.8,1.8,5.4,5.4,,,
2200,8,0.5,1.0,1.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,124,1.8,1.8,5.4,5.4,,,
2201,1,1.0,5.0,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.5,combat,t,125,1.8,1.8,5.4,5.4,,,
2202,2,1.5,4.5,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.5,relaxed,t,125,1.8,1.8,5.4,5.4,,,
2203,3,1.0,3.8,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.5,swim,t,125,1.8,1.8,5.4,5.4,,,
2204,4,1.0,3.8,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.5,coswim,t,125,1.8,1.8,5.4,5.4,,,
2205,5,1.8,3.8,1.4,1.0,0.7,0.7,0.1,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,125,1.8,1.8,5.4,5.4,,,
2206,6,0.6,3.0,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,125,1.8,1.8,5.4,5.4,,,
2207,7,0.5,3.0,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,125,1.8,1.8,5.4,5.4,,,
2208,8,0.5,1.0,1.4,0.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,125,1.8,1.8,5.4,5.4,,,
2209,1,1.0,6.0,1.5,0.0,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.9,combat,t,126,1.8,1.8,7.2,7.2,,,
2210,2,1.5,6.0,1.5,0.0,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.9,relaxed,t,126,1.8,1.8,7.2,7.2,,,
2211,3,1.0,3.8,1.5,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.9,swim,t,126,1.8,1.8,5.4,5.4,,,
2212,4,1.0,3.8,1.5,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.9,coswim,t,126,1.8,1.8,5.4,5.4,,,
2213,5,1.8,3.8,1.5,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,0.9,combat,t,126,1.8,1.8,5.4,5.4,,,
2214,6,0.6,3.0,1.5,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,126,1.8,1.8,5.4,5.4,,,
2215,7,0.5,3.0,1.5,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,126,1.8,1.8,5.4,5.4,,,
2216,8,0.5,1.0,1.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,126,1.8,1.8,5.4,5.4,,,
2217,1,1.0,5.0,1.2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,combat,t,127,1.8,1.8,3.6,3.6,,,
2218,2,1.5,4.5,1.2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,relaxed,t,127,1.8,1.8,3.6,3.6,,,
2219,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,swim,t,127,1.8,1.8,5.4,5.4,,,
2220,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,coswim,t,127,1.8,1.8,5.4,5.4,,,
2221,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,127,1.8,1.8,5.4,5.4,,,
2222,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,127,1.8,1.8,5.4,5.4,,,
2223,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,127,1.8,1.8,5.4,5.4,,,
2224,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,127,1.8,1.8,5.4,5.4,,,
2225,1,1.0,10.0,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,combat,t,128,3.0,3.0,8.4,8.4,,,
2226,2,1.5,10.0,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,relaxed,t,128,3.0,3.0,8.4,8.4,,,
2227,3,1.0,3.8,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,swim,t,128,1.8,1.8,5.4,5.4,,,
2228,4,1.0,3.8,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,coswim,t,128,1.8,1.8,5.4,5.4,,,
2229,5,1.8,3.8,2.5,1.0,1.0,1.0,0.5,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,128,1.8,1.8,5.4,5.4,,,
2230,6,0.6,3.0,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,128,1.8,1.8,5.4,5.4,,,
2231,7,0.5,3.0,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,128,1.8,1.8,5.4,5.4,,,
2232,8,0.5,1.0,2.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,128,1.8,1.8,5.4,5.4,,,
2233,1,1.0,10.0,1.8,0.0,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,combat,t,129,1.8,1.8,2.7,2.7,,,
2234,2,1.5,10.0,1.8,0.0,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,relaxed,t,129,1.8,1.8,2.7,2.7,,,
2235,3,1.0,3.8,1.8,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.0,swim,t,129,1.8,1.8,5.4,5.4,,,
2236,4,1.0,3.8,1.8,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.0,coswim,t,129,1.8,1.8,5.4,5.4,,,
2237,5,1.8,3.8,1.8,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,129,1.8,1.8,5.4,5.4,,,
2238,6,0.6,3.0,1.8,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,129,1.8,1.8,5.4,5.4,,,
2239,7,0.5,3.0,1.8,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,129,1.8,1.8,5.4,5.4,,,
2240,8,0.5,1.0,1.8,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,129,1.8,1.8,5.4,5.4,,,
2241,1,1.0,5.0,1.2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,combat,t,130,1.8,1.8,3.6,3.6,,,
2242,2,1.5,4.5,1.2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,relaxed,t,130,1.8,1.8,3.6,3.6,,,
2243,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,swim,t,130,1.8,1.8,5.4,5.4,,,
2244,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,coswim,t,130,1.8,1.8,5.4,5.4,,,
2245,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,130,1.8,1.8,5.4,5.4,,,
2246,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,130,1.8,1.8,5.4,5.4,,,
2247,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,130,1.8,1.8,5.4,5.4,,,
2248,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,130,1.8,1.8,5.4,5.4,,,
2249,1,1.0,6.0,1.8,0.0,0.8,0.8,0.05,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,131,3.0,3.0,8.4,8.4,,,
2250,2,1.5,6.0,1.8,0.0,0.8,0.8,0.05,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,131,3.0,3.0,8.4,8.4,,,
2251,3,1.0,3.8,1.8,0.0,0.8,0.8,0.05,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,131,1.8,1.8,5.4,5.4,,,
2252,4,1.0,3.8,1.4,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,coswim,f,131,1.8,1.8,5.4,5.4,,,
2253,5,1.8,3.8,1.4,1.0,1.0,1.0,0.5,0.0,0.0,-1.0,0.0,0.0,1.7,combat,f,131,1.8,1.8,5.4,5.4,,,
2254,6,0.6,3.0,1.4,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,stealth,f,131,1.8,1.8,5.4,5.4,,,
2255,7,0.5,3.0,1.4,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.4,crouch,f,131,1.8,1.8,5.4,5.4,,,
2256,8,0.5,1.0,1.4,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,prone,f,131,1.8,1.8,5.4,5.4,,,
2257,1,1.0,5.0,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,132,1.7,1.7,5.9,5.9,,,
2258,2,1.5,4.5,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,132,1.7,1.7,5.9,5.9,,,
2259,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,132,1.8,1.8,5.4,5.4,,,
2260,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,132,1.8,1.8,5.4,5.4,,,
2261,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,132,1.8,1.8,5.4,5.4,,,
2262,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,132,1.8,1.8,5.4,5.4,,,
2263,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,132,1.8,1.8,5.4,5.4,,,
2264,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,132,1.8,1.8,5.4,5.4,,,
2265,1,1.0,5.0,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,133,1.7,1.7,5.9,5.9,,,
2266,2,1.5,4.5,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,133,1.7,1.7,5.9,5.9,,,
2267,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,133,1.8,1.8,5.4,5.4,,,
2268,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,133,1.8,1.8,5.4,5.4,,,
2269,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,133,1.8,1.8,5.4,5.4,,,
2270,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,133,1.8,1.8,5.4,5.4,,,
2271,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,133,1.8,1.8,5.4,5.4,,,
2272,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,133,1.8,1.8,5.4,5.4,,,
2273,1,1.0,5.0,1.2,0.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,134,0.7,0.7,3.8,3.8,,,
2274,2,1.5,4.5,1.2,0.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,134,0.7,0.7,3.8,3.8,,,
2275,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,134,1.8,1.8,5.4,5.4,,,
2276,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,134,1.8,1.8,5.4,5.4,,,
2277,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,134,1.8,1.8,5.4,5.4,,,
2278,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,134,1.8,1.8,5.4,5.4,,,
2279,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,134,1.8,1.8,5.4,5.4,,,
2280,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,134,1.8,1.8,5.4,5.4,,,
2281,1,1.0,5.0,1.2,0.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,135,0.7,0.7,3.8,3.8,,,
2282,2,1.5,4.5,1.2,0.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,135,0.7,0.7,3.8,3.8,,,
2283,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,135,1.8,1.8,5.4,5.4,,,
2284,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,135,1.8,1.8,5.4,5.4,,,
2285,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,135,1.8,1.8,5.4,5.4,,,
2286,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,135,1.8,1.8,5.4,5.4,,,
2287,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,135,1.8,1.8,5.4,5.4,,,
2288,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,135,1.8,1.8,5.4,5.4,,,
2289,1,1.0,5.0,0.7,0.0,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,136,1.0,1.0,4.0,4.0,,,
2290,2,1.5,4.5,0.7,0.0,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,136,1.0,1.0,4.0,4.0,,,
2291,3,1.0,3.8,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,136,1.8,1.8,5.4,5.4,,,
2292,4,1.0,3.8,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,136,1.8,1.8,5.4,5.4,,,
2293,5,1.8,3.8,0.7,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,136,1.8,1.8,5.4,5.4,,,
2294,6,0.6,3.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,136,1.8,1.8,5.4,5.4,,,
2295,7,0.5,3.0,0.7,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,136,1.8,1.8,5.4,5.4,,,
2296,8,0.5,1.0,0.7,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,136,1.8,1.8,5.4,5.4,,,
2297,1,1.0,5.0,0.7,0.0,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,137,1.0,1.0,4.0,4.0,,,
2298,2,1.5,4.5,0.7,0.0,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,137,1.0,1.0,4.0,4.0,,,
2299,3,1.0,3.8,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,137,1.8,1.8,5.4,5.4,,,
2300,4,1.0,3.8,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,137,1.8,1.8,5.4,5.4,,,
2301,5,1.8,3.8,0.7,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,137,1.8,1.8,5.4,5.4,,,
2302,6,0.6,3.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,137,1.8,1.8,5.4,5.4,,,
2303,7,0.5,3.0,0.7,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,137,1.8,1.8,5.4,5.4,,,
2304,8,0.5,1.0,0.7,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,137,1.8,1.8,5.4,5.4,,,
2305,1,1.0,5.0,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,138,1.4,1.4,5.4,5.4,,,
2306,2,1.5,4.5,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,138,1.4,1.4,5.4,5.4,,,
2307,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,138,1.8,1.8,5.4,5.4,,,
2308,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,138,1.8,1.8,5.4,5.4,,,
2309,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,138,1.8,1.8,5.4,5.4,,,
2310,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,138,1.8,1.8,5.4,5.4,,,
2311,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,138,1.8,1.8,5.4,5.4,,,
2312,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,138,1.8,1.8,5.4,5.4,,,
2313,1,1.0,5.0,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,139,1.4,1.4,5.4,5.4,,,
2314,2,1.5,4.5,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,139,1.4,1.4,5.4,5.4,,,
2315,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,139,1.8,1.8,5.4,5.4,,,
2316,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,139,1.8,1.8,5.4,5.4,,,
2317,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,139,1.8,1.8,5.4,5.4,,,
2318,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,139,1.8,1.8,5.4,5.4,,,
2319,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,139,1.8,1.8,5.4,5.4,,,
2320,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,139,1.8,1.8,5.4,5.4,,,
2321,1,1.0,5.0,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,140,1.7,1.7,5.4,5.4,,,
2322,2,1.5,4.5,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,140,1.7,1.7,5.4,5.4,,,
2323,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,140,1.8,1.8,5.4,5.4,,,
2324,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,140,1.8,1.8,5.4,5.4,,,
2325,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,140,1.8,1.8,5.4,5.4,,,
2326,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,140,1.8,1.8,5.4,5.4,,,
2327,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,140,1.8,1.8,5.4,5.4,,,
2328,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,140,1.8,1.8,5.4,5.4,,,
2329,1,1.0,5.0,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,combat,t,141,1.7,1.7,5.4,5.4,,,
2330,2,1.5,4.5,1.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,t,141,1.7,1.7,5.4,5.4,,,
2331,3,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,swim,t,141,1.8,1.8,5.4,5.4,,,
2332,4,1.0,3.8,0.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,coswim,t,141,1.8,1.8,5.4,5.4,,,
2333,5,1.8,3.8,1.2,1.0,0.4,0.4,0.6,0.0,0.0,-1.0,0.0,0.0,1.7,combat,t,141,1.8,1.8,5.4,5.4,,,
2334,6,0.6,3.0,1.0,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,141,1.8,1.8,5.4,5.4,,,
2335,7,0.5,3.0,1.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,141,1.8,1.8,5.4,5.4,,,
2336,8,0.5,1.0,0.5,0.0,0.4,0.4,0.01,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,141,1.8,1.8,5.4,5.4,,,
2337,1,1.0,8.8,1.5,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,2.0,combat,f,142,1.8,1.8,9.0,9.0,,,
2338,2,1.5,8.8,1.5,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,2.0,relaxed,f,142,1.8,1.8,9.0,9.0,,,
2339,3,1.0,1.7,2.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,swim,t,142,1.8,1.8,5.4,5.4,,,
2340,4,1.0,3.8,2.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,coswim,t,142,1.8,1.8,5.4,5.4,,,
2341,5,1.8,3.8,1.2,1.0,1.0,1.0,0.1,0.0,0.0,-1.0,0.0,0.0,2.0,combat,t,142,1.8,1.8,5.4,5.4,,,
2342,6,0.6,3.0,1.2,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.7,stealth,t,142,1.8,1.8,5.4,5.4,,,
2343,7,0.5,3.0,1.2,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.4,crouch,t,142,1.8,1.8,5.4,5.4,,,
2344,8,0.5,1.0,1.2,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5,0.5,prone,t,142,1.8,1.8,5.4,5.4,,,
2345,1,1.0,5.0,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,combat,f,143,1.8,1.8,5.4,5.4,,,
2346,2,1.5,4.5,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,relaxed,f,143,1.8,1.8,5.4,5.4,,,
2347,3,1.5,5.0,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,swim,f,143,1.8,1.8,5.4,5.4,,,
2348,4,1.5,5.0,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,coswim,f,143,1.8,1.8,5.4,5.4,,,
2349,5,1.8,3.8,1.6,1.0,1.0,1.0,0.5,0.0,0.0,-1.0,0.0,0.0,1.7,combat,f,143,1.8,1.8,5.4,5.4,,,
2350,6,0.6,3.0,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.7,stealth,f,143,1.8,1.8,5.4,5.4,,,
2351,7,0.5,3.0,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.4,crouch,f,143,1.8,1.8,5.4,5.4,,,
2352,8,0.5,1.0,1.6,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,prone,f,143,1.8,1.8,5.4,5.4,,,
