id,event_id,position,next_event_id,per_target,casting,delay,speed,channeling,casting_inc,add_anim_cs_time,casting_delayable,casting_cancelable,cancel_on_big_hit,use_exe_time,fail
4272,3651,1,3652,f,f,0,0,f,0,f,f,f,f,f,f
4273,3640,2,3651,f,f,0,0,f,0,f,f,f,f,f,f
4274,3652,1,3652,f,f,90,0,f,0,f,f,f,f,f,f
4275,3647,1,3647,f,f,90,0,f,0,f,f,f,f,f,f
4276,3634,1,3653,f,f,0,0,f,0,f,f,f,f,f,f
4277,3653,1,3635,f,f,2000,0,f,0,f,f,f,f,f,f
4278,3653,2,3637,f,f,2000,0,f,0,f,f,f,f,f,f
4279,3653,3,3640,f,f,2000,0,f,0,f,f,f,f,f,f
4280,3653,4,3645,f,f,2000,0,f,0,f,f,f,f,f,f
4281,3645,2,3645,f,f,80,0,f,0,f,f,f,f,f,f
4282,3647,2,3654,f,f,0,0,f,0,f,f,f,f,f,f
4283,3652,2,3654,f,f,0,0,f,0,f,f,f,f,f,f
4284,3656,1,3657,f,f,0,0,f,0,f,f,f,f,f,f
4285,3657,1,3658,f,f,0,0,f,0,f,f,f,f,f,f
4286,3653,5,3656,f,f,2000,0,f,0,f,f,f,f,f,f
4287,3659,1,3660,f,f,0,0,f,0,f,f,f,f,f,f
4288,3659,2,3659,f,f,80,0,f,0,f,f,f,f,f,f
4289,3661,1,3659,f,f,0,0,f,0,f,f,f,f,f,f
4290,3653,6,3661,f,f,2000,0,f,0,f,f,f,f,f,f
4309,3653,7,3663,f,f,2000,0,f,0,f,f,f,f,f,f
4314,3663,1,3677,f,f,0,0,f,0,f,f,f,f,f,f
4315,3677,1,3678,f,f,0,0,f,0,f,f,f,f,f,f
4321,3678,1,3683,f,f,0,0,f,0,f,f,f,f,f,f
4322,3684,1,3686,f,f,0,0,f,0,f,f,f,f,f,f
4324,3685,1,3654,f,f,0,0,f,0,f,f,f,f,f,f
4325,3663,2,3684,f,f,0,0,f,0,f,f,f,f,f,f
4326,3686,1,3685,f,f,0,0,f,0,f,f,f,f,f,f
4327,3685,2,3685,f,f,80,0,f,0,f,f,f,f,f,f
4328,3687,1,3688,f,f,0,0,f,0,f,f,f,f,f,f
4329,3688,1,3689,f,f,0,0,f,0,f,f,f,f,f,f
4330,3689,1,3690,f,f,0,0,f,0,f,f,f,f,f,f
4331,3691,1,3692,f,f,0,0,f,0,f,f,f,f,f,f
4332,3692,1,3693,f,f,0,0,f,0,f,f,f,f,f,f
4333,3653,8,3687,f,f,2000,0,f,0,f,f,f,f,f,f
4334,3687,2,3691,f,f,0,0,f,0,f,f,f,f,f,f
4335,3693,1,3693,f,f,80,0,f,0,f,f,f,f,f,f
4336,3694,1,3695,f,f,0,0,f,0,f,f,f,f,f,f
4337,3695,1,3696,f,f,0,0,f,0,f,f,f,f,f,f
4338,3697,1,3698,f,f,0,0,f,0,f,f,f,f,f,f
4339,3698,1,3699,f,f,0,0,f,0,f,f,f,f,f,f
4340,3698,2,3698,f,f,80,0,f,0,f,f,f,f,f,f
4341,3653,9,3694,f,f,2000,0,f,0,f,f,f,f,f,f
4342,3653,10,3697,f,f,2000,0,f,0,f,f,f,f,f,f
4343,3693,2,3654,f,f,0,0,f,0,f,f,f,f,f,f
4344,3701,1,3702,f,f,0,0,f,0,f,f,f,f,f,f
4346,3704,1,3705,f,f,3000,0,f,0,f,f,f,f,f,f
4349,3708,1,3709,f,t,1500,0,f,0,f,f,f,f,f,f
4350,3709,1,3710,f,f,0,0,f,0,f,f,f,f,f,f
4351,3710,1,3711,f,f,0,0,f,0,f,f,f,f,f,f
4352,3710,2,3710,f,f,0,0,f,0,f,f,f,f,f,f
4353,3710,3,3713,f,f,0,0,f,0,f,f,f,f,f,f
4354,3711,1,3712,f,f,800,0,f,0,f,f,f,f,f,f
4355,3714,1,3715,f,t,1140,0,f,0,f,f,f,f,f,f
4356,3715,1,3717,f,f,800,0,f,0,f,f,f,f,f,f
4357,3715,2,3718,f,f,2100,0,f,0,f,f,f,f,f,f
4358,3717,1,3720,f,f,0,0,f,0,f,f,f,f,f,f
4359,3717,2,3717,f,f,40,0,f,0,f,f,f,f,f,f
4360,3718,1,3722,f,f,770,0,f,0,f,f,f,f,f,f
4361,3719,1,3720,f,f,0,0,f,0,f,f,f,f,f,f
4362,3719,2,3719,f,f,40,0,f,0,f,f,f,f,f,f
4363,3720,1,3721,t,f,0,0,f,0,f,f,f,f,f,f
4364,3722,1,3719,f,f,0,0,f,0,f,f,f,f,f,f
4365,3718,2,3723,f,f,770,0,f,0,f,f,f,f,f,f
4366,3723,1,3724,f,f,0,0,f,0,f,f,f,f,f,f
4367,3724,1,3720,f,f,0,0,f,0,f,f,f,f,f,f
4368,3724,2,3724,f,f,40,0,f,0,f,f,f,f,f,f
4369,3725,1,3726,f,f,2000,0,f,0,f,f,f,f,f,f
4370,3731,1,3732,f,t,1140,0,f,0,f,f,f,f,f,f
4373,3732,1,3749,f,f,0,0,f,0,t,f,f,f,f,f
4374,3737,1,3749,f,f,100,0,f,0,f,f,f,f,f,f
4376,3726,1,3729,f,f,250,0,f,0,f,f,f,f,f,f
4377,3737,2,3735,f,f,0,8,f,0,f,f,f,f,f,f
4378,3738,1,3739,f,f,0,0,f,0,f,f,f,f,f,f
4379,3738,2,3741,f,f,0,0,f,0,f,f,f,f,f,f
4380,3739,1,3740,f,f,0,0,f,0,f,f,f,f,f,f
4381,3741,1,3742,f,f,0,0,f,0,f,f,f,f,f,f
4383,3735,1,3736,t,f,0,0,f,0,f,f,f,f,f,f
4384,3726,2,3726,f,f,1200,0,f,0,f,f,f,f,f,f
4388,3725,2,3743,f,f,4500,0,f,0,f,f,f,f,f,f
4389,3749,1,3737,f,f,0,0,f,0,f,f,f,f,f,f
4390,3746,1,3750,f,f,0,0,f,0,f,f,f,f,f,f
4391,3751,1,3752,f,f,2000,0,f,0,f,f,f,f,f,f
4392,3751,2,3754,f,f,4500,0,f,0,f,f,f,f,f,f
4393,3750,1,3747,f,f,0,0,f,0,f,f,f,f,f,f
4394,3750,2,3750,f,f,50,0,f,0,f,f,f,f,f,f
4395,3752,1,3753,f,f,250,0,f,0,f,f,f,f,f,f
4396,3752,2,3752,f,f,1200,0,f,0,f,f,f,f,f,f
4398,3739,2,3739,f,f,0,0,f,0,f,f,f,f,f,f
4399,3741,2,3741,f,f,0,0,f,0,f,f,f,f,f,f
4402,3759,1,3746,f,f,1000,0,f,0,t,f,f,f,f,f
4403,1511,1,3760,f,f,0,0,f,0,f,f,f,f,f,f
4404,3760,1,3761,f,f,0,0,f,0,f,f,f,f,f,f
4405,3761,1,3762,f,f,0,0,f,0,f,f,f,f,f,f
4408,3762,1,3763,f,f,0,0,f,0,f,f,f,f,f,f
4410,3763,1,3765,f,f,0,5,f,0,f,f,f,f,f,f
4411,3762,2,3762,f,f,500,0,f,0,f,f,f,f,f,f
4412,3767,1,3768,f,f,2000,0,f,0,f,f,f,f,f,f
4413,3768,1,3769,f,f,2000,0,f,0,f,f,f,f,f,f
4414,3769,1,3770,f,f,0,0,f,0,f,f,f,f,f,f
4415,3771,1,3771,f,f,80,0,f,0,f,f,f,f,f,f
4416,3771,2,3772,f,f,0,0,f,0,f,f,f,f,f,f
4417,3768,2,3771,f,f,2000,0,f,0,f,f,f,f,f,f
4418,3773,1,3774,f,f,0,0,f,0,f,f,f,f,f,f
4419,3774,1,3775,f,f,0,0,f,0,f,f,f,f,f,f
4420,3768,3,3773,f,f,2000,0,f,0,f,f,f,f,f,f
4424,3777,1,3777,f,f,90,0,f,0,f,f,f,f,f,f
4425,3773,2,3777,f,f,0,0,f,0,f,f,f,f,f,f
4426,3779,1,3780,f,f,0,0,f,0,f,f,f,f,f,f
4427,3780,1,3781,f,f,0,0,f,0,f,f,f,f,f,f
4428,3768,4,3779,f,f,2000,0,f,0,f,f,f,f,f,f
4429,3779,2,3782,f,f,0,0,f,0,f,f,f,f,f,f
4430,3782,1,3782,f,f,90,0,f,0,f,f,f,f,f,f
4431,3783,1,3784,f,f,0,0,f,0,f,f,f,f,f,f
4432,3783,2,3786,f,f,0,0,f,0,f,f,f,f,f,f
4433,3784,1,3785,f,f,0,0,f,0,f,f,f,f,f,f
4434,3786,1,3786,f,f,90,0,f,0,f,f,f,f,f,f
4435,3768,5,3783,f,f,2000,0,f,0,f,f,f,f,f,f
4436,3787,1,3788,f,f,0,0,f,0,f,f,f,f,f,f
4437,3788,1,3789,f,f,0,0,f,0,f,f,f,f,f,f
4438,3787,2,3790,f,f,0,0,f,0,f,f,f,f,f,f
4439,3790,1,3790,f,f,90,0,f,0,f,f,f,f,f,f
4440,3768,6,3787,f,f,2000,0,f,0,f,f,f,f,f,f
4441,3791,1,3792,f,f,0,0,f,0,f,f,f,f,f,f
4442,3792,1,3793,f,f,0,0,f,0,f,f,f,f,f,f
4443,3791,2,3794,f,f,0,0,f,0,f,f,f,f,f,f
4444,3794,1,3794,f,f,90,0,f,0,f,f,f,f,f,f
4445,3768,7,3791,f,f,2000,0,f,0,f,f,f,f,f,f
4447,3795,1,3796,f,f,0,0,f,0,f,f,f,f,f,f
4448,3795,2,3798,f,f,0,0,f,0,f,f,f,f,f,f
4449,3796,1,3797,f,f,0,0,f,0,f,f,f,f,f,f
4450,3768,8,3795,f,f,2000,0,f,0,f,f,f,f,f,f
4451,3799,1,3800,f,f,0,0,f,0,f,f,f,f,f,f
4452,3799,2,3802,f,f,0,0,f,0,f,f,f,f,f,f
4453,3800,1,3801,f,f,0,0,f,0,f,f,f,f,f,f
4454,3802,1,3802,f,f,90,0,f,0,f,f,f,f,f,f
4455,3768,9,3799,f,f,2000,0,f,0,f,f,f,f,f,f
4456,3777,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4457,3782,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4458,3786,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4459,3790,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4460,3794,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4461,3798,1,3798,f,f,90,0,f,0,f,f,f,f,f,f
4462,3798,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4463,3802,2,3803,f,f,0,0,f,0,f,f,f,f,f,f
4465,3767,2,3804,f,f,5000,0,f,0,f,f,f,f,f,f
4468,3702,1,3806,f,f,0,0,f,0,f,f,f,f,f,f
4471,3265,1,3808,f,f,0,0,f,0,f,f,f,f,f,f
4472,3808,1,3266,f,f,0,0,f,0,t,f,f,f,f,f
4473,3266,1,3807,f,f,0,7,f,0,f,f,f,f,f,f
4474,3809,1,3810,f,f,230,0,f,0,f,f,f,f,f,f
4475,3809,2,3811,f,f,750,0,f,0,f,f,f,f,f,f
4476,3812,1,3813,f,f,0,0,f,0,f,f,f,f,f,f
4477,3813,1,3814,f,f,0,0,f,0,f,f,f,f,f,f
4478,3816,1,3817,f,f,0,0,f,0,f,f,f,f,f,f
4479,3817,1,3818,f,f,0,0,f,0,f,f,f,f,f,f
4480,3818,1,3818,f,f,80,0,f,0,f,f,f,f,f,f
4481,3818,2,3654,f,f,0,0,f,0,f,f,f,f,f,f
4482,3814,1,3815,f,f,0,0,f,0,f,f,f,f,f,f
4483,3653,11,3812,f,f,2000,0,f,0,f,f,f,f,f,f
4484,3812,2,3816,f,f,0,0,f,0,f,f,f,f,f,f
4485,3819,1,3820,f,f,0,0,f,0,f,f,f,f,f,f
4486,3819,2,3823,f,f,0,0,f,0,f,f,f,f,f,f
4487,3820,1,3821,f,f,0,0,f,0,f,f,f,f,f,f
4488,3821,1,3822,f,f,0,0,f,0,f,f,f,f,f,f
4489,3823,1,3824,f,f,0,0,f,0,f,f,f,f,f,f
4490,3824,1,3825,f,f,0,0,f,0,f,f,f,f,f,f
4491,3825,1,3654,f,f,0,0,f,0,f,f,f,f,f,f
4492,3825,2,3825,f,f,80,0,f,0,f,f,f,f,f,f
4493,3653,12,3819,f,f,2000,0,f,0,f,f,f,f,f,f
4494,3826,1,3827,f,f,0,0,f,0,f,f,f,f,f,f
4495,3827,1,3828,f,f,0,0,f,0,f,f,f,f,f,f
4496,3829,1,3830,f,f,0,0,f,0,f,f,f,f,f,f
4497,3830,1,3831,f,f,0,0,f,0,f,f,f,f,f,f
4498,3830,2,3830,f,f,80,0,f,0,f,f,f,f,f,f
4499,3653,13,3826,f,f,2000,0,f,0,f,f,f,f,f,f
4500,3653,14,3829,f,f,2000,0,f,0,f,f,f,f,f,f
4501,3833,1,3834,f,f,0,0,f,0,f,f,f,f,f,f
4502,3833,2,3837,f,f,0,0,f,0,f,f,f,f,f,f
4503,3834,1,3835,f,f,0,0,f,0,f,f,f,f,f,f
4504,3835,1,3836,f,f,0,0,f,0,f,f,f,f,f,f
4505,3837,1,3838,f,f,0,0,f,0,f,f,f,f,f,f
4506,3838,1,3839,f,f,0,0,f,0,f,f,f,f,f,f
4507,3839,1,3839,f,f,80,0,f,0,f,f,f,f,f,f
4508,3839,2,3654,f,f,0,0,f,0,f,f,f,f,f,f
4509,3653,15,3833,f,f,2000,0,f,0,f,f,f,f,f,f
4510,3840,1,3841,f,f,0,0,f,0,f,f,f,f,f,f
4511,3840,2,3844,f,f,0,0,f,0,f,f,f,f,f,f
4512,3841,1,3842,f,f,0,0,f,0,f,f,f,f,f,f
4513,3842,1,3843,f,f,0,0,f,0,f,f,f,f,f,f
4514,3844,1,3845,f,f,0,0,f,0,f,f,f,f,f,f
4515,3845,1,3846,f,f,0,0,f,0,f,f,f,f,f,f
4516,3846,1,3846,f,f,80,0,f,0,f,f,f,f,f,f
4517,3846,2,3654,f,f,0,0,f,0,f,f,f,f,f,f
4518,3653,16,3840,f,f,2000,0,f,0,f,f,f,f,f,f
4519,3851,1,3847,f,t,1500,0,f,0,f,f,f,f,f,f
4520,3852,1,3850,f,f,0,0,f,0,f,f,f,f,f,f
4528,3857,1,3701,f,t,1500,0,f,0,f,f,f,f,f,f
4529,3859,1,3858,f,f,0,0,f,0,f,f,f,f,f,f
4530,3850,1,3865,f,t,4000,0,f,0,f,f,f,f,f,f
4531,3634,2,3860,f,f,3500,0,f,0,f,f,f,f,f,f
4532,3858,1,3863,f,f,0,0,f,0,f,f,f,f,f,f
4533,3861,1,3862,f,f,0,0,f,0,f,f,f,f,f,f
4534,3863,1,3861,f,f,0,0,f,0,f,f,f,f,f,f
4535,3859,2,3859,f,f,100,0,f,0,f,f,f,f,f,f
4536,3864,1,3859,f,f,500,0,f,0,t,f,f,f,f,f
4538,3865,1,3864,f,f,0,0,f,0,f,f,f,f,f,f
4539,3866,1,3867,f,f,0,0,f,0,f,f,f,f,f,f
4542,3870,1,3873,f,f,1000,0,f,0,f,f,f,f,f,f
4543,3871,1,3872,f,f,2000,0,f,0,t,f,f,f,f,f
4544,3873,1,3704,f,f,3000,0,f,0,f,f,f,f,f,f
4545,3705,1,3874,f,f,0,0,f,0,f,f,f,f,f,f
4546,3874,1,3875,f,f,1500,0,f,0,f,f,f,f,f,f
4551,3877,1,3883,f,f,0,0,f,0,t,f,f,f,f,f
4561,3887,1,3888,f,f,0,0,f,0,f,f,f,f,f,f
4562,3888,1,3889,f,f,0,0,f,0,t,f,f,f,f,f
4563,3889,1,3890,f,f,0,7,f,0,f,f,f,f,f,f
4566,3892,1,3883,f,f,0,0,f,0,t,f,f,f,f,f
4568,3893,1,3894,f,f,0,0,f,0,f,f,f,f,f,f
4569,3894,1,3895,f,f,0,4,f,0,t,f,f,f,f,f
4571,3504,1,3897,f,f,0,0,f,0,t,f,f,f,f,f
4572,3897,1,3898,f,f,0,0,f,0,f,f,f,f,f,f
4575,3898,1,3899,f,f,0,0,f,0,f,f,f,f,f,f
4583,3504,2,3904,f,f,0,0,f,0,t,f,f,f,f,f
4584,3905,1,3409,f,f,0,0,f,0,f,f,f,f,f,f
4585,3904,1,3906,f,f,0,0,f,0,f,f,f,f,f,f
4586,3906,1,3907,f,f,0,0,f,0,f,f,f,f,f,f
4589,3908,1,3909,f,t,1200,0,f,0,f,f,f,f,f,f
4593,3899,1,3903,f,f,0,0,f,0,f,f,f,f,f,f
4595,3907,1,3902,f,f,0,0,f,0,f,f,f,f,f,f
4598,3916,1,3917,f,f,0,0,f,0,f,f,f,f,f,f
4599,3916,2,3916,f,f,50,0,f,0,f,f,f,f,f,f
4600,3915,1,3916,f,f,0,0,f,0,f,f,f,f,f,f
4603,3912,1,3915,f,f,1000,0,f,0,t,f,f,f,f,f
4604,3918,1,3919,f,f,0,0,f,0,t,f,f,f,f,f
4605,3919,1,3920,f,f,0,7,f,0,f,f,f,f,f,f
4606,3920,1,3921,f,f,0,0,f,0,f,f,f,f,f,f
4608,3922,1,3931,f,f,0,0,f,0,t,f,f,f,f,f
4609,3923,1,3924,f,f,500,0,f,0,f,f,f,f,f,f
4610,3924,1,3925,f,f,0,0,f,0,f,f,f,f,f,f
4611,3926,1,3927,f,f,0,0,f,0,f,f,f,f,f,f
4613,3931,1,3923,f,f,1000,0,f,0,f,f,f,f,f,f
4617,3921,1,3920,f,f,0,7,f,0,f,f,f,f,f,f
4620,3932,1,3933,f,f,0,0,f,0,f,f,f,f,f,f
4621,3933,1,3934,f,f,0,0,f,0,f,f,f,f,f,f
4622,3934,1,3935,f,f,0,25,f,0,f,f,f,f,f,f
4623,3935,1,3934,f,f,0,0,f,0,f,f,f,f,f,f
4624,3936,1,3937,f,f,0,0,f,0,f,f,f,f,f,f
4626,3937,1,3938,f,f,0,25,f,0,f,f,f,f,f,f
4627,3938,1,3937,f,f,0,0,f,0,f,f,f,f,f,f
4628,3932,2,3936,f,f,0,0,f,0,f,f,f,f,f,f
4629,3939,1,3941,f,f,0,25,f,0,f,f,f,f,f,f
4630,3940,1,3939,f,f,0,0,f,0,f,f,f,f,f,f
4631,3932,3,3940,f,f,0,0,f,0,f,f,f,f,f,f
4632,3941,1,3939,f,f,0,0,f,0,f,f,f,f,f,f
4633,3942,1,3943,f,f,0,0,f,0,f,f,f,f,f,f
4634,3932,4,3942,f,f,0,0,f,0,f,f,f,f,f,f
4635,3943,1,3944,f,f,0,25,f,0,f,f,f,f,f,f
4636,3944,1,3943,f,f,0,0,f,0,f,f,f,f,f,f
4637,3945,1,3946,f,f,0,0,f,0,f,f,f,f,f,f
4638,3946,1,3947,f,f,0,25,f,0,f,f,f,f,f,f
4639,3947,1,3946,f,f,0,0,f,0,f,f,f,f,f,f
4640,3932,5,3945,f,f,0,0,f,0,f,f,f,f,f,f
4641,3948,1,3949,f,f,0,60,f,0,f,f,f,f,f,f
4642,3949,1,3950,f,f,0,0,f,0,f,f,f,f,f,f
4643,3950,1,3951,f,f,0,60,f,0,f,f,f,f,f,f
4645,3952,1,3953,f,f,0,0,f,0,t,f,f,f,f,f
4646,3953,1,3954,f,f,0,0,f,0,f,f,f,f,f,f
4649,3959,1,3960,f,f,0,20,f,0,f,f,f,f,f,f
4650,3960,1,3959,f,f,0,0,f,0,f,f,f,f,f,f
4651,3952,2,3959,f,f,0,0,f,0,t,f,f,f,f,f
4652,3961,1,3952,f,t,2000,0,f,0,f,f,f,f,f,f
4653,3495,1,3414,f,f,0,15,f,0,f,f,f,f,f,f
4654,3962,1,3963,f,f,0,0,f,0,f,f,f,f,f,f
4656,3965,1,3964,f,f,900,0,f,0,f,f,f,f,f,f
4657,3970,1,3965,f,f,1500,0,f,0,f,f,f,f,f,f
4659,3963,1,3970,f,f,1500,0,f,0,f,f,f,f,f,f
4660,3971,1,3962,f,t,2000,0,f,0,f,f,f,f,f,f
4662,3968,1,3969,f,f,0,0,f,0,f,f,f,f,f,f
4682,3986,1,3990,f,f,1500,0,f,0,f,f,f,f,f,f
4683,3987,1,3991,f,f,1500,0,f,0,f,f,f,f,f,f
4684,3988,1,3992,f,f,1500,0,f,0,f,f,f,f,f,f
4685,3989,1,3993,f,f,1500,0,f,0,f,f,f,f,f,f
4686,3990,1,3964,f,f,900,0,f,0,f,f,f,f,f,f
4687,3991,1,3964,f,f,900,0,f,0,f,f,f,f,f,f
4688,3992,1,3964,f,f,900,0,f,0,f,f,f,f,f,f
4689,3972,1,3975,f,f,0,0,f,0,f,f,f,f,f,f
4690,3993,1,3964,f,f,900,0,f,0,f,f,f,f,f,f
4696,3975,1,3973,f,f,0,0,f,0,f,f,f,f,f,f
4697,3962,2,3994,f,f,0,0,f,0,f,f,f,f,f,f
4698,3962,3,3995,f,f,0,0,f,0,f,f,f,f,f,f
4699,3962,4,3996,f,f,0,0,f,0,f,f,f,f,f,f
4701,3962,5,3997,f,f,0,0,f,0,f,f,f,f,f,f
4703,3994,1,3986,f,f,1500,0,f,0,f,f,f,f,f,f
4705,3995,1,3987,f,f,1500,0,f,0,f,f,f,f,f,f
4706,3996,1,3988,f,f,1500,0,f,0,f,f,f,f,f,f
4707,3997,1,3989,f,f,1500,0,f,0,f,f,f,f,f,f
4735,4016,1,4017,f,t,1000,0,f,0,f,f,f,f,f,f
4738,4017,1,4019,f,f,1000,0,f,0,f,f,f,f,f,f
4739,4020,1,4023,f,f,200,0,f,0,f,f,f,f,f,f
4740,4020,2,4020,f,f,200,0,f,0,f,f,f,f,f,f
4741,4019,2,4021,f,f,200,0,f,0,f,f,f,f,f,f
4742,4019,3,4022,f,f,200,0,f,0,f,f,f,f,f,f
4743,4019,1,4020,f,f,200,0,f,0,f,f,f,f,f,f
4745,4021,1,4023,f,f,200,0,f,0,f,f,f,f,f,f
4746,4022,1,4023,f,f,200,0,f,0,f,f,f,f,f,f
4747,4023,1,4024,f,f,1000,0,f,0,f,f,f,f,f,f
4748,4022,2,4022,f,f,200,0,f,0,f,f,f,f,f,f
4749,4021,2,4021,f,f,200,0,f,0,f,f,f,f,f,f
4766,4040,1,4041,f,f,50,0,f,0,f,f,f,f,f,f
4767,4040,2,4042,f,f,0,20,f,0,f,f,f,f,f,f
4768,4041,1,4042,f,f,0,20,f,0,f,f,f,f,f,f
4770,4049,1,4050,f,f,0,0,f,0,f,f,f,f,f,f
4771,4039,1,4040,f,t,1000,0,f,0,f,f,f,f,f,f
4774,4063,1,4064,f,f,0,0,f,0,f,f,f,f,f,f
4775,4064,1,4065,f,f,2000,0,f,0,f,f,f,f,f,f
4776,4064,2,4073,f,f,0,0,f,0,t,f,f,f,f,f
4777,4064,3,4069,f,f,0,0,f,0,t,f,f,f,f,f
4778,4070,1,4071,f,f,0,0,f,0,f,f,f,f,f,f
4779,4070,2,4070,f,f,50,0,f,0,f,f,f,f,f,f
4780,4071,1,4072,f,f,0,0,f,0,f,f,f,f,f,f
4781,4072,1,4074,f,f,0,0,f,0,f,f,f,f,f,f
4782,4069,1,4070,f,f,0,0,f,0,f,f,f,f,f,f
4783,4065,1,4066,f,f,0,0,f,0,f,f,f,f,f,f
4784,4066,1,4067,f,f,0,0,f,0,f,f,f,f,f,f
4785,4066,2,4066,f,f,50,0,f,0,f,f,f,f,f,f
4786,4067,1,4068,f,f,0,0,f,0,f,f,f,f,f,f
4787,4068,1,4074,f,f,0,0,f,0,f,f,f,f,f,f
4788,4073,1,4074,f,f,0,0,f,0,f,f,f,f,f,f
4789,4074,1,4075,t,f,0,0,f,0,f,f,f,f,f,f
4790,4076,1,4079,f,f,1200,0,f,0,f,f,f,f,f,f
4791,4076,2,4077,f,f,1600,0,f,0,f,f,f,f,f,f
4792,4076,3,4079,f,f,2000,0,f,0,f,f,f,f,f,f
4793,4076,4,4078,f,f,2400,0,f,0,f,f,f,f,f,f
4794,4076,5,4079,f,f,2700,0,f,0,f,f,f,f,f,f
4795,4076,6,4078,f,f,2900,0,f,0,f,f,f,f,f,f
4796,4076,7,4079,f,f,3200,0,f,0,f,f,f,f,f,f
4797,4080,1,4081,f,f,0,0,f,0,f,f,f,f,f,f
4798,4081,1,4081,f,f,1000,0,f,0,f,f,f,f,f,f
4799,4081,2,4082,f,f,0,0,f,0,f,f,f,f,f,f
4800,4082,1,4083,f,f,0,0,f,0,f,f,f,f,f,f
4801,4083,1,4084,f,f,400,0,f,0,f,f,f,f,f,f
4802,4084,1,4085,t,f,0,0,f,0,f,f,f,f,f,f
4804,4089,1,4090,f,t,2000,0,f,0,f,f,f,f,f,f
4805,4090,1,4091,f,f,0,0,f,0,f,f,f,f,f,f
4808,4093,1,4094,f,f,0,20,f,0,f,f,f,f,f,f
4811,4095,1,4210,f,f,0,0,f,0,f,f,f,f,f,f
4812,4096,1,4210,f,f,0,0,f,0,f,f,f,f,f,f
4813,4097,1,4210,f,f,0,0,f,0,f,f,f,f,f,f
4814,4098,1,4210,f,f,0,0,f,0,f,f,f,f,f,f
4815,4090,5,4095,f,f,0,0,f,0,f,f,f,f,f,f
4816,4090,2,4096,f,f,0,0,f,0,f,f,f,f,f,f
4817,4090,3,4097,f,f,0,0,f,0,f,f,f,f,f,f
4818,4090,4,4098,f,f,0,0,f,0,f,f,f,f,f,f
4821,3973,1,3973,f,f,0,0,f,0,f,f,f,f,f,f
4822,4099,1,4100,f,f,0,0,f,0,f,f,f,f,f,f
4823,4087,1,4771,f,f,0,0,f,0,f,f,f,f,f,f
4837,4105,1,4106,f,t,2000,0,f,0,f,f,f,f,f,f
4838,4106,1,4107,f,f,0,0,f,0,t,f,f,f,f,f
4839,4107,1,4108,f,f,0,0,f,0,f,f,f,f,f,f
4840,4108,1,4109,f,f,0,0,f,0,f,f,f,f,f,f
4841,4109,1,4110,f,f,0,0,f,0,f,f,f,f,f,f
4850,4137,1,4138,f,f,0,0,f,0,f,f,f,f,f,f
4851,4138,1,4139,f,f,0,0,f,0,f,f,f,f,f,f
4852,4139,1,4140,f,f,0,0,f,0,f,f,f,f,f,f
4853,4140,1,4141,f,f,0,0,f,0,f,f,f,f,f,f
4854,4141,1,4142,f,f,0,0,f,0,f,f,f,f,f,f
4855,4142,1,4143,f,f,0,0,f,0,f,f,f,f,f,f
4856,4140,2,4140,f,f,500,0,f,0,f,f,f,f,f,f
4857,4144,1,4145,f,t,2000,0,f,0,f,f,f,f,f,f
4862,4148,1,4149,f,f,0,5,f,0,f,f,f,f,f,f
4864,4146,1,4147,f,f,0,0,f,0,f,f,f,f,f,f
4868,4150,1,4146,f,f,0,0,f,0,f,f,f,f,f,f
4869,4150,2,4148,f,f,0,0,f,0,f,f,f,f,f,f
4870,4145,1,4150,f,f,0,0,f,0,f,f,f,f,f,f
4871,4149,1,4148,f,f,0,0,f,0,f,f,f,f,f,f
4872,4151,1,4146,f,f,0,0,f,0,f,f,f,f,f,f
4873,4151,2,4148,f,f,0,0,f,0,f,f,f,f,f,f
4874,4145,2,4151,f,f,0,0,f,0,f,f,f,f,f,f
4875,4152,1,4146,f,f,0,0,f,0,f,f,f,f,f,f
4876,4152,2,4148,f,f,0,0,f,0,f,f,f,f,f,f
4877,4145,3,4152,f,f,0,0,f,0,f,f,f,f,f,f
4878,4153,1,4146,f,f,0,0,f,0,f,f,f,f,f,f
4879,4153,2,4148,f,f,0,0,f,0,f,f,f,f,f,f
4880,4145,4,4153,f,f,0,0,f,0,f,f,f,f,f,f
4881,4154,1,4146,f,f,0,0,f,0,f,f,f,f,f,f
4882,4154,2,4148,f,f,0,0,f,0,f,f,f,f,f,f
4883,4145,5,4154,f,f,0,0,f,0,f,f,f,f,f,f
4884,4155,1,4146,f,f,0,0,f,0,f,f,f,f,f,f
4885,4155,2,4148,f,f,0,0,f,0,f,f,f,f,f,f
4886,4145,6,4155,f,f,0,0,f,0,f,f,f,f,f,f
4890,4156,1,4157,f,f,0,0,f,0,f,f,f,f,f,f
4891,4157,1,4158,f,f,0,0,f,0,f,f,f,f,f,f
4892,4157,2,4159,f,f,0,0,f,0,f,f,f,f,f,f
4893,4157,3,4160,f,f,0,0,f,0,f,f,f,f,f,f
4894,4158,1,4161,f,f,0,0,f,0,f,f,f,f,f,f
