id,quest_context_text_kind_id,quest_context_id,text
6533,3,4521,초심자의 언덕 위에 발을 내디뎠습니다.
6534,3,4522,배아르 야영지가 내려다보이는 곳을 발견하였습니다.
6535,3,4523,금지된 유적의 흔적을 발견하였습니다.
6536,3,4524,결투장 성곽의 끝에 다다랐습니다.
6537,3,4525,선박의 뼈대 위에 올라섰습니다.
6538,3,4526,초심자의 언덕에 발을 내디뎠습니다.
6539,3,4527,탄생의 절벽 외딴 바위에 발을 내디뎠습니다.
6540,3,4528,큰 매 바위에 올라섰습니다.
6541,3,4529,밤의 눈 아래 가까이 다가갔습니다.
6542,3,4530,시치미 약탈단 본거지 파오를 발견하였습니다.
6543,3,4531,릴리엇 강 수원지의 숨겨진 비밀 장소를 발견하였습니다.
6544,3,4532,무너진 성채의 망루에 발을 내디뎠습니다.
6546,3,4533,무너진 성채의 성곽을 발견하였습니다.
6547,3,4534,트록스크 산의 정상을 정복하였습니다.
6548,3,4535,론반 공작 성의 첨탑에 가까이 다가갔습니다.
6549,3,4536,부서진 철로를 발견하였습니다.
6550,3,4537,버려진 공성 사다리차 위에 올라섰습니다.
6551,3,4538,바람그늘 마을의 풍차 위에 올라섰습니다.
6552,3,4539,동 론반 광산의 높은 틈을 발견하였습니다.
6553,3,4540,서 론반 광산의 버려진 구조물을 발견하였습니다.
6554,3,4547,거상의 꼭대기에 올라섰습니다.
6555,3,4555,비행선 정거장 지붕에 올라섰습니다.
6556,3,4556,거석 꼭대기를 정복하였습니다.
6557,3,4557,모래 먼지 마을의 거석 꼭대기를 정복하였습니다.
6558,3,4558,바다의 거석 위에 발을 내디뎠습니다.
6559,3,4559,핏빛안개 부족의 동굴을 탐험하였습니다.
6560,3,4560,거석 뒤에 생겨난 공간을 발견하였습니다.
6561,3,4561,모래 먼지 마을의 풍차 지붕에 올라섰습니다.
6562,3,4562,모래 먼지 마을의 숨겨진 다락방을 발견하였습니다.
6563,3,4563,거대 골렘 위에 올라섰습니다.
6564,3,4594,@QUEST_NAME(4594)를 발견하였습니다.
6565,3,4595,하얀 숲의 봉인석 위에 가까이 다가갔습니다.
6566,3,4596,누이 여신상의 머리 위에 가까이 다가갔습니다.
6567,3,4597,숲의 수호자 부락의 나선형 우물을 발견하였습니다.
6568,3,4598,굳게 닫힌 저승의 문을 발견하였습니다.
6569,3,4599,하얀 숲 풍차 위에 올라섰습니다.
6570,3,4600,분열된 십자로의 비석을 발견하였습니다.
6571,3,4601,붉은 이끼 동굴에 발을 내디뎠습니다.
6572,3,4602,거대한 벌집 위에 올라섰습니다.
6573,3,4603,크레타 바이저의 이상한 공작기계를 발견하였습니다.
6574,3,4604,오스카 극단의 서커스 천막 위에 올라섰습니다.
6575,3,4605,마리아노플의 하수도를 발견하였습니다.
6576,3,4606,마리안의 전당 꼭대기에 가까이 다가갔습니다.
6577,3,4607,수련의 탑 꼭대기에 가까이 다가갔습니다.
6578,3,4608,마리아노플의 별 석상 머리 위에 가까이 다가갔습니다.
6579,3,4609,마리아노플 풍차 위에 올라섰습니다.
6580,3,4610,누군가의 창고를 발견하였습니다.
6581,3,4611,위어드윈드 저택의 지붕에 올라섰습니다.
6582,3,4612,전망 좋은 자리를 발견하였습니다.
6583,3,4613,은밀한 곳을 발견하였습니다.
6584,3,4614,이즈나 하수도의 사자 석상을 발견하였습니다.
6585,3,4615,누이 여신을 향한 다리를 발견하였습니다.
6586,3,4616,이즈나의 비밀 정원을 발견하였습니다.
6587,3,4619,이즈나 하수도를 발견하였습니다.
6588,3,4626,파괴신 석상을 발견하였습니다.
6589,3,4627,초승달 바다의 작은 섬에 발을 내디뎠습니다.
6590,3,4628,두 개의 탑 위에 가까이 다가갔습니다.
6591,3,4629,바다에 잠긴 무너진 탑의 잔해를 발견하였습니다.
6592,3,4630,식량 창고 위에 올라섰습니다.
6593,3,4631,이즈나 성 꼭대기에 가까이 다가갔습니다.
6594,3,4632,이즈나 항구의 망루 위에 발을 내디뎠습니다.
6595,3,4633,석상의 머리 위에 가까이 다가갔습니다.
6596,3,4636,성지기 언덕의 봉우리를 정복하였습니다.
6597,3,4637,일식 벌판의 봉우리를 정복하였습니다.
6598,3,4638,끓어 오르는 수중 분화구를 발견하였습니다.
6599,3,4639,메마른 거목에 올라섰습니다.
6600,3,4640,타오르는 용암 연구소의 용광로 압축 제어장치에 가까이 다가갔습니다.
6601,3,4641,시차일드 부두의 등대 위를 정복하였습니다.
6602,3,4642,보름 분화구 용암석 채집기의 끝에 발을 내디뎠습니다.
6603,3,4643,뜨거운 용암의 중심에서 고통을 외쳤습니다.
6604,3,4644,불탄성 꼭대기에 발을 내디뎠습니다.
6605,3,4645,백색 군도의 부서진 잔해를 발견하였습니다.
6606,3,4670,수상 감옥 감시탑의 꼭대기를 정복하였습니다.
6607,3,4671,수상 감옥의 망루 위에 올라섰습니다.
6608,3,4672,양조장의 거대 풍차 위에 가까이 다가갔습니다.
6609,3,4673,얼어붙은 군량 저장고의 지붕 위에 발을 내디뎠습니다.
6610,3,4674,다루의 집을 발견하였습니다.
6611,3,4675,비행선 연구소의 기중기 끝에 가까이 다가갔습니다.
6612,3,4676,석상의 머리 위에 가까이 다가갔습니다.
6613,3,4677,비행선의 머리끝에 발을 내디뎠습니다.
6614,3,4678,전사의 성 첨탑 위에 가까이 다가갔습니다.
6615,3,4679,폭포수 뒤편을 발견하였습니다.
6616,3,4680,목 없는 누이 여신의 석상을 발견하였습니다.
6617,3,4681,부러진 거목을 발견하였습니다.
6618,3,4682,벌집의 높은 곳에 올라섰습니다.
6619,3,4683,악명의 골짜기 위에 발을 내디뎠습니다.
6620,3,4684,거대한 늪지대 폭포 위에 발을 내디뎠습니다.
6621,3,4685,고대 신앙자의 성 하수도를 발견하였습니다.
6622,3,4686,고목에 핀 거대 버섯에 가까이 다가갔습니다.
6623,3,4687,트리스테 극단의 마차 안에 들어가 보았습니다.
6624,3,4688,오랑우탄 우리 안에 들어가 보았습니다.
6625,3,4689,늪지 거목의 줄기 위에 올라섰습니다.
6626,3,4690,혼자서는 외로운 자리를 발견하였습니다.
6627,3,4691,비행선 바늘 꼭지에 가까이 다가갔습니다.
6628,3,4692,비행선 탑승 계단의 끝에 가까이 다가갔습니다.
6629,3,4693,군주의 사냥터 초소 안에 들어가 보았습니다.
6630,3,4694,하늘 맞이 동굴을 발견하였습니다.
6631,3,4695,황금 혀 항구의 등대 위에 가까이 다가갔습니다.
6632,3,4696,황금 혀 항구의 노르예트 석상 머리 위에 가까이 다가갔습니다.
6633,3,4697,저택 수영장의 중심을 발견하였습니다.
6634,3,4698,요정의 장막 나선 계단의 끝에 발을 내디뎠습니다.
6635,3,4699,성벽의 중턱에 올라섰습니다.
6636,3,4700,대부호 토루스의 저택 지붕 위에 발을 내디뎠습니다.
6637,3,4701,밀림의 폭포 뒤편을 발견하였습니다.
6638,3,4702,마하데비 다리 아래를 발견하였습니다.
6639,3,4703,마하데비 항구 폭포를 발견하였습니다.
6640,3,4704,마하데비 항구의 솟아오른 바위섬을 정복하였습니다.
6641,3,4705,여왕의 궁 지붕 위에 발을 내디뎠습니다.
6642,3,4706,둥근 지붕 위에 올라섰습니다.
6643,3,4707,갈색 카펫 위에 올라섰습니다.
6644,3,4708,아스트라 동굴의 황금 햇살이 비치는 장소를 발견하였습니다.
6645,3,4709,아스트라 동굴의 나무 위에 올라섰습니다.
6646,3,4710,아스트라 동굴의 정화수를 발견하였습니다.
6647,3,4711,마하데비 검문소 전망대 지붕 위에 올라섰습니다.
6648,3,4712,파비트라 대여제 전사지의 석상 머리 위에 가까이 다가갔습니다.
6649,3,4713,햇무리 마을이 내려다보이는 언덕을 발견하였습니다.
6650,3,4714,정령의 고원 남쪽 봉우리 섬에 발을 내디뎠습니다.
6651,3,4715,금지된 해안의 가장 높은 곳에 가까이 다가갔습니다.
6652,3,4716,금지된 해안의 망루 위에 발을 내디뎠습니다.
6653,3,4717,금지된 해안의 뼛골 위에 올라섰습니다.
6654,3,4718,오스테라의 등대에 발을 내디뎠습니다.
6655,3,4719,시가지 공사장의 사자상 위에 가까이 다가갔습니다.
6656,3,4720,오스테라 극장의 지붕 위에 올라섰습니다.
6657,3,4721,비파 항구 첨탑에 가까이 다가갔습니다.
6658,3,4722,속삭이는 강의 뒤편을 발견하였습니다.
6659,3,4723,횃불만의 등대를 발견하였습니다.
6660,3,4724,재회의 사당 지붕 위에 올라섰습니다.
6661,3,4725,노래하는 계곡의 누각을 발견하였습니다.
6662,3,4726,비파 항구의 놀잇배를 발견하였습니다.
6663,3,4727,노래하는 강의 수원지를 발견하였습니다.
6664,3,4728,비파 항구의 바위섬에 발을 내디뎠습니다.
6665,3,4729,징병소의 지붕 위에 올라섰습니다.
6666,3,4730,술취한 논이 내려다보이는 봉우리에 발을 내디뎠습니다.
6667,3,4731,고대의 숲의 신성한 나무줄기에 올라섰습니다.
6668,3,4732,봉인의 돌이 만든 줄기를 발견하였습니다.
6669,3,4733,빈 나무 터의 의식 제단을 발견하였습니다.
6670,3,4734,오래된 왕릉의 부서진 지붕 위에 올라섰습니다.
6671,3,4735,침묵의 호수 창고 지붕 위에 올라섰습니다.
6672,3,4736,사냥꾼 마을의 감시탑에 올라섰습니다.
6673,3,4737,사냥꾼 마을의 집 지붕 위에 올라섰습니다.
6674,3,4738,말라붙은 거목 위에 올라섰습니다.
6675,3,4739,호수의 섬에 발을 내디뎠습니다.
6676,3,4740,오래된 왕릉 위에 올라섰습니다.
6677,3,4741,고대의 비문 위에 가까이 다가갔습니다.
6678,3,4743,오페라 극장 위에 가까이 다가갔습니다.
6679,3,4744,이니스테르 망루 위에 올라섰습니다.
6680,3,4745,스톨텐베르그 성채의 망루 위에 올라섰습니다.
6681,3,4747,염원의 강 폭포수를 발견하였습니다.
6682,3,4748,루비 광산촌의 성곽 망루 위에 올라섰습니다.
6683,3,4749,루비 광산이 내려다보이는 곳을 발견하였습니다.
6684,3,4750,건널 수 없는 해협의 소용돌이를 발견하였습니다.
6685,3,4751,고인돌의 머리 위에 올라섰습니다.
6686,3,4752,의식의 탑 꼭대기 위에 올라섰습니다.
6687,3,4753,악마의 탑 위에 올라섰습니다.
6688,3,4754,로카 제3봉을 정복하였습니다.
6689,3,4755,로카 제2봉을 정복하였습니다.
6690,3,4756,로카 제1봉을 정복하였습니다.
6691,3,4757,수련의 동굴을 발견하였습니다.
6692,3,4758,암흑 갈기 오크 부락이 내려다보이는 언덕을 발견하였습니다.
6693,3,4759,외딴 산봉우리에 올라섰습니다.
6694,3,4760,로카의 협곡을 발견하였습니다.
6695,3,4761,장기말 중턱에 올라섰습니다.
6696,3,4762,왕의 기둥의 정상을 정복하였습니다.
6697,3,4763,장기말에 올라섰습니다.
6698,3,4764,로카강의 폭포수를 발견하였습니다.
6699,3,4765,초원의 주춧돌을 발견하였습니다.
6700,3,4766,초원의 심장 중심부를 발견하였습니다.
6701,3,4767,해그림자 회합터의 바람 지붕 위에 가까이 다가갔습니다.
6702,3,4768,눈사자 바위 머리 위에 발을 내디뎠습니다.
6703,3,4769,눈사자 바위의 비밀 통로를 발견하였습니다.
6704,3,4770,눈사자 바위의 숨겨진 공간을 발견하였습니다.
6705,3,4771,뚱뚱한 바오밥 나무 위에 올라섰습니다.
6706,3,4772,거대 바오밥 나무의 줄기 위에 올라섰습니다.
6707,3,4774,바람돌 위에 올라섰습니다.
6708,3,4801,전설의 흔적이 남아 있는 은밀한 동굴을 발견하였습니다.
6709,3,4802,작은 섬의 오두막을 발견하였습니다.
6710,3,4803,누이 여신의 자애로움이 머무는 작은 섬을 발견하였습니다.
6711,3,4804,작은 바위섬을 발견하였습니다.
6712,3,4805,이즈나의 작은 바위섬을 발견하였습니다.
6713,3,4806,인적 없는 바위섬을 발견하였습니다.
6714,3,4807,아담한 산호섬을 발견하였습니다.
6715,3,4808,홀로 선 섬의 작은 이웃 섬을 발견하였습니다.
6716,3,4809,홀로 선 섬의 정상에 발을 내디뎠습니다.
6717,3,4810,홀로 선 섬을 부정한 자들의 처형대를 발견하였습니다.
6718,3,4811,타타닉 호의 흔적을 발견하였습니다.
6719,3,4812,가랑돌 평원을 바라보는 바위섬을 발견하였습니다.
6720,3,4813,산호섬의 높은 바위를 발견하였습니다.
6721,3,4814,대양이 바라보이는 주상절리를 발견하였습니다.
6722,3,4815,대양의 주상절리를 발견하였습니다.
6723,3,4816,원대륙의 작은 섬을 발견하였습니다.
6724,3,4817,해적 소굴의 꼭대기에 가까이 다가갔습니다.
6725,3,4818,해적 소굴의 탑 중턱에 발을 내디뎠습니다.
6726,3,4819,모르페우스의 해적선 망루에 가까이 다가갔습니다.
6727,3,4820,해적 소굴의 인질 감옥을 발견하였습니다.
6728,3,4821,해적 소굴의 샹드리에 가까이 다가갔습니다.
6729,3,4822,해적 소굴의 옛 흔적을 발견하였습니다.
6730,3,4823,해적 소굴의 가로막힌 통로를 발견하였습니다.
6731,3,4824,으르렁거리는 섬을 마주하는 작은 바위섬을 발견하였습니다.
6732,3,4825,이니스 섬을 바라보는 작은 바위섬을 발견하였습니다.
6733,3,4826,누군가의 흔적이 느껴지는 무인도를 발견하였습니다.
6734,3,4827,자유도의 크고 아름답게 솟아오른 봉우리를 정복하였습니다.
6735,3,4828,자유도의 봉우리에 올라섰습니다.
6736,3,4829,수중 동굴이 있을 것 같지만 없는 바위틈을 발견하였습니다.
6737,3,4901,마일즈가 연구 중인 선돌을 발견하였습니다.
6738,3,4902,선돌 연구자의 집을 방문하였습니다.
6739,3,4903,아이들의 비밀장소를 발견하였습니다.
6740,3,4904,고요한 숲의 주인을 발견하였습니다.
6741,3,4905,영매의 거처 내부를 발견하였습니다.
6742,3,4906,고대 선주민의 흔적을 발견하였습니다.
6743,3,4907,푸른 소금 상회 본거지를 발견하였습니다.
6744,3,4908,베어의 집을 발견하였습니다.
6745,3,4909,다후타 교단 점거지를 발견하였습니다.
6746,3,4910,마른 들판의 작은 웅덩이를 발견하였습니다.
6747,3,4911,너른 소매 마을 웅덩이의 작은 돌 위에 올라섰습니다.
6748,3,4912,모레 일가의 야영지를 발견하였습니다.
6749,3,4913,마하데비행 비행선 타는 곳을 발견하였습니다.
6750,3,4915,잿빛안개 부락의 굽은 나무를 발견하였습니다.
6751,3,4916,눈사자 훈련소를 방문하였습니다.
6752,3,4917,공용 농장의 커다란 나무통을 발견하였습니다.
6753,3,4918,불꽃 매 협곡의 자연 굴길을 발견하였습니다.
6754,3,4919,길든 야타가 머무는 곳을 발견하였습니다.
6755,3,4946,급류의 시작지를 발견하였습니다.
6756,3,4947,황혼 노을 부락 아래 쌍둥이 폭포를 발견하였습니다.
6757,3,4948,아카네스 학파의 땅 벌레 양육지를 발견하였습니다.
6758,3,4949,초원의 띠 비행장의 지붕 위에 올라섰습니다.
6759,3,4950,풀바람 초원의 한적한 큰 바위를 발견하였습니다.
6760,3,4951,로카강의 맷돌 바위를 발견하였습니다.
6761,3,4952,황금비늘 정원의 지붕 위에 올라섰습니다.
6762,3,4953,처형대 아래 좁은 틈을 발견하였습니다.
6763,3,4954,폐허 도시의 버려진 석상 어깨 위에 올라섰습니다.
6764,3,4955,궁전 폐허 꼭대기 위에 올라섰습니다.
6765,3,4956,폐허에 남겨진 거대 석상 위에 올라섰습니다.
6766,3,4957,석공 마을의 큼직한 짐승 우리를 발견하였습니다.
6767,3,4958,가루다 서식지의 뾰족 바위에 가까이 다가갔습니다.
6768,3,4959,전하의 탑 지붕 모서리를 발견하였습니다.
6769,3,4960,폐허 도시가 내려다보이는 언덕을 발견하였습니다.
6770,3,4961,고고학자 마을의 감시탑에 가까이 다가갔습니다.
6771,3,4962,옛 처형터의 폭포 시작지를 발견하였습니다.
6772,3,4963,연극 무대로 사용되는 옛 유적 지붕 위에 올라섰습니다.
6773,3,4964,옛 제국의 석상 위에 올라섰습니다.
6774,3,4968,로즈엔드 삼거리 감시 초소를 발견하였습니다.
6775,3,4969,들소몰이 벌판 저수지의 메마른 나무를 발견하였습니다.
6776,3,4970,위태위태한 바위 위에 올라섰습니다.
6777,3,4971,돌을 위한 연회장의 돌 틈을 발견하였습니다.
6778,3,4972,과수원 오두막을 발견하였습니다.
6779,3,4973,버려진 짐수레를 발견하였습니다.
6780,3,4974,리네리프의 아늑한 이층집을 발견하였습니다.
6781,3,4975,축축한 관리인 초소의 빨래를 발견하였습니다.
6782,3,4976,정원의 아름다운 정자를 발견하였습니다.
6783,3,4977,삼거리 감시탑을 발견하였습니다.
6784,3,4978,악마 전쟁 종료 위령비를 발견하였습니다.
6785,3,4979,불탄성 감시 야영지의 감시탑을 발견하였습니다.
6786,3,4980,집을 뚫고 자라난 나무를 발견하였습니다.
6787,3,4981,피 묻은 손 감독관의 숙소를 발견하였습니다.
6788,3,4982,음유시인의 집을 발견하였습니다.
6789,3,4983,해오름 마을의 곡식 저장고를 발견하였습니다.
6790,3,4984,탈환 작전지의 훈련용 공성 사다리차를 발견하였습니다.
6791,3,4985,촌장 집 내부의 수상한 얼룩을 발견하였습니다.
6792,3,4986,화장터 소각로 뒤편을 발견하였습니다.
6793,3,4987,해적선의 조타 장치를 발견하였습니다.
6794,3,4988,마틸다 트리스테의 간이 응접실을 발견하였습니다.
6795,3,4989,벤틀라의 집을 발견하였습니다.
6796,3,4990,잭 다이얼의 침대를 발견하였습니다.
6797,3,4991,떠나는 비행선을 배웅하는 곳을 발견하였습니다.
6798,3,4992,채석장의 숨겨진 지름길을 발견하였습니다.
6799,3,4993,약초 농장의 탁한 연못을 발견하였습니다.
6800,3,4994,뿜어져 나오는 온천수를 발견하였습니다.
6801,3,4995,바다가 보이는 파비트라 대여제 기념비 뒤편을 발견하였습니다.
6802,3,4996,여행자의 샘 이층집 지붕 위에 올라섰습니다.
6803,3,4997,콰우의 침대를 발견하였습니다.
6804,3,4998,비파 교습소 내부를 발견하였습니다.
6805,3,4999,빈 술통 보관하는 곳을 발견하였습니다.
6806,3,5000,침묵의 호수 파비트라 대여제 기념비 뒤편을 발견하였습니다.
6807,3,5001,백작의 영애를 위한 간소한 간식상을 발견하였습니다.
6808,3,5002,리리가 점찍어둔 당신의 백합 자리를 발견하였습니다.
6809,3,5003,말리카 족의 식량 창고 지붕을 발견하였습니다.
6810,3,5004,이니스테르 기념비를 발견하였습니다.
6811,3,5005,오페라 극장의 무대를 발견하였습니다.
6812,3,5006,베로에 지붕에 발을 내디뎠습니다.
6813,3,5007,자연이 만들어낸 하늘 구멍을 발견하였습니다.
6814,3,5008,하슬라 폭포의 시작지를 발견하였습니다.
6815,3,5009,강이 빚어낸 구름다리를 발견하였습니다.
6816,3,5010,베로에 정자를 발견하였습니다.
6817,3,5011,비취 강물이 다다르는 곳을 발견하였습니다.
6818,3,5012,버려진 훈련소의 막다른 길을 발견하였습니다.
6819,3,5013,동방 이슈바라 거대 봉분 위에 올라섰습니다.
6820,3,5014,테미의 흔적 솟아오른 큰 바위를 정복하였습니다.
6821,3,5015,눈사자 경기장 중계석을 발견하였습니다.
6822,3,5016,하슬라로 향하는 문 위에 가까이 다가갔습니다.
6823,3,5017,모란농장이 한눈에 들어오는 작은 언덕을 발견하였습니다.
6824,3,5018,농경지가 한눈에 들어오는 눈사자 바위 머리 위에 올라섰습니다.
6825,3,5019,용 머리뼈의 거대한 코뿔을 발견하였습니다.
6826,3,5020,미노타우르스 힘의 상징 위에 올라섰습니다.
6827,3,5021,하늘에 맞닿은 용 가슴뼈의 끝에 다다랐습니다.
6828,3,5022,마주 보는 용 머리뼈에 가까이 다가갔습니다.
6829,3,5023,갈색비늘 에키혼 야영지의 망루를 발견하였습니다.
6830,3,5024,꺼지지 않는 푸른 불꽃을 발견하였습니다.
6831,3,5025,잊혀진 고대의 유적을 발견하였습니다.
6832,3,5026,라비스 마을이 내려다보이는 봉우리에 올라섰습니다.
6833,3,5027,용의 꼬리뼈 끝에 다다랐습니다.
6834,3,5028,용 가슴뼈의 버려진 제단을 발견하였습니다.
6835,3,5029,머리뼈 아래의 깊은 골짜기를 발견하였습니다.
6836,3,5030,어두운 기운의 탑을 발견하였습니다.
6837,3,5031,메마른 섬의 뿌리에 가까이 다가갔습니다.
6838,3,4965,은거자 모가르를 발견했습니다.
6839,3,5061,초보 연금술사 호칭을 획득하였습니다.
6844,4,5137,개척자의 증표를 사용하였습니다.
6846,4,5160,꾸밈옷 연구가의 증표를 사용하였습니다.
6847,4,5162,하늘을 날고 싶은 자의 증표를 사용하였습니다.
6848,4,5161,새 생명의 재봉사 증표를 사용하였습니다.
6849,4,5176,최초의 창 증표를 사용하였습니다.
6850,4,5177,최초의 방패 증표를 사용하였습니다.
6851,4,5178,앞날을 내다본 자의 증표를 사용하였습니다.
6913,4,5268,@QUEST_NAME(5268) 자의 증표를 사용하였습니다.
6914,4,5273,@QUEST_NAME(5273) 자의 증표를 사용하였습니다.
6915,4,5274,@QUEST_NAME(5274) 자의 증표를 사용하였습니다.
6916,4,5276,@QUEST_NAME(5276)의 증표를 사용하였습니다.
6917,4,5301,@ITEM_NAME(27564)|1을;를; 사용하였습니다.
6918,4,5302,@ITEM_NAME(27565)|1을;를; 사용하였습니다.
6919,4,5303,@ITEM_NAME(27566)|1을;를; 사용하였습니다.
6920,4,5306,@ITEM_NAME(27703)|1을;를; 사용하였습니다.
6921,4,5321,@ITEM_NAME(27901)|1을;를; 사용하였습니다.
6922,4,5370,@ITEM_NAME(28022)|1을;를; 사용하였습니다.
6923,4,5371,@ITEM_NAME(28024)|1을;를; 사용하였습니다.
6924,4,5372,@ITEM_NAME(28025)|1을;를; 사용하였습니다.
6925,4,5373,@ITEM_NAME(28037)|1을;를; 사용하였습니다.
6926,4,5374,@ITEM_NAME(28038)|1을;를; 사용하였습니다.
6928,4,5395,@ITEM_NAME(28074)|1을;를; 사용하였습니다.
6929,4,5396,@ITEM_NAME(28075)|1을;를; 사용하였습니다.
6930,4,5397,@ITEM_NAME(28076)|1을;를; 사용하였습니다.
6931,4,5401,@ITEM_NAME(28106)|1을;를; 사용하였습니다.
6932,4,5402,@ITEM_NAME(28126)|1을;를; 사용하였습니다.
6933,4,5411,@ITEM_NAME(28127)|1을;를; 사용하였습니다.
6934,4,5412,@ITEM_NAME(28129)|1을;를; 사용하였습니다.
6935,4,5413,@ITEM_NAME(28130)|1을;를; 사용하였습니다.
6936,1,5415,@ITEM_NAME(28133)|1을;를; 사용하였습니다.
6937,4,5421,@ITEM_NAME(28192)|1을;를; 사용하였습니다.
6938,4,5420,@ITEM_NAME(28191)|1을;를; 사용하였습니다.
6939,4,5419,@ITEM_NAME(28190)|1을;를; 사용하였습니다.
6940,4,5422,@ITEM_NAME(28193)|1을;를; 사용하였습니다.
6941,4,5423,@ITEM_NAME(28194)|1을;를; 사용하였습니다.
6942,4,5424,@ITEM_NAME(28195)|1을;를; 사용하였습니다.
6943,4,5425,@ITEM_NAME(28196)|1을;를; 사용하였습니다.
6944,4,5426,@ITEM_NAME(28198)|1을;를; 사용하였습니다.
6945,4,5427,@ITEM_NAME(28199)|1을;를; 사용하였습니다.
6946,4,5428,@ITEM_NAME(28200)|1을;를; 사용하였습니다.
6947,4,5429,@ITEM_NAME(28201)|1을;를; 사용하였습니다.
6948,4,5433,@ITEM_NAME(28335)|1을;를; 사용하였습니다.
6949,4,5434,@ITEM_NAME(28336)|1을;를; 사용하였습니다.
6950,4,5435,@ITEM_NAME(28337)|1을;를; 사용하였습니다.
6951,4,5467,@ITEM_NAME(28492)|1을;를; 사용하였습니다.
6952,4,5468,@ITEM_NAME(28493)|1을;를; 사용하였습니다.
6953,4,5469,@ITEM_NAME(28494)|1을;를; 사용하였습니다.
6954,4,5470,@ITEM_NAME(28495)|1을;를; 사용하였습니다.
6955,4,5471,@ITEM_NAME(28496)|1을;를; 사용하였습니다.
6956,4,5472,@ITEM_NAME(28497)|1을;를; 사용하였습니다.
6957,4,5473,@ITEM_NAME(28498)|1을;를; 사용하였습니다.
6958,4,5474,@ITEM_NAME(28501)|1을;를; 사용하였습니다.
6959,4,5475,@ITEM_NAME(28502)|1을;를; 사용하였습니다.
6960,4,5476,@ITEM_NAME(28503)|1을;를; 사용하였습니다.
6961,4,5477,@ITEM_NAME(28504)|1을;를; 사용하였습니다.
6962,4,5478,@ITEM_NAME(28505)|1을;를; 사용하였습니다.
6963,4,5479,@ITEM_NAME(28506)|1을;를; 사용하였습니다.
6964,4,5480,@ITEM_NAME(28507)|1을;를; 사용하였습니다.
6965,4,5481,@ITEM_NAME(28508)|1을;를; 사용하였습니다.
6966,4,5482,@ITEM_NAME(28509)|1을;를; 사용하였습니다.
6967,4,5483,@ITEM_NAME(28510)|1을;를; 사용하였습니다.
6968,4,5484,@ITEM_NAME(28511)|1을;를; 사용하였습니다.
6969,4,5487,@ITEM_NAME(28541)|1을;를; 사용하였습니다.
6971,4,5523,@ITEM_NAME(28637)|1을;를; 사용하였습니다.
6972,3,5552,보석을 손에 쥐자 나지막한 속삭임이 들려옵니다.
6973,4,5671,@ITEM_NAME(29127)|1을;를; 사용하였습니다.
6974,4,5672,@ITEM_NAME(29128)|1을;를; 사용하였습니다.
6975,4,5673,@ITEM_NAME(29129)|1을;를; 사용하였습니다.
6976,4,5674,@ITEM_NAME(29130)|1을;를; 사용하였습니다.
6977,3,5649,끝없는 여정의 시작
6978,4,5709,@ITEM_NAME(29234)|1을;를; 사용하였습니다.
6979,4,5708,@ITEM_NAME(29233)|1을;를; 사용하였습니다.
6980,4,5707,@ITEM_NAME(29232)|1을;를; 사용하였습니다.
6981,4,5705,@ITEM_NAME(29230)|1을;를; 사용하였습니다.
6982,4,5704,@ITEM_NAME(29229)|1을;를; 사용하였습니다.
6983,4,5703,@ITEM_NAME(29228)|1을;를; 사용하였습니다.
6984,4,5702,@ITEM_NAME(29227)|1을;를; 사용하였습니다.
6985,4,5701,@ITEM_NAME(29226)|1을;를; 사용하였습니다.
6986,4,5706,@ITEM_NAME(29231)|1을;를; 사용하였습니다.
6987,4,5700,@ITEM_NAME(29225)|1을;를; 사용하였습니다.
6988,3,5730,운명의 이끌림을 느꼈습니다.
6989,4,5772,@ITEM_NAME(29711)|1을;를; 사용하였습니다.
6990,4,5771,@ITEM_NAME(29710)|1을;를; 사용하였습니다.
6991,4,5770,@ITEM_NAME(29709)|1을;를; 사용하였습니다.
6992,3,5883,크라켄을 물리치는데 기여하면 크라켄의 눈알을 받을 수 있습니다.
6993,3,5884,한우레를 물리치는데 기여하면 한우레의 심장을 받을 수 있습니다.
6994,3,5879,매혹의 약탈자 제누트를 물리치는데 기여하면 알렉산데르의 지팡이를 받을 수 있습니다.
6995,3,5876,모르페우스를 물리치는데 기여하면 모르페우스의 머리카락을 받을 수 있습니다.
6996,3,5885,안탈론을 물리치는데 기여하면 안탈론의 지팡이를 받을 수 있습니다.
6997,1,5886,파괴신의 돌격대장을 물리치는데 기여하면 파괴신의 돌격대장 영혼석을 받을 수 있습니다.
6998,3,5887,겁화에 휩싸인 바이라바를 물리치는데 기여하면 겁화에 휩싸인 바이라바의 마력석을 받을 수 있습니다.
6999,4,5889,@ITEM_NAME(29817)|1을;를; 사용하였습니다.
7000,4,5888,@ITEM_NAME(29816)|1을;를; 사용하였습니다.
7001,4,5973,@ITEM_NAME(29997)|1을;를; 사용하였습니다.
7002,4,5974,@ITEM_NAME(29998)|1을;를; 사용하였습니다.
7003,4,5977,@ITEM_NAME(30001)|1을;를; 사용하였습니다.
8000001,4,8000002,@ITEM_NAME(8000008)|1을;를; 사용하였습니다.
8000002,4,8000003,CBT 참여자의 증표를 사용하였습니다.
8000003,4,8000004,최초의 장인 연금술사의 증표를 사용하였습니다.
8000004,4,8000005,최초의 장인 건축가의 증표를 사용하였습니다.
8000005,4,8000006,최초의 장인 요리사의 증표를 사용하였습니다.
