id,idx,name,x,y,w,h,image_map,linked_zone_group_id,parent_sub_zone_id,category_id,sound_id,sound_pack_id
357,0,경매장,0.0,0.0,0.0,0.0,0,0,14,9,,0
358,0,구시가지 상점가,0.0,0.0,0.0,0.0,0,0,37,10,,192
359,0,마리안의 전당,0.0,0.0,0.0,0.0,0,0,37,10,,192
374,0,악명의 골짜기,0.0,0.0,0.0,0.0,0,0,0,1,0,0
375,0,무법 마을,0.0,0.0,0.0,0.0,0,0,0,1,0,0
376,0,그림자 숲,0.0,0.0,0.0,0.0,0,0,0,1,0,0
377,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,1,,208
378,0,죽음의 늪,0.0,0.0,0.0,0.0,0,0,0,1,0,0
379,0,고대 신앙자의 성,0.0,0.0,0.0,0.0,0,0,0,1,0,0
380,0,해적 기지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
381,0,트리스테 극단 야영지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
382,0,거대 벌 서식지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
383,0,엘프 순간이동 연구소,0.0,0.0,0.0,0.0,0,0,0,1,0,0
384,0,저주받은 습지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
385,0,무자비한 수렁,0.0,0.0,0.0,0.0,0,0,0,1,0,0
386,0,안델프 : 아키움 정제기,0.0,0.0,0.0,0.0,0,0,723,20,0,0
387,0,안델프 : 비행장,0.0,0.0,0.0,0.0,0,0,723,20,0,0
388,0,안델프 : 기쁨의 다방,0.0,0.0,0.0,0.0,0,0,723,20,,0
389,0,안델프 : 원로원,0.0,0.0,0.0,0.0,0,0,723,20,0,0
390,0,안델프 : 동문,0.0,0.0,0.0,0.0,0,0,723,20,0,0
391,0,안델프 : 조상의 광장,0.0,0.0,0.0,0.0,0,0,723,20,,0
392,0,안델프 : 현인의 회당,0.0,0.0,0.0,0.0,0,0,723,20,,0
393,0,안델프 : 과수원,0.0,0.0,0.0,0.0,0,0,723,20,0,0
394,0,안델프 : 만신전,0.0,0.0,0.0,0.0,0,0,723,20,0,0
395,0,안델프 : 광산길,0.0,0.0,0.0,0.0,0,0,723,20,0,0
396,0,안델프 : 음악당,0.0,0.0,0.0,0.0,0,0,723,20,0,0
397,0,안델프 : 서문,0.0,0.0,0.0,0.0,0,0,723,20,0,0
398,0,안델프 : 안델프 감옥,0.0,0.0,0.0,0.0,0,0,723,20,0,0
399,0,안델프 : 공동거주구역,0.0,0.0,0.0,0.0,0,0,723,20,,0
400,0,안델프 : 아키움 과수원,0.0,0.0,0.0,0.0,0,0,723,20,0,0
401,0,안델프 : 금의 현인 집무실,0.0,0.0,0.0,0.0,0,0,723,20,0,0
402,0,안델프 : 은의 현인 집무실,0.0,0.0,0.0,0.0,0,0,723,20,0,0
403,0,안델프 : 쇠의 현인 집무실,0.0,0.0,0.0,0.0,0,0,723,20,0,0
404,0,안델프 : 돌의 현인 집무실,0.0,0.0,0.0,0.0,0,0,723,20,0,0
405,0,안델프 : 씨의 현인 집무실,0.0,0.0,0.0,0.0,0,0,723,20,0,0
406,0,안델프 : 길의 현인 집무실,0.0,0.0,0.0,0.0,0,0,723,20,0,0
407,0,별똥별 광산 : 털뭉치 언덕,0.0,0.0,0.0,0.0,0,0,0,20,0,0
408,0,별똥별 광산 : 별똥비 마을,0.0,0.0,0.0,0.0,0,0,0,20,0,0
409,0,별똥별 광산 : 한적한 그나데 숲,0.0,0.0,0.0,0.0,0,0,0,20,0,0
410,0,별똥별 광산,0.0,0.0,0.0,0.0,0,0,0,20,0,0
411,0,구멍난 골짜기,0.0,0.0,0.0,0.0,0,0,0,20,0,0
412,0,별똥별 광산 : 6 현인의 길,0.0,0.0,0.0,0.0,0,0,0,20,0,0
413,0,녹색 늑대 마을,0.0,0.0,0.0,0.0,0,0,0,36,,183
414,0,녹색 늑대의 숲,0.0,0.0,0.0,0.0,0,0,0,36,0,0
415,0,군주의 사냥터,0.0,0.0,0.0,0.0,0,0,0,36,0,0
416,0,푸른모래톱 휴양지,0.0,0.0,0.0,0.0,0,0,0,36,,183
417,0,젖은 모래톱,0.0,0.0,0.0,0.0,0,0,0,36,0,0
418,0,녹색 늑대 언덕,0.0,0.0,0.0,0.0,0,0,0,36,,0
419,0,군주들의 야영지,0.0,0.0,0.0,0.0,0,0,0,36,,0
420,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,36,,208
421,0,코린트 언덕,0.0,0.0,0.0,0.0,0,0,0,36,,0
422,0,칼레일 교도 마을,0.0,0.0,0.0,0.0,0,0,0,36,,0
423,0,요정의 장막,0.0,0.0,0.0,0.0,0,0,0,36,,0
424,0,벌목지,0.0,0.0,0.0,0.0,0,0,0,36,,0
425,0,기억의 호수,0.0,0.0,0.0,0.0,0,0,0,36,0,0
426,0,고블린 연구 야영지,0.0,0.0,0.0,0.0,0,0,0,36,,0
427,0,산호초 평원 별장,0.0,0.0,0.0,0.0,0,0,0,36,,0
428,0,크라켄의 안식처,0.0,0.0,0.0,0.0,0,0,0,36,,0
429,0,바닷바람 길,0.0,0.0,0.0,0.0,0,0,0,36,,0
430,0,인어눈물 해안,0.0,0.0,0.0,0.0,0,0,0,36,,0
431,0,새로운 다리,0.0,0.0,0.0,0.0,0,0,0,36,,0
432,0,마른 모래톱 야영지,0.0,0.0,0.0,0.0,0,0,0,36,,0
433,0,선상 연회장,0.0,0.0,0.0,0.0,0,0,0,36,,0
434,0,진주눈물 부락,0.0,0.0,0.0,0.0,0,0,0,36,,0
435,0,산호초 평원,0.0,0.0,0.0,0.0,0,0,0,36,,0
436,0,은빛 야자수 길,0.0,0.0,0.0,0.0,0,0,0,36,,0
437,0,목화 구름 농장,0.0,0.0,0.0,0.0,0,0,0,36,,0
438,0,물레 노래 들판,0.0,0.0,0.0,0.0,0,0,0,36,0,0
439,0,일꾼 숙소,0.0,0.0,0.0,0.0,0,0,0,36,,0
440,0,암흑술사 은신처,0.0,0.0,0.0,0.0,0,0,0,36,,0
441,0,별모래의 안식처,0.0,0.0,0.0,0.0,0,0,0,36,,183
442,0,별모래톱,0.0,0.0,0.0,0.0,0,0,0,36,,0
443,0,촛불 등대곶,0.0,0.0,0.0,0.0,0,0,0,36,,0
444,0,황금 혀 항구,0.0,0.0,0.0,0.0,0,0,0,36,,183
445,0,레귤루스의 연회장,0.0,0.0,0.0,0.0,0,0,0,36,,183
446,0,야자주 장인의 오두막,0.0,0.0,0.0,0.0,0,0,0,36,,0
447,0,-,0.0,0.0,0.0,0.0,0,0,0,36,0,0
448,0,베고니아 언덕,0.0,0.0,0.0,0.0,0,0,0,36,0,0
449,0,황금언덕 고블린 부락,0.0,0.0,0.0,0.0,0,0,0,36,,0
450,0,_,0.0,0.0,0.0,0.0,0,0,0,36,,0
451,0,너도밤나무 숲,0.0,0.0,0.0,0.0,0,0,0,35,0,0
452,0,말리카족 부락,0.0,0.0,0.0,0.0,0,0,0,35,,189
453,0,너도밤나무 숲 토성,0.0,0.0,0.0,0.0,0,0,0,35,,190
454,0,루비 광산촌,0.0,0.0,0.0,0.0,0,0,0,35,,189
455,0,석류빛 동굴,0.0,0.0,0.0,0.0,0,0,0,35,,0
456,0,장미 장원,0.0,0.0,0.0,0.0,0,0,0,35,,0
457,0,염원의 강,0.0,0.0,0.0,0.0,0,0,0,35,0,0
458,0,보루,0.0,0.0,0.0,0.0,0,0,0,35,,
459,0,고인돌 평야,0.0,0.0,0.0,0.0,0,0,0,35,0,0
460,0,수행자의 마을,0.0,0.0,0.0,0.0,0,0,0,35,,190
461,0,진혼 곶,0.0,0.0,0.0,0.0,0,0,0,35,0,0
462,0,하디르의 농장,0.0,0.0,0.0,0.0,0,0,0,35,,0
463,0,회한의 절벽,0.0,0.0,0.0,0.0,0,0,0,35,,0
464,0,파도소리 폐허,0.0,0.0,0.0,0.0,0,0,0,35,,185
465,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,35,,208
466,0,버려진 해적섬,0.0,0.0,0.0,0.0,0,0,0,35,0,0
467,0,피 묻은 손 전진기지,0.0,0.0,0.0,0.0,0,0,0,35,,0
468,0,카어 노르드,20389.77974,13005.251101,791.6828194,475.6299559,0,17,0,35,,191
469,0,왕궁,0.0,0.0,0.0,0.0,0,0,468,35,,0
470,0,오페라 극장,0.0,0.0,0.0,0.0,0,0,468,35,,191
471,0,루비 광산촌,0.0,0.0,0.0,0.0,0,0,0,35,,0
472,0,신기루 언덕,0.0,0.0,0.0,0.0,0,0,0,35,0,0
473,0,피네아 항구,0.0,0.0,0.0,0.0,0,0,0,35,,0
474,0,귀족의 사냥터,0.0,0.0,0.0,0.0,0,0,0,35,,0
475,0,루비 광산,0.0,0.0,0.0,0.0,0,0,0,35,0,0
476,0,부유층 거주지,0.0,0.0,0.0,0.0,0,0,468,35,,191
477,0,상공업 지구,0.0,0.0,0.0,0.0,0,0,468,35,,191
478,0,환락가,0.0,0.0,0.0,0.0,0,0,468,35,,186
479,0,항만 보루,0.0,0.0,0.0,0.0,0,0,468,35,,190
480,0,숲의 장벽,0.0,0.0,0.0,0.0,0,0,0,38,0,0
481,0,숲의 장벽 : 옛 처형터,0.0,0.0,0.0,0.0,0,0,0,38,0,0
482,0,숲의 장벽 : 이끼 동굴,0.0,0.0,0.0,0.0,0,0,0,38,0,0
483,0,숲의 장벽 : 야영지(임시명칭),0.0,0.0,0.0,0.0,0,0,0,38,0,0
484,0,하리하랄라야의 폐허,0.0,0.0,0.0,0.0,0,0,0,38,0,0
485,0,하리하랄라야의 폐허 : 경기장,0.0,0.0,0.0,0.0,0,0,0,38,0,0
486,0,하리하랄라야의 폐허 : 궁전,0.0,0.0,0.0,0.0,0,0,0,38,0,0
487,0,하리하랄라야의 폐허 : 사원,0.0,0.0,0.0,0.0,0,0,0,38,0,0
488,0,하리하랄라야의 폐허 : 석공 마을,0.0,0.0,0.0,0.0,0,0,0,38,0,0
489,0,황금깃털 정원,0.0,0.0,0.0,0.0,0,0,0,38,0,0
490,0,황금깃털 정원 : 제자들의 마을,0.0,0.0,0.0,0.0,0,0,0,38,0,0
491,0,황금깃털 정원 : 북방정벌 기념 탑,0.0,0.0,0.0,0.0,0,0,0,38,0,0
492,0,황금깃털 정원 : 가루다 둥지,0.0,0.0,0.0,0.0,0,0,0,38,0,0
493,0,갯바람 해안,0.0,0.0,0.0,0.0,0,0,0,13,0,0
494,0,두 번째 별무덤,0.0,0.0,0.0,0.0,0,0,0,13,,
495,0,세 번째 별무덤,0.0,0.0,0.0,0.0,0,0,0,13,,
496,0,네 번째 별무덤,0.0,0.0,0.0,0.0,0,0,0,13,,
497,0,용암석 채집장,0.0,0.0,0.0,0.0,0,0,0,13,,0
498,0,축복의 정원,0.0,0.0,0.0,0.0,0,0,335,4,,183
499,0,중앙 광장,0.0,0.0,0.0,0.0,0,0,335,4,,183
500,0,귀족 지구,0.0,0.0,0.0,0.0,0,0,335,4,,183
501,0,공방 지구,0.0,0.0,0.0,0.0,0,0,335,4,,183
502,0,상업 지구,0.0,0.0,0.0,0.0,0,0,335,4,,183
503,0,군사 지구,0.0,0.0,0.0,0.0,0,0,335,4,,183
504,0,초승달 항구,0.0,0.0,0.0,0.0,0,0,335,4,,183
505,0,도서관,0.0,0.0,0.0,0.0,0,0,335,4,,183
506,0,본성,0.0,0.0,0.0,0.0,0,0,335,4,,0
507,0,이니스 섬,0.0,0.0,0.0,0.0,0,0,0,4,,0
508,0,이니스 부두,0.0,0.0,0.0,0.0,0,0,0,4,,0
509,0,신들의 모래,0.0,0.0,0.0,0.0,0,0,0,4,,0
510,0,고요의 숲,0.0,0.0,0.0,0.0,0,0,0,4,,0
511,0,신성의 숲,0.0,0.0,0.0,0.0,0,0,0,4,,0
512,0,누이 신전,0.0,0.0,0.0,0.0,0,0,0,4,,0
513,0,수호자의 나루터,0.0,0.0,0.0,0.0,0,0,0,6,,0
514,0,수호자의 야영지,0.0,0.0,0.0,0.0,0,0,0,6,,0
515,0,부서진 짐마차,0.0,0.0,0.0,0.0,0,0,0,6,,0
516,0,하피 둥지,0.0,0.0,0.0,0.0,0,0,0,6,,0
517,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,6,,208
518,0,밴시 소굴,0.0,0.0,0.0,0.0,0,0,0,6,,0
519,0,여신의 성역,0.0,0.0,0.0,0.0,0,0,0,6,,0
520,0,하얀 숲 dummy zone,0.0,0.0,0.0,0.0,0,0,0,6,0,0
521,0,외로운 묘비,0.0,0.0,0.0,0.0,0,0,0,6,,0
522,0,미망인의 여울목,0.0,0.0,0.0,0.0,0,0,0,6,,0
523,0,강령술사의 은신처,0.0,0.0,0.0,0.0,0,0,0,6,,0
524,0,자이라의 진지,0.0,0.0,0.0,0.0,0,0,0,6,,0
525,0,민가 지구,0.0,0.0,0.0,0.0,0,0,335,4,,183
526,0,항구 시장,0.0,0.0,0.0,0.0,0,0,335,4,,183
527,0,비파노래 언덕,0.0,0.0,0.0,0.0,0,0,0,16,0,0
528,0,일곱다리 마을,0.0,0.0,0.0,0.0,0,0,0,16,,
529,0,횃불만,0.0,0.0,0.0,0.0,0,0,0,16,0,0
530,0,등대,0.0,0.0,0.0,0.0,0,0,0,16,,0
531,0,징병소,0.0,0.0,0.0,0.0,0,0,0,16,,190
532,0,폐허가 된 어촌,0.0,0.0,0.0,0.0,0,0,0,16,,0
533,0,눈물 젖은 언덕,0.0,0.0,0.0,0.0,0,0,0,16,0,0
534,0,재회의 사당,0.0,0.0,0.0,0.0,0,0,0,16,,0
535,0,날개깃 계곡,0.0,0.0,0.0,0.0,0,0,0,16,0,0
536,0,하얀날개 은신처,0.0,0.0,0.0,0.0,0,0,0,16,,
537,0,날개깃 계곡 입구,0.0,0.0,0.0,0.0,0,0,0,16,,0
538,0,술향기 마을,0.0,0.0,0.0,0.0,0,0,0,16,,189
539,0,술취한 논,0.0,0.0,0.0,0.0,0,0,0,16,0,0
540,0,뱀밭,0.0,0.0,0.0,0.0,0,0,0,16,0,0
541,0,바이암 둥지,0.0,0.0,0.0,0.0,0,0,0,16,,0
542,0,비파 항구,20510.45517,10221.903448,1241.158621,744.6068966,0,12,0,16,,191
543,0,칼미라 2세의 왕궁,0.0,0.0,0.0,0.0,0,0,542,16,,191
544,0,자운의 목장,0.0,0.0,0.0,0.0,0,0,0,16,,0
545,0,북방 이슈바라 검문소,0.0,0.0,0.0,0.0,0,0,0,16,0,0
546,0,주거지역,0.0,0.0,0.0,0.0,0,0,542,16,,208
547,0,속삭이는 강,0.0,0.0,0.0,0.0,0,0,0,16,0,0
548,0,노래하는 강,0.0,0.0,0.0,0.0,0,0,0,16,0,0
549,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,16,,208
550,0,노래의 땅,0.0,0.0,0.0,0.0,0,0,0,16,0,0
551,0,사라세니아 서식지,0.0,0.0,0.0,0.0,0,0,0,16,,0
552,0,솟아오르는 폭포,0.0,0.0,0.0,0.0,0,0,0,16,,0
553,0,벌목지,0.0,0.0,0.0,0.0,0,0,0,16,,0
554,0,일구지 않은 논,0.0,0.0,0.0,0.0,0,0,0,16,,0
555,0,선율의 나무,0.0,0.0,0.0,0.0,0,0,0,16,,0
556,0,부서진 마차,0.0,0.0,0.0,0.0,0,0,0,10,0,0
557,0,붉은 눈의 거처,0.0,0.0,0.0,0.0,0,0,0,10,0,0
558,0,토리니 정원 관리인 초소,0.0,0.0,0.0,0.0,0,0,0,10,0,0
559,0,끔찍한 고목,0.0,0.0,0.0,0.0,0,0,0,10,0,0
560,0,리네리프 거처,0.0,0.0,0.0,0.0,0,0,0,10,0,0
561,0,대학,0.0,0.0,0.0,0.0,0,0,37,10,,192
562,0,예술관,0.0,0.0,0.0,0.0,0,0,37,10,,192
563,0,공학 연구소,0.0,0.0,0.0,0.0,0,0,37,10,,192
564,0,부유선 정류장,0.0,0.0,0.0,0.0,0,0,37,10,,192
565,0,황금 실타래 마을,0.0,0.0,0.0,0.0,0,0,0,10,,183
566,0,열기구 승강장,0.0,0.0,0.0,0.0,0,0,0,10,,0
567,0,마법사의 은신처,0.0,0.0,0.0,0.0,0,0,0,1,0,0
568,0,거미 서식지,0.0,0.0,0.0,0.0,0,0,0,10,0,0
570,0,사금 채취장 ,0.0,0.0,0.0,0.0,0,0,0,17,,0
571,0,쓰레기 더미 해안,0.0,0.0,0.0,0.0,0,0,0,17,,0
572,0,하버 농장,0.0,0.0,0.0,0.0,0,0,0,17,,0
573,0,고무 수액 창고,0.0,0.0,0.0,0.0,0,0,0,17,,
574,0,채석장 관리 초소,0.0,0.0,0.0,0.0,0,0,0,17,,0
575,0,이른 아침 대추야자 농장,0.0,0.0,0.0,0.0,0,0,0,17,,0
576,0,,0.0,0.0,0.0,0.0,0,0,0,1,0,0
577,0,동틀녘 반도,0.0,0.0,0.0,0.0,0,0,0,14,,0
578,0,오스테라,16128.0,8544.927536,1296.231884,779.5942029,0,4,0,14,,191
579,0,광장,0.0,0.0,0.0,0.0,0,0,578,14,,191
580,0,항구,0.0,0.0,0.0,0.0,0,0,578,14,,191
581,0,쓰레기 더미,0.0,0.0,0.0,0.0,0,0,578,14,,191
582,0,빈민가,0.0,0.0,0.0,0.0,0,0,578,14,,191
583,0,칼리아이 가문 저택,0.0,0.0,0.0,0.0,0,0,578,14,,191
584,0,모래톱 선착장,0.0,0.0,0.0,0.0,0,0,578,14,,191
585,0,이즈나 선착장,0.0,0.0,0.0,0.0,0,0,578,14,,191
586,0,제작 지구,0.0,0.0,0.0,0.0,0,0,578,14,,191
587,0,여왕의 길,0.0,0.0,0.0,0.0,0,0,0,14,,0
588,0,여행자의 샘,0.0,0.0,0.0,0.0,0,0,0,14,,189
589,0,반짝이는 숲,0.0,0.0,0.0,0.0,0,0,0,14,,0
590,0,연기나는 해안,0.0,0.0,0.0,0.0,0,0,0,14,,0
591,0,실비나 온천,0.0,0.0,0.0,0.0,0,0,0,14,,0
592,0,시가지 공사장,0.0,0.0,0.0,0.0,0,0,0,14,,0
593,0,파비트라 대여제 전사지,0.0,0.0,0.0,0.0,0,0,0,14,,0
594,0,파비트라 대여제 기념비,0.0,0.0,0.0,0.0,0,0,0,14,,0
595,0,숨겨진 해안,0.0,0.0,0.0,0.0,0,0,0,14,,0
596,0,햇무리 언덕,0.0,0.0,0.0,0.0,0,0,0,14,,0
597,0,햇무리 마을,0.0,0.0,0.0,0.0,0,0,0,14,,189
598,0,샤프란 재배지,0.0,0.0,0.0,0.0,0,0,0,14,,0
599,0,공용 텃밭,0.0,0.0,0.0,0.0,0,0,0,14,,0
600,0,검 독수리 서식지,0.0,0.0,0.0,0.0,0,0,0,14,,0
601,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,14,,208
602,0,금지된 해안,14910.0,7801.0,240.345322,144.0,0,0,0,14,,
603,0,붉은 왕관 십자로,0.0,0.0,0.0,0.0,0,0,0,1,,0
604,0,마하데비 고개,0.0,0.0,0.0,0.0,0,0,0,14,,0
605,0,황금 바다,0.0,0.0,0.0,0.0,0,0,0,14,,0
606,0,여행자의 쉼터,0.0,0.0,0.0,0.0,0,0,0,17,,189
607,0,마하데비,0.0,0.0,0.0,0.0,0,0,0,1,0,0
608,0,리미온 야영지,0.0,0.0,0.0,0.0,0,0,0,9,,0
609,0,루실리스 야영지,0.0,0.0,0.0,0.0,0,0,0,9,,0
610,0,파수꾼 야영지,0.0,0.0,0.0,0.0,0,0,0,9,,
611,0,누잔의 수련장,0.0,0.0,0.0,0.0,0,0,0,1,,0
612,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,9,,208
613,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,13,,208
614,0,북부 주거지역,0.0,0.0,0.0,0.0,0,0,0,13,,208
615,0,noname,0.0,0.0,0.0,0.0,0,0,0,1,0,0
616,0,셀레스트 야영지,0.0,0.0,0.0,0.0,0,0,0,9,,0
617,0,소용돌이 지대,0.0,0.0,0.0,0.0,0,0,0,9,,0
618,0,베아르 야영지,0.0,0.0,0.0,0.0,0,0,0,9,,
619,0,유해 발굴 야영지,0.0,0.0,0.0,0.0,0,0,0,13,,0
620,0,해자,0.0,0.0,0.0,0.0,0,0,0,4,,0
621,0,바슈디의 야영지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
622,0,멘디의 야영지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
623,0,살피라 신전,0.0,0.0,0.0,0.0,0,0,278,17,,191
624,0,도서관,0.0,0.0,0.0,0.0,0,0,278,17,,191
625,0,은행,0.0,0.0,0.0,0.0,0,0,278,17,,191
626,0,경매장,0.0,0.0,0.0,0.0,0,0,278,17,,191
627,0,왕궁,0.0,0.0,0.0,0.0,0,0,278,17,,191
628,0,마하데비,0.0,0.0,0.0,0.0,0,0,0,1,0,0
629,0,마하데비,0.0,0.0,0.0,0.0,0,0,0,1,0,0
630,0,마하데비,0.0,0.0,0.0,0.0,0,0,0,1,0,0
631,0,일식 해변,0.0,0.0,0.0,0.0,0,0,0,1,,0
632,0,노예 피난처,0.0,0.0,0.0,0.0,0,0,114,15,,0
633,0,dummy,0.0,0.0,0.0,0.0,0,0,0,1,0,0
634,0,비취 온천,0.0,0.0,0.0,0.0,0,0,0,14,,0
635,0,루비 온천,0.0,0.0,0.0,0.0,0,0,0,14,,0
636,0,토파즈 온천,0.0,0.0,0.0,0.0,0,0,0,14,,0
637,0,마하데비 검문소,0.0,0.0,0.0,0.0,0,0,0,14,,
638,0,북쪽 선돌터,0.0,0.0,0.0,0.0,0,0,0,4,,0
639,0,남쪽 선돌터,0.0,0.0,0.0,0.0,0,0,0,4,,0
640,0,서쪽 선돌터,0.0,0.0,0.0,0.0,0,0,0,4,,0
641,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,1,,208
642,0,-삭제-,0.0,0.0,0.0,0.0,0,0,0,1,0,0
643,0,여신의 해안,0.0,0.0,0.0,0.0,0,0,0,1,0,0
644,0,이니스 해협,0.0,0.0,0.0,0.0,0,0,0,4,,0
645,0,일식 해안,0.0,0.0,0.0,0.0,0,0,0,1,0,0
646,0,자유 연안,0.0,0.0,0.0,0.0,0,0,0,1,0,0
647,0,영하바다1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
648,0,영하바다2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
649,0,영하바다3,0.0,0.0,0.0,0.0,0,0,0,1,0,0
650,0,보리밭,0.0,0.0,0.0,0.0,0,0,0,1,,0
651,0,-삭제-,0.0,0.0,0.0,0.0,0,0,0,1,0,0
652,0,길 잃은 바다,0.0,0.0,0.0,0.0,0,0,0,1,,0
653,0,마하데비 해안선,0.0,0.0,0.0,0.0,0,0,0,1,0,0
654,0,구시가지,0.0,0.0,0.0,0.0,0,0,0,1,,0
655,0,길 잃은 바다,0.0,0.0,0.0,0.0,0,0,0,1,0,0
656,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,15,,208
657,0,이즈나 경비대 주둔지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
658,0,해안 성벽,0.0,0.0,0.0,0.0,0,0,0,1,0,0
659,0,막사터,0.0,0.0,0.0,0.0,0,0,0,1,,0
660,0,항구,0.0,0.0,0.0,0.0,0,0,0,1,,0
661,0,벌목지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
662,0,3군단 주둔지,0.0,0.0,0.0,0.0,0,0,0,1,0,0
663,0,이즈나 왕성,0.0,0.0,0.0,0.0,0,0,0,1,0,0
664,0,항해 불가 지역입니다. 돌아가 주세요.,0.0,0.0,0.0,0.0,0,0,0,1,0,0
665,0,덩굴을 기어 올라가세요,0.0,0.0,0.0,0.0,0,0,0,1,0,0
666,0,"단축키로 정보창을 열어보세요. 가방(B), 퀘스트 목록(L), 지도(M)",0.0,0.0,0.0,0.0,0,0,0,1,0,0
667,0,무너진 철창을 기어 올라가세요.,0.0,0.0,0.0,0.0,0,0,0,1,0,0
668,0,머리 위에 아이콘이 떠있는 NPC를 우클릭하면 퀘스트를 진행할 수 있습니다.,0.0,0.0,0.0,0.0,0,0,0,1,0,0
669,0,횃불을 얻어 거미줄을 태우세요.,0.0,0.0,0.0,0.0,0,0,0,1,0,0
670,0,수호자의 숲,0.0,0.0,0.0,0.0,0,0,0,26,0,0
671,0,숲의 수호자 부락,0.0,0.0,0.0,0.0,0,0,0,26,,189
672,0,기억저편의 숲,0.0,0.0,0.0,0.0,0,0,0,26,,0
673,0,사냥꾼 마을,0.0,0.0,0.0,0.0,0,0,0,26,,
674,0,톱날 벌목지,0.0,0.0,0.0,0.0,0,0,0,26,,0
675,0,가리어진 숲,0.0,0.0,0.0,0.0,0,0,0,26,,0
676,0,숲의 수호자 야영지,0.0,0.0,0.0,0.0,0,0,0,26,,
677,0,빈 나무의 터,0.0,0.0,0.0,0.0,0,0,0,26,,0
678,0,검은 숲,0.0,0.0,0.0,0.0,0,0,0,26,,0
679,0,달 그림자 마을,0.0,0.0,0.0,0.0,0,0,0,26,,0
680,0,고대 무덤 지대,23960.0,11366.0,799.481995,479.0,22061,25,0,26,,
681,0,리턴드 결사단 야영지,0.0,0.0,0.0,0.0,0,0,0,26,,
682,0,고대 무덤 지대,0.0,0.0,0.0,0.0,0,0,0,26,,
683,0,참사총,0.0,0.0,0.0,0.0,0,0,0,26,,0
684,0,침묵의 호수,0.0,0.0,0.0,0.0,0,0,0,26,0,0
685,0,호숫가의 집,0.0,0.0,0.0,0.0,0,0,0,26,,0
686,0,야타 방목지,0.0,0.0,0.0,0.0,0,0,0,21,0,0
687,0,호랑이 눈,0.0,0.0,0.0,0.0,0,0,0,21,,189
688,0,코볼트 동굴,21053.0,8921.0,428.949646,257.0,22021,24,0,21,,
689,0,의식의 폭포,0.0,0.0,0.0,0.0,0,0,0,21,0,0
690,0,불꽃 매 협곡,0.0,0.0,0.0,0.0,0,0,0,21,0,0
691,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,21,,208
692,0,폐기장 관리소,0.0,0.0,0.0,0.0,0,0,0,21,0,0
693,0,조르가 야영지,0.0,0.0,0.0,0.0,0,0,0,21,,
694,0,할 하파,0.0,0.0,0.0,0.0,0,0,0,21,,
695,0,토끼굴,0.0,0.0,0.0,0.0,0,0,0,21,0,0
696,0,새끼거미 서식지,0.0,0.0,0.0,0.0,0,0,0,21,0,0
697,0,금빛 열매 던지는 곳,0.0,0.0,0.0,0.0,0,0,0,21,0,0
698,0,꿈꾸는 오솔길,0.0,0.0,0.0,0.0,0,0,0,21,0,0
699,0,일군 땅,0.0,0.0,0.0,0.0,0,0,0,21,0,0
700,0,별똥별 광산 : 6 현인의 석상,0.0,0.0,0.0,0.0,0,0,0,20,0,0
701,0,순록 회유지 : 순록 회유로,0.0,0.0,0.0,0.0,0,0,0,20,0,0
702,0,순록 회유지,0.0,0.0,0.0,0.0,0,0,0,20,0,0
703,0,영광의 다리,0.0,0.0,0.0,0.0,0,0,0,20,0,0
704,0,청동봉우리,0.0,0.0,0.0,0.0,0,0,0,20,0,0
705,0,청동봉우리 : 주거지역,0.0,0.0,0.0,0.0,0,0,0,20,,208
706,0,씨앗 광산,0.0,0.0,0.0,0.0,0,0,0,20,0,0
707,0,아스트라의 동굴,0.0,0.0,0.0,0.0,0,0,0,20,0,0
708,0,검독수리마루 마을,0.0,0.0,0.0,0.0,0,0,0,20,0,0
709,0,세상에서 가장 높은 곳에 있는 여관,0.0,0.0,0.0,0.0,0,0,0,20,0,0
710,0,땅굴,0.0,0.0,0.0,0.0,0,0,0,20,0,0
711,0,구멍난 골짜기 : 눈사태 현장,0.0,0.0,0.0,0.0,0,0,0,20,0,0
712,0,구멍난 골짜기 : 만년설 채집 시설,0.0,0.0,0.0,0.0,0,0,0,20,0,0
713,0,구멍난 골짜기 : 찬바람 동굴,0.0,0.0,0.0,0.0,0,0,0,20,0,0
