id,quest_monster_group_id,npc_id
3048,477,9569
3049,477,9739
3050,478,4552
3051,478,9559
3052,478,9554
3053,478,4551
3054,479,9560
3055,479,9707
3056,480,9542
3057,480,9687
3058,480,4559
3059,480,9541
3060,480,9543
3061,481,4553
3062,481,4554
3063,481,4555
3064,481,4567
3065,481,4568
3066,481,4569
3067,481,4570
3068,481,9752
3069,482,1032
3070,482,1030
3071,482,1031
3072,482,1099
3073,483,1280
3074,483,1326
3075,483,1339
3076,484,3701
3077,484,4505
3078,485,972
3079,485,8938
3080,486,8714
3081,486,8715
3082,486,8716
3083,486,8717
3084,486,8718
3085,486,8719
3086,486,8720
3087,486,8721
3088,486,8722
3089,486,8724
3090,486,8725
3091,486,8726
3092,486,8727
3093,486,8728
3094,486,8729
3095,486,8730
3096,486,8731
3097,486,8756
3098,486,8757
3099,486,8759
3100,486,8760
3101,486,8761
3102,486,8762
3103,486,8763
3104,486,8764
3105,486,8765
3106,487,8732
3107,487,8753
3108,487,8754
3109,488,8775
3110,488,8776
3111,336,965
3112,298,972
3113,298,8938
3115,298,1056
3116,336,969
3117,336,8868
3119,489,1100
3120,489,8943
3121,329,1100
3123,329,985
3124,329,1011
3125,331,1120
3126,331,1121
3127,332,8926
3128,332,8927
3129,332,8930
3130,332,8931
3131,334,1101
3132,334,962
3133,334,962
3134,333,1103
3135,335,8939
3136,298,968
3137,335,987
3138,299,9530
3139,490,8766
3140,344,1273
3141,401,1378
3142,401,1359
3143,401,1358
3144,401,1357
3145,401,1303
3146,401,1302
3147,492,3723
3148,492,3724
3149,493,1592
3150,493,1593
3151,493,1594
3152,493,1595
3153,494,3723
3154,494,3724
3155,494,10079
3156,495,3700
3157,495,3702
3158,495,3701
3159,495,4505
3160,495,3692
3161,495,3693
3162,495,3694
3163,495,3695
3164,496,3616
3165,497,467
3166,498,569
3171,497,465
3172,497,475
3173,497,952
3174,499,3512
3175,499,3630
3176,499,3611
3177,499,3533
3178,499,3542
3179,499,390
3180,499,624
3181,499,7816
3182,499,5931
3183,499,591
3184,499,582
3185,499,7825
3186,499,10559
3187,500,4239
3188,501,5660
3189,502,9832
3190,503,12101
3191,503,4261
3192,503,10734
3193,503,5514
3194,503,8833
3195,503,5698
3196,503,5673
3197,503,4296
3198,503,5769
3199,503,4271
3200,503,3428
3201,503,7893
3202,503,2998
3203,503,3015
3204,41,10137
3205,41,12403
3206,503,12444
3207,499,12443
3208,504,4491
3209,504,4492
3210,504,4495
3211,504,4496
3212,505,9797
3213,505,12189
3214,506,1204
3215,506,1205
3216,506,1206
3217,506,1207
3218,507,4498
3219,507,4499
3220,508,10484
3221,508,10485
3222,508,10489
3223,508,10517
3224,508,10527
3225,508,10945
3226,504,4497
3227,504,4494
3228,507,4500
3229,509,12718
3230,509,12901
3231,510,12719
3232,510,12902
3234,512,13003
3235,512,13004
3238,516,2036
3239,516,2037
3240,516,2038
3241,517,13156
3242,517,13157
3243,518,13243
3244,519,13244
3245,520,13245
3246,521,13246
3247,522,13289
3248,522,13290
3249,522,13291
3250,523,13495
3251,523,13494
3254,525,13300
3255,525,13354
3256,526,7823
3257,526,7824
3258,527,1313
3259,527,2435
3260,527,2955
3261,527,3062
3262,527,3151
3263,527,10088
3264,527,10105
3266,527,10305
3267,527,13289
3268,527,13290
3269,527,13291
3270,527,13334
3271,527,13494
3272,527,13495
3273,527,13562
3274,528,13041
3275,528,13064
3276,528,13125
3277,528,13126
3278,528,13127
3279,528,13128
3280,529,4827
3281,529,4828
3282,530,5790
3283,530,5791
3284,530,5792
3285,531,13784
3286,531,13785
3287,532,13786
3288,532,13770
3289,533,13787
3290,534,13788
3291,535,13790
3292,536,13789
3293,537,13684
3294,538,13649
3295,538,13663
3296,539,13869
3297,539,13879
3298,539,13880
3299,539,13881
3300,540,13882
3301,540,13883
3302,540,13884
3303,540,13885
3304,540,13886
3305,541,13890
3306,541,13891
3307,541,13892
3308,541,13893
3309,541,13894
3310,542,13895
3311,542,13896
3312,542,13897
3315,544,8525
3316,544,7739
3317,544,8207
3318,544,1023
3319,544,2192
3320,544,637
3321,544,8569
3322,544,5712
3323,544,7620
3324,544,2548
3325,544,8572
3326,544,7427
3327,544,7555
3328,544,1512
3329,544,8712
3330,538,13652
3348,545,4331
3350,545,4332
3351,545,4333
3352,545,4334
3353,545,4335
3354,545,4356
3356,545,12930
3357,545,12934
3359,547,4331
3360,547,4332
3361,547,4333
3362,547,4334
3363,547,4335
3364,547,4356
3366,547,12935
3368,547,12933
3370,548,4331
3371,548,4332
3372,548,4333
3373,548,4334
3374,548,4335
3375,548,4356
3377,546,4331
3378,546,4332
3379,546,4333
3380,546,4334
3381,546,4335
3382,546,12931
3383,546,12932
3384,548,12928
3385,548,12929
3386,545,12926
3387,547,12926
3388,548,12926
3389,546,12926
3390,532,14078
3391,549,879
3392,549,880
3393,549,1506
3394,549,2586
3395,549,3577
3396,549,5109
3397,549,5111
3398,549,5392
3399,549,8630
3400,549,9073
3401,549,9657
3402,550,13389
3403,550,13792
