id,item_id,slot_type_id,type_id,base_enchantable,asset_id,mod_set_id,eiset_id,or_unit_reqs,repairable,durability_multiplier,base_equipment,recharge_buff_id,charge_lifetime,charge_count,useAsStat,skin_kind_id
2372,13791,5,1,t,547,,,f,t,100,t,,0,0,t,3
2373,13792,1,1,t,542,,,f,t,100,t,,0,0,t,3
2374,13793,3,1,t,543,,,f,t,100,t,,0,0,t,3
2375,13794,6,1,t,545,,,f,t,100,t,,0,0,t,3
2376,13795,4,1,t,0,,,f,t,100,t,,0,0,t,1
2377,13796,1,2,t,1379,,,f,t,100,t,,0,0,t,3
2379,13798,8,2,t,0,,,f,t,100,t,,0,0,t,1
2381,13800,4,2,t,0,,,f,t,100,t,,0,0,t,1
2383,13802,7,2,t,555,,,f,t,100,t,,0,0,t,3
2384,13803,3,3,t,592,,,f,t,100,t,,0,0,t,3
2385,13804,8,3,t,0,,,f,t,100,t,,0,0,t,1
2386,13805,6,3,t,594,,,f,t,100,t,,0,0,t,3
2387,13806,1,3,t,591,,,f,t,100,t,,0,0,t,3
2388,13807,4,3,t,0,,,f,t,100,t,,0,0,t,1
2389,13808,5,3,t,596,,,f,t,100,t,,0,0,t,3
2390,13809,7,3,t,597,,,f,t,100,t,,0,0,t,3
2391,13812,1,4,t,1726,,,f,t,100,f,,0,0,t,1
2392,13813,3,3,t,983,,,f,t,100,t,,0,0,t,3
2393,13814,5,3,t,1702,,,f,t,100,t,,0,0,t,3
2394,13815,6,4,t,1729,,,f,t,100,f,,0,0,t,1
2395,13816,7,4,t,1730,,,f,t,100,f,,0,0,t,1
2396,13837,1,1,t,1115,,,f,t,100,t,,0,0,t,3
2397,13838,3,1,t,0,,,f,t,100,t,,0,0,t,3
2398,13839,8,1,t,0,,,f,t,100,t,,0,0,t,1
2399,13840,6,1,t,804,,,f,t,100,t,,0,0,t,3
2400,13841,4,1,t,0,,,f,t,100,t,,0,0,t,1
2401,13842,5,1,t,811,,,f,t,100,t,,0,0,t,3
2402,13843,7,1,t,805,,,f,t,100,t,,0,0,t,3
2403,14157,7,1,t,548,,,f,t,100,t,,0,0,t,3
2407,14161,1,1,t,681,,,f,t,100,t,,0,0,t,3
2408,14162,3,1,t,682,,,f,t,100,t,,0,0,t,3
2409,14163,6,1,t,684,,,f,t,100,t,,0,0,t,3
2410,14164,5,1,t,686,,,f,t,100,t,,0,0,t,3
2411,14165,7,1,t,687,,,f,t,100,t,,0,0,t,3
2412,14227,1,3,t,987,,,f,t,100,t,,0,0,t,3
2413,14228,1,3,t,982,,,f,t,100,t,,0,0,t,3
2414,14229,1,3,t,982,,,f,t,100,t,,0,0,t,3
2415,14230,1,3,t,982,,,f,t,100,t,,0,0,t,3
2416,14231,3,3,t,988,,,f,t,100,t,,0,0,t,3
2417,14232,3,3,t,564,,,f,t,100,t,,0,0,t,3
2418,14233,3,3,t,564,,,f,t,100,t,,0,0,t,3
2419,14234,3,3,t,564,,,f,t,100,t,,0,0,t,3
2420,14235,4,3,t,0,,,f,t,100,t,,0,0,t,1
2421,14236,4,3,t,0,,,f,t,100,t,,0,0,t,1
2422,14237,4,3,t,0,,,f,t,100,t,,0,0,t,1
2423,14238,4,3,t,0,,,f,t,100,t,,0,0,t,1
2424,14239,5,3,t,990,,,f,t,100,t,,0,0,t,3
2425,14240,5,3,t,568,,,f,t,100,t,,0,0,t,3
2426,14241,5,3,t,568,,,f,t,100,t,,0,0,t,3
2427,14242,5,3,t,568,,,f,t,100,t,,0,0,t,3
2428,14243,6,3,t,989,,,f,t,100,t,,0,0,t,3
2429,14244,6,3,t,566,,,f,t,100,t,,0,0,t,3
2430,14245,6,3,t,566,,,f,t,100,t,,0,0,t,3
2431,14246,6,3,t,566,,,f,t,100,t,,0,0,t,3
2432,14247,1,2,t,681,,,f,t,100,t,,0,0,t,3
2433,14248,1,2,t,681,,,f,t,100,t,,0,0,t,3
2434,14249,1,2,t,681,,,f,t,100,t,,0,0,t,3
2435,14250,1,2,t,681,,,f,t,100,t,,0,0,t,3
2436,14251,7,3,t,991,,,f,t,100,t,,0,0,t,3
2437,14252,7,3,t,569,,,f,t,100,t,,0,0,t,3
2438,14253,7,3,t,569,,,f,t,100,t,,0,0,t,3
2439,14254,7,3,t,569,,,f,t,100,t,,0,0,t,3
2440,14255,8,3,t,0,,,f,t,100,t,,0,0,t,1
2441,14256,8,3,t,0,,,f,t,100,t,,0,0,t,1
2442,14257,8,3,t,0,,,f,t,100,t,,0,0,t,1
2443,14258,8,3,t,0,,,f,t,100,t,,0,0,t,1
2444,14259,3,2,t,682,,,f,t,100,t,,0,0,t,3
2445,14260,3,2,t,682,,,f,t,100,t,,0,0,t,3
2446,14261,3,2,t,682,,,f,t,100,t,,0,0,t,3
2447,14262,3,2,t,682,,,f,t,100,t,,0,0,t,3
2448,14263,4,2,t,0,,,f,t,100,t,,0,0,t,1
2449,14264,4,2,t,0,,,f,t,100,t,,0,0,t,1
2450,14265,4,2,t,0,,,f,t,100,t,,0,0,t,1
2451,14266,4,2,t,0,,,f,t,100,t,,0,0,t,1
2452,14267,5,2,t,686,,,f,t,100,t,,0,0,t,3
2453,14268,5,2,t,686,,,f,t,100,t,,0,0,t,3
2454,14269,5,2,t,686,,,f,t,100,t,,0,0,t,3
2455,14270,5,2,t,686,,,f,t,100,t,,0,0,t,3
2456,14271,6,2,t,580,,,f,t,100,t,,0,0,t,3
2457,14272,6,2,t,580,,,f,t,100,t,,0,0,t,3
2458,14273,6,2,t,580,,,f,t,100,t,,0,0,t,3
2459,14274,6,2,t,580,,,f,t,100,t,,0,0,t,3
2460,14275,7,2,t,687,,,f,t,100,t,,0,0,t,3
2461,14276,7,2,t,687,,,f,t,100,t,,0,0,t,3
2462,14277,7,2,t,687,,,f,t,100,t,,0,0,t,3
2463,14278,7,2,t,687,,,f,t,100,t,,0,0,t,3
2464,14279,8,2,t,0,,,f,t,100,t,,0,0,t,1
2465,14280,8,2,t,0,,,f,t,100,t,,0,0,t,1
2466,14281,8,2,t,0,,,f,t,100,t,,0,0,t,1
2467,14282,8,2,t,0,,,f,t,100,t,,0,0,t,1
2468,14283,1,1,t,674,,,f,t,100,t,,0,0,t,3
2469,14284,1,1,t,674,,,f,t,100,t,,0,0,t,3
2470,14285,1,1,t,674,,,f,t,100,t,,0,0,t,3
2471,14286,1,1,t,674,,,f,t,100,t,,0,0,t,3
2472,14287,3,1,t,675,,,f,t,100,t,,0,0,t,3
2473,14288,3,1,t,675,,,f,t,100,t,,0,0,t,3
2474,14289,3,1,t,675,,,f,t,100,t,,0,0,t,3
2475,14290,3,1,t,675,,,f,t,100,t,,0,0,t,3
2476,14291,4,1,t,0,,,f,t,100,t,,0,0,t,1
2477,14292,4,1,t,0,,,f,t,100,t,,0,0,t,1
2478,14293,4,1,t,0,,,f,t,100,t,,0,0,t,1
2479,14294,4,1,t,0,,,f,t,100,t,,0,0,t,1
2480,14295,5,1,t,679,,,f,t,100,t,,0,0,t,3
2481,14296,5,1,t,679,,,f,t,100,t,,0,0,t,3
2482,14297,5,1,t,679,,,f,t,100,t,,0,0,t,3
2483,14298,5,1,t,679,,,f,t,100,t,,0,0,t,3
2484,14299,6,1,t,804,,,f,t,100,t,,0,0,t,3
2485,14300,6,1,t,804,,,f,t,100,t,,0,0,t,3
2486,14301,6,1,t,804,,,f,t,100,t,,0,0,t,3
2487,14302,6,1,t,804,,,f,t,100,t,,0,0,t,3
2488,14303,7,1,t,789,,,f,t,100,t,,0,0,t,3
2489,14304,7,1,t,789,,,f,t,100,t,,0,0,t,3
2490,14305,7,1,t,789,,,f,t,100,t,,0,0,t,3
2491,14306,7,1,t,789,,,f,t,100,t,,0,0,t,3
2492,14307,8,1,t,0,,,f,t,100,t,,0,0,t,1
2493,14308,8,1,t,0,,,f,t,100,t,,0,0,t,1
2494,14309,8,1,t,0,,,f,t,100,t,,0,0,t,1
2495,14310,8,1,t,0,,,f,t,100,t,,0,0,t,1
2506,14342,1,1,t,1769,,,f,t,100,t,,0,0,t,3
2507,14343,3,1,t,1770,,,f,t,100,t,,0,0,t,3
2508,14344,6,1,t,1772,,,f,t,100,t,,0,0,t,3
2509,14345,5,1,t,1771,,,f,t,100,t,,0,0,t,3
2510,14346,7,1,t,1773,,,f,t,100,t,,0,0,t,3
2511,14347,1,1,t,1002,,,f,t,100,t,,0,0,t,3
2512,14348,3,1,t,1003,,,f,t,100,t,,0,0,t,3
2513,14349,6,1,t,1005,,,f,t,100,t,,0,0,t,3
2514,14350,5,1,t,1004,,,f,t,100,t,,0,0,t,3
2515,14351,7,1,t,1006,,,f,t,100,t,,0,0,t,3
2516,14352,1,1,t,1007,,,f,t,100,t,,0,0,t,3
2517,14353,3,1,t,1008,,,f,t,100,t,,0,0,t,3
2518,14354,6,1,t,1010,,,f,t,100,t,,0,0,t,3
2519,14355,5,1,t,1009,,,f,t,100,t,,0,0,t,3
2520,14356,7,1,t,1011,,,f,t,100,t,,0,0,t,3
2521,14357,1,1,t,832,,,f,t,100,t,,0,0,t,3
2522,14358,3,1,t,786,,,f,t,100,t,,0,0,t,3
2523,14359,6,1,t,801,,,f,t,100,t,,0,0,t,3
2524,14360,5,1,t,788,,,f,t,100,t,,0,0,t,3
2525,14361,7,1,t,789,,,f,t,100,t,,0,0,t,3
2526,14362,1,1,t,1012,,,f,t,100,t,,0,0,t,3
2527,14363,3,1,t,1013,,,f,t,100,t,,0,0,t,3
2528,14364,6,1,t,1015,,,f,t,100,t,,0,0,t,3
2529,14365,5,1,t,1995,,,f,t,100,t,,0,0,t,3
2530,14366,7,1,t,1736,,,f,t,100,t,,0,0,t,3
2531,14367,5,2,t,530,,,f,t,100,t,,0,0,t,3
2532,14368,3,1,t,1396,,,f,t,100,t,,0,0,t,3
2533,14369,6,1,t,1398,,,f,t,100,t,,0,0,t,3
2534,14370,6,2,t,529,,,f,t,100,t,,0,0,t,3
2535,14371,7,1,t,1399,,,f,t,100,t,,0,0,t,3
2536,14372,1,2,t,1389,,,f,t,100,t,,0,0,t,3
2537,14373,3,2,t,1390,,,f,t,100,t,,0,0,t,3
2538,14374,6,2,t,1392,,,f,t,100,t,,0,0,t,3
2539,14375,5,1,t,1391,,,f,t,100,t,,0,0,t,3
2540,14376,7,2,t,1393,,,f,t,100,t,,0,0,t,3
2541,14412,1,2,t,935,,,f,t,100,t,,0,0,t,3
2542,14413,3,1,t,936,,,f,t,100,t,,0,0,t,3
2543,14414,6,2,t,937,,,f,t,100,t,,0,0,t,3
2544,14415,5,1,t,938,,,f,t,100,t,,0,0,t,3
2545,14416,7,2,t,939,,,f,t,100,t,,0,0,t,3
2546,14417,1,2,t,1433,,,f,t,100,t,,0,0,t,3
2547,14418,3,2,t,1434,,,f,t,100,t,,0,0,t,3
2548,14419,6,2,t,1436,,,f,t,100,t,,0,0,t,3
2549,14420,5,2,t,1435,,,f,t,100,t,,0,0,t,3
2550,14421,7,2,t,1437,,,f,t,100,t,,0,0,t,3
2551,14422,1,2,t,1052,,,f,t,100,t,,0,0,t,3
2552,14423,3,2,t,1053,,,f,t,100,t,,0,0,t,3
2553,14424,6,2,t,1055,,,f,t,100,t,,0,0,t,3
2554,14425,5,2,t,1054,,,f,t,100,t,,0,0,t,3
2555,14426,7,2,t,1056,,,f,t,100,t,,0,0,t,3
2561,14432,1,1,t,1204,,,f,t,100,t,,0,0,t,3
2562,14433,3,1,t,1205,,,f,t,100,t,,0,0,t,3
2563,14434,6,1,t,1207,,,f,t,100,t,,0,0,t,3
2564,14435,5,1,t,1206,,,f,t,100,t,,0,0,t,3
2565,14436,7,1,t,1208,,,f,t,100,t,,0,0,t,3
2566,14437,1,1,t,1209,,,f,t,100,t,,0,0,t,3
2567,14438,3,1,t,1210,,,f,t,100,t,,0,0,t,3
2568,14439,6,1,t,1212,,,f,t,100,t,,0,0,t,3
2569,14440,5,1,t,1211,,,f,t,100,t,,0,0,t,3
2570,14441,7,1,t,1213,,,f,t,100,t,,0,0,t,3
2571,14442,1,1,t,1170,,,f,t,100,t,,0,0,t,3
2572,14443,3,1,t,1171,,,f,t,100,t,,0,0,t,3
2573,14444,6,1,t,1173,,,f,t,100,t,,0,0,t,3
2574,14445,5,1,t,1172,,,f,t,100,t,,0,0,t,3
2575,14446,7,1,t,1174,,,f,t,100,t,,0,0,t,3
2576,14447,1,1,t,1042,,,f,t,100,t,,0,0,t,3
2577,14448,3,1,t,1043,,,f,t,100,t,,0,0,t,3
2578,14449,6,1,t,1045,,,f,t,100,t,,0,0,t,3
2579,14450,5,1,t,1044,,,f,t,100,t,,0,0,t,3
2580,14451,7,1,t,1046,,,f,t,100,t,,0,0,t,3
2581,14452,1,2,t,1240,,,f,t,100,t,,0,0,t,3
2582,14453,3,2,t,1241,,,f,t,100,t,,0,0,t,3
2583,14454,6,2,t,1243,,,f,t,100,t,,0,0,t,3
2584,14455,5,2,t,1242,,,f,t,100,t,,0,0,t,3
2585,14456,7,2,t,1244,,,f,t,100,t,,0,0,t,3
2586,14457,1,2,t,577,,,f,t,100,t,,0,0,t,3
2587,14458,3,2,t,578,,,f,t,100,t,,0,0,t,3
2588,14459,6,2,t,580,,,f,t,100,t,,0,0,t,3
2589,14460,5,2,t,582,,,f,t,100,t,,0,0,t,3
2590,14461,7,2,t,583,,,f,t,100,t,,0,0,t,3
2591,14462,1,2,t,1047,,,f,t,100,t,,0,0,t,3
2592,14463,3,2,t,1048,,,f,t,100,t,,0,0,t,3
2593,14464,6,2,t,1050,,,f,t,100,t,,0,0,t,3
2594,14465,5,2,t,1049,,,f,t,100,t,,0,0,t,3
2595,14466,7,2,t,1051,,,f,t,100,t,,0,0,t,3
2596,14467,1,1,t,905,,,f,t,100,t,,0,0,t,3
2597,14468,3,1,t,906,,,f,t,100,t,,0,0,t,3
2598,14469,6,1,t,907,,,f,t,100,t,,0,0,t,3
2599,14470,5,1,t,908,,,f,t,100,t,,0,0,t,3
2600,14471,7,1,t,909,,,f,t,100,t,,0,0,t,3
2601,14529,3,1,t,901,,,f,t,100,t,,0,0,t,3
2602,14530,1,1,t,900,,,f,t,100,t,,0,0,t,3
2603,14531,5,1,t,903,,,f,t,100,t,,0,0,t,3
2604,14532,7,1,t,0,,,f,t,100,t,,0,0,t,3
2606,14534,1,2,t,1379,,,f,t,100,t,,0,0,t,3
2607,14535,1,2,t,1384,,,f,t,100,t,,0,0,t,3
2608,14536,3,1,t,1166,,,f,t,100,t,,0,0,t,3
2609,14537,5,1,t,1167,,,f,t,100,t,,0,0,t,3
2610,14538,1,1,t,1165,,,f,t,100,t,,0,0,t,3
2611,14539,7,1,t,1169,,,f,t,100,t,,0,0,t,3
2612,14540,6,1,t,1168,,,f,t,100,t,,0,0,t,3
2613,14541,1,1,t,0,,,f,t,100,t,,0,0,t,3
2614,14542,1,1,t,1189,,,f,t,100,t,,0,0,t,3
2615,14543,5,1,t,1191,,,f,t,100,t,,0,0,t,3
2616,14544,1,1,t,1779,,,f,t,100,t,,0,0,t,3
2632,14560,3,1,t,1200,,,f,t,100,t,,0,0,t,3
2633,14561,5,5,t,1201,,,f,t,100,f,,0,0,t,3
2634,14562,1,1,t,1199,,,f,t,100,t,,0,0,t,3
2635,14563,7,5,t,1203,,,f,t,100,f,,0,0,t,3
2636,14564,6,1,t,1202,,,f,t,100,t,,0,0,t,3
2637,14565,1,4,t,982,,,f,t,100,f,,0,0,t,1
2638,14589,7,1,t,680,,,f,t,100,t,,0,0,t,3
2639,14646,5,3,t,1450,,,f,t,100,t,,0,0,t,3
2640,14647,5,2,t,1522,,,f,t,100,t,,0,0,t,3
2641,14648,5,1,t,1602,,,f,t,100,t,,0,0,t,3
2642,14649,3,3,t,1444,,,f,t,100,t,,0,0,t,3
2643,14650,3,2,t,1551,,,f,t,100,t,,0,0,t,3
2644,14651,3,1,t,1641,,,f,t,100,t,,0,0,t,3
2647,14664,5,2,t,938,,,f,t,100,t,,0,0,t,3
2648,14665,5,3,t,985,,,f,t,100,t,,0,0,t,3
2649,14666,5,1,t,908,,,f,t,100,t,,0,0,t,3
2654,14790,6,1,t,1102,,,f,t,100,t,,0,0,t,3
2655,14819,3,2,t,1100,,,f,t,100,t,,0,0,t,3
2656,14820,3,2,t,1103,,,f,t,100,t,,0,0,t,3
2657,14846,5,1,t,1104,,,f,t,100,t,,0,0,t,3
2701,15072,8,3,t,0,,,f,t,100,t,,0,0,t,1
2702,15073,8,3,t,0,,,f,t,100,t,,0,0,t,1
2703,15074,8,3,t,0,,,f,t,100,t,,0,0,t,1
2704,15075,8,2,t,0,,,f,t,100,t,,0,0,t,1
2705,15076,8,2,t,0,,,f,t,100,t,,0,0,t,1
2706,15077,8,2,t,0,,,f,t,100,t,,0,0,t,1
2707,15078,8,1,t,0,,,f,t,100,t,,0,0,t,1
2708,15079,8,1,t,0,,,f,t,100,t,,0,0,t,1
2709,15080,8,1,t,0,,,f,t,100,t,,0,0,t,1
2710,15081,7,3,t,1483,,,f,t,100,t,,0,0,t,3
2711,15082,7,3,t,1483,,,f,t,100,t,,0,0,t,3
2712,15083,7,3,t,1483,,,f,t,100,t,,0,0,t,3
2713,15084,7,2,t,1544,,,f,t,100,t,,0,0,t,3
2714,15085,7,2,t,1544,,,f,t,100,t,,0,0,t,3
2715,15086,7,2,t,1544,,,f,t,100,t,,0,0,t,3
2716,15087,7,1,t,1624,,,f,t,100,t,,0,0,t,3
2717,15088,7,1,t,1624,,,f,t,100,t,,0,0,t,3
2718,15089,7,1,t,1624,,,f,t,100,t,,0,0,t,3
2719,15098,6,3,t,1471,,,f,t,100,t,,0,0,t,3
2720,15099,6,3,t,1471,,,f,t,100,t,,0,0,t,3
2721,15100,6,3,t,1471,,,f,t,100,t,,0,0,t,3
2722,15101,6,2,t,1538,,,f,t,100,t,,0,0,t,3
2723,15102,6,2,t,1538,,,f,t,100,t,,0,0,t,3
2724,15103,6,2,t,1538,,,f,t,100,t,,0,0,t,3
2725,15104,6,1,t,1608,,,f,t,100,t,,0,0,t,3
2726,15105,6,1,t,1608,,,f,t,100,t,,0,0,t,3
2727,15106,6,1,t,1608,,,f,t,100,t,,0,0,t,3
2728,15107,5,3,t,1450,,,f,t,100,t,,0,0,t,3
2729,15108,5,3,t,1450,,,f,t,100,t,,0,0,t,3
2730,15109,5,3,t,1450,,,f,t,100,t,,0,0,t,3
2731,15110,5,2,t,1522,,,f,t,100,t,,0,0,t,3
2732,15111,5,2,t,1522,,,f,t,100,t,,0,0,t,3
2733,15112,5,2,t,1522,,,f,t,100,t,,0,0,t,3
2734,15113,5,1,t,1602,,,f,t,100,t,,0,0,t,3
2735,15114,5,1,t,1602,,,f,t,100,t,,0,0,t,3
2736,15115,5,1,t,1602,,,f,t,100,t,,0,0,t,3
2737,15134,3,3,t,1464,,,f,t,100,t,,0,0,t,3
2738,15135,3,3,t,1464,,,f,t,100,t,,0,0,t,3
2739,15136,3,3,t,1464,,,f,t,100,t,,0,0,t,3
2740,15137,3,2,t,1561,,,f,t,100,t,,0,0,t,3
2741,15138,3,2,t,1561,,,f,t,100,t,,0,0,t,3
2742,15139,3,2,t,1561,,,f,t,100,t,,0,0,t,3
2743,15140,3,1,t,1611,,,f,t,100,t,,0,0,t,3
2744,15141,3,1,t,1611,,,f,t,100,t,,0,0,t,3
2745,15142,3,1,t,1611,,,f,t,100,t,,0,0,t,3
2746,15143,4,3,t,0,,,f,t,100,t,,0,0,t,1
2747,15144,4,3,t,0,,,f,t,100,t,,0,0,t,1
2748,15145,4,3,t,0,,,f,t,100,t,,0,0,t,1
2749,15146,4,2,t,0,,,f,t,100,t,,0,0,t,1
2750,15147,4,2,t,0,,,f,t,100,t,,0,0,t,1
2751,15149,4,2,t,0,,,f,t,100,t,,0,0,t,1
2752,15153,4,1,t,0,,,f,t,100,t,,0,0,t,1
2753,15154,4,1,t,0,,,f,t,100,t,,0,0,t,1
2754,15155,4,1,t,0,,,f,t,100,t,,0,0,t,1
2755,15165,1,3,t,1443,,,f,t,100,t,,0,0,t,3
2756,15166,1,3,t,1443,,,f,t,100,t,,0,0,t,3
2757,15167,1,3,t,1443,,,f,t,100,t,,0,0,t,3
2758,15168,1,2,t,1525,,,f,t,100,t,,0,0,t,3
2759,15169,1,2,t,1525,,,f,t,100,t,,0,0,t,3
2760,15170,1,2,t,1525,,,f,t,100,t,,0,0,t,3
2761,15171,1,1,t,1630,,,f,t,100,t,,0,0,t,3
2762,15172,1,1,t,1630,,,f,t,100,t,,0,0,t,3
2763,15173,1,1,t,1630,,,f,t,100,t,,0,0,t,3
2764,15213,8,3,t,0,,,f,t,100,t,,0,0,t,1
2765,15214,8,2,t,0,,,f,t,100,t,,0,0,t,1
2766,15215,8,1,t,0,,,f,t,100,t,,0,0,t,1
2767,15216,7,3,t,1457,,,f,t,100,t,,0,0,t,3
2768,15217,7,2,t,1549,,,f,t,100,t,,0,0,t,3
2769,15218,7,1,t,1609,,,f,t,100,t,,0,0,t,3
2770,15222,6,3,t,1461,,,f,t,100,t,,0,0,t,3
2771,15223,6,2,t,1538,,,f,t,100,t,,0,0,t,3
2772,15224,6,1,t,1643,,,f,t,100,t,,0,0,t,3
2773,15225,5,3,t,1450,,,f,t,100,t,,0,0,t,3
2774,15226,5,2,t,1542,,,f,t,100,t,,0,0,t,3
2775,15227,5,1,t,1632,,,f,t,100,t,,0,0,t,3
2776,15231,3,3,t,1474,,,f,t,100,t,,0,0,t,3
2777,15232,3,2,t,1526,,,f,t,100,t,,0,0,t,3
2778,15233,3,1,t,1636,,,f,t,100,t,,0,0,t,3
2779,15234,4,3,t,0,,,f,t,100,t,,0,0,t,1
2780,15235,4,2,t,0,,,f,t,100,t,,0,0,t,1
2781,15236,4,1,t,0,,,f,t,100,t,,0,0,t,1
2782,15237,1,3,t,1458,,,f,t,100,t,,0,0,t,3
2783,15238,1,2,t,1555,,,f,t,100,t,,0,0,t,3
2784,15239,1,1,t,1625,,,f,t,100,t,,0,0,t,3
2788,15252,7,3,t,1457,,,f,t,100,t,,0,0,t,3
2789,15253,7,2,t,1549,,,f,t,100,t,,0,0,t,3
2790,15254,7,1,t,1609,,,f,t,100,t,,0,0,t,3
2791,15258,6,3,t,1461,,,f,t,100,t,,0,0,t,3
2792,15259,6,2,t,1538,,,f,t,100,t,,0,0,t,3
2793,15260,6,1,t,1643,,,f,t,100,t,,0,0,t,3
2794,15261,5,3,t,1450,,,f,t,100,t,,0,0,t,3
2795,15262,5,2,t,1542,,,f,t,100,t,,0,0,t,3
2796,15263,5,1,t,1632,,,f,t,100,t,,0,0,t,3
2797,15267,3,3,t,1474,,,f,t,100,t,,0,0,t,3
2798,15268,3,2,t,1526,,,f,t,100,t,,0,0,t,3
2799,15269,3,1,t,1636,,,f,t,100,t,,0,0,t,3
2800,15270,4,3,t,0,,,f,t,100,t,,0,0,t,1
2801,15271,4,2,t,0,,,f,t,100,t,,0,0,t,1
2802,15272,4,1,t,0,,,f,t,100,t,,0,0,t,1
2803,15273,1,3,t,1458,,,f,t,100,t,,0,0,t,3
2804,15274,1,2,t,1555,,,f,t,100,t,,0,0,t,3
2805,15275,1,1,t,1625,,,f,t,100,t,,0,0,t,3
2807,15538,3,1,t,1108,,,f,t,100,t,,0,0,t,3
2808,15539,3,5,t,1105,,,f,t,100,f,,0,0,t,3
2809,15540,7,1,t,1107,,,f,t,100,t,,0,0,t,3
2810,15541,3,5,t,1108,,,f,t,100,f,,0,0,t,3
2811,15542,7,1,t,1109,,,f,t,100,t,,0,0,t,3
2812,15547,1,4,t,1110,,,f,t,100,f,,0,0,t,1
2813,15548,3,4,t,1111,,,f,t,100,f,,0,0,t,1
2814,15549,6,4,t,1113,,,f,t,100,f,,0,0,t,1
2815,15550,5,4,t,1112,,,f,t,100,f,,0,0,t,1
2816,15551,7,4,t,1114,,,f,t,100,f,,0,0,t,1
2817,15562,1,1,t,674,,,f,t,100,t,,0,0,t,3
2819,15575,3,1,t,1187,,,f,t,100,t,,0,0,t,3
2820,15576,5,1,t,1188,,,f,t,100,t,,0,0,t,3
2825,15875,7,3,t,1462,,,f,t,100,t,,0,0,t,3
2829,15917,9,1,t,1300,,,f,t,100,t,,0,0,t,3
2854,15968,9,1,t,1427,,,f,t,100,t,,0,0,t,3
2855,15979,1,1,t,646,,,f,t,100,t,,0,0,t,3
2856,15980,1,1,t,646,,,f,t,100,t,,0,0,t,3
2857,16044,9,1,t,1406,,,f,t,100,t,,0,0,t,3
2858,16055,1,1,t,1395,,,f,t,100,t,,0,0,t,3
2859,16056,5,5,t,1397,,,f,t,100,f,,0,0,t,3
2860,16057,1,2,t,794,,,f,t,100,t,,0,0,t,3
2861,16058,3,2,t,527,,,f,t,100,t,,0,0,t,3
2862,16059,7,5,t,531,,,f,t,100,f,,0,0,t,3
2863,16060,7,2,t,929,,,f,t,100,t,,0,0,t,3
2864,16061,6,2,t,927,,,f,t,100,t,,0,0,t,3
2865,16062,3,2,t,926,,,f,t,100,t,,0,0,t,3
2866,16063,5,2,t,928,,,f,t,100,t,,0,0,t,3
2867,16064,1,2,t,925,,,f,t,100,t,,0,0,t,3
2869,16066,6,1,t,1777,,,f,t,100,t,,0,0,t,3
2870,16067,3,3,t,1727,,,f,t,100,t,,0,0,t,3
2874,16071,6,1,t,545,,,f,t,100,t,,0,0,t,3
2875,16072,3,1,t,543,,,f,t,100,t,,0,0,t,3
2876,16073,5,5,t,547,,,f,t,100,f,,0,0,t,3
2877,16074,1,1,t,542,,,f,t,100,t,,0,0,t,3
2878,16075,7,2,t,555,,,f,t,100,t,,0,0,t,3
2879,16076,6,2,t,1025,,,f,t,100,t,,0,0,t,3
2880,16077,3,2,t,1023,,,f,t,100,t,,0,0,t,3
2881,16078,5,2,t,1024,,,f,t,100,t,,0,0,t,3
2882,16079,1,2,t,1022,,,f,t,100,t,,0,0,t,3
2883,16080,7,5,t,1783,,,f,t,100,f,,0,0,t,3
2884,16081,6,1,t,1782,,,f,t,100,t,,0,0,t,3
2885,16082,3,1,t,1780,,,f,t,100,t,,0,0,t,3
2886,16083,5,5,t,1781,,,f,t,100,f,,0,0,t,3
2887,16084,6,1,t,1419,,,f,t,100,t,,0,0,t,3
2888,16085,7,5,t,1198,,,f,t,100,f,,0,0,t,3
2889,16086,6,1,t,1197,,,f,t,100,t,,0,0,t,3
2890,16087,3,1,t,1195,,,f,t,100,t,,0,0,t,3
2891,16088,5,5,t,1196,,,f,t,100,f,,0,0,t,3
2892,16089,1,1,t,1194,,,f,t,100,t,,0,0,t,3
2893,16090,1,2,t,874,,,f,t,100,t,,0,0,t,3
2894,16091,3,2,t,875,,,f,t,100,t,,0,0,t,3
2895,16092,6,2,t,876,,,f,t,100,t,,0,0,t,3
2896,16093,5,2,t,877,,,f,t,100,t,,0,0,t,3
2897,16094,7,2,t,878,,,f,t,100,t,,0,0,t,3
2898,16095,7,2,t,1388,,,f,t,100,t,,0,0,t,3
2899,16096,5,1,t,1386,,,f,t,100,t,,0,0,t,3
2900,16097,6,2,t,1387,,,f,t,100,t,,0,0,t,3
2901,16098,3,2,t,1385,,,f,t,100,t,,0,0,t,3
2902,16099,1,3,t,556,,,f,t,100,t,,0,0,t,3
2903,16100,1,3,t,1260,,,f,t,100,t,,0,0,t,3
2904,16101,3,3,t,1261,,,f,t,100,t,,0,0,t,3
2905,16102,6,3,t,1263,,,f,t,100,t,,0,0,t,3
2906,16103,5,3,t,1262,,,f,t,100,t,,0,0,t,3
2907,16104,7,3,t,1264,,,f,t,100,t,,0,0,t,3
2908,16106,1,3,t,940,,,f,t,100,t,,0,0,t,3
2909,16107,3,3,t,941,,,f,t,100,t,,0,0,t,3
2910,16108,6,3,t,942,,,f,t,100,t,,0,0,t,3
2911,16109,5,3,t,943,,,f,t,100,t,,0,0,t,3
