id,utf8str,bytes,check_name,check_chat,partial_match
2190,ccival,6,t,f,t
2191,ce발,5,t,f,t
2192,ce부랄,8,t,f,t
2193,chickenshit,11,t,f,t
2194,chinesewhore,12,t,f,f
2195,chingachgook,12,t,f,f
2196,chink,5,t,f,f
2197,chinkiller,10,t,f,t
2198,chinkslope,10,t,f,f
2199,chinksrgay,10,t,f,f
2200,chinkssuck,10,t,f,t
2201,clit,4,t,f,f
2202,clitlicker,10,t,f,f
2203,clitoral,8,t,f,t
2204,clitorious,10,t,f,t
2205,clubero,7,t,f,f
2206,cocheese,8,t,f,f
2207,cockandballs,12,t,f,t
2208,cockboy,7,t,f,t
2209,cockface,8,t,f,t
2210,cockhead,8,t,f,t
2211,cocknballs,10,t,f,t
2212,cocksmoker,10,t,f,t
2213,cocksuck,8,t,f,t
2214,cocksucker,10,t,f,t
2215,coksucker,9,t,f,t
2216,comesek,7,t,f,t
2217,comsek,6,t,f,t
2218,condom,6,t,f,f
2219,coochie,7,t,f,t
2220,cosex,5,t,f,t
2221,cracker,7,t,f,f
2222,crackwhore,10,t,f,f
2223,crap,4,t,f,f
2224,crazychink,10,t,f,t
2225,crazyjap,8,t,f,t
2226,cuckmysock,10,t,f,t
2227,cumbubble,9,t,f,t
2228,cumbucket,9,t,f,t
2229,cumburp,7,t,f,t
2230,cumgargler,10,t,f,f
2231,cumguzzler,10,t,f,f
2232,cumindabum,10,t,f,f
2233,cumlicker,9,t,f,f
2234,cummbubble,10,t,f,t
2235,cumming,7,t,f,f
2236,cumofsomeguy,12,t,f,t
2237,cumonme,7,t,f,t
2238,cumonmytummy,12,t,f,t
2239,cumonu,6,t,f,f
2240,cumquat,7,t,f,f
2241,cumsalot,8,t,f,f
2242,cumshot,7,t,f,t
2243,cumslut,7,t,f,f
2244,cumstain,8,t,f,f
2245,cumswallow,10,t,f,t
2246,cunalingus,10,t,f,t
2247,cungalingus,11,t,f,t
2248,cunnilingus,11,t,f,t
2249,cunningilus,11,t,f,t
2250,cunnt,5,t,f,f
2251,cunntylips,10,t,f,t
2252,cunny,5,t,f,f
2253,cunt,4,t,f,f
2254,cuntface,8,t,f,f
2255,cunthair,8,t,f,f
2256,cuntlicker,10,t,f,f
2257,cuntlip,7,t,f,f
2258,cunts,5,t,f,f
2259,cuntz,5,t,f,f
2260,cunz,4,t,f,f
2261,c발넘,7,t,f,t
2262,c발년,7,t,f,t
2263,c발뇬,7,t,f,t
2264,c발색,7,t,f,t
2265,c발섹,7,t,f,t
2266,c발쉑,7,t,f,t
2267,c발아,7,t,f,t
2268,c벌넘,7,t,f,t
2269,c불넘,7,t,f,t
2270,c불놈,7,t,f,t
2271,c불늠,7,t,f,t
2272,c블,4,t,f,t
2273,c블넘,7,t,f,t
2274,c블놈,7,t,f,t
2275,c블늠,7,t,f,t
2276,d1ck,4,t,f,f
2277,d1k,3,t,f,f
2278,daazzkicka,10,t,f,f
2279,dadyoudead,10,t,f,f
2280,daimon,6,t,f,f
2281,daimonrusse,11,t,f,t
2282,damoimsex,9,t,f,t
2283,darkie,6,t,f,f
2284,darky,5,t,f,f
2285,dev,3,t,f,f
2286,dicchead,8,t,f,f
2287,dicckweed,9,t,f,f
2288,dicface,7,t,f,f
2289,dichead,7,t,f,f
2290,dick,4,t,f,t
2291,dickface,8,t,f,t
2292,dickhead,8,t,f,t
2293,dicklicker,10,t,f,f
2294,dickweed,8,t,f,f
2295,diclicker,9,t,f,t
2296,diclips,7,t,f,f
2297,dicwad,6,t,f,f
2298,dike,4,t,f,f
2299,dildo,5,t,f,f
2300,dipshit,7,t,f,t
2301,dlldo,5,t,f,t
2302,douchebag,9,t,f,f
2303,dumbass,7,t,f,f
2304,ecstasy,7,t,f,t
2305,elassowippo,11,t,f,f
2306,encash,6,t,f,t
2307,enterchannel,12,t,f,f
2308,ero,3,t,f,f
2309,ero2030,7,t,f,t
2310,ero69,5,t,f,t
2311,eroasia,7,t,f,t
2312,erocine,7,t,f,t
2313,erosasia,8,t,f,t
2314,erosian,7,t,f,t
2315,erostyle,8,t,f,t
2316,erotic,6,t,f,f
2317,europesucks,11,t,f,t
2318,facial,6,t,f,f
2319,fag,3,t,f,f
2320,fagg,4,t,f,f
2321,faggot,6,t,f,f
2322,fags,4,t,f,f
2323,fart,4,t,f,f
2324,fatass,6,t,f,f
2325,feallatio,9,t,f,f
2326,fecalhead,9,t,f,f
2327,fellatio,8,t,f,f
2328,femsub,6,t,f,f
2329,fetish,6,t,f,f
2330,fetish7,7,t,f,f
2331,fetishwoman,11,t,f,t
2332,filthysanchez,13,t,f,f
2333,flameinghomo,12,t,f,f
2334,fock,4,t,f,t
2335,fothermucker,12,t,f,t
2336,freeserver,10,t,f,t
2337,free서버,10,t,f,t
2338,fubar,5,t,f,t
2339,fuc,3,t,f,t
2340,fucayou,7,t,f,t
2341,fuccer,6,t,f,t
2342,fucck,5,t,f,t
2343,fucckgms,8,t,f,t
2344,fucckhead,9,t,f,t
2345,fucckknut,9,t,f,t
2346,fucckubittch,12,t,f,t
2347,fuccwitme,9,t,f,t
2348,fucd,4,t,f,t
2349,fucface,7,t,f,t
2350,fuchead,7,t,f,t
2351,fuchen,6,t,f,t
2352,fuchoghma,9,t,f,t
2353,fuck3r,6,t,f,t
2354,fuckboy,7,t,f,t
2355,fuckcoons,9,t,f,t
2356,fucked,6,t,f,t
2357,fucker,6,t,f,t
2358,fuckers,7,t,f,t
2359,fuckface,8,t,f,t
2360,fuckgm,6,t,f,t
2361,fuckhead,8,t,f,t
2362,fuckin,6,t,f,t
2363,fucking,7,t,f,t
2364,fuckingyamom,12,t,f,t
2365,fuckinstoned,12,t,f,t
2366,fuckman,7,t,f,t
2367,fuckme,6,t,f,t
2368,fuckmehard,10,t,f,t
2369,fuckmyass,9,t,f,t
2370,fucknut,7,t,f,t
2371,fuckoff,7,t,f,t
2372,fuckshit,8,t,f,t
2373,fucku,5,t,f,t
2374,fuckup,6,t,f,t
2375,fuckwad,7,t,f,t
2376,fuckymamma,10,t,f,t
2377,fuckyou,7,t,f,t
2378,fuckyoucock,11,t,f,t
2379,fuckyoucunt,11,t,f,t
2380,fuckyougm,9,t,f,t
2381,fuckyouii,9,t,f,t
2382,fucoff,6,t,f,t
2383,fucq,4,t,f,t
2384,fucqdat,7,t,f,t
2385,fucqu,5,t,f,t
2386,fuct,4,t,f,t
2387,fuctup,6,t,f,t
2388,fucxyou,7,t,f,t
2389,fucya,5,t,f,t
2390,fucyoo,6,t,f,t
2391,fucyou,6,t,f,t
2392,fucyoubich,10,t,f,t
2393,fudgehole,9,t,f,t
2394,fudgepacker,11,t,f,t
2395,fudpucker,9,t,f,t
2396,fugm,4,t,f,t
2397,fugmpukes,9,t,f,t
2398,fuhq,4,t,f,t
2399,fuk,3,t,f,t
2400,fuka,4,t,f,t
2401,fukada,6,t,f,t
2402,fukaduck,8,t,f,t
2403,fukahire,8,t,f,t
2404,fukallyou,9,t,f,t
2405,fukar,5,t,f,t
2406,fukayouho,9,t,f,t
2407,fukc,4,t,f,t
2408,fukchop,7,t,f,t
2409,fukdabitch,10,t,f,t
2410,fukdabtch,9,t,f,t
2411,fukdischit,10,t,f,t
2412,fukead,6,t,f,t
2413,fukedatbirth,12,t,f,t
2414,fukedup,7,t,f,t
2415,fukedyomom,10,t,f,t
2416,fuken,5,t,f,t
2417,fukengruven,11,t,f,t
2418,fukengruvin,11,t,f,t
2419,fuker,5,t,f,t
2420,fukerrr,7,t,f,t
2421,fukers,6,t,f,t
2422,fukface,7,t,f,t
2423,fukfest,7,t,f,t
2424,fukhead,7,t,f,t
2425,fukhole,7,t,f,t
2426,fukin,5,t,f,t
2427,fukinbad,8,t,f,t
2428,fuking,6,t,f,t
2429,fukingfisher,12,t,f,t
2430,fukinggayman,12,t,f,t
2431,fukinggooks,11,t,f,t
2432,fukingjaps,10,t,f,t
2433,fukingroovin,12,t,f,t
2434,fukingulgy,10,t,f,t
2435,fukinlag,8,t,f,t
2436,fukinniger,10,t,f,t
2437,fukinpimp,9,t,f,t
2438,fukinrapist,11,t,f,t
2439,fukit,5,t,f,t
2440,fukjaps,7,t,f,t
2441,fukkah,6,t,f,t
2442,fukkhead,8,t,f,t
2443,fukkin,6,t,f,t
2444,fukknuts,8,t,f,t
2445,fukkun,6,t,f,t
2446,fukkyou,7,t,f,t
2447,fukme,5,t,f,t
2448,fukmegood,9,t,f,t
2449,fukmerunning,12,t,f,t
2450,fukmyass,8,t,f,t
2451,fukn,4,t,f,t
2452,fuknclown,9,t,f,t
2453,fukndork,8,t,f,t
2454,fukngruvin,10,t,f,t
2455,fukngrvn,8,t,f,t
2456,fuknklown,9,t,f,t
2457,fuknmonkee,10,t,f,t
2458,fuknthief,9,t,f,t
2459,fuknurmom,9,t,f,t
2460,fuknut,6,t,f,t
2461,fukoff,6,t,f,t
2462,fukslut,7,t,f,t
2463,fuksuckblow,11,t,f,t
2464,fukter,6,t,f,t
2465,fuku,4,t,f,t
2466,fukuall,7,t,f,t
2467,fukualso,8,t,f,t
2468,fukuashole,10,t,f,t
2469,fukuazzhole,11,t,f,t
2470,fukubiatch,10,t,f,t
2471,fukubizzach,11,t,f,t
2472,fukubyatch,10,t,f,t
2473,fukufuku,8,t,f,t
2474,fukuinyours,11,t,f,t
2475,fukumen,7,t,f,t
2476,fukun,5,t,f,t
2477,fukuo,5,t,f,t
2478,fukuoka,7,t,f,t
2479,fukup,5,t,f,t
2480,fukuppl,7,t,f,t
2481,fukusima,8,t,f,t
2482,fukusuka,8,t,f,t
2483,fukuup,6,t,f,t
2484,fukuusuck,9,t,f,t
2485,fukyah,6,t,f,t
2486,fukyallmofo,11,t,f,t
2487,fukyermom,9,t,f,t
2488,fukyew,6,t,f,t
2489,fukyoass,8,t,f,t
2490,fukyou,6,t,f,t
2491,fukyouanddie,12,t,f,t
2492,fukyouus,8,t,f,t
2493,fumonkey,8,t,f,t
2494,funkynegro,10,t,f,t
2495,fuq,3,t,f,t
2496,fuqbich,7,t,f,t
2497,fuqbiotch,9,t,f,t
2498,fuqew,5,t,f,t
2499,fuqfugu,7,t,f,t
2500,fuqn,4,t,f,t
2501,fuqnut,6,t,f,t
2502,fuqoff,6,t,f,t
2503,fuqu,4,t,f,t
2504,fuque,5,t,f,t
2505,furmuncher,10,t,f,t
2506,futhermucker,12,t,f,t
2507,futtbuck,8,t,f,t
2508,fuucky,6,t,f,t
2509,fuuckyou,8,t,f,t
2510,fuvkmehard,10,t,f,t
2511,fuvku,5,t,f,t
2512,fuxem,5,t,f,t
2513,fuxjoo,6,t,f,t
2514,fuxkyou,7,t,f,t
2515,fuxor,5,t,f,t
2516,fuxyou,6,t,f,t
2517,fuzzybutt,9,t,f,t
2518,fuzzynuts,9,t,f,t
2519,fuzzynutz,9,t,f,t
2520,fyuocuk,7,t,f,t
2521,g00k,4,t,f,f
2522,gabozi,6,t,f,t
2523,gagasexy,8,t,f,t
2524,gajasex,7,t,f,t
2525,gamestart,9,t,f,t
2526,gangbang,8,t,f,f
2527,gay,3,t,f,t
2528,gayboy,6,t,f,t
2529,gayclown,8,t,f,t
2530,gayraper,8,t,f,f
2531,gaywad,6,t,f,t
2532,go588tv,7,t,f,t
2533,goadult,7,t,f,t
2534,gocinepia,9,t,f,t
2535,goddam,6,t,f,t
2536,goddamn,7,t,f,t
2537,goddamned,9,t,f,t
2538,gojasex,7,t,f,t
2539,gook,4,t,f,t
2540,go섹시클럽,14,t,f,t
2541,hack,4,t,f,f
2542,haduri,6,t,f,t
2543,hairyclamb,10,t,f,t
2544,handjob,7,t,f,t
2545,hardcoreporno,13,t,f,t
2546,hentai,6,t,f,t
2547,hiddencam,9,t,f,f
2548,hitler,6,t,f,f
2549,homo,4,t,f,t
2550,hoochiemomma,12,t,f,f
2551,hooker,6,t,f,f
2552,hotbojy,7,t,f,t
2553,hotcarl,7,t,f,f
2554,hotkarl,7,t,f,f
2555,hotsex,6,t,f,t
2556,hotsexkorea,11,t,f,t
2557,hotweb,6,t,f,f
2558,hotzone,7,t,f,f
2559,ho로쉐끼,11,t,f,t
2560,hughboobs,9,t,f,f
2561,hugherection,12,t,f,f
2562,hughgass,8,t,f,f
2563,hughgdlck,9,t,f,f
2564,hughgkoch,9,t,f,f
2565,hughgrection,12,t,f,f
2566,hughgrekshon,12,t,f,f
2567,hughgrekshyn,12,t,f,f
2568,hughgshaft,10,t,f,f
2569,hughjardon,10,t,f,f
2570,hughjas,7,t,f,f
2571,hughjass,8,t,f,f
2572,hughjassole,11,t,f,f
2573,hughjaynuss,11,t,f,f
2574,hughjaz,7,t,f,f
2575,hughjazz,8,t,f,f
2576,hughjorgan,10,t,f,f
2577,hughjorgans,11,t,f,f
2578,hughjorgen,10,t,f,f
2579,h양,4,t,f,t
2580,h양비디오,13,t,f,t
2581,h양섹스비디오,19,t,f,t
2582,i644,4,t,f,f
2583,ij,2,t,f,f
2584,ijsex,5,t,f,t
2585,ij라이브,11,t,f,t
2586,ij생방송,11,t,f,t
2587,ij에로쇼,11,t,f,t
2588,ij특별코너,14,t,f,t
2589,iloveboobs,10,t,f,t
2590,ilovesex,8,t,f,t
2591,imaqueer,8,t,f,t
2592,infomaster,10,t,f,t
2593,itchz,5,t,f,f
2594,jackoff,7,t,f,f
2595,japanhater,10,t,f,t
2596,japbeater,9,t,f,f
2597,japhater,8,t,f,f
2598,japkilla,8,t,f,f
2599,japkiller,9,t,f,f
2600,japkillerusa,12,t,f,t
2601,japslapper,10,t,f,f
2602,japssuck,8,t,f,t
2603,jasal,5,t,f,f
2604,ja지,5,t,f,t
2605,jerkoff,7,t,f,f
2606,jewbag,6,t,f,f
2607,jewboy,6,t,f,f
2608,jewboynlgger,12,t,f,f
2609,jewishnazi,10,t,f,f
2610,jewishwhore,11,t,f,f
2611,jewssuck,8,t,f,f
2612,jfantasy,8,t,f,f
2613,jgirls,6,t,f,f
2614,jiggaboo,8,t,f,f
2615,jot,3,t,f,t
2616,joungyang,9,t,f,f
2617,jungyang,8,t,f,f
2618,kgirlmolca,10,t,f,t
2619,kgirls,6,t,f,t
2620,killaniggga,11,t,f,f
2621,kingsex,7,t,f,t
2622,kkk,3,t,f,f
2623,kneegro,7,t,f,f
2624,kneegroid,9,t,f,f
2625,kneegros,8,t,f,f
2626,kneegrow,8,t,f,f
2627,korea포르노,14,t,f,t
2628,krtv,4,t,f,t
2629,ksex,4,t,f,t
2630,kukikorea,9,t,f,t
2631,kunt,4,t,f,f
2632,k양,4,t,f,f
2633,k양비디오,13,t,f,t
2634,l644,4,t,f,t
2635,labia,5,t,f,f
2636,lezbo,5,t,f,t
2637,lezzie,6,t,f,t
2638,lickalotpuss,12,t,f,f
2639,lickatit,8,t,f,f
2640,lickatitty,10,t,f,f
2641,lickball,8,t,f,f
2642,lickballz,9,t,f,f
2643,lickdesenuts,12,t,f,f
2644,lickemball,10,t,f,f
2645,lickemballs,11,t,f,f
2646,lickit,6,t,f,f
2647,lickitgood,10,t,f,f
2648,lickithard,10,t,f,f
2649,lickityoufuc,12,t,f,f
2650,lickme,6,t,f,f
2651,lickmebalz,10,t,f,f
2652,lickmecock,10,t,f,f
2653,lickmeoff,9,t,f,f
2654,lickmewell,10,t,f,f
2655,lickmyanus,10,t,f,f
2656,lickmyass,9,t,f,f
2657,lickmyball,10,t,f,f
2658,lickmyballs,11,t,f,f
2659,lickmycock,10,t,f,f
2660,lickmycrack,11,t,f,f
2661,lickmycrotch,12,t,f,f
2662,lickmynad,9,t,f,f
2663,lickmynads,10,t,f,f
2664,lickmynut,9,t,f,f
2665,lickmynuts,10,t,f,f
2666,lickmyownpee,12,t,f,f
2667,lickmysack,10,t,f,f
2668,lickmywetbox,12,t,f,f
2669,likmekok,8,t,f,f
2670,likmiclitty,11,t,f,f
2671,likmybut,8,t,f,f
2672,likmybutt,9,t,f,f
2673,live10tv,8,t,f,f
2674,live69tv,8,t,f,f
2675,manabozi,8,t,f,t
2676,masterbate,10,t,f,t
2677,masterbating,12,t,f,t
2678,masterbator,11,t,f,t
2679,mastorbate,10,t,f,t
2680,mastorbator,11,t,f,t
2681,masturbate,10,t,f,t
2682,masturbati,10,t,f,t
2683,masturbating,12,t,f,t
2684,masturbation,12,t,f,t
2685,masturbator,11,t,f,t
2686,mm00ffers,9,t,f,f
2687,mm0offers,9,t,f,f
2688,mmo0ffers,9,t,f,f
2689,mmooffers,9,t,f,f
2690,moelester,9,t,f,f
2691,molca,5,t,f,t
2692,molca365,8,t,f,t
2693,molca588,8,t,f,t
2694,molcaav,7,t,f,t
2695,molcacd,7,t,f,t
2696,molcanara,9,t,f,t
2697,molcaparty,10,t,f,t
2698,molcapornotv,12,t,f,t
2699,molcasex,8,t,f,t
2700,molcasexnipon,13,t,f,t
2701,molcatv,7,t,f,t
2702,molca섹스,11,t,f,t
2703,molca섹스코리아,20,t,f,t
2704,molca테이프,14,t,f,t
2705,molca포르노,14,t,f,t
2706,molca포르노섹스코리아,29,t,f,t
2707,molca포르노소라가이드,29,t,f,t
2708,molka섹스코리아,20,t,f,t
2709,molka코리아섹스,20,t,f,t
2710,moneyshot,9,t,f,f
2711,moni,4,t,f,f
2712,motherdie,9,t,f,t
2713,motherfucker,12,t,f,t
2714,motherfucking,13,t,f,t
2715,mothermingdaedror,17,t,f,t
2716,mrcondom,8,t,f,f
2717,muffdiver,9,t,f,f
2718,mulyosex,8,t,f,t
2719,myballs,7,t,f,f
2720,mycock,6,t,f,t
2721,mydick,6,t,f,t
2722,n1ga,4,t,f,f
2723,n1gar,5,t,f,f
2724,n1gg3r,6,t,f,f
2725,n1gger,6,t,f,f
2726,nallari,7,t,f,f
2727,nazi,4,t,f,f
2728,nazibastards,12,t,f,f
2729,nazijewraper,12,t,f,f
2730,nazinlgger,10,t,f,f
2731,naziskinhead,12,t,f,f
2732,neeegro,7,t,f,f
2733,new소라가이드,18,t,f,t
2734,niga,4,t,f,t
2735,nigahbytch,10,t,f,f
2736,nigar,5,t,f,f
2737,nigaretto,9,t,f,f
2738,nigatrash,9,t,f,f
2739,nigazbiotch,11,t,f,f
2740,nigbeater,9,t,f,f
2741,nigerbeater,11,t,f,f
2742,nigerman,8,t,f,f
2743,nigg3r,6,t,f,f
2744,nigga,5,t,f,f
2745,niggaboo,8,t,f,f
2746,niggafag,8,t,f,f
2747,niggah,6,t,f,f
2748,niggar,6,t,f,f
2749,nigge,5,t,f,f
2750,nigger,6,t,f,f
2751,niggger,7,t,f,f
2752,nigghaz,7,t,f,f
2753,niggher,7,t,f,f
2754,niggin,6,t,f,f
2755,niggkilla,9,t,f,f
2756,nigglet,7,t,f,f
2757,nigglets,8,t,f,f
2758,niggmage,8,t,f,f
2759,niggoplz,8,t,f,f
2760,niggor,6,t,f,f
2761,niggr,5,t,f,f
2762,niggrian,8,t,f,f
2763,nigguh,6,t,f,f
2764,niggurs,7,t,f,f
2765,niggy,5,t,f,f
2766,nigimi,6,t,f,f
2767,nigiro,6,t,f,f
2768,niglet,6,t,f,f
2769,nigletbard,10,t,f,f
2770,nigletmaster,12,t,f,f
2771,nigofger,8,t,f,f
2772,nigore,6,t,f,f
2773,nigrkill,8,t,f,f
2774,nigrkiller,10,t,f,f
2775,nigromance,10,t,f,f
2776,nigromancer,11,t,f,f
2777,nigzer,6,t,f,f
2778,nip,3,t,f,f
2779,nipalicious,11,t,f,f
2780,nipanese,8,t,f,f
2781,niphater,8,t,f,f
2782,nipkilla,8,t,f,f
2783,nipple,6,t,f,f
2784,nipplelicker,12,t,f,f
2785,nipplering,10,t,f,f
2786,nippless,8,t,f,f
2787,nipplette,9,t,f,f
2788,nipplez,7,t,f,f
2789,nipps,5,t,f,f
2790,nippy,5,t,f,f
2791,nipz,4,t,f,f
2792,nlgg3r,6,t,f,f
2793,nlgger,6,t,f,f
2794,nomo,4,t,f,f
2795,noode,5,t,f,f
2796,nopants,7,t,f,f
2797,nudcouple,9,t,f,f
2798,nude,4,t,f,f
2799,nudlnude,8,t,f,f
2800,o60,3,t,f,t
2801,o6o,3,t,f,t
2802,oarf,4,t,f,f
2803,ogrish,6,t,f,f
2804,oio,3,t,f,f
2805,oiotv,5,t,f,f
2806,oio성인용품,15,t,f,t
2807,ok성인용품,14,t,f,t
2808,ok섹스show,12,t,f,t
2809,olo,3,t,f,f
2810,olotv섹스nipon,16,t,f,t
2811,omfg,4,t,f,f
2812,oralsextv,9,t,f,t
2813,orgasm,6,t,f,f
2814,orgasms,7,t,f,f
2815,peniki,6,t,f,f
2816,penthouse,9,t,f,f
2817,petish,6,t,f,f
2818,phonesec,8,t,f,t
2819,phone색,8,t,f,t
2820,phonsec,7,t,f,t
2821,phonsek,7,t,f,t
2822,phuc,4,t,f,f
2823,phucewe,7,t,f,f
2824,phuchead,8,t,f,f
2825,phuck,5,t,f,f
2826,phucker,7,t,f,f
2827,phuckhead,9,t,f,f
2828,phucking,8,t,f,f
2829,phuckitall,10,t,f,f
2830,phuckjoo,8,t,f,f
2831,phucknut,8,t,f,f
2832,phuckoff,8,t,f,f
2833,phuckorigin,11,t,f,f
2834,phucku,6,t,f,f
2835,phuckuhomo,10,t,f,f
2836,phuckwhitey,11,t,f,f
2837,phuckyoo,8,t,f,f
2838,phuckyou,8,t,f,f
2839,phukuashole,11,t,f,f
2840,phuq,4,t,f,f
2841,phuque,6,t,f,f
2842,pimp,4,t,f,f
2843,pinktaco,8,t,f,f
2844,piss,4,t,f,f
2845,pj,2,t,f,f
2846,playbog,7,t,f,f
2847,playboy,7,t,f,f
2848,playbozi,8,t,f,t
2849,pleybog,7,t,f,t
2850,pleyboy,7,t,f,f
2851,ponsec,6,t,f,t
2852,ponsek,6,t,f,t
2853,poop,4,t,f,f
2854,poopaskupa,10,t,f,f
2855,poopeater,9,t,f,f
2856,pooper,6,t,f,f
2857,poopers,7,t,f,f
2858,poopface,8,t,f,f
2859,poophead,8,t,f,f
2860,poopie,6,t,f,f
2861,poopman,7,t,f,f
2862,pooponastick,12,t,f,f
2863,poopoo,6,t,f,f
2864,poopooface,10,t,f,f
2865,poopoohead,10,t,f,f
2866,poopshoot,9,t,f,f
2867,poopsie,7,t,f,f
2868,poopstain,9,t,f,f
2869,poopy,5,t,f,f
2870,poopybutt,9,t,f,f
2871,poopyhead,9,t,f,f
2872,poopypants,10,t,f,f
2873,pootang,7,t,f,f
2874,porchmonke,10,t,f,f
2875,porchmonkey,11,t,f,f
2876,porn,4,t,f,f
2877,porner,6,t,f,f
2878,porno,5,t,f,f
2879,pornobozi,9,t,f,t
2880,pornomana,9,t,f,f
2881,pornoplayboy,12,t,f,f
2882,pornotape,9,t,f,f
2883,porno바다,11,t,f,t
2884,porno애니,11,t,f,t
2885,pornsex,7,t,f,t
2886,prick,5,t,f,f
2887,prno,4,t,f,f
2888,puss,4,t,f,f
2889,pussi,5,t,f,f
2890,pussie,6,t,f,f
2891,pusssy,6,t,f,f
2892,pusssylicka,11,t,f,f
2893,pussy,5,t,f,f
2894,pussylicker,11,t,f,f
2895,pyropussy,9,t,f,f
2896,qu33r,5,t,f,f
2897,queer,5,t,f,f
2898,raghead,7,t,f,f
2899,rape,4,t,f,f
2900,rapeme,6,t,f,f
2901,redneck,7,t,f,f
2902,rimjob,6,t,f,f
2903,rtfm,4,t,f,f
2904,runsex,6,t,f,f
2905,schithead,9,t,f,f
2906,schitz,6,t,f,f
2907,schitzngrins,12,t,f,f
2908,screw,5,t,f,f
2909,screwyou,8,t,f,f
2910,scrotum,7,t,f,f
2911,secma,5,t,f,f
2912,seheene,7,t,f,f
2913,sekma,5,t,f,f
2914,sex123,6,t,f,f
2915,sex18,5,t,f,f
2916,sex1818,7,t,f,f
2917,sex4969,7,t,f,f
2918,sexbbs,6,t,f,f
2919,sexboard,8,t,f,f
2920,sexbuin,7,t,f,f
2921,sexcorea,8,t,f,f
2922,sexeros,7,t,f,f
2923,sexgoods,8,t,f,f
2924,sexhangame,10,t,f,t
2925,sexjapan,8,t,f,t
2926,sexjj,5,t,f,f
2927,sexkorea,8,t,f,t
2928,sexkorea21,10,t,f,t
2929,sexkoreasexkorea,16,t,f,t
2930,sexmaxx,7,t,f,f
2931,sexmolca,8,t,f,f
2932,sexmolka,8,t,f,f
2933,sexmovie,8,t,f,f
2934,sexmusa,7,t,f,f
2935,sexnipon,8,t,f,f
2936,sexpds,6,t,f,f
2937,sexpia,6,t,f,f
2938,sexporno,8,t,f,f
2939,sexsexy,7,t,f,f
2940,sextv,5,t,f,f
2941,sexwal,6,t,f,f
2942,sexwall,7,t,f,f
2943,sexwarez,8,t,f,f
2944,sexxmolcatv,11,t,f,f
2945,sexy,4,t,f,f
2946,sexy588,7,t,f,f
2947,sexyadong,9,t,f,f
2948,sexyclik,8,t,f,f
2949,sexyjapan,9,t,f,f
2950,sexymap,7,t,f,f
2951,sexynmall,9,t,f,f
2952,sexysoul,8,t,f,f
2953,sexyx,5,t,f,f
2954,sexy화상채팅,16,t,f,t
2955,sex로리타,12,t,f,t
2956,sex섹스코리아,18,t,f,t
2957,se엑스,8,t,f,f
2958,sh13t,5,t,f,f
2959,sh1t3,5,t,f,f
2960,shiet,5,t,f,f
2961,shiii,5,t,f,f
2962,shiit,5,t,f,f
2963,shiiteater,10,t,f,f
2964,shit,4,t,f,f
2965,shite,5,t,f,f
2966,shiteater,9,t,f,f
2967,shithead,8,t,f,f
2968,shitman,7,t,f,f
2969,shiznit,7,t,f,f
2970,shlt,4,t,f,f
2971,sibalnom,8,t,f,t
2972,slanteye,8,t,f,f
2973,slit,4,t,f,f
2974,slut,4,t,f,f
2975,slutass,7,t,f,f
2976,slutz,5,t,f,f
2977,slutznwhorez,12,t,f,f
2978,snatch,6,t,f,f
2979,soraguide,9,t,f,f
2980,sorasguide,10,t,f,t
2981,sossex,6,t,f,t
2982,sperm,5,t,f,f
2983,spick,5,t,f,f
2984,spook,5,t,f,f
2985,stalin,6,t,f,f
2986,stfu,4,t,f,f
2987,suck,4,t,f,f
2988,suckit,6,t,f,f
2989,sucmybawls,10,t,f,f
2990,sud,3,t,f,f
2991,sudteen,7,t,f,f
2992,sunginsite,10,t,f,t
2993,supabiatch,10,t,f,f
2994,sux,3,t,f,f
2995,swaping,7,t,f,t
2996,s파트너,10,t,f,t
2997,s하e자x,9,t,f,t
2998,s하고e싶다x,15,t,f,t
2999,tarbaby,7,t,f,f
3000,tit,3,t,f,f
3001,tits,4,t,f,f
3002,togoero,7,t,f,f
3003,towelhead,9,t,f,f
3004,tprtm,5,t,f,f
3005,tvbozi,6,t,f,t
3006,tv섹스코리아,17,t,f,t
3007,tv플레이보이,17,t,f,t
3008,twat,4,t,f,f
3009,vag,3,t,f,f
3010,vageyenuh,9,t,f,f
3011,vagina,6,t,f,f
3012,vaginallips,11,t,f,f
3013,vaginuh,7,t,f,f
3014,vagiskin,8,t,f,f
3015,vagiskins,9,t,f,f
3016,vandalplain,11,t,f,f
3017,vian,4,t,f,f
3018,videokiller,11,t,f,f
3019,vigina,6,t,f,f
3020,vinaelr,7,t,f,f
3021,vinaelrparai,12,t,f,f
3022,vinaelrparay,12,t,f,f
3023,vip24,5,t,f,f
3024,virgin,6,t,f,f
3025,viva포르노,13,t,f,t
3026,vulva,5,t,f,f
3027,warez,5,t,f,f
3028,warez섹스,11,t,f,t
3029,wetback,7,t,f,f
3030,whoissex,8,t,f,f
3031,whore,5,t,f,f
3032,wonjosex,8,t,f,f
3033,worldsex,8,t,f,f
3034,wtf,3,t,f,f
3035,x386,4,t,f,f
3036,xxx,3,t,f,f
3037,xxx비디오,12,t,f,f
3038,xx할,5,t,f,f
3039,x녀,4,t,f,f
3040,x대가리,10,t,f,f
3041,x동,4,t,f,f
3042,x등급,7,t,f,f
3043,x물,4,t,f,f
3044,x지,4,t,f,f
