id,skill_id,effect_id,weight,start_level,end_level,friendly,non_friendly,target_buff_tag_id,target_nobuff_tag_id,source_buff_tag_id,source_nobuff_tag_id,chance,front,back,target_npc_tag_id,application_method_id,synergy_text,consume_source_item,consume_item_id,consume_item_count,always_hit
3318,11950,3839,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3319,12000,3840,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3322,12001,3848,0,1,99,t,t,,119,,,100,t,t,,1,f,f,,1,f
3325,12002,3851,0,1,99,t,t,,361,,,100,t,t,,1,f,f,0,1,f
3326,12002,3852,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3328,12003,3854,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3329,12004,3855,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3330,12005,3856,0,1,99,t,t,,,,,100,t,t,,3,f,f,,1,f
3331,12006,3857,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3332,12006,3858,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3333,12006,3859,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3335,12007,3861,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3336,12008,3862,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3337,12009,3863,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3338,12010,3864,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3339,12011,3865,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3342,12013,3868,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
3343,12015,3870,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3344,12016,3871,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3346,12018,3876,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3347,12019,3877,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3353,12023,3884,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3357,12025,3888,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3363,12026,3894,0,1,99,t,t,,,,,100,t,f,,1,f,f,,1,f
3367,12027,3898,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3368,12027,3899,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3370,12028,3901,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3374,12030,3905,0,1,99,t,t,,,,,100,t,t,,1,f,t,,8,f
3384,12034,3915,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3386,11975,3917,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
3389,12035,3922,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3398,11973,3937,0,1,99,t,t,155,,,,100,t,t,,1,t,f,,1,f
3399,11973,3938,0,1,99,t,t,155,,,,100,t,t,,1,t,f,0,1,f
3403,12036,3942,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3404,12037,3943,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3436,12046,3978,0,1,99,t,t,,,,230,100,t,t,,1,f,f,0,1,f
3437,12018,3979,0,1,99,t,t,,,,,70,t,t,,2,f,f,,1,f
3438,12047,3980,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3441,12047,3984,1,1,99,t,t,,,,,60,t,t,,2,f,f,,1,f
3449,12051,3992,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3451,12052,3994,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3459,12055,4004,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3465,12058,4015,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3468,12058,4018,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3469,12058,4019,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3470,12058,4020,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3474,11597,4024,0,1,99,t,t,,,108,,100,t,t,,1,t,f,0,1,f
3475,11597,4025,0,1,99,t,t,,,108,,100,t,t,,2,t,f,,1,t
3476,12059,4026,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3479,12060,4029,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3481,12065,4032,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3482,11956,4035,0,1,99,t,t,323,,,,100,t,t,,1,f,f,0,1,f
3483,11869,4047,0,20,29,t,t,,,,,100,t,t,,1,f,f,,1,f
3484,11869,4050,0,30,39,t,t,,,,,100,t,t,,1,f,f,,1,f
3485,11869,4051,0,40,49,t,t,,,,,100,t,t,,1,f,f,,1,f
3486,11869,4053,0,50,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3488,12066,4055,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3494,12067,4061,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3497,12067,4064,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,t
3498,12069,4065,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3499,12069,4066,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,t
3500,12070,4067,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3509,12072,4076,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3510,12072,4077,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3513,12073,4080,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3514,12074,4081,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3516,12075,4083,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3519,12094,4086,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3521,10436,4089,0,1,99,t,t,,,,230,100,t,t,,1,f,f,,1,f
3522,10436,4090,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3523,12096,4094,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3526,12098,4102,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3533,12100,4109,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3535,12102,4111,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3536,12103,4112,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3543,12104,4119,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3544,12104,4120,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3546,12107,4122,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3548,12108,4128,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3557,10656,4139,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3561,12110,4144,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3570,11435,4158,0,1,99,t,t,,6,,,100,t,t,,1,f,f,,1,f
3578,12112,4166,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3580,12113,4169,2,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3586,12029,4178,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3587,12029,4179,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,t
3588,10646,4181,0,1,99,t,t,,,165,,100,t,t,,1,f,f,0,1,f
3589,10646,4182,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3591,11971,4184,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3600,12012,4195,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3607,12119,4202,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3617,12122,4214,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3618,12123,4217,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3620,12123,4219,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3628,12126,4227,0,1,99,t,t,,,,,100,t,t,,2,f,f,,1,f
3636,12133,4237,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3639,11972,4240,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3641,12135,4244,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3644,12138,4248,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3645,12138,4254,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3648,12139,4257,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3649,12139,4258,0,25,34,t,t,,,,,100,t,t,,1,f,f,,1,f
3652,12140,4261,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3653,12140,4263,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3659,11952,4275,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3667,12148,4284,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3675,12149,4292,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3677,12150,4294,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3679,12151,4296,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3680,12152,4297,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3683,12148,4303,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3686,12155,4306,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3687,12156,4307,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3688,12157,4308,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3693,12161,4313,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3694,12161,4314,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
3695,12162,4315,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3700,12164,4320,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3702,12166,4322,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
3703,12167,4323,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3712,12169,4337,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3715,12171,4340,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3721,11963,4352,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3723,12174,4354,0,0,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3729,12176,4367,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3731,12176,4369,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3733,12176,4371,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3734,12176,4372,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3735,12176,4373,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3736,12176,4374,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3737,12176,4375,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3738,12176,4376,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3741,12176,4379,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3743,12178,4381,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3744,12179,4382,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3745,12179,4383,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3747,12180,4386,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3748,12180,4390,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3749,12180,4391,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3750,12181,4392,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3754,12183,4396,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3755,11140,4397,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3759,12184,4401,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3760,12186,4402,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3762,12185,4404,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3764,12187,4406,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3768,12188,4410,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3770,12188,4412,0,9,13,f,t,,,,,100,t,t,,1,f,f,,1,f
3771,11965,4414,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3774,11965,4417,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3776,10152,4419,0,1,99,t,t,,,170,,50,t,t,,1,t,f,0,1,f
3778,12177,4426,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3784,12192,4437,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3793,10496,4452,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
3797,12196,4457,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3798,12196,4458,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3799,12197,4459,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3800,12198,4460,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3801,12199,4461,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3802,12200,4462,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3803,12201,4463,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3806,12200,4466,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3811,12202,4471,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3812,12203,4472,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3813,12204,4473,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3814,12205,4474,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3816,12206,4476,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3817,12207,4477,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3818,12209,4478,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3828,12211,4488,0,1,99,t,t,,,,,100,t,t,,2,f,f,,1,f
3832,12210,4492,0,1,99,t,t,171,,,,100,t,t,,2,f,f,0,1,f
3833,12189,4493,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3834,12212,4494,1,1,99,t,f,,,,,100,t,t,,1,f,f,0,1,f
3836,12213,4496,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3837,12214,4497,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3841,11791,4503,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3842,12190,4504,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3850,12223,4518,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3851,12012,4519,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3852,12224,4521,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3853,12225,4522,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3854,12117,4523,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
3855,12226,4526,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3856,12226,4527,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3857,12227,4528,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3861,12228,4532,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3862,12228,4533,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3863,12228,4534,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3866,12232,4540,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3867,12233,4544,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3868,12234,4545,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
3869,12234,4546,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3871,12235,4548,0,4,8,f,t,,,,,100,t,t,,1,f,f,,1,f
3872,12236,4549,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3873,12237,4550,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3874,12237,4551,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3878,12238,4555,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3879,12238,4556,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3880,12240,4557,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3881,12241,4558,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3886,12242,4565,0,1,99,t,f,,,,,100,t,t,,1,f,f,0,1,f
3887,12242,4568,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
3888,12243,4570,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3889,12135,4572,0,1,99,t,t,,,,,100,t,t,,4,f,f,0,1,f
3891,12245,4574,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3892,11597,4575,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3894,12246,4578,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3895,12247,4580,0,1,99,t,t,,,,,100,t,t,,2,f,f,,1,f
3896,12249,4581,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3897,12250,4582,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3898,12251,4586,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3899,12252,4587,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3906,11944,4595,0,1,99,t,t,,,108,,100,t,t,,2,f,f,0,1,f
3911,12254,4600,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3912,12255,4601,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3913,12054,4605,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3915,12257,4609,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3921,12262,4615,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3924,12103,4618,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
3929,11639,4623,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3931,12264,4625,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3932,12264,4626,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3933,12265,4627,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3938,12267,4637,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3939,12268,4638,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3940,12269,4639,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3941,12270,4640,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3943,12272,4642,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3945,12273,4644,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3946,12274,4645,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3949,12276,4648,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3950,12277,4650,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3957,12279,4657,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3959,12279,4659,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3961,12281,4661,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3962,12282,4662,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3963,12283,4663,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3964,12283,4664,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3972,12285,4672,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3975,12286,4675,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3977,12289,4677,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3978,12291,4678,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
3982,12292,4682,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3985,12294,4685,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3986,12295,4686,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3988,12296,4688,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3990,12297,4690,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
3993,12298,4693,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3994,12298,4695,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3995,12299,4703,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
3997,12301,4705,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4000,12250,4713,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4001,12250,4714,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4002,12304,4715,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
4003,12305,4717,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4005,12307,4719,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4006,12308,4720,0,1,99,t,t,,,,,100,t,t,,4,f,f,0,1,f
4007,12309,4721,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4008,12309,4722,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4010,12310,4724,0,1,99,t,t,,,,,100,t,t,,4,f,f,0,1,f
4011,12311,4725,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4013,12313,4728,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4014,12313,4729,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4015,12313,4730,1,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4017,12315,4733,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4018,12316,4734,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4021,12317,4737,0,1,99,t,f,,,,,100,t,t,,1,f,f,0,1,f
4022,12318,4739,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4025,11970,4742,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4027,12321,4744,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4028,12320,4745,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
4029,12320,4746,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
4031,12322,4750,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4033,12185,4752,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4036,12325,4755,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4037,12326,4756,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4038,12326,4757,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4039,12326,4758,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4040,12326,4759,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4041,12326,4760,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4042,12326,4761,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4045,11928,4767,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4049,12259,4773,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4052,12329,4778,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4054,12330,4780,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
4055,12331,4782,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
4057,12333,4786,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4058,12333,4787,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4060,12335,4789,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4061,12336,4790,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4062,12185,4791,0,1,99,t,t,,,,,100,t,t,,2,f,f,0,1,f
4063,12221,4795,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
4064,12337,4799,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
4067,12339,4803,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4077,12212,4813,1,1,99,t,f,,,,,100,t,t,,1,f,f,0,1,f
4082,12343,4819,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4083,12344,4820,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4084,12345,4821,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
4085,12346,4822,0,1,99,t,t,,,,,100,t,t,,1,f,f,,1,f
4090,12340,4827,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4092,12340,4829,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4093,12348,4832,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4095,12349,4834,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4097,12350,4836,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4098,12350,4837,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4099,12351,4838,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4100,12352,4839,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4101,12352,4840,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
4102,12353,4841,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4104,12354,4843,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
4105,12355,4844,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4106,12355,4845,0,1,99,f,t,,,,,100,t,t,,1,f,f,0,1,f
4110,12360,4853,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
4118,12361,4864,0,1,99,t,f,,,,,100,t,t,,1,f,f,0,1,f
4119,12345,4865,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4122,12363,4870,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4128,12365,4879,0,1,99,t,f,,,,,100,t,t,,2,f,f,0,1,f
4129,12366,4880,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4130,12367,4899,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4135,10670,4904,0,1,99,t,t,,121,,,100,t,t,,1,f,f,,1,f
4138,12368,4907,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4145,12323,4916,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4146,12323,4917,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4150,10409,4921,0,1,99,t,t,,119,,,100,t,t,,1,f,f,,1,f
4153,12374,4924,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4155,12376,4926,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4156,12100,4927,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4157,12378,4928,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4158,12379,4929,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
4159,12380,4930,0,1,99,t,t,,,,,100,t,t,,1,f,f,0,1,f
4165,12382,4936,0,1,99,f,t,,,,,100,t,t,,1,f,f,,1,f
