id,use_ragdoll,use_ragdoll_hit,hit_power,rope_back,beanstalk_back,hrope_down,radius,height,model_file,movement_id,sight_range,sight_fov,shared_dummy_model,use_random_idle_control,fly_mode,underwater_creature,attack_start_range,physics_flags,physics_mass,physics_stiffness_scale,physics_living_mass,physics_living_gravity,physics_living_air_resistance,physics_living_k_air_control,physics_living_max_vel_ground,physics_living_min_slide_angle,physics_living_max_climb_angle,physics_living_min_fall_angle,physics_living_time_impulse_recover,physics_living_collider_mat,game_look_ik_blend_spine1,game_look_ik_blend_spine2,game_look_ik_blend_spine3,game_look_ik_blend_neck,game_look_ik_blend_head,game_bow_look_ik_blend_spine1,game_bow_look_ik_blend_spine2,game_bow_look_ik_blend_spine3,game_bow_look_ik_blend_neck,game_bow_look_ik_blend_head,game_sprint_multiplier,game_strafe_multiplier,game_backward_multiplier,game_grab_multiplier,game_walk_multiplier,game_inertia,game_inertia_accel,game_jump_height,game_lean_shift,game_lean_angle,game_max_grab_mass,game_max_grab_volume,slope_alignment,rope_hanging_hand_offset_x,rope_hanging_hand_offset_y,rope_hanging_hand_offset_z,portrait,use_ragdoll_knock_down,animation_graph,upperbody_graph,turn_speed,push_ragdoll,face_target_instantly,ground_targetable,swim_height,actor_height,hand_rate,game_walk_strafe_multiplier,game_walk_backward_multiplier,game_forward_multiplier,game_forward_diagonal_multiplier,game_backward_diagonal_multiplier,game_walk_forward_diagonal_multiplier,game_walk_backward_diagonal_multiplier
158,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\monster\phantom_hariharan\phantom_hariharan.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/hariharan_ghost.dds,t,npc_full_body.xml,npc_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
159,t,f,10,0.22,0.5,2.2,2.5,2.5,objects/characters/monster/centipede/centipede/centipede.chr,0,10.0,180.0,f,f,f,f,10.0,0,500,73,500,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/centipede.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
160,t,f,10,0.22,0.5,2.2,0.4,0.4,objects/characters/monster/imp/imp.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/imp.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
161,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/characters/monster/devildog/devildog.chr,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/devildog.dds,f,monster_full_body.xml,monster_upper_body_mub.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
162,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/gorgon/gorgon.chr,0,10.0,180.0,f,f,f,f,10.0,0,140,73,140,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/gorgon.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
163,t,f,10,0.22,0.5,2.2,0.4,0.4,objects/characters/monster/mandragora/mandragora.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/mandragora.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
164,t,f,10,0.22,0.5,2.2,2.0,2.0,objects/characters/monster/matis/matis.chr,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/mantis.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
165,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/characters/monster/eel/eel.chr,2,10.0,180.0,f,f,f,t,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/eel.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
166,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/nymph/nymph.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/nymph.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
167,t,f,10,0.22,0.5,2.2,0.6,0.6,objects/characters/monster/ostrich_spotted/ostrich_spotted.chr,0,10.0,180.0,f,f,f,f,10.0,0,500,73,140,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/ostrich_spotted.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
168,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/seabug/seabug.chr,0,10.0,180.0,f,f,f,f,10.0,0,140,73,140,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/seabug.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
169,t,f,10,0.22,0.5,2.2,1.5,1.5,objects/characters/monster/wraith/wraith.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/wraith.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
170,t,f,10,0.22,0.5,2.2,1.2,1.2,objects/characters/monster/yata/yata.cdf,1,10.0,180.0,f,t,f,f,10.0,0,100,73,100,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,0.27,0.2,0.5,0.25,4.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/yata.dds,t,horse_full_body.xml,,360.0,f,t,f,-0.1,1.8,0.9,0.25,0.25,1.0,1.0,0.2,0.25,0.25
171,t,f,10,0.22,0.5,2.2,2.0,2.0,objects/characters/monster/elephant/elephant.chr,0,10.0,180.0,f,f,f,f,10.0,0,500,73,500,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/elephant.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
172,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/succubus/succubus.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/succubus.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
173,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/archerfish/archerfish.chr,2,10.0,180.0,f,f,f,t,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/archerfish.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
174,t,f,10,0.22,0.5,2.2,0.7,0.7,objects/characters/monster/faceless/faceless_warrior/faceless_warrior.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/faceless_warrior.dds,f,monster_full_body.xml,monster_upper_body.xml,0.0,f,f,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
175,t,f,10,0.22,0.5,2.2,1.0,1.0,objects/characters/monster/eagle/eagle/eagle.chr,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/eagle.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
176,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/eagle/eagle_bluewing/eagle_bluewing.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/eagle_bluewing.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
177,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/eagle/eagle_redneck/eagle_redneck.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/eagle_redneck.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
178,t,f,10,0.22,0.5,2.2,1.0,1.0,objects/Characters/monster/crow_black/crow_black.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/pointbeak.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
179,t,f,10,0.22,0.5,2.2,0.5,1.3,objects/Characters/monster/crow_brown/crow_brown.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/pointbeak_plain.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
180,t,f,10,0.22,0.5,2.2,0.8,1.3,objects/Characters/monster/crow_gull/crow_gull.chr,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/pointbeak_sea.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
181,t,f,10,0.22,0.5,2.2,1.0,1.0,objects/characters/monster/owl/owl_horned/owl_horned.chr,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/owl_horned.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
182,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/owl/owl_shorteared/owl_shorteared.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/owl_shorteared.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
183,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/owl_white/owl_white.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/owl_white.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
184,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/characters/monster/eel_electric/eel_electric.chr,2,10.0,180.0,f,f,f,t,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/eel_electric.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
185,t,f,10,0.22,0.5,2.2,1.3,1.3,objects/characters/monster/turtle/turtle_tropic/turtle_tropic.chr,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/turtle_tropic.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
186,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\monster\lizard_poison\lizard_poison.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/lizard_poison.dds,f,monster_full_body.xml,monster_upper_body_mub.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
187,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_hariharan/phantom_hariharan_archer/phantom_hariharan_archer.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_hariharan_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
189,t,f,10,0.22,0.5,2.2,1.8,1.8,objects/characters/monster/ant_jungle/ant_jungle.cdf,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/ant_jungle.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
190,t,f,10,0.22,0.5,2.2,1.0,1.0,objects/characters/monster/gorilla/gorilla_mahadevi/gorilla_mahadevi.chr,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/gorilla_mahadevi.dds,f,monster_full_body.xml,monster_upper_body_mub.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
191,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/banshee/banshee.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/banshee.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
192,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_hariharan/phantom_hariharan_commander/phantom_hariharan_commander.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_hariharan_commander.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
193,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/animals/rabbit_boss/rabbit_boss.chr,0,10.0,180.0,f,f,f,f,10.0,0,140,73,140,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/rabbit_boss.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
194,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_hariharan/phantom_hariharan_medic/phantom_hariharan_medic.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_hariharan_medic.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
195,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_hariharan/phantom_hariharan_soldier/phantom_hariharan_soldier.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_hariharan_soldier.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
196,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_hariharan/phantom_hariharan_spearman/phantom_hariharan_spearman.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_hariharan_spearman.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
197,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_nuian/phantom_nuian_archer/phantom_nuian_archer.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_nuian_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
198,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_nuian/phantom_nuian_commander/phantom_nuian_commander.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_nuian_commander.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
199,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_nuian/phantom_nuian_medic/phantom_nuian_medic.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_nuian_medic.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
200,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/phantom_nuian/phantom_nuian_spearman/phantom_nuian_spearman.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/phantom_nuian_spearman.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
