id,quest_component_text_kind_id,quest_component_id,text
7502,4,10988,마리아노플 도시 중앙 광장 근처에서 @NPC_NAME(939)를 찾아야 합니다.
7503,4,10991,마리아노플 도시 안에 있는 노르예트 저택으로 가서 @NPC_NAME(475)를 만나야 합니다.
7505,4,10994,마리아노플 북문에 있는 @NPC_NAME(877)를 만나야 합니다.
7507,4,11005,뱀밭에서 뱀들을 몰아내는 데 성공했습니다.
7508,4,11006,눈물 젖은 언덕을 어지럽히는 여우와 페피들의 수가 줄었습니다.
7509,4,11007,뱀밭을 어지럽히는 무법자들이 줄어들어 술향기 마을 농부들이 기뻐합니다.
7510,4,11008,술 취한 논의 골칫거리들이 모두 처치되어 술향기 마을 농부들이 기뻐합니다.
7511,4,11009,술 취한 논의 회색 해골들이 처치되어 술향기 마을의 농부들이 기뻐합니다.
7512,4,11010,일곱 다리 마을에 있는 난폭한 자들을 처치하여 비파 항구의 치안이 한층 안정되었습니다.
7513,4,11011,자운의 목장을 소란스럽게 하는 무리가 처치되어 목장주 자운이 뛸 듯이 기뻐합니다.
7514,4,11012,재회의 사당에 나타난 어두운 세력들을 처치하여 사랑을 이루고자 하는 자들의 안녕을 빌 수 있게 되었습니다.
7515,4,11013,횃불만을 어지럽히는 소란의 무리가 처치되어 평화가 찾아옵니다.
7516,4,11014,거미숲의 주인들을 처치하고 말았습니다.
7517,4,11015,북 데비 강 상류의 야생동물들을 몰아내는 데 성공하였습니다.
7518,4,11016,호랑이 등뼈 산맥을 오염시키는 주범들을 처치하는 데 성공했습니다.
7519,4,11017,기계 제작소의 골칫거리들을 해결했습니다.
7520,4,11018,코볼트 동굴의 코볼트들을 소탕하는 데 성공했습니다.
7521,4,10488,대륙 고고학회 조사단 야영지 인근에서 자라는 @ITEM_NAME(14179)|1을;를; 채집해야 합니다.
7522,4,10489,대륙 고고학회 조사단 야영지에 있는 @NPC_NAME(7796)에게 채집한 @ITEM_NAME(14179)|1을;를; 전해줘야 합니다.
7523,4,10494,악마 전쟁 공동묘지 입구에 있는 @NPC_NAME(7899)에게 @ITEM_NAME(16430)|1을;를; 전해줘야 합니다.
7525,4,5262,밤의 눈 깊숙한 곳으로 들어가야 합니다.
7527,4,11026,흰구름결 부락으로 돌아가 @NPC_NAME(4213)|1을;를; 만나 밤의 눈에서 있었던 일을 말해야 합니다.
7528,4,6367,풀피리 바이암 소굴로 쳐들어가 @NPC_GROUP_NAME(75)|1을;를; 처치해야 합니다.
7530,4,6375,저거너트 점령지에 있는 @NPC_NAME(8116)들을 처치해야 합니다.
7532,4,11029,흰구름결 부락 남쪽으로 난 길을 따라 내려가 하리하란 @NPC_NAME(5751)|1을;를; 찾아야 합니다.
7533,4,6359,풀피리 바이암 소굴에서 그들이 훔쳐간 @ITEM_NAME(17608)|1을;를; 수집해야 합니다.
7534,4,6360,풀피리 바이암 소굴 근처에서 수리 중인 @NPC_NAME(5751)에게 돌아가야 합니다.
7535,4,6392,저거너트 점령지에서 @DOODAD_NAME(3003)들을 되살려야 합니다.
7536,4,6393,호랑이 등뼈 산맥 불꽃 매 협곡에 있는 @NPC_NAME(3446)|1을;를; 찾아가야 합니다.
7537,4,10132,정화의 웅덩이에 있는 @NPC_NAME(7762)에게 @ITEM_NAME(17609)를 보여줘야 합니다.
7538,4,10131,@NPC_NAME(7755)에게서 받은 @ITEM_NAME(17609)를 @NPC_NAME(7762)에게 보여줘야 합니다.
7540,4,10136,너른 소매 마을 앞에 있는 @DOODAD_NAME(2809)에서 @NPC_NAME(10045)의 행방을 알 물건이 있는지 찾아봅니다.
7541,4,10142,너른 소매 마을에 있는 @NPC_NAME(5660)를 만나야 합니다.
7543,4,11032,@ITEM_NAME(17616)을 가지고 호랑이 등뼈 산맥 관문까지 가야 합니다.
7544,4,11035,토리니 정원의 야생동물 수가 줄어 정원 관리인들이 기뻐합니다.
7545,4,6040,벌거숭이 언덕을 지배하고 있는 파수꾼들과 주변의 소란한 무리를 몰아내는 데 성공했습니다.
7548,4,10855,@NPC_GROUP_NAME(171)을 처치하자 환상 습지대가 정화되는 것 같습니다.
7558,4,11046,@NPC_GROUP_NAME(180)을 처치하여 수호자들을 위기에서 구해냈습니다. 
7559,4,11050,@NPC_GROUP_NAME(181)을 처치하여 하얀 숲 서부를 정화하였습니다.
7560,4,11054,@NPC_GROUP_NAME(182)을 처단하여 하얀 숲의 혼란을 막았습니다. 
7561,4,11058,@NPC_NAME(2028)을 처치하여 하얀 숲의 강을 정화하였습니다. 
7562,4,11062,@NPC_NAME(2016)들로부터 싱싱한 야채밭을 무사히 지켜냈습니다. 
7564,4,11066,@NPC_NAME(2080)를 처치하여 미망인의 여울목이 이제 안전해졌습니다.
7565,4,11070,@NPC_NAME(2015)들이 울음을 그치자 누이 여신의 차가운 우물 근처가 고요해졌습니다.
7566,4,11074,@NPC_GROUP_NAME(183)을 처치하고 나자 분열된 십자로가 조용해졌습니다.
7569,5,10043,주술사 그렐에게 낮의 눈 수호신이 해준 이야기를 전하자 고개를 끄덕였다. 그리고 낮의 눈 수호신의 말이 그렇다면 내게 부탁할 임무가 있다고 했다.
7570,4,11078,@NPC_GROUP_NAME(184)을 처치하자 하얀 숲에 평온함이 감돕니다.
7571,5,10043,원대륙에서 돌아온 생존자 중 소리꾼인 벨레테는 우리 페레의 이동하는 제국을 위한 중요한 임무 중이었다고 한다. 그런 그가 갑자기 사라졌다는 것이다. 그를 찾아달라고 했다.
7572,4,11082,@NPC_GROUP_NAME(185)을 처치해 하얀 숲 동부를 정화하였습니다.
7573,4,5940,마른 들판을 배회하며 날카로운 발톱을 드러내는 사나운 무리를 제압하는 데 성공했습니다.
7574,5,10043,그리고 나에게 구슬을 어쨌는지 물었다. 수호신의 형상에 놀라서 향로에 넣어둔 채 왔다고 말하자 오히려 그 편이 안전할 것 같다며 당분간 거기 보관하자고 했다.
7575,4,6046,붉은 갈기 놀 소굴에서 놀들을 습격하자 정화의 웅덩이에 있던 상단원들이 모두 크게 기뻐합니다.
7576,4,11087,@NPC_GROUP_NAME(186)을 처치해 하얀 숲 동부를 정화하였습니다.
7577,4,6050,마른 들판을 돌아다니며 상단원들과 여행자들을 위협하는 야생 동물들을 처치했습니다.
7578,4,6056,뱀의 틈에서 죽음의 기운을 뻗치고 있는 무리를 물리치는 데 성공했습니다.
7579,4,11091,@NPC_NAME(2122)들이 평화롭게 잠들었습니다.
7580,4,6061,황야의 무법자들과의 대결에서 성공했습니다.
7581,4,11095,@NPC_GROUP_NAME(190)을 처치해 하피 둥지 주변이 평화를 찾았습니다. 
7582,4,6067,호랑이 꼬리에서 뱀눈 부족 습격자들을 물리쳐 너른 소매 마을을 지키는 데 성공했습니다.
7583,4,11099,@NPC_GROUP_NAME(191)을 처치해 돌을 위한 연회장이 평화를 찾았습니다.
7584,5,10048,"옥시언 상단의 상인인 마그리나스는 내가 그렐의 이름을 대자 의아해하면서도 예의바르게 맞이했다. 그리고는 편지를 살펴보다가 놀란 듯 어조를 높였다.
"
7586,4,11103,거대한 벌집에서 벌들과 불곰을 사냥하여 사람들이 안전하게 지나갈 수 있게 되었습니다.
7587,4,11111,@NPC_GROUP_NAME(193)을 처치해 붉은 이끼 동굴이 안전한 곳으로 변했습니다.
7588,4,11115,@NPC_GROUP_NAME(194)에 성공해 분열된 십자로가 평화를 되찾았습니다.
7589,5,10354,옥시언 상단의 점장이 마이라는 소리꾼 벨레테가 남긴 글을 보더니 눈이 휘둥그레졌다. 그리고는 찬찬히 살펴보았다.
7590,5,10353,거미 고치를 부수고 가까스로 사이한을 찾아냈다. 막 숨을 고르는 사이한에게 실례가 될 줄 알면서도 소리꾼 벨레테의 행방에 대해 물었다.
7591,5,10353,사이한은 품에서 종이 하나를 꺼내었다. 소리꾼 벨레테가 자신의 신변에 문제가 생기면 찾아오는 사람에게 주라고 남긴 글이라고 한다. 하지만 주술사의 암호로 쓰여서 나는 읽을 수 없었다.
7592,5,10353,^사이한은 [옥시언 상단의 점장이 마이라]에게 해독을 부탁하라고 했다. 나는 다시 옥시언 상단으로 향했다.
7593,4,10839,릴리엇 갈림길에서 동쪽으로 가면 나오는 자야 상단의 @NPC_NAME(8090)에게 @ITEM_NAME(17628)|1을;를; 보여줘야 합니다.
7594,4,10838,릴리엇 갈림길에서 동쪽으로 가면 나오는 자야 상단의 @NPC_NAME(8090)에게 @ITEM_NAME(17628)|1을;를; 보여줘야 합니다.
7596,5,10053,흰구름결 부족장 이흐테마라는 차가워보였다. 내가 가지고 온 소리꾼 벨레테의 글은 읽는 척도 제대로 안 하고 벨레테가 여기를 떠났다고만 말했다.
7597,5,10053,이흐테마라는 얼마 전 부족의 젊은 전사들 대부분을 잃는 사건이 있었기 때문에 이런 일에 신경쓸 틈이 없다고 했다.
7598,4,10851,가리여울 마을에 사는 @NPC_NAME(8091)|1을;를; 만나 도움을 요청해야 합니다.
7599,4,1326,방황하는 숲에서 @DOODAD_NAME(855)를 조사합니다.
7600,4,10844,코볼트 서식지의 @DOODAD_NAME(2955)|1을;를; 살펴봐야 합니다.
7601,4,10846,찾아낸 @ITEM_NAME(17632)|1을;를; @NPC_NAME(8090)에게 돌아가 보여주어야 합니다.
7602,5,10061,오틸다는 나를 힐끔 보고 이야기를 듣다가 고개를 저었다. 이흐테마라가 무엇인가 거짓말을 했다는 것이다.
7603,5,10061,그리고는 주위를 둘러보더니 엘렉이라는 페레를 찾아가면 진실을 말해줄 것이라고 했다.
7604,5,10062,엘렉은 흰구름결 부족의 젊은 전사들이 죽는 참사가 일어난 것은 이흐테마라 때문이라고 했다.^이흐테마라는 자신을 찾아온 소리꾼 벨레테를 기만하여 안개동굴로 보냈다고 한다.
7605,5,10062,"^그러자 젊은 전사들은 페레로서의 신의를 지키겠다며 안개 동굴로 소리꾼 벨레테를 구출하러 갔고, 안개 괴물의 분노를 사서 몰살당했다고 한다."
7606,5,10062,자신의 막사에서 상심하고 있던 이흐테마라의 모습과 비교하니 너무도 믿기지 않는 이야기라서 되물었다. 하지만 엘렉의 어조에는 진심이 담겨 있었다.
7614,5,10087,벨레테의 마지막 기록을 살펴본 주술사 하바의 눈에 눈물이 그렁거렸다. 소리꾼 벨레테는 주술사들에게 꽤 특별한 존재였던 것 같다.
7615,5,10087,^그리고 주술사 하바는 흰구름결 부족의 일원들을 대신해서 안개 괴물을 처치해줘서 고맙다면서 나에게 흰구름결 용사를 위한 무기를 주었다.
7616,5,10080,달범 부족장 사로마라는 주술사 하바가 준 밀서를 받아들고 읽더니 고개를 끄덕였다. 그리고 이동하는 제국을 위한 일이라면 돕겠다고 했다.
7617,4,10550,기계 제작소의 @NPC_NAME(7764)를 만나야 합니다.
7620,4,10558,제련소에 있는 @NPC_NAME(7967)을 만나 계획을 마무리해야 합니다.
7622,5,10429,기계 제작소의 떠벌이라는 앙브리지는 내 말을 듣지 않고 손사래부터 쳤다. 그런 모습을 보며 옆의 브라디라는 사람이 웃었다.
7623,5,10429,아무래도 앙브리지는 페레를 지독하게 싫어하고 나를 도와줄 생각도 없는 것 같다. 나는 브라디에게 질문을 해보기로 했다.
7624,4,3042,비파항구에 있는 @NPC_NAME(5056)에게 비파항구의 술 두 가지를 가져가야 합니다.
7625,5,10432,거미 숲 옆 공터에 가보니 페레 여럿이 배회하고 있었다. 힘없어보이는 그들 사이로 한 명이 불을 지펴놓고 멍하니 서 있었다. 요리를 해야겠는데 재료가 없어서 그러는 듯 보였다.
7626,5,10432,야르라는 자에게 다가가서 말을 걸자 퉁명스럽게 나를 보다가 주술사 그렐의 이름을 대자 굉장히 살갑게 아는 척 했다. 그리고는 어서 무슨 일로 왔는지 말해보라고 했다.
7627,5,10435,기계 폐기장에서 가까스로 찾아낸 에르힌은 거구의 페레였다. 내 말을 듣더니 고개를 끄덕였다. 짐작가는 자들을 보았다는 것이다.
7630,5,10438,도니은은 마침 잘 찾아왔다고 했다. 자신이 서 있는 자리의 뒷건물로 수상한 자들이 들어갔는 것이다. 그 뒤로 아무도 출입하지 않고 입구가 막혀서 사람이 더 오길 기다렸다고 한다.
7631,5,10438,그렇게 말하는 도니은의 목소리는 졸린 기운이 묻어났다. 위험하기보다 단순히 도니은 자신이 안에 들어가기 귀찮았던 것일 수도 있다는 생각이 잠깐 들었다.
7635,4,10886,베어 산채 안을 뒤져 @DOODAD_NAME(3021)에서 @ITEM_NAME(17660)|1을;를; 찾아내야 합니다.
7636,4,10887,가리여울 마을의 @NPC_NAME(8091)에게 돌아가야 합니다.
7637,4,10894,외로운 오아시스에 있는 @NPC_NAME(11573)|1을;를; 만나야 합니다.
7640,4,10612,마하데비 관문에 있는 @NPC_NAME(2584)를 만나 상을 받아야 합니다.
7641,4,8678,술 취한 논에 있는 @NPC_NAME(5064)에게 잡은 @ITEM_NAME(15803)를 가져가야 합니다.
7642,4,10905,론반 공작 성에 있는 @NPC_NAME(5925)에게 @ITEM_NAME(17648)|1을;를; 건네줘야 합니다.
7645,4,10586,야타 방목지에 있는 @NPC_NAME(7972)를 만나서 계획을 들어야 합니다.
7646,4,10589,호랑이 눈 중앙 계단 가장 위에서 첩자를 찾아야 합니다.
7647,5,10450,요하른은 굉장히 경계하는 태도로 나를 맞이했다. 비쥬에게 자신의 이름을 알린 것을 후회하는 듯 했다.
7648,5,10450,그에게 저택에 대해 묻자 고개를 저었다. 자신이 저택 안에 들어갔었지만 원하는 것을 찾는 데 실패하고 부상당한 채 나왔다는 것이다.
7649,4,10593,흡족해하는 @NPC_NAME(7953)과 이야기를 나눠야 합니다.
7650,4,11133,@NPC_NAME(7893)을 따라다니는 @NPC_NAME(7953)에게 절을 하며 부탁해야 합니다.
7651,4,10606,북 데비 강 상류로 올라가 할 하파로 가는 동굴 안에 있는 @NPC_NAME(7975)를 만나야 합니다.
7652,5,10453,내가 수상한 저택의 서가에서 가져온 파괴신 숭배자들의 지령서를 읽어본 요하른은 놀라움을 감추지 못했다. 이곳에 모여있는 수상한 자들은 제정신이 아니라는 것이다.
7653,5,10453,심지어 정화의 아키움을 가져간 이유가 다른 곳으로 옮겨 파괴하려는 목적이라는 것이다.
7654,4,10597,호랑이 눈 계단 중간에 위치한 @NPC_NAME(3379) 주변에 갇혀 있는 @NPC_NAME(7974) 근처에서 @ITEM_NAME(17650)을 사용해 깨워야 합니다.
7655,4,10596,호랑이 눈 계단 중간에 위치한 @NPC_NAME(3379) 주변에 갇혀 있는 @NPC_NAME(7974) 근처에서 @ITEM_NAME(17650)을 사용해 깨워야 합니다.
7656,4,11138,@DOODAD_NAME(3020)을 찾아 여신의 유물들을 같이 묻어 줍니다.
7657,4,11135,@ITEM_NAME(17641)를 밴시 무덤 근처에서 찾아냅니다.
7658,5,10457,리시온은 폭풍질주라는 자신의 정체를 내가 어떻게 아는지 물었다. 요하른에 대해 말하자 아마도 마하데비에서 유명한 비밀 집단인 그림자 매의 일원일 것이라고 추측했다.
7659,4,11136,@ITEM_NAME(17640)을 밴시 무덤 근처에서 찾아냅니다.
7661,4,11137,@ITEM_NAME(17639)를 밴시 무덤 근처에서 찾아냅니다.
7662,5,10460,말자하르는 흥미롭다는 표정으로 나를 맞이했다.
7663,4,11143,@NPC_NAME(2064)을 위해 밴시 무덤 주변을 떠도는 @NPC_NAME(2015)를 사냥합니다. 
7664,4,11144,@NPC_NAME(2064)에게 돌아갑니다.
7665,4,10609,@NPC_NAME(7975)에게 돌아가야 합니다.
7666,4,10608,@ITEM_NAME(17652)를 동굴 위쪽에 있는 @NPC_NAME(7976)에게 사용해서 꽁꽁 묶어야 합니다.
7667,4,11148,@NPC_NAME(2147) 집 안에 들어가 <@ITEM_NAME(24400)>을 손에 넣습니다.
7668,4,11149,@NPC_NAME(2114)에게 <@ITEM_NAME(24400)>을 전해줍니다.
7669,4,11158,"오캄 남작의 저택 지붕 위에는 @ITEM_NAME(17634)를, 남작의 꽃밭에는 @ITEM_NAME(17635)를 뿌립니다."
7670,4,11159,"오캄 남작의 저택 지붕 위에는 @ITEM_NAME(17634)를, 남작의 꽃밭에는 @ITEM_NAME(17635)를 뿌립니다."
7671,4,11160,자작나무 마을의 @NPC_NAME(2063)에게 돌아가 부탁한 일을 모두 마쳤다고 전해줍니다.
7672,4,11153,여신의 유물인 @ITEM_NAME(17638)을 사용하여 수호자의 진실한 모습을 봅니다.
7673,4,11154,@NPC_NAME(2065)에게 돌아가 임무를 보고합니다.
7675,4,10833,바람그늘 마을의 @NPC_NAME(3667)에게 찾아갑니다.
7676,4,10882,무너진 성채에서 @NPC_NAME(10302)|1을;를; 찾아 처치해야 합니다.
7677,4,10883,가리여울 마을의 @NPC_NAME(8091)에게 돌아갑니다.
7682,4,10923,@NPC_NAME(10320) 중 한 명에게 결투 신청하여 실력을 증명합니다.
7683,4,10934,가랑돌 평원 로이스터 야영지로 가는 길목에 있는 @NPC_NAME(674)|1과;와; 대화합니다.
7684,4,11173,우윳빛 강 마을의 @NPC_NAME(8145)|1을;를; 물리쳐야 합니다.
7685,4,10929,부서지는 해안의 @NPC_NAME(3668)|1과;와; 대화합니다.
7686,4,10921,@NPC_NAME(5925)|1과;와; 대화합니다.
7688,4,7690,무너진 성채의 괴이한 빛이 나는 장소를 찾습니다.
7689,4,10555,@NPC_NAME(7764)와 대화해야 합니다.
7690,4,10554,@NPC_NAME(7764) 근처에서 @ITEM_NAME(17661)을 사용해야 합니다.
7691,4,10553,@NPC_NAME(7764) 근처에서 @ITEM_NAME(17661)을 받아 사용해야 합니다.
7692,4,10925,노송그루 마을에서 @NPC_NAME(6988)|1을;를; 찾아 대화합니다.
7693,4,10567,거미숲 앞에 @NPC_NAME(7969)에게 @ITEM_NAME(17672)를 배달해야 합니다.
7694,4,10566,거미숲 앞에 @NPC_NAME(7969)에게 @ITEM_NAME(17672)를 배달해야 합니다.
7695,4,10565,@NPC_NAME(7967)에게 @ITEM_NAME(17672)를 받아 거미숲 앞에 @NPC_NAME(7969)에게 배달해야 합니다.
7696,4,10570,거미숲 안쪽의 @NPC_NAME(3355)를 잡아 @ITEM_NAME(17674)을 구해야 합니다.
7697,4,10571,거미숲 입구의 @NPC_NAME(7969)에게 돌아가야 합니다.
7698,4,10561,@ITEM_NAME(17682)로 @NPC_NAME(7967)를 응징해야 합니다.
7699,4,11177,@NPC_NAME(7968)에게 받은 @ITEM_NAME(17682)로 @NPC_NAME(7967)를 응징해야 합니다.
7700,4,10576,@ITEM_NAME(17690)를 가지고 기계 폐기장에 있는 @NPC_NAME(7970)을 찾아가야 합니다.
7701,4,10575,@ITEM_NAME(17690)를 가지고 기계폐기장에 있는 @NPC_NAME(7970)을 찾아가야 합니다.
7702,4,10574,@NPC_NAME(7969)에게 @ITEM_NAME(17690)를 받아서 기계 폐기장에 있는 @NPC_NAME(7970)을 찾아가야 합니다.
7706,4,10581,@ITEM_NAME(17691)를 가지고 물 안개 숲에 있는 @NPC_NAME(7973)에게 가야 합니다.
7707,4,11182,@NPC_NAME(7970)옆에서 @ITEM_NAME(17691)를 사용해봐야 합니다.
7708,4,10580,@NPC_NAME(7970)옆에서 @ITEM_NAME(17691)를 사용해봐야 합니다.
7709,4,10579,@NPC_NAME(7970)옆에서 @ITEM_NAME(17691)를 사용해봐야 합니다.
7710,4,11186,"그위오니드 호숫가의 아노의 우리에 갇힌 @NPC_NAME(8059), @NPC_NAME(8060), @NPC_NAME(8061), @NPC_NAME(8062), @NPC_NAME(8063) 중 하나를 구합니다."
7711,4,11187,"그위오니드 호숫가의 아노의 우리에 갇힌 @NPC_NAME(8059), @NPC_NAME(8060), @NPC_NAME(8061), @NPC_NAME(8062), @NPC_NAME(8063) 중 하나를 구합니다."
7712,4,11188,"그위오니드 호숫가의 아노의 우리에 갇힌 @NPC_NAME(8059), @NPC_NAME(8060), @NPC_NAME(8061), @NPC_NAME(8062), @NPC_NAME(8063) 중 하나를 구합니다."
7713,4,11189,"그위오니드 호숫가의 아노의 우리에 갇힌 @NPC_NAME(8059), @NPC_NAME(8060), @NPC_NAME(8061), @NPC_NAME(8062), @NPC_NAME(8063) 중 하나를 구합니다."
7714,4,11190,"그위오니드 호숫가의 아노의 우리에 갇힌 @NPC_NAME(8059), @NPC_NAME(8060), @NPC_NAME(8061), @NPC_NAME(8062), @NPC_NAME(8063) 중 하나를 구합니다."
7715,4,11191,호숫가 마을의 @NPC_NAME(575)를 만납니다.
7718,4,10426,흐느끼는 노천광산에 있는 @DOODAD_NAME(2901)에 @ITEM_NAME(16421)|1을;를; 설치해야 합니다.
7719,4,10466,이즈나 왕도 검문소에 있는 @NPC_NAME(7794)에게 @NPC_NAME(1713)의 말을 전해야 합니다. 
7720,4,10621,영광의 해안에 서식하는 @NPC_NAME(7990)|1을;를; 사냥하고 그 속살을 수집해야 합니다.
7721,4,10481,이즈나 왕도를 위협하는 @NPC_NAME(7795)에게 @ITEM_NAME(16428)|1을;를; 사용해 @ITEM_NAME(24429)|1을;를; 수집해야 합니다.
7722,4,10482,이즈나 왕도 검문소에 있는 @NPC_NAME(1775)에게 @ITEM_NAME(24429)|1을;를; 전해줘야 합니다.
7724,4,10677,동생의 요새 폐허기둥에 있는 @NPC_NAME(7802)에게 @ITEM_NAME(17696)|1을;를; 전해줘야 합니다.
7726,4,11199,백월만에 상륙한 피 묻은 손을 물리쳐서 초승달 왕좌의 주민들이 기뻐합니다.
7730,4,11203,@NPC_GROUP_NAME(155)|1을;를; 물리쳐서 바라기 마을 주민들이 기뻐합니다.
7732,4,11205,@NPC_GROUP_NAME(57)|1을;를; 물리쳐서 경작지 마을 주민들이 기뻐합니다.
7733,4,11206,경작지에 바글거리던 @NPC_GROUP_NAME(62)|1을;를; 학살했습니다. 경작지 농부들이 당신의 @NPC_GROUP_NAME(62) 학살을 추앙합니다.
7734,4,11207,@NPC_GROUP_NAME(201)|1이;가; 심대한 타격을 입은 것에 대해 우윳빛 강 마을 주민들이 기뻐합니다.
7736,4,11209,@NPC_GROUP_NAME(229)|1을;를; 퇴치해 우윳빛 강 마을 주민들이 기뻐합니다.
7737,4,11210,@NPC_GROUP_NAME(204)|1을;를; 물리쳐서 우윳빛 강 마을 주민들이 기뻐합니다.
7738,4,11211,인류의 적인 쥐를 소탕해서 솔즈리드 반도의 환경이 쾌적하게 변했습니다.
7739,4,10733,오색 들판 곳곳에 있는 @DOODAD_NAME(2945)에 불을 질러야 합니다.
7740,4,10734,오색 들판 감시탑에 있는 @NPC_NAME(7918)에게 불 지르는 임무를 성공적으로 완수한 사실을 보고해야 합니다.
7741,4,10802,검투사 경기장 이 층 관람석에 있는 @NPC_NAME(7909)|1과;와; 대화를 나눠야 합니다.
7742,4,10810,은둔자의 거처에 있는 @NPC_NAME(7940)에게 벌목한 @ITEM_NAME(5038)|1을;를; 전달해야 합니다.
7744,4,5623,@NPC_NAME(4286)의 앞에 있는 @DOODAD_NAME(1702)|1을;를; 먹어야 합니다.
7748,4,10674,동생의 요새에서 @NPC_NAME(1679)|1을;를; 찾아 입수한 @ITEM_NAME(8125)|1을;를; 전해줘야 합니다.
7749,4,10562,@NPC_NAME(7968)과 이야기해야 합니다.
7750,4,3876,밀렵 감시 초소 근처에서 @ITEM_NAME(16176)을 되찾아야 합니다.
7751,4,2691,그믐녘 마을 입구 근처의 선돌 아래에 살로니키 해방전선의 비밀책을 묻습니다.
7752,4,9817,밀렵 감시 초소에 있는 @NPC_NAME(5200)에게 돌아가야 합니다.
7753,5,10550,"^기계 제작소는 생각보다 깨끗한 모습이 아니었다. 사방에 나라야나가 훼방놓은 흔적이 가득하고, 기계 공학자들은 서로 싸우고 있거나 밀려드는 일에 피로해 하고 있었다."
7754,5,10550,첨단 기계 제작소답게 온갖 기계가 돌아다니는데 신기하게도 청소부터 배달까지 여러 가지 일을 하는 거 같았다. 하나 가지고 싶다.
7755,5,10550,기술자 데펙티나는 내가 자신의 기계를 이용하러 온 줄 알고 반갑게 맞이했다. 나는 상단 연합의 수장 알로토스의 이름을 팔아 내 사정을 설명했다.
7756,5,10550,서방 이슈바라 왕가의 이름보다 훨씬 떨어지긴 해도 시도해 보는 게 낫겠다고 생각해서였는데 통했다! 어쩌면 저들도 그냥 왕가의 이름을 팔아 봤을 뿐 별거 없는 놈들이 아니었을까?
7757,5,10554,"^더러운 욕망 1호를 풀어놓자 녀석은 푸드덕거리며 어딘가로 이동할 준비를 했다. 그리고 잠시 후, 마법처럼 사라져버렸다."
7758,5,10555,기술자 데펙티나는 그 모습을 보고 흐뭇한 것 같았다. 자신도 더러운 욕망 1호가 어디로 가는지 모르는 모양이었다. 우연히 좋은 기계혼을 건져서 계속 써먹는 거 같다. 괜찮은 장사인데?
7759,5,10558,^과연 제련소에는 헛소리하는 쇳덩어리가 하나 있었다. 그 앞에는 총독의 심부름꾼 하나가 폭발하기 직전의 인내심을 힘겹게 붙들고 있었다. 나는 그 상황을 흥미롭게 지켜봤다.
7760,5,10558,"혹시 마브49호가 알아듣지 않을까 싶어 답이 곧 나올 거라는 말까지 던지면서. 마브49호, 너의 능력을 보여줘! "
7761,5,10558,"^마브49호는 속의 어딘가 고장나지 않았을까 싶은 말만 주워섬기면서 심부름꾼이 맡긴 나의, 바로 나의! 기계장치가 쓸모 없는 깡통 덩어리라고 선언했다."
7762,4,10558,그것도 심지어 방금 자신이 그렇게 만들어 버렸다고 말이다. 심부름꾼이 당황하는 모습을 보며 나는 좋아하지 않으려 노력했다.
7763,5,10561,"^망치로 마브49호를 사정없이 내리쳤지만 다행히 마브49호는 아픔을 느끼는 것 같지는 않았다. 쇳덩어리니, 당연하겠지만 어쩐지 안심이 된다."
7764,5,10561,마브49호는 진실을 받아들이지 못하는 멍청한 의뢰인은 필요 없다고 말했다.
7765,5,10562,^총독의 심부름꾼 마가는 분이 좀 풀렸는지 내 손에 보상까지 쥐어 주었다.
7766,5,10567,^거미숲 앞에는 순진해 보이는 나라야나가 있었다. 다르비스는 내 냄새를 맡으며 마브49호를 떠올렸는지 그에게 신세를 진적이 있다고 암시했다.
7767,4,11217,외로운 오아시스 방향의 다리 건너에 있는 @NPC_NAME(10547)|1을;를; 처치 후 실마리를 찾습니다.
7768,5,10570,^남 데비강 악어들이 공손히 부품을 뱉을 리가 없어서 하나씩 잡아봐야 했다. 악어 뱃속의 해부학적 구조를 공부할 생각은 없었기에 부품만 재빨리 모았다.
7769,5,10570,부품 외에도 어째서 이게...?! 할만한 물건들이 꽤 나왔다.
7770,5,10571,"^부품을 모아 다르비스에게 돌아가자 그는 순진하게, 혹은 순진한 척 하며 악어들이 순순히 부품을 내주었냐며 감탄했다. 흐음. 왠지 이 나라야나는 혹시 자신의 인상을 이용하는 게 아닐까?"
7771,5,10576,^기계 폐기장은 새 물건들은 없었지만 기계 제작소처럼 악취가 심하진 않았다. 대신 사람을 기절하도록 패는 고장난 기계들이 많았다.
7772,5,10576,넝마주이 아킬라는 날 기다렸다는 듯이 맞이했다. 나한테 나라야나 냄새라도 나나?
7773,5,10580,"^넝마주이 아킬라 옆에서 기계장치를 사용해 보자 선원 유령이 튀어나왔다!^ 유령은 자신은 원대륙에 가봤다며, 그림자 매를 막아달라고 절규했다."
7774,5,10580,누구든 그림자 매를 일망타진하는 사람이 나타난다면 자신이 원대륙의 숨겨진 정보를 알려준다는 것이다. 좋다...내가 그 사람이 되겠어. 일단 물 안개 숲의 나라야나를 만나야겠다.
7775,5,10580,"적의 적은 동지라 했으니, 잠시 손 잡을 수 있겠지."
7776,5,10581,"물 안개 숲의 나라야나 다라얀을 찾아가자, 그는 흔쾌히 같이 그림자 매를 막아보자고 말했다."
7777,5,10586,^야타 방목지의 자나르간을 찾아가자 그는 귀가 번쩍 뜨이는 이야기를 중얼대고 있었다. 자세히는 몰라도 할 하파에 금이 잔뜩 있다고 하는 걸 얼핏 들었다. 그림자 매가 그걸 원한 건가?
