id,actual_id,actual_type
13028,4220,BuffEffect
13031,4221,BuffEffect
13032,4222,BuffEffect
13033,4223,BuffEffect
13034,248,DispelEffect
13039,1549,InteractionEffect
13040,4224,BuffEffect
13041,986,SpawnEffect
13042,987,SpawnEffect
13043,988,SpawnEffect
13044,989,SpawnEffect
13045,990,SpawnEffect
13046,991,SpawnEffect
13047,992,SpawnEffect
13048,993,SpawnEffect
13049,994,SpawnEffect
13050,1551,InteractionEffect
13051,1552,InteractionEffect
13052,995,SpawnEffect
13053,996,SpawnEffect
13055,3651,SpecialEffect
13056,3652,SpecialEffect
13057,3653,SpecialEffect
13058,3654,SpecialEffect
13059,3655,SpecialEffect
13060,3656,SpecialEffect
13062,913,BubbleEffect
13063,4226,BuffEffect
13066,251,DispelEffect
13069,1905,DamageEffect
13070,3661,SpecialEffect
13071,1906,DamageEffect
13072,4229,BuffEffect
13074,1907,DamageEffect
13075,997,SpawnEffect
13076,1553,InteractionEffect
13078,252,DispelEffect
13079,1554,InteractionEffect
13080,4239,BuffEffect
13081,4240,BuffEffect
13082,1555,InteractionEffect
13083,1556,InteractionEffect
13084,3682,SpecialEffect
13085,1910,DamageEffect
13090,1911,DamageEffect
13091,1912,DamageEffect
13092,4242,BuffEffect
13093,1913,DamageEffect
13099,4245,BuffEffect
13100,4246,BuffEffect
13101,254,DispelEffect
13102,4248,BuffEffect
13104,1558,InteractionEffect
13105,1915,DamageEffect
13106,3698,SpecialEffect
13110,3701,SpecialEffect
13111,4250,BuffEffect
13118,919,BubbleEffect
13124,199,HealEffect
13128,3712,SpecialEffect
13129,4253,BuffEffect
13130,4254,BuffEffect
13131,200,HealEffect
13133,3714,SpecialEffect
13135,4256,BuffEffect
13136,4257,BuffEffect
13137,201,HealEffect
13140,202,HealEffect
13144,4259,BuffEffect
13145,4260,BuffEffect
13146,203,HealEffect
13148,204,HealEffect
13150,205,HealEffect
13152,206,HealEffect
13157,4267,BuffEffect
13160,1922,DamageEffect
13165,261,DispelEffect
13166,262,DispelEffect
13167,4271,BuffEffect
13174,1576,InteractionEffect
13177,4277,BuffEffect
13178,4278,BuffEffect
13180,3718,SpecialEffect
13181,3719,SpecialEffect
13182,3720,SpecialEffect
13183,3721,SpecialEffect
13184,3722,SpecialEffect
13185,3723,SpecialEffect
13192,4281,BuffEffect
13200,4284,BuffEffect
13201,1577,InteractionEffect
13202,1578,InteractionEffect
13205,1579,InteractionEffect
13206,1580,InteractionEffect
13208,3725,SpecialEffect
13210,926,BubbleEffect
13211,1932,DamageEffect
13215,4291,BuffEffect
13217,4292,BuffEffect
13220,927,BubbleEffect
13221,579,KillNpcWithoutCorpseEffect
13222,1000,SpawnEffect
13223,1940,DamageEffect
13224,3734,SpecialEffect
13227,1941,DamageEffect
13231,1942,DamageEffect
13235,1943,DamageEffect
13236,3743,SpecialEffect
13250,1582,InteractionEffect
13251,3755,SpecialEffect
13252,3756,SpecialEffect
13253,1951,DamageEffect
13254,928,BubbleEffect
13257,1583,InteractionEffect
13258,4299,BuffEffect
13259,929,BubbleEffect
13283,3775,SpecialEffect
13285,1958,DamageEffect
13286,1959,DamageEffect
13287,930,BubbleEffect
13288,931,BubbleEffect
13289,932,BubbleEffect
13290,1960,DamageEffect
13291,1961,DamageEffect
13292,933,BubbleEffect
13293,934,BubbleEffect
13294,935,BubbleEffect
13295,1962,DamageEffect
13296,1963,DamageEffect
13297,936,BubbleEffect
13298,937,BubbleEffect
13299,938,BubbleEffect
13300,1964,DamageEffect
13301,1965,DamageEffect
13302,939,BubbleEffect
13303,940,BubbleEffect
13304,941,BubbleEffect
13305,1966,DamageEffect
13306,1967,DamageEffect
13307,942,BubbleEffect
13308,943,BubbleEffect
13309,944,BubbleEffect
13310,1968,DamageEffect
13311,1969,DamageEffect
13312,945,BubbleEffect
13313,946,BubbleEffect
13314,947,BubbleEffect
13315,1970,DamageEffect
13316,1971,DamageEffect
13317,948,BubbleEffect
13318,949,BubbleEffect
13319,950,BubbleEffect
13320,1972,DamageEffect
13321,1973,DamageEffect
13322,951,BubbleEffect
13323,952,BubbleEffect
13325,1974,DamageEffect
13326,1975,DamageEffect
13327,954,BubbleEffect
13328,955,BubbleEffect
13329,956,BubbleEffect
13330,1976,DamageEffect
13331,1977,DamageEffect
13332,957,BubbleEffect
13333,958,BubbleEffect
13334,959,BubbleEffect
13335,3776,SpecialEffect
13336,1584,InteractionEffect
13337,4318,BuffEffect
13338,4319,BuffEffect
13339,1978,DamageEffect
13346,1981,DamageEffect
13349,1982,DamageEffect
13350,269,DispelEffect
13360,1985,DamageEffect
13361,4323,BuffEffect
13362,3785,SpecialEffect
13363,4324,BuffEffect
13364,271,DispelEffect
13366,4325,BuffEffect
13367,1986,DamageEffect
13368,4326,BuffEffect
13369,1987,DamageEffect
13370,4327,BuffEffect
13371,960,BubbleEffect
13372,961,BubbleEffect
13373,962,BubbleEffect
13374,1586,InteractionEffect
13375,1587,InteractionEffect
13377,1003,SpawnEffect
13378,963,BubbleEffect
13379,3786,SpecialEffect
13386,4330,BuffEffect
13397,208,HealEffect
13400,1590,InteractionEffect
13401,1591,InteractionEffect
13402,1592,InteractionEffect
13403,1593,InteractionEffect
13404,1594,InteractionEffect
13405,1595,InteractionEffect
13406,1596,InteractionEffect
13411,1597,InteractionEffect
13412,1598,InteractionEffect
13413,1599,InteractionEffect
13414,1600,InteractionEffect
13415,1601,InteractionEffect
13416,1602,InteractionEffect
13417,1603,InteractionEffect
13433,1995,DamageEffect
13443,581,KillNpcWithoutCorpseEffect
13445,4343,BuffEffect
13446,1997,DamageEffect
13447,3799,SpecialEffect
13448,4344,BuffEffect
13449,1010,SpawnEffect
13455,274,DispelEffect
13457,4345,BuffEffect
13460,4347,BuffEffect
13461,3803,SpecialEffect
13470,2011,DamageEffect
13471,275,DispelEffect
13473,2014,DamageEffect
13474,1610,InteractionEffect
13475,2015,DamageEffect
13477,583,KillNpcWithoutCorpseEffect
13478,1611,InteractionEffect
13479,1612,InteractionEffect
13480,1613,InteractionEffect
13481,2016,DamageEffect
13482,4355,BuffEffect
13483,2017,DamageEffect
13484,2018,DamageEffect
13485,4356,BuffEffect
13486,2019,DamageEffect
13489,3840,SpecialEffect
13491,4358,BuffEffect
13493,1618,InteractionEffect
13494,2021,DamageEffect
13495,2022,DamageEffect
13497,1619,InteractionEffect
13499,4359,BuffEffect
13503,3847,SpecialEffect
13504,4360,BuffEffect
13507,1622,InteractionEffect
13508,2028,DamageEffect
13509,585,KillNpcWithoutCorpseEffect
13511,965,BubbleEffect
13514,4363,BuffEffect
13515,2029,DamageEffect
13517,3848,SpecialEffect
13518,2030,DamageEffect
13519,3849,SpecialEffect
13520,4365,BuffEffect
13522,4367,BuffEffect
13527,969,BubbleEffect
13528,1624,InteractionEffect
13529,3850,SpecialEffect
13531,4372,BuffEffect
13533,4374,BuffEffect
13534,209,HealEffect
13535,1625,InteractionEffect
13536,1626,InteractionEffect
13537,3851,SpecialEffect
13538,4375,BuffEffect
13539,2031,DamageEffect
13543,277,DispelEffect
13545,1627,InteractionEffect
13546,1628,InteractionEffect
13548,2032,DamageEffect
13549,2033,DamageEffect
13551,4378,BuffEffect
13552,4379,BuffEffect
13553,1631,InteractionEffect
13556,4383,BuffEffect
13557,1635,InteractionEffect
13558,586,KillNpcWithoutCorpseEffect
13559,1636,InteractionEffect
13560,1637,InteractionEffect
13561,1638,InteractionEffect
13562,3876,SpecialEffect
13563,1639,InteractionEffect
13564,970,BubbleEffect
13565,971,BubbleEffect
13566,972,BubbleEffect
13567,973,BubbleEffect
13572,3879,SpecialEffect
13574,211,HealEffect
13576,2039,DamageEffect
13593,3896,SpecialEffect
13594,3897,SpecialEffect
13595,3898,SpecialEffect
13596,4388,BuffEffect
13597,1019,SpawnEffect
13598,1020,SpawnEffect
13599,1021,SpawnEffect
13600,3899,SpecialEffect
13601,975,BubbleEffect
13602,138,NpcSpawnerSpawnEffect
13603,139,NpcSpawnerSpawnEffect
13604,2041,DamageEffect
13605,4389,BuffEffect
13606,1642,InteractionEffect
13607,1643,InteractionEffect
13624,2044,DamageEffect
13625,4390,BuffEffect
13626,3915,SpecialEffect
13627,2045,DamageEffect
13628,3916,SpecialEffect
13629,280,DispelEffect
13631,4392,BuffEffect
13632,281,DispelEffect
13634,4393,BuffEffect
13635,2048,DamageEffect
13636,282,DispelEffect
13637,4394,BuffEffect
13638,2049,DamageEffect
13639,1650,InteractionEffect
13641,283,DispelEffect
13642,4395,BuffEffect
13647,4398,BuffEffect
13648,140,NpcSpawnerSpawnEffect
13649,141,NpcSpawnerSpawnEffect
13650,142,NpcSpawnerSpawnEffect
13651,143,NpcSpawnerSpawnEffect
13652,144,NpcSpawnerSpawnEffect
13653,145,NpcSpawnerSpawnEffect
13654,146,NpcSpawnerSpawnEffect
13655,147,NpcSpawnerSpawnEffect
13656,148,NpcSpawnerSpawnEffect
13657,149,NpcSpawnerSpawnEffect
13658,150,NpcSpawnerSpawnEffect
13659,151,NpcSpawnerSpawnEffect
13660,152,NpcSpawnerSpawnEffect
13661,153,NpcSpawnerSpawnEffect
13662,154,NpcSpawnerSpawnEffect
13664,156,NpcSpawnerSpawnEffect
13665,157,NpcSpawnerSpawnEffect
13666,158,NpcSpawnerSpawnEffect
13667,159,NpcSpawnerSpawnEffect
13668,160,NpcSpawnerSpawnEffect
13669,161,NpcSpawnerSpawnEffect
13670,162,NpcSpawnerSpawnEffect
13671,163,NpcSpawnerSpawnEffect
13672,164,NpcSpawnerSpawnEffect
13673,165,NpcSpawnerSpawnEffect
13674,166,NpcSpawnerSpawnEffect
13675,167,NpcSpawnerSpawnEffect
13676,587,KillNpcWithoutCorpseEffect
13677,1653,InteractionEffect
13679,588,KillNpcWithoutCorpseEffect
13680,1655,InteractionEffect
13682,589,KillNpcWithoutCorpseEffect
13683,1657,InteractionEffect
13685,590,KillNpcWithoutCorpseEffect
13686,1659,InteractionEffect
13688,591,KillNpcWithoutCorpseEffect
13689,1661,InteractionEffect
13691,592,KillNpcWithoutCorpseEffect
13692,1663,InteractionEffect
13718,186,NpcSpawnerSpawnEffect
13733,201,NpcSpawnerSpawnEffect
13739,207,NpcSpawnerSpawnEffect
13748,216,NpcSpawnerSpawnEffect
13762,99,SpawnGimmickEffect
13763,1673,InteractionEffect
13766,1674,InteractionEffect
13768,1675,InteractionEffect
13771,1025,SpawnEffect
13772,1677,InteractionEffect
13777,2059,DamageEffect
13779,3953,SpecialEffect
13780,74,PhysicalExplosionEffect
13784,1679,InteractionEffect
13785,1680,InteractionEffect
13786,2060,DamageEffect
13787,145,CraftEffect
13790,148,CraftEffect
13791,149,CraftEffect
13792,150,CraftEffect
13793,151,CraftEffect
13797,1681,InteractionEffect
13799,1682,InteractionEffect
13801,1683,InteractionEffect
13802,1684,InteractionEffect
13803,1685,InteractionEffect
13804,1686,InteractionEffect
13805,1687,InteractionEffect
13806,1688,InteractionEffect
13807,49,RestoreManaEffect
13809,3974,SpecialEffect
13812,2064,DamageEffect
13813,4414,BuffEffect
13814,2066,DamageEffect
13816,1689,InteractionEffect
13817,2077,DamageEffect
13819,1690,InteractionEffect
13820,1691,InteractionEffect
13822,1692,InteractionEffect
13823,213,HealEffect
13824,287,DispelEffect
13825,4018,SpecialEffect
13826,105,SpawnGimmickEffect
13830,2086,DamageEffect
13832,4424,BuffEffect
13833,4425,BuffEffect
13834,4426,BuffEffect
13835,4427,BuffEffect
13836,1694,InteractionEffect
13837,4432,BuffEffect
13839,1695,InteractionEffect
13841,1697,InteractionEffect
13842,1,ScopedFEffect
13844,4440,BuffEffect
13845,4441,BuffEffect
13846,1698,InteractionEffect
13847,1699,InteractionEffect
13861,1700,InteractionEffect
13862,1701,InteractionEffect
13863,152,CraftEffect
13864,153,CraftEffect
13865,154,CraftEffect
13866,155,CraftEffect
13867,156,CraftEffect
13871,288,DispelEffect
13881,1704,InteractionEffect
13883,1706,InteractionEffect
13887,4462,BuffEffect
13890,4463,BuffEffect
13895,290,DispelEffect
13896,2117,DamageEffect
13900,1707,InteractionEffect
13901,1708,InteractionEffect
13902,109,SpawnGimmickEffect
13903,1709,InteractionEffect
13904,4151,SpecialEffect
13905,4468,BuffEffect
13906,4469,BuffEffect
13907,1710,InteractionEffect
13908,4470,BuffEffect
13909,4152,SpecialEffect
13911,1712,InteractionEffect
13912,1713,InteractionEffect
13914,1714,InteractionEffect
13915,4472,BuffEffect
13916,4153,SpecialEffect
13917,1715,InteractionEffect
13918,4154,SpecialEffect
13919,4473,BuffEffect
13920,1716,InteractionEffect
13921,1026,SpawnEffect
13923,4156,SpecialEffect
13924,4474,BuffEffect
13925,4157,SpecialEffect
13926,4475,BuffEffect
13928,1028,SpawnEffect
13929,4476,BuffEffect
13931,2118,DamageEffect
13932,4158,SpecialEffect
13933,1717,InteractionEffect
13935,1718,InteractionEffect
13937,228,NpcSpawnerSpawnEffect
13940,1719,InteractionEffect
13941,4159,SpecialEffect
13945,4162,SpecialEffect
13946,1030,SpawnEffect
13948,1720,InteractionEffect
13951,1721,InteractionEffect
13952,1722,InteractionEffect
13956,1031,SpawnEffect
13957,1032,SpawnEffect
13961,596,KillNpcWithoutCorpseEffect
13965,985,BubbleEffect
13971,1723,InteractionEffect
13972,1724,InteractionEffect
13973,1725,InteractionEffect
13974,1726,InteractionEffect
13977,4168,SpecialEffect
13978,4169,SpecialEffect
13979,1727,InteractionEffect
13980,1728,InteractionEffect
13982,1729,InteractionEffect
13983,1730,InteractionEffect
13985,1731,InteractionEffect
13986,1732,InteractionEffect
13987,2120,DamageEffect
13988,2121,DamageEffect
13989,4174,SpecialEffect
13992,4176,SpecialEffect
13995,4482,BuffEffect
13996,4483,BuffEffect
13999,597,KillNpcWithoutCorpseEffect
14000,598,KillNpcWithoutCorpseEffect
14001,4484,BuffEffect
14004,1733,InteractionEffect
14005,1734,InteractionEffect
14017,4486,BuffEffect
14025,4185,SpecialEffect
14030,1735,InteractionEffect
14031,4493,BuffEffect
14036,4496,BuffEffect
14037,2131,DamageEffect
14038,4497,BuffEffect
14039,2132,DamageEffect
14040,4192,SpecialEffect
14041,78,PhysicalExplosionEffect
14049,4502,BuffEffect
14052,4504,BuffEffect
14055,1045,SpawnEffect
14058,295,DispelEffect
14060,600,KillNpcWithoutCorpseEffect
14061,4511,BuffEffect
14063,601,KillNpcWithoutCorpseEffect
14065,4513,BuffEffect
14067,4200,SpecialEffect
14069,2136,DamageEffect
14070,4515,BuffEffect
14071,4201,SpecialEffect
14072,4204,SpecialEffect
14082,4517,BuffEffect
14085,2140,DamageEffect
14091,4210,SpecialEffect
14096,2143,DamageEffect
14097,2144,DamageEffect
14098,4211,SpecialEffect
14099,4212,SpecialEffect
14100,4520,BuffEffect
14101,299,DispelEffect
14102,2145,DamageEffect
14105,4213,SpecialEffect
14116,2152,DamageEffect
14120,2155,DamageEffect
14121,2156,DamageEffect
14122,4524,BuffEffect
14123,2157,DamageEffect
14124,4525,BuffEffect
14125,4217,SpecialEffect
14126,4526,BuffEffect
14127,4218,SpecialEffect
14129,1736,InteractionEffect
14133,2163,DamageEffect
14136,4528,BuffEffect
14140,4530,BuffEffect
14141,2165,DamageEffect
14142,2166,DamageEffect
14144,4532,BuffEffect
14145,4238,SpecialEffect
14150,1739,InteractionEffect
14191,1051,SpawnEffect
14192,1052,SpawnEffect
14193,1053,SpawnEffect
14196,1743,InteractionEffect
14202,4546,BuffEffect
14216,1744,InteractionEffect
14218,4550,BuffEffect
14219,309,DispelEffect
14220,4551,BuffEffect
14221,310,DispelEffect
14222,2179,DamageEffect
14224,2180,DamageEffect
14231,2182,DamageEffect
14232,311,DispelEffect
14234,4553,BuffEffect
14238,2186,DamageEffect
14265,2201,DamageEffect
14266,2202,DamageEffect
14267,2203,DamageEffect
14268,2204,DamageEffect
14273,2205,DamageEffect
14274,4558,BuffEffect
14276,2207,DamageEffect
14277,2208,DamageEffect
14278,2209,DamageEffect
14279,2210,DamageEffect
14282,4559,BuffEffect
14283,4277,SpecialEffect
14284,2212,DamageEffect
14285,2213,DamageEffect
14286,2214,DamageEffect
14288,2215,DamageEffect
14289,2216,DamageEffect
14292,2218,DamageEffect
14293,2219,DamageEffect
14294,1745,InteractionEffect
14295,1058,SpawnEffect
14300,1750,InteractionEffect
14308,1754,InteractionEffect
14309,4283,SpecialEffect
14311,2220,DamageEffect
14312,4563,BuffEffect
14313,1756,InteractionEffect
14318,4566,BuffEffect
14319,4567,BuffEffect
14320,4285,SpecialEffect
14322,1759,InteractionEffect
14324,4286,SpecialEffect
14325,4287,SpecialEffect
14327,1760,InteractionEffect
14333,2223,DamageEffect
14334,4290,SpecialEffect
14337,2224,DamageEffect
14338,1761,InteractionEffect
14339,1762,InteractionEffect
14340,1763,InteractionEffect
14342,1764,InteractionEffect
14343,2228,DamageEffect
14344,19,AggroEffect
14349,2230,DamageEffect
14351,4576,BuffEffect
14352,2231,DamageEffect
14354,4301,SpecialEffect
14357,1766,InteractionEffect
14358,4578,BuffEffect
14360,2233,DamageEffect
14361,2234,DamageEffect
14362,4579,BuffEffect
14365,1767,InteractionEffect
14370,1768,InteractionEffect
14371,2237,DamageEffect
14372,1769,InteractionEffect
14373,4582,BuffEffect
14375,4583,BuffEffect
14377,991,BubbleEffect
14380,2240,DamageEffect
14383,602,KillNpcWithoutCorpseEffect
14387,2242,DamageEffect
14389,2243,DamageEffect
14398,2248,DamageEffect
14399,4588,BuffEffect
14400,4589,BuffEffect
14401,4590,BuffEffect
14405,4592,BuffEffect
14406,2251,DamageEffect
14408,1772,InteractionEffect
14417,1065,SpawnEffect
14418,4599,BuffEffect
14422,4600,BuffEffect
14424,4601,BuffEffect
14427,1773,InteractionEffect
14433,1774,InteractionEffect
14437,4604,BuffEffect
14438,4605,BuffEffect
14441,2268,DamageEffect
14446,4607,BuffEffect
14449,4303,SpecialEffect
14455,4610,BuffEffect
14464,2275,DamageEffect
14466,2276,DamageEffect
14467,4615,BuffEffect
14472,4617,BuffEffect
14473,2280,DamageEffect
14474,2281,DamageEffect
14475,4618,BuffEffect
14478,2284,DamageEffect
14482,4620,BuffEffect
14483,4621,BuffEffect
14487,1775,InteractionEffect
14488,2288,DamageEffect
14489,2289,DamageEffect
14495,1067,SpawnEffect
14503,2294,DamageEffect
14507,4623,BuffEffect
14508,2296,DamageEffect
14512,1070,SpawnEffect
14515,1780,InteractionEffect
14516,1781,InteractionEffect
14517,1782,InteractionEffect
14519,1071,SpawnEffect
14520,2299,DamageEffect
14521,4626,BuffEffect
14523,4627,BuffEffect
14524,2300,DamageEffect
14525,4312,SpecialEffect
14526,4628,BuffEffect
14532,2306,DamageEffect
14533,4630,BuffEffect
14534,1783,InteractionEffect
14537,1786,InteractionEffect
14547,4635,BuffEffect
14549,4638,BuffEffect
14551,2314,DamageEffect
14552,4333,SpecialEffect
14554,2315,DamageEffect
14556,4640,BuffEffect
14557,2316,DamageEffect
14563,2319,DamageEffect
14566,2320,DamageEffect
14567,4646,BuffEffect
14568,4341,SpecialEffect
14569,4647,BuffEffect
14570,2321,DamageEffect
14572,2324,DamageEffect
14573,4649,BuffEffect
14575,2325,DamageEffect
14576,318,DispelEffect
14577,2326,DamageEffect
14578,4651,BuffEffect
14579,4360,SpecialEffect
14580,4652,BuffEffect
14581,319,DispelEffect
14582,2327,DamageEffect
14585,4654,BuffEffect
14587,4361,SpecialEffect
14591,1787,InteractionEffect
14597,2335,DamageEffect
14599,4370,SpecialEffect
14600,1072,SpawnEffect
14601,2336,DamageEffect
14607,4663,BuffEffect
14609,4372,SpecialEffect
14610,4664,BuffEffect
14613,2339,DamageEffect
14620,2342,DamageEffect
14623,2344,DamageEffect
14624,2345,DamageEffect
14625,2346,DamageEffect
14626,4671,BuffEffect
14627,4375,SpecialEffect
14634,4674,BuffEffect
14635,4675,BuffEffect
14638,2348,DamageEffect
14639,4677,BuffEffect
14641,4679,BuffEffect
14643,220,HealEffect
14645,2350,DamageEffect
14653,4682,BuffEffect
14655,4389,SpecialEffect
14656,2354,DamageEffect
14658,4683,BuffEffect
14660,2355,DamageEffect
14661,2356,DamageEffect
14662,4684,BuffEffect
14663,2357,DamageEffect
14664,1791,InteractionEffect
14665,4685,BuffEffect
14666,4391,SpecialEffect
14667,4686,BuffEffect
14670,4688,BuffEffect
14671,2359,DamageEffect
14672,2360,DamageEffect
14673,2361,DamageEffect
14674,2362,DamageEffect
14678,4691,BuffEffect
14679,2364,DamageEffect
14680,1792,InteractionEffect
14681,1793,InteractionEffect
14683,4693,BuffEffect
14686,2367,DamageEffect
14687,4399,SpecialEffect
14688,4696,BuffEffect
14689,4402,SpecialEffect
14690,1794,InteractionEffect
14692,4699,BuffEffect
14693,2370,DamageEffect
14694,4700,BuffEffect
14695,2371,DamageEffect
14706,2375,DamageEffect
14707,4704,BuffEffect
14710,4705,BuffEffect
14712,2377,DamageEffect
14716,2379,DamageEffect
14717,4707,BuffEffect
14719,4708,BuffEffect
14720,1797,InteractionEffect
14722,2386,DamageEffect
14725,1799,InteractionEffect
14726,1800,InteractionEffect
14727,1,CleanupUccEffect
14734,321,DispelEffect
14735,2391,DamageEffect
14736,4710,BuffEffect
14739,4711,BuffEffect
14742,2393,DamageEffect
14743,4712,BuffEffect
14744,1803,InteractionEffect
14745,4437,SpecialEffect
14752,1806,InteractionEffect
14755,1077,SpawnEffect
14756,1078,SpawnEffect
14757,1079,SpawnEffect
14760,606,KillNpcWithoutCorpseEffect
14762,2395,DamageEffect
14764,4715,BuffEffect
14766,2397,DamageEffect
14767,2398,DamageEffect
14768,4443,SpecialEffect
14769,4444,SpecialEffect
14770,4717,BuffEffect
14773,2400,DamageEffect
14775,4721,BuffEffect
14777,2402,DamageEffect
14778,2403,DamageEffect
14779,2404,DamageEffect
14780,2405,DamageEffect
14781,4451,SpecialEffect
14782,4722,BuffEffect
14783,4452,SpecialEffect
14784,4723,BuffEffect
14785,4453,SpecialEffect
14786,4454,SpecialEffect
14792,2408,DamageEffect
14796,4725,BuffEffect
14797,4726,BuffEffect
14798,4727,BuffEffect
14805,2409,DamageEffect
14808,4462,SpecialEffect
14809,2411,DamageEffect
14811,4463,SpecialEffect
14813,4731,BuffEffect
14815,2413,DamageEffect
14822,4466,SpecialEffect
14824,2415,DamageEffect
14827,4735,BuffEffect
14828,4468,SpecialEffect
14829,2416,DamageEffect
14831,4469,SpecialEffect
14833,2417,DamageEffect
14840,1812,InteractionEffect
14844,20,AggroEffect
14847,2418,DamageEffect
14852,4749,BuffEffect
14853,4750,BuffEffect
14855,1813,InteractionEffect
14861,1814,InteractionEffect
14862,2420,DamageEffect
14863,4752,BuffEffect
14864,1815,InteractionEffect
14865,1816,InteractionEffect
14866,1082,SpawnEffect
14868,4498,SpecialEffect
14869,1817,InteractionEffect
14871,2422,DamageEffect
14876,2425,DamageEffect
14877,4505,SpecialEffect
14878,4754,BuffEffect
14880,22,AggroEffect
14891,125,NpcControlEffect
14894,4757,BuffEffect
14898,4762,BuffEffect
14903,126,NpcControlEffect
14904,1000,BubbleEffect
14905,1001,BubbleEffect
14906,1002,BubbleEffect
14907,4766,BuffEffect
14910,1826,InteractionEffect
14911,1831,InteractionEffect
14912,2430,DamageEffect
14913,1832,InteractionEffect
14916,4564,SpecialEffect
14917,4768,BuffEffect
14919,2432,DamageEffect
14920,1838,InteractionEffect
14921,127,NpcControlEffect
14923,2433,DamageEffect
14924,4571,SpecialEffect
14925,2434,DamageEffect
14926,4572,SpecialEffect
14928,2435,DamageEffect
14929,2436,DamageEffect
14931,2437,DamageEffect
14934,4772,BuffEffect
14935,1845,InteractionEffect
14936,1846,InteractionEffect
14937,1847,InteractionEffect
14938,1848,InteractionEffect
14939,1849,InteractionEffect
14942,1859,InteractionEffect
14946,2442,DamageEffect
14947,4783,BuffEffect
14953,4616,SpecialEffect
14954,4617,SpecialEffect
14955,4618,SpecialEffect
14956,4619,SpecialEffect
14960,1865,InteractionEffect
14961,4621,SpecialEffect
14971,1866,InteractionEffect
14972,4790,BuffEffect
14973,4791,BuffEffect
14974,617,KillNpcWithoutCorpseEffect
14975,1086,SpawnEffect
14976,1006,BubbleEffect
14979,4792,BuffEffect
14980,1867,InteractionEffect
14981,2444,DamageEffect
14982,1868,InteractionEffect
14989,1869,InteractionEffect
14993,620,KillNpcWithoutCorpseEffect
14994,4794,BuffEffect
14998,4628,SpecialEffect
15006,1872,InteractionEffect
15008,4636,SpecialEffect
15009,622,KillNpcWithoutCorpseEffect
15010,4797,BuffEffect
15017,1009,BubbleEffect
15018,1010,BubbleEffect
15019,1873,InteractionEffect
15026,2450,DamageEffect
15027,4641,SpecialEffect
15028,4642,SpecialEffect
15029,4643,SpecialEffect
15030,4644,SpecialEffect
15031,4645,SpecialEffect
15032,4646,SpecialEffect
15033,4647,SpecialEffect
15034,4648,SpecialEffect
15040,2455,DamageEffect
15041,4652,SpecialEffect
15045,4802,BuffEffect
15049,2460,DamageEffect
15054,4804,BuffEffect
15055,4670,SpecialEffect
15056,2462,DamageEffect
15057,4805,BuffEffect
15058,4806,BuffEffect
15059,1874,InteractionEffect
15066,328,DispelEffect
15067,4672,SpecialEffect
15070,4816,BuffEffect
15071,1013,BubbleEffect
15072,4817,BuffEffect
15074,1876,InteractionEffect
15075,1877,InteractionEffect
15076,1878,InteractionEffect
15077,1087,SpawnEffect
15087,1014,BubbleEffect
15088,1015,BubbleEffect
15090,1016,BubbleEffect
15091,1879,InteractionEffect
15092,1880,InteractionEffect
15094,4818,BuffEffect
15098,2469,DamageEffect
15099,4821,BuffEffect
15101,4822,BuffEffect
15103,2471,DamageEffect
15104,4823,BuffEffect
15105,4824,BuffEffect
15106,4825,BuffEffect
15108,2473,DamageEffect
15109,2475,DamageEffect
15110,4827,BuffEffect
15112,4828,BuffEffect
15113,4706,SpecialEffect
15114,2493,DamageEffect
15115,4712,SpecialEffect
15116,1883,InteractionEffect
15117,625,KillNpcWithoutCorpseEffect
15119,1884,InteractionEffect
15120,1885,InteractionEffect
15121,1886,InteractionEffect
15122,1887,InteractionEffect
15127,4832,BuffEffect
15128,626,KillNpcWithoutCorpseEffect
15130,1020,BubbleEffect
15131,4833,BuffEffect
15135,1103,SpawnEffect
15138,4834,BuffEffect
15139,1888,InteractionEffect
15141,1889,InteractionEffect
15143,1890,InteractionEffect
15147,1891,InteractionEffect
15153,4838,BuffEffect
15154,1892,InteractionEffect
15155,4839,BuffEffect
15156,1107,SpawnEffect
15160,4841,BuffEffect
15161,133,NpcControlEffect
15164,2510,DamageEffect
15165,1024,BubbleEffect
15166,1025,BubbleEffect
15167,1026,BubbleEffect
15168,630,KillNpcWithoutCorpseEffect
15169,631,KillNpcWithoutCorpseEffect
15170,4844,BuffEffect
15172,4777,SpecialEffect
15173,4847,BuffEffect
15174,1027,BubbleEffect
15175,1895,InteractionEffect
15176,2512,DamageEffect
15178,1896,InteractionEffect
15182,1108,SpawnEffect
15187,1897,InteractionEffect
15191,1109,SpawnEffect
15192,1898,InteractionEffect
15198,134,NpcControlEffect
15205,1900,InteractionEffect
15206,1901,InteractionEffect
15207,1902,InteractionEffect
15208,1903,InteractionEffect
15210,4786,SpecialEffect
15212,4787,SpecialEffect
15213,1905,InteractionEffect
15214,4788,SpecialEffect
15215,247,NpcSpawnerSpawnEffect
15216,248,NpcSpawnerSpawnEffect
15217,249,NpcSpawnerSpawnEffect
15218,250,NpcSpawnerSpawnEffect
15219,251,NpcSpawnerSpawnEffect
15220,1906,InteractionEffect
15221,1111,SpawnEffect
15222,1907,InteractionEffect
15223,1112,SpawnEffect
15230,4856,BuffEffect
15231,1910,InteractionEffect
15232,135,NpcControlEffect
15235,138,NpcControlEffect
15236,330,DispelEffect
15237,4857,BuffEffect
15238,4858,BuffEffect
