id,name,asset_name,fx_event_start_id,fx_event_end_id,fx_location_id,bone_id,offset_x,offset_y,offset_z,fx_detail_id,fx_detail_type,offset_axis_id,fx_scale_id
563,n_환상의콧노래_launch,ability_skill_table_k.p_skill_romance.song_of_feathers_launch,3,5,1,0,0.0,0.0,0.0,558,FxParticle,0,0
564,충격화살_throw,abillity_skill_table_m.wild.shock_throw,3,5,1,8,0.0,0.0,0.0,559,FxParticle,0,0
565,기모으기_dot2,abillity_skill_table_m.fight.weapon_power_dot2,0,2,1,1,0.0,0.0,0.0,560,FxParticle,0,0
566,불의심판_form2,abillity_skill_table_m.wild.fire_arrow_form2,2,3,1,9,0.0,0.0,0.0,561,FxParticle,1,0
567,충격화살_form2,abillity_skill_table_m.wild.shock_form2,2,3,1,9,0.0,0.0,0.0,562,FxParticle,1,0
568,신화살소나기_form2,abillity_skill_table_m.wild.long_distance_shot_form2,0,3,1,9,0.0,0.0,0.0,563,FxParticle,1,0
569,일반원거리_form,X2_EFFECTS.p_effect.st1000a,0,3,1,9,0.0,0.0,0.0,564,FxParticle,1,0
570,n_강렬한빛_dot,ability_skill_table_k.p_skill_love.strong_light_dot,0,5,1,2,0.0,0.0,0.0,565,FxParticle,0,0
571,n_강렬한빛_launch,ability_skill_table_k.p_skill_love.strong_light_launch,3,5,1,4,0.0,0.0,0.0,566,FxParticle,0,0
572,n_단검던지기_proj,ability_skill_table_k.p_skill_vocation.shot_sword_proj,0,5,1,9,0.0,0.0,0.0,567,FxParticle,0,0
573,n_단검던지기_hit,X2_EFFECT_O.Mon_Effects.mon_range02_hit,4,5,2,1,0.0,0.0,0.0,568,FxParticle,4,0
574,n_강렬한빛_form,ability_skill_table_k.p_skill_love.strong_light_form,1,5,1,0,0.0,0.0,0.0,569,FxParticle,0,0
575,n_강인한맷집_dot,ability_skill_table_k.p_skill_adament.strong_resilient_dot,0,5,1,19,0.0,0.0,0.0,570,FxParticle,0,0
576,n_강인한육체_launch,ability_skill_table_k.p_skill_adament.strong_resilient_launch,3,5,1,19,0.0,0.0,0.0,571,FxParticle,0,0
577,바람가르기_launch,abillity_skill_table_m.fight.wind_slash_launch,0,5,1,1,0.0,0.0,0.0,572,FxParticle,0,0
578,반격베기_right_swoosh,abillity_skill_table_m.fight.counterattack_right_swoosh,1,2,1,9,0.0,0.0,0.0,573,FxParticle,3,1
579,반격베기_left_swoosh,abillity_skill_table_m.fight.counterattack_left_swoosh,1,2,1,8,0.0,0.0,0.0,574,FxParticle,3,1
580,n_인지능력상실_dot,ability_skill_table_k.p_skill_vocation.recognition_loss_dot,0,5,1,19,0.0,0.0,0.0,575,FxParticle,0,0
581,n_인지능력상실_launch,ability_skill_table_k.p_skill_vocation.recognition_loss_launch,3,5,1,9,0.0,0.0,0.0,576,FxParticle,0,0
582,n_강인한의지_dot,ability_skill_table_k.p_skill_will.strong_will_dot,0,5,1,19,0.0,0.0,0.0,577,FxParticle,0,0
583,n_강인한의지_launch,ability_skill_table_k.p_skill_will.strong_will_launch,3,5,1,0,0.0,0.0,0.0,578,FxParticle,0,0
584,n_명상_launch,ability_skill_table_k.p_skill_will.spirit_launch,3,5,1,9,0.0,0.0,0.0,579,FxParticle,0,0
585,n_명상_dot01,ability_skill_table_k.p_skill_will.spirit_dot01,0,5,1,19,0.0,0.0,0.0,580,FxParticle,0,0
586,n_명상_dot02,ability_skill_table_k.p_skill_will.spirit_dot02,0,5,1,19,0.0,0.0,0.0,581,FxParticle,0,0
587,n_명상_dot03,ability_skill_table_k.p_skill_will.spirit_dot03,0,5,1,19,0.0,0.0,0.0,582,FxParticle,0,0
588,n_명상_dot04,ability_skill_table_k.p_skill_will.spirit_dot04,0,5,1,19,0.0,0.0,0.0,583,FxParticle,0,0
589,n_명상_dot05,ability_skill_table_k.p_skill_will.spirit_dot05,0,5,1,19,0.0,0.0,0.0,584,FxParticle,0,0
590,n_명상_dot06,ability_skill_table_k.p_skill_will.spirit_dot06,0,5,1,19,0.0,0.0,0.0,585,FxParticle,0,0
591,n_전투불능방어_launch,ability_skill_table_k.p_skill_will.outofcontrolbattle_launch,3,5,1,19,0.0,0.0,0.0,586,FxParticle,0,0
592,n_전투불능방어_dot,ability_skill_table_k.p_skill_will.outofcontrolbattle_dot,0,5,1,0,0.0,0.0,0.0,587,FxParticle,0,0
593,n_현인의시_launch,ability_skill_table_k.p_skill_romance.sage_of_poem_launch,3,5,1,0,0.0,0.0,0.0,588,FxParticle,0,0
594,n_현인의시_dot01,ability_skill_table_k.p_skill_romance.sage_of_poem_dot01,0,5,1,19,0.0,0.0,0.0,589,FxParticle,0,0
595,n_현인의시_dot02,ability_skill_table_k.p_skill_romance.sage_of_poem_dot02,0,5,1,19,0.0,0.0,0.0,590,FxParticle,0,0
596,n_현인의시_dot03,ability_skill_table_k.p_skill_romance.sage_of_poem_dot03,0,5,1,19,0.0,0.0,0.0,591,FxParticle,0,0
597,n_현인의시_dot04,ability_skill_table_k.p_skill_romance.sage_of_poem_dot04,0,5,1,19,0.0,0.0,0.0,592,FxParticle,0,0
598,n_현인의시_dot05,ability_skill_table_k.p_skill_romance.sage_of_poem_dot05,0,5,1,19,0.0,0.0,0.0,593,FxParticle,0,0
599,n_현인의시_dot06,ability_skill_table_k.p_skill_romance.sage_of_poem_dot06,0,5,1,19,0.0,0.0,0.0,594,FxParticle,0,0
600,n_명상_form,ability_skill_table_k.p_skill_will.spirit_form,1,3,1,9,0.0,0.0,0.0,595,FxParticle,0,0
601,n_대지의보호_launch,ability_skill_table_k.p_skill_romance.me_sg_launch,0,5,1,0,0.0,0.0,0.0,596,FxParticle,0,0
602,n_대지의보호_dot,ability_skill_table_k.p_skill_romance.me_sg_dot,0,5,1,19,0.0,0.0,0.0,597,FxParticle,0,0
603,n_교화_dot,ability_skill_table_k.p_skill_love.reform_dot,0,5,1,19,0.0,0.0,0.0,598,FxParticle,0,0
604,n_교화_launch,ability_skill_table_k.p_skill_love.reform_launch,3,5,2,0,0.0,0.0,0.0,599,FxParticle,0,0
605,n_약화_launch,ability_skill_table_k.p_skill_love.weaken_launch,3,5,1,0,0.0,0.0,0.0,600,FxParticle,0,0
606,n_약화_dot,ability_skill_table_k.p_skill_love.weaken_dot,0,5,1,19,0.0,0.0,0.0,601,FxParticle,0,0
607,까마귀소환_throw,abillity_skill_table_m.death.crow_summon_throw,3,5,1,9,0.0,0.0,0.0,602,FxParticle,0,0
608,까마귀소환_launch,abillity_skill_table_m.death.crow_summon_launch,0,5,1,3,0.0,0.0,0.0,603,FxParticle,0,0
609,까마귀소환_end,abillity_skill_table_m.death.crow_summon_launch,5,5,1,3,0.0,0.0,0.0,604,FxParticle,0,0
610,n_인지능력상실_form,ability_skill_table_k.p_skill_vocation.recognition_loss_form,1,3,1,9,0.0,0.0,0.0,605,FxParticle,0,0
611,3단치기_1,abillity_skill_table_m.fight.3count_attack_1,4,5,2,19,0.0,0.0,0.0,606,FxParticle,4,0
612,3단치기_2,abillity_skill_table_m.fight.3count_attack_2,4,5,2,19,0.0,0.0,0.0,607,FxParticle,4,0
613,3단치기_3,abillity_skill_table_m.fight.3count_attack_3,4,5,2,19,0.0,0.0,0.0,608,FxParticle,4,0
614,도발_launch,abillity_skill_table_m.fight.provocation_launch,3,5,1,19,0.0,0.0,0.0,609,FxParticle,0,0
615,도발_hit,abillity_skill_table_m.fight.provocation_hit,3,5,2,19,0.0,0.0,0.0,610,FxParticle,0,0
616,도발_dot,abillity_skill_table_m.fight.provocation_dot,0,5,1,2,0.0,0.0,0.0,611,FxParticle,0,0
617,반격베기_hit,abillity_skill_table_m.fight.return_hit_launch,4,5,2,19,0.0,0.0,0.0,612,FxParticle,4,0
618,도발_form,abillity_skill_table_m.fight.provocation_form,1,5,1,9,0.0,0.0,0.0,613,FxParticle,0,0
619,3단치기_form,abillity_skill_table_m.fight.3count_attack_form,0,2,1,0,0.0,0.0,0.0,614,FxParticle,0,0
620,각성_dot,abillity_skill_table_m.illusion.wakeup_dot,5,5,1,19,0.0,0.0,0.0,615,FxParticle,0,0
621,각성_launch,abillity_skill_table_m.illusion.wakeup_launch,3,5,2,0,0.0,0.0,0.0,616,FxParticle,0,0
622,체독폭발_launch,abillity_skill_table_m.illusion.poison_exp_launch,4,5,2,19,0.0,0.0,0.0,617,FxParticle,0,0
623,체독폭발_hit,abillity_skill_table_m.illusion.poison_exp_hit,4,5,2,19,0.0,0.0,0.0,618,FxParticle,4,0
624,마력의칼날_throw,abillity_skill_table_m.death.spellblade_throw,3,5,1,9,0.0,0.0,0.0,619,FxParticle,0,0
625,활력 칼날_proj_level1,abillity_skill_table_m.death.spellblade_proj,0,6,1,0,0.0,0.0,0.0,620,FxParticle,0,0
626,마력의칼날_hit,abillity_skill_table_m.death.spellblade_hit,4,5,2,19,0.0,0.0,0.0,621,FxParticle,4,0
627,swoosh_blood,X2_EFFECTS.sword_blood,4,5,1,9,0.0,0.0,0.0,622,FxParticle,3,1
628,n_샘솟는생명력_form,ability_skill_table_k.p_skill_love.overhill_form,1,3,1,9,0.0,0.0,0.0,623,FxParticle,0,0
629,벼락구름_form,abillity_skill_table_m.magic.lighting_cloud_form,1,2,1,0,0.0,0.0,0.0,624,FxParticle,0,0
630,벼락구름_hit,abillity_skill_table_m.magic.lighting_cloud_hit,4,5,2,1,0.0,0.0,0.0,625,FxParticle,0,0
631,벼락구름_launch,abillity_skill_table_m.magic.lighting_cloud_launch,3,5,1,0,0.0,0.0,0.0,626,FxParticle,0,0
632,벼락구름_dot,abillity_skill_table_m.magic.lighting_cloud_dot,0,6,1,0,0.0,0.0,0.0,627,FxParticle,0,0
633,n_약화_form,ability_skill_table_k.p_skill_love.weaken_form,1,2,1,9,0.0,0.0,0.0,628,FxParticle,0,0
634,n_교화_form,ability_skill_table_k.p_skill_love.reform_form,1,3,1,8,0.0,0.0,0.0,629,FxParticle,0,0
635,n_치유의무곡_dot01,ability_skill_table_k.p_skill_romance.song_of_res_dot01,0,5,1,19,0.0,0.0,0.0,630,FxParticle,0,0
636,n_치유의무곡_dot02,ability_skill_table_k.p_skill_romance.song_of_res_dot02,0,5,1,19,0.0,0.0,0.0,631,FxParticle,0,0
637,n_치유의무곡_dot03,ability_skill_table_k.p_skill_romance.song_of_res_dot03,0,5,1,19,0.0,0.0,0.0,632,FxParticle,0,0
638,n_치유의무곡_dot04,ability_skill_table_k.p_skill_romance.song_of_res_dot04,0,5,1,19,0.0,0.0,0.0,633,FxParticle,0,0
639,n_낭만_form01,ability_skill_table_k.p_skill_romance.romance_form,0,5,1,9,0.0,0.0,0.0,634,FxParticle,0,0
640,n_활기찬광시곡_dot01,ability_skill_table_k.p_skill_romance.song_of_battle_dot01,0,5,1,19,0.0,0.0,0.0,635,FxParticle,0,0
641,n_활기찬광시곡_dot02,ability_skill_table_k.p_skill_romance.song_of_battle_dot02,0,5,1,19,0.0,0.0,0.0,636,FxParticle,0,0
642,n_활기찬광시곡_dot03,ability_skill_table_k.p_skill_romance.song_of_battle_dot03,0,5,1,19,0.0,0.0,0.0,637,FxParticle,0,0
643,벼락구름_form2,abillity_skill_table_m.magic.lighting_cloud_form2,1,3,1,0,0.0,0.0,0.0,638,FxParticle,0,0
644,n_강인한멧집_dot_end,ability_skill_table_k.p_skill_adament.strong_resilient_dot_end,5,5,1,19,0.0,0.0,0.0,639,FxParticle,0,0
645,n_생명력증가_dot_end,ability_skill_table_k.p_skill_adament.lifeup_dot_end,5,5,1,1,0.0,0.0,0.0,640,FxParticle,0,0
646,n_명상_dot_end,ability_skill_table_k.p_skill_will.spirit_dot_end,5,5,1,1,0.0,0.0,0.0,641,FxParticle,0,0
647,n_현의시_dot_end,ability_skill_table_k.p_skill_romance.sage_of_poem_dot_end,5,5,1,1,0.0,0.0,0.0,642,FxParticle,0,0
648,n_집중의명상곡_dot_end,ability_skill_table_k.p_skill_romance.improved_dot_end,5,5,1,1,0.0,0.0,0.0,643,FxParticle,0,0
649,미완의주문_end,abillity_skill_table_m.death.unfinished_spell_dot_end,5,5,1,19,0.0,0.0,0.0,644,FxParticle,0,0
650,미완의주문_launch,abillity_skill_table_m.death.unfinished_spell_launch,3,5,1,0,0.0,0.0,0.0,645,FxParticle,0,0
651,미완의주문_form,abillity_skill_table_m.death.unfinished_spell_form,1,3,1,0,0.0,0.0,0.0,646,FxParticle,0,0
652,미완의주문_form2,abillity_skill_table_m.death.unfinished_spell_form2,1,3,1,8,0.0,0.0,0.0,647,FxParticle,0,0
653,n염동력_dot,abillity_skill_table_m.death.spell_move_dot,0,5,1,19,0.0,0.0,0.0,648,FxParticle,0,1
654,n염동력_form,abillity_skill_table_m.death.spell_move_form,1,2,1,9,0.0,0.0,0.0,649,FxParticle,0,0
655,n염동력_launch,abillity_skill_table_m.death.spell_move_launch,0,5,1,9,0.0,0.0,0.0,650,FxParticle,0,0
656,n염동력_launch_form,abillity_skill_table_m.death.spell_move_launch_form,3,5,1,9,0.0,0.0,0.0,651,FxParticle,0,0
657,독거품_throw,X2_EFFECTS.mon_effects.nmon_poison_buble_throw,3,5,1,1,0.0,0.0,0.0,652,FxParticle,0,0
658,모두쉿_end,abillity_skill_table_m.death.wide_silence_end,5,5,1,19,0.0,0.0,0.0,653,FxParticle,0,0
659,체독폭발_throw,abillity_skill_table_m.illusion.poison_exp_throw,3,5,1,1,0.0,0.0,0.0,654,FxParticle,0,0
660,폭주_end,abillity_skill_table_m.fight.reckless_end,5,5,1,19,0.0,0.0,0.0,655,FxParticle,0,0
661,용암지대간헐천big_loop,X2_EFFECTS.e_effect.magma_flow_up_water_loop,0,5,1,0,0.0,0.0,0.0,656,FxParticle,0,0
662,용암지대간헐천_small_loop,X2_EFFECTS.e_effect.magma_flow_up_water_loop_small,0,5,1,0,0.0,0.0,0.0,657,FxParticle,0,0
663,용암지대간헐천연기_loop,X2_EFFECTS.e_effect.magma_flow_up_water_loop_smoke,0,5,1,0,0.0,0.0,0.0,658,FxParticle,0,0
664,마상뒷발차기,abillity_skill_table_m.system_skill.horse_back_hit,3,5,1,0,0.0,0.0,0.0,659,FxParticle,0,0
665,기모으기_end2,abillity_skill_table_m.fight.weapon_power_end,5,5,1,19,0.0,0.0,0.0,660,FxParticle,0,0
666,cannon_camera_recoil,camera_recoil,3,5,1,0,0.0,0.0,0.0,1,FxShakeCamera,0,0
667,n_활력파_launch,ability_skill_table_k.p_skill_will.spell_attack_launch,3,5,1,0,0.0,0.0,0.0,661,FxParticle,0,0
668,악기연주,X2_EFFECTS.p_effect.song_00,3,5,1,19,0.0,0.0,0.0,662,FxParticle,0,0
669,유령텐트_ground,X2_EFFECTS.e_effect.cro_tent_ghost_effect,0,5,1,0,0.0,0.0,0.0,663,FxParticle,0,0
670,n_빠름의노래_launchdot,ability_skill_table_k.p_skill_romance.song_of_speed_launch,0,5,1,0,0.0,0.0,0.0,664,FxParticle,0,0
671,n_회복의노래_launch_dot,ability_skill_table_k.p_skill_romance.song_of_res_launch,0,5,1,0,0.0,0.0,0.0,665,FxParticle,0,0
672,n_활기찬광시곡_launch_dot,ability_skill_table_k.p_skill_romance.song_of_battle_launch,0,5,1,0,0.0,0.0,0.0,666,FxParticle,0,0
673,활력충전_dot_hand_r,abillity_skill_table_m.fight.weapon_power_dot,0,5,1,9,0.0,0.0,0.0,667,FxParticle,0,0
674,활력충전_dot_hand_l,abillity_skill_table_m.fight.weapon_power_dot,0,5,1,8,0.0,0.0,0.0,668,FxParticle,0,0
675,기모으기_end_l,abillity_skill_table_m.fight.weapon_power_end,5,5,1,8,0.0,0.0,0.0,669,FxParticle,0,0
676,포획그물chr_form,game/objects/effects/pet_net/pet_net01.chr,1,3,1,9,0.0,0.0,0.0,4,FxChr,1,0
677,모두치유_form_r,ability_skill_table_k.p_skill_love.partyhill_form,1,2,1,9,0.0,0.0,0.0,670,FxParticle,0,0
679,n_빠름의노래_launchdot2,ability_skill_table_k.p_skill_romance.song_of_speed_launch2,0,5,1,0,0.0,0.0,0.0,672,FxParticle,0,0
680,대지의울림_hit,abillity_skill_table_m.wild.shock_hit,4,5,2,19,0.0,0.0,0.0,673,FxParticle,0,0
681,치유의무곡_launch_dot,ability_skill_table_k.p_skill_romance.song_of_res_launch1,0,5,1,0,0.0,0.0,0.0,674,FxParticle,0,0
682,water_of_wave_small,X2_EFFECT_O.Mon_Effects.mon_water_wave_s,3,5,1,0,0.0,0.0,0.0,675,FxParticle,0,0
683,발리스타_proj,abillity_skill_table_m.system_skill.ballista_proj,0,5,1,10,0.0,0.0,0.0,676,FxParticle,0,0
684,발리스타_hit,abillity_skill_table_m.system_skill.ballista_hit,5,5,1,0,0.0,0.0,0.0,677,FxParticle,0,0
685,물병던지기_proj,abillity_skill_table_m.system_skill.bottle_throw_proj,0,5,1,9,0.0,0.0,0.0,678,FxParticle,0,0
686,물병던지기_hit,abillity_skill_table_m.system_skill.bottle_throw_hit,5,5,1,0,0.0,0.0,0.0,679,FxParticle,0,0
687,fight_camera_recoil,fight_camera,4,5,1,0,0.0,0.0,0.0,2,FxShakeCamera,0,0
688,fireball_camera_recoil2,proj_camera2,5,5,1,19,0.0,0.0,0.0,3,FxShakeCamera,0,0
689,fight_camera_recoil_strong,fight_camera_recoil_strong,4,5,1,0,0.0,0.0,0.0,4,FxShakeCamera,0,0
690,meteor_camera_recoil,meteor_recoil,5,5,1,0,0.0,0.0,0.0,5,FxShakeCamera,0,0
691,swoosh_일반공격_r,X2_EFFECTS.sword_trail_test2,1,2,1,9,0.0,0.0,0.0,680,FxParticle,3,1
692,swoosh_일반공격_l,X2_EFFECTS.sword_trail_test2,1,2,1,8,0.0,0.0,0.0,681,FxParticle,3,1
693,얼음벽_body_dot,abillity_skill_table_m.magic.ice_wall_body_dot,0,5,1,0,0.0,0.0,0.0,682,FxParticle,0,0
694,부유방울_form2,abillity_skill_table_m.illusion.buble_form2,1,5,1,0,0.0,0.0,0.0,683,FxParticle,0,0
695,공포의속삭임_throw,abillity_skill_table_m.illusion.fear_throw,3,5,1,9,0.0,0.0,0.0,684,FxParticle,0,0
696,피로의저주_throw,abillity_skill_table_m.illusion.tired_curse_throw,3,5,1,9,0.0,0.0,0.0,685,FxParticle,0,0
697,정신파괴_throw,abillity_skill_table_m.illusion.mental_destroyed_throw,3,5,1,9,0.0,0.0,0.0,686,FxParticle,0,0
698,메테오_form1,abillity_skill_table_m.magic.meteo_form,1,5,1,9,0.0,0.0,0.0,687,FxParticle,0,0
699,메테오_form2,abillity_skill_table_m.magic.meteo_form2,1,5,1,9,0.0,0.0,0.0,688,FxParticle,0,0
700,메테오_throw,abillity_skill_table_m.magic.meteo_throw,2,5,1,0,0.0,0.0,0.0,689,FxParticle,0,0
701,마나보호막_throw,abillity_skill_table_m.magic.mana_shield_throw,2,5,1,9,0.0,0.0,0.0,690,FxParticle,0,0
702,부유방울_throw,abillity_skill_table_m.illusion.buble_throw,3,5,1,9,0.0,0.0,0.0,691,FxParticle,0,0
703,부유방울_dot2,abillity_skill_table_m.illusion.buble_dot2,0,5,1,19,0.0,0.0,0.0,692,FxParticle,0,1
704,fight_camera_recoil_damage,fight_camera_recoil_damage,4,5,2,19,0.0,0.0,0.0,6,FxShakeCamera,0,0
705,마나보호막_dot2,abillity_skill_table_m.magic.mana_shield_dot2,0,5,1,0,0.0,0.0,0.0,693,FxParticle,0,1
706,기믹 수류탄 테스트,ability_skill_table_k.p_skill_will.masic_ex_launch,0,5,1,0,0.0,0.0,0.0,694,FxParticle,0,0
708,n_빠름의노래_dot2,ability_skill_table_k.p_skill_romance.song_of_speed_dot2,0,5,1,9,0.0,0.0,0.0,696,FxParticle,0,0
709,n_대지의보호_dot2,ability_skill_table_k.p_skill_romance.me_sg_dot2,0,5,1,9,0.0,0.0,0.0,697,FxParticle,0,0
710,n_활기찬광시곡_dot2,ability_skill_table_k.p_skill_romance.song_of_battle_dot2,0,5,1,9,0.0,0.0,0.0,698,FxParticle,0,0
711,n_치유의무곡_dot2,ability_skill_table_k.p_skill_romance.song_of_res_dot2,0,5,1,9,0.0,0.0,0.0,699,FxParticle,0,0
712,활력미사일_proj_r,ability_skill_table_k.p_skill_will.vital_missile_proj,0,5,1,9,0.0,0.0,0.0,700,FxParticle,0,0
713,활력미사일_hit,ability_skill_table_k.p_skill_will.vital_missile_hit,5,5,1,0,0.0,0.0,0.0,701,FxParticle,0,0
714,공속증가_launch,abillity_skill_table_m.fight.attack_speedup_cast,2,5,1,0,0.0,0.0,0.0,702,FxParticle,0,0
715,활력방패_launch,ability_skill_table_k.p_skill_will.vital_shield_launch,3,5,1,0,0.0,0.0,0.0,703,FxParticle,0,0
716,활력방패_dot,ability_skill_table_k.p_skill_will.vital_shield_dot,0,5,1,1,0.0,0.0,0.0,704,FxParticle,0,0
717,활력미사일_form_l,ability_skill_table_k.p_skill_will.vital_missile_from,1,2,1,8,0.0,0.0,0.0,705,FxParticle,0,0
718,활력미사일_throw_r,ability_skill_table_k.p_skill_will.vital_missile_throw,3,5,1,9,0.0,0.0,0.0,706,FxParticle,0,0
719,효과흡수_launch,ability_skill_table_k.p_skill_will.vital_gathering_launch,3,5,1,0,0.0,0.0,0.0,707,FxParticle,0,0
720,활력방패_end,ability_skill_table_k.p_skill_will.vital_shield_dot_end,5,5,1,1,0.0,0.0,0.0,708,FxParticle,0,0
721,활력방패_hand_dot_r,ability_skill_table_k.p_skill_will.vital_shield_r_dot,0,5,1,9,0.0,0.0,0.0,709,FxParticle,0,0
722,활력방패_hand_dot_l,ability_skill_table_k.p_skill_will.vital_shield_r_dot,0,5,1,8,0.0,0.0,0.0,710,FxParticle,0,0
723,칼의화음_proj,ability_skill_table_k.p_skill_romance.blade_sound_proj,0,5,1,9,0.0,0.0,0.0,711,FxParticle,0,0
724,칼의화음_hit,ability_skill_table_k.p_skill_romance.blade_sound_hit,4,5,2,19,0.0,0.0,0.0,712,FxParticle,4,0
725,칼의화음_throw,ability_skill_table_k.p_skill_romance.blade_sound_throw,3,5,1,9,0.0,0.0,0.0,713,FxParticle,0,0
726,생명의기운_form,ability_skill_table_k.p_skill_will.life_aura_form,0,2,1,0,0.0,0.0,0.0,714,FxParticle,0,0
727,생명의기운_hand_form,ability_skill_table_k.p_skill_will.life_aura_form2,1,2,1,9,0.0,0.0,0.0,715,FxParticle,0,0
728,생염의기운_dot_end,ability_skill_table_k.p_skill_will.life_aura_end,5,5,1,1,0.0,0.0,0.0,716,FxParticle,0,0
729,생명의기운_dot,ability_skill_table_k.p_skill_will.life_aura_dot,0,5,1,19,0.0,0.0,0.0,717,FxParticle,0,0
730,생명의기운_throw,ability_skill_table_k.p_skill_will.life_aura_throw,3,5,1,8,0.0,0.0,0.0,718,FxParticle,0,0
731,매혹의노래_form,ability_skill_table_k.p_skill_romance.song_of_charming_form,0,5,1,9,0.0,0.0,0.0,719,FxParticle,0,0
732,매혹의노래_throw,ability_skill_table_k.p_skill_romance.song_of_charming_throw,3,5,1,9,0.0,0.0,0.0,720,FxParticle,0,0
733,생명력흡수_beam,abillity_skill_table_m.death.life_absorb_launch,0,5,1,9,0.0,0.0,0.0,721,FxParticle,0,0
734,생명력흡수_form,abillity_skill_table_m.death.life_absorb_form,0,5,2,9,0.0,0.0,0.0,722,FxParticle,0,0
735,생명력흡수_launch_form,abillity_skill_table_m.death.life_absorb_launch_form,0,5,1,9,0.0,0.0,0.0,723,FxParticle,0,0
736,생명력흡수_dot,abillity_skill_table_m.death.life_absorb_dot,0,5,1,19,0.0,0.0,0.0,724,FxParticle,0,0
737,효과흡수_dot_r_end,ability_skill_table_k.p_skill_will.vital_gathering_r_dot_end,5,5,1,9,0.0,0.0,0.0,725,FxParticle,0,0
738,효과흡수_dot_l_end,ability_skill_table_k.p_skill_will.vital_gathering_r_dot_end,5,5,1,8,0.0,0.0,0.0,726,FxParticle,0,0
739,칼의화음_form,ability_skill_table_k.p_skill_romance.blade_sound_form,0,3,1,9,0.0,0.0,0.0,727,FxParticle,0,0
740,메테오_form3,abillity_skill_table_m.magic.meteo_form3,0,5,1,0,0.0,0.0,0.0,728,FxParticle,0,0
741,불협화음_launch,ability_skill_table_k.p_skill_romance.dissonance_launch,3,5,1,9,0.0,0.0,0.0,729,FxParticle,0,0
742,불협화음_hit,ability_skill_table_k.p_skill_romance.dissonance_hit,5,5,1,19,0.0,0.0,0.0,730,FxParticle,4,0
743,불협화음_dot,ability_skill_table_k.p_skill_romance.dissonance_dot,0,5,1,19,0.0,0.0,0.0,731,FxParticle,0,0
744,n_치유의공간_form2,ability_skill_table_k.p_skill_love.hillroom_form2,1,3,1,8,0.0,0.0,0.0,732,FxParticle,0,0
745,n_사자후_launch,ability_skill_table_k.p_skill_romance.roaring_of_lion_launch,3,5,1,1,0.0,0.0,0.0,733,FxParticle,0,0
746,n_사자후_hit,ability_skill_table_k.p_skill_romance.roaring_of_lion_hit,4,5,2,19,0.0,0.0,0.0,734,FxParticle,0,0
747,n_사자후_form,ability_skill_table_k.p_skill_romance.roaring_of_lion_form,1,3,1,9,0.0,0.0,0.0,735,FxParticle,0,0
748,매혹의노래_beam,ability_skill_table_k.p_skill_romance.song_of_feathers_launch2,0,5,1,8,0.0,0.0,0.0,736,FxParticle,0,0
749,평화의노래_launch,ability_skill_table_k.p_skill_romance.song_of_peace_launch,3,5,1,9,0.0,0.0,0.0,737,FxParticle,0,0
750,평화의노래_form,ability_skill_table_k.p_skill_romance.song_of_peace_form,1,3,1,9,0.0,0.0,0.0,738,FxParticle,0,0
751,평화의노래_proj,ability_skill_table_k.p_skill_romance.song_of_peace_proj,0,5,1,0,0.0,0.0,0.0,739,FxParticle,0,0
752,평화의노래_proj_end,ability_skill_table_k.p_skill_romance.song_of_peace_proj_end,5,5,1,0,0.0,0.0,0.0,740,FxParticle,0,0
753,신의가호_form,ability_skill_table_k.p_skill_love.divine_protection_form,0,2,1,9,0.0,0.0,0.0,741,FxParticle,0,0
754,신의가호_dot,ability_skill_table_k.p_skill_love.divine_protection_dot,0,5,1,19,0.0,0.0,0.0,742,FxParticle,0,0
755,신의가호_dot_end,ability_skill_table_k.p_skill_love.divine_protection_dot_end,5,5,1,19,0.0,0.0,0.0,743,FxParticle,0,0
756,신의가호_launch,ability_skill_table_k.p_skill_love.divine_protection_launch,3,5,1,9,0.0,0.0,0.0,744,FxParticle,0,0
757,성전성포_form,ability_skill_table_k.p_skill_love.holy_proclamation_form,1,3,1,9,0.0,0.0,0.0,745,FxParticle,0,0
758,성전선포_launch,ability_skill_table_k.p_skill_love.holy_proclamation_launch,3,5,1,9,0.0,0.0,0.0,746,FxParticle,0,0
759,성전선포_proj,ability_skill_table_k.p_skill_love.holy_proclamation_proj,0,5,1,9,0.0,0.0,0.0,747,FxParticle,0,0
760,성전성포_dot,ability_skill_table_k.p_skill_love.holy_proclamation_dot,0,5,1,19,0.0,0.0,0.0,748,FxParticle,0,0
761,불협화음_proj,ability_skill_table_k.p_skill_romance.dissonance_proj,0,5,1,9,0.0,0.0,0.0,749,FxParticle,0,0
762,불협화음_form,ability_skill_table_k.p_skill_romance.dissonance_form,0,3,1,9,0.0,0.0,0.0,750,FxParticle,0,0
763,성전선포_dot_end,ability_skill_table_k.p_skill_love.holy_proclamation_dot_end,5,5,1,19,0.0,0.0,0.0,751,FxParticle,0,0
764,치유의샘_proj,ability_skill_table_k.p_skill_love.cure_spring_proj,0,5,1,0,0.0,0.0,0.0,752,FxParticle,0,0
765,치유공간_proj_end,ability_skill_table_k.p_skill_love.hillroom_proj_end,5,5,1,0,0.0,0.0,0.0,753,FxParticle,0,0
766,치유의샘_form,ability_skill_table_k.p_skill_love.cure_spring_form,1,5,1,0,0.0,0.0,0.0,754,FxParticle,0,0
