id,quest_component_id,act_detail_id,act_detail_type
8514,5651,331,QuestActObjMonsterHunt
8516,5652,1110,QuestActConReportNpc
8517,5286,1111,QuestActConReportNpc
8518,5649,1112,QuestActConReportNpc
8519,5655,90,QuestActSupplyRemoveItem
8521,5657,683,QuestActSupplyItem
8522,5317,192,QuestActObjInteraction
8523,5316,193,QuestActObjInteraction
8524,5318,1113,QuestActConReportNpc
8525,5659,1114,QuestActConReportNpc
8529,5662,1115,QuestActConReportNpc
8530,5658,91,QuestActSupplyRemoveItem
8531,5664,971,QuestActConAcceptNpc
8533,5666,599,QuestActObjTalk
8535,5668,207,QuestActConAutoComplete
8539,5670,600,QuestActObjTalk
8542,5674,195,QuestActObjInteraction
8543,5675,1117,QuestActConReportNpc
8545,5678,1118,QuestActConReportNpc
8547,5681,684,QuestActSupplyItem
8548,5683,1119,QuestActConReportNpc
8551,5684,1120,QuestActConReportNpc
8553,5687,601,QuestActObjTalk
8554,5688,1121,QuestActConReportNpc
8557,5692,602,QuestActObjTalk
8558,5692,766,QuestActCheckCompleteComponent
8560,5693,767,QuestActCheckCompleteComponent
8561,5694,332,QuestActObjMonsterHunt
8562,5695,1122,QuestActConReportNpc
8563,5694,768,QuestActCheckCompleteComponent
8564,5693,463,QuestActObjItemGather
8572,5704,1124,QuestActConReportNpc
8573,5757,979,QuestActConAcceptNpc
8574,5759,606,QuestActObjTalk
8575,5765,607,QuestActObjTalk
8576,5765,770,QuestActCheckCompleteComponent
8584,5818,772,QuestActCheckCompleteComponent
8586,5928,774,QuestActCheckCompleteComponent
8587,5938,775,QuestActCheckCompleteComponent
8591,5973,685,QuestActSupplyItem
8592,5978,197,QuestActObjInteraction
8593,5984,1128,QuestActConReportNpc
8594,5996,70,QuestActObjMonsterGroupHunt
8595,6001,776,QuestActCheckCompleteComponent
8597,6032,778,QuestActCheckCompleteComponent
8602,6104,984,QuestActConAcceptNpc
8603,6132,333,QuestActObjMonsterHunt
8604,6136,686,QuestActSupplyItem
8609,6146,609,QuestActObjTalk
8610,6147,200,QuestActObjInteraction
8611,6148,201,QuestActObjInteraction
8613,6148,781,QuestActCheckCompleteComponent
8614,6110,687,QuestActSupplyItem
8618,6154,611,QuestActObjTalk
8619,6155,1130,QuestActConReportNpc
8620,6153,465,QuestActObjItemGather
8622,6159,466,QuestActObjItemGather
8624,6159,782,QuestActCheckCompleteComponent
8625,6156,783,QuestActCheckCompleteComponent
8626,6161,1132,QuestActConReportNpc
8629,6165,203,QuestActObjInteraction
8633,6184,785,QuestActCheckCompleteComponent
8641,6212,989,QuestActConAcceptNpc
8642,6213,204,QuestActObjInteraction
8643,6214,615,QuestActObjTalk
8644,6214,786,QuestActCheckCompleteComponent
8645,6215,787,QuestActCheckCompleteComponent
8646,6215,346,QuestActObjSphere
8647,6216,209,QuestActConAutoComplete
8651,6222,688,QuestActSupplyItem
8653,6223,617,QuestActObjTalk
8654,6224,1137,QuestActConReportNpc
8657,6228,1138,QuestActConReportNpc
8661,6220,789,QuestActCheckCompleteComponent
8662,6220,618,QuestActObjTalk
8663,6230,210,QuestActConAutoComplete
8666,6211,790,QuestActCheckCompleteComponent
8667,6211,348,QuestActObjSphere
8668,6231,619,QuestActObjTalk
8669,6231,791,QuestActCheckCompleteComponent
8672,5707,349,QuestActObjSphere
8679,6235,621,QuestActObjTalk
8680,6236,1140,QuestActConReportNpc
8681,6237,467,QuestActObjItemGather
8685,6244,1142,QuestActConReportNpc
8687,6249,350,QuestActObjSphere
8688,6251,792,QuestActCheckCompleteComponent
8689,6251,334,QuestActObjMonsterHunt
8691,6252,1144,QuestActConReportNpc
8696,5724,1146,QuestActConReportNpc
8697,5726,999,QuestActConAcceptNpc
8698,5728,1147,QuestActConReportNpc
8701,5732,1148,QuestActConReportNpc
8702,5734,1001,QuestActConAcceptNpc
8703,5735,469,QuestActObjItemGather
8704,5736,1149,QuestActConReportNpc
8705,5738,1002,QuestActConAcceptNpc
8706,5742,1150,QuestActConReportNpc
8709,5741,206,QuestActObjItemUse
8711,5744,1003,QuestActConAcceptNpc
8714,5748,1004,QuestActConAcceptNpc
8715,5750,1152,QuestActConReportNpc
8717,5752,1005,QuestActConAcceptNpc
8718,5749,336,QuestActObjMonsterHunt
8720,5754,1153,QuestActConReportNpc
8721,5756,1006,QuestActConAcceptNpc
8723,5760,1154,QuestActConReportNpc
8725,5762,1008,QuestActConAcceptNpc
8727,6255,622,QuestActObjTalk
8729,5766,1156,QuestActConReportNpc
8731,6256,120,QuestActConAcceptSphere
8732,6256,793,QuestActCheckCompleteComponent
8739,6257,214,QuestActConAutoComplete
8742,5780,698,QuestActSupplyItem
8747,5785,1160,QuestActConReportNpc
8750,6259,700,QuestActSupplyItem
8752,5790,1161,QuestActConReportNpc
8754,5796,1162,QuestActConReportNpc
8755,6260,352,QuestActObjSphere
8756,6261,794,QuestActCheckCompleteComponent
8757,6261,623,QuestActObjTalk
8758,6262,1163,QuestActConReportNpc
8761,5802,1015,QuestActConAcceptNpc
8762,5803,473,QuestActObjItemGather
8763,5804,1165,QuestActConReportNpc
8764,5806,1016,QuestActConAcceptNpc
8765,5807,474,QuestActObjItemGather
8766,5808,1166,QuestActConReportNpc
8767,5811,1017,QuestActConAcceptNpc
8768,5812,702,QuestActSupplyItem
8769,5813,1167,QuestActConReportNpc
8770,5815,1018,QuestActConAcceptNpc
8771,5822,1019,QuestActConAcceptNpc
8778,5833,1021,QuestActConAcceptNpc
8780,5835,1169,QuestActConReportNpc
8781,5837,1022,QuestActConAcceptNpc
8783,5840,1023,QuestActConAcceptNpc
8785,5845,1024,QuestActConAcceptNpc
8786,5847,1172,QuestActConReportNpc
8788,5849,1025,QuestActConAcceptNpc
8789,6265,703,QuestActSupplyItem
8790,6266,1173,QuestActConReportNpc
8791,6267,94,QuestActSupplyRemoveItem
8793,5851,1174,QuestActConReportNpc
8796,6270,1175,QuestActConReportNpc
8804,6273,625,QuestActObjTalk
8805,6274,357,QuestActObjSphere
8806,6275,217,QuestActConAutoComplete
8808,6277,51,QuestActCheckGuard
8809,6277,626,QuestActObjTalk
8810,6278,795,QuestActCheckCompleteComponent
8813,6278,359,QuestActObjSphere
8816,6282,477,QuestActObjItemGather
8817,6283,627,QuestActObjTalk
8818,6283,797,QuestActCheckCompleteComponent
8819,6284,207,QuestActObjInteraction
8820,6285,478,QuestActObjItemGather
8821,6284,798,QuestActCheckCompleteComponent
8822,6285,799,QuestActCheckCompleteComponent
8823,6286,208,QuestActObjInteraction
8824,6286,800,QuestActCheckCompleteComponent
8829,5867,1180,QuestActConReportNpc
8831,5871,1181,QuestActConReportNpc
8836,5875,704,QuestActSupplyItem
8839,5879,1034,QuestActConAcceptNpc
8840,5880,705,QuestActSupplyItem
8841,5881,1184,QuestActConReportNpc
8844,5885,1185,QuestActConReportNpc
8845,5887,1036,QuestActConAcceptNpc
8852,5895,1039,QuestActConAcceptNpc
8853,5898,1040,QuestActConAcceptNpc
8854,6294,628,QuestActObjTalk
8856,6295,1188,QuestActConReportNpc
8858,5901,1189,QuestActConReportNpc
8861,5906,1041,QuestActConAcceptNpc
8862,6242,1042,QuestActConAcceptNpc
8863,5909,1191,QuestActConReportNpc
8864,6245,1192,QuestActConReportNpc
8866,6297,65,QuestActConAcceptItem
8869,6300,95,QuestActSupplyRemoveItem
8870,5914,1044,QuestActConAcceptNpc
8872,5916,1194,QuestActConReportNpc
8874,5919,482,QuestActObjItemGather
8875,6294,707,QuestActSupplyItem
8880,5925,1046,QuestActConAcceptNpc
8881,5929,1197,QuestActConReportNpc
8882,5931,1047,QuestActConAcceptNpc
8888,5943,1200,QuestActConReportNpc
8895,5951,1202,QuestActConReportNpc
8896,5950,483,QuestActObjItemGather
8899,5955,1203,QuestActConReportNpc
8902,5958,1204,QuestActConReportNpc
8904,5962,1205,QuestActConReportNpc
8910,5976,1207,QuestActConReportNpc
8912,5981,1208,QuestActConReportNpc
8918,5992,1210,QuestActConReportNpc
8919,5990,712,QuestActSupplyItem
8924,6307,1211,QuestActConReportNpc
8926,6000,629,QuestActObjTalk
8927,6001,212,QuestActObjItemUse
8928,6002,1212,QuestActConReportNpc
8932,6006,1213,QuestActConReportNpc
8934,6012,1214,QuestActConReportNpc
8936,6010,488,QuestActObjItemGather
8937,6011,489,QuestActObjItemGather
8940,6016,1215,QuestActConReportNpc
8945,6310,715,QuestActSupplyItem
8947,6311,491,QuestActObjItemGather
8948,6312,1218,QuestActConReportNpc
8950,6313,716,QuestActSupplyItem
8956,6315,492,QuestActObjItemGather
8958,6033,1219,QuestActConReportNpc
8967,6316,1222,QuestActConReportNpc
9032,6166,1243,QuestActConReportNpc
9035,6174,1244,QuestActConReportNpc
9038,6178,1245,QuestActConReportNpc
9041,6184,368,QuestActObjSphere
9042,6185,1246,QuestActConReportNpc
9048,6192,1248,QuestActConReportNpc
9053,6199,350,QuestActObjMonsterHunt
9054,6200,1250,QuestActConReportNpc
9055,6319,729,QuestActSupplyItem
9056,6320,213,QuestActObjInteraction
9057,6321,1251,QuestActConReportNpc
9059,6324,498,QuestActObjItemGather
9060,6325,1252,QuestActConReportNpc
9062,6328,1253,QuestActConReportNpc
9064,6331,369,QuestActObjSphere
9066,6333,1254,QuestActConReportNpc
9069,6336,1255,QuestActConReportNpc
9072,6341,96,QuestActSupplyRemoveItem
9073,6344,802,QuestActCheckCompleteComponent
9075,6344,500,QuestActObjItemGather
9076,5562,1099,QuestActConAcceptNpc
9077,5565,1256,QuestActConReportNpc
9078,6342,1100,QuestActConAcceptNpc
9079,6345,1257,QuestActConReportNpc
9080,5597,1258,QuestActConReportNpc
9081,5596,501,QuestActObjItemGather
9082,5596,803,QuestActCheckCompleteComponent
9083,5594,634,QuestActObjTalk
9085,6340,635,QuestActObjTalk
9086,6347,370,QuestActObjSphere
9087,6348,1259,QuestActConReportNpc
9088,6347,804,QuestActCheckCompleteComponent
9092,6350,1101,QuestActConAcceptNpc
9093,6351,1102,QuestActConAcceptNpc
9094,6352,502,QuestActObjItemGather
9095,6353,1260,QuestActConReportNpc
9096,6355,1103,QuestActConAcceptNpc
9103,5572,807,QuestActCheckCompleteComponent
9104,5572,371,QuestActObjSphere
9108,6368,372,QuestActObjSphere
9110,6370,1264,QuestActConReportNpc
9111,6368,808,QuestActCheckCompleteComponent
9113,5272,214,QuestActObjInteraction
9115,6373,373,QuestActObjSphere
9116,6374,215,QuestActObjInteraction
9119,6374,810,QuestActCheckCompleteComponent
9122,6379,504,QuestActObjItemGather
9123,6380,1266,QuestActConReportNpc
9124,6382,1107,QuestActConAcceptNpc
9125,6383,352,QuestActObjMonsterHunt
9126,6384,1267,QuestActConReportNpc
9131,6391,374,QuestActObjSphere
9139,6397,97,QuestActSupplyRemoveItem
9140,6396,507,QuestActObjItemGather
9142,6398,1270,QuestActConReportNpc
9145,6402,508,QuestActObjItemGather
9146,6403,1271,QuestActConReportNpc
9148,5352,509,QuestActObjItemGather
9149,6405,69,QuestActConAcceptItem
9150,6406,353,QuestActObjMonsterHunt
9151,6407,1272,QuestActConReportNpc
9154,6408,732,QuestActSupplyItem
9155,6409,1111,QuestActConAcceptNpc
9157,6411,1273,QuestActConReportNpc
9160,5370,375,QuestActObjSphere
9161,5667,815,QuestActCheckCompleteComponent
9164,6415,1113,QuestActConAcceptNpc
9165,6416,216,QuestActObjInteraction
9166,6417,1274,QuestActConReportNpc
9167,6419,1114,QuestActConAcceptNpc
9168,6420,733,QuestActSupplyItem
9169,6421,511,QuestActObjItemGather
9170,6422,1275,QuestActConReportNpc
9172,6425,1115,QuestActConAcceptNpc
9174,6427,642,QuestActObjTalk
9175,6428,1276,QuestActConReportNpc
9177,6431,376,QuestActObjSphere
9178,6432,354,QuestActObjMonsterHunt
9179,6433,1277,QuestActConReportNpc
9180,6432,816,QuestActCheckCompleteComponent
9181,6434,1278,QuestActConReportNpc
9183,6438,1118,QuestActConAcceptNpc
9184,6439,643,QuestActObjTalk
9185,6440,377,QuestActObjSphere
9186,6441,355,QuestActObjMonsterHunt
9187,6442,1279,QuestActConReportNpc
9190,6445,217,QuestActObjInteraction
9191,6448,644,QuestActObjTalk
9192,6448,817,QuestActCheckCompleteComponent
9193,6449,1280,QuestActConReportNpc
9194,6447,1281,QuestActConReportNpc
9195,6452,1120,QuestActConAcceptNpc
9196,6453,734,QuestActSupplyItem
9199,6456,1282,QuestActConReportNpc
9200,6460,818,QuestActCheckCompleteComponent
9202,6478,1121,QuestActConAcceptNpc
9203,6480,736,QuestActSupplyItem
9204,6481,512,QuestActObjItemGather
9205,6482,1283,QuestActConReportNpc
9208,6477,379,QuestActObjSphere
9209,6414,1122,QuestActConAcceptNpc
9210,6479,1284,QuestActConReportNpc
9211,6484,1123,QuestActConAcceptNpc
9212,6487,218,QuestActObjInteraction
9213,6486,737,QuestActSupplyItem
9217,6488,219,QuestActObjInteraction
9219,6493,219,QuestActConAutoComplete
9221,6494,1286,QuestActConReportNpc
9224,6497,1287,QuestActConReportNpc
9225,6499,380,QuestActObjSphere
9226,6501,1288,QuestActConReportNpc
9227,6500,1126,QuestActConAcceptNpc
9228,6503,1127,QuestActConAcceptNpc
9230,6504,647,QuestActObjTalk
9231,6506,1289,QuestActConReportNpc
9232,6509,1290,QuestActConReportNpc
9233,6508,1128,QuestActConAcceptNpc
9235,6515,1291,QuestActConReportNpc
9236,6517,1130,QuestActConAcceptNpc
9241,6521,1293,QuestActConReportNpc
9243,6520,360,QuestActObjMonsterHunt
9244,6519,649,QuestActObjTalk
9248,6526,382,QuestActObjSphere
9249,6526,823,QuestActCheckCompleteComponent
9252,6529,513,QuestActObjItemGather
9254,6531,1294,QuestActConReportNpc
9255,6530,220,QuestActObjInteraction
9257,6534,651,QuestActObjTalk
9267,6511,1134,QuestActConAcceptNpc
9269,6512,384,QuestActObjSphere
9272,6545,1297,QuestActConReportNpc
9273,6547,1135,QuestActConAcceptNpc
9274,6548,385,QuestActObjSphere
9275,6549,1298,QuestActConReportNpc
9276,6551,1136,QuestActConAcceptNpc
9277,6552,361,QuestActObjMonsterHunt
9278,6553,1299,QuestActConReportNpc
9280,6557,1300,QuestActConReportNpc
9281,6559,1138,QuestActConAcceptNpc
9282,6560,386,QuestActObjSphere
9284,6562,223,QuestActObjItemUse
9285,6566,1301,QuestActConReportNpc
9286,6568,1139,QuestActConAcceptNpc
9287,6564,1302,QuestActConReportNpc
9288,6561,1140,QuestActConAcceptNpc
9289,6569,387,QuestActObjSphere
9292,6571,1303,QuestActConReportNpc
9293,6573,1141,QuestActConAcceptNpc
9294,6577,388,QuestActObjSphere
9296,6579,224,QuestActObjItemUse
9297,6582,1304,QuestActConReportNpc
9299,6585,739,QuestActSupplyItem
9300,6586,515,QuestActObjItemGather
9301,6587,1305,QuestActConReportNpc
9305,6590,389,QuestActObjSphere
9306,6581,830,QuestActCheckCompleteComponent
9308,6591,517,QuestActObjItemGather
9310,6593,390,QuestActObjSphere
9311,6594,222,QuestActConAutoComplete
9312,6592,1306,QuestActConReportNpc
9313,6596,1144,QuestActConAcceptNpc
9315,6597,223,QuestActObjInteraction
9318,6601,1307,QuestActConReportNpc
9320,6604,1145,QuestActConAcceptNpc
9323,6607,1308,QuestActConReportNpc
9326,6610,834,QuestActCheckCompleteComponent
9330,6613,1146,QuestActConAcceptNpc
9331,6618,519,QuestActObjItemGather
9332,6619,1309,QuestActConReportNpc
9333,6621,1147,QuestActConAcceptNpc
9334,6626,392,QuestActObjSphere
9336,6630,226,QuestActObjItemUse
9337,6633,1310,QuestActConReportNpc
9338,6638,1148,QuestActConAcceptNpc
9340,6640,1311,QuestActConReportNpc
9341,6642,132,QuestActConAcceptSphere
9343,6644,1312,QuestActConReportNpc
9345,6647,521,QuestActObjItemGather
9347,6648,224,QuestActObjInteraction
9348,6649,1313,QuestActConReportNpc
9349,6651,1150,QuestActConAcceptNpc
9350,6652,393,QuestActObjSphere
9351,6653,522,QuestActObjItemGather
9353,6654,1314,QuestActConReportNpc
9354,6656,1151,QuestActConAcceptNpc
9355,6657,225,QuestActObjInteraction
9356,6658,1315,QuestActConReportNpc
9357,6660,1152,QuestActConAcceptNpc
9358,6661,394,QuestActObjSphere
9361,6663,1316,QuestActConReportNpc
9362,6665,1153,QuestActConAcceptNpc
9363,6666,740,QuestActSupplyItem
9364,6667,523,QuestActObjItemGather
9365,6668,1317,QuestActConReportNpc
9368,6672,1318,QuestActConReportNpc
9371,6676,1319,QuestActConReportNpc
9374,6681,1157,QuestActConAcceptNpc
9375,6682,524,QuestActObjItemGather
9376,6683,1321,QuestActConReportNpc
9377,6685,1158,QuestActConAcceptNpc
9378,6686,227,QuestActObjItemUse
9379,6687,1322,QuestActConReportNpc
9380,6689,1159,QuestActConAcceptNpc
9381,6690,525,QuestActObjItemGather
9382,6691,1323,QuestActConReportNpc
9383,6693,741,QuestActSupplyItem
9384,6694,133,QuestActConAcceptSphere
9385,6695,655,QuestActObjTalk
9387,6696,526,QuestActObjItemGather
9388,6697,1324,QuestActConReportNpc
9389,6699,1160,QuestActConAcceptNpc
9390,6700,363,QuestActObjMonsterHunt
9391,6701,1325,QuestActConReportNpc
9392,6703,1161,QuestActConAcceptNpc
9393,6704,397,QuestActObjSphere
9394,6705,225,QuestActConAutoComplete
9395,6706,1162,QuestActConAcceptNpc
9397,6708,228,QuestActObjItemUse
9398,6709,1326,QuestActConReportNpc
9399,6711,1163,QuestActConAcceptNpc
9400,6712,398,QuestActObjSphere
9403,6714,1327,QuestActConReportNpc
9404,6716,1164,QuestActConAcceptNpc
9405,6717,228,QuestActObjInteraction
9406,6718,1328,QuestActConReportNpc
9407,6720,1165,QuestActConAcceptNpc
9408,6721,399,QuestActObjSphere
9410,6722,229,QuestActObjInteraction
9411,6723,1329,QuestActConReportNpc
9412,6725,1166,QuestActConAcceptNpc
9414,6727,1330,QuestActConReportNpc
9415,6729,1167,QuestActConAcceptNpc
9416,6730,743,QuestActSupplyItem
9417,6726,527,QuestActObjItemGather
9420,6731,529,QuestActObjItemGather
9421,6732,1331,QuestActConReportNpc
9422,6734,1168,QuestActConAcceptNpc
9425,6735,530,QuestActObjItemGather
9426,6736,1332,QuestActConReportNpc
9427,6738,1169,QuestActConAcceptNpc
9428,6739,365,QuestActObjMonsterHunt
9429,6740,1333,QuestActConReportNpc
9433,6744,366,QuestActObjMonsterHunt
9435,6363,231,QuestActObjInteraction
9440,6747,846,QuestActCheckCompleteComponent
9442,6747,1,QuestActObjCondition
9443,6748,1334,QuestActConReportNpc
9444,6745,1335,QuestActConReportNpc
9445,241,1336,QuestActConReportNpc
9446,6364,657,QuestActObjTalk
9447,6751,1171,QuestActConAcceptNpc
9448,6746,401,QuestActObjSphere
9449,6752,32,QuestActCheckTimer
9450,6753,532,QuestActObjItemGather
9451,6754,533,QuestActObjItemGather
9453,6755,402,QuestActObjSphere
9454,6755,848,QuestActCheckCompleteComponent
9455,6756,744,QuestActSupplyItem
9456,297,230,QuestActObjItemUse
9458,6758,1172,QuestActConAcceptNpc
9459,6759,403,QuestActObjSphere
9460,6760,227,QuestActConAutoComplete
9461,6761,136,QuestActConAcceptSphere
9462,6762,367,QuestActObjMonsterHunt
9463,6763,228,QuestActConAutoComplete
9465,6765,233,QuestActObjInteraction
9466,6766,1337,QuestActConReportNpc
9467,655,658,QuestActObjTalk
9468,6768,1338,QuestActConReportNpc
9474,6769,1173,QuestActConAcceptNpc
9477,6773,1174,QuestActConAcceptNpc
9481,6778,660,QuestActObjTalk
9482,6779,368,QuestActObjMonsterHunt
9484,6780,1341,QuestActConReportNpc
9485,6782,138,QuestActConAcceptSphere
9486,6783,234,QuestActObjInteraction
9487,6784,229,QuestActConAutoComplete
9489,6786,745,QuestActSupplyItem
9490,6787,534,QuestActObjItemGather
9491,6791,1342,QuestActConReportNpc
9494,6795,230,QuestActConAutoComplete
9496,6797,18,QuestActObjDistance
9497,6798,231,QuestActConAutoComplete
9498,6798,35,QuestActConAcceptComponent
9499,6793,36,QuestActConAcceptComponent
9500,6794,369,QuestActObjMonsterHunt
9504,6800,1343,QuestActConReportNpc
9505,6802,1178,QuestActConAcceptNpc
9506,6803,661,QuestActObjTalk
9507,6804,405,QuestActObjSphere
9508,6805,1344,QuestActConReportNpc
9509,6807,1179,QuestActConAcceptNpc
9511,6809,1345,QuestActConReportNpc
9512,6811,1180,QuestActConAcceptNpc
9513,6812,746,QuestActSupplyItem
9514,6813,235,QuestActObjInteraction
9516,6816,1181,QuestActConAcceptNpc
9517,6817,662,QuestActObjTalk
9518,6818,663,QuestActObjTalk
9519,6819,536,QuestActObjItemGather
9522,6823,747,QuestActSupplyItem
9526,1180,282,QuestActSupplySelectiveItem
9527,1180,283,QuestActSupplySelectiveItem
9528,1180,284,QuestActSupplySelectiveItem
9538,6828,752,QuestActSupplyItem
9539,6829,236,QuestActObjInteraction
9540,6830,1349,QuestActConReportNpc
9542,6833,664,QuestActObjTalk
9543,6834,1350,QuestActConReportNpc
9544,6836,753,QuestActSupplyItem
9546,4111,754,QuestActSupplyItem
9551,5667,407,QuestActObjSphere
9554,6845,1187,QuestActConAcceptNpc
9556,6847,1353,QuestActConReportNpc
9557,6849,1188,QuestActConAcceptNpc
9559,6851,1354,QuestActConReportNpc
9560,6853,1189,QuestActConAcceptNpc
9561,6861,234,QuestActConAutoComplete
9562,6859,408,QuestActObjSphere
9563,6859,850,QuestActCheckCompleteComponent
9564,6868,1190,QuestActConAcceptNpc
9565,6871,1355,QuestActConReportNpc
9567,6873,1191,QuestActConAcceptNpc
9569,6874,2,QuestActObjCondition
9570,6875,3,QuestActObjCondition
9571,6876,4,QuestActObjCondition
9572,6877,5,QuestActObjCondition
9573,6878,1357,QuestActConReportNpc
9574,6879,1192,QuestActConAcceptNpc
9575,6881,1358,QuestActConReportNpc
9576,6880,371,QuestActObjMonsterHunt
9577,6880,38,QuestActCheckTimer
9578,5482,1193,QuestActConAcceptNpc
9579,5484,1359,QuestActConReportNpc
9580,6892,1194,QuestActConAcceptNpc
9581,6893,755,QuestActSupplyItem
9582,6894,1360,QuestActConReportNpc
9583,5703,1361,QuestActConReportNpc
9584,6882,1195,QuestActConAcceptNpc
9585,6884,756,QuestActSupplyItem
9586,5771,1362,QuestActConReportNpc
9587,6885,231,QuestActObjItemUse
9588,6922,1363,QuestActConReportNpc
9589,6924,1196,QuestActConAcceptNpc
9590,6925,1364,QuestActConReportNpc
9598,6154,852,QuestActCheckCompleteComponent
9599,6156,233,QuestActObjItemUse
9601,6160,1367,QuestActConReportNpc
9606,6208,1369,QuestActConReportNpc
9607,6207,669,QuestActObjTalk
9608,6205,140,QuestActConAcceptSphere
9610,6210,670,QuestActObjTalk
9612,6948,759,QuestActSupplyItem
9613,6949,538,QuestActObjItemGather
9614,6950,1370,QuestActConReportNpc
9616,6952,539,QuestActObjItemGather
9617,6953,671,QuestActObjTalk
9618,6953,853,QuestActCheckCompleteComponent
9619,6954,234,QuestActObjItemUse
9620,6954,854,QuestActCheckCompleteComponent
9621,6955,1371,QuestActConReportNpc
9622,6889,1201,QuestActConAcceptNpc
9623,6957,760,QuestActSupplyItem
9624,6958,540,QuestActObjItemGather
9625,6959,1372,QuestActConReportNpc
9627,6961,761,QuestActSupplyItem
9629,6963,1373,QuestActConReportNpc
9632,6965,763,QuestActSupplyItem
9634,6967,1374,QuestActConReportNpc
9639,6972,235,QuestActObjItemUse
9640,6973,236,QuestActObjItemUse
9641,6973,855,QuestActCheckCompleteComponent
9642,6974,237,QuestActObjItemUse
9643,6974,856,QuestActCheckCompleteComponent
9644,6975,238,QuestActObjItemUse
9645,6975,857,QuestActCheckCompleteComponent
9646,6976,1375,QuestActConReportNpc
9647,6898,1204,QuestActConAcceptNpc
9648,6978,543,QuestActObjItemGather
9649,6979,1376,QuestActConReportNpc
9650,6899,1205,QuestActConAcceptNpc
9652,6981,544,QuestActObjItemGather
9654,6982,1377,QuestActConReportNpc
9656,6984,764,QuestActSupplyItem
9657,6985,239,QuestActObjItemUse
9659,6986,1378,QuestActConReportNpc
9661,6947,411,QuestActObjSphere
9662,6988,546,QuestActObjItemGather
9663,6988,858,QuestActCheckCompleteComponent
9664,6989,1379,QuestActConReportNpc
9665,6991,1209,QuestActConAcceptNpc
9666,6992,765,QuestActSupplyItem
9667,6993,240,QuestActObjItemUse
9668,6994,241,QuestActObjItemUse
9669,6995,242,QuestActObjItemUse
9670,6996,1380,QuestActConReportNpc
9672,6492,412,QuestActObjSphere
9674,7005,1211,QuestActConAcceptNpc
9675,7006,1381,QuestActConReportNpc
9676,7008,1212,QuestActConAcceptNpc
9678,7010,1383,QuestActConReportNpc
9679,7009,413,QuestActObjSphere
9681,7011,1213,QuestActConAcceptNpc
9683,7016,1384,QuestActConReportNpc
9684,7018,1214,QuestActConAcceptNpc
9685,7020,414,QuestActObjSphere
9686,7019,766,QuestActSupplyItem
9687,7021,243,QuestActObjItemUse
9688,7023,1385,QuestActConReportNpc
9689,7025,1215,QuestActConAcceptNpc
9690,7026,767,QuestActSupplyItem
9691,7027,244,QuestActObjItemUse
9692,7028,1386,QuestActConReportNpc
9693,7030,1216,QuestActConAcceptNpc
9694,7033,1387,QuestActConReportNpc
9695,7035,1217,QuestActConAcceptNpc
9696,7036,768,QuestActSupplyItem
9699,7040,1218,QuestActConAcceptNpc
9700,7041,72,QuestActObjMonsterGroupHunt
9701,7042,1389,QuestActConReportNpc
9702,7044,1219,QuestActConAcceptNpc
9703,7045,769,QuestActSupplyItem
9704,7046,549,QuestActObjItemGather
9705,7047,1390,QuestActConReportNpc
9706,7049,1220,QuestActConAcceptNpc
9707,7050,770,QuestActSupplyItem
9708,7051,550,QuestActObjItemGather
9710,7054,1221,QuestActConAcceptNpc
9711,7059,771,QuestActSupplyItem
9712,7059,772,QuestActSupplyItem
9713,7059,773,QuestActSupplyItem
9714,7059,774,QuestActSupplyItem
9717,6928,1392,QuestActConReportNpc
9719,7060,551,QuestActObjItemGather
9723,6998,416,QuestActObjSphere
9724,6999,1393,QuestActConReportNpc
9726,2519,1394,QuestActConReportNpc
9728,6933,552,QuestActObjItemGather
9729,6934,24,QuestActConReportDoodad
9732,3406,1395,QuestActConReportNpc
9733,6938,553,QuestActObjItemGather
9734,6939,554,QuestActObjItemGather
9735,7061,1229,QuestActConAcceptNpc
9736,7062,1396,QuestActConReportNpc
9737,6943,1397,QuestActConReportNpc
9742,7066,101,QuestActSupplyRemoveItem
9743,3545,1398,QuestActConReportNpc
9745,7064,1399,QuestActConReportNpc
9746,3477,673,QuestActObjTalk
9747,3477,102,QuestActSupplyRemoveItem
9748,2835,775,QuestActSupplyItem
9749,2835,776,QuestActSupplyItem
9750,2840,674,QuestActObjTalk
9751,3477,860,QuestActCheckCompleteComponent
9752,7067,555,QuestActObjItemGather
9753,7068,142,QuestActConAcceptSphere
9757,7070,417,QuestActObjSphere
9758,7071,676,QuestActObjTalk
9761,7072,144,QuestActConAcceptSphere
9768,2948,778,QuestActSupplyItem
9769,3479,103,QuestActSupplyRemoveItem
9771,7086,779,QuestActSupplyItem
9772,7087,245,QuestActObjItemUse
9773,7086,780,QuestActSupplyItem
9774,7088,246,QuestActObjItemUse
9775,7088,864,QuestActCheckCompleteComponent
9778,7090,866,QuestActCheckCompleteComponent
9779,7090,557,QuestActObjItemGather
9780,7091,1401,QuestActConReportNpc
9781,7077,1233,QuestActConAcceptNpc
9782,7093,418,QuestActObjSphere
9783,7094,678,QuestActObjTalk
9785,7095,1402,QuestActConReportNpc
9786,7078,1234,QuestActConAcceptNpc
9787,7097,237,QuestActObjInteraction
9788,7098,1403,QuestActConReportNpc
9789,7079,1235,QuestActConAcceptNpc
9790,7100,558,QuestActObjItemGather
9791,7101,868,QuestActCheckCompleteComponent
