id,name,category_id,repeatable,level,selective,successive,restart_on_fail,chapter_idx,quest_idx,milestone_id,let_it_done,detail_id,zone_id,degree,use_quest_camera,score,use_accept_message,use_complete_message,grade_id
1405,속삭이는 기계,27,f,13,f,t,f,0,0,1,f,1,16,3,t,0,t,t,1
1407,시치미 약탈단 본거지 습격,22,f,8,f,f,f,0,0,1,t,1,21,3,t,0,t,t,1
1408,시치미 왕 자바바,22,f,8,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1409,매바위 벌판의 야수들 정리,22,f,8,f,f,f,0,0,1,f,5,21,2,t,0,t,t,1
1413,매의 꽃을 피우리,22,f,7,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1414,기계혼의 충격과 공포,25,f,14,f,f,t,2,11,2,f,2,23,3,t,0,t,t,1
1415,미쳐버린 신도에게 안식을,16,f,26,f,f,f,0,0,2,t,1,25,4,t,0,t,t,1
1417,시치미 약탈단의 의도,22,f,7,f,f,f,0,0,1,t,1,21,3,t,0,t,t,1
1421,(삭제)색을 밝히는 페레,18,f,8,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1424,뜻밖의 재회,3,f,16,f,f,f,3,2,,f,2,7,3,t,0,t,t,1
1431,일손이 부족합니다,20,f,7,f,f,f,0,0,2,f,1,19,3,t,0,t,t,1
1432,사라진 리타의 동생,21,f,11,f,f,f,0,0,1,f,1,23,3,t,0,t,t,1
1433,보그의 부탁,22,f,9,f,f,f,0,0,1,t,1,21,3,t,0,t,t,1
1434,(test) team msg,12,f,0,f,f,f,0,0,,t,1,114,3,t,0,t,t,1
1435,아이에르 현신,16,f,26,f,f,f,0,0,2,f,1,140,4,t,0,t,t,1
1436,바이암이 들끓는 고원,22,f,9,f,f,f,0,0,1,f,10,21,3,t,0,t,t,1
1437,노예가 된 바이암,22,f,9,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1438,저주받은 해골,22,f,9,f,f,f,0,0,1,t,1,21,3,t,0,t,t,1
1439,뼈의 정체,22,f,9,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1440,오염의 또 한가지 원인,22,f,9,f,f,f,0,0,1,f,10,21,3,t,0,t,t,1
1441,말하는 기계,22,f,9,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1443,저거너트 점령지의 대장,22,f,9,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1445,마을을 지켜주세요!,21,f,12,f,f,f,0,0,1,t,1,23,3,t,100,t,t,1
1463,고릴라로 변한 여인,16,f,26,f,f,f,0,0,2,f,1,140,3,t,0,t,t,1
1464,저주의 시작,16,f,26,f,f,f,0,0,2,f,1,140,3,t,0,t,t,1
1467,objective 테스트 1,12,f,1,f,f,f,0,0,,f,1,114,3,t,0,t,t,1
1468,objective 테스트 2 complete,12,f,1,f,f,f,0,0,,f,1,114,3,t,0,t,t,1
1469,objective 테스트 3 fail,12,f,1,f,f,f,0,0,,f,1,114,3,t,0,t,t,1
1470,objective 테스트 4 ready,12,f,1,f,f,f,0,0,,f,1,114,3,t,0,t,t,1
1471,objective 테스트 5 progress,12,f,1,f,f,f,0,0,,f,1,114,3,t,0,t,t,1
1474,살리움 왕가의 유물,15,f,29,f,f,f,0,0,1,f,1,15,3,t,0,t,t,1
1475,비앙카의 간청,15,f,28,f,f,f,0,0,,t,1,132,3,t,0,t,t,1
1476,깃털 개수의 의미,21,f,10,f,f,f,0,0,1,f,1,23,3,t,0,t,t,1
1478,오색 들판의 위기,15,f,28,f,f,f,0,0,,f,1,15,3,t,0,t,t,1
1480,겁먹은 라이쿠스,15,f,28,f,f,f,0,0,1,t,1,15,3,t,0,t,t,1
1481,굶주리는 노예,15,f,28,f,f,f,0,0,,f,1,15,3,t,0,t,t,1
1484,긴급 전갈,27,f,14,f,f,f,0,0,1,f,1,16,3,t,0,t,t,1
1485,하얀 숲으로,27,f,0,f,f,f,0,0,1,f,1,16,3,t,0,t,t,1
1488,몽유병에 걸린 아들,26,f,27,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1489,이토록 가혹한 속박,26,f,28,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1490,로즈메린의 영혼석 만들기,26,f,28,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1491,영혼결혼식,26,f,28,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1492,만월의 숨결,26,f,28,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1493,이건 먹어도 되는 약초인가?,26,f,29,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1494,떠도는 원혼을 위한 진혼곡,26,f,29,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1498,위험 경고,53,f,43,f,f,f,0,0,2,f,1,172,2,t,0,t,t,1
1500,가르바슈의 먹이,17,f,15,f,f,f,0,0,1,t,1,143,3,t,0,t,t,1
1501,숨바꼭질,17,f,16,f,f,f,0,0,1,f,1,142,3,t,0,t,t,1
1502,가출 소년,17,f,17,f,f,f,0,0,1,f,1,18,3,t,0,t,t,1
1503,가장 소중한 생일 선물,17,f,17,f,f,f,0,0,1,f,1,18,2,t,0,t,t,1
1504,인어의 알,17,f,17,f,f,f,0,0,1,f,1,18,4,t,0,t,t,1
1505,고백의 선물,17,f,17,f,f,f,0,0,1,t,1,18,3,t,0,t,t,1
1507,인어를 보쌈하다,17,f,17,f,f,f,0,0,1,f,1,18,3,t,0,t,t,1
1508,물소의 뒷다리,17,f,18,f,f,f,0,0,1,t,1,18,4,t,0,t,t,1
1509,아슈란의 요리 시식,17,f,18,f,f,f,0,0,1,f,1,18,2,t,0,t,t,1
1510,아슈란의 해산물 특선,17,f,18,f,f,f,0,0,1,t,1,18,5,t,100,t,t,1
1511,하리하란이 되고 싶어요,17,f,19,f,f,f,0,0,1,f,1,18,3,t,0,t,t,1
1512,조개껍데기,17,f,18,f,f,f,0,0,1,t,1,18,3,t,0,t,t,1
1514,숨겨진 유산,17,f,18,f,f,f,0,0,1,f,1,18,3,t,0,t,t,1
1515,은밀한 배달,17,f,19,f,f,f,0,0,1,f,1,143,3,t,0,t,t,1
1516,호랑이는 죽어서 가죽을 남긴다,17,f,19,f,f,f,0,0,1,t,1,143,4,t,0,t,t,1
1517,아스트라의 꽃,17,f,19,f,f,f,0,0,1,f,1,18,5,t,0,t,t,1
1525,널린 희생자들,3,f,6,f,f,t,1,9,,f,2,124,3,t,0,t,t,1
1533,튜토리얼_아이템_획득,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1535,튜토리얼_무기보상,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1536,튜토리얼_말_획득,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1537,튜토리얼_말_인벤토리,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1538,튜토리얼_무기보상_인벤토리,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1539,튜토리얼_말_소환,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1540,튜토리얼_루팅,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1541,튜토리얼_이동데칼,28,f,1,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1542,1. 이동,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1543,2. NPC,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1544,3. 퀘스트,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1545,4. 루팅,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1546,5. 아이템획득,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1547,6. 다이나믹액션바(NPC),28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1548,8. 다이나믹액션바(두다드),28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1549,9. 아이템사용퀘스트,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1551,11. 귀환석바인딩,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1552,12. 말,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1553,13. 무기보상,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1554,14. 메인퀘저널,28,f,0,f,f,f,0,0,1,t,4,1,3,t,0,t,t,1
1556,QA_TEST(했다치자-단수 목표),12,f,20,f,f,f,0,0,1,t,1,2,3,t,0,t,t,1
1557,QA_TEST(했다치자-복수 목표),12,f,20,f,f,f,0,0,1,t,1,2,3,t,0,t,t,1
1558,QA_TEST(했다치자-자동 완료),12,f,20,f,f,f,0,0,1,t,1,2,3,t,0,t,t,1
1560,QA_TEST(다른 퀘스트 수행 체크-메인),12,f,10,f,f,f,0,0,1,f,1,1,3,t,0,t,t,1
1565,일꾼 대모집!,22,f,7,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1569,test_doodad_interaction,12,f,0,f,f,f,0,0,,f,1,1,3,t,0,t,t,1
1570,어머니의 걱정,22,f,5,f,f,f,0,0,1,t,1,130,3,t,0,t,t,1
1571,위급한 상처,22,f,6,f,f,f,0,0,1,f,1,130,3,t,0,t,t,1
1572,문명인 방식의 조사,61,f,11,f,f,t,2,3,1,f,2,23,3,t,0,t,t,1
1573,연습이 제일이지,22,f,2,f,f,f,0,0,1,f,1,130,3,t,0,t,t,1
1574,아바란 마라,61,f,2,f,f,f,1,1,1,f,2,130,3,t,0,t,t,1
1576,dummy,1,f,,f,f,f,,,1,f,1,1,,t,0,t,t,1
1578,흉흉한 바람 초원,24,f,10,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1579,비밀 지령서,24,f,10,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1580,훼손된 시체,24,f,10,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1581,바람그늘 마을로,24,f,10,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1582,음모 분쇄,24,f,10,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1583,다후타 교단,24,f,10,f,f,f,0,0,,t,1,11,3,t,0,t,t,1
1584,그들의 지령서,24,f,10,f,f,f,0,0,,f,1,11,3,t,0,t,t,1
1586,바람그늘 마을로,24,f,10,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1587,일그러진 괴물의 머리,24,f,14,f,f,f,0,0,1,f,1,11,5,t,0,t,t,1
1588,"멈추거라, 산들바람!",24,f,10,f,f,f,0,0,,t,1,11,3,t,0,t,t,1
1589,굳게 닫힌 성채 속의 증거,24,f,12,f,f,f,0,0,,f,1,11,3,t,0,t,t,1
1590,구릉지 야수 처치,24,f,11,f,f,f,0,0,1,f,10,11,3,t,0,t,t,1
1591,"샛바람아, 사라져라!",24,f,10,f,f,f,0,0,,t,1,11,3,t,0,t,t,1
1593,동굴 거미 퇴치,24,f,13,f,f,f,0,0,1,f,10,11,3,t,0,t,t,1
1595,필요한 조치,24,f,11,f,f,f,0,0,1,t,1,11,3,t,100,t,t,1
1596,피묻은 가방,24,f,11,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1597,상단 경호원의 부탁,24,f,11,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1598,도움이 필요한 마을,24,f,11,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1599,무너진 성채의 버섯,24,f,11,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1600,촌장의 고민,24,f,11,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1601,성채의 괴이한 빛,24,f,11,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1602,괴이한 빛의 정체,24,f,12,f,f,f,0,0,,f,1,11,3,t,0,t,t,1
1604,산적 소탕,24,f,12,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1605,산적 두목 베어,24,f,12,f,f,f,0,0,1,f,1,11,5,t,0,t,t,1
1606,심장에 새겨진 서명,24,f,12,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1607,산적들의 배후,24,f,12,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1608,동 론반 광산으로,24,f,13,f,f,f,0,0,,f,1,11,3,t,0,t,t,1
1609,버려진 초소,24,f,12,f,f,f,0,0,1,f,1,11,2,t,0,t,t,1
1610,던컨의 복수,24,f,12,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1611,광부들이 미친 원인,24,f,12,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1612,알려야 할 소식,24,f,13,f,f,f,0,0,,f,1,11,3,t,0,t,t,1
1613,이프나의 후예가 보내온 소식,24,f,13,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1614,믿을 수 없는 관리들,24,f,13,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1615,내부의 조력자,24,f,13,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1618,지하실에 잠든 문서,24,f,13,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1619,폐허가 된 마을,24,f,13,f,f,f,0,0,1,t,1,11,4,t,0,t,t,1
1620,빼앗긴 왕관,24,f,13,f,f,f,0,0,1,f,1,11,4,t,0,t,t,1
1621,시체는 이제 그만!,15,f,29,f,f,f,0,0,,f,1,15,3,t,0,t,t,1
1622,유품만이라도,24,f,13,f,f,f,0,0,1,t,1,11,3,t,0,t,t,1
1623,비밀 임무,24,f,13,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1624,다시 노송그루 마을로,24,f,14,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1625,갈라진 대지로,24,f,14,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1631,가랑돌 평원으로,24,f,14,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1633,여신의 손톱 자국 지우기,24,f,14,f,f,f,0,0,1,t,1,11,3,t,100,t,t,1
1634,치명적인 증거,24,f,14,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1635,바람그늘 마을로의 귀환,24,f,14,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1638,인형의 주인,24,f,10,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1640,10. 죽음,28,f,0,f,f,f,0,0,1,f,4,1,3,t,0,t,t,1
1641,날개를 보내자,9,f,5,f,f,f,0,0,,f,1,1,3,t,0,t,t,1
1643,127분,44,f,3,f,f,f,0,0,,f,1,130,5,t,0,t,t,1
1644,원군이 필요해,22,f,4,f,f,f,0,0,,f,1,130,3,t,0,t,t,1
1645,실종 사건,9,f,5,f,f,f,0,0,,f,1,1,1,t,0,t,t,1
1646,빠져 죽은 자,9,f,6,f,f,f,0,0,,f,1,1,4,t,0,t,t,1
1649,루브크라프스의 연구소,25,f,17,f,f,t,,,1,f,1,142,3,t,0,t,t,1
1650,누구 것일까?,4,f,8,f,f,f,0,0,1,f,1,9,3,t,0,t,t,1
1652,난폭한 선돌 수호자 퇴치,4,f,6,f,f,f,0,0,1,f,5,125,2,t,0,t,t,1
1656,아무도 돌보지 않는 것,2,f,15,f,f,f,0,0,,t,1,7,3,t,0,t,t,1
1658,(가랑돌 평원) 생기를 불어넣는 방법,69,f,19,f,f,f,0,0,,f,1,131,3,t,0,t,t,1
1659,오래된 상인의 비명,2,f,19,f,f,f,0,0,,t,1,131,3,t,0,t,t,1
1660,수호 의식,2,f,19,f,f,f,0,0,,f,1,131,5,t,0,t,t,1
1661,달아난 우두머리 마르토프,2,f,19,f,f,f,0,0,,f,1,131,5,t,0,t,t,1
1664,희망의 물건,2,f,19,f,f,f,0,0,,f,1,131,2,t,0,t,t,1
1667,모아린의 약,14,f,20,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1668,독초지만 괜찮아,14,f,20,f,f,f,0,0,,t,1,8,3,t,0,t,t,1
1674,(동틀녘 반도)반짝이는 숲의 고릴라,69,f,21,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1675,식물학자 네이슬람을 찾아라!,14,f,21,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1676,후슬림에게 전할 말,14,f,21,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1677,정화의 샘물,14,f,21,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1678,장군 핫시하산의 원혼,14,f,21,f,f,f,0,0,,f,1,8,4,t,0,t,t,1
1679,망자를 위한 진혼제,14,f,21,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1682,빼앗긴 고대 유물,14,f,23,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1686,뛰어난 뱃사람,17,f,17,f,f,f,0,0,,f,1,18,3,t,0,t,t,1
1687,지독한 음치의 정체,17,f,17,f,f,f,0,0,,f,1,18,2,t,0,t,t,1
1688,해적의 소굴로,14,f,23,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1690,소식이 끊긴 상단,24,f,11,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1691,하리하란으로 변한 미키,17,f,19,f,f,f,0,0,,f,1,18,1,t,0,t,t,1
1694,스쳐 지나간 사랑,17,f,16,f,f,f,0,0,,f,1,18,3,t,0,t,t,1
1696,자바어 해독,22,f,6,f,f,f,0,0,1,f,1,130,3,t,0,t,t,1
1697,별의 힘!,18,f,14,f,f,f,0,0,1,f,1,11,3,t,0,t,t,1
1698,위험을 고하라,6,f,21,f,f,f,0,0,4,f,1,10,3,t,0,t,t,1
1702,매혹된 영혼,6,f,20,f,f,f,0,0,4,f,1,10,3,t,0,t,t,1
1704,내 무덤 앞에서 울지 말라,6,f,23,f,f,f,0,0,4,f,1,10,3,t,0,t,t,1
1707,골짜기의 원혼(제외),6,f,23,f,f,f,0,0,4,f,1,10,3,t,0,t,t,1
1709,도둑맞은 샤프란,14,f,22,f,f,f,0,0,,t,1,8,3,t,0,t,t,1
1710,가짜 현인 처치,29,f,22,f,f,f,0,0,1,f,1,108,5,t,0,t,t,1
1711,아키움 반응로가 정지하는 날(CBT4로 보류),29,f,22,f,f,f,0,0,1,f,1,108,5,t,0,t,t,1
1712,붙잡힌 동료,29,f,22,f,f,f,0,0,1,f,1,108,5,t,0,t,t,1
1713,거인의 핵 조각,29,f,22,f,f,f,0,0,1,f,1,108,5,t,0,t,t,1
1715,진흙 속 진주,29,f,22,f,f,f,0,0,1,f,1,108,3,t,0,t,t,1
1717,저널 테스트: 동영상 테스트,12,f,0,f,f,f,0,0,,f,2,1,3,t,0,t,t,1
1719,흰구름결 부족의 용사,22,f,8,f,f,f,0,0,1,f,1,21,3,t,0,t,t,1
1720,농땡이 치는 광부,29,f,20,f,f,f,0,0,1,f,1,108,1,t,0,t,t,1
1725,겁먹은 정찰대원,4,f,5,f,f,f,0,0,1,f,1,125,2,t,0,t,t,1
1728,두다드 스킬 사용전용(삭제하지마시오),37,f,0,f,f,f,0,0,,f,1,1,1,t,0,t,t,1
1730,키리오스의 이름,6,f,20,f,f,f,0,0,4,f,1,10,3,t,0,t,t,1
1731,유적지의 애주가에게,14,f,20,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1732,후슬림의 보고서,14,f,21,f,f,f,0,0,,f,1,8,3,t,0,t,t,1
1734,QA_TEST(cutscene 제어{AVI}),12,t,20,f,f,f,0,0,,f,1,9,3,t,0,t,t,1
1735,QA_TEST(cutscene 제어{Normal}),12,t,20,f,f,f,0,0,,f,1,9,3,t,0,t,t,1
1737,카론의 추억,26,f,27,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1738,반딧불의 추억,26,f,27,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1739,반딧불의 호수,26,f,27,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1741,생존자 조나단,26,f,29,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1742,신성한 샘물,26,f,29,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1743,지금은 숨바꼭질 중,26,f,28,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1744,인간으로 남고 싶은 자의 부탁,26,f,29,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1745,형제에게 줄 선물,26,f,29,f,f,f,0,0,2,t,1,24,3,t,0,t,t,1
1753,DDCMS 제작 튜토리얼,12,f,0,f,f,f,0,0,2,t,1,1,3,t,0,t,t,1
1754,보급관의 고민,33,f,33,f,f,f,0,0,2,t,1,17,3,t,0,t,t,1
1755,신호탄 쏘기,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1756,재촉,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1757,살해당한 호송대원,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1759,범인은 누구?,33,f,33,f,f,f,0,0,,f,1,17,1,t,0,t,t,1
1760,탈옥한 해적을 잡아야 하는 이유,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1761,제자리로,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1762,시체 처리,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1763,수상 감옥으로,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1764,죄수의 반지,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1765,그녀의 머리카락,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1766,어부,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1768,피난민을 위한 음식 준비,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1769,피난민을 위한 배식,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1770,도로시에게,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1771,17대 1,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1772,멧돼지의 큰뿔,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1773,도로시의 고민,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1774,이름 모를 잡초,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1775,허수아비가 필요한 도로시,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1776,농노의 시체,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1777,심심풀이 가위바위보,33,f,33,t,f,f,0,0,,f,1,17,3,t,0,t,t,1
1779,황금갈기 부족의 술맛,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1781,눈물을 대신하여,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1783,피고름에는 독이 딱이지,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1784,달아난 노예,33,f,33,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1785,황금갈기 부족 섬멸,33,f,34,f,f,f,0,0,,f,10,17,3,t,0,t,t,1
1786,연구 표본 수집,33,f,34,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1787,황금갈기 부족장 마곡 처치,33,f,34,f,f,f,0,0,,f,1,17,5,t,0,t,t,1
1788,휘갈겨 쓴 연구 일지,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1790,노동요,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1791,으르렁거리는 섬,44,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1792,섬멸 보고서,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1794,핑곗거리,33,f,34,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1797,이것이 해적의 맛!,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1798,피고름 해적단 항해일지,33,f,33,t,f,f,0,0,,f,1,17,3,t,0,t,t,1
1799,오크가 된 실베스테르,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1800,뱀비늘 부족 주술사 실베스테르,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1801,실베스테르의 정체,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1803,군량 저장고로,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1804,군량 저장고에 일어난 일,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1805,날 좀 구해줘!,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1806,말 안정시키기,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1807,공동묘지 정화,33,f,34,f,f,f,0,0,,t,1,17,3,t,0,t,t,1
1808,오염된 관 봉인하기,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1809,소피의 실종,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1810,소피에게 안식을,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1811,불길한 새,33,f,34,f,f,f,0,0,,t,1,17,5,t,100,t,t,1
1813,해를 품은 새,33,f,35,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1815,해를 품은 새의 알 구하기,33,f,35,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1816,납골당에 전할 소식,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1817,원인 파악,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1818,코카트리스의 위협,33,f,34,f,f,f,0,0,,f,10,17,3,t,0,t,t,1
1819,되돌아온 유골,33,f,34,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1820,연구에 집중하기 위한 소식,33,f,35,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1821,처음 만나는 자유,33,f,35,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1822,수상한 유리병,33,f,35,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1823,잡은 물고기가 상하는 시간,33,f,33,f,f,f,0,0,,f,1,17,3,t,0,t,t,1
1826,(구 불볕황야)도시 동쪽은 이상 무,1,f,12,f,f,f,0,0,2,f,1,22,1,t,0,t,t,1
1829,(구 불볕황야)무죄를 증명할 길,1,f,0,f,f,f,0,0,2,t,1,1,3,t,0,t,t,1
1830,(구 불볕황야)속죄의 의미,1,f,0,f,f,f,0,0,2,f,1,22,3,t,0,t,t,1
1831,(구 불볕황야)탈출을 위한 시간,1,f,0,f,f,f,0,0,2,t,1,1,3,t,0,t,t,1
1833,그란비스트의 고독,26,f,27,f,f,f,0,0,2,f,1,24,5,t,0,t,t,1
1834,집수리 재료 돌려주기,26,f,26,f,f,f,0,0,2,f,1,24,3,t,0,t,t,1
1835,(테스트),1,f,0,f,f,f,0,0,2,t,1,1,3,t,0,t,t,1
1836,(구 불볕황야)해결사,1,f,0,f,f,f,0,0,2,t,1,1,3,t,0,t,t,1
1837,(구 불볕황야)과일을 위한 갈기,1,f,10,f,f,f,0,0,2,t,1,22,3,t,0,t,t,1
1842,(구 불볕황야)더러운 배달,1,f,10,f,f,f,0,0,2,f,1,22,3,t,0,t,t,1
1843,(구 불볕황야)받아라 불똥 슛,1,f,10,f,f,f,0,0,2,f,1,22,3,t,0,t,t,1
1846,(구 불볕황야)타오르는 불꽃,1,f,10,f,f,f,0,0,2,t,1,22,3,t,0,t,t,1
1847,(구 불볕황야)무화과 향기를 그대 품 안에,1,f,10,f,f,f,0,0,2,t,1,22,3,t,0,t,t,1
1848,(구 불볕황야)채식주의자,1,f,10,f,f,f,0,0,2,f,1,22,3,t,0,t,t,1
1849,(구 불볕황야)강화된 안정기 배달,1,f,12,f,f,f,0,0,2,f,1,22,2,t,0,t,t,1
1850,(구 불볕황야)폭주한 워본 안정시키기,1,f,12,f,f,f,0,0,2,f,1,22,4,t,0,t,t,1
1851,수상한 음식의 정체,16,f,26,f,f,f,0,0,2,f,1,140,2,t,0,t,t,1
