id,craft_id,item_id,amount,main_grade
5904,2510,8256,6,f
5905,2510,15620,4,f
5906,2510,8328,6,f
5907,2511,6436,1,f
5908,2511,8256,6,f
5909,2511,15621,4,f
5910,2511,8328,6,f
5911,2512,6437,1,f
5912,2512,8256,6,f
5913,2512,15617,4,f
5914,2512,8328,6,f
5915,2513,6438,1,f
5916,2513,8256,4,f
5917,2513,15618,3,f
5918,2513,8328,4,f
5919,2514,6439,1,f
5920,2514,8256,4,f
5921,2514,15621,1,f
5922,2514,8328,4,f
5923,2515,6440,1,f
5924,2515,8256,4,f
5925,2515,15617,2,f
5926,2515,8328,4,f
5927,2516,6441,1,f
5928,2516,8256,4,f
5929,2516,15619,1,f
5930,2516,8328,4,f
5931,2517,6442,1,f
5932,2517,8256,4,f
5933,2517,15618,3,f
5934,2517,8328,4,f
5935,2518,6443,1,f
5936,2518,8256,4,f
5937,2518,15620,3,f
5938,2518,8328,4,f
5939,2519,6444,1,f
5940,2519,8256,4,f
5941,2519,15621,5,f
5942,2519,8328,4,f
5943,2520,6445,1,f
5944,2520,8256,4,f
5945,2520,15617,1,f
5946,2520,8328,4,f
5947,2521,6446,1,f
5948,2521,8256,4,f
5949,2521,15618,2,f
5950,2521,8328,4,f
5951,2522,6447,1,f
5952,2522,8256,4,f
5953,2522,15619,2,f
5954,2522,8328,4,f
5955,2523,6448,1,f
5956,2523,8256,4,f
5957,2523,15620,3,f
5958,2523,8328,4,f
5959,2524,6449,1,f
5960,2524,8256,4,f
5961,2524,15621,3,f
5962,2524,8328,4,f
5963,2525,6450,1,f
5964,2525,8256,4,f
5965,2525,15617,3,f
5966,2525,8328,4,f
5967,2526,6451,1,f
5968,2526,8256,4,f
5969,2526,15618,4,f
5970,2526,8328,4,f
5971,2527,6452,1,f
5972,2527,8256,4,f
5973,2527,15619,3,f
5974,2527,8328,4,f
5975,2528,6453,1,f
5976,2528,8256,4,f
5977,2528,15619,1,f
5978,2528,8328,4,f
5979,2529,6454,1,f
5980,2529,8256,4,f
5981,2529,15620,2,f
5982,2529,8328,4,f
5983,2530,6455,1,f
5984,2530,8256,4,f
5985,2530,15620,1,f
5986,2530,8328,4,f
5987,2531,6456,1,f
5988,2531,8256,4,f
5989,2531,15621,3,f
5990,2531,8328,4,f
5991,2532,6457,1,f
5992,2532,8256,4,f
5993,2532,15621,3,f
5994,2532,8328,4,f
5995,2533,6458,1,f
5996,2533,8256,4,f
5997,2533,15617,5,f
5998,2533,8328,4,f
5999,2534,6459,1,f
6000,2534,8256,4,f
6001,2534,15618,1,f
6002,2534,8328,4,f
6003,2535,6460,1,f
6004,2535,8256,4,f
6005,2535,15619,2,f
6006,2535,8328,4,f
6007,2536,6461,1,f
6008,2536,8256,4,f
6009,2536,15620,2,f
6010,2536,8328,4,f
6011,2537,6462,1,f
6012,2537,8256,4,f
6013,2537,15621,3,f
6014,2537,8328,4,f
6015,2538,6463,1,f
6016,2538,8256,4,f
6017,2538,15617,3,f
6018,2538,8328,4,f
6019,2539,6464,1,f
6020,2539,8256,4,f
6021,2539,15618,3,f
6022,2539,8328,4,f
6023,2540,6465,1,f
6024,2540,8256,4,f
6025,2540,15619,3,f
6026,2540,8328,4,f
6027,2541,6466,1,f
6028,2541,8256,4,f
6029,2541,15617,1,f
6030,2541,8328,4,f
6031,2542,6467,1,f
6032,2542,8256,4,f
6033,2542,15618,2,f
6034,2542,8328,4,f
6035,2543,6468,1,f
6036,2543,8256,4,f
6037,2543,15620,2,f
6038,2543,8328,4,f
6039,2544,6469,1,f
6040,2544,8256,4,f
6041,2544,15619,3,f
6042,2544,8328,4,f
6043,2545,6470,1,f
6044,2545,8256,4,f
6045,2545,15621,3,f
6046,2545,8328,4,f
6047,2546,6471,1,f
6048,2546,8256,4,f
6049,2546,15617,5,f
6050,2546,8328,4,f
6051,2547,6472,1,f
6052,2547,8256,4,f
6053,2547,15618,1,f
6054,2547,8328,4,f
6055,2548,6473,1,f
6056,2548,8256,4,f
6057,2548,15619,2,f
6058,2548,8328,4,f
6059,2549,6474,1,f
6060,2549,8256,4,f
6061,2549,15620,2,f
6062,2549,8328,4,f
6063,2550,6475,1,f
6064,2550,8256,4,f
6065,2550,15621,3,f
6066,2550,8328,4,f
6067,2551,6476,1,f
6068,2551,8256,4,f
6069,2551,15617,3,f
6070,2551,8328,4,f
6071,2552,6477,1,f
6072,2552,8256,4,f
6073,2552,15618,3,f
6074,2552,8328,4,f
6075,2553,6478,1,f
6076,2553,8256,4,f
6077,2553,15619,4,f
6078,2553,8328,4,f
6079,2554,6479,1,f
6080,2554,8256,4,f
6081,2554,15620,3,f
6082,2554,8328,4,f
6083,2555,6480,1,f
6084,2555,8256,4,f
6085,2555,15620,1,f
6086,2555,8328,4,f
6087,2556,6481,1,f
6088,2556,8256,4,f
6089,2556,15621,2,f
6090,2556,8328,4,f
6091,2557,6482,1,f
6092,2557,8256,4,f
6093,2557,15621,2,f
6094,2557,8328,4,f
6095,2558,6483,1,f
6096,2558,8256,4,f
6097,2558,15617,3,f
6098,2558,8328,4,f
6099,2559,6484,1,f
6100,2559,8256,4,f
6101,2559,15617,3,f
6102,2559,8328,4,f
6103,2560,6485,1,f
6104,2560,8256,4,f
6105,2560,15618,5,f
6106,2560,8328,4,f
6107,2561,6486,1,f
6108,2561,8256,4,f
6109,2561,15619,1,f
6110,2561,8328,4,f
6111,2562,6487,1,f
6112,2562,8256,4,f
6113,2562,15620,2,f
6114,2562,8328,4,f
6115,2563,6488,1,f
6116,2563,8256,4,f
6117,2563,15621,2,f
6118,2563,8328,4,f
6119,2564,6489,1,f
6120,2564,8256,4,f
6121,2564,15617,3,f
6122,2564,8328,4,f
6123,2565,6490,1,f
6124,2565,8256,4,f
6125,2565,15618,3,f
6126,2565,8328,4,f
6127,2566,6491,1,f
6128,2566,8256,4,f
6129,2566,15619,3,f
6130,2566,8328,4,f
6131,2567,6492,1,f
6132,2567,8256,11,f
6133,2567,15620,7,f
6134,2567,8078,1,f
6135,2567,15571,6,f
6136,2568,6493,1,f
6137,2568,8256,11,f
6138,2568,15618,2,f
6139,2568,8082,1,f
6140,2568,15571,6,f
6141,2569,6494,1,f
6142,2569,8256,11,f
6143,2569,15619,4,f
6144,2569,8084,1,f
6145,2569,15571,6,f
6146,2570,6495,1,f
6147,2570,8256,11,f
6148,2570,15621,6,f
6149,2570,8077,1,f
6150,2570,15571,6,f
6151,2571,6496,1,f
6152,2571,8256,11,f
6153,2571,15617,6,f
6154,2571,8083,1,f
6155,2571,15571,6,f
6156,2572,6497,1,f
6157,2572,8256,11,f
6158,2572,15618,6,f
6159,2572,8079,1,f
6160,2572,15571,6,f
6161,2573,6498,1,f
6162,2573,8256,11,f
6163,2573,15619,14,f
6164,2573,8076,1,f
6165,2573,15571,6,f
6166,2574,6499,1,f
6167,2574,8256,11,f
6168,2574,15620,2,f
6169,2574,8078,1,f
6170,2574,15571,6,f
6171,2575,6500,1,f
6172,2575,8256,11,f
6173,2575,15621,6,f
6174,2575,8082,1,f
6175,2575,15571,6,f
6176,2576,6501,1,f
6177,2576,8256,11,f
6178,2576,15617,5,f
6179,2576,8084,1,f
6180,2576,15571,6,f
6181,2577,6502,1,f
6182,2577,8256,11,f
6183,2577,15618,6,f
6184,2577,8077,1,f
6185,2577,15571,6,f
6186,2578,6503,1,f
6187,2578,8256,11,f
6188,2578,15619,7,f
6189,2578,8083,1,f
6190,2578,15571,6,f
6191,2579,6504,1,f
6192,2579,8256,11,f
6193,2579,15620,7,f
6194,2579,8079,1,f
6195,2579,15571,6,f
6196,2580,6505,1,f
6197,2580,8256,11,f
6198,2580,15621,10,f
6199,2580,8076,1,f
6200,2580,15571,6,f
6201,2581,6506,1,f
6202,2581,8256,11,f
6203,2581,15617,8,f
6204,2581,8078,1,f
6205,2581,15571,6,f
6206,2582,6507,1,f
6207,2582,8256,11,f
6208,2582,15620,2,f
6209,2582,8082,1,f
6210,2582,15571,6,f
6211,2583,6508,1,f
6212,2583,8256,11,f
6213,2583,15621,4,f
6214,2583,8084,1,f
6215,2583,15571,6,f
6216,2584,6509,1,f
6217,2584,8256,11,f
6218,2584,15618,2,f
6219,2584,8077,1,f
6220,2584,15571,6,f
6221,2585,6510,1,f
6222,2585,8256,11,f
6223,2585,15619,5,f
6224,2585,8083,1,f
6225,2585,15571,6,f
6226,2586,6511,1,f
6227,2586,8256,11,f
6228,2586,15620,6,f
6229,2586,8079,1,f
6230,2586,15571,6,f
6231,2587,6512,1,f
6232,2587,8256,11,f
6233,2587,15621,14,f
6234,2587,8076,1,f
6235,2587,15571,6,f
6236,2588,6513,1,f
6237,2588,8256,11,f
6238,2588,15617,2,f
6239,2588,8078,1,f
6240,2588,15571,6,f
6241,2589,6514,1,f
6242,2589,8256,11,f
6243,2589,15618,6,f
6244,2589,8082,1,f
6245,2589,15571,6,f
6246,2590,6515,1,f
6247,2590,8256,11,f
6248,2590,15619,5,f
6249,2590,8084,1,f
6250,2590,15571,6,f
6251,2591,6516,1,f
6252,2591,8256,11,f
6253,2591,15620,6,f
6254,2591,8077,1,f
6255,2591,15571,6,f
6256,2592,6517,1,f
6257,2592,8256,11,f
6258,2592,15621,7,f
6259,2592,8083,1,f
6260,2592,15571,6,f
6261,2593,6518,1,f
6262,2593,8256,11,f
6263,2593,15617,7,f
6264,2593,8079,1,f
6265,2593,15571,6,f
6266,2594,6519,1,f
6267,2594,8256,5,f
6268,2594,15618,4,f
6269,2594,8328,5,f
6270,2595,6520,1,f
6271,2595,8256,5,f
6272,2595,15617,1,f
6273,2595,8328,5,f
6274,2596,6521,1,f
6275,2596,8256,5,f
6276,2596,15618,2,f
6277,2596,8328,5,f
6278,2597,6522,1,f
6279,2597,8256,5,f
6280,2597,15619,4,f
6281,2597,8328,5,f
6282,2598,6523,1,f
6283,2598,8256,5,f
6284,2598,15619,4,f
6285,2598,8328,5,f
6286,2599,6524,1,f
6287,2599,8256,5,f
6288,2599,15620,3,f
6289,2599,8328,5,f
6290,2600,6525,1,f
6291,2600,8256,5,f
6292,2600,15621,7,f
6293,2600,8328,5,f
6294,2601,6526,1,f
6295,2601,8256,5,f
6296,2601,15617,1,f
6297,2601,8328,5,f
6298,2602,6527,1,f
6299,2602,8256,5,f
6300,2602,15618,3,f
6301,2602,8328,5,f
6302,2603,6528,1,f
6303,2603,8256,5,f
6304,2603,15619,3,f
6305,2603,8328,5,f
6306,2604,6529,1,f
6307,2604,8256,5,f
6308,2604,15620,3,f
6309,2604,8328,5,f
6310,2605,6530,1,f
6311,2605,8256,5,f
6312,2605,15621,3,f
6313,2605,8328,5,f
6314,2606,6531,1,f
6315,2606,8256,5,f
6316,2606,15617,4,f
6317,2606,8328,5,f
6318,2607,6532,1,f
6319,2607,8256,5,f
6320,2607,15618,5,f
6321,2607,8328,5,f
6322,2608,6533,1,f
6323,2608,8256,5,f
6324,2608,15619,4,f
6325,2608,8328,5,f
6326,2609,6534,1,f
6327,2609,8256,5,f
6328,2609,15620,1,f
6329,2609,8328,5,f
6330,2610,6535,1,f
6331,2610,8256,5,f
6332,2610,15621,2,f
6333,2610,8328,5,f
6334,2611,6536,1,f
6335,2611,8256,5,f
6336,2611,15620,5,f
6337,2611,8328,5,f
6338,2612,6537,1,f
6339,2612,8256,5,f
6340,2612,15617,4,f
6341,2612,8328,5,f
6342,2613,6538,1,f
6343,2613,8256,5,f
6344,2613,15621,3,f
6345,2613,8328,5,f
6346,2614,6539,1,f
6347,2614,8256,5,f
6348,2614,15617,7,f
6349,2614,8328,5,f
6350,2615,6540,1,f
6351,2615,8256,5,f
6352,2615,15618,1,f
6353,2615,8328,5,f
6354,2616,6541,1,f
6355,2616,8256,5,f
6356,2616,15619,3,f
6357,2616,8328,5,f
6358,2617,6542,1,f
6359,2617,8256,5,f
6360,2617,15620,3,f
6361,2617,8328,5,f
6362,2618,6543,1,f
6363,2618,8256,5,f
6364,2618,15621,3,f
6365,2618,8328,5,f
6366,2619,6544,1,f
6367,2619,8256,5,f
6368,2619,15617,3,f
6369,2619,8328,5,f
6370,2620,8376,1,f
6371,2620,7769,1,f
6374,1669,6735,1,f
6375,1669,8350,1,f
6376,1669,8327,1,f
6377,1670,6736,1,f
6378,1670,8350,1,f
6379,1670,8327,1,f
6380,1671,6737,1,f
6381,1671,8350,1,f
6382,1671,8327,1,f
6383,1672,6738,1,f
6384,1672,8350,1,f
6385,1672,8327,1,f
6386,1673,6739,1,f
6387,1673,8350,1,f
6388,1673,8327,1,f
6389,1674,6740,1,f
6390,1674,8350,1,f
6391,1674,8327,1,f
6392,1675,6741,1,f
6393,1675,8350,1,f
6394,1675,8327,1,f
6395,1676,6742,1,f
6396,1676,8350,1,f
6397,1676,8337,1,f
6398,1676,8327,1,f
6399,1677,6743,1,f
6400,1677,8350,1,f
6401,1677,8337,1,f
6402,1677,8327,2,f
6403,1678,6744,1,f
6404,1678,8350,1,f
6405,1678,8337,1,f
6406,1678,8327,1,f
6407,1679,6745,1,f
6408,1679,8350,1,f
6409,1679,8337,1,f
6410,1679,8327,1,f
6411,1680,6746,1,f
6412,1680,8350,1,f
6413,1680,8337,1,f
6414,1680,8327,1,f
6415,1681,6747,1,f
6416,1681,8350,1,f
6417,1681,8337,1,f
6418,1681,8327,1,f
6419,1682,6748,1,f
6420,1682,8350,1,f
6421,1682,8337,1,f
6422,1682,8327,1,f
6423,1683,6749,1,f
6424,1683,8350,1,f
6425,1683,8028,1,f
6426,1683,8327,4,f
6427,1684,6749,1,f
6428,1684,8350,1,f
6429,1684,8035,1,f
6430,1684,8327,4,f
6431,1685,6749,1,f
6432,1685,8350,1,f
6433,1685,8040,1,f
6434,1685,8327,4,f
6435,1686,6750,1,f
6436,1686,8350,3,f
6437,1686,8028,1,f
6438,1686,8328,5,f
6439,1687,6750,1,f
6440,1687,8350,3,f
6441,1687,8035,1,f
6442,1687,8328,5,f
6443,1688,6750,1,f
6444,1688,8350,3,f
6445,1688,8040,1,f
6446,1688,8328,5,f
6447,1689,6751,1,f
6448,1689,8350,1,f
6449,1689,8028,1,f
6450,1689,8327,3,f
6451,1690,6751,1,f
6452,1690,8350,1,f
6453,1690,8035,1,f
6454,1690,8327,3,f
6455,1691,6751,1,f
6456,1691,8350,1,f
6457,1691,8040,1,f
6458,1691,8327,3,f
6459,1692,6752,1,f
6460,1692,8350,1,f
6461,1692,8028,1,f
6462,1692,8327,2,f
6463,1693,6752,1,f
6464,1693,8350,1,f
6465,1693,8035,1,f
6466,1693,8327,2,f
6467,1694,6752,1,f
6468,1694,8350,1,f
6469,1694,8040,1,f
6470,1694,8327,2,f
6471,1695,6753,1,f
6472,1695,8350,1,f
6473,1695,8028,1,f
6474,1695,8327,2,f
6475,1696,6753,1,f
6476,1696,8350,1,f
6477,1696,8035,1,f
6478,1696,8327,2,f
6479,1697,6753,1,f
6480,1697,8350,1,f
6481,1697,8040,1,f
6482,1697,8327,2,f
6483,1698,6754,1,f
6484,1698,8350,2,f
6485,1698,8028,1,f
6486,1698,8327,6,f
6487,1699,6754,1,f
6488,1699,8350,2,f
6489,1699,8035,1,f
6490,1699,8327,6,f
6491,1700,6754,1,f
6492,1700,8350,2,f
6493,1700,8040,1,f
6494,1700,8327,6,f
6495,1701,6755,1,f
6496,1701,8350,1,f
6497,1701,8028,1,f
6498,1701,8327,2,f
6499,1702,6755,1,f
6500,1702,8350,1,f
6501,1702,8035,1,f
6502,1702,8327,2,f
6503,1703,6755,1,f
6504,1703,8350,1,f
6505,1703,8040,1,f
6506,1703,8327,2,f
6507,1704,6756,1,f
6508,1704,8350,3,f
6509,1704,15620,3,f
6510,1704,8327,9,f
6511,1705,6756,1,f
6512,1705,8350,3,f
6513,1705,15621,2,f
6514,1705,8327,9,f
6515,1706,6756,1,f
6516,1706,8350,3,f
6517,1706,15617,3,f
6518,1706,8327,9,f
6519,1707,6757,1,f
6520,1707,8350,3,f
6521,1707,15618,2,f
6522,1707,8327,9,f
6523,1708,6757,1,f
6524,1708,8350,3,f
6525,1708,15619,2,f
6526,1708,8327,9,f
6527,1709,6757,1,f
6528,1709,8350,3,f
6529,1709,15620,4,f
6530,1709,8327,9,f
6531,1710,6758,1,f
6532,1710,8350,3,f
6533,1710,15621,3,f
6534,1710,8327,9,f
6535,1711,6758,1,f
6536,1711,8350,3,f
6537,1711,15617,3,f
6538,1711,8327,9,f
6539,1712,6758,1,f
6540,1712,8350,3,f
6541,1712,15618,3,f
6542,1712,8327,9,f
6543,1713,6759,1,f
6544,1713,8350,7,f
6545,1713,15619,7,f
6546,1713,15571,6,f
6547,1714,6759,1,f
6548,1714,8350,7,f
6549,1714,15620,3,f
6550,1714,15571,6,f
6551,1715,6759,1,f
6552,1715,8350,7,f
6553,1715,15621,8,f
6554,1715,15571,6,f
6555,1716,6760,1,f
6556,1716,8350,7,f
6557,1716,15617,7,f
6558,1716,15571,6,f
6559,1717,6760,1,f
6560,1717,8350,7,f
6561,1717,15618,4,f
6562,1717,15571,6,f
6563,1718,6760,1,f
6564,1718,8350,7,f
6565,1718,15619,9,f
6566,1718,15571,6,f
6567,1719,6761,1,f
6568,1719,8350,7,f
6569,1719,15620,7,f
6570,1719,15571,6,f
6571,1720,6761,1,f
6572,1720,8350,7,f
6573,1720,15621,7,f
6574,1720,15571,6,f
6575,1721,6761,1,f
6576,1721,8350,7,f
6577,1721,15617,6,f
6578,1721,15571,6,f
6579,1722,6762,1,f
6580,1722,8350,2,f
6581,1722,15618,3,f
6582,1722,8327,7,f
6583,1723,6762,1,f
6584,1723,8350,2,f
6585,1723,15619,2,f
6586,1723,8327,7,f
6587,1724,6762,1,f
6588,1724,8350,2,f
6589,1724,15620,3,f
6590,1724,8327,7,f
6591,1725,6763,1,f
6592,1725,8350,2,f
6593,1725,15621,2,f
6594,1725,8327,7,f
6595,1726,6763,1,f
6596,1726,8350,2,f
6597,1726,15617,2,f
6598,1726,8327,7,f
6599,1727,6763,1,f
6600,1727,8350,2,f
6601,1727,15618,3,f
6602,1727,8327,7,f
6603,1728,6764,1,f
6604,1728,8350,2,f
6605,1728,15619,3,f
6606,1728,8327,7,f
6607,1729,6764,1,f
6608,1729,8350,2,f
6609,1729,15620,3,f
6610,1729,8327,7,f
6611,1730,6764,1,f
6612,1730,8350,2,f
6613,1730,15621,2,f
6614,1730,8327,7,f
6615,1731,6765,1,f
6616,1731,8350,2,f
6617,1731,15617,1,f
6618,1731,8327,5,f
6619,1732,6765,1,f
6620,1732,8350,2,f
6621,1732,15618,1,f
6622,1732,8327,5,f
6623,1733,6765,1,f
6624,1733,8350,2,f
6625,1733,15619,2,f
6626,1733,8327,5,f
6627,1734,6766,1,f
6628,1734,8350,2,f
6629,1734,15620,1,f
6630,1734,8327,5,f
6631,1735,6766,1,f
6632,1735,8350,2,f
6633,1735,15621,1,f
6634,1735,8327,5,f
6635,1736,6766,1,f
6636,1736,8350,2,f
6637,1736,15617,3,f
6638,1736,8327,5,f
6639,1737,6767,1,f
6640,1737,8350,2,f
6641,1737,15618,2,f
6642,1737,8327,5,f
6643,1738,6767,1,f
6644,1738,8350,2,f
6645,1738,15619,2,f
6646,1738,8327,5,f
6647,1739,6767,1,f
6648,1739,8350,2,f
6649,1739,15620,2,f
6650,1739,8327,5,f
6651,1740,6768,1,f
6652,1740,8350,2,f
6653,1740,15621,1,f
6654,1740,8327,5,f
6655,1741,6768,1,f
6656,1741,8350,2,f
6657,1741,15617,1,f
6658,1741,8327,5,f
6659,1742,6768,1,f
6660,1742,8350,2,f
6661,1742,15618,2,f
6662,1742,8327,5,f
6663,1743,6769,1,f
6664,1743,8350,2,f
6665,1743,15619,1,f
6666,1743,8327,5,f
6667,1744,6769,1,f
6668,1744,8350,2,f
6669,1744,15620,1,f
6670,1744,8327,5,f
6671,1745,6769,1,f
6672,1745,8350,2,f
6673,1745,15621,3,f
6674,1745,8327,5,f
6675,1746,6770,1,f
6676,1746,8350,2,f
6677,1746,15617,2,f
6678,1746,8327,5,f
6679,1747,6770,1,f
6680,1747,8350,2,f
6681,1747,15618,2,f
6682,1747,8327,5,f
6683,1748,6770,1,f
6684,1748,8350,2,f
6685,1748,15619,2,f
6686,1748,8327,5,f
6687,1749,6771,1,f
6688,1749,8350,5,f
6689,1749,15620,4,f
6690,1749,8328,7,f
6691,1750,6771,1,f
6692,1750,8350,5,f
6693,1750,15621,3,f
6694,1750,8328,7,f
6695,1751,6771,1,f
6696,1751,8350,5,f
6697,1751,15617,6,f
6698,1751,8328,7,f
6699,1752,6772,1,f
6700,1752,8350,5,f
6701,1752,15618,6,f
6702,1752,8328,7,f
6703,1753,6772,1,f
6704,1753,8350,5,f
6705,1753,15619,3,f
6706,1753,8328,7,f
6707,1754,6772,1,f
6708,1754,8350,5,f
6709,1754,15620,6,f
6710,1754,8328,7,f
6711,1755,6773,1,f
6712,1755,8350,5,f
6713,1755,15621,5,f
6714,1755,8328,7,f
6715,1756,6773,1,f
6716,1756,8350,5,f
6717,1756,15617,4,f
6718,1756,8328,7,f
6719,1757,6773,1,f
6720,1757,8350,5,f
6721,1757,15618,4,f
6722,1757,8328,7,f
6727,1759,6774,1,f
6728,1759,8350,2,f
6729,1759,15619,1,f
6730,1759,8327,6,f
6731,1760,6774,1,f
6732,1760,8350,2,f
6733,1760,15620,3,f
6734,1760,8327,6,f
6735,1761,6775,1,f
6736,1761,8350,2,f
6737,1761,15621,2,f
6738,1761,8327,6,f
6739,1762,6775,1,f
6740,1762,8350,2,f
6741,1762,15617,1,f
6742,1762,8327,6,f
6743,1763,6775,1,f
6744,1763,8350,2,f
6745,1763,15618,3,f
6746,1763,8327,6,f
6747,1764,6776,1,f
6748,1764,8350,2,f
6749,1764,15619,3,f
6750,1764,8327,6,f
6751,1765,6776,1,f
6752,1765,8350,2,f
6753,1765,15620,2,f
6754,1765,8327,6,f
6755,1766,6776,1,f
6756,1766,8350,2,f
6757,1766,15621,2,f
6758,1766,8327,6,f
6759,1767,6777,1,f
6760,1767,8350,5,f
6761,1767,15617,2,f
6762,1767,8328,8,f
6763,1768,6777,1,f
6764,1768,8350,5,f
6765,1768,15618,2,f
6766,1768,8328,8,f
6767,1769,6777,1,f
6768,1769,8350,5,f
6769,1769,15618,2,f
6770,1769,8328,8,f
6771,1770,6778,1,f
6772,1770,8350,5,f
6773,1770,15619,7,f
6774,1770,8328,8,f
6775,1771,6778,1,f
6776,1771,8350,5,f
6777,1771,15620,3,f
6778,1771,8328,8,f
6779,1772,6778,1,f
6780,1772,8350,5,f
6781,1772,15621,3,f
6782,1772,8328,8,f
6783,1773,6779,1,f
6784,1773,8350,5,f
6785,1773,15619,2,f
6786,1773,8328,8,f
6787,1774,6779,1,f
6788,1774,8350,5,f
6789,1774,15617,6,f
6790,1774,8328,8,f
6791,1775,6779,1,f
6792,1775,8350,5,f
6793,1775,15620,5,f
6794,1775,8328,8,f
6795,1776,6780,1,f
6796,1776,8350,5,f
6797,1776,15618,2,f
6798,1776,8328,8,f
6799,1777,6780,1,f
6800,1777,8350,5,f
6801,1777,15619,5,f
6802,1777,8328,8,f
6803,1778,6780,1,f
6804,1778,8350,5,f
6805,1778,15620,5,f
6806,1778,8328,8,f
6807,1779,6781,1,f
6808,1779,8350,5,f
6809,1779,15621,3,f
6810,1779,8328,8,f
6811,1780,6781,1,f
6812,1780,8350,5,f
6813,1780,15617,2,f
6814,1780,8328,8,f
6815,1781,6781,1,f
6816,1781,8350,5,f
6817,1781,15618,2,f
6818,1781,8328,8,f
6819,1782,6782,1,f
6820,1782,8350,5,f
6821,1782,15619,5,f
6822,1782,8328,8,f
6823,1783,6782,1,f
6824,1783,8350,5,f
6825,1783,15620,2,f
6826,1783,8328,8,f
6827,1784,6782,1,f
6828,1784,8350,5,f
6829,1784,15621,5,f
6830,1784,8328,8,f
6831,1785,6783,1,f
6832,1785,8350,5,f
6833,1785,15621,3,f
6834,1785,8328,8,f
6835,1786,6783,1,f
6836,1786,8350,5,f
6837,1786,15617,3,f
6838,1786,8328,8,f
6839,1787,6783,1,f
6840,1787,8350,5,f
6841,1787,15617,2,f
6842,1787,8328,8,f
6843,1788,6784,1,f
6844,1788,8350,5,f
6845,1788,15618,6,f
6846,1788,8328,8,f
6847,1789,6784,1,f
6848,1789,8350,5,f
6849,1789,15618,5,f
6850,1789,8328,8,f
6851,1790,6784,1,f
6852,1790,8350,5,f
6853,1790,15619,6,f
6854,1790,8328,8,f
6855,1791,6785,1,f
6856,1791,8350,5,f
6857,1791,15620,5,f
6858,1791,8328,8,f
6859,1792,6785,1,f
6860,1792,8350,5,f
6861,1792,15621,5,f
6862,1792,8328,8,f
6863,1793,6785,1,f
6864,1793,8350,5,f
6865,1793,15617,3,f
6866,1793,8328,8,f
6867,1794,6786,1,f
6868,1794,8350,13,f
6869,1794,15619,11,f
6870,1794,15572,5,f
6871,1795,6786,1,f
6872,1795,8350,13,f
6873,1795,15618,8,f
6874,1795,15572,5,f
6875,1796,6786,1,f
6876,1796,8350,13,f
6877,1796,15619,6,f
6878,1796,15572,5,f
6879,1797,6787,1,f
6880,1797,8350,13,f
6881,1797,15620,8,f
6882,1797,15572,5,f
6883,1798,6787,1,f
6884,1798,8350,13,f
6885,1798,15621,6,f
6886,1798,15572,5,f
6887,1799,6787,1,f
6888,1799,8350,13,f
6889,1799,15617,8,f
6890,1799,15572,5,f
6891,1800,6788,1,f
6892,1800,8350,13,f
6893,1800,15620,4,f
6894,1800,15572,5,f
6895,1801,6788,1,f
6896,1801,8350,13,f
6897,1801,15618,13,f
6898,1801,15572,5,f
6899,1802,6788,1,f
6900,1802,8350,13,f
6901,1802,15621,11,f
6902,1802,15572,5,f
6903,1803,6789,1,f
6904,1803,8350,13,f
6905,1803,15619,6,f
6906,1803,15572,5,f
6907,1804,6789,1,f
6908,1804,8350,13,f
6909,1804,15620,12,f
6910,1804,15572,5,f
6911,1805,6789,1,f
6912,1805,8350,13,f
6913,1805,15621,12,f
6914,1805,15572,5,f
6915,1806,6790,1,f
6916,1806,8350,13,f
6917,1806,15617,6,f
6918,1806,15572,5,f
6919,1807,6790,1,f
6920,1807,8350,13,f
6921,1807,15618,3,f
6922,1807,15572,5,f
6923,1808,6790,1,f
6924,1808,8350,13,f
6925,1808,15619,3,f
6926,1808,15572,5,f
6927,1809,6791,1,f
6928,1809,8350,13,f
6929,1809,15620,8,f
6930,1809,15572,5,f
6931,1810,6791,1,f
6932,1810,8350,13,f
6933,1810,15621,6,f
6934,1810,15572,5,f
6935,1811,6791,1,f
6936,1811,8350,13,f
6937,1811,15617,4,f
6938,1811,15572,5,f
6939,1812,6792,1,f
6940,1812,8350,13,f
6941,1812,15617,6,f
6942,1812,15572,5,f
6943,1813,6792,1,f
6944,1813,8350,13,f
6945,1813,15618,8,f
6946,1813,15572,5,f
6947,1814,6792,1,f
6948,1814,8350,13,f
6949,1814,15618,4,f
6950,1814,15572,5,f
6951,1815,6793,1,f
6952,1815,8350,13,f
6953,1815,15619,13,f
6954,1815,15572,5,f
6955,1816,6793,1,f
6956,1816,8350,13,f
6957,1816,15619,11,f
6958,1816,15572,5,f
6959,1817,6793,1,f
6960,1817,8350,13,f
6961,1817,15620,6,f
6962,1817,15572,5,f
6963,1818,6794,1,f
6964,1818,8350,13,f
6965,1818,15621,12,f
6966,1818,15572,5,f
6967,1819,6794,1,f
6968,1819,8350,13,f
6969,1819,15617,12,f
6970,1819,15572,5,f
6971,1820,6794,1,f
6972,1820,8350,13,f
6973,1820,15618,6,f
6974,1820,15572,5,f
6975,1821,6795,1,f
6976,1821,8350,4,f
6977,1821,15619,1,f
6978,1821,8328,7,f
6979,1822,6795,1,f
6980,1822,8350,4,f
6981,1822,15620,6,f
6982,1822,8328,7,f
6983,1823,6795,1,f
6984,1823,8350,4,f
