id,name,mainhand_id,offhand_id,ranged_id,musical_id,mainhand_grade_id,offhand_grade_id,ranged_grade_id,musical_grade_id
355,10655 루브크라프스 조교 (ha_f),26039,26039,0,0,0,0,0,0
356,검은 모래회 조직원 (ha),26034,26034,0,0,0,0,0,0
357,수상한 괴한 (ha),26050,0,0,0,0,0,0,0
358,검은 비늘 군단 양손도끼,25424,0,0,0,0,0,0,0
359,C범용 - 마리아노플 한손검 고급,24337,0,0,0,0,0,0,0
360,2002 암흑 마인 베르가,26087,0,0,0,0,0,0,0
361,그림자 매 전용 양손도끼,25400,0,0,0,0,0,0,0
362,C범용 - 그위오니드 단검,17960,0,0,0,0,0,0,0
363,C범용 - 매사냥고원 단검x2,13878,13878,0,0,0,0,0,0
364,C범용 - 동방 이슈바라 한손도,8557,0,0,0,0,0,0,0
365,C범용 - 동방 이슈바라 방패/한손도,8557,17970,0,0,0,0,0,0
366,C범용 - 동방 이슈바라 양손 지팡이,26092,0,0,0,0,0,0,0
367,C범용 - 매사냥고원 활/한손둔기,17967,0,24351,0,0,0,0,0
368,C범용 - 공통 현악기2,0,0,0,26100,0,0,0,0
369,C범용 - 매사냥고원 한손도,24352,0,0,0,0,0,0,0
370,C범용 - 매사냥고원 방패/한손도 고급,26103,24175,0,0,0,0,0,0
371,C범용 - 동방 이슈바라 양손도 고급,26104,0,0,0,0,0,0,0
372,3123 흑마법사 에리크,25838,0,0,0,0,0,0,0
373,에리크학파_한손지팡이,26137,0,0,0,0,0,0,0
374,에리크학파_양손지팡이,26138,0,0,0,0,0,0,0
375,에리크학파_한손창,26149,0,0,0,0,0,0,0
376,C범용 - 이니스테르 활,0,0,26153,0,0,0,0,0
377,C범용 - 이니스테르 한손검/방패,26154,13896,0,0,0,0,0,0
378,C범용 - 이니스테르 한손검 고급,24327,0,0,0,0,0,0,0
379,피 묻은 손 쌍수단검,26155,26155,0,0,0,0,0,0
380,1457 하를도르 (nu_m),26157,0,0,0,0,0,0,0
381,1461 헤그비드 (nu_f),26158,0,23860,0,0,0,0,0
382,1474 실레노즈 (nu_m),26159,0,0,0,0,0,0,0
383,말리카 부족 한손도끼,25018,0,0,0,0,0,0,0
384,말리카 부족 쌍수도끼,25018,25018,0,0,0,0,0,0
385,D몬스터 - 놀 양손지팡이,26160,0,0,0,0,0,0,0
386,도구 - 관리용 깃발 1 - blue,26385,0,0,0,0,0,0,0
387,1870 베어 (nu_m),26393,0,0,0,0,0,0,0
388,뱀눈 부족 - 공통 방패/한손둔기,26416,26417,0,0,0,0,0,0
389,뱀눈 부족 - 한손지팡이,26418,0,0,0,0,0,0,0
390,뱀눈 부족 - 방패/한손도끼,26419,26420,0,0,0,0,0,0
391,1458 엘리자베트 (n_f),25297,0,0,0,0,0,0,0
392, 도구 - 관리용 깃발 2 - black,26498,0,0,0,0,0,0,0
393,도구 - 관리용 깃발 3 - green,26499,0,0,0,0,0,0,0
394,도구 - 관리용 깃발 4 - red,26500,0,0,0,0,0,0,0
395,도구 - 관리용 깃발 5 - brown,26501,0,0,0,0,0,0,0
396,도구 - 관리용 깃발 6 - white,26502,0,0,0,0,0,0,0
397,2937 검은 돛 해적 요리사 슐드,26589,0,0,0,0,0,0,0
398,붉은 구월단 단검,13878,0,0,0,0,0,0,0
399,붉은 구월단 활/단검,13878,0,23860,0,0,0,0,0
400,붉은 구월단 한손창,26737,0,0,0,0,0,0,0
401,황금바다 해적단 양손도끼,26738,0,0,0,0,0,0,0
402,황금바다 해적단 쌍수단검,25024,25024,0,0,0,0,0,0
403,C범용 - 드워프 양손지팡이,26824,0,0,0,0,0,0,0
404,C범용 - 공통 양손지팡이 2,14039,0,0,0,0,0,0,0
405,다후타 교단 쌍수 단검,26825,26825,0,0,0,0,0,0
406,저승 방어군 한손검 / 방패,24174,24175,0,0,0,0,0,0
407,저승 방어군 활,0,0,24428,0,0,0,0,0
408,저승 방어군 방패,0,24175,0,0,0,0,0,0
409,수호자 한손검 / 방패,26886,5303,0,0,0,0,0,0
410,수호자 한손검/활,26886,0,26887,0,0,0,0,0
411,수호자 한손둔기/활,26888,0,26887,0,0,0,0,0
412,수호자 양손지팡이,26889,0,0,0,0,0,0,0
413,수호자 양손도끼,26892,0,0,0,0,0,0,0
414,수호자 양손지팡이 (알란나 전용),26893,0,0,0,0,0,0,0
415,공성전-공성-영주,26519,0,0,0,0,0,0,0
416,공성전-공성-공격대장,20247,0,0,0,0,0,0,0
417,공성전-공성-기마병,20238,20520,0,0,0,0,0,0
418,공성전-공성-병사(검),23272,0,0,0,0,0,0,0
419,공성전-공성-병사(창),20402,0,0,0,0,0,0,0
420,공성전-공성-궁수,0,0,26132,0,0,0,0,0
421,공성전-수성-공격대장,20288,0,0,0,0,0,0,0
422,공성전-수성-기마병,20231,23277,0,0,0,0,0,0
423,공성전-수성-병사(검),20240,0,0,0,0,0,0,0
424,공성전-수성-병사(창),22072,0,0,0,0,0,0,0
425,공성전-수성-병사(둔기),20338,23277,0,0,0,0,0,0
426,공성전-수성-궁수,0,0,21230,0,0,0,0,0
427,10457 칼레일 교도 수석사제,26138,0,0,0,0,0,0,0
428,D몬스터 - 악몽의 군대 한손도X2,27333,27333,0,0,0,0,0,0
429,D몬스터 - 악몽의 군대 방패/한손도,27333,27332,0,0,0,0,0,0
430,D몬스터 - 악몽의 군대 활,0,0,27363,0,0,0,0,0
431,D몬스터 - 악몽의 군대 양손지팡이,27362,0,0,0,0,0,0,0
432,D몬스터 - 악몽의 군대 양손창,27361,0,0,0,0,0,0,0
433,D몬스터 - 악몽의 군대 보스 양손창/석궁 (석궁 아이템은 보이지 않는것이 정상임),27391,0,18642,0,0,0,0,0
434,아카네스 학파 한손도X2,27460,27460,0,0,0,0,0,0
435,아카네스 학파 한손지팡이,27461,0,0,0,0,0,0,0
436,아카네스 학파 양손지팡이(하),25982,0,0,0,0,0,0,0
437,아카네스 학파 양손지팡이(중),27462,0,0,0,0,0,0,0
438,아카네스 학파 양손지팡이(상),27463,0,0,0,0,0,0,0
439,나차쉬가르 - 영창하는 레르만 (normal),27552,0,0,0,0,0,0,0
440,나차쉬가르 - 영창하는 레르만 (hidden),27551,0,0,0,0,0,0,0
441,나차쉬가르 - 꺾인 날개의 아너린 (normal),27559,27559,27904,0,0,0,0,0
442,나차쉬가르 - 꺾인 날개의 아너린 (hidden),27553,27553,27555,0,0,0,0,0
443,나차쉬가르 - 붉은 미소의 카르밀라 (normal),27558,27905,0,0,0,0,0,0
444,나차쉬가르 - 붉은 미소의 카르밀라 (hidden),27558,27554,0,0,0,0,0,0
445,C범용 - 이즈나 쌍수단검,25024,25024,0,0,0,0,0,0
446,비스코니아 - 양손지팡이 (울쏘우 왕자파),25982,0,0,0,0,0,0,0
447,비스코니아 - 양손지팡이 (잉그바드 왕자파),26092,0,0,0,0,0,0,0
448,비스코니아 - 단검/활 (잉그바드 왕자파),25024,0,20454,0,0,0,0,0
449,비스코니아 - 방패/한손검 (잉그바드 왕자파),25549,22212,0,0,0,0,0,0
450,비스코니아 - 쌍수 단검 (울쏘우 왕자파),20190,20190,0,0,0,0,0,0
451,비스코니아 - 양손창 (울쏘우 왕자파),17961,0,0,0,0,0,0,0
452,비스코니아 - 쌍수 단검 (저택 감시자),21374,21374,0,0,0,0,0,0
453,C범용 - 공통 현악기3,0,0,0,8146,0,0,0,0
454,9277 고대 신앙 제물 단검,23049,0,0,0,0,0,0,0
455,나차쉬가르 - 고대신앙자 - 단검,27906,0,0,0,0,0,0,0
456,나차쉬가르 - 고대신앙자 - 한손지팡이,27907,0,0,0,0,0,0,0
457,나차쉬가르 - 고대신앙자 - 양손지팡이,27908,0,0,0,0,0,0,0
458,나차쉬가르 - 피묻은 손 - 한손지팡이,27909,0,0,0,0,0,0,0
459,나차쉬가르 - 피묻은 손 - 활/한손검,27911,0,27910,0,0,0,0,0
460,나차쉬가르 - 피묻은 손 - 한손도/단검,27911,26155,0,0,0,0,0,0
461,나차쉬가르 - 피묻은 손 - 활/한손창,27912,0,27910,0,0,0,0,0
462,다후타 교단 단검/활,26825,0,28018,0,0,0,0,0
463,다후타 교단 한손검,19981,0,0,0,0,0,0,0
464,다후타 교단 양손지팡이,25297,0,0,0,0,0,0,0
465,검은 비늘 군단 한손창,26149,0,0,0,0,0,0,0
466,C범용 - 솔즈리드 한손도,17968,0,0,0,0,0,0,0
467,C범용 - 초승달왕좌 한손검,19981,0,0,0,0,0,0,0
468,C범용 - 초승달왕좌 한손검/활,19981,0,14041,0,0,0,0,0
469,피 묻은 손 양손지팡이,25297,0,0,0,0,0,0,0
470,피 묻은 손 활/단검,26155,26155,28018,0,0,0,0,0
471,피 묻은 손 한손도,27789,0,0,0,0,0,0,0
472,피 묻은 손 방패/한손도,27789,13871,0,0,0,0,0,0
473,피 묻은 손 양손도,28241,0,0,0,0,0,0,0
474,피 묻은 손 한손도끼x2,24176,24176,0,0,0,0,0,0
475,C범용 - 드워프 한손도끼x2,25874,25874,0,0,0,0,0,0
476,13734 보름 가프리온 (nu_m),28690,0,0,0,0,0,0,0
477,B일회용_태극기x2,29784,29784,0,0,0,0,0,0
478,B일회용_태극기,29784,0,0,0,0,0,0,0
479,13278 레이나 (nu_f),5309,0,0,0,0,0,0,0
480,13279 글렌 (nu_m),27170,28368,0,0,0,0,0,0
