id,model,doodad_almighty_id,doodad_func_group_kind_id,phase_msg,sound_id,name,sound_time,comment,is_msg_to_zone
2824,vegetation://objects/env/05_nature/02_dry/dry_plants_ca01.cgf,474,2,,,조그만 시로미,0,,f
2825,vegetation://objects/env/05_nature/02_dry/dry_plants_ca01.cgf,474,2,,,시로미,0,,f
2826,,474,2,,,,0,,f
2827,,474,2,,,,0,,f
2828,vegetation://objects/env/05_nature/00_common/common_plants_sanse01.cgf,464,1,,,산세비에리아 모종,0,,f
2830,vegetation://objects/env/05_nature/00_common/common_plants_sanse01.cgf,464,2,,,조그만 산세비에리아,0,,f
2831,vegetation://objects/env/05_nature/00_common/common_plants_sanse01.cgf,464,2,,,산세비에리아,0,,f
2832,vegetation://objects/env/05_nature/00_common/common_plants_sanse01.cgf,464,2,,,,0,루팅,f
2833,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,464,2,,,,0,최후,f
2834,vegetation://objects/env/05_nature/03_temp/temp_tree_fig02no_grow.cgf,399,1,,,작은 아보카도 나무 묘목,0,,f
2835,vegetation://objects/env/05_nature/03_temp/temp_tree_fig02no.cgf,399,2,,,아보카도 나무 묘목,0,,f
2836,vegetation://objects/env/05_nature/03_temp/temp_tree_fig02no.cgf,399,2,,,어린 아보카도 나무,0,,f
2837,vegetation://objects/env/05_nature/03_temp/temp_tree_fig02no.cgf,399,2,,,아보카도 나무,0,,f
2838,vegetation://objects/env/05_nature/03_temp/temp_tree_fig02.cgf,399,2,,,열매 맺힌 아보카도 나무,0,,f
2839,vegetation://objects/env/05_nature/03_temp/temp_tree_fig02no_grow.cgf,399,2,,,뽑아낸 아보카도나무 묘목,0,뿌리뽑기 루팅,f
2840,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,399,2,,,,0,뿌리뽑기 최후,f
2841,,399,2,,,,0,열매찾기 루팅,f
2842,,399,2,,,,0,베기 루팅,f
2844,,400,2,,,,0,열매찾기 루팅,f
2845,,400,2,,,,0,베기 루팅,f
2847,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus03.cgf,1643,1,,,작은 조슈아 나무 묘목,0,,f
2848,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus01.cgf,1643,2,,,조슈아 나무 묘목,0,,f
2849,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus01.cgf,1643,2,,,어린 조슈아 나무 ,0,,f
2851,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus01.cgf,1643,2,,,조슈아 나무 ,0,,f
2852,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus01.cgf,1643,2,,,오래된 조슈아 나무,0,,f
2853,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus03.cgf,1643,2,,,뽑아낸 조슈아 나무 묘목,0,뽑아내기 루팅,f
2854,vegetation://objects/env/05_nature/04_subpol/sub_tree_lo_fir03small_a.cgf,408,1,,,작은 주목 묘목,0,,f
2855,vegetation://objects/env/05_nature/04_subpol/sub_tree_lo_fir03small_b.cgf,408,2,,,주목 묘목,0,,f
2856,vegetation://objects/env/05_nature/04_subpol/sub_tree_lo_fir03.cgf,408,2,,,어린 주목,0,,f
2857,vegetation://objects/env/05_nature/04_subpol/sub_tree_lo_fir03.cgf,408,2,,,주목,0,,f
2858,vegetation://objects/env/05_nature/04_subpol/sub_tree_lo_fir03.cgf,408,2,,,오래된 주목,0,,f
2859,vegetation://objects/env/05_nature/04_subpol/sub_tree_lo_fir03small_a.cgf,408,2,,,뽑아낸 주목 묘목,0,뽑아내기 루팅,f
2860,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,408,2,,,,0,뽑아내기 최후,f
2861,vegetation://objects/env/05_nature/03_temp/temp_flower_azaleas02_si.cgf,497,1,,,,0,,f
2867,vegetation://objects/env/05_nature/00_common/common_do_clover01.cgf,1644,1,,,,0,,f
2873,vegetation://objects/env/05_nature/02_dry/dry_plants_orchid02.cgf,1645,1,,,,0,,f
2879,vegetation://objects/env/05_nature/00_common/common_flower_sunflower02.cgf,511,1,,,,0,,f
2885,vegetation://objects/env/05_nature/04_subpol/sub_tree_longpine07.cgf,385,1,,,작은 백향나무 묘목,0,,f
2886,vegetation://objects/env/05_nature/04_subpol/sub_tree_fir02.cgf,385,2,,,백향나무 묘목,0,,f
2887,vegetation://objects/env/05_nature/04_subpol/sub_tree_fir03.cgf,385,2,,,어린 백향나무,0,,f
2888,vegetation://objects/env/05_nature/04_subpol/sub_tree_fir03.cgf,385,2,,,백향나무,0,,f
2889,vegetation://objects/env/05_nature/04_subpol/sub_tree_fir03.cgf,385,2,,,오래된 백향나무,0,,f
2890,vegetation://objects/env/05_nature/04_subpol/sub_tree_longpine07.cgf,385,2,,,뽑아낸 백향나무 묘목,0,뿌리뽑기 루팅,f
2891,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,385,2,,,,0,뿌리뽑기 최후,f
2892,vegetation://objects/env/05_nature/00_common/common_plants_shine_ti01.cgf,423,1,,,,0,,f
2898,vegetation://objects/env/05_nature/00_common/common_bush_ec02.cgf,488,1,,,,0,,f
2904,vegetation://objects/env/05_nature/03_temp/temp_tree_ti_branch03_grow.cgf,370,1,,,작은 잎갈나무 묘목,0,,f
2905,vegetation://objects/env/05_nature/03_temp/temp_tree_ti_branch02.cgf,370,2,,,잎갈나무 묘목,0,,f
2906,vegetation://objects/env/05_nature/03_temp/temp_tree_ti_branch04.cgf,370,2,,,어린 잎갈나무,0,,f
2907,vegetation://objects/env/05_nature/03_temp/temp_tree_ti_branch04.cgf,370,2,,,잎갈나무,0,,f
2908,vegetation://objects/env/05_nature/03_temp/temp_tree_ti_branch04.cgf,370,2,,,오래된 잎갈나무,0,,f
2909,vegetation://objects/env/05_nature/03_temp/temp_tree_ti_branch03_grow.cgf,370,2,,,뽑아낸 잎갈나무 묘목,0,뿌리뽑기 루팅,f
2910,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,370,2,,,,0,뿌리뽑기 최후,f
2911,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04_grow.cgf,1646,1,,,작은 단풍나무 묘목,0,,f
2912,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04.cgf,1646,2,,,단풍나무 묘목,0,,f
2913,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04.cgf,1646,2,,,어린 단풍나무,0,,f
2914,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04.cgf,1646,2,,,단풍나무,0,,f
2915,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04.cgf,1646,2,,,오래된 단풍나무,0,,f
2916,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04_grow.cgf,1646,2,,,뽑아낸 단풍나무 묘목,0,뿌리뽑기 루팅,f
2917,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1646,2,,,,0,뿌리뽑기 최후,f
2918,vegetation://objects/env/05_nature/03_temp/temp_tree_bamboo04.cgf,373,1,,,작은 대나무 묘목,0,,f
2919,vegetation://objects/env/05_nature/03_temp/temp_tree_bamboo03.cgf,373,2,,,대나무 묘목,0,,f
2920,vegetation://objects/env/05_nature/03_temp/temp_tree_bamboo01.cgf,373,2,,,어린 대나무,0,,f
2921,vegetation://objects/env/05_nature/03_temp/temp_tree_bamboo01.cgf,373,2,,,대나무,0,,f
2922,vegetation://objects/env/05_nature/03_temp/temp_tree_bamboo01.cgf,373,2,,,오래된 대나무,0,,f
2923,vegetation://objects/env/05_nature/03_temp/temp_tree_bamboo04.cgf,373,2,,,뽑아낸 대나무 묘목,0,뿌리뽑기 루팅,f
2924,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,373,2,,,,0,뿌리뽑기 최후,f
2925,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa07.cgf,444,1,,,작은 모링가 나무 묘목,0,,f
2926,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa06.cgf,444,2,,,모링가 나무 묘목,0,,f
2927,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa06.cgf,444,2,,,어린 모링가 나무,0,,f
2928,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa06.cgf,444,2,,,모링가 나무,0,,f
2929,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa06.cgf,444,2,,,열매 맺힌 모링가 나무,0,,f
2930,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa07.cgf,444,2,,,뽑아낸 모링가 나무 묘목,0,뿌리뽑기 루팅,f
2931,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,444,2,,,,0,뿌리뽑기 최후,f
2932,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa07.cgf,383,1,,,작은 바오밥 나무 묘목,0,,f
2933,vegetation://objects/env/05_nature/02_dry/dry_tree_baobab02.cgf,383,2,,,바오밥 나무 묘목,0,,f
2934,vegetation://objects/env/05_nature/02_dry/dry_tree_baobab03.cgf,383,2,,,어린 바오밥 나무,0,,f
2935,vegetation://objects/env/05_nature/02_dry/dry_tree_baobab03.cgf,383,2,,,바오밥 나무,0,,f
2936,vegetation://objects/env/05_nature/02_dry/dry_tree_baobab03.cgf,383,2,,,열매 맺힌 바오밥 나무,0,,f
2937,vegetation://objects/env/05_nature/02_dry/dry_tree_moringa07.cgf,383,2,,,뽑아낸 바오밥 나무 묘목,0,뿌리뽑기 루팅,f
2938,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,383,2,,,,0,뿌리뽑기 최후,f
2939,vegetation://objects/env/05_nature/02_dry/dry_plants_red01.cgf,467,1,,,,0,,f
2945,vegetation://objects/env/05_nature/03_temp/temp_plants_bulrush02.cgf,458,1,,,,0,,f
2951,vegetation://objects/env/05_nature/00_common/common_do_tree_growc01.cgf,395,1,,,작은 석류나무 묘목,0,,f
2952,vegetation://objects/env/05_nature/00_common/common_do_tree_growc02.cgf,395,2,,,석류나무 묘목,0,,f
2953,vegetation://objects/env/05_nature/03_temp/temp_tree_pomegranateno.cgf,395,2,,,어린 석류나무,0,,f
2954,vegetation://objects/env/05_nature/03_temp/temp_tree_pomegranateno.cgf,395,2,,,석류나무,0,,f
2955,vegetation://objects/env/05_nature/03_temp/temp_tree_pomegranate.cgf,395,2,,,열매 맺힌 석류나무,0,,f
2956,vegetation://objects/env/05_nature/00_common/common_do_tree_growc01.cgf,395,2,,,뽑아낸 석류나무 묘목,0,뿌리뽑기 루팅,f
2957,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,395,2,,,,0,뿌리뽑기 최후,f
2958,,395,2,,,,0,열매찾기 루팅,f
2959,,395,2,,,,0,베기 루팅,f
2962,vegetation://objects/env/05_nature/01_tropic/trop_flower_saffron03.cgf,1213,2,,,조그만 샤프란,0,,f
2963,vegetation://objects/env/05_nature/01_tropic/trop_flower_saffron03.cgf,1213,2,,,샤프란,0,,f
2964,vegetation://objects/env/05_nature/01_tropic/trop_flower_saffron03.cgf,1213,2,,,,0,루팅,f
2965,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1213,2,,,,0,최후,f
2966,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir01_grow03.cgf,393,1,,,작은 삼나무 묘목,0,,f
2967,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir01_grow02.cgf,393,2,,,삼나무 묘목,0,,f
2968,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir02.cgf,393,2,,,어린 삼나무,0,,f
2969,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir02.cgf,393,2,,,삼나무,0,,f
2970,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir02.cgf,393,2,,,오래된 삼나무,0,,f
2971,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir01_grow03.cgf,393,2,,,뽑아낸 삼나무 묘목,0,뽑아내기 루팅,f
2972,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,393,2,,,,0,뽑아내기 최후,f
2973,vegetation://objects/env/05_nature/03_temp/temp_plants_waterlily02.cgf,480,1,,,,0,,f
2980,vegetation://objects/env/05_nature/00_common/common_do_tree_growc01.cgf,406,1,,,작은 은행나무 묘목,0,,f
2981,vegetation://objects/env/05_nature/00_common/common_do_tree_growc02.cgf,406,2,,,은행나무 묘목,0,,f
2982,vegetation://objects/env/05_nature/00_common/common_tree_middle05.cgf,406,2,,,어린 은행나무,0,,f
2983,vegetation://objects/env/05_nature/00_common/common_tree_middle05.cgf,406,2,,,은행나무,0,,f
2984,vegetation://objects/env/05_nature/00_common/common_tree_middle05.cgf,406,2,,,풍성한 은행나무,0,,f
2985,vegetation://objects/env/05_nature/00_common/common_do_tree_growc01.cgf,406,2,,,뽑아낸 은행나무 묘목,0,뿌리뽑기 루팅,f
2986,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,406,2,,,,0,뿌리뽑기 최후,f
2990,vegetation://objects/env/05_nature/00_common/common_bush_ec04.cgf,490,1,,,,0,,f
2996,vegetation://objects/env/05_nature/00_common/common_plants_grow01.cgf,492,1,,,산삼 모종,0,,f
2999,vegetation://objects/env/05_nature/03_temp/temp_plants_ginseng01.cgf,492,2,,,산삼,0,,f
3000,vegetation://objects/env/05_nature/03_temp/temp_plants_ginseng01.cgf,492,2,,,,0,산삼 루팅,f
3001,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,492,2,,,,0,최후 확률 스폰,f
3002,vegetation://objects/env/05_nature/03_temp/temp_flower_sweetflag01.cgf,496,1,,,,0,,f
3008,cgf://game/objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_ferredead_a.cgf,1647,1,,,,0,,f
3010,prefab://prefabs/interaction_b.xml/quest.prison_close,1467,1,,,,0,,f
3011,prefab://prefabs/interaction_b.xml/quest.prison_open,1467,2,,,,0,,f
3012,cgf://objects/env/01_nuia/001_ndeco/collect/ndeco_collect_geyser01.cgf,1648,1,,,,0,,f
3013,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_dung.cgf,1556,2,,,,0,,f
3014,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1649,1,,,,0,,f
3019,,1651,1,,,,0,,f
3020,,1651,2,,,,0,,f
3021,,1651,2,,,,0,,f
3022,,1651,2,,,,0,,f
3023,cgf://Game/objects/Env/01_nuia/04_gw/gw_elfremain_b.cgf,1652,1,,,,0,,f
3024,cgf://objects\Env\02_harihara\001_hdeco\quest\hdeco_qust_jewelry_yellow.cgf,1523,1,,,,0,,f
3026,prefab://prefabs/hdeco_quest_jewelry_yellow.xml/hdeco_quest_jewelry_yellow.hdeco_quest_jewelry_yellow_exp,1523,2,,,,0,,f
3027,prefab://prefabs/hdeco_quest_stonecoffin.xml/hdeco_quest_stonecoffin.hdeco_quest_stonecoffin_close,1519,1,,,,0,,f
3028,prefab://prefabs/hdeco_quest_stonecoffin.xml/hdeco_quest_stonecoffin.hdeco_quest_stonecoffin_open,1519,2,,,,0,,f
3029,cgf://objects\Env\02_harihara\001_hdeco\quest\hdeco_quest_old_sword.cgf,1525,1,,,고대인의 무기,0,,f
3030,cgf://objects\Env\02_harihara\001_hdeco\quest\hdeco_quest_old_sword.cgf,1525,2,,,고대인의 무기,0,,f
3031,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_dung.cgf,1407,2,,,,0,,f
3033,cgf://objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_treecut_b.cgf,1574,1,,,,0,,f
3034,cgf://objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_treecut_b.cgf,1574,2,,,,0,,f
3035,,1653,1,,,,0,,f
3036,,1653,2,,,,0,,f
3037,cgf://game/objects/env/01_nuia/001_ndeco/quest/ndeco_quest_goldwood.cgf,1459,1,,,,0,,f
3038,cgf://Game\objects\Env\02_harihara\001_hdeco\quest\hdeco_quest_underwear.cgf,1654,1,,,,0,,f
3040,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_ti_shelf_a.cgf,1655,1,,,,0,,f
3041,cgf://game/objects/Env/01_nuia/001_ndeco/ndeco_art_statue02.cgf,1656,1,,,,0,,f
3042,cgf://game/objects/Env/01_nuia/001_ndeco/ndeco_art_statue02.cgf,1656,2,,,,0,,f
3043,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1657,2,,295,,0,,f
3044,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1657,2,,,,0,,f
3045,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wantedempty_a.cgf,1658,1,,,,0,,f
3046,cgf://Game\objects\Env\01_nuia\001_ndeco\housing\ndeco_housing_bed01.cgf,1659,1,,,,0,,f
3047,cgf://Game\objects\Env\01_nuia\001_ndeco\housing\ndeco_housing_bed01.cgf,1659,2,,,,0,,f
3048,cgf://Game\objects\Env\01_nuia\001_ndeco\housing\ndeco_housing_bed01.cgf,1659,2,,,,0,,f
3049,cgf://Game/Objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_pebble_a.cgf,1660,1,,,,0,,f
3050,cgf://Game/Objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_pebble_a.cgf,1660,2,,,,0,,f
3051,cgf://Game/objects/Env/01_nuia/04_gw/gw_elfremain_b.cgf,1652,2,,,,0,,f
3052,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,1661,1,,,,0,,f
3053,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,1661,2,,,,0,,f
3054,prefab://Prefabs/mineral_series.xml/mineral_series.2iron,1671,1,,,철 광맥,0,,f
3056,prefab://prefabs/mineral_series.xml/mineral_series.12mineral_idle,1671,2,,,빛이 새어나오는 돌무더기,0,구리 돌 무더기,f
3058,prefab://Prefabs/mineral_series.xml/mineral_series.fin1,1677,1,,,,0,,f
3059,cgf://Objects/Env/02_harihara/001_hdeco/quest/hdeco_qust_cocoon01.cgf,1679,1,,,,0,,f
3060,prefab://prefabs/hdeco_quest_cocoon.xml/hdeco_quest_cocoon.hdeco_quest_cocoon_exp,1679,2,,,,0,,f
3063,prefab://prefabs/fx.xml/quest.firing_spider,1415,2,,,,0,,f
3064,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_do_mineral01,1451,1,,,,0,,f
3065,cgf://game/objects/env/02_harihara/001_hdeco/quest/hdeco_quest_grave01.cgf,1446,1,,,,0,,f
3066,prefab://prefabs/quest_h2co3.xml/aim.grave01,1447,1,,,,0,,f
3067,cgf://game/objects/env/02_harihara/001_hdeco/quest/hdeco_quest_grave01.cgf,1448,1,,,,0,,f
3068,prefab://Prefabs/quest_prop.xml/quest_prop.quest_case,1455,1,,,,0,,f
3069,cgf://objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_bottle_red.cgf,1434,1,,,,0,,f
3070,prefab://prefabs/interaction_b.xml/quest.wingtool,1433,1,,,,0,,f
3071,prefab://prefabs/quest_h2co3.xml/renew.case_gold,1432,1,,,,0,,f
3072,vegetation://objects/env/05_nature/00_common/common_plants_grow01.cgf,1440,1,,,싹이 돋아난 박하,0,,f
3073,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_blood,1441,1,,,,0,,f
3074,prefab://prefabs/contents.xml/quest_minimism.rainbow_poisongas,1442,1,,,,0,,f
3075,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_case02.cgf,1443,2,,,,0,,f
3076,cgf://Game/Objects/Env/01_nuia/001_ndeco/old/campfire_set_royster.cgf,1444,1,,,,0,,f
3077,cgf://Game/objects/Env/02_harihara/001_hdeco/hdeco_dump_a.cgf,1445,1,,,,0,,f
3078,vegetation://Objects/env/05_nature/00_common/pumpkin_02.cgf,1427,1,,,,0,,f
3079,cgf://objects/env/05_nature/01_tropic/trop_tree_datepalm_rw01.cgf,1426,1,,,,0,,f
3080,vegetation://objects/env/05_nature/00_common/common_plants_grow01.cgf,1435,1,,,싹이 돋아난 박하,0,,f
3081,vegetation://objects/env/05_nature/08_cry_source/bushes/cliffbush/cliff_bush_yellow_mini.cgf,1436,1,,,,0,,f
3082,cgf://objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_bottle_red.cgf,1437,1,,,,0,,f
3083,cgf://objects/Env/01_nuia/06_mari/mari_oscarprop02.cgf,1438,1,,,,0,,f
3084,cgf://objects/Env/01_nuia/06_mari/mari_oscarprop02.cgf,1439,1,,,,0,,f
3085,prefab://prefabs/doodad_animal.xml/tare_baby.brown_normal,1452,1,,699,,0,,f
3086,cgf://objects/Env/02_harihara/001_hcom/hcom_biarmnest_a.cgf,1453,1,,,,0,,f
3087,cgf://objects/Env/02_harihara/001_hdeco/hdeco_store_shelf02.cgf,1454,1,,,,0,,f
3088,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_spice_b.cgf,1680,1,,,,0,,f
3089,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_spice_b.cgf,1680,2,,,,0,,f
3090,prefab://prefabs/quest_h2co3.xml/quest.skele,1522,2,,,,0,,f
3091,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1639,2,,,,0,,f
3092,prefab://Prefabs/mineral_series.xml/mineral_series.3sapphire,1672,1,,,,0,,f
3093,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1672,2,,,,0,,f
3094,prefab://Prefabs/mineral_series.xml/mineral_series.3emerald,1673,1,,,,0,,f
3096,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1673,2,,,,0,,f
3097,prefab://Prefabs/mineral_series.xml/mineral_series.3ruby,1674,1,,,,0,,f
3098,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1674,2,,,,0,,f
3099,prefab://Prefabs/mineral_series.xml/mineral_series.3topaz,1675,1,,,,0,,f
3100,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1675,2,,,,0,,f
3101,prefab://Prefabs/mineral_series.xml/mineral_series.3diamond,1676,1,,,,0,,f
3103,prefab://Prefabs/mineral_series.xml/mineral_series.3crystal,1678,1,,,,0,,f
3104,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1678,2,,,,0,,f
3105,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_keys.cgf,1690,1,,,	감옥문 열쇠,0,,f
3109,cgf://game/objects/Env/02_harihara/01_ma/ma_mid_smallin02_opened.cgf,1489,2,,,,0,,f
3110,cga://game/objects/Env/02_harihara/01_ma/ma_mid_smallin02_closing.cga,1489,2,,,,0,,f
3111,cga://Game/objects/Env/01_nuia/001_ndeco/quest/ncom_quest_villa_door.cga,1538,2,,2179,,0,,f
3112,cgf://game/objects/Env/01_nuia/d_sc/sc_manhole02.cgf,1685,1,,,배수구 해치,0,,f
3113,prefab://prefabs/sc.xml/sc.manhole,1685,2,,214,폭탄이 설치된 배수구 해치,7000,,f
3114,cgf://game/objects/Env/01_nuia/d_sc/sc_manhole02.cgf,1685,2,,215,폭발!,0,,f
3115,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1685,2,,216,물이 쏟아져 내려가는 배수구,0,,f
3116,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,1685,3,,,물 흐름이 끊긴 배수구,0,,f
3117,prefab://prefabs/sc.xml/sc_water.sc_upperwater,1686,1,,,침묵의 거상 위쪽 물,0,,f
3118,prefab://prefabs/sc.xml/sc_water.sc_underwater,1687,1,,,침묵의 거상 아래쪽 물,0,,f
3119,cgf://objects/Env/01_nuia/d_sc/sc_prison_b.cgf,1688,1,,,매단 감옥,0,,f
3120,cgf://objects/Env/01_nuia/d_sc/sc_lever01_pushup.cgf,1689,1,,,감옥문 조작 스위치,0,,f
3123,cgf://objects/Env/01_nuia/001_ndeco/making/ndeco_making_dyeing01.cgf,1692,1,,1367,vendor_drug_market,0,,f
3124,cgf://objects/Env/01_nuia/001_ndeco/making/ndeco_making_dyeing01.cgf,1692,2,,,,0,,f
3125,cgf://objects/Env/01_nuia/001_ndeco/making/ndeco_making_dyeing01.cgf,1692,2,,,,0,,f
3126,cga://objects/Env/01_nuia/d_sc/sc_lever01_pushingup.cga,1689,2,,96,감옥문 조작 스위치,0,,f
3127,prefab://prefabs/sc.xml/sc_water.sc_upperwater,1686,2,,,,0,,f
3128,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1698,1,,,,0,,f
3129,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1698,2,,,,0,,f
3130,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1698,2,,,,0,,f
3131,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1698,2,,,,0,,f
3132,prefab://prefabs/interaction_b.xml/quest.windstone,1473,1,,,,0,,f
3135,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_case02.cgf,1699,1,,,,0,,f
3136,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_case02.cgf,1699,2,,,,0,,f
3138,prefab://prefabs/sc.xml/sc_water.sc_underwater,1687,2,,,침묵의 거상 아래쪽 물,0,,f
3139,cgf://objects/Env/01_nuia/d_sc/sc_prison_a02.cgf,1688,2,,98,,0,,f
3140,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1700,1,,,,0,,f
3141,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1700,2,,,,0,,f
3142,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,1700,2,,,,0,,f
3143,cgf://game/objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_snowliondead_a.cgf,1702,1,,,,0,,f
3146,cgf://Game\Objects\Env\02_harihara\001_hdeco\quest\hdeco_quest_underwear.cgf,1476,2,,,,0,,f
3147,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_keys.cgf,1690,2,,56,감옥문 열쇠,0,,f
3149,,1703,1,,,,0,,f
3150,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1671,2,,,부서진 철 광맥,0,철 광맥 루팅,f
3151,vegetation://objects/env/05_nature/03_temp/temp_tree_oak03.cgf,1704,1,,92,,2000,,f
3155,,1704,2,,93,,10000,,f
3159,,1704,3,,,,0,,f
3161,,1672,2,,,,0,,f
3162,,1673,2,,,,0,,f
3163,,1674,2,,,,0,,f
3164,,1675,2,,,,0,,f
3165,prefab://Prefabs/mineral_series.xml/mineral_series.fin,1676,2,,,,0,,f
3166,,1676,2,,,,0,,f
3167,,1678,2,,,,0,,f
3168,,1704,2,,92,,0,,f
3169,,1704,2,,92,,2000,,f
3170,cgf://Game/objects/Env/02_harihara/11_lo/lo_tent_a03.cgf,1705,1,,,,0,,f
3173,cgf://objects/Env/01_nuia/001_ndeco/quest/logic_or.cgf,1572,2,,,op_xor,0,,f
3174,cgf://objects/Env/01_nuia/001_ndeco/quest/logic_or.cgf,1706,1,,,lamp off,0,,f
3175,cgf://objects/Env/01_nuia/001_ndeco/quest/logic_or.cgf,1706,2,,,lamp on,0,,f
3176,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_book01.cgf,1707,1,,,,0,,f
3177,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_book01.cgf,1707,2,,,,0,,f
3179,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,1708,1,,,,0,,f
3180,cgf://objects/Env/01_nuia/01_sol/stone_solzreed_b.cgf,1709,1,,,론반 공작 성하 마을,0,,f
