id,name,model,once_one_man,once_one_interaction,show_name,mgmt_spawn,percent,min_time,max_time,model_kind_id,use_creator_faction,force_tod_top_priority,milestone_id,group_id,show_minimap,use_target_decal,use_target_silhouette,use_target_highlight,target_decal_size,sim_radius,collide_ship,collide_vehicle,climate_id,save_indun,mark_model,force_up_action,load_model_from_world,parentable,childable,faction_id,growth_time,despawn_on_collision,no_collision
1611,요술 콩나무,cgf://objects/env/01_nuia/001_ndeco/climb/common_do_beenstalk_01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1617,꽃잎,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_flower.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1618,하얀 자작 나뭇가지,cgf://Game\objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_birchbranch_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1619,회오리,cgf://Game/objects/effects/wind_twist_proxy.cgf,f,t,f,f,100,600000,700000,1,f,f,1,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1622,화염석영석,cgf://objects/env/01_nuia/001_ndeco/quest/ndeco_quest_firestone.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1627,광산 내부 제단,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_ruinprop01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1628,양동이,prefab://prefabs/hdeco_quest.xml/hdeco_quest.bucket,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1629,바닥에 놓인 밧줄,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_rope.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1631,쇠모루 마을 공간 기록서,cgf://Objects\env\01_nuia\001_ncom\ncom_potal_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,53,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1632,호랑이눈 공간 기록서,cgf://Objects\env\01_nuia\001_ncom\ncom_potal_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,53,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1633,나무 뿌리,cgf://objects/Env/02_harihara/10_fa/fa_doodad_root.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1634,잊힌 제단,cgf://Game/objects/Env/01_nuia/001_ncom/old/altar_whitecrow.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1635,매사냥 물채우기 테스트,,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1636,낡은 여신상,prefab://prefabs/e_falcony_plateau.xml/e_falcony_plateau.water_b,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,t,t,t,0,,f,f
1637,바람의 폐허 회오리,,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1638,화염의 불꽃 지옥의 저승,prefab://prefabs/interaction_b.xml/quest.ferre_bomb01,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1640,엉겅퀴,vegetation://objects/env/05_nature/02_dry/dry_plants_orchid02.cgf,f,t,f,f,100,600000,700000,4,f,f,1,3,t,f,f,t,0.0,500,f,f,2,f,,f,f,t,t,0,20580000,f,f
1643,조슈아 나무,vegetation://objects/env/05_nature/02_dry/dry_tree_cactus01.cgf,f,t,f,f,100,240000,360000,6,f,f,1,2,t,f,f,t,0.0,1500,f,t,5,f,,f,f,t,t,0,92580000,f,f
1646,단풍나무,vegetation://objects/env/05_nature/03_temp/temp_tree_maple04.cgf,f,t,f,f,100,240000,360000,6,f,f,1,2,t,f,f,t,0.0,1500,f,t,2,f,,f,f,t,t,0,123480000,f,f
1647,살해당한 페레,cgf://game/objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_ferredead_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1648,정령의 샘,cgf://objects/env/01_nuia/001_ndeco/collect/ndeco_collect_geyser01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1649,탄생의 절벽 덩굴,prefab://prefabs/contents.xml/quest_minimism.falcon_light,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1650,비둘기 우리 ,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1651,안개동굴수맥폭발,,f,t,f,f,100,600000,700000,1,f,f,1,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1652,저주받은 그루터기,cgf://Game/objects/Env/01_nuia/04_gw/gw_elfremain_b.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1653,재가되는 정령,,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1654,누군가의 속옷,cgf://Game\objects\Env\02_harihara\001_hdeco\quest\hdeco_quest_underwear.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1655,기계제작소선반,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_ti_shelf_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1656,조각상,cgf://game/objects/Env/01_nuia/001_ndeco/ndeco_art_statue02.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1657,방귀,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,f,t,f,f,100,600000,700000,1,f,f,1,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1658,광고 전단지,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wantedempty_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1659,잠드는 침대,cgf://Game\objects\Env\01_nuia\001_ndeco\housing\ndeco_housing_bed01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1661,ore_spawn_set_01,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1662,ore_spawn_set_02,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1663,ore_spawn_set_03,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1664,ore_spawn_set_04,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1665,ore_spawn_set_05,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1666,ore_spawn_set_06,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1667,ore_spawn_set_07,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1668,ore_spawn_set_08,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1669,인양할 수 있는 난파된 무역선,prefab://prefabs/boxship_old.xml/boxship_old.step05,f,t,f,f,100,600000,700000,1,f,f,,25,f,f,f,t,0.0,0,f,f,,f,,f,t,f,f,0,,f,f
1670,종족별 두다드 구매 제한 테스트,cgf://objects/env/01_nuia/001_ndeco/ndeco_do_mineral01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1671,철 광맥,cgf://Objects/Env/01_nuia/001_ndeco/quest/m02iron.cgf,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,t,0,f,,f,f,t,t,0,,f,f
1672,사파이어 광맥,prefab://Prefabs/mineral_series.xml/mineral_series.3sapphire,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,t,0,f,,f,f,t,t,0,,f,f
1673,에메랄드 광맥,prefab://Prefabs/mineral_series.xml/mineral_series.3emerald,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,t,,f,,f,f,t,t,0,,f,f
1674,루비 광맥,prefab://Prefabs/mineral_series.xml/mineral_series.3ruby,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,t,0,f,,f,f,t,t,0,,f,f
1675,토파즈 광맥,prefab://Prefabs/mineral_series.xml/mineral_series.3topaz,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,f,,f,,f,f,t,t,0,,f,f
1676,다이아몬드 광맥,prefab://Prefabs/mineral_series.xml/mineral_series.3diamond,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,t,0,f,,f,f,t,t,0,,f,f
1677,바위 부스러기,prefab://Prefabs/mineral_series.xml/mineral_series.fin1,f,t,f,f,100,600000,700000,1,f,f,1,35,t,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1678,수정 광맥,prefab://Prefabs/mineral_series.xml/mineral_series.3crystal,f,t,f,f,100,600000,700000,1,f,f,1,4,t,f,f,t,0.0,0,f,t,0,f,,f,f,t,t,0,,f,f
1679,거미줄 고치,cgf://Objects/Env/02_harihara/001_hdeco/quest/hdeco_qust_cocoon01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1680,돌 항아리,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_spice_b.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1681,키사라의 비밀연구실 서가,cgf://objects/env/01_nuia/001_ndeco/ndeco_noryette_bookcase01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1682,키사라의 관 ,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1683,포로들의 족쇄,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1684,엘리베이터실 쇠창살문,cgf://objects/Env/01_nuia/07_two/ezna_city_culvert/ezna_city_irongate_default.cgf,f,t,f,f,100,600000,700000,1,f,f,1,36,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1685,배수구 뚜껑,cgf://game/objects/Env/01_nuia/d_sc/sc_manhole02.cgf,f,t,f,f,100,600000,700000,1,f,f,1,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1686,침묵의 거상 위쪽 물,prefab://prefabs/sc.xml/sc_water.sc_upperwater,f,t,f,f,100,600000,700000,1,f,f,1,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1687,침묵의 거상 아래쪽 물,prefab://prefabs/sc.xml/sc_water.sc_underwater,f,t,f,f,100,600000,700000,1,f,f,1,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1688,매단 감옥,cgf://objects/Env/01_nuia/d_sc/sc_prison_b.cgf,f,t,f,f,100,600000,700000,1,f,f,1,36,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1689,감옥문 조작 스위치,cgf://objects/Env/01_nuia/d_sc/sc_lever01_pushup.cgf,f,t,f,f,100,600000,700000,1,f,f,1,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1690,감옥문 열쇠,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_keys.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1691,헨타의 도끼,prefab://prefabs/interaction_b.xml/quest.ferre_axe,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1692,셀레스트의 약품 제작선반,cgf://objects/Env/01_nuia/001_ndeco/making/ndeco_making_dyeing01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,7,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1693,트랩 도어,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1694,트랩 도어,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1695,트랩 도어,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1696,트랩 도어,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1697,트랩 도어,,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1698,돌연변이 라벤더,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1699,바람의 선물,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_case02.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1700,활짝 핀 셀레스트의 라벤더,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1701,나무정령의 힘이 깃든 비료,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_flask.cgf,f,t,f,f,100,600000,700000,1,f,f,1,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1702,죽은 눈사자,cgf://game/objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_snowliondead_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1703,가고일파인땅,cgf://Game/objects/Env/nuia/gweonid/statue/godofprophecy_statue/returnpoint_statue.cgf,f,f,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1704,불안정한 치유의 나무,vegetation://objects/env/05_nature/03_temp/temp_tree_oak03.cgf ,f,t,f,f,100,240000,360000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1705,새로 친 천막,cgf://Game/objects/Env/02_harihara/11_lo/lo_tent_a03.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1706,로직 두대드 op_not Test용 ,cgf://objects/Env/01_nuia/001_ndeco/quest/logic_or.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1707,불온 서적,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_book01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1708,바람그늘 마을 공간 기록서,cgf://Objects/env/01_nuia/001_ncom/ncom_potal_a.cgf,f,t,f,f,0,0,0,1,f,f,,53,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1709,론반 공작 성하 마을,cgf://objects/Env/01_nuia/01_sol/stone_solzreed_b.cgf,f,t,f,f,,,,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1710,만월의 숨결,cgf://objects/env/01_nuia/001_ndeco/quest/ndeco_quest_bigflower.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1711,Test_확률두다드,prefab://Prefabs/mineral_series.xml/mineral_series.12silver,f,t,f,f,100,6000,7000,1,f,f,,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1712,아이오느의 시체,cgf://Game/objects/Env/02_harihara/001_hcom/hcom_body_a.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1713,숙성품 판매대_test,prefab://prefabs/interaction_c.xml/tool.fish_scale_a,f,t,f,f,100,600000,700000,1,f,f,1,71,f,f,f,t,0.0,0,f,f,,f,,f,f,f,f,0,,f,f
1715,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1716,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1717,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1718,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1719,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1720,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1721,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1722,종,cgf://objects\env\01_nuia\001_ndeco\quest\ndeco_quest_bell_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1723,고원 고사리,vegetation://objects/env/05_nature/01_tropic/bracken_a02.cgf,f,t,f,t,80,20000,60000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1725,바람의 폐허 신전,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1726,의문의 향로,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_spice_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1727,의문의 마법진,prefab://prefabs/fx.xml/cro_plain_magic_circle1,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1728,가시덩굴 물약,,f,t,f,f,100,600000,700000,1,f,f,,35,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1729,요정의 암호 마법진,prefab://prefabs/fx.xml/cro_plain_magic_circle1,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1730,훼손된 시체,cgf://Game/Objects\Env\01_nuia\001_ndeco\nu_m_corpse1.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1731,오스틴의 무덤,cgf://game/objects/env/02_harihara/001_hdeco/quest/hdeco_quest_grave01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1732,시치미 약탈단의 우리,cgf://Game/Objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_prisono_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,36,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1733,토한 피,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_blood,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1734,녹색 결정,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_jewel_green.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1735,뼈 무더기,cgf://Game/Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_skel.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1736,검붉은 용액,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_bottle_red.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1737,소환사의 가마솥,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_cooker01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1738,물 양동이,prefab://Prefabs/hdeco_quest.xml/hdeco_quest.bucket,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1739,핏자국,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_blood,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1740,,,f,t,f,f,100,600000,700000,1,f,f,,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1741,릴리엇 구릉지 지하동굴 거미줄 후보2,cgf://Objects/Env/02_harihara/03_ti/spider01.cgf,f,t,f,f,100,600000,700000,1,f,f,,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1742,침묵하는 숲 공간 기록서,cgf://objects/Env/01_nuia/01_sol/stone_solzreed_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,53,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1743,불안정한 기계덫,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_collectmachine_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1744,바라기 마을 이정표,cgf://Objects\Env\02_harihara\001_hcom\ncom_city_signpost_c01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1745,독가스,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,f,t,f,f,100,600000,700000,1,f,f,1,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1746,특산 버섯,vegetation://objects/env/05_nature/00_common/mushroom03.cgf,f,t,f,t,50,30000,40000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1747,수상한 마법진,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1748,무너진 성채의 잠긴 철문,cgf://objects/Env/01_nuia/07_two/ezna_city_culvert/ezna_city_irongate_default.cgf,f,t,f,f,100,600000,700000,1,f,f,1,36,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1749,무너진 성채 용광로,cgf://objects/Env/01_nuia/001_ndeco/making/ndeco_making_furnace01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1750,굳게 잠긴 성채의 보물상자,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_case.cgf,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1751,고체연료 상자,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_ruinprop01.cgf,f,t,f,f,100,600000,700000,1,f,f,1,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1752,냉각수 양동이,prefab://Prefabs/hdeco_quest.xml/hdeco_quest.bucket,f,t,f,f,100,600000,700000,1,f,f,1,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1753,로직게이트 and (1초),cgf://objects/env/01_nuia/001_ncom/logic_and_a.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1754,로직게이트 and (5초),cgf://objects/env/01_nuia/001_ncom/logic_and_b.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
1755,로직게이트 and (10초),cgf://objects/env/01_nuia/001_ncom/logic_and_c.cgf,f,t,f,f,100,600000,700000,1,f,f,1,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
