id,wi_id,doodad_id
3130,31,5552
3131,31,4141
3133,31,5598
3134,31,5598
3135,31,5598
3138,31,5552
3139,31,4141
3140,31,4141
3141,31,4914
3145,31,5595
3146,31,4141
3147,31,4141
3149,19,0
3150,19,0
3151,19,0
3152,19,
3153,19,
3155,31,5327
3157,19,
3159,31,5707
3160,19,
3161,19,
3162,19,
3163,19,
3164,31,5721
3166,19,0
3167,19,
3168,19,
3169,19,0
3171,31,5740
3172,31,5729
3174,31,5740
3175,31,5740
3176,19,
3177,31,5743
3179,19,
3181,19,
3182,31,5552
3183,19,
3185,19,
3186,19,0
3187,19,
3188,19,
3189,19,
3191,19,
3192,19,
3193,19,0
3196,19,
3197,19,
3198,31,5286
3199,19,
3200,19,
3201,19,
3203,31,2053
3205,19,
3206,19,0
3207,19,0
3209,19,
3210,19,
3211,31,2353
3212,31,5818
3213,19,
3214,31,5022
3215,31,5022
3216,19,
3217,31,5822
3218,19,
3219,19,
3220,19,
3221,19,
3222,19,0
3223,19,0
3225,19,
3226,19,
3227,19,
3233,19,0
3235,19,
3237,19,
3238,19,
3239,19,
3240,19,
3241,19,
3242,19,
3245,31,4915
3246,19,
3247,19,
3248,31,5859
3249,19,
3251,19,
3252,19,
3253,19,
3255,19,
3256,19,
3257,19,
3258,19,
3259,19,5883
3260,19,5884
3261,19,5886
3262,19,5887
3263,31,4914
3264,31,4914
3265,31,4914
3266,31,4914
3267,19,
3268,20,
3269,31,5295
3270,31,4914
3272,19,
3274,31,5920
3278,31,5908
3279,19,0
3280,19,2547
3282,31,4477
3283,31,5022
3284,19,
3287,31,5295
3288,31,5528
3289,31,5528
3290,31,5528
3291,31,5528
3292,31,5528
3293,31,2928
3295,31,5343
3296,31,5170
3297,31,5170
3298,31,5929
3299,31,5493
3300,19,0
3302,31,5934
3303,19,0
3304,19,0
3305,19,0
3306,19,0
3307,19,
3308,19,0
3309,19,0
3310,19,0
3311,19,0
3312,19,0
3313,19,0
3314,19,0
3315,19,0
3316,19,
3318,19,
3319,19,
3322,31,5592
3323,31,5592
3324,31,5592
3326,31,5837
3327,19,0
3328,19,0
3329,19,0
3330,19,0
3331,19,0
3332,19,0
3333,19,0
3334,19,0
3335,19,0
3336,19,0
3337,19,0
3338,19,
3339,19,
3340,19,
3341,19,
3342,19,
3347,31,5493
3348,31,3250
3351,31,5976
3353,19,
3354,19,
3355,19,
3356,31,5339
3357,19,0
3358,19,
3359,19,0
3360,19,
3361,67,
3362,19,
3363,19,
3366,19,
3367,19,0
3369,19,
3370,19,
3371,19,
3372,19,
3373,19,
3374,19,
3376,19,6001
3378,19,6001
3379,19,6008
3380,19,
3385,19,0
3386,19,0
3387,31,1976
3388,31,3250
3389,31,4141
3390,19,0
3391,31,3134
3392,19,
3394,31,4141
3396,19,
3397,19,
3398,19,
3399,19,
3404,19,
3406,19,
3407,78,
3408,83,
3410,19,
3412,31,4141
3413,78,
3414,83,
3417,19,6092
3419,31,6093
3420,31,6093
3422,31,6093
3427,31,6093
3428,31,6096
3432,67,
3433,67,
3434,19,
3435,31,3941
3436,67,
3437,67,
3439,19,0
3440,31,6121
3441,19,0
3443,19,0
3444,31,6127
3445,19,
3446,19,0
3447,31,6130
3450,19,
3452,19,
3453,31,6137
3454,19,
3456,19,
3457,19,
3458,19,0
3460,19,6140
3461,19,
3462,31,6145
3463,31,6125
3464,19,6140
3465,19,6140
3466,19,6140
3468,19,6152
3469,19,
3470,19,
3473,31,6120
3476,19,0
3479,19,
3480,31,6120
3481,19,
3482,19,0
3483,19,
3484,19,
3485,19,0
3486,19,0
3487,19,0
3489,19,
3490,19,
3491,31,6120
3495,19,
3496,19,
3497,19,
3498,19,
3499,19,
3501,31,6170
3502,31,6174
3503,31,6174
3504,31,6174
3506,31,6177
3507,19,
3510,19,
3511,19,
3512,20,
3513,19,
3514,19,
3515,19,
3516,19,0
3518,19,
3520,31,6193
3521,19,
3523,31,6196
3524,19,
3527,31,6197
3528,19,
3529,31,6120
3530,31,6198
3531,31,6199
3532,19,
3533,31,6199
3534,31,6199
3535,31,6120
3536,31,6202
3537,31,3040
3539,19,
3540,19,
3542,19,
3545,31,6129
3547,31,6233
3548,31,6235
3549,31,6234
3550,31,6236
3551,31,4874
3552,31,4622
3554,19,
3555,19,
3556,31,1231
3557,31,6235
3562,31,3250
3565,19,
3566,31,6244
3567,31,6236
3568,19,0
3570,31,6248
3571,31,6250
3572,31,6262
3573,19,
3574,19,
3576,19,
3577,31,6052
3578,31,6253
3579,19,
3581,19,0
3582,31,6255
3584,19,
3585,19,
3586,19,
3587,19,
3590,31,6261
3591,31,6261
3592,31,6261
3593,19,
3594,19,
3595,31,6269
3596,19,
3597,19,
3598,19,0
3600,31,6270
3601,31,6270
3602,31,6270
3603,31,6270
3604,31,6273
3605,31,6273
3606,19,
3607,19,
3608,19,
3609,93,
3610,31,6282
3611,19,
3612,19,
3613,31,6285
3614,19,
3615,31,4253
3616,19,
3617,31,6287
3618,19,
3619,19,
3620,31,5287
3621,31,5879
3622,31,5288
3623,31,5289
3624,31,5290
3625,19,
3626,31,4622
3628,31,6293
3629,19,
3630,31,6295
3631,31,6295
3632,31,6309
3633,19,
3634,19,
3636,31,6297
3637,31,6298
3641,31,6313
3643,31,6308
3644,19,
3645,31,6316
3646,19,
3648,19,0
3649,19,0
3650,19,
3651,19,
3652,19,
3653,19,0
3654,31,3250
3655,19,0
3656,19,
3657,19,
3660,19,
3661,31,6342
3662,19,
3663,19,
3664,31,6343
3665,19,
3666,19,0
3667,19,
3668,19,
3669,19,
3670,19,
3671,19,
3672,19,
3673,19,
3674,19,0
3675,19,
3676,19,
3677,31,5532
3678,19,
3679,19,
3680,31,5548
3681,31,5552
3682,31,5552
3683,19,
3684,31,5552
3685,19,
3686,31,5598
3687,19,
3688,31,5552
3689,31,5598
3690,31,5598
3691,31,5598
3692,31,5552
3693,31,6143
3695,31,6393
3696,19,
3697,19,
3698,19,
3699,19,
3701,19,
3702,19,
3703,0,
3704,19,
3705,31,6233
3706,19,
3707,19,0
3709,31,6410
3710,19,
3711,19,0
3712,19,0
3713,19,0
3715,31,414
3719,19,
3720,31,5022
3721,19,
3722,31,6452
3723,31,6459
3724,31,6459
3725,31,6199
3726,31,6177
3727,19,
3728,19,
3729,19,
3730,19,
3731,31,5339
3732,19,
3733,19,
3735,19,
3739,31,6464
3740,19,
3741,19,
3743,19,
3744,31,6468
3746,19,
3747,19,0
3749,19,
3752,31,6483
3754,19,
3755,19,
3756,19,
3757,19,
3758,19,
3759,19,
3760,19,
3761,31,3250
3762,31,4914
3765,31,6496
3766,19,
3767,19,
3768,19,
3769,19,
3770,19,
3771,19,
3772,19,
3773,19,
3774,19,
3776,19,0
3777,19,
3778,19,
3779,19,
3783,19,0
3784,19,
3785,19,0
3786,19,
3787,19,
3788,31,6586
3789,20,
3790,19,
3791,19,
3792,19,
3793,19,
3794,19,
3795,19,
3796,19,
3798,19,
3800,31,6598
3801,31,6598
3802,19,
3803,19,
3804,19,
3805,31,6598
3806,73,
3807,19,
3808,19,
3809,31,6599
3810,31,6602
3811,31,6591
3812,31,3250
3813,73,
3816,19,
3817,19,
3818,19,
3819,19,
3820,19,
3821,19,
3822,19,
3823,19,
3824,19,
3825,19,
3827,31,6459
3829,19,0
3830,31,6628
3831,31,6630
3832,19,
3833,31,5394
3834,31,5394
3835,31,6640
3836,31,5394
3839,19,0
3842,19,
3843,31,3441
3847,31,4587
3848,19,
3849,31,6693
3850,19,
3853,19,
3854,19,
3855,19,6699
3856,19,
3857,31,6721
3858,19,
3859,31,6731
3860,19,
3861,31,5394
3862,19,
3864,19,
3865,19,
3866,31,6751
3867,19,
3868,19,
3869,19,
3870,19,
3871,31,6756
3872,19,
3873,19,
3874,19,
3875,31,6769
3876,19,0
3877,19,
3878,19,
3879,19,
3880,19,
3883,19,
3884,19,
3886,31,6791
3888,19,
3889,19,
3891,31,6797
3892,19,
3896,19,
3897,19,
3898,31,5021
3899,31,888
3900,19,0
3901,31,6802
3902,19,0
3907,31,6811
3908,19,
3909,31,6803
3910,31,6822
3911,19,
3912,19,
3914,19,
3915,19,
3916,21,
3917,19,
3918,19,
3919,19,
3920,19,
3923,19,
3924,19,
3925,19,
3926,31,6859
3928,19,0
3929,19,0
3930,19,0
3931,19,0
3932,19,0
3933,19,0
3934,19,0
3935,19,0
3936,19,0
3938,19,
3939,19,
3940,19,
3941,19,
3942,19,
3943,19,
3944,19,
3945,19,
3947,19,
3948,31,6905
3951,19,
3952,19,
3953,19,6925
3954,19,
3955,19,
3956,19,
3957,19,
3958,19,
3959,19,
3960,19,
3961,19,
3962,19,
3963,19,
3964,19,
3965,19,
3966,19,
3967,19,
3968,19,
3969,19,
3970,19,
3971,19,
3972,19,
3973,19,
3974,19,
3975,19,
3977,19,
3980,19,
3982,31,6905
3983,19,
3984,19,
3987,31,6961
3989,19,
3990,19,
3991,31,6973
3992,31,6973
3993,67,
3994,19,
3995,19,
3996,19,
3997,19,
3998,19,
3999,19,
4002,31,6981
4003,31,6983
4006,19,
4007,19,0
4009,31,6970
4011,31,6970
4012,19,
4014,19,
4015,19,
4016,19,
4022,31,4587
4023,31,4587
4024,31,4587
4025,19,
4026,19,
4027,19,
4029,31,4587
4030,31,4587
4031,19,
4032,19,
4033,19,7034
4034,31,7038
4035,31,7037
4036,19,
4037,19,
4038,83,
4039,31,3598
4040,19,
4041,19,
4042,19,
4043,20,
4044,20,
4046,19,
4047,31,7055
4048,19,
4049,19,
4050,19,
4051,19,
4052,19,
4053,19,
4054,19,
4055,19,
4056,19,
4057,19,
4058,19,
4059,19,
4060,31,7066
4061,83,
4062,31,3250
4063,19,
4064,67,
4065,19,
4066,19,
4069,19,
4070,19,
4071,31,7071
4072,31,7071
4073,31,7067
4074,31,7067
4075,31,7067
4076,19,7094
4077,19,
4078,19,
4079,19,
4080,31,4587
4081,83,
4082,83,
4083,83,
4084,83,
4085,83,
4086,67,
4087,19,
4088,19,
4089,19,
4090,31,7122
4091,20,
4092,20,
4093,67,
4094,67,
4095,19,
4096,18,
4097,31,7090
4099,31,7129
4100,19,
4102,31,5021
4103,31,888
4104,19,
4105,19,
4106,31,7137
4107,31,7137
4108,19,
4109,19,
4110,19,
4111,19,7146
4112,19,7146
4113,19,
4114,19,7077
4115,19,7077
4117,31,7147
4118,31,7147
4120,19,
4121,19,7081
4124,19,
4125,19,
4126,19,
4127,31,7159
4128,78,
4129,78,
4130,83,
4131,83,
4132,31,7161
4133,19,
4136,19,
4137,19,
4138,19,
4139,31,1973
4141,19,
4142,19,
4143,19,
4144,31,7186
4145,19,7187
4146,19,
4147,1,
4149,19,
4150,31,5311
4152,19,
4154,19,
4155,19,
4156,19,
4157,19,
4158,19,
4159,19,
4160,31,7189
4161,19,
4162,19,
4163,19,
4166,19,
4169,31,7214
4170,31,7215
4171,19,
4172,19,
4174,19,
4175,19,
4177,19,
4178,19,
4179,19,
4180,19,
4181,31,7218
4183,19,7083
4184,19,
4185,19,
4186,19,
4187,19,
4188,19,
4189,19,
4190,19,
4192,31,888
4193,19,
4194,31,7236
4195,31,5017
4200,31,7250
4202,31,5022
4203,31,5022
4204,31,5022
4205,19,
4207,19,
4209,19,0
4210,31,7191
4211,31,7267
4212,19,
4213,31,6607
4214,31,6797
4215,19,
4216,31,7286
4217,19,
4218,19,
4219,19,
4220,19,
4221,19,
4224,31,7207
4225,19,
4226,19,
4227,19,
4228,31,7294
4229,19,
4230,19,
4231,19,
4233,19,
4234,19,
4235,19,
4236,19,
4237,31,5394
4238,31,5394
4239,19,
4241,31,5394
4244,31,5394
4246,31,5394
4247,19,
4248,31,5022
4250,19,
4251,31,7322
4252,31,7323
4253,31,7324
4255,19,0
4257,31,7331
4258,31,7332
4259,31,7331
4260,19,
4261,19,
4262,19,
4263,19,0
4264,19,
