id,hair_diffuse_color_r,hair_diffuse_color_g,hair_diffuse_color_b,model_id,hair_material,comment,asset_id,hair_base_color_r,hair_base_color_g,hair_base_color_b,npc_only
1436,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair022\nu_f_hair022_hc11.mtl,custom11,12857,77,64,39,f
1437,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair001\el_m_hair001_hc11.mtl,custom11,12838,77,64,39,f
1438,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair002\el_m_hair002_hc11.mtl,custom11,12829,77,64,39,f
1439,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair004\el_m_hair004_hc11.mtl,custom11,10249,77,64,39,f
1440,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair005\el_m_hair005_hc11.mtl,custom11,10243,77,64,39,f
1441,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair006\el_m_hair006_hc11.mtl,custom11,10244,77,64,39,f
1442,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair007\el_m_hair007_hc11.mtl,custom11,10245,77,64,39,f
1443,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair008\el_m_hair008_hc11.mtl,custom11,10246,77,64,39,f
1444,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair009\el_m_hair009_hc11.mtl,custom11,10247,77,64,39,f
1445,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair010\el_m_hair010_hc11.mtl,custom11,10248,77,64,39,f
1446,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair016\el_m_hair016_hc11.mtl,custom11,12828,77,64,39,f
1447,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair017\el_m_hair017_hc11.mtl,custom11,12827,77,64,39,f
1450,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair018\el_m_hair018_hc11.mtl,custom11,12826,77,64,39,f
1451,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair019\el_m_hair019_hc11.mtl,custom11,12825,77,64,39,f
1452,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair001\el_f_hair001_hc11.mtl,custom11,10191,77,64,39,f
1453,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair002\el_f_hair002_hc11.mtl,custom11,10192,77,64,39,f
1454,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair003\el_f_hair003_hc11.mtl,custom11,10193,77,64,39,f
1456,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair004\el_f_hair004_hc11.mtl,custom11,10194,77,64,39,f
1457,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair005\el_f_hair005_hc11.mtl,custom11,10195,77,64,39,f
1458,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair006\el_f_hair006_hc11.mtl,custom11,10196,77,64,39,f
1459,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair007\el_f_hair007_hc11.mtl,custom11,10197,77,64,39,f
1460,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair008\el_f_hair008_hc11.mtl,custom11,10198,77,64,39,f
1461,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair009\el_f_hair009_hc11.mtl,custom11,10199,77,64,39,f
1462,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair010\el_f_hair010_hc11.mtl,custom11,10201,77,64,39,f
1463,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair011\el_f_hair011_hc11.mtl,custom11,10200,77,64,39,f
1464,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair012\el_f_hair012_hc11.mtl,custom11,10202,77,64,39,f
1465,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair015\el_f_hair015_hc11.mtl,custom11,12366,77,64,39,f
1466,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair016\el_f_hair016_hc11.mtl,custom11,12367,77,64,39,f
1467,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair017\el_f_hair017_hc11.mtl,custom11,12368,77,64,39,f
1468,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair018\el_f_hair018_hc11.mtl,custom11,12369,77,64,39,f
1469,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair019\el_f_hair019_hc11.mtl,custom11,12370,77,64,39,f
1470,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair020\el_f_hair020_hc11.mtl,custom11,12371,77,64,39,f
1471,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair021\el_f_hair021_hc11.mtl,custom11,12831,77,64,39,f
1472,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair022\el_f_hair022_hc11.mtl,custom11,12830,77,64,39,f
1473,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair001\ha_m_hair001_hc11.mtl,custom11,12599,77,64,39,f
1474,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair002\ha_m_hair002_hc11.mtl,custom11,12600,77,64,39,f
1475,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair003\ha_m_hair003_hc11.mtl,custom11,10386,77,64,39,f
1476,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair004\ha_m_hair004_hc11.mtl,custom11,10228,77,64,39,f
1477,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair005\ha_m_hair005_hc11.mtl,custom11,10229,77,64,39,f
1479,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair006\ha_m_hair006_hc11.mtl,custom11,10230,77,64,39,f
1480,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair007\ha_m_hair007_hc11.mtl,custom11,10231,77,64,39,f
1481,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair008\ha_m_hair008_hc11.mtl,custom11,10232,77,64,39,f
1482,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair009\ha_m_hair009_hc11.mtl,custom11,10233,77,64,39,f
1483,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair010\ha_m_hair010_hc11.mtl,custom11,10234,77,64,39,f
1484,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair012\ha_m_hair012_hc11.mtl,custom11,10481,77,64,39,f
1485,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair013\ha_m_hair013_hc11.mtl,custom11,10487,77,64,39,f
1486,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair014\ha_m_hair014_hc11.mtl,custom11,10491,77,64,39,f
1487,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair015\ha_m_hair015_hc11.mtl,custom11,10495,77,64,39,f
1488,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair016\ha_m_hair016_hc11.mtl,custom11,12601,77,64,39,f
1489,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair017\ha_m_hair017_hc11.mtl,custom11,12602,77,64,39,f
1490,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair018\ha_m_hair018_hc11.mtl,custom11,12603,77,64,39,f
1491,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair019\ha_m_hair019_hc11.mtl,custom11,12824,77,64,39,f
1492,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair001\ha_f_hair001_hc11.mtl,custom11,10207,77,64,39,f
1493,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair002\ha_f_hair002_hc11.mtl,custom11,10208,77,64,39,f
1494,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair003\ha_f_hair003_hc11.mtl,custom11,10186,77,64,39,f
1495,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair004\ha_f_hair004_hc11.mtl,custom11,10209,77,64,39,f
1496,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair005\ha_f_hair005_hc11.mtl,custom11,10250,77,64,39,f
1497,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair006\ha_f_hair006_hc11.mtl,custom11,10184,77,64,39,f
1498,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair007\ha_f_hair007_hc11.mtl,custom11,10183,77,64,39,f
1499,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair008\ha_f_hair008_hc11.mtl,custom11,10185,77,64,39,f
1500,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair009\ha_f_hair009_hc11.mtl,custom11,10187,77,64,39,f
1501,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair010\ha_f_hair010_hc11.mtl,custom11,10188,77,64,39,f
1503,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair011\ha_f_hair011_hc11.mtl,custom11,10189,77,64,39,f
1504,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair012\ha_f_hair012_hc11.mtl,custom11,10190,77,64,39,f
1505,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair015\ha_f_hair015_hc11.mtl,custom11,12087,77,64,39,f
1506,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair016\ha_f_hair016_hc11.mtl,custom11,12088,77,64,39,f
1507,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair017\ha_f_hair017_hc11.mtl,custom11,12596,77,64,39,f
1508,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair018\ha_f_hair018_hc11.mtl,custom11,12084,77,64,39,f
1509,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair019\ha_f_hair019_hc11.mtl,custom11,12085,77,64,39,f
1510,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair020\ha_f_hair020_hc11.mtl,custom11,12597,77,64,39,f
1511,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair021\ha_f_hair021_hc11.mtl,custom11,12598,77,64,39,f
1512,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair022\ha_f_hair022_hc11.mtl,custom11,12832,77,64,39,f
1513,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair01\fe_m_hair01_hc11.mtl,custom11,704,77,64,39,f
1514,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair02\fe_m_hair02_hc11.mtl,custom11,861,77,64,39,f
1515,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair03\fe_m_hair03_hc11.mtl,custom11,3250,77,64,39,f
1516,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair04\fe_m_hair04_hc11.mtl,custom11,10240,77,64,39,f
1517,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair05\fe_m_hair05_hc11.mtl,custom11,12590,77,64,39,f
1518,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair06\fe_m_hair06_hc11.mtl,custom11,12589,77,64,39,f
1519,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair07\fe_m_hair07_hc11.mtl,custom11,12588,77,64,39,f
1520,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair08\fe_m_hair08_hc11.mtl,custom11,12587,77,64,39,f
1521,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair09\fe_m_hair09_hc11.mtl,custom11,12586,77,64,39,f
1522,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair10\fe_m_hair10_hc11.mtl,custom11,14436,77,64,39,f
1523,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair01\fe_f_hair01_hc11.mtl,custom11,120,77,64,39,f
1524,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair02\fe_f_hair02_hc11.mtl,custom11,288,77,64,39,f
1525,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair03\fe_f_hair03_hc11.mtl,custom11,4369,77,64,39,f
1526,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair04\fe_f_hair04_hc11.mtl,custom11,10235,77,64,39,f
1527,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair05\fe_f_hair05_hc11.mtl,custom11,10236,77,64,39,f
1528,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair06\fe_f_hair06_hc11.mtl,custom11,10237,77,64,39,f
1529,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair07\fe_f_hair07_hc11.mtl,custom11,10238,77,64,39,f
1530,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair08\fe_f_hair08_hc11.mtl,custom11,12583,77,64,39,f
1531,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair09\fe_f_hair09_hc11.mtl,custom11,12373,77,64,39,f
1532,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair10\fe_f_hair10_hc11.mtl,custom11,12374,77,64,39,f
1533,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair11\fe_f_hair11_hc11.mtl,custom11,12375,77,64,39,f
1534,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair12\fe_f_hair12_hc11.mtl,custom11,12376,77,64,39,f
1535,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair001\nu_m_hair001_hc12.mtl,custom12,11879,67,50,26,f
1536,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair002\nu_m_hair002_hc12.mtl,custom12,12595,67,50,26,f
1537,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair005\nu_m_hair005_hc12.mtl,custom12,10221,67,50,26,f
1538,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair006\nu_m_hair006_hc12.mtl,custom12,10222,67,50,26,f
1539,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair007\nu_m_hair007_hc12.mtl,custom12,10223,67,50,26,f
1540,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair008\nu_m_hair008_hc12.mtl,custom12,10224,67,50,26,f
1541,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair009\nu_m_hair009_hc12.mtl,custom12,10225,67,50,26,f
1542,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair010\nu_m_hair010_hc12.mtl,custom12,10226,67,50,26,f
1543,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair011\nu_m_hair011_hc12.mtl,custom12,10227,67,50,26,f
1544,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair012\nu_m_hair012_hc12.mtl,custom12,10463,67,50,26,f
1545,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair013\nu_m_hair013_hc12.mtl,custom12,10468,67,50,26,f
1546,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair014\nu_m_hair014_hc12.mtl,custom12,10517,67,50,26,f
1547,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair015\nu_m_hair015_hc12.mtl,custom12,10518,67,50,26,f
1548,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair016\nu_m_hair016_hc12.mtl,custom12,12594,67,50,26,f
1549,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair017\nu_m_hair017_hc12.mtl,custom12,12593,67,50,26,f
1550,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair018\nu_m_hair018_hc12.mtl,custom12,12592,67,50,26,f
1551,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair019\nu_m_hair019_hc12.mtl,custom12,12823,67,50,26,f
1552,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair001\nu_f_hair001_hc12.mtl,custom12,10175,67,50,26,f
1553,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair002\nu_f_hair002_hc12.mtl,custom12,10176,67,50,26,f
1554,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair004\nu_f_hair004_hc12.mtl,custom12,10203,67,50,26,f
1555,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair005\nu_f_hair005_hc12.mtl,custom12,10204,67,50,26,f
1556,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair006\nu_f_hair006_hc12.mtl,custom12,10205,67,50,26,f
1557,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair007\nu_f_hair007_hc12.mtl,custom12,10177,67,50,26,f
1558,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair008\nu_f_hair008_hc12.mtl,custom12,10178,67,50,26,f
1559,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair009\nu_f_hair009_hc12.mtl,custom12,10179,67,50,26,f
1560,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair010\nu_f_hair010_hc12.mtl,custom12,10180,67,50,26,f
1561,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair011\nu_f_hair011_hc12.mtl,custom12,10181,67,50,26,f
1562,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair012\nu_f_hair012_hc12.mtl,custom12,10182,67,50,26,f
1563,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair013\nu_f_hair013_hc12.mtl,custom12,10206,67,50,26,f
1564,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair015\nu_f_hair015_hc12.mtl,custom12,14081,67,50,26,f
1565,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair016\nu_f_hair016_hc12.mtl,custom12,12837,67,50,26,f
1566,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair017\nu_f_hair017_hc12.mtl,custom12,12377,67,50,26,f
1567,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair018\nu_f_hair018_hc12.mtl,custom12,12836,67,50,26,f
1568,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair019\nu_f_hair019_hc12.mtl,custom12,12835,67,50,26,f
1569,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair020\nu_f_hair020_hc12.mtl,custom12,12834,67,50,26,f
1570,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair021\nu_f_hair021_hc12.mtl,custom12,12833,67,50,26,f
1571,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair022\nu_f_hair022_hc12.mtl,custom12,12857,67,50,26,f
1572,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair001\el_m_hair001_hc12.mtl,custom12,12838,67,50,26,f
1573,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair002\el_m_hair002_hc12.mtl,custom12,12829,67,50,26,f
1574,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair004\el_m_hair004_hc12.mtl,custom12,10249,67,50,26,f
1575,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair005\el_m_hair005_hc12.mtl,custom12,10243,67,50,26,f
1576,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair006\el_m_hair006_hc12.mtl,custom12,10244,67,50,26,f
1577,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair007\el_m_hair007_hc12.mtl,custom12,10245,67,50,26,f
1578,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair008\el_m_hair008_hc12.mtl,custom12,10246,67,50,26,f
1579,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair009\el_m_hair009_hc12.mtl,custom12,10247,67,50,26,f
1580,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair010\el_m_hair010_hc12.mtl,custom12,10248,67,50,26,f
1581,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair016\el_m_hair016_hc12.mtl,custom12,12828,67,50,26,f
1582,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair017\el_m_hair017_hc12.mtl,custom12,12827,67,50,26,f
1583,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair018\el_m_hair018_hc12.mtl,custom12,12826,67,50,26,f
1584,0,0,0,16,objects\Characters\elf\male\hair\el_m_hair019\el_m_hair019_hc12.mtl,custom12,12825,67,50,26,f
1585,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair001\el_f_hair001_hc12.mtl,custom12,10191,67,50,26,f
1586,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair002\el_f_hair002_hc12.mtl,custom12,10192,67,50,26,f
1587,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair003\el_f_hair003_hc12.mtl,custom12,10193,67,50,26,f
1588,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair004\el_f_hair004_hc12.mtl,custom12,10194,67,50,26,f
1589,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair005\el_f_hair005_hc12.mtl,custom12,10195,67,50,26,f
1590,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair006\el_f_hair006_hc12.mtl,custom12,10196,67,50,26,f
1591,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair007\el_f_hair007_hc12.mtl,custom12,10197,67,50,26,f
1592,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair008\el_f_hair008_hc12.mtl,custom12,10198,67,50,26,f
1593,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair009\el_f_hair009_hc12.mtl,custom12,10199,67,50,26,f
1594,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair010\el_f_hair010_hc12.mtl,custom12,10201,67,50,26,f
1595,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair011\el_f_hair011_hc12.mtl,custom12,10200,67,50,26,f
1596,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair012\el_f_hair012_hc12.mtl,custom12,10202,67,50,26,f
1597,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair015\el_f_hair015_hc12.mtl,custom12,12366,67,50,26,f
1598,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair016\el_f_hair016_hc12.mtl,custom12,12367,67,50,26,f
1599,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair017\el_f_hair017_hc12.mtl,custom12,12368,67,50,26,f
1600,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair018\el_f_hair018_hc12.mtl,custom12,12369,67,50,26,f
1601,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair019\el_f_hair019_hc12.mtl,custom12,12370,67,50,26,f
1602,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair020\el_f_hair020_hc12.mtl,custom12,12371,67,50,26,f
1603,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair021\el_f_hair021_hc12.mtl,custom12,12831,67,50,26,f
1604,0,0,0,17,objects\Characters\elf\female\hair\el_f_hair022\el_f_hair022_hc12.mtl,custom12,12830,67,50,26,f
1605,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair001\ha_m_hair001_hc12.mtl,custom12,12599,67,50,26,f
1606,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair002\ha_m_hair002_hc12.mtl,custom12,12600,67,50,26,f
1607,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair003\ha_m_hair003_hc12.mtl,custom12,10386,67,50,26,f
1608,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair004\ha_m_hair004_hc12.mtl,custom12,10228,67,50,26,f
1609,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair005\ha_m_hair005_hc12.mtl,custom12,10229,67,50,26,f
1611,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair006\ha_m_hair006_hc12.mtl,custom12,10230,67,50,26,f
1612,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair007\ha_m_hair007_hc12.mtl,custom12,10231,67,50,26,f
1613,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair008\ha_m_hair008_hc12.mtl,custom12,10232,67,50,26,f
1615,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair009\ha_m_hair009_hc12.mtl,custom12,10233,67,50,26,f
1616,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair010\ha_m_hair010_hc12.mtl,custom12,10234,67,50,26,f
1617,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair012\ha_m_hair012_hc12.mtl,custom12,10481,67,50,26,f
1618,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair013\ha_m_hair013_hc12.mtl,custom12,10487,67,50,26,f
1619,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair014\ha_m_hair014_hc12.mtl,custom12,10491,67,50,26,f
1620,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair015\ha_m_hair015_hc12.mtl,custom12,10495,67,50,26,f
1621,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair016\ha_m_hair016_hc12.mtl,custom12,12601,67,50,26,f
1622,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair017\ha_m_hair017_hc12.mtl,custom12,12602,67,50,26,f
1623,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair018\ha_m_hair018_hc12.mtl,custom12,12603,67,50,26,f
1624,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair019\ha_m_hair019_hc12.mtl,custom12,12824,67,50,26,f
1625,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair001\ha_f_hair001_hc12.mtl,custom12,10207,67,50,26,f
1626,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair002\ha_f_hair002_hc12.mtl,custom12,10208,67,50,26,f
1627,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair003\ha_f_hair003_hc12.mtl,custom12,10186,67,50,26,f
1628,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair004\ha_f_hair004_hc12.mtl,custom12,10209,67,50,26,f
1629,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair005\ha_f_hair005_hc12.mtl,custom12,10250,67,50,26,f
1630,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair006\ha_f_hair006_hc12.mtl,custom12,10184,67,50,26,f
1631,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair007\ha_f_hair007_hc12.mtl,custom12,10183,67,50,26,f
1632,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair008\ha_f_hair008_hc12.mtl,custom12,10185,67,50,26,f
1633,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair009\ha_f_hair009_hc12.mtl,custom12,10187,67,50,26,f
1634,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair010\ha_f_hair010_hc12.mtl,custom12,10188,67,50,26,f
1635,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair011\ha_f_hair011_hc12.mtl,custom12,10189,67,50,26,f
1636,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair012\ha_f_hair012_hc12.mtl,custom12,10190,67,50,26,f
1637,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair015\ha_f_hair015_hc12.mtl,custom12,12087,67,50,26,f
1638,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair016\ha_f_hair016_hc12.mtl,custom12,12088,67,50,26,f
1639,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair017\ha_f_hair017_hc12.mtl,custom12,12596,67,50,26,f
1640,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair018\ha_f_hair018_hc12.mtl,custom12,12084,67,50,26,f
1641,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair019\ha_f_hair019_hc12.mtl,custom12,12085,67,50,26,f
1642,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair020\ha_f_hair020_hc12.mtl,custom12,12597,67,50,26,f
1643,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair021\ha_f_hair021_hc12.mtl,custom12,12598,67,50,26,f
1644,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair022\ha_f_hair022_hc12.mtl,custom12,12832,67,50,26,f
1645,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair01\fe_m_hair01_hc12.mtl,custom12,704,67,50,26,f
1646,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair02\fe_m_hair02_hc12.mtl,custom12,861,67,50,26,f
1647,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair03\fe_m_hair03_hc12.mtl,custom12,3250,67,50,26,f
1648,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair04\fe_m_hair04_hc12.mtl,custom12,10240,67,50,26,f
