id,bubble,ai_event_id
1765,아저씨 우리 엄마 좀 구해주세요.,657
1766,제발 엄마를 살려주세요.,658
1774,"기분도 좋고, 머리는 돌고. 응 근데 여기가 대체 어디지? 내 지갑도 없어졌네. ",659
1775,"아, 취한다. 오늘은 내가 다 살 테니까, 원 없이 취해보자고! 딸꾹! ",659
1809,하리하란 남자는 정말 우리 종족에서는 보기 드문 사랑스러운 외모야.,662
1810,"아무리 생각해도 내 남편은 정말정말 사랑스러운 것 같아. 이봐, 당신도 그렇게 생각하고있지?",662
1811,이런 곳에 살다보니 아침일찍 눈이 저절로 떠지지뭐야... 나는 이렇게 부지런한 사람이 아닌데! ,662
1812,"가끔은 마리아노플의 화려함이 그립기도 하지만, 뭐 자연속에서 사는것도 나쁘지않더라고. ",662
1813,응? 아직도 궁금한게 있어?,662
1814,하아... 이제 그만 사냥이라도 하는게 어때? ,662
1815,이 마을에서 가장 사랑스러운 남자가 내 남편이야. 한눈에 알아볼 수 있으니 찾아볼 필요도 없지!,662
1820,사실.. 제 본명은 달리 있지만 모두가 저를 겅만이라고 불르다보니 이제는 이 이름이 본명 같습니다. 어머니께서도 겅만으로 알아듣는다는게 함정이지요. 하하,661
1821,서부대륙에 가보셨나요? 정말이지 키도크고 늘씬하고... 아무튼 정말 멋진 여자들이 많더군요! ,661
1822,나처럼 멋진 아내를 얻고싶다면 자네도 게임을 하라고~,661
1823,저와 제 아내는 마리아노플 축제때 게임을 하다가 만났지요.,661
1827,대포로 날아가다 날틀을 펼칠 수 있어요.,663
1832,그냥 타서 버튼만 누르면 대포에 적혀있는 목적지까지 갑니다. 마우스 오른쪽 버튼을 누른채 타면 엉뚱한 방향으로 날아가니 조심하시고요.,664
1835,으으...,665
1836,사... 살려주세요...,665
1837,주...죽고싶..지.. 않아요...,665
1843,한 푼만 줍쇼...,668
1844,세월이 지나 내가 늙고 병들어 버린다 하더라도 정의를 지키기 위해서라면 절대 나의 길을 포기하지 않으리.,669
1845,모기인간한테 물릴까봐 너무 무서워요... ,670
1846,"모기인간이 너무 무섭지만, 먹고는 살아야겠고... 에휴. 돈이 뭔지!",670
1847,이런 외진 곳에서 다치면 도움 요청하기도 힘들때가 많아요. 조심하세요!,670
1848,자경단원이 지켜줘서 한시름 놓았지만 그래도 무섭긴 마찬가지에요.,670
1849,하아... ,670
1850,찾는 물건이 없으신가요?,670
1851,모기인간만 없어도 그럭저럭 살만한데 말이야...,666
1852,이 마을에 살고는 있지만 나는 솔직히 돌덩이 만지는건 별로 관심없어,666
1853,당신이 생각하는 미녀는 어떤 사람이야? ,666
1854,"내생각에 이 마을 최고 미녀는 쭉쭉빵빵 서대륙 미녀 내나지만, 아쉽게도 겅만이의 아내지. ",666
1855,정말이지... 동생 겅만이가 마리아노플에 갈때 나도 갈껄 그랬나봐. 하하,666
1856,아는 사람중에 예쁜 미녀가 있다면 나를 꼭 소개시켜줘! 나처럼 멋있는 남자는 없다구~,666
1857,"아, 이 마을은 너무 지긋지긋해! 하루종일 뚝딱뚝딱! 너무 건전해!!",666
1858,저는 당신이랑 하고싶은 말이 없습니다.,671
1859,마음에 드시는 물건이 없으신가요?,671
1860,......,671
1861,전 요즘 먹으면 기분이 좋아지는 약을 만들어 볼까 합니다. ,672
1862,사는 것도 힘들고 우울한데 약이라도 먹어야 힘이나지 않겠습니까?!,672
1863,제가 파는 약 하나 사세요. 도움이 될 겁니다. 위험한 물건은 없어요~,672
1871,황금 실타래 마을에는 거짓말하는 양치기도 있지만 저는 결코 아닙니다!,673
1872,시도 때도 없이 쳐들어오는 고블린과 늑대 때문에 정말 죽겠습니다.,673
1876,도시는 늘 깨끗해야죠. 맞습니다. 그래서 이렇게 폐지를 줍고 있는 거 아닙니까.,676
1877,일단 도시가 더러워야 해요. 그래야 치울 마음이 생기거든요.,676
1878,내가 쓰레기를 버리고 있다고요? 그럴 리가요. 그냥 가져가다 흘린 겁니다.,675
1879,일단 도시는 더러워야만 해요. 그래야 치울 마음이 생기거든요.,675
1880,전 마리아노플이 처음입니다. 당신은 어떠십니까?,204
1881,마리아노플은 정말 아름다운 도시입니다. 그렇게 생각하지 않으십니까?,204
1882,"당신도 여행 중이라면, 조심하십시오. 여기 소매치기가 있습니다!",205
1883,혹시 제 가방을 보지 못했습니까?,205
1884,인생의 열매는 늘 쓰지. 단 것만 찾으려다가는 원대륙을 향한 희망까지 날아가고 말 거야.,578
1885,원대륙에 대한 시를 짓고 있는데 역시 한 번도 본 적이 없어서 잘 지어지지 않는다네.,578
1906,황금비늘이 옛날에는 아름다운 노래를 불렀다고 하는데 마을주민 중 목소리를 들어본 사람이 아무도 없더라구요. 그저 전설인지...,677
1907,모험가님도 신비의 약초를 캐러 오셨나요? 가루다한테 공격받지 않도록 조심해서 다니세요.,677
1908,약초를 캐러 들어왔는데 깜빡하고 지도를 안가져왔지 뭐에요. 하지만 황금비늘이 다니는 길로 다니면 마을로 돌아갈 수 있으니 걱정 없어요. 호호.,677
1909,다들 황금비늘 주변을 지나가면 왠지 기운이 난다고 해요!,677
1910,신수 가루다 황금비늘의 기운으로 신비의 약초가 자란다고 하더군요.,677
1912,무엇보다도 날 지키는 걸 최우선으로 해라! 저들이 나에게 다가오지 못하게 하란 말이다!,678
1914,우리 형제들이 지켜줄 테니 걱정하지 마시오. 이 마을은 안전하오. ,679
1915,"아, 글쎄! @NPC_NAME(3354)가 사람을 죽여요!",403
1936,"사람들은 자쿤인지 뭔지 하는 짐승의 짓이라 그러지만, 혹시 알아요? 어떤 사람 짓인지.",682
1937,안 그래도 근래 흉흉한 일이 많은데 어떻게 계속 이런 일만 있는지 모르겠어요. 정말.,682
1941,이건 분명 자쿤이라는 호랑이 짓이 틀림없네.,683
1942,아참. 베어라는 사람이 얼마 전에 밀림 속으로 그놈을 잡으러 간다고 했는데 아직 돌아오지 않는 걸 보니 걱정일세.,683
2007,침입자! 용의 눈을 훔치려고 온 침입자다!,684
2019,새로운 사업을 구상 중이야.,686
2024,내 목걸이를 보지 못했는가...,515
2030,다쳤나요? 상처를 보여주세요.,688
2031,이번 결투에 참가한 누이안들이 생각보다 부상을 많이 입지 않았더군요. 강한 자들이에요.,688
2032,"언젠가 파괴신에게 복수하는 그날까지, 실력을 닦고 훌륭한 전사가 되세요.",688
2034,"결국, 제 추리가 맞았군요. 딱하지만 그녀는 결국 죗값을 받아야 할 겁니다. ",690
2036,수상한 냄새가 나는군... 할아버지의 명예를 걸고 기필코 밝혀내고야 말겠어!,691
2037,"냉정, 침착, 그리고 신중하게! 불필요한 의심 받지 않도록 조심하십시오.",692
2038,좋습니다. 이제 향수상인에게 가져가 향수에 대해 알아봐 주십시오.,693
2040,개굴? 너도 나처럼 되고 싶냐?,694
2041,남자 따윈 시데로스처럼 저주에나 걸려버리라지!,694
2042,개굴!개굴!개굴!,694
2043,"어디 시커먼 얼굴을 들이대, 개굴?",694
2044,"아가씬 내 주인님만큼은 아니지만....멋져, 개굴!",695
2045,"우리 저 넓은 창공을 같이 날아볼까, 개굴?",695
2046,"날 고른건 정말 멋진 선택이야, 개굴.",695
2047,"여자다, 개굴!",695
2056,이곳은 우리 페레들의 공간입니다. 용무가 없다면 되돌아가주시면 고맙겠군요.,696
2061,대회 참가는 처음인가? 실력을 힘껏 발휘해 보게!,698
2063,지금 결투 대회가 열리고 있으니 참가자가 아니라면 방해하지 말게.,699
2064,이 주변의 누이안들은 결투 대회에 참가하기 위해 온 자들이네. 휘파람 부는 자 에노이르의 손님들이니 예의를 갖추게.,699
2065,모두에게 조상신의 축복과 영광이 있기를!,699
2090,물약이 필요한가? ,701
2091,나에게 물약이 있으니 필요하면 얼마든지 사가시오. ,701
2092,내가 마실 하나 정도는 남겨주시게...,701
2095,그 어떤 원석보다 당신의 눈빛이 영롱하게 빛이나고있어요. 그래요 바로 영웅의 눈빛입니다!,703
2106,이 마을에 가으리라는 녀석을 조심하십시오. 그자는 거짓말로 당신을 꼬여낼지 모릅니다!,705
2107,어휴.. 말도마십시요. 입만 열었다 하면 거짓말을 하는 자입니다.,705
2113,8종 혼합 건강주스 좋아좋아좋아~ 8종 혼합 건강주스 진해진해진해~ 설탕설탕설탕 빼고주세요.,706
2114,그놈의 신기룬지 먼지 때문에 망해버렸어. 망할,707
2116,@PC_CLASS(0)로 하르파 수련장을 떠나는 건 네가 5235번째던가... 3525번째였던가...,708
2166,내 연주에 맞춰 춤을 추지 않을래?,711
2169,우웨엑~,712
2170,내가 딸꾹~ 내가 누군지 알아?,712
2171,준봉 형님의 오른팔이라구 내가~ 딸꾹!,712
2176,꼬리가 아주 섹시하군요.,713
2177,"귀여운 아가씨, 오늘 밤 시간되시나요? ",714
2178,내가 말이야. 왕년엔 내노라하는 집안의 도련님이었다구.,715
2179,어때? 내 밑에 들어올 생각 없나?,715
2180,아직은 이곳에 들어갈 수 없습니다.,716
2181,모두에게 조상신의 축복과 영광이 있기를!,716
2201,"조수가 말한 그대로 입니다. 장갑으로 여급 지수의 금고 열쇠를 훔친 뒤 금고를 조사해 주십시오. 직접 하고 싶지만, 손재주가 없어서... ",689
2202,저 새 둥지 알을 꺼내올 획기적인 방법이 있을 텐데...,199
2203,함부로 다른 하리하란을 믿지 말게. 그들은 모두 재물에 눈이 어두우니.,569
2205,"오빠, 나 술 한잔... 아니 한 병만. 아니 세 병만 사주시면 안 돼요? 안주는 깎아줄게.",660
2209,뼈를 구한다. 술 취한 논에 있는 뼈를...,718
2210,@ITEM_NAME(13970)|1이;가; 모자라. @ITEM_NAME(13970)|1이;가; 모자라!,416
2212,죄송합니다. 저는 미리 예약하신 손님의 물건만을 판매하고 있습니다.,687
2215,정말 크고 아름답지 않나요? 꼭 한번 올라가 보고 싶은 곳이에요. 당신도 혹시 저 기둥에 관심이 있나요?,681
2216,하지만 인간의 힘으로 올라갈 수 없어서 여기저기 수소문해봤지만 알아낸 거라곤 폭포에서 단서를 찾아야 한다 정도랄까요?,681
2217,드레이크요? 물론 알죠. 그도 이곳에 관심이 있다고 하던가요?,681
2218,사람이라면 한 번쯤 저 왕의 기둥의 정상을 밟아보는 게 꿈이지 않겠나? 하지만 아무래도 갈 수가 없어.,680
2219,중턱까지는 날틀로 날아가 봤지만 그 이상은 갈 수가 없단 말이지.,680
2220,"누군지는 모르겠지만, 그곳에 텐트를 쳐 놓은 것을 보면 나와 같은 사람이 있었단 것인데? 혹시 여행 중에 올라갈 방법을 알게 되면 나에게도 알려주게나.",680
2221,자쿤을 불러내기 위해 그놈이 좋아하는 코끼리를 잡다가 이리 당하고 말았소.,685
2222,나는 이미 그른 것 같으니 자네가 내 가방에서 모아 놓은 피와 코끼리 고기를 가지고 자쿤을 불러내서 잡아주시오.,685
2223,그놈은 여기서 북쪽으로 가다보면 이 근처의 구부러진 나무와 비슷한 곳에서 자주 나타난다오. 그곳에 고기를 두고 피를 묻히기만 하면 그놈을 유인할 수 있을 거요.,685
2224,내 아내의 복수를 부탁하오.,685
2229,요즘도 주머니를 흘리고 다니는 사람이 있다면서요? 관광지일수록 자신의 물건을 잘 챙겨야 하는 법이죠.,720
2274,"다후타 교단이여, 이제 너희도 끝이다.",594
2275,숲의 이상 징후가 모두 그들 때문이었어.,594
2276,이오니온...,198
2279,약수터는 이 울타리 아래에 있어요. 저기봐요. 늑대 때문에 전 가까이가지 못하고 있답니다.,729
2280,약수터에 가려는데 늑대들이 주변에 어슬렁거리고 있어요. 농장의 골칫거리랍니다.,730
2290,마침내 와주었군.,733
2344,무슨 일이지요? 백성의 말을 듣기엔 지금은 좀 바쁩니다.,740
2345,이 나무에는 얼마만큼의 세월이 깃들어 있는 건지...,182
2346,이제 조금만 더 있으면 나도 정식 기억술사가 될 수 있을 거야.,182
2366,이라오... 리드아... 제발 무사해야 할텐데...,735
2367,"제발, 가시덩굴 숲 깊은 곳에 있는 제 동료들을 도와주세요.",735
2368,제 뒤에 있는 샛길을 따라 가다보면 다후타 교단의 비밀스런 장소를 발견할 수 있어요. ,735
2369,"저, 저는 절대 도망쳐 나온 게 아닙니다. 가시덩굴 숲은 무서운 곳이라고요...",735
2370,장차 성장해서 초승달 왕좌를 일으켜 주세요.,745
2371,이번엔 어떤 중요한 소식을 가지고 왔나요? 제 귀는 언제나 열려 있답니다.,746
2373,"어서 오세요. 이렇게 찾아오시다니, 왕국에 중요한 일이라도 생긴 건가요?",748
2379,왜 이런 곳에 있어요? 어서 부락으로 돌아가요.,750
2380,이런 곳을 떠돌아다니다가 우리 가족처럼 시치미 약탈단에게 당할지도 몰라요!,750
2381,끔찍한 것을 봤소. 죽은 주민들이 되살아났소!,751
2382,조심하시오. 모두 다 시치미 약탈단 짓이오!,751
2383,시치미 약탈단들의 이상한 강령술에 휩쓸리지 않으려면 여기서 떠나는 게 좋겠소.,751
2384,맹약의 단검을 찾으셨군요. 다행입니다. 꼭 잿빛안개 부락에 있는 어머니께 전해주세요.,752
2385,전 괜찮습니다. 덕분에 기운을 차려서 쇼호타에게 소리를 질렀더니 데리러 오겠다고 했습니다.,752
2388,단검을 찾으셨군요! 전 형을 데리고 갈 테니 먼저 잿빛안개 부락에 있는 어머니께 가주세요.,754
2409,"만약 인도자의 열매를 구하는 게 어렵다면, 잡화 상인 에페드린을 만나봐요.",741
2410,알고 있나요? 붉은 조약돌 달팽이는 촉촉한 흙더미를 정말 좋아한답니다.,741
2412,일... 일을 해야 해...,756
2414,숲에 사는 더러운 엘프들은 믿을 수 없어!,758
2415,"아휴, 제발 뒷문으로 들락날락 좀 하지 말라고요! 요리에 집중할 수가 없잖아요!!",759
2416,엉엉! 우리 아빠를 구해주세요!,760
2417,"그레고, 저 놈이 귀족을 살해했대요!",761
2418,"아이고, 어린 딸도 있는데...",761
2419,아무리 살기 어려워도 그렇지 살인을 저지르다니! 끔찍해요!,761
2420,그레고의 재판이 다시 열린다면서요?,762
2421,그래도 범인이 잡힌 건 아니니 그레고의 무죄를 난 믿을 수 없어요.,762
2424,"재심을 청구했다면서요? 그래도 난 그레고, 저 놈을 믿을 수 없수다.",764
2425,"진짜 범인이 해적이 되었을지도 모른다고요? 그럼, 해적을 잡아오슈.",764
2428,위대한 캄샤스 전하에게 승리를!,373
2429,멍청한 녀석! 전쟁에 있어서 가장 중요한 건 보급품이란 것을 모르나!,373
2432,일리온군의 끄나풀이 어딜 감히 여길 오느냐!,765
2433,첩자다! 일리온군의 첩자가 여기있다! 거기 아무도 없느냐! 당장 저놈을 잡아라!,765
2437,이 살리움군 쥐새끼가 감히 잘 도 숨어들었겠다! 경비병! 어서 이 놈을 사로잡아라!,767
2438,간덩이가 부운 놈이로군! 살리움군의 졸개가 죽으러 여기 왔구나!,767
2443,명심하도록! 가족이나 애인이 준 편지를 보는 놈은 반드시 맨 처음 죽기 마련이다!,766
2444,싸워라! 영광은 항상 일리온 폐하와 함께한다!,766
2445,시간은 부족한데 일손은 부족하고... 큰일이야 큰일.,768
2447,흥! 못생긴 @PC_RACE(0) 같은 게!,415
2448,@PC_NAME(0)? 재미있는 이름이네?,415
2449,선생님이 @PC_RACE(0)|1은;는; 믿지 말랬는데!,415
2452,도와주세요!,142
2453,불명예스러운 자로군. 당신에겐 명예로운 일을 맡길 수 없겠어.,755
2462,덩굴에 다가가 F키를 누르면 덩굴을 오를 수 있어.,774
2464,"그래, 원하는 대로 할 하파는 찾았는가? 찾고 싶다면 길을 따라 올라가 보라니까.",410
2468,하이데른 씨는 이제 코빼기도 안 비치는군. 역시 사람은 출세하고 봐야 해.,778
2485,해적과 손을 잡다니! 믿을 수 없어요.,782
2486,하! 말도 안 돼.,782
2487,모르페우스란 해적에 대해 아세요?,783
2488,그 대포를 저 마르센이 제작했대요!,783
2503,재료를 구하는 것이 쉽진 않죠?,785
2504,재료를 가장 빨리 구하는 방법은 직접 키우는 것이랍니다. 허수아비 텃밭을 십분 활용하세요.,785
2505,연금 숙련도를 조금 올려보시는 건 어떠세요? 그럼 저와 함께 할 일이 조금 있을 것 같은데...,786
2506,"연금술은 흔히 물약을 만드는 일이라고만 생각하는데, 아키움을 쪼개거나 보름돌과 염료를 만드는 등 다양한 역할을 한답니다.",786
2507,재료를 구하는 것이 쉽진 않죠?,787
2508,재료를 가장 빨리 구하는 방법은 직접 키우는 것이랍니다. 허수아비 텃밭을 십분 활용하세요.,787
2509,3단계 물약을 만들 수 있을 정도로 연금 숙련도가 올랐을 때 제게 오세요. 당신과 함께 물약을 만들고 싶어요.,788
2510,연금술을 열심히 익히고 있나요? 연금술 숙련을 게을리하지 마세요.,788
2511,연금술은 험한 세상을 살아가는데 꼭 필요한 능력이지요.,788
2514,재료를 가장 빨리 구하는 방법은 직접 키우는 것이랍니다. 허수아비 텃밭을 십분 활용하세요.,791
2515,재료를 구하시기가 정 어렵다면 경매장을 이용해보는 건 어떠세요?,791
2519,"조심해. 이 낡은 여신상을 만지는 순간, 물이 차오를 거야. 그러면 저 안개 괴물들이 이곳까지 내려올지도 몰라.",789
2520,어서 도망쳐! 저 위에 안개 괴물이 있어. 여기 물이 차오르면 여기까지 내려올지도 몰라!,793
2521,재료를 구하는 것이 쉽진 않죠?,794
2522,재료를 가장 빨리 구하는 방법은 직접 키우는 것이랍니다. 허수아비 텃밭을 십분 활용하세요.,794
2525,재료를 구하는 것이 쉽진 않죠?,796
2526,재료를 가장 빨리 구하는 방법은 직접 키우는 것이랍니다. 허수아비 텃밭을 십분 활용하세요.,796
2530,재료를 가장 빨리 구하는 방법은 직접 키우는 것이랍니다. 허수아비 텃밭을 십분 활용하세요.,798
2531,재료를 구하시기가 정 어렵다면 경매장을 이용해보는 건 어떠세요?,798
2538,나무는 잘 자라고 있습니까?,800
2541,나무는 잘 자라고 있습니까?,802
2546,채집 숙련도를 올려보세요. 그래서 제 일도 좀 도와주세요. 호호.,805
2547,진귀한 수확물을 더 많이 얻고 싶다고요? 그럼 채집을 열심히 하세요. 더 많은 기회가 생길 거에요.,805
2548,꽃들은 잘 자라고 있나요?,806
2549,너른소매 마을 카키도 이번 축제에 참가한대요.,806
2552,꽃들은 잘 자라고 있나요?,804
2553,우윳빛 강 마을 코라트도 이번 축제에 참가한대요.,804
2554,나무 거인을 상대할 생각이면 마을에 있는 장작을 모아 횃불을 만들어 던지게나.,808
2555,언젠가 저 지긋지긋한 나무 거인도 이곳을 공격하는걸 멈추겠죠?,809
2556,혹시 용열매 가지고 있나? 이 무지개 장치에 쓰면 재미난 일이 일어날지도 모르는데 말이야.,550
2557,나에게 도전할 생각을 하다니. 배짱도 좋구나?,810
2558,이번 세자비는 누가 간택되려나. 당신도 내기에 참가해봐요!,811
2559,마리안 노르예트랑 마리안 트리스테 중에 누가 더 예쁠까요?,811
2560,그레고의 소문은 들었습니다.,257
2561,이런 날씨에는 트리스테 극단 구경이나 하면 참 좋을 텐데 말이죠.,812
2562,"그레고, 참 안타까운 일이에요.",258
2563,"노르예트 가문에서 뱃사람을 뽑는다는데, 취직이 안 되면 거기나 가보려 하오.",813
2564,위어드윈드에서 황금 평원으로 갈 기술자를 뽑는다는데... 생각 있소?,813
2565,모르페우스와 그레고는 친구였는데 말이죠.,259
2567,내가 만약 배심원이 된다면...,667
2571,명예로운 죽음...보다는 우아한 죽음을 위하여!,815
2584,알렉시스 아저씨가 학 접어준 댔었는데...보고 싶다.,817
2585,마엘와스 할아버지는 맨날 당근만 먹어.,817
2586,전우의 시체를 넘고 넘어 앞으로 앞으로...십자로야 잘 있거라 우리는 전진한다아아....,817
2587,두껍아 두껍아 헌 집 줄게 새 집 다오.,817
2588,아빠가 해준 스프 먹고 싶다.,817
2589,엄마 또 저승의 문 갔을까. 나보고는 가지 말래 놓고....보고 싶다.,817
2590,사물이 파란색 느낌표를 띄우고 있다면 F키를 이용해 사용할 수 있다는 뜻이야.,771
2591,나무에 다가가 F키를 누르면 나무를 오를 수 있어. 하지만 모든 나무에 올라갈 수 있는 건 아니야.,773
2593,지금까지 배운 세 가지 능력 모두 마음에 들어? 현재 배운 능력을 바꾸고 싶다면 능력 관리인을 찾아가보도록 해.,777
2597,"W,A,S,D 키를 이용하면 이동할 수 있어. 마우스로 이동하고 싶으면 ""환경설정""에서 ""마우스 이동""을 설정하면 돼.",770
2599,꼬꼬댁~꼬꼬,776
2600,이건 우물이야. 마을이나 주거 지역엔 우물이 있는데 농작물이나 가축을 키우려면 물 뜨는 방법을 알아야 할 거야. 가까이 와서 F키를 눌러봐.,776
2610,내 귀여운 가르바슈가 먹을 고기를 어서 가져와야 할 텐데.,819
2611,살인을 저지르다니!,763
2612,세상에 저런 나쁜 놈이 있나!,763
2613,명예로운 죽음이고 뭐고 너무 힘드네요.,816
2639,새로운 기술을 배웠다면 연계기를 사용할 수 있을 거야. 기술을 사용 후 다른 기술을 사용하게 되면 연계 효과가 발생하는데 능력마다 차이가 있으니 기술설명을 잘 읽어보도록 해.,772
2640,화면 하단에 번호가 적힌 곳이 보이지? 강력한 기술들이니 공격 대상을 선택 후 번호를 눌러 사용하도록 해.,779
2641,사냥할 때 탈것을 옆에 불러놓으면 빠르게 성장할 거야. 경험치가 나뉘어 자신의 성장을 방해한다거나 하는 일은 없을 테니 여행의 동반자와 함께하도록 해.,775
2647,함께 하던 탈것이 공격을 받아 쓰러지면 마구간지기를 만나보도록 해. 그는 다친 탈것을 치료해주니까 말이야.,790
2652,이 동그란 것이 무엇이라고 생각해? 바로 편지를 주고받을 수 있는 우편함이야.,780
2653,우편함은 친구와 우정을 나누고 연인과 사랑을 나눌 때 사용하는 것이지. 아이템도 주고받을 수 있으니 참고하라고.,780
2654,가방을 열어서 날틀을 장착한 후 단축키창의 오른쪽 끝에 있는 날틀 사용[Shift + =]을 눌러서 신 나게 날아봐!,784
2658,이봐~! 이 문 너머로 가보지 않을래?,781
2659,"델피나드의 별이 있다면 으리으리한 집과 아기자기한 가구들을 살 수 있어. 지금은 살 수 없을 테지만, 구경 정도야 공짜로 얼마든지 가능하지.",781
2660,델피나드의 별은 나중에 무역을 통해 얻을 수 있으니 기회가 되면 꼭 해봐.,781
2680,퀘스트를 하기 위해 물건을 찾아야 한다면 반짝이는 곳을 잘 살펴봐. 그게 아마 네가 찾는 것일 테니까.,822
2681,이봐! 떠나기 전에 공간 기록서에 기록은 한 거야?,823
2682,공중에 떠있는 책 말이야. 가까이 가서 F키를 눌러봐. 그러면 그 장소를 기억할 수 있게 될 거야. 기억하면 뭐가 좋으냐고?,823
2683,네가 마지막으로 기록한 장소로 가고 싶을 때 기술단축창에 있는 아련한 공간의 기억[Shift + 9]을 사용하면 그곳으로 단번에 갈 수 있어.,823
2684,어때 멋지지? 하지만 한 번 사용하면 30분을 기다려야 하니 중요한 순간에 사용하도록 해.,823
2806,하아.. 트리스테 가문의 영광이..,825
2823,"하리하랄라야의 대군이 물밀 듯이 하리하라 대륙 북부로 내달렸을 때, 당시 이니스테르의 늙은 왕비는 바다로 뛰어들었다 하지. 왕도 가문의 보검을 꺼내 자기 목을 치려 할 때, 어디선가 작은 소리가 들렸다 하지. 작고 희미한 뿔나팔 소리가. 반나절 뒤에, 바다를 건너온 초승달 왕좌 군대가 왕성 근처까지 왔다 하지.",821
2824,"세계를 돌아다니는 강령술사의 이야기를 들은 적 있나. 뱃사람들에게는 술값을, 학자들에게는 옛 공예품을 보여주며 바다 너머의 땅에 관해 속삭이지. 그곳에 가면 큰돈을 얻을 수 있다고. 출발한 자들은 하나같이 돌아오지 못했어. 아니, 항상 한 명만 돌아왔지. 같이 갔던 강령술사의 부하 또는 강령술사 만이.",821
2825,"적에게 둘러싸였을 때, 에오카드들은 영혼제를 끝마치라고 외쳤네. 백은가지는 휘파람 부는 자의 손에서 흐른 피를 머금고 빛났다네. 빛이 솟아오르고 적들은 먼지처럼 분쇄되었네. 살아남은 에오카드가 어깨에 손을 얹었을 때, 휘파람 부는 자는 백은가지와 함께 모래성처럼 무너져내렸네. 기억하라. 그 이름 카이로프를.",821
2826,"메르간은 칼을 꽂으라고 외쳤지. 아바란이 강령술사의 가슴에 단검을 찔러넣었어. 하지만 강령술사는 오히려 비웃었지. 그때 쓰러져 있던 싱켈트가 일어나서 강령술사를 붙잡고는 모두에게 피하라고 외쳤어. 다들 빠져나왔을 때, 큰 소리와 함께 그 성은 무너졌지. 고원에 돌아간 용사들은 내게 이야기를 전했지.",821
2827,"랑그레이의 칼에 눈을 찔린 하비엘은 갑판에서 떨어졌지. 그가 하나 남은 눈으로 마지막으로 본 것은, 타오르며 가라앉는 붉은수염호였지. 하비엘이 다시 정신을 차린 곳은 이니스테르의 어느 해안이었어. 어떻게 거기까지 왔는지는 몰랐지만 구해준 이들이 누구인지는 분명했지. 바로 페레들. 신의 채찍이었어.",821
2828,아... 누이안과는 지금 대화를 나눌 기분이 아니군요. 다음에 대화 나눌 기회가 있겠죠.,214
2829,이프나의 사명을 물려 받은 자로서 이 정도 시련은 참을 수 있어요.,826
2830,집을 짓거나 농사를 지을 땐 노동력을 사용하지.,827
2871,떠돌이인가? 내가 굳이 해줄 조언은 없는 것 같으니 이만 비켜주게.,829
2875,분홍학 놀이터에 오신 걸 환영해요.,832
2876,1층은 주화 한개를 사용하는 기계들이 있답니다. 중앙에 저 큰 기계는 주화 열개를 사용 하구요.,832
2877,가방이 가득차 있다면 주화를 얻을 수 없으니 주의 하세요.,832
2878,시원한 음료 한잔 어떠세요?,832
2879,당신의 행운을 빌어요.,832
2880,점수판을 보시면 어떤 그림을 맞추어야 하는지 알 수 있답니다.,832
2881,분홍학 놀이터에 오신 걸 환영해요.,833
2882,2층은 주화 다섯개를 사용하는 기계들이 있답니다.,833
2883,가방이 가득차 있다면 주화를 얻을 수 없으니 주의 하세요.,833
2884,시원한 음료 한잔 어떠세요?,833
2885,당신의 행운을 빌어요.,833
2886,점수판을 보시면 어떤 그림을 맞추어야 하는지 알 수 있답니다.,833
2887,키프로사의 빛을 가져오면 델피나드의 별로 바꿔줄게루루.,834
2888,기념주화 수집은 좋은 취미 활동이다루루.,835
2889,기념주화 한 개마다 델피나드의 별 10개로 바꿔준다루루.,836
2891,"진의 위엄을 가지고 있는 사람을 보면, 정말 고마운 마음이 생긴다루루.",837
2894,"아아! 잠깐 초원의 햇살을 뒷목에 대고 졸고 있었는데, 무슨 일입니까?",839
2895,혹시 초원 감시단이 이 곳으로 온다는 얘기를 더 듣지 못했습니까?,839
2896,"별 일 없는데 왜 농부들은 호들갑인지 모르겠습니다, 안 그렇습니까?",839
2897,으으...,840
2903,열쇠만 찾으면 이곳에서 벗어날 수 있을텐데...,641
2910,"하아... 계속되는 산사태로 집도 잃고, 가족도 잃고... ",844
2911,다 같이 힘을 모아 열심히 복구 중입니다만 쉽진 않네요. ,844
2912,왜 산사태가 자주 일어나는지 아는사람이 있으면 당장이라도 해결방법을 찾아내러 뛰어갈텐데...,844
2913,지원자 중에서 얼마전에 아내를 잃으신 분이 계신데 가끔씩 이성을 잃으시는데 지켜보는 저희가 더 마음이 아파요. 힘드신 것 같아서 마을로 돌아가시라고 말씀드리는데도 대화가 잘 안통하네요. 하하...,845
2914,돌무더기를 빨리 치워내야 한사람이라도 더 구할 수 있을텐데...,845
2915,저는 생존자를 찾으면 치료를 해드리고있어요. 마을에 지원 요청을 하고싶어도 연로하신 분들이 많으셔서 쉽지는 않네요.,845
2916,나중에 이야기 합시다. 한시라도 빨리 돌더미들을 치워야 한사람이라도 더 살릴 수 있단 말이오!,841
2917,이 돌더미들은 언제 다 치운담... 하아...,841
2918,대부분 여자들만 남아있을때 산사태가 일어나 여자들이 많이 다쳤습니다. ,841
2919,이거야 원.. 이 돌더미 아래 얼마나 더 깔려있을지 알 수 없으니...,841
2920,방해되니 저리좀 가시오!,841
2921,그렇게 한가하면 작업 좀 도와주시오!,841
2926,도끼를 계속 메고 있으려니...어깨 결리는 군.,847
