id,tag_id,skill_id
2373,1157,13084
2374,1157,13085
2375,1157,13086
2376,1157,13087
2377,1157,13088
2378,1157,13089
2379,1157,13090
2380,1157,13174
2381,1157,13625
2382,1157,13788
2383,1157,13789
2384,1157,13794
2385,1157,13800
2386,1157,13801
2387,1157,13802
2388,1157,13820
2389,1157,13821
2390,1111,22253
2391,1157,13967
2392,1157,13970
2393,1157,13971
2394,1157,13972
2395,1157,13973
2396,1157,13974
2397,1157,13975
2398,1157,13976
2399,1157,13977
2400,1157,13978
2401,1157,13980
2402,1157,13981
2403,1157,13982
2404,1157,13983
2405,1157,13984
2406,1157,13985
2407,1157,13986
2408,1157,13987
2409,1157,13988
2410,1157,13989
2411,1157,13990
2412,1157,13991
2413,1157,13992
2414,1157,13993
2415,1157,13994
2416,1157,14113
2417,1157,14114
2418,1157,14115
2419,1157,14238
2420,1157,14239
2421,1157,14240
2422,1157,14241
2423,1157,14242
2424,1157,14533
2425,1157,14534
2426,1157,14535
2427,1157,14536
2428,1157,14537
2429,1157,14574
2430,1157,14575
2431,1157,14579
2432,1157,14580
2433,1157,14581
2434,1157,14582
2435,1157,14604
2436,1157,14605
2437,1157,14606
2438,1157,14607
2439,1157,14608
2440,1157,14611
2441,1157,14612
2442,1157,14613
2443,1157,14614
2444,1157,14615
2445,1157,14616
2446,1157,14617
2447,1157,14618
2448,1157,14619
2449,1157,14620
2450,1157,14621
2451,1157,14622
2452,1157,14623
2453,1157,14624
2454,1157,14625
2455,1157,14626
2456,1157,14641
2457,1157,14642
2458,1157,14643
2459,1157,14644
2460,1157,14645
2461,1157,14646
2462,1157,14647
2463,1157,14693
2464,1157,14694
2465,1157,14695
2466,1157,14696
2467,1157,14697
2468,1157,14737
2469,1157,14738
2470,1157,14740
2471,1157,14999
2472,1157,15000
2473,1157,15001
2474,1157,15002
2475,1157,15004
2476,1157,15005
2477,1157,15006
2478,1157,15007
2479,1157,15008
2480,1157,15009
2481,1157,15010
2482,1157,15011
2483,1157,15012
2484,1157,15013
2485,1157,15014
2486,1157,15015
2487,1157,15016
2488,1157,15017
2489,1157,15018
2490,1157,15019
2491,1157,15020
2492,1157,15021
2493,1157,15022
2494,1157,15023
2495,1157,15053
2496,1157,15086
2497,1157,15114
2498,1157,15194
2499,1157,15344
2500,1157,15426
2501,1157,15617
2502,1157,15618
2503,1157,15619
2504,1157,15620
2505,1157,15621
2506,1157,15687
2507,1157,15688
2508,1157,15689
2509,1157,15690
2510,1157,15691
2511,1157,15874
2512,1157,16653
2513,1157,16766
2514,1157,16768
2515,1157,16769
2516,1157,16770
2517,1157,16771
2518,1157,16773
2519,1157,16774
2520,1157,18109
2521,1157,18110
2522,1157,18111
2523,1157,18112
2524,1157,18113
2525,1157,18852
2526,1157,19037
2527,1157,19173
2528,1157,19174
2529,1157,19175
2530,1157,19176
2531,1157,19177
2532,1157,19178
2533,1157,19179
2534,1157,19180
2535,1157,19181
2536,1157,19182
2537,780,22257
2538,402,22267
2539,1157,19183
2540,1157,19184
2541,1157,19185
2542,1157,19186
2543,1157,19187
2544,1157,19188
2545,1157,19782
2546,1157,19783
2547,1157,19784
2548,1157,19785
2549,1157,19786
2550,1157,19788
2551,1157,19789
2552,1157,19790
2553,1157,19791
2554,1157,19792
2555,1157,19793
2556,1157,19794
2557,1157,19795
2558,1157,19796
2559,1157,19797
2560,1157,19798
2561,1157,19799
2562,1157,19800
2563,1157,19801
2564,1157,19802
2565,1157,19803
2566,1157,19804
2567,1157,19805
2568,1157,19806
2569,1157,19807
2570,1157,19808
2571,1157,19809
2572,1157,19810
2573,1157,19811
2574,1157,20486
2575,1157,20487
2576,1157,20488
2577,1157,20489
2578,1157,20492
2579,1157,20494
2580,1157,20592
2581,1157,20595
2582,1157,20606
2583,1157,20607
2584,1157,20610
2585,1157,20678
2586,1157,20705
2587,1157,20706
2588,1157,20707
2589,1157,20779
2590,1157,20780
2591,1157,20781
2592,1157,20782
2593,1157,20783
2594,1157,20784
2595,1157,20785
2596,1157,20789
2597,1157,20790
2598,1157,21528
2599,1157,21581
2600,1157,21582
2601,1157,21589
2602,1157,21603
2603,1157,21858
2604,1157,21906
2605,1157,21987
2606,1157,22040
2607,1157,19787
2608,204,21538
2609,204,21541
2610,204,21548
2611,204,21010
2612,204,21558
2613,204,12593
2614,204,12630
2615,204,12614
2616,204,12613
2617,204,12618
2618,402,22283
2619,640,22283
2620,450,20256
2621,450,20999
2622,450,20323
2623,450,20387
2624,204,22330
2625,204,22331
2626,204,22332
2627,204,22333
2628,204,22334
2629,204,22335
2630,204,22336
2631,204,22337
2632,204,22338
2633,204,22339
2634,1162,22330
2635,1162,22331
2636,1162,22332
2637,1162,22333
2638,1162,22334
2639,1162,22335
2640,1162,22336
2641,1162,22337
2642,1162,22338
2643,1162,22339
2644,655,13196
2645,356,22436
2646,1157,22436
2648,176,22443
2649,378,22443
2650,7,22455
2651,356,22455
2652,7,22466
2653,356,22466
2654,7,22467
2655,356,22467
2656,1157,22477
2657,402,22480
2658,402,22481
2659,154,22488
2660,10,22492
2662,7,22499
2663,356,22499
2664,1157,22501
2665,7,22506
2666,356,22506
2667,9,22507
2668,7,22508
2669,356,22508
2670,7,22509
2671,356,22509
2672,1157,22512
2673,1157,22515
2674,402,22520
2675,402,22522
2676,402,22523
2677,402,22524
2680,204,22526
2681,204,22527
2682,1029,22518
2683,1195,10594
2684,1157,22566
2685,402,22567
2686,1157,22567
2687,402,22568
2688,1157,22568
2689,402,22569
2690,1157,22569
2691,402,22570
2692,1157,22570
2693,1157,22573
2694,1106,22580
2695,1106,22581
2696,1157,22593
2697,1157,22594
2698,1157,22595
2699,1157,22596
2700,1157,22597
2701,1157,22598
2702,1157,22599
2703,1157,22600
2704,1157,22601
2705,1157,22602
2706,1157,22603
2707,1157,22604
2708,1157,22605
2709,1157,22606
2710,1157,22607
2711,1157,22608
2712,1157,22609
2713,1157,22610
2714,1157,22611
2715,1157,22612
2716,1157,22613
2717,1157,22614
2718,1157,22615
2719,1157,22616
2720,1157,22617
2721,1157,22618
2722,1157,22619
2723,1157,22621
2724,1157,22622
2725,1157,22623
2726,1157,22624
2727,1157,22625
2728,1157,22626
2729,1157,22627
2730,1157,22628
2731,1157,22629
2732,1157,22630
2733,1157,22631
2734,1157,22632
2735,1157,22633
2736,1157,22634
2737,1157,22635
2740,10,22647
2741,10,22648
2742,934,22585
2743,375,22585
2744,1214,22214
2745,1214,22213
2746,1,22668
2747,1195,16926
2748,1195,17714
2749,1195,11216
2750,357,22670
2751,357,22672
2752,357,22674
2753,402,22317
2754,375,22678
2755,375,11000
2756,375,22561
2757,375,22512
2758,375,22515
2759,1157,22680
2760,1157,22681
2761,1157,22682
2762,1157,22683
2763,1157,22684
2764,1217,16287
2765,1217,14486
2766,1217,14464
2767,1217,14477
2768,1217,14474
2769,1217,14461
2770,1217,14465
2771,1217,14492
2772,1217,14489
2773,1217,14479
2774,1217,14452
2775,1217,14469
2776,1217,14482
2777,1217,14862
2778,1217,14487
2779,1217,14471
2780,1217,14494
2781,1217,14475
2782,1217,14477
2783,1217,14488
2784,1217,14470
2785,1217,14454
2786,1217,14483
2787,1217,14460
2788,1217,14459
2789,1217,14467
2790,1217,14462
2791,1217,14484
2792,1217,14493
2793,1217,14480
2794,1217,14472
2795,1217,14453
2796,1217,14451
2797,1217,14466
2798,1217,14456
2799,1217,14490
2800,1217,14478
2801,1217,14463
2802,1217,14458
2803,1217,14476
2804,1217,14473
2805,1217,14455
2806,1217,14485
2807,1217,14457
2808,1217,14491
2809,1217,15229
2810,1217,13734
2811,1217,10594
2812,402,22560
2813,358,22693
2814,450,22693
2815,1116,22693
2816,10,22699
2817,358,22700
2818,1157,22705
2819,834,22719
2820,402,22722
2821,1157,22722
2822,402,22640
2823,144,22738
2824,331,22758
2825,1217,22758
2826,1217,16941
2829,1217,14901
2830,7,22771
2831,356,22771
2832,1157,22771
2833,356,22786
2834,904,22796
2835,904,22797
2836,904,22798
2837,904,22799
2838,904,22800
2839,904,22801
2840,904,22802
2841,904,22803
2842,1157,13791
2843,904,22804
2844,904,22805
2845,904,22806
2846,7,22807
2847,356,22807
2848,109,22808
2849,904,22808
2850,904,22809
2851,904,22810
2852,904,22811
2854,356,22818
2855,7,22819
2856,356,22819
2857,1157,22819
2859,402,22850
2860,402,22727
2861,296,22853
2862,450,22853
2863,30,11731
2866,375,22886
2867,375,22887
2868,934,22887
2869,1255,22898
2870,1255,22907
2871,1255,22908
2872,1157,22910
2873,356,22911
2874,356,22912
2875,356,22913
2876,356,22914
2877,356,22915
2878,1255,22928
2879,1258,22903
2880,1258,22909
2881,402,22957
2882,520,22959
2883,904,22959
2884,378,22960
2885,484,22960
2886,885,22960
2887,109,22961
2888,378,22961
2889,331,22978
2890,1217,22978
2891,331,22979
2892,1217,22979
2893,144,22954
2894,357,22994
2895,357,22995
2896,357,22996
2897,1157,23003
2898,357,23004
2899,296,23006
2900,450,23006
2901,357,23007
2902,357,23008
2903,356,23025
2904,1157,23025
2905,356,23026
2906,1157,23026
2907,356,23027
2908,1157,23027
2909,357,23038
2910,1106,23048
2911,1157,23061
2912,296,23077
2913,450,23077
2914,331,23080
2915,331,23081
2916,375,23084
2917,1106,23085
2918,357,23087
2919,375,23088
2920,1157,23093
2921,375,23093
2922,375,15018
2923,375,15014
2924,375,15022
2925,375,15009
2926,375,19186
2927,375,15000
2928,356,23098
2929,1157,23098
2930,934,23099
2931,375,23099
2932,375,23100
2935,296,23114
2936,450,23114
2937,809,23120
2938,296,23129
2939,450,23129
2940,7,23132
2941,356,23132
2942,1157,23132
2943,356,23133
2944,1157,23133
2945,356,23134
2946,1157,23134
2947,1157,23143
2948,296,23144
2949,450,23144
2951,7,23155
2952,1111,23162
2953,1111,23163
2954,1111,23164
2955,1111,23165
2957,450,23136
2958,1111,23193
2959,7,23198
2960,356,23198
2961,1157,23198
2962,1157,23199
2963,356,23205
2964,1157,23253
2965,375,23266
2966,375,23268
2967,934,23268
2968,357,23276
2969,356,23293
2970,356,23293
2971,1157,23293
2972,356,23294
2973,356,23294
2974,1157,23294
2975,356,23295
2976,1157,23295
2977,356,23296
2978,1157,23296
2979,356,23297
2980,1157,23297
2981,402,23298
2983,9,23302
2984,9,23303
2985,9,23304
2986,9,23305
2987,9,23306
2988,1157,23308
2989,1157,23312
2990,402,23313
2991,1157,23313
2992,402,23314
2993,1157,23314
2994,402,23315
2995,1157,23315
2996,402,23316
2997,1157,23316
2998,1303,13794
2999,1303,13800
3000,1303,13801
3001,1303,13802
3002,1303,13820
3003,1303,13821
3004,1303,13967
3005,1303,13970
3006,1303,13971
3007,1303,13972
3008,1303,13973
3009,1303,15426
3010,1303,16768
3011,1303,20782
3012,1303,20783
3013,1303,16771
3014,1303,20592
3015,1303,20595
3016,1303,20606
3017,1303,20607
3018,1303,20678
3019,1303,20705
3020,1303,20706
3022,1303,20781
3023,1303,20784
3024,1303,13791
3025,1303,22819
3026,1303,22910
3027,1303,23025
3028,1303,23026
3029,1303,23027
3030,1303,23132
3031,1303,23133
3032,1303,20779
3033,1303,20780
3034,1303,20785
3035,1303,23143
3036,1157,23336
3037,1303,23336
3038,450,23342
3039,356,23345
3040,1157,23345
3041,1303,23345
3042,356,23346
3043,1157,23346
3044,1303,23346
3045,1157,23350
3046,1303,23350
3047,356,23363
3048,1157,23363
3049,1303,23363
3050,1157,23391
3051,375,23391
3052,375,15857
3053,356,23417
3054,1157,23417
3055,356,23421
3056,402,23421
3057,402,23422
3058,356,23422
3059,358,23425
3060,358,23426
3061,358,23427
3062,356,23173
3063,1157,23173
3064,9,23428
3065,9,23429
3066,358,23440
3067,834,23440
3068,358,23443
3069,450,23443
3070,1116,23443
3071,375,23464
3072,296,17657
3073,357,23474
3074,1157,23479
3075,1157,23480
3076,1157,23481
3077,1157,23482
3080,331,23494
3081,331,23496
3082,331,23497
3083,331,23501
3084,934,23539
3085,375,23539
3096,358,23551
3097,1029,23558
3098,1024,23558
3099,1,23560
3100,357,23569
3101,357,23570
3102,357,23571
3103,357,23572
3104,357,23573
3105,934,23603
3106,402,23603
3107,366,23603
3110,1,23626
3111,1,23627
3112,1024,23628
3114,357,23653
3115,357,23655
3116,357,23658
3117,357,23659
3118,868,23664
3119,1318,23511
3120,1318,23509
3121,482,23680
3122,402,23696
3123,1157,23696
3124,357,23711
3125,357,23718
3126,357,23727
3127,402,23728
3128,402,23729
3129,356,23740
3130,1157,23740
3131,402,23741
3132,296,23753
3133,450,23753
3134,332,23756
3135,10,23759
3158,1157,23780
3159,356,23792
3160,450,23800
3161,450,23801
3162,450,23802
3163,450,23803
3164,450,23804
3165,1157,23825
3166,482,23834
3167,1024,23839
3168,358,22267
3169,358,19622
3170,358,23848
3171,450,23848
3172,1116,23848
3173,356,23860
3174,1157,23860
3175,375,23143
3176,375,23884
3177,934,23884
3178,356,23921
3179,1157,23921
3180,375,23931
3181,1348,21571
3183,482,23970
8000002,1157,8000002
8000003,402,8000015
8000004,1157,8000015
