id,buff_id,chance,stack,ab_level
3172,1743,100,1,0
3173,1692,100,1,0
3174,1749,100,1,0
3181,1745,100,1,0
3183,1746,100,1,0
3189,1755,100,1,0
3190,1755,100,1,0
3191,1755,100,1,0
3195,1752,100,1,0
3198,1480,100,1,0
3199,1752,100,1,0
3200,808,20,1,0
3201,141,100,1,0
3203,1742,25,1,0
3205,1742,100,1,0
3206,1742,100,1,0
3207,1757,100,1,0
3209,1759,100,1,0
3210,1760,100,1,0
3215,1762,100,1,0
3221,1763,100,1,0
3224,1766,100,1,0
3225,1767,100,1,0
3228,808,33,1,0
3230,1769,100,1,0
3231,1769,100,1,0
3232,2805,100,1,0
3238,1771,100,1,0
3239,2796,100,1,0
3243,1773,100,1,0
3246,1775,100,1,0
3247,1776,100,1,0
3250,1755,100,1,0
3252,1786,100,1,0
3254,2796,100,1,0
3255,1780,100,1,0
3258,1772,100,1,0
3259,1783,100,1,0
3269,1787,100,1,0
3274,939,100,1,0
3281,1795,100,1,0
3282,1797,100,1,0
3284,1798,100,1,0
3285,1799,100,1,0
3289,439,100,1,0
3292,2791,100,1,0
3296,1801,100,2,0
3297,1801,100,1,0
3299,1801,100,1,0
3300,1801,100,2,0
3301,1801,100,1,0
3302,1801,100,1,0
3320,1803,100,1,0
3321,1803,100,1,0
3322,1803,100,1,0
3323,1803,100,1,0
3324,1803,100,1,0
3325,1803,100,1,0
3326,1803,100,1,0
3327,1803,100,1,0
3328,1803,100,1,0
3329,1803,100,1,0
3330,1803,100,1,0
3331,1803,100,1,0
3332,1803,100,1,0
3337,1926,100,1,0
3347,1833,100,1,0
3349,1807,100,1,0
3350,1831,100,1,0
3351,1834,100,1,0
3356,1680,100,1,0
3357,1837,100,1,0
3360,2805,100,1,0
3361,1839,100,1,0
3362,1840,100,1,0
3364,1840,100,1,0
3366,1842,100,1,0
3368,500,100,1,0
3369,1843,100,1,0
3371,1250,100,1,0
3372,1239,100,1,0
3373,1644,100,1,0
3374,1692,100,1,0
3379,1853,100,1,0
3381,1860,100,1,0
3386,1861,100,1,0
3387,808,33,1,0
3388,2796,100,1,0
3396,2029,100,1,0
3400,1866,100,1,0
3401,128,100,1,0
3402,245,100,1,0
3403,1474,100,1,0
3407,439,100,1,0
3408,1867,100,1,0
3409,1868,100,1,0
3412,1869,100,1,0
3415,1870,100,1,0
3416,1871,100,1,0
3417,1692,100,1,0
3419,1872,100,1,0
3420,1873,100,1,0
3425,1480,100,1,0
3429,1878,100,1,0
3430,1880,100,1,0
3436,1881,100,1,0
3437,1882,100,1,0
3438,829,100,1,0
3446,1899,100,1,0
3447,1892,100,1,0
3448,1893,100,1,0
3449,1894,100,1,0
3450,1895,100,1,0
3451,1896,100,1,0
3452,1897,100,1,0
3454,1898,100,1,0
3458,1900,100,1,0
3459,1901,100,1,0
3460,1902,100,1,0
3461,1903,100,1,0
3463,1904,100,1,0
3464,1905,100,1,0
3466,1070,100,1,0
3467,1907,100,1,0
3468,1908,100,1,0
3469,1778,100,1,0
3470,1909,100,1,0
3471,1911,100,1,0
3473,1913,100,1,0
3474,828,100,1,0
3476,1915,100,1,0
3480,1922,100,1,0
3484,1924,100,1,0
3488,1772,100,1,0
3490,1732,100,1,0
3491,1927,100,1,0
3492,1928,100,1,0
3494,1931,100,1,0
3500,1921,100,1,0
3501,1920,100,1,0
3504,1932,100,1,0
3507,1803,100,1,0
3509,1938,100,1,0
3510,138,100,1,0
3511,1939,100,1,0
3514,1940,100,1,0
3516,1862,100,1,0
3517,1941,100,1,0
3518,1942,100,1,0
3519,1943,70,1,0
3521,1944,100,1,0
3522,1946,100,1,0
3525,1356,100,1,0
3526,1950,100,1,0
3528,1456,100,1,0
3530,1912,100,1,0
3532,1951,100,1,0
3533,1952,100,1,0
3534,1953,100,1,0
3537,138,100,1,0
3538,138,100,1,0
3541,1955,100,1,0
3542,1919,100,1,0
3543,1956,100,1,0
3544,1925,100,1,0
3545,1957,100,1,0
3546,1874,100,1,0
3547,1645,100,1,0
3548,1772,100,1,0
3549,156,100,1,0
3550,1958,100,1,0
3551,1238,100,1,0
3552,1760,100,1,0
3555,1959,100,1,0
3556,1960,100,1,0
3557,1961,100,1,0
3558,1906,100,1,0
3561,1962,100,1,0
3564,1964,100,1,0
3565,1963,100,1,0
3568,1969,100,1,0
3569,1968,100,1,0
3570,1970,100,1,0
3571,1411,100,1,0
3572,1436,100,1,0
3573,2791,100,1,0
3578,1973,100,1,0
3579,1974,100,1,0
3582,1975,70,1,0
3583,1439,100,1,0
3588,1447,100,1,0
3590,1978,100,1,0
3591,156,100,1,0
3592,1976,100,1,0
3596,1755,100,1,0
3597,1755,100,1,0
3599,1980,100,1,0
3600,1981,5,1,0
3601,1982,100,1,0
3605,1155,100,1,0
3614,1990,100,1,0
3616,1991,100,1,0
3617,1993,100,1,0
3618,1438,100,1,0
3619,1923,100,1,0
3622,1994,100,1,0
3623,1241,100,1,0
3624,844,100,1,0
3625,1996,100,1,0
3626,1995,100,1,0
3628,1998,100,1,0
3630,1405,100,1,0
3631,1416,100,1,0
3633,2000,100,1,0
3635,2001,100,1,0
3636,2002,100,1,0
3637,1758,100,1,0
3642,2005,100,1,0
3645,2010,100,1,0
3646,1537,100,1,0
3648,1537,100,1,0
3652,758,100,1,0
3654,2015,100,1,0
3656,2014,100,1,0
3658,2018,100,1,0
3660,2019,100,1,0
3661,1098,100,1,0
3662,1083,50,1,0
3664,1693,100,1,0
3665,197,33,1,0
3666,1708,100,1,0
3671,2020,100,1,0
3673,1536,100,1,0
3674,2021,100,1,0
3682,1956,100,1,0
3683,2029,100,1,0
3685,2796,100,1,0
3686,1232,100,1,0
3687,1232,100,1,0
3689,2030,100,1,0
3690,2031,100,1,0
3692,2032,100,1,0
3693,2033,100,1,0
3696,1871,100,1,0
3697,242,100,1,0
3698,128,100,1,0
3699,243,100,1,0
3703,1944,100,1,0
3704,1944,100,1,0
3705,138,100,1,0
3708,2796,100,1,0
3710,1039,100,1,0
3714,502,100,1,0
3715,2039,100,1,0
3716,2039,100,1,0
3717,2039,100,1,0
3718,2039,100,1,0
3719,2039,100,1,0
3720,1633,100,1,0
3721,2032,100,1,0
3722,2033,100,1,0
3723,2044,100,1,0
3724,2045,100,1,0
3725,845,100,1,0
3726,2046,100,1,0
3727,2047,100,1,0
3728,2796,100,1,0
3730,1447,100,1,0
3731,2050,100,1,0
3732,2049,100,1,0
3735,2796,100,1,0
3738,1800,100,1,0
3740,1972,100,1,0
3741,2052,100,1,0
3745,2054,100,1,0
3746,247,100,1,0
3747,2055,100,1,0
3748,2056,100,1,0
3753,2064,100,1,0
3754,2057,100,1,0
3755,2061,100,1,0
3756,2061,100,1,0
3757,2059,100,1,0
3758,2058,100,1,0
3761,985,100,1,0
3764,2066,100,1,0
3766,2067,100,1,0
3768,2068,100,1,0
3772,2070,100,1,0
3773,2071,100,1,0
3774,2071,100,1,0
3775,2071,100,1,0
3778,1434,100,1,0
3779,2074,100,1,0
3780,2075,100,1,0
3781,2078,100,1,0
3782,2079,100,1,0
3783,2080,100,1,0
3784,2083,100,1,0
3785,2084,100,1,0
3786,2085,100,1,0
3787,2088,100,1,0
3788,2089,100,1,0
3789,2090,100,1,0
3790,2073,100,1,0
3791,1238,100,1,0
3792,1238,100,1,0
3793,1238,100,1,0
3816,2107,100,1,1
3817,2108,100,1,1
3818,2109,100,1,1
3819,2110,100,1,1
3822,2112,100,1,1
3823,2113,100,1,0
3824,2114,100,1,0
3826,2115,100,1,1
3827,2116,100,1,1
3834,127,100,1,1
3835,127,100,1,1
3837,4712,100,1,0
3838,4712,100,1,0
3840,2125,100,1,1
3841,2126,100,1,1
3842,2127,100,1,1
3843,2128,100,1,1
3844,2129,100,1,1
3845,2130,100,1,1
3847,2131,100,1,1
3848,2132,100,1,1
3850,2134,100,1,0
3855,2142,100,1,0
3856,138,100,1,0
3858,2145,100,1,0
3859,2144,100,1,0
3862,1767,100,1,0
3863,2152,100,1,0
3864,2153,100,1,0
3867,2159,100,1,0
3871,2163,100,1,0
3875,2165,100,1,0
3878,2166,100,1,0
3882,1987,100,1,0
3884,1987,100,1,0
3885,2168,100,1,0
3886,2170,100,1,0
3892,800,100,1,0
3894,772,100,1,0
3895,2169,100,1,0
3896,801,100,1,0
3897,802,100,1,0
3898,803,100,1,0
3899,804,100,1,0
3900,2172,100,1,0
3901,836,100,1,0
3902,2174,100,1,0
3903,832,100,1,0
3904,833,100,1,0
3905,2173,100,1,0
3906,834,100,1,0
3907,2175,100,1,0
3908,835,100,1,0
3909,847,100,1,0
3910,848,100,1,0
3911,849,100,1,0
3912,850,100,1,0
3913,2176,100,1,0
3914,853,100,1,0
3915,4386,100,1,0
3916,2068,100,1,0
3917,2068,100,1,0
3918,2510,100,1,0
3923,800,100,1,0
3924,801,100,1,0
3925,802,100,1,0
3926,803,100,1,0
3927,804,100,1,0
3928,772,100,1,0
3929,2183,100,1,0
3930,2184,100,1,0
3931,2185,100,1,0
3932,2186,100,1,0
3933,2187,100,1,0
3934,2188,100,1,0
3935,832,100,1,0
3936,833,100,1,0
3937,834,100,1,0
3938,835,100,1,0
3939,836,100,1,0
3940,2189,100,1,0
3941,2190,100,1,0
3942,2191,100,1,0
3943,2192,100,1,0
3944,2193,100,1,0
3945,848,100,1,0
3946,849,100,1,0
3947,850,100,1,0
3948,847,100,1,0
3949,2194,100,1,0
3950,2195,100,1,0
3951,2196,100,1,0
3952,2197,100,1,0
3954,1000,100,1,0
3955,853,100,1,0
3957,2177,100,1,0
3958,2199,100,1,0
3959,897,100,1,0
3960,2171,100,1,0
3961,2201,100,1,0
3962,1405,100,1,0
3964,2203,100,1,0
3966,2204,100,1,0
3967,2100,100,1,0
3971,2207,100,1,0
3972,2208,100,1,0
3973,2207,100,1,0
3980,2211,100,1,0
3982,2212,100,1,0
3984,2214,100,1,0
3985,2216,100,1,0
3986,242,100,1,0
3987,514,100,1,0
3988,515,100,1,0
3989,516,100,1,0
3990,517,100,1,0
3991,242,100,1,0
3992,514,100,1,0
3993,515,100,1,0
3994,516,100,1,0
3995,517,100,1,0
4001,808,33,1,0
4002,141,100,1,0
4006,1994,100,1,0
4014,2223,100,1,0
4015,2223,100,1,0
4016,2223,100,1,0
4017,2223,100,1,0
4018,2223,100,1,0
4019,2223,100,1,0
4020,2225,100,1,0
4021,2225,100,1,0
4022,2227,50,1,0
4024,2231,100,1,0
4026,2231,100,1,0
4029,2233,100,1,0
4030,2235,100,1,0
4031,2234,100,1,0
4032,2236,100,1,0
4035,2237,5,1,0
4037,2238,100,1,0
4038,2239,100,1,0
4039,2239,100,1,0
4042,2242,100,1,0
4044,2241,100,1,0
4047,2241,33,1,0
4048,2244,100,1,0
4049,2246,100,1,0
4050,2510,100,1,0
4052,1772,100,1,0
4055,2248,100,1,0
4056,2510,100,1,0
4058,2249,100,1,0
4059,2229,100,1,0
4061,2251,100,1,0
4063,2253,100,1,0
4064,2254,100,1,0
4065,3707,100,1,0
4066,2256,100,1,0
4067,2257,100,1,0
4069,2510,100,1,0
4070,242,100,1,0
4071,514,100,1,0
4072,515,100,1,0
4073,516,100,1,0
4074,517,100,1,0
4076,2258,100,1,0
4079,2261,100,1,0
4080,2260,100,1,0
4081,2258,100,1,0
4082,2262,100,1,0
4083,2263,100,1,0
4084,2264,100,1,0
4085,2265,100,1,0
4086,2289,100,1,0
4089,138,100,1,0
4090,2268,100,1,0
4091,2269,100,1,0
4093,2270,100,1,0
4094,2271,100,1,0
4098,2273,100,1,0
4100,2274,100,1,0
4101,2276,100,1,0
4104,2275,100,1,0
4105,2277,100,1,0
4106,1525,100,1,0
4107,2278,100,1,0
4108,2231,100,1,0
4109,94,100,1,0
4111,2279,100,1,0
4114,2282,100,1,0
4115,2281,100,1,0
4121,2231,100,1,0
4122,2283,100,1,0
4123,2285,100,1,0
4124,2284,100,1,0
4125,844,100,1,0
4131,2272,100,1,0
4134,2287,100,1,0
4139,1088,100,1,0
4142,1965,100,1,0
4143,2241,100,1,0
4146,1041,100,1,0
4147,1041,100,1,0
4149,2293,100,1,0
4150,2294,100,1,0
4151,2295,100,1,0
4154,2267,100,1,0
4156,2401,100,1,0
4158,2316,33,1,0
4159,2299,100,1,0
4165,2303,100,1,0
4166,2302,100,1,0
4167,138,100,1,0
4169,2805,100,1,0
4170,2806,100,1,0
4171,2807,100,1,0
4172,2808,100,1,0
4173,2809,100,1,0
4175,2745,100,1,0
4177,13,100,1,0
4178,2304,33,1,0
4179,2510,100,1,0
4180,5893,100,1,0
4181,2307,100,1,0
4184,2309,100,1,0
4185,2311,100,1,0
4186,2412,100,1,0
4187,2312,100,1,0
4188,5894,100,1,0
4189,2314,100,1,0
4190,2315,100,1,0
4191,2325,100,1,0
4196,2326,100,1,0
4199,2329,100,1,0
4201,2323,100,1,0
4202,2324,100,1,0
4208,2319,100,1,0
4209,2320,100,1,0
4210,2321,100,1,0
4211,2331,100,1,0
4214,2332,100,1,0
4215,2321,100,1,0
4216,2320,100,1,0
4217,2319,100,1,0
4218,2333,100,1,0
4220,2334,100,1,0
4221,2335,100,1,0
4222,2336,100,1,0
4223,2337,100,1,0
4224,1980,100,1,0
4226,2339,100,1,0
4229,1693,100,1,0
4232,2344,100,1,0
4235,2345,100,1,0
4236,2299,100,1,0
4237,2344,100,1,0
4238,2345,100,1,0
4239,2104,100,1,0
4240,2104,100,1,0
4242,2348,100,1,0
4245,2349,100,1,0
4246,2350,100,1,0
4247,2307,100,1,0
4248,2351,100,1,0
4250,2353,100,1,0
4251,2307,100,1,0
4253,2354,100,1,0
4254,789,100,1,0
4256,2307,100,1,0
4257,2340,100,1,0
4259,400,100,1,0
4260,2355,100,1,0
4264,2358,100,1,0
4265,2359,100,1,0
4266,2360,100,1,0
4267,2361,100,1,0
4271,2362,100,1,0
4277,770,100,1,1
4278,2364,100,1,0
4281,2367,100,1,0
4284,2142,100,1,0
4287,3451,100,1,0
4288,1755,100,1,0
4289,3451,100,1,0
4291,2369,100,1,0
4292,414,10,1,0
4293,3451,100,1,0
4294,3451,100,1,0
4295,3451,100,1,0
4296,3451,100,1,0
4299,2372,100,1,0
4305,2373,100,1,0
4306,2373,100,1,0
4307,2373,100,1,0
4318,2376,100,1,0
4319,2378,100,1,0
4323,3452,100,1,0
4324,3453,100,1,0
4325,476,100,1,0
4326,2378,100,1,0
4327,2383,100,1,0
4330,2384,100,1,0
4343,2391,100,1,0
4344,245,100,1,0
4345,1623,100,1,0
4347,7,100,1,0
4355,2510,100,1,0
4356,1668,100,1,0
4358,2293,100,1,0
4359,2397,100,1,0
4360,2398,100,1,0
4363,2399,100,1,0
4365,141,100,1,0
4367,2246,100,1,0
4372,2100,100,1,0
4374,2402,100,1,0
4375,2403,100,1,0
4376,2405,100,1,0
4378,2407,100,1,0
4379,2405,100,1,0
4381,2410,100,1,0
4383,2411,100,1,0
4388,436,100,1,0
4389,2413,100,1,0
4390,2325,100,1,0
4391,2417,100,1,0
4392,2418,100,1,0
4393,1623,100,1,0
4394,1403,100,1,0
4395,2287,100,1,0
4397,2421,100,1,0
4398,2422,100,1,0
4399,2425,100,1,0
4414,2429,100,1,0
4421,2425,100,1,0
4424,2321,100,1,0
4425,3595,100,1,0
4426,2434,100,1,0
4427,2434,100,1,0
4430,1403,100,1,0
4432,2435,100,1,0
4437,2563,100,1,0
4440,2307,100,1,0
4441,2307,100,1,0
4452,824,100,1,0
4454,7,100,1,0
4455,7,100,1,0
4457,2437,100,1,0
4462,2440,100,1,0
4463,2439,100,1,0
4468,2441,100,1,0
4469,2430,100,1,0
4470,2441,100,1,0
4472,2442,100,1,0
4473,2442,100,1,0
4474,2492,100,1,0
4475,2437,100,1,0
4476,2171,100,1,0
4479,2417,100,1,0
4482,2445,100,1,0
4483,2446,100,1,0
4484,2447,100,1,0
4485,2258,100,1,0
4486,2449,100,1,0
4493,2452,100,1,0
4496,1043,100,1,0
4497,972,100,1,0
4502,1045,100,1,0
4504,2454,100,1,0
4511,2456,100,1,0
4513,2457,100,1,0
4515,3015,100,1,0
4517,141,100,1,1
4520,2459,100,1,1
4524,2466,33,1,0
4525,2467,100,1,0
4526,2468,100,1,0
4527,2461,100,1,0
4528,2511,100,1,0
4530,3666,100,1,0
4532,2465,100,1,0
4546,2477,100,1,0
4550,2479,100,1,0
4551,507,100,1,0
4553,2482,100,1,0
4558,2480,100,1,0
4559,1225,100,1,0
4563,1923,100,1,0
4566,2483,100,1,0
4567,2484,100,1,0
4572,2110,100,1,0
4576,2502,100,1,0
4578,245,100,1,0
4579,2487,100,1,0
4582,2490,100,1,0
4583,2490,100,1,0
4588,2511,100,1,0
4589,2495,100,1,0
4590,2494,100,1,0
4592,2605,100,1,0
4599,2497,100,1,0
4600,2501,100,1,0
4601,2805,100,1,0
4604,2500,100,1,0
4605,2504,100,1,0
4607,509,100,1,0
4610,2506,100,1,0
4615,2508,100,1,0
4617,395,100,1,0
4618,2511,100,1,0
4620,1869,100,1,0
4621,2495,100,1,0
4623,2512,100,1,0
4626,3101,100,1,0
4627,2720,100,1,0
4628,2510,100,1,0
4630,2515,100,1,0
4634,2846,100,1,0
4635,2805,100,1,0
4637,2518,100,1,0
4638,2519,100,1,0
4640,2521,100,1,0
4646,2523,100,1,0
4647,2524,100,1,0
4649,476,100,1,0
4651,2382,100,1,0
4652,2380,100,1,0
4654,2529,100,1,0
4663,2534,100,1,0
4664,2823,100,1,0
4671,1869,100,1,0
4674,2543,100,1,0
4675,2544,100,1,0
4677,2547,100,1,0
4679,2548,100,1,0
4682,2796,100,1,0
4683,2805,100,1,0
4684,2540,100,1,0
4685,2549,100,1,0
4686,2746,100,1,0
4688,2805,100,1,0
4691,6051,100,1,0
4693,2983,100,1,0
4696,2510,100,1,0
4698,2554,100,1,0
4699,2551,100,1,0
4700,2554,100,1,0
4704,240,100,1,0
4705,2555,100,1,0
4707,2823,100,1,0
4708,2559,100,1,0
4710,1623,100,1,0
4711,2562,100,1,0
4712,2511,100,1,0
4715,2565,100,1,0
4717,2512,100,1,0
4720,2511,100,1,0
4721,2567,100,1,0
4722,1179,100,1,0
4723,2746,100,1,0
4725,2570,100,1,0
4726,2571,100,1,0
4727,2563,100,1,0
4731,2573,100,1,0
4735,7,100,1,0
4749,2663,100,1,0
4750,2583,100,1,0
4752,2578,100,1,0
4754,2544,100,1,0
4757,2590,100,1,0
4761,2579,100,1,0
4762,2591,100,1,0
4766,2592,100,1,0
4768,2593,100,1,0
4770,2589,100,1,0
4771,2579,100,1,0
4772,1226,100,1,0
4773,2533,100,1,0
4782,2560,100,1,0
4783,2560,100,1,0
4784,2597,100,1,0
4790,2602,100,1,0
4791,2603,100,1,0
4792,2604,100,1,0
4794,1658,100,1,0
4797,1682,100,1,0
4802,2605,100,1,0
4804,2624,100,1,1
4805,2625,100,1,0
4806,2626,100,1,0
4807,2627,100,1,0
4808,2627,100,1,0
4809,2627,100,1,0
4816,2805,100,1,0
4817,2631,100,1,0
4818,2691,100,1,0
4820,2607,100,1,0
4821,1869,100,1,0
4822,2635,100,1,0
4823,2637,100,1,0
4824,2638,100,1,0
4825,2639,100,1,0
4827,2723,100,1,0
4828,509,100,1,0
4829,2633,100,1,0
4830,2633,100,1,0
4831,2633,100,1,0
4832,2623,100,1,0
4833,2640,100,1,0
4834,2641,100,1,0
4838,2717,100,1,0
4839,2644,100,1,0
4841,2645,100,1,0
4844,2647,100,1,0
4846,2898,100,1,0
4847,2648,100,1,0
4848,2649,100,1,0
4856,2659,100,1,0
4857,2661,100,1,0
4858,2664,100,1,0
4859,2667,100,1,0
4860,2668,100,1,0
4865,2676,100,1,0
4868,2662,100,1,0
4870,2679,100,1,0
4871,2680,100,1,0
4872,2682,100,1,0
4885,2688,100,1,0
4886,2595,100,1,0
4887,2689,100,1,0
4888,2595,100,1,0
4890,2595,100,1,0
4891,2595,100,1,0
4892,2595,100,1,0
4893,2595,100,1,0
4894,2595,100,1,0
4895,2595,100,1,0
4897,2796,100,1,0
4901,2646,100,1,0
4902,2836,100,1,0
4903,3101,100,1,0
4906,2690,100,1,0
4908,2693,100,1,0
4909,2651,100,1,0
4914,2699,100,1,0
4926,2709,100,1,0
4927,2710,100,1,0
4928,2711,100,1,0
4932,2713,100,1,0
4935,2702,100,1,0
4936,2715,100,1,0
4938,2715,100,1,0
4940,2712,100,1,0
4942,2718,100,1,0
4943,2719,100,1,0
4944,2706,100,1,0
4945,2708,100,1,0
4948,2726,100,1,0
4949,2727,100,1,0
4950,2728,100,1,0
4952,2582,100,1,0
4953,2581,100,1,0
4954,2722,100,1,0
4955,2722,100,1,0
4957,2731,100,1,0
4987,2703,100,1,0
4988,2716,100,1,0
4991,2736,100,1,0
4993,1179,100,1,0
4994,2738,100,1,0
4995,2734,100,1,0
4996,1387,100,1,0
4997,2871,100,1,0
4998,2740,100,1,0
4999,2741,100,1,0
5000,2743,100,1,0
5001,2742,100,1,0
5002,2744,100,1,0
5004,2745,100,1,0
5005,2720,100,1,0
5006,2799,100,1,0
5008,2511,100,1,0
5010,2748,100,1,0
5011,3101,100,1,0
5012,2749,100,1,0
5016,2586,100,1,0
5017,2642,100,1,0
5018,2231,100,1,0
5019,2751,100,1,0
5022,2752,100,1,0
5029,2756,100,1,0
5030,2754,100,1,0
5033,2758,100,1,0
5038,2760,100,1,0
5040,2643,100,1,0
5041,2755,100,1,0
5042,2761,100,1,0
5043,2762,100,1,0
5044,2564,100,1,0
5048,2763,100,1,0
5051,2764,100,1,0
5052,2765,100,1,0
5053,2766,100,1,0
5054,2767,100,1,0
5055,2768,100,1,0
5059,2769,100,1,0
5062,2770,100,1,0
5064,2327,100,1,0
5073,2774,100,1,0
5075,2776,100,1,0
5079,2417,100,1,0
5082,2782,100,1,0
5085,2785,100,1,0
5086,2786,1,1,0
5090,2788,100,1,0
5091,2649,100,1,0
5092,2790,100,1,0
5093,2789,100,1,0
5095,2792,100,1,0
5096,2793,100,1,0
5097,2794,100,1,0
5098,2795,100,1,0
5099,2796,100,1,0
5100,2797,100,1,0
5101,2792,100,1,0
5102,2793,100,1,0
5103,2794,100,1,0
5104,2795,100,1,0
5105,2805,100,1,0
5106,2802,100,1,0
5107,2803,100,1,0
5110,2806,100,1,0
5111,2807,100,1,0
5112,2808,100,1,0
5113,2809,100,1,0
5114,2810,100,1,0
5115,2806,100,1,0
5116,2807,100,1,0
5117,2808,100,1,0
5118,2809,100,1,0
5119,2810,100,1,0
5120,2806,100,1,0
5121,2807,100,1,0
5122,2808,100,1,0
5123,2809,100,1,0
5124,2810,100,1,0
5125,2806,100,1,0
5126,2807,100,1,0
5127,2808,100,1,0
5128,2809,100,1,0
5129,2810,100,1,0
5130,2811,100,1,0
5131,2813,100,1,0
5133,2814,100,1,0
5134,2815,100,1,0
5135,2816,100,1,0
5136,2817,100,1,0
5137,2818,100,1,0
5138,1227,100,1,0
5139,2819,100,1,0
5140,2820,100,1,0
5141,2821,100,1,0
5142,2822,100,1,0
5143,2823,100,1,0
5144,2824,100,1,0
5145,2825,100,1,0
5146,2826,100,1,0
5147,2827,100,1,0
5148,2828,100,1,0
5149,2819,100,1,0
5150,2820,100,1,0
5151,2821,100,1,0
5152,2822,100,1,0
5153,2824,100,1,0
5154,2825,100,1,0
5155,2826,100,1,0
5156,2827,100,1,0
5157,2828,100,1,0
5158,2824,100,1,0
5159,2825,100,1,0
5160,2826,100,1,0
5161,2827,100,1,0
5162,2800,100,1,0
5163,2828,100,1,0
5164,2801,100,1,0
5169,2750,100,1,0
5170,2801,100,1,0
5172,2835,100,1,0
5175,2837,100,1,0
5176,2838,100,1,0
5177,2839,100,1,0
5178,2840,100,1,0
5179,2841,100,1,0
5181,2823,100,1,0
5182,2824,100,1,0
5183,2825,100,1,0
5184,2826,100,1,0
5185,2827,100,1,0
5186,2828,100,1,0
5187,2792,100,1,0
5188,2793,100,1,0
5189,2794,100,1,0
5190,2795,100,1,0
5191,2792,100,1,0
5192,2793,100,1,0
5193,2794,100,1,0
5194,2795,100,1,0
5196,2779,100,1,0
5197,2861,100,1,0
5198,2862,100,1,0
5200,2797,100,1,0
5201,7,100,1,0
5202,2843,100,1,0
5203,2844,100,1,0
5204,2845,100,1,0
5205,2846,100,1,0
5207,2847,100,1,0
5208,2848,100,1,0
5209,2849,100,1,0
5210,2850,100,1,0
5211,2754,100,1,0
5216,2851,100,1,0
5222,2852,100,1,0
5223,2852,100,1,0
5224,2806,100,1,0
5225,2807,100,1,0
5226,2808,100,1,0
5227,2809,100,1,0
5228,2810,100,1,0
5229,2806,100,1,0
5230,2807,100,1,0
5231,2808,100,1,0
5232,2809,100,1,0
5233,2810,100,1,0
5234,2843,100,1,0
5235,2844,100,1,0
5236,2845,100,1,0
5237,2846,100,1,0
5239,2857,100,1,0
5241,2858,100,1,0
5243,2857,100,1,0
5244,2858,100,1,0
5246,2861,100,1,0
5247,2862,100,1,0
5255,2865,100,1,0
5256,2866,100,1,0
5257,2867,100,1,0
5258,2797,100,1,0
5259,7,100,1,0
5261,2868,100,1,0
5264,501,100,1,0
5265,2869,100,1,0
5266,2870,100,1,0
5267,2872,100,1,0
5268,2873,100,1,0
5269,2874,100,1,0
5270,2875,100,1,0
5274,2876,100,1,0
5276,2443,100,1,0
5280,2805,100,1,0
5281,2806,100,1,0
5282,2807,100,1,0
5283,2808,100,1,0
5284,2809,100,1,0
5285,2810,100,1,0
5290,2783,100,1,0
5300,2880,100,1,0
5306,2881,100,1,0
5307,2883,100,1,0
5309,2884,100,1,0
5310,2885,100,1,0
5311,2886,100,1,0
5312,2887,100,1,0
5313,2888,100,1,0
5315,2889,100,1,0
5318,2864,100,1,0
5320,2860,100,1,0
5322,2863,100,1,0
5323,1869,100,1,0
5324,2792,100,1,0
5325,2793,100,1,0
5326,2794,100,1,0
5327,2795,100,1,0
5330,127,100,1,1
5332,2893,100,1,0
5333,2894,100,1,0
5342,2895,100,1,0
5343,2876,100,1,0
5345,2861,100,1,0
5346,2862,100,1,0
5347,2898,100,1,0
5348,2649,100,1,0
5349,2649,100,1,0
5350,2649,100,1,0
5351,2900,100,1,0
5353,2899,100,1,0
5354,2876,100,1,0
5356,2897,100,1,0
5358,2903,100,1,0
5360,2021,100,1,0
5361,2904,100,1,0
5362,2905,100,1,0
5366,2675,100,1,0
5367,2625,100,1,0
5368,2908,100,1,0
5369,2909,100,1,0
5379,2911,100,1,0
5380,2913,100,1,0
5381,2914,100,1,0
5382,1869,100,1,0
5383,2792,100,1,0
5384,2793,100,1,0
5385,2794,100,1,0
5386,2795,100,1,0
5387,2791,100,1,0
5388,2790,100,1,0
5389,2789,100,1,0
5390,2779,100,1,0
5391,2917,100,1,0
5397,2553,100,1,0
5399,2920,100,1,0
5400,2836,100,1,0
5401,2836,100,1,0
5402,2836,100,1,0
5406,2896,100,1,0
5407,2921,100,1,1
5408,2921,100,1,1
5409,2921,100,1,1
5410,2760,100,1,0
5411,2752,100,1,0
5412,2754,100,1,0
5413,2754,100,1,0
5414,828,100,1,1
5415,828,100,1,1
5416,828,100,1,1
5419,2444,100,1,0
5420,2444,100,1,0
5421,2922,100,1,0
5422,2923,100,1,0
5423,2924,100,1,0
5424,2925,100,1,0
5425,2929,100,1,0
5426,2930,100,1,0
5427,2931,100,1,0
5428,2932,100,1,0
5429,2933,100,1,0
5430,2934,100,1,0
5432,2935,100,1,0
5433,2936,100,1,0
5434,2937,100,1,0
5435,2938,100,1,0
5436,2939,100,1,0
5437,2940,100,1,0
5438,2941,100,1,0
5439,2942,100,1,0
5440,2943,100,1,0
5441,2944,100,1,0
5442,2945,100,1,0
5443,2946,100,1,0
5444,2947,100,1,0
5445,2948,100,1,0
5446,141,100,1,0
5447,2949,100,1,0
5450,2814,100,1,0
5451,2815,100,1,0
