id,name,loop,category_id,ride_ub,hang_ub,swim_ub,move_ub,relaxed_ub,swim_move_ub
202,all_co_sk_spell_launch_shield,f,4,,,all_co_sk_swim_spell_launch_shield,all_co_sk_spell_launch_shield_ub,,all_co_sk_swim_spell_launch_shield
203,all_co_sk_spell_launch_bless,f,4,,,all_co_sk_swim_spell_launch_bless,all_co_sk_spell_launch_bless_ub,,all_co_sk_swim_spell_launch_bless
204,all_co_sk_spell_launch_union,f,4,,,all_co_sk_swim_spell_launch_union,all_co_sk_spell_launch_union_ub,,all_co_sk_swim_spell_launch_union
205,all_co_sk_spell_launch_love,f,4,,,all_co_sk_swim_spell_launch_love,all_co_sk_spell_launch_love_ub,,all_co_sk_swim_spell_launch_love
206,all_co_sk_spell_launch_spear,f,4,,,all_co_sk_swim_spell_launch_spear,all_co_sk_spell_launch_spear_ub,,all_co_sk_swim_spell_launch_spear
207,all_co_sk_spell_launch_dead,f,4,,,all_co_sk_swim_spell_launch_dead,all_co_sk_spell_launch_dead_ub,,all_co_sk_swim_spell_launch_dead
208,all_co_sk_spell_launch_cold,f,4,,,all_co_sk_swim_spell_launch_cold,all_co_sk_spell_launch_cold_ub,,all_co_sk_swim_spell_launch_cold
209,fist_em_yes,f,7,fist_em_yes_ub,fist_em_yes_ub,fist_em_yes_ub,fist_em_yes_ub,,fist_em_yes_ub
210,fist_em_whist,f,7,fist_em_whist_ub,fist_em_whist_ub,fist_em_whist_ub,fist_em_whist_ub,,fist_em_whist_ub
211,fist_em_anguish,f,7,fist_em_anguish_ub,fist_em_anguish_ub,fist_em_anguish_ub,fist_em_anguish_ub,,fist_em_anguish_ub
212,fist_em_sweat,f,7,fist_em_sweat_ub,fist_em_sweat_ub,fist_em_sweat_ub,fist_em_sweat_ub,,fist_em_sweat_ub
213,fist_em_bashful,f,7,fist_em_bashful_ub,fist_em_bashful_ub,fist_em_bashful_ub,fist_em_bashful_ub,,fist_em_bashful_ub
214,fist_em_hear,f,7,fist_em_hear_ub,fist_em_hear_ub,fist_em_hear_ub,fist_em_hear_ub,,fist_em_hear_ub
215,fist_em_sigh,f,7,fist_em_sigh_ub,fist_em_sigh_ub,fist_em_sigh_ub,fist_em_sigh_ub,,fist_em_sigh_ub
216,fist_em_stretch,f,7,fist_em_stretch_ub,fist_em_stretch_ub,fist_em_stretch_ub,fist_em_stretch_ub,,fist_em_stretch_ub
217,fist_em_yawn,f,7,fist_em_yawn_ub,fist_em_yawn_ub,fist_em_yawn_ub,fist_em_yawn_ub,,fist_em_yawn_ub
218,fist_em_silenttribute,f,7,fist_em_silenttribute_ub,fist_em_silenttribute_ub,fist_em_silenttribute_ub,fist_em_silenttribute_ub,,fist_em_silenttribute_ub
219,fist_em_shakehead,f,7,fist_em_shakehead_ub,fist_em_shakehead_ub,fist_em_shakehead_ub,fist_em_shakehead_ub,,fist_em_shakehead_ub
220,fist_ac_stampfoot,f,7,,,,,,
221,fist_em_scissors,f,7,fist_em_scissors_ub,fist_em_scissors_ub,fist_em_scissors_ub,fist_em_scissors_ub,,fist_em_scissors_ub
222,fist_em_rock,f,7,fist_em_rock_ub,fist_em_rock_ub,fist_em_rock_ub,fist_em_rock_ub,,fist_em_rock_ub
223,fist_em_paper,f,7,fist_em_paper_ub,fist_em_paper_ub,fist_em_paper_ub,fist_em_paper_ub,,fist_em_paper_ub
224,fist_em_handx,f,7,fist_em_handx_ub,fist_em_handx_ub,fist_em_handx_ub,fist_em_handx_ub,,fist_em_handx_ub
225,fist_em_tapchest,f,7,fist_em_tapchest_ub,fist_em_tapchest_ub,fist_em_tapchest_ub,fist_em_tapchest_ub,,fist_em_tapchest_ub
226,fist_em_badsmell,f,7,fist_em_badsmell_ub,fist_em_badsmell_ub,fist_em_badsmell_ub,fist_em_badsmell_ub,,fist_em_badsmell_ub
227,fist_em_vomit,f,7,fist_em_vomit_ub,fist_em_vomit_ub,fist_em_vomit_ub,fist_em_vomit_ub,,fist_em_vomit_ub
228,fist_em_backpain,f,7,fist_em_backpain_ub,fist_em_backpain_ub,fist_em_backpain_ub,fist_em_backpain_ub,,fist_em_backpain_ub
229,fist_em_shouting,f,7,fist_em_shouting_ub,fist_em_shouting_ub,fist_em_shouting_ub,fist_em_shouting_ub,,fist_em_shouting_ub
230,fist_em_celebrate,f,7,fist_em_celebrate_ub,fist_em_celebrate_ub,fist_em_celebrate_ub,fist_em_celebrate_ub,,fist_em_celebrate_ub
231,fist_ac_falldown,f,7,,,,,,
232,fist_ac_stumble,f,7,,,,,,
233,fist_ac_sitground,t,7,,,,,,
234,fist_ac_kneel,t,7,,,,,,
235,fist_ac_pickupstand,f,7,,,,,,
236,fist_ac_springwater,f,7,,,,,,
237,fist_ac_feeding,t,6,,,,,,
238,fist_ac_sitground_doze,t,7,fist_ac_sitground_doze_ub,fist_ac_sitground_doze_ub,fist_ac_sitground_doze_ub,fist_ac_sitground_doze_ub,,fist_ac_sitground_doze_ub
239,fist_ac_meditation,t,7,,,,,,
253,all_co_sk_spell_cast_cure,t,6,,,all_co_sk_swim_spell_cast_cure,,,
254,all_co_sk_spell_cast_tug,t,6,,,all_co_sk_swim_spell_cast_tug,,,
255,twohand_re_combat_miss,f,3,,twohand_re_combat_miss_ub,twohand_re_combat_miss_ub,twohand_re_combat_miss_ub,,twohand_re_combat_miss_ub
256,onehand_re_combat_miss,f,3,,onehand_re_combat_miss_ub,onehand_re_combat_miss_ub,onehand_re_combat_miss_ub,,onehand_re_combat_miss_ub
257,onehand_re_dance,t,3,,,,,,
258,fist_em_pointup,f,7,fist_em_pointup_ub,fist_em_pointup_ub,fist_em_pointup_ub,fist_em_pointup_ub,,fist_em_pointup_ub
259,all_co_sk_spell_cast_flash,t,6,,,all_co_sk_swim_spell_cast_flash,,,
260,all_co_sk_spell_launch_flash,f,4,,,all_co_sk_swim_spell_launch_flash,all_co_sk_spell_launch_flash_ub,,all_co_sk_swim_spell_launch_flash
261,fist_mo_prope_rand_ub,t,1,,fist_mo_prope_rand_ub,fist_mo_prope_rand_ub,fist_mo_prope_rand_ub,fist_mo_prope_rand_ub,fist_mo_prope_rand_ub
262,music_co_sk_lute_cast_2,t,6,music_co_sk_lute_cast_2_ub,music_co_sk_lute_cast_2_ub,music_co_sk_lute_cast_2_ub,music_co_sk_lute_cast_2_ub,,music_co_sk_lute_cast_2_ub
263,music_co_sk_lute_launch_2,f,4,music_co_sk_lute_launch_2_ub,music_co_sk_lute_launch_2_ub,music_co_sk_lute_launch_2_ub,music_co_sk_lute_launch_2_ub,,music_co_sk_lute_launch_2_ub
264,all_co_sk_buff_launch_teleport,f,4,,,all_co_sk_swim_buff_launch_teleport,all_co_sk_buff_launch_teleport_ub,,all_co_sk_swim_buff_launch_teleport
265,music_co_sk_lute_cast_3,t,6,music_co_sk_lute_cast_3_ub,music_co_sk_lute_cast_3_ub,music_co_sk_lute_cast_3_ub,music_co_sk_lute_cast_3_ub,,music_co_sk_lute_cast_3_ub
266,bow_co_sk_cast_2,t,6,, ,bow_co_sk_swim_cast_2,,,bow_co_sk_swim_cast_2
267,fist_ac_get_fruit,t,6,,,,,,
269,all_re_combat_knockback,t,11,,,all_re_combat_swim_stun,,,all_re_combat_swim_stun
270,fist_mo_relaxed_turn_l,f,4,,fist_mo_relaxed_turn_l,fist_mo_relaxed_turn_l,fist_mo_relaxed_turn_l,,fist_mo_relaxed_turn_l
271,fist_mo_relaxed_turn_r,f,4,,fist_mo_relaxed_turn_r,fist_mo_relaxed_turn_r,fist_mo_relaxed_turn_r,,fist_mo_relaxed_turn_r
272,siege_reload,f,6,,,,,,
273,siege_fire,f,4,,,,,,
275,fist_ac_nailing,t,6,,fist_co_attack_r_ub,,,,
276,all_re_combat_knockback_b,t,11,,,all_re_combat_swim_stun,,,all_re_combat_swim_stun
277,horse_ac_spur_f,f,4,horse_ac_spur_f,horse_ac_spur_f,horse_ac_spur_f,horse_ac_spur_f,horse_ac_spur_f,horse_ac_spur_f
278,horse_co_attack_r_slash,f,4,horse_co_attack_r_slash,,,,,
279,horse_co_attack_r_pierce,f,4,horse_co_attack_r_pierce,,,,,
280,horse_co_attack_r_blunt,f,4,horse_co_attack_r_blunt,,,,,
281,fist_ac_hammer_2,t,6,,,,,,
282,fist_co_sk_bite,f,4,,fist_co_sk_bite,fist_co_sk_bite,,fist_co_sk_bite,
283,fist_ac_gliding_down,t,4,,,,,,
284,fist_ac_diving_cast,t,6,,,,,,
286,fist_ac_diving,t,4,,,,,,
287,onehand_co_sk_weapon_slash_3,f,4,,onehand_co_sk_weapon_slash_3_ub,onehand_co_sk_swim_weapon_slash_3_ub,onehand_co_sk_weapon_slash_3_ub,,onehand_co_sk_swim_weapon_slash_3_ub
288,onehand_co_sk_fastattack_1,f,4,,onehand_co_sk_fastattack_1_ub,onehand_co_sk_swim_fastattack_1_ub,onehand_co_sk_fastattack_1_ub,,onehand_co_sk_swim_fastattack_1_ub
289,onehand_co_sk_fastattack_2,f,4,,onehand_co_sk_fastattack_2_ub,onehand_co_sk_swim_fastattack_2_ub,onehand_co_sk_fastattack_2_ub,,onehand_co_sk_swim_fastattack_2_ub
290,onehand_co_sk_fastattack_3,f,4,,onehand_co_sk_fastattack_3_ub,onehand_co_sk_swim_fastattack_3_ub,onehand_co_sk_fastattack_3_ub,,onehand_co_sk_swim_fastattack_3_ub
291,onehand_co_sk_fastattack_4,f,4,,onehand_co_sk_fastattack_4_ub,onehand_co_sk_swim_fastattack_4_ub,onehand_co_sk_fastattack_4_ub,,onehand_co_sk_swim_fastattack_4_ub
292,twohand_co_sk_fastattack_1,f,4,,twohand_co_sk_fastattack_1_ub,twohand_co_sk_swim_fastattack_1_ub,twohand_co_sk_fastattack_1_ub,,twohand_co_sk_swim_fastattack_1_ub
293,twohand_co_sk_fastattack_2,f,4,,twohand_co_sk_fastattack_2_ub,twohand_co_sk_swim_fastattack_2_ub,twohand_co_sk_fastattack_2_ub,,twohand_co_sk_swim_fastattack_2_ub
294,twohand_co_sk_fastattack_3,f,4,,twohand_co_sk_fastattack_3_ub,twohand_co_sk_swim_fastattack_3_ub,twohand_co_sk_fastattack_3_ub,,twohand_co_sk_swim_fastattack_3_ub
295,twohand_co_sk_fastattack_4,f,4,,twohand_co_sk_fastattack_4_ub,twohand_co_sk_swim_fastattack_4_ub,twohand_co_sk_fastattack_4_ub,,twohand_co_sk_swim_fastattack_4_ub
296,onehand_co_sk_streakattack_1,f,4,,onehand_co_sk_streakattack_1_ub,onehand_co_sk_swim_streakattack_1_ub,onehand_co_sk_streakattack_1_ub,,onehand_co_sk_swim_streakattack_1_ub
297,onehand_co_sk_streakattack_2,f,4,,onehand_co_sk_streakattack_2_ub,onehand_co_sk_swim_streakattack_2_ub,onehand_co_sk_streakattack_2_ub,,onehand_co_sk_swim_streakattack_2_ub
298,onehand_co_sk_streakattack_3,f,4,,onehand_co_sk_streakattack_3_ub,onehand_co_sk_swim_streakattack_3_ub,onehand_co_sk_streakattack_3_ub,,onehand_co_sk_swim_streakattack_3_ub
299,twohand_co_sk_streakattack_1,f,4,,twohand_co_sk_streakattack_1_ub,twohand_co_sk_swim_streakattack_1_ub,twohand_co_sk_streakattack_1_ub,,twohand_co_sk_swim_streakattack_1_ub
300,twohand_co_sk_streakattack_2,f,4,,twohand_co_sk_streakattack_2_ub,twohand_co_sk_swim_streakattack_2_ub,twohand_co_sk_streakattack_2_ub,,twohand_co_sk_swim_streakattack_2_ub
301,twohand_co_sk_streakattack_3,f,4,,twohand_co_sk_streakattack_3_ub,twohand_co_sk_swim_streakattack_3_ub,twohand_co_sk_streakattack_3_ub,,twohand_co_sk_swim_streakattack_3_ub
302,twohand_co_sk_weapon_slash_3,f,4,,twohand_co_sk_weapon_slash_3_ub,twohand_co_sk_swim_weapon_slash_3_ub,twohand_co_sk_weapon_slash_3_ub,,twohand_co_sk_swim_weapon_slash_3_ub
303,fist_ac_talk_11,f,7,,,,,,
304,fist_ac_talk_12,f,7,,,,,,
305,fist_ac_talk_13,f,7,,,,,,
306,fist_ac_talk_14,f,7,,,,,,
307,fist_ac_talk_15,f,7,,,,,,
308,fist_ac_talk_21,f,7,,,,,,
309,fist_ac_talk_22,f,7,,,,,,
310,fist_ac_talk_23,f,7,,,,,,
311,fist_ac_talk_24,f,7,,,,,,
312,fist_ac_talk_25,f,7,,,,,,
313,fist_ac_talk_31,f,7,,,,,,
314,fist_ac_talk_32,f,7,,,,,,
315,fist_ac_talk_33,f,7,,,,,,
316,fist_ac_talk_34,f,7,,,,,,
317,fist_ac_talk_35,f,7,,,,,,
318,fist_ac_talk_41,f,7,,,,,,
319,fist_ac_talk_42,f,7,,,,,,
320,fist_ac_talk_43,f,7,,,,,,
321,fist_ac_talk_44,f,7,,,,,,
322,fist_ac_talk_45,f,7,,,,,,
323,fist_ac_talk_51,f,7,,,,,,
324,fist_ac_talk_52,f,7,,,,,,
325,fist_ac_talk_53,f,7,,,,,,
326,fist_ac_talk_54,f,7,,,,,,
327,fist_ac_talk_55,f,7,,,,,,
328,fist_em_pointdown,f,7,fist_em_pointdown_ub,fist_em_pointdown_ub,fist_em_pointdown_ub,fist_em_pointdown_ub,,fist_em_pointdown_ub
329,fist_em_pointback,f,7,fist_em_pointback_ub,fist_em_pointback_ub,fist_em_pointback_ub,fist_em_pointback_ub,,fist_em_pointback_ub
331,fist_ac_reading,t,4,,,fist_ac_reading_ub,,,fist_ac_reading_ub
332,fist_em_forward,f,7,fist_em_forward_ub,fist_em_forward_ub,fist_em_forward_ub,fist_em_forward_ub,,fist_em_forward_ub
333,fist_em_gang,f,7,fist_em_gang_ub,fist_em_gang_ub,fist_em_gang_ub,fist_em_gang_ub,,fist_em_gang_ub
334,fist_em_heart,f,7,fist_em_heart_ub,fist_em_heart_ub,fist_em_heart_ub,fist_em_heart_ub,,fist_em_heart_ub
335,fist_em_find,f,7,fist_em_find_ub,fist_em_find_ub,fist_em_find_ub,fist_em_find_ub,,fist_em_find_ub
336,fist_ac_merchant_01,f,7,,,,,,
337,fist_ac_merchant_02,f,7,,,,,,
338,fist_ac_merchant_03,f,7,,,,,,
339,fist_ac_merchant_04,f,7,,,,,,
340,fist_ac_officeworker_01,f,7,,,,,,
341,fist_ac_officeworker_02,f,7,,,,,,
342,fist_ac_philosopher_01,f,7,,,,,,
343,fist_ac_philosopher_02,f,7,,,,,,
344,fist_ac_beggar_01,t,7,,,,,,
345, fist_ac_guide_01,f,7,,,,,,
346,all_re_combat_crash,t,7,,,,,,
347,all_re_combat_fall,t,7,,,,,,
348,fist_ac_furcuting,t,6,,,,,,
349,fist_ac_ignition,t,6,,,,,,
350,fist_ac_makepotion,t,6,,,,,,
351,fist_ac_milking,t,6,,,,,,
352,fist_ac_poundinggrain,t,6,,,,,,
353,fist_ac_smallhammer,t,6,,,,,,
354,fist_ac_sprinklewater,t,7,,,,,,
355,fist_ac_throwwater,f,4,,,,,,
356,all_co_sk_bosslaunch_1,f,4,,all_co_sk_bosslaunch_1_ub,all_co_sk_bosslaunch_1_ub,all_co_sk_bosslaunch_1_ub,all_co_sk_bosslaunch_1_ub,all_co_sk_bosslaunch_1_ub
357,all_co_sk_bosslaunch_2,f,4,,all_co_sk_bosslaunch_2_ub,all_co_sk_bosslaunch_2_ub,all_co_sk_bosslaunch_2_ub,all_co_sk_bosslaunch_2_ub,all_co_sk_bosslaunch_2_ub
358,all_co_sk_bosslaunch_3,f,4,,all_co_sk_bosslaunch_3_ub,all_co_sk_bosslaunch_3_ub,all_co_sk_bosslaunch_3_ub,all_co_sk_bosslaunch_3_ub,all_co_sk_bosslaunch_3_ub
359,all_co_sk_bosscast_4,t,6,,all_co_sk_bosscast_4,all_co_sk_bosscast_4,all_co_sk_bosscast_4,all_co_sk_bosscast_4,all_co_sk_bosscast_4
360,all_co_sk_bosslaunch_4,f,4,,all_co_sk_bosslaunch_4_ub,all_co_sk_bosslaunch_4_ub,all_co_sk_bosslaunch_4_ub,all_co_sk_bosslaunch_4_ub,all_co_sk_bosslaunch_4_ub
362,all_co_sk_bosscast_5,t,6,,all_co_sk_bosscast_5,all_co_sk_bosscast_5,all_co_sk_bosscast_5,all_co_sk_bosscast_5,all_co_sk_bosscast_5
363,all_co_sk_bosscast_1,t,6,,all_co_sk_bosscast_1,all_co_sk_bosscast_1,all_co_sk_bosscast_1,all_co_sk_bosscast_1,all_co_sk_bosscast_1
364,all_co_sk_bosscast_2,t,6,,all_co_sk_bosscast_2,all_co_sk_bosscast_2,all_co_sk_bosscast_2,all_co_sk_bosscast_2,all_co_sk_bosscast_2
365,all_co_sk_bosscast_3,t,6,,all_co_sk_bosscast_3,all_co_sk_bosscast_3,all_co_sk_bosscast_3,all_co_sk_bosscast_3,all_co_sk_bosscast_3
366,all_co_sk_bosslaunch_5,f,4,,all_co_sk_bosslaunch_5_ub,all_co_sk_bosslaunch_5_ub,all_co_sk_bosslaunch_5_ub,all_co_sk_bosslaunch_5_ub,all_co_sk_bosslaunch_5_ub
367,all_co_sk_bosslaunch_6,f,4,,all_co_sk_bosslaunch_6_ub,all_co_sk_bosslaunch_6_ub,all_co_sk_bosslaunch_6_ub,all_co_sk_bosslaunch_6_ub,all_co_sk_bosslaunch_6_ub
368,all_co_sk_bosslaunch_7,f,4,,all_co_sk_bosslaunch_7_ub,all_co_sk_bosslaunch_7_ub,all_co_sk_bosslaunch_7_ub,all_co_sk_bosslaunch_7_ub,all_co_sk_bosslaunch_7_ub
370,all_co_sk_bosslaunch_8,f,4,,all_co_sk_bosslaunch_8_ub,all_co_sk_bosslaunch_8_ub,all_co_sk_bosslaunch_8_ub,all_co_sk_bosslaunch_8_ub,all_co_sk_bosslaunch_8_ub
371,all_co_sk_bosslaunch_9,f,4,,all_co_sk_bosslaunch_9_ub,all_co_sk_bosslaunch_9_ub,all_co_sk_bosslaunch_9_ub,all_co_sk_bosslaunch_9_ub,all_co_sk_bosslaunch_9_ub
372,fist_ac_telescope,t,6,fist_ac_telescope_ub,fist_ac_telescope_ub,fist_ac_telescope_ub,fist_ac_telescope_ub,,fist_ac_telescope_ub
373,fist_ac_hammer_sit,t,6,,,,,,
374,fist_ba_spawn,f,4,,,,,,
375,fist_ac_ballista_idle,t,1,,,,,,
376,fist_ac_ballista_fire,f,4,,,,,,
377,fist_ac_ballista_release,t,6,,,,,,
378,fist_ac_ballista_winding,t,6,,,,,,
379,fist_ac_hammer_ladder,t,6,fist_ac_hammer_ladder_ub,fist_ac_hammer_ladder_ub,fist_ac_hammer_ladder_ub,fist_ac_hammer_ladder_ub,,fist_ac_hammer_ladder_ub
380,fist_ba_siegeweapon_idle,t,1,,,,,,
381,fist_ac_cannon_fire,f,4,,,,,,
382,fist_ac_cannon_standby,f,7,,,,,,
384,fist_ac_throw,f,7,fist_ac_throw_ub,fist_ac_throw_ub,fist_ac_throw_ub,fist_ac_throw_ub,,fist_ac_throw_ub
385,fist_ac_putdown,f,7,,,,,,
386,all_re_relaxed_hit,f,8,all_re_relaxed_hit_ub,all_re_relaxed_hit_ub,all_re_relaxed_hit_ub,all_re_relaxed_hit_ub,,all_re_relaxed_hit_ub
387,twohand_re_relaxed_hit,f,8,twohand_re_relaxed_hit_ub,twohand_re_relaxed_hit_ub,twohand_re_relaxed_hit_ub,twohand_re_relaxed_hit_ub,,twohand_re_relaxed_hit_ub
388,fist_ac_catapult_a_fire,f,4,,,,,,
389,all_co_sk_trample,f,4,,,,,,
390,fist_ac_clear,t,6,,,,,,
391,fist_ac_investigation,f,7,,,,,,
392,all_co_sk_flyingkick,f,4,,,all_co_sk_swim_flyingkick_ub,all_co_sk_flyingkick_ub,,all_co_sk_swim_flyingkick_ub
393,fist_ac_whistle,f,7,fist_ac_whistle_ub,fist_ac_whistle_ub,fist_ac_whistle_ub,fist_ac_whistle_ub,,fist_ac_whistle_ub
394,onehand_co_sk_shielddefense,f,4,onehand_co_sk_shielddefense_ub,onehand_co_sk_shielddefense_ub,onehand_co_sk_shielddefense_ub,onehand_co_sk_shielddefense_ub,,onehand_co_sk_shielddefense_ub
395,fist_em_hungry,f,2,,,,,,
396,fist_em_sick,f,2,,,,,,
397,horse_ba_carrot,t,6,horse_ba_carrot,,,horse_ba_carrot,,
398,fist_ac_burden,t,7,fist_ac_burden_ub,,fist_ac_burden_ub,fist_ac_burden_ub,fist_ac_burden_ub,fist_ac_burden_ub
399,fist_ac_carrot,t,6,fist_ac_carrot,fist_ac_carrot,fist_ac_carrot,fist_ac_carrot,fist_ac_carrot,fist_ac_carrot
400,fist_ac_sit_down,t,7,,,,,,
401,music_co_sk_drum_cast_2,t,6,music_co_sk_drum_cast_2_ub,music_co_sk_drum_cast_2_ub,music_co_sk_drum_cast_2_ub,music_co_sk_drum_cast_2_ub,,music_co_sk_drum_cast_2_ub
402,music_co_sk_drum_launch_2,f,4,music_co_sk_drum_launch_2_ub,music_co_sk_drum_launch_2_ub,music_co_sk_drum_launch_2_ub,music_co_sk_drum_launch_2_ub,,music_co_sk_drum_launch_2_ub
403,music_co_sk_pipe_cast_2,t,6,music_co_sk_pipe_cast_2_ub,music_co_sk_pipe_cast_2_ub,music_co_sk_pipe_cast_2_ub,music_co_sk_pipe_cast_2_ub,,music_co_sk_pipe_cast_2_ub
404,music_co_sk_pipe_launch_2,f,4,music_co_sk_pipe_launch_2_ub,music_co_sk_pipe_launch_2_ub,music_co_sk_pipe_launch_2_ub,music_co_sk_pipe_launch_2_ub,,music_co_sk_pipe_launch_2_ub
405,horse_em_jump_in_place,f,7,,,,,,
406,bow_co_sk_launch_skill_cast,t,6,,,,,,
407,bow_co_sk_launch_skill_launch,f,4,,,,,,
408,twohand_ac_holster_back_r,f,7,twohand_ac_holster_back_r_ub,twohand_ac_holster_back_r_ub,twohand_ac_holster_back_r_ub,twohand_ac_holster_back_r_ub,twohand_ac_holster_back_r_ub,twohand_ac_holster_back_r_ub
409,all_co_sk_spell_cast_whip,t,6,,all_co_sk_spell_cast_whip_ub,all_co_sk_spell_cast_whip_ub,all_co_sk_spell_cast_whip_ub,,all_co_sk_spell_cast_whip_ub
410,all_co_sk_spell_launch_whip,f,4,,all_co_sk_spell_launch_whip,all_co_sk_spell_launch_whip,all_co_sk_spell_launch_whip,,all_co_sk_spell_launch_whip
411,onehand_co_sk_weapon_blunt_3_cast,t,6,,,onehand_co_sk_swim_weapon_blunt_3_cast_ub,onehand_co_sk_weapon_blunt_3_cast_ub,,onehand_co_sk_swim_weapon_blunt_3_cast_ub
412,onehand_co_sk_weapon_blunt_3_launch,f,4,,,onehand_co_sk_swim_weapon_blunt_3_launch_ub,onehand_co_sk_weapon_blunt_3_launch_ub,,onehand_co_sk_swim_weapon_blunt_3_launch_ub
413,twohand_co_sk_weapon_blunt_3_cast,t,6,,,twohand_co_sk_swim_weapon_blunt_3_cast_ub,twohand_co_sk_weapon_blunt_3_cast_ub,,twohand_co_sk_swim_weapon_blunt_3_cast_ub
414,twohand_co_sk_weapon_blunt_3_launch,f,4,,,twohand_co_sk_swim_weapon_blunt_3_launch_ub,twohand_co_sk_weapon_blunt_3_launch_ub,,twohand_co_sk_swim_weapon_blunt_3_launch_ub
415,fist_ac_sexappeal,t,7,,,,,,
416,fist_ac_temptation,t,7,,,,,,
417,all_re_combat_hit_l,f,8,,all_re_combat_hit_l_ub,all_re_combat_hit_l_ub,all_re_combat_hit_l_ub,,all_re_combat_hit_l_ub
418,all_re_combat_hit_r,f,8,,all_re_combat_hit_r_ub,all_re_combat_hit_r_ub,all_re_combat_hit_r_ub,,all_re_combat_hit_r_ub
419,bow_co_sk_swim_high_launch_ub,f,4,,bow_co_sk_swim_high_launch_ub,bow_co_sk_swim_high_launch_ub,bow_co_sk_swim_high_launch_ub,,bow_co_sk_swim_high_launch_ub
420,twohand_co_sk_swim_fastattack_1_ub,f,4,,twohand_co_sk_swim_fastattack_1_ub,,twohand_co_sk_swim_fastattack_1_ub,,
421,twohand_co_sk_swim_fastattack_2_ub,f,4,,twohand_co_sk_swim_fastattack_2_ub,,twohand_co_sk_swim_fastattack_2_ub,,
422,twohand_co_sk_swim_fastattack_3_ub,f,4,,twohand_co_sk_swim_fastattack_3_ub,,twohand_co_sk_swim_fastattack_3_ub,,
423,twohand_co_sk_swim_fastattack_4_ub,f,4,,twohand_co_sk_swim_fastattack_4_ub,,twohand_co_sk_swim_fastattack_4_ub,,
424,onehand_co_sk_swim_streakattack_3_ub,f,4,,onehand_co_sk_swim_streakattack_3_ub,onehand_co_sk_swim_streakattack_3_ub,onehand_co_sk_swim_streakattack_3_ub,,
425,all_co_sk_shout_ub,f,4,,all_co_sk_shout_ub,,all_co_sk_shout_ub,,
426,all_re_combat_critical_ub,f,8,,all_re_combat_critical_ub,,all_re_combat_critical_ub,,
427,all_co_sk_holdthrow_cast,t,6,,all_co_sk_holdthrow_cast,all_co_sk_swim_holdthrow_cast,,,all_co_sk_swim_holdthrow_cast
428,all_co_sk_holdthrow_launch,f,4,,all_co_sk_holdthrow_launch_ub,all_co_sk_swim_holdthrow_launch_ub,all_co_sk_holdthrow_launch_ub,,all_co_sk_swim_holdthrow_launch_ub
429,all_co_sk_pull_cast,t,6,,all_co_sk_pull_cast,all_co_sk_swim_pull_cast,all_co_sk_pull_cast,,all_co_sk_swim_pull_cast
430,all_co_sk_pull_launch,f,4,,all_co_sk_pull_launch_ub,all_co_sk_swim_pull_launch_ub,all_co_sk_pull_launch_ub,,all_co_sk_swim_pull_launch_ub
431,fist_ac_sawingwidth,t,6,,,,,,
432,fist_ac_galleon_telescope,t,7,,,,,,
434,fist_mo_prope_leap,f,1,,fist_mo_prope_leap,,,,
435, fist_pos_stn_handsback_idle,t,1, fist_pos_stn_handsback_idle,,,,,
437,onehand_ac_holster_side_l,f,7,,,,,,
438,staff_ac_holster_staff_l,f,7,,,,,,
441,music_co_sk_pipe_cast_3,t,6,music_co_sk_pipe_cast_3_ub,music_co_sk_pipe_cast_3_ub,music_co_sk_pipe_cast_3_ub,music_co_sk_pipe_cast_3_ub,,music_co_sk_pipe_cast_3_ub
442,fist_pos_hang_prisoner_idle,t,1,,,,,,
443,all_co_sk_pull,f,4,,all_co_sk_pull,all_co_sk_pull,all_co_sk_pull,all_co_sk_pull,all_co_sk_pull
444,fist_pos_stn_fishing_idle_rand_1,t,2,fist_pos_stn_fishing_idle_rand_1,fist_pos_stn_fishing_idle_rand_1,fist_pos_stn_fishing_idle_rand_1,fist_pos_stn_fishing_idle_rand_1,fist_pos_stn_fishing_idle_rand_1,fist_pos_stn_fishing_idle_rand_1
445,fist_ac_slaughter,t,6,,,,,,
446,fist_ac_pourwarter,f,6,,,,,,
447,all_co_sk_underthrow,f,4,,all_co_sk_underthrow_ub,all_co_sk_underthrow_ub,all_co_sk_underthrow_ub,,all_co_sk_underthrow_ub
448,fist_ac_summon_cast,t,6,fist_ac_summon_cast_ub,fist_ac_summon_cast_ub,fist_ac_summon_cast_ub,fist_ac_summon_cast_ub,,fist_ac_summon_cast_ub
449,fist_ac_summon_launch,f,4,fist_ac_summon_launch_ub,fist_ac_summon_launch_ub,fist_ac_summon_launch_ub,fist_ac_summon_launch_mub,,fist_ac_summon_launch_mub
450,fist_ac_gliding_spin,f,1,,,,,,
451,all_co_sk_spell_launch_fireball2,f,4,,all_co_sk_spell_launch_fireball2_ub,all_co_sk_spell_launch_fireball2_ub,all_co_sk_spell_launch_fireball2_ub,,all_co_sk_spell_launch_fireball2_ub
452,fist_ac_gliding_spin2,f,1,,,,,,
453,fist_pos_gnd_corpse_lastwill_idle,t,1,,,,,,
454,fist_pos_gnd_corpse_lastwill_talk,f,7,,,,,,
455,fist_ac_petwash,t,6,,,,,,
456,fist_pos_sit_gnd_prisoner_idle,t,1,,,,,,
457,fist_ac_resurrect,t,7,,,,,,
