id,item_id,slot_type_id,model_id,asset_id,asset_1_id,asset_2_id,asset_3_id,asset_4_id,face_mask,hair_base,npc_only,beautyshop_only
453,25370,24,11,12835,14232,14233,14234,14235,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
454,25371,24,11,12836,14236,14237,14238,14239,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
455,25372,24,11,12837,14244,14245,14245,12837,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
456,25390,24,16,12838,14150,14151,14151,14152,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
457,25473,24,11,12857,14222,14223,14224,14225,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
458,25680,24,355,13303,0,0,0,0,,,f,f
459,25681,24,355,13309,0,0,0,0,,,f,f
460,25682,24,355,13310,0,0,0,0,,,f,f
461,25780,24,355,13308,0,0,0,0,,,f,f
462,25805,24,11,14071,0,0,0,0,,,t,f
463,25824,24,11,14081,14080,14082,14083,14084,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
464,25833,24,355,14194,0,0,0,0,,,f,f
465,,24,20,14436,0,0,0,0,,,f,f
468,26354,24,11,15533,15533,15533,15533,15533,,,t,f
469,26358,24,10,15528,15528,15528,15528,15528,,,f,f
470,26359,24,18,15529,15529,15529,15529,15529,,,f,f
471,26360,24,16,15530,15530,15530,15530,15530,,,f,f
472,26361,24,19,15532,15532,15532,15532,15532,,,t,f
473,26362,24,17,15531,15531,15531,15531,15531,,,t,f
474,26408,24,11,15545,15583,15584,15585,15586,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
475,26410,24,19,15548,15587,15588,15589,15590,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
476,26413,24,10,15579,16088,16088,16088,16088,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base014.dds,f,f
477,26414,24,18,15581,16086,16086,16086,16086,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base014.dds,f,f
478,26415,24,16,15582,16087,16087,16087,16087,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base014.dds,f,f
480,26497,24,21,15601,15610,15611,15612,15613,,,f,f
481,26534,24,20,15628,15629,15629,15629,15629,,,f,f
482,26538,24,18,15640,15641,15642,15643,15644,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base011.dds,f,f
483,26539,24,16,15645,15646,15647,15648,15649,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base011.dds,f,f
484,26540,24,11,15635,15636,15637,15638,15639,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base005.dds,f,f
485,26541,24,17,15630,15631,15632,15633,15634,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base005.dds,f,f
486,26542,24,17,15666,15667,15668,15669,15670,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
487,26543,24,19,15661,15662,15663,15664,15665,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
488,26544,24,10,15650,15651,15652,15653,15654,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base011.dds,f,f
490,26588,24,16,15694,15695,15696,15697,15698,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base011.dds,f,f
491,26828,24,10,15976,15977,15978,15979,15980,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base013.dds,f,f
492,26829,24,18,15981,15982,15983,15984,15985,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base013.dds,f,f
493,26832,24,16,15986,15987,15988,15989,15990,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base013.dds,f,f
494,26834,24,11,15991,15992,15993,15994,15995,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
495,26862,24,19,16036,16037,16038,16039,16040,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
496,26864,24,17,16048,16049,16050,16051,16052,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
497,27270,24,11,16291,16292,16293,16339,16294,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
498,27272,24,19,16295,16296,16297,16298,16299,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
499,27274,24,17,16300,16304,16301,16302,16303,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
500,27639,24,21,16699,16744,16744,16744,16745,,,f,f
501,28072,24,20,16973,16974,16974,16974,16975,,,f,t
502,28073,24,20,16976,16977,16977,16978,16979,,,f,t
503,28077,24,21,16980,16981,16981,16981,16982,,,f,t
504,28078,24,21,16983,16984,16984,16984,16985,,,f,t
505,28412,24,10,17301,17302,17303,17304,17305,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,t
506,28419,24,18,17306,17308,17307,17309,17310,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,t
507,28423,24,16,17314,17315,17316,17317,17318,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,t
508,28863,23,24,17980,0,0,0,0,,,f,f
509,29172,24,11,18447,18448,18448,18449,18450,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,t
510,29174,24,19,18451,18452,18452,18453,18454,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,t
511,29175,24,17,18455,18457,18457,18456,18458,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,t
512,29262,24,20,18488,18804,18805,18806,18807,,,f,t
513,29263,24,20,18489,18808,18808,18808,18809,,,f,t
514,29264,24,21,18494,18810,18810,18810,18811,,,f,t
515,29265,24,21,18495,18812,18813,18814,18815,,,f,t
516,29269,24,16,18496,18774,18775,18776,18777,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,t
517,29270,24,10,18497,18779,18780,18781,18782,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,t
518,29271,24,18,18498,18791,18792,18793,18794,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,t
519,29287,24,11,18515,18516,18517,18518,18519,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,t
520,29292,24,19,18520,18521,18522,18523,18524,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,t
521,29293,24,17,18525,18526,18527,18778,18528,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,t
522,29729,24,24,18730,0,0,0,0,,,f,f
523,29812,24,14,18750,0,0,0,0,,,f,f
524,29813,23,14,18765,0,0,0,0,,,t,f
525,30088,24,17,19124,19125,19126,19127,19128,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,t
526,30089,24,17,19129,19131,19132,19133,19134,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,t
527,30090,24,11,19135,19136,19137,19138,19139,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,t
528,30091,24,19,19144,19146,19147,19148,19149,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,t
529,30092,24,19,19150,19152,19153,19154,19155,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,t
530,30113,24,11,15546,19140,19141,19142,19143,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,t
