id,doodad_func_group_id,actual_func_id,actual_func_type,next_phase,sound_id,func_skill_id,perm_id,act_count
3857,4587,513,DoodadFuncFakeUse,4588,,,0,0
3858,4588,514,DoodadFuncFakeUse,4589,678,,0,0
3859,4589,1258,DoodadFuncLootItem,4590,,,0,0
3860,4590,515,DoodadFuncFakeUse,4588,,,0,0
3861,4591,516,DoodadFuncFakeUse,4592,,,0,0
3862,4593,1259,DoodadFuncLootItem,4594,,,0,0
3863,4594,517,DoodadFuncFakeUse,4592,,,0,0
3864,4592,518,DoodadFuncFakeUse,4593,686,,0,0
3865,4596,519,DoodadFuncFakeUse,4597,,,0,0
3866,4597,1260,DoodadFuncLootItem,4598,,,0,0
3867,4600,520,DoodadFuncFakeUse,5086,683,,0,0
3868,4601,521,DoodadFuncFakeUse,5085,,,0,0
3871,4602,522,DoodadFuncFakeUse,4603,,,0,0
3872,4603,1261,DoodadFuncLootItem,12660,,,0,0
3873,4604,523,DoodadFuncFakeUse,4605,,,0,0
3874,4605,1262,DoodadFuncLootItem,12537,,,0,0
3875,4606,524,DoodadFuncFakeUse,4607,,,0,0
3876,4595,525,DoodadFuncFakeUse,4599,687,,0,0
3877,4607,1263,DoodadFuncLootItem,12659,,,0,0
3878,4610,526,DoodadFuncFakeUse,4611,,,0,0
3879,4611,1264,DoodadFuncLootItem,12658,,,0,0
3880,4612,527,DoodadFuncFakeUse,4613,,,0,0
3881,4613,1265,DoodadFuncLootItem,12657,,,0,0
3882,4614,528,DoodadFuncFakeUse,4615,,,0,0
3883,4615,1266,DoodadFuncLootItem,12656,,,0,0
3887,4617,1267,DoodadFuncLootItem,4622,,,0,0
3888,4618,43,DoodadFuncSkillHit,4621,,,0,0
3890,4623,533,DoodadFuncFakeUse,4717,694,,0,0
3891,4624,534,DoodadFuncFakeUse,4718,695,,0,0
3892,4625,535,DoodadFuncFakeUse,4626,,,0,0
3893,4626,536,DoodadFuncFakeUse,4627,,,0,0
3896,4630,50,DoodadFuncCraftStart,4631,,,0,0
3898,4632,44,DoodadFuncCraftGetItem,4626,,,0,0
3899,4627,537,DoodadFuncFakeUse,4628,,,0,0
3900,4629,1268,DoodadFuncLootItem,4626,,,0,0
3901,4634,538,DoodadFuncFakeUse,5029,694,,0,0
3902,4635,539,DoodadFuncFakeUse,5030,695,,0,0
3903,4636,540,DoodadFuncFakeUse,5027,694,,0,0
3904,4637,541,DoodadFuncFakeUse,5028,695,,0,0
3905,4639,1269,DoodadFuncLootItem,4638,,,0,0
3906,4638,542,DoodadFuncFakeUse,4639,,,0,0
3914,4651,543,DoodadFuncFakeUse,4652,687,,0,0
3915,4654,544,DoodadFuncFakeUse,4655,687,,0,0
3916,4656,545,DoodadFuncFakeUse,4657,687,,0,0
3917,4658,546,DoodadFuncFakeUse,4659,681,13179,0,0
3920,4658,549,DoodadFuncFakeUse,4658,681,13181,0,0
3921,4658,550,DoodadFuncFakeUse,4667,681,13180,0,0
3922,4659,551,DoodadFuncFakeUse,4660,681,13179,0,0
3923,4659,552,DoodadFuncFakeUse,4658,681,13181,0,0
3924,4659,553,DoodadFuncFakeUse,4658,681,13180,0,0
3925,4660,554,DoodadFuncFakeUse,4661,681,13179,0,0
3926,4660,555,DoodadFuncFakeUse,4658,681,13181,0,0
3927,4660,556,DoodadFuncFakeUse,4659,681,13180,0,0
3928,4661,557,DoodadFuncFakeUse,4662,681,13179,0,0
3929,4661,558,DoodadFuncFakeUse,4658,681,13181,0,0
3930,4661,559,DoodadFuncFakeUse,4660,681,13180,0,0
3931,4662,560,DoodadFuncFakeUse,4663,681,13179,0,0
3932,4662,561,DoodadFuncFakeUse,4658,681,13181,0,0
3933,4662,562,DoodadFuncFakeUse,4661,681,13180,0,0
3934,4663,563,DoodadFuncFakeUse,4664,681,13179,0,0
3935,4663,564,DoodadFuncFakeUse,4658,681,13181,0,0
3936,4663,565,DoodadFuncFakeUse,4662,681,13180,0,0
3937,4664,566,DoodadFuncFakeUse,4665,681,13179,0,0
3938,4664,567,DoodadFuncFakeUse,4658,681,13181,0,0
3939,4664,568,DoodadFuncFakeUse,4663,681,13180,0,0
3940,4665,569,DoodadFuncFakeUse,4666,681,13179,0,0
3941,4665,570,DoodadFuncFakeUse,4658,681,13181,0,0
3942,4665,571,DoodadFuncFakeUse,4664,681,13180,0,0
3943,4666,572,DoodadFuncFakeUse,4667,681,13179,0,0
3944,4666,573,DoodadFuncFakeUse,4658,681,13181,0,0
3945,4666,574,DoodadFuncFakeUse,4665,681,13180,0,0
3946,4667,575,DoodadFuncFakeUse,4658,681,13179,0,0
3947,4667,576,DoodadFuncFakeUse,4658,681,13181,0,0
3948,4667,577,DoodadFuncFakeUse,4666,681,13180,0,0
3949,4644,578,DoodadFuncFakeUse,4668,,,0,0
3951,4668,579,DoodadFuncFakeUse,4669,,,0,0
3952,4647,580,DoodadFuncFakeUse,4649,,,0,0
3953,4649,581,DoodadFuncFakeUse,4647,,,0,0
3954,4674,141,DoodadFuncClimb,-1,,,0,0
3955,4674,128,DoodadFuncCutdown,4675,,,0,0
3956,4675,115,DoodadFuncCutdowning,4676,,,0,0
3957,4676,1270,DoodadFuncLootItem,4677,,,0,0
3958,4676,1271,DoodadFuncLootItem,4677,,,0,0
3959,4676,1272,DoodadFuncLootItem,4677,,,0,0
3960,4678,582,DoodadFuncFakeUse,4679,,,0,0
3964,4686,584,DoodadFuncFakeUse,-1,,,0,0
3965,4689,585,DoodadFuncFakeUse,4690,,,0,0
3966,4690,1275,DoodadFuncLootItem,4677,,,0,0
3969,4679,1277,DoodadFuncLootItem,4695,,,0,0
3970,4696,587,DoodadFuncFakeUse,4697,,,0,0
3971,4699,588,DoodadFuncFakeUse,4701,,,0,0
3972,4701,1278,DoodadFuncLootItem,4700,,,0,0
3973,4703,1279,DoodadFuncLootItem,4704,,,0,0
3974,4702,589,DoodadFuncFakeUse,4703,,,0,0
3975,4705,590,DoodadFuncFakeUse,5043,683,,0,0
3976,4706,591,DoodadFuncFakeUse,5042,,,0,0
3977,4707,592,DoodadFuncFakeUse,4990,,,0,0
3978,4708,593,DoodadFuncFakeUse,4991,683,,0,0
3979,4709,594,DoodadFuncFakeUse,5032,695,,0,0
3980,4710,595,DoodadFuncFakeUse,5031,694,,0,0
3981,4711,44,DoodadFuncSkillHit,4712,,,0,0
3983,4717,596,DoodadFuncFakeUse,4623,695,,0,0
3984,4718,597,DoodadFuncFakeUse,4624,694,,0,0
3985,2734,598,DoodadFuncFakeUse,6659,,,0,0
3986,4720,599,DoodadFuncFakeUse,4721,,,0,0
3987,4724,600,DoodadFuncFakeUse,4725,,,0,0
3988,4725,1280,DoodadFuncLootItem,4726,,,0,0
3989,4727,601,DoodadFuncFakeUse,4728,679,,0,0
3991,2358,602,DoodadFuncFakeUse,4729,,,0,0
3992,2357,603,DoodadFuncFakeUse,4730,,,0,0
3993,2354,604,DoodadFuncFakeUse,4731,,,0,0
3994,2759,605,DoodadFuncFakeUse,2760,,,0,0
3995,4732,142,DoodadFuncClimb,-1,,,0,0
3996,4733,143,DoodadFuncClimb,4735,,,0,0
3998,3224,17,DoodadFuncAreaTrigger,4736,,,0,0
3999,3225,18,DoodadFuncAreaTrigger,4737,,,0,0
4000,3226,19,DoodadFuncAreaTrigger,4738,,,0,0
4001,3227,20,DoodadFuncAreaTrigger,4739,,,0,0
4002,3228,21,DoodadFuncAreaTrigger,4740,,,0,0
4003,3229,22,DoodadFuncAreaTrigger,4741,,,0,0
4004,3230,23,DoodadFuncAreaTrigger,4742,,,0,0
4005,3231,24,DoodadFuncAreaTrigger,4743,,,0,0
4006,4744,25,DoodadFuncAreaTrigger,4745,,,0,0
4007,4746,26,DoodadFuncAreaTrigger,4747,,,0,0
4008,4748,27,DoodadFuncAreaTrigger,4749,,,0,0
4009,4750,28,DoodadFuncAreaTrigger,4751,,,0,0
4010,4752,29,DoodadFuncAreaTrigger,4753,,,0,0
4011,4754,30,DoodadFuncAreaTrigger,4755,,,0,0
4012,4756,31,DoodadFuncAreaTrigger,4757,,,0,0
4013,4758,32,DoodadFuncAreaTrigger,4759,,,0,0
4014,4760,33,DoodadFuncAreaTrigger,4761,,,0,0
4015,4762,34,DoodadFuncAreaTrigger,4763,,,0,0
4016,4764,35,DoodadFuncAreaTrigger,4765,,,0,0
4017,4766,36,DoodadFuncAreaTrigger,4767,,,0,0
4018,4768,37,DoodadFuncAreaTrigger,4769,,,0,0
4019,4770,38,DoodadFuncAreaTrigger,4771,,,0,0
4020,4772,39,DoodadFuncAreaTrigger,4773,,,0,0
4021,4774,40,DoodadFuncAreaTrigger,4775,,,0,0
4022,4777,41,DoodadFuncAreaTrigger,4778,,,0,0
4023,2761,606,DoodadFuncFakeUse,2762,,,0,0
4024,1808,1281,DoodadFuncLootItem,1809,,,0,0
4025,2637,1282,DoodadFuncLootItem,2639,,,0,0
4027,4780,607,DoodadFuncFakeUse,4783,,,0,0
4028,1559,1284,DoodadFuncLootItem,1551,,,0,0
4029,1559,1285,DoodadFuncLootItem,1551,,,0,0
4030,1559,1286,DoodadFuncLootItem,1551,,,0,0
4031,1747,1287,DoodadFuncLootItem,1748,,,0,0
4034,2909,1290,DoodadFuncLootItem,2910,,,0,0
4036,2707,1292,DoodadFuncLootItem,2708,,,0,0
4037,4784,429,DoodadFuncUse,4785,,,0,0
4038,4781,608,DoodadFuncFakeUse,4782,,,0,0
4039,2923,1293,DoodadFuncLootItem,2924,,,0,0
4040,1710,1294,DoodadFuncLootItem,1762,,,0,0
4042,1777,1296,DoodadFuncLootItem,1778,,,0,0
4043,1770,1297,DoodadFuncLootItem,1771,,,0,0
4044,1784,1298,DoodadFuncLootItem,1785,,,0,0
4045,936,1299,DoodadFuncLootItem,937,,,0,0
4047,2937,1301,DoodadFuncLootItem,2938,,,0,0
4049,2890,1303,DoodadFuncLootItem,2891,,,0,0
4051,889,1305,DoodadFuncLootItem,890,,,0,0
4053,4783,1307,DoodadFuncLootItem,4791,,,0,0
4056,2686,1310,DoodadFuncLootItem,2687,,,0,0
4057,2773,1311,DoodadFuncLootItem,2774,,,0,0
4058,2971,1312,DoodadFuncLootItem,2972,,,0,0
4062,2956,1316,DoodadFuncLootItem,2957,,,0,0
4063,2817,1317,DoodadFuncLootItem,2818,,,0,0
4065,2839,1319,DoodadFuncLootItem,2840,,,0,0
4066,1795,1320,DoodadFuncLootItem,1796,,,0,0
4067,2675,1321,DoodadFuncLootItem,2676,,,0,0
4071,909,1325,DoodadFuncLootItem,910,,,0,0
4072,2985,1326,DoodadFuncLootItem,2986,,,0,0
4075,945,1329,DoodadFuncLootItem,946,,,0,0
4082,900,1336,DoodadFuncLootItem,901,,,0,0
4085,2930,1339,DoodadFuncLootItem,2931,,,0,0
4087,1912,1341,DoodadFuncLootItem,1913,,,0,0
4089,2599,1343,DoodadFuncLootItem,2600,,,0,0
4092,2916,1346,DoodadFuncLootItem,2917,,,0,0
4097,4794,609,DoodadFuncFakeUse,4795,,,0,0
4099,4795,1349,DoodadFuncLootItem,4796,,,0,0
4100,2246,610,DoodadFuncFakeUse,2247,,,0,0
4101,2243,1350,DoodadFuncLootItem,4797,,,0,0
4102,2242,611,DoodadFuncFakeUse,2243,,,0,0
4103,4798,612,DoodadFuncFakeUse,4799,,,0,0
4106,4801,74,DoodadFuncQuest,-1,,,0,0
4107,4807,1352,DoodadFuncLootItem,4806,,,0,0
4109,4805,615,DoodadFuncFakeUse,4807,,,0,0
4110,2240,616,DoodadFuncFakeUse,2241,,,0,0
4111,2241,1353,DoodadFuncLootItem,4814,,,0,0
4112,4815,617,DoodadFuncFakeUse,5299,,,0,0
4113,4816,1354,DoodadFuncLootItem,4817,,,0,0
4114,2757,618,DoodadFuncFakeUse,2758,,,0,0
4115,2758,1355,DoodadFuncLootItem,4818,,,0,0
4117,4804,619,DoodadFuncFakeUse,5147,,,0,0
4118,4821,620,DoodadFuncFakeUse,4822,,,0,0
4119,4822,1356,DoodadFuncLootItem,4823,,,0,0
4120,4824,621,DoodadFuncFakeUse,4825,359,,0,0
4121,4829,622,DoodadFuncFakeUse,4830,,,0,0
4122,4830,1357,DoodadFuncLootItem,4831,,,0,0
4123,4832,623,DoodadFuncFakeUse,4833,,,0,0
4124,4833,1358,DoodadFuncLootItem,4834,,,0,0
4125,4835,624,DoodadFuncFakeUse,4836,,,0,0
4126,4836,1359,DoodadFuncLootItem,4837,,,0,0
4131,4838,625,DoodadFuncFakeUse,4839,,,0,0
4144,4850,626,DoodadFuncFakeUse,4851,,,0,0
4145,4851,1364,DoodadFuncLootItem,4852,,,0,0
4146,4853,627,DoodadFuncFakeUse,4854,,,0,0
4147,4827,628,DoodadFuncFakeUse,4828,,,0,0
4148,4856,46,DoodadFuncSkillHit,4857,,,0,0
4149,4857,47,DoodadFuncSkillHit,4858,,,0,0
4150,4860,48,DoodadFuncSkillHit,4861,,,0,0
4151,4861,49,DoodadFuncSkillHit,4862,,,0,0
4152,4864,1365,DoodadFuncLootItem,4865,,,0,0
4153,4866,629,DoodadFuncFakeUse,4867,,,0,0
4154,4869,630,DoodadFuncFakeUse,4870,,,0,0
4155,4871,631,DoodadFuncFakeUse,4875,,,0,0
4156,4873,1,DoodadFuncAttachment,-1,,13312,0,0
4157,4874,1366,DoodadFuncLootItem,3034,,,0,0
4158,4877,50,DoodadFuncSkillHit,4878,,,0,0
4159,4879,632,DoodadFuncFakeUse,-1,,,0,0
4160,4880,633,DoodadFuncFakeUse,-1,,,0,0
4161,4881,1367,DoodadFuncLootItem,4880,,,0,0
4165,4883,1370,DoodadFuncLootItem,4884,,,0,0
4168,4885,2,DoodadFuncAttachment,-1,,15857,0,0
4170,4891,116,DoodadFuncCutdowning,4894,,,0,0
4172,4894,1371,DoodadFuncLootItem,4895,,,0,0
4175,2230,634,DoodadFuncFakeUse,4864,,,0,0
4176,4903,152,DoodadFuncClimb,-1,,,0,0
4177,4903,135,DoodadFuncCutdown,4904,,,0,0
4178,4904,117,DoodadFuncCutdowning,4905,,,0,0
4179,4905,1372,DoodadFuncLootItem,4906,,,0,0
4181,4907,1374,DoodadFuncLootItem,3204,,,0,0
4182,3203,635,DoodadFuncFakeUse,4907,,,0,0
4183,4908,1375,DoodadFuncLootItem,3089,,,0,0
4184,3088,636,DoodadFuncFakeUse,4908,,,0,0
4185,4914,1376,DoodadFuncLootItem,2512,,,0,0
4186,2511,637,DoodadFuncFakeUse,4914,,,0,0
4187,2510,638,DoodadFuncFakeUse,4915,,,0,0
4188,4898,53,DoodadFuncSkillHit,4909,,,0,0
4189,2400,639,DoodadFuncFakeUse,4917,,,0,0
4190,2359,640,DoodadFuncFakeUse,4918,,,0,0
4191,4918,1377,DoodadFuncLootItem,4919,,,0,0
4192,3029,641,DoodadFuncFakeUse,4920,,,0,0
4193,4920,1378,DoodadFuncLootItem,3030,,,0,0
4194,4921,1379,DoodadFuncLootItem,3090,,,0,0
4195,2401,642,DoodadFuncFakeUse,4921,,,0,0
4196,2356,643,DoodadFuncFakeUse,2735,,,0,0
4197,4923,3,DoodadFuncAttachment,-1,,14915,0,0
4198,4924,644,DoodadFuncFakeUse,,,,0,0
4199,4926,645,DoodadFuncFakeUse,5074,683,,0,0
4200,4927,646,DoodadFuncFakeUse,5073,,,0,0
4201,4928,647,DoodadFuncFakeUse,5076,683,,0,0
4202,4929,648,DoodadFuncFakeUse,5075,,,0,0
4203,4930,4,DoodadFuncAttachment,5041,,14916,0,0
4204,4931,153,DoodadFuncClimb,,,,0,0
4206,4933,649,DoodadFuncFakeUse,5078,683,,0,0
4207,4934,650,DoodadFuncFakeUse,5077,,,0,0
4208,4935,651,DoodadFuncFakeUse,5080,683,,0,0
4209,4936,652,DoodadFuncFakeUse,5079,,,0,0
4210,4937,653,DoodadFuncFakeUse,5082,683,,0,0
4211,4938,654,DoodadFuncFakeUse,5081,,,0,0
4212,1440,1380,DoodadFuncLootItem,4940,,,0,0
4213,4941,655,DoodadFuncFakeUse,5084,683,,0,0
4214,4942,656,DoodadFuncFakeUse,5083,,,0,0
4215,1393,1381,DoodadFuncLootItem,2158,,,0,0
4216,4943,657,DoodadFuncFakeUse,5037,695,,0,0
4217,4944,658,DoodadFuncFakeUse,5036,694,,0,0
4218,4945,659,DoodadFuncFakeUse,5046,683,,0,0
4219,4946,660,DoodadFuncFakeUse,5045,,,0,0
4220,4947,661,DoodadFuncFakeUse,5048,683,,0,0
4221,4948,662,DoodadFuncFakeUse,5047,,,0,0
4222,4949,663,DoodadFuncFakeUse,5050,683,,0,0
4223,4950,664,DoodadFuncFakeUse,5049,,,0,0
4224,4951,665,DoodadFuncFakeUse,5052,683,,0,0
4225,4952,666,DoodadFuncFakeUse,5051,,,0,0
4226,4953,667,DoodadFuncFakeUse,5054,683,,0,0
4227,4954,668,DoodadFuncFakeUse,5053,,,0,0
4228,4955,669,DoodadFuncFakeUse,5056,683,,0,0
4229,4956,670,DoodadFuncFakeUse,5055,,,0,0
4230,4957,671,DoodadFuncFakeUse,5058,683,,0,0
4231,4958,672,DoodadFuncFakeUse,5057,,,0,0
4232,4959,673,DoodadFuncFakeUse,5060,683,,0,0
4233,4960,674,DoodadFuncFakeUse,5059,,,0,0
4234,4961,675,DoodadFuncFakeUse,5040,695,,0,0
4235,4962,676,DoodadFuncFakeUse,5039,694,,0,0
4236,4963,677,DoodadFuncFakeUse,5070,683,,0,0
4237,4964,678,DoodadFuncFakeUse,5069,,,0,0
4238,4965,679,DoodadFuncFakeUse,5072,683,,0,0
4239,4966,680,DoodadFuncFakeUse,5071,,,0,0
4240,4967,681,DoodadFuncFakeUse,5062,683,,0,0
4241,4968,682,DoodadFuncFakeUse,5061,,,0,0
4242,4969,683,DoodadFuncFakeUse,5064,683,,0,0
4243,4970,684,DoodadFuncFakeUse,5063,,,0,0
4244,4971,685,DoodadFuncFakeUse,5066,683,,0,0
4245,4972,686,DoodadFuncFakeUse,5065,,,0,0
4246,4973,687,DoodadFuncFakeUse,5068,683,,0,0
4247,4974,688,DoodadFuncFakeUse,5067,,,0,0
4250,4979,690,DoodadFuncFakeUse,-1,364,,0,0
4254,4985,692,DoodadFuncFakeUse,-1,677,,0,0
4255,4986,154,DoodadFuncClimb,,,,0,0
4257,1459,1385,DoodadFuncLootItem,4987,,,0,0
4260,1477,1386,DoodadFuncLootItem,4988,,,0,0
4261,4990,695,DoodadFuncFakeUse,4707,683,,0,0
4262,4991,696,DoodadFuncFakeUse,4708,,,0,0
4263,1457,18,DoodadFuncConditionalUse,1459,,,0,0
4264,4992,1387,DoodadFuncLootItem,4987,,,0,0
4265,2543,697,DoodadFuncFakeUse,4993,,,0,0
4270,4998,700,DoodadFuncFakeUse,4999,,,0,0
4271,4999,1389,DoodadFuncLootItem,5000,,,0,0
4275,5005,1391,DoodadFuncLootItem,5006,,,0,0
4289,5026,1398,DoodadFuncLootItem,5027,,,0,0
4290,5027,708,DoodadFuncFakeUse,4636,695,,0,0
4291,5028,709,DoodadFuncFakeUse,4637,694,,0,0
4292,5029,710,DoodadFuncFakeUse,4634,695,,0,0
4293,5030,711,DoodadFuncFakeUse,4635,694,,0,0
4294,5031,712,DoodadFuncFakeUse,4710,695,,0,0
4295,5032,713,DoodadFuncFakeUse,4709,694,,0,0
4298,5036,715,DoodadFuncFakeUse,4944,695,,0,0
4299,5037,716,DoodadFuncFakeUse,4943,694,,0,0
4300,5039,717,DoodadFuncFakeUse,4962,695,,0,0
4301,5040,718,DoodadFuncFakeUse,4961,694,,0,0
4302,5042,719,DoodadFuncFakeUse,4706,683,,0,0
4303,5043,720,DoodadFuncFakeUse,4705,,,0,0
4304,5045,721,DoodadFuncFakeUse,4946,683,,0,0
4305,5046,722,DoodadFuncFakeUse,4945,,,0,0
4306,5047,723,DoodadFuncFakeUse,4948,683,,0,0
4307,5048,724,DoodadFuncFakeUse,4947,,,0,0
4308,5049,725,DoodadFuncFakeUse,4950,683,,0,0
4309,5050,726,DoodadFuncFakeUse,4949,,,0,0
4310,5051,727,DoodadFuncFakeUse,4952,683,,0,0
4311,5052,728,DoodadFuncFakeUse,4951,,,0,0
4312,1435,729,DoodadFuncFakeUse,1436,,,0,0
4313,5053,730,DoodadFuncFakeUse,4954,683,,0,0
4314,5054,731,DoodadFuncFakeUse,4953,,,0,0
4315,5055,732,DoodadFuncFakeUse,4956,683,,0,0
4316,5056,733,DoodadFuncFakeUse,4955,,,0,0
4317,2424,734,DoodadFuncFakeUse,-1,,11930,0,0
4318,5057,735,DoodadFuncFakeUse,4958,683,,0,0
4319,5058,736,DoodadFuncFakeUse,4957,,,0,0
4320,5059,737,DoodadFuncFakeUse,4960,683,,0,0
4321,5060,738,DoodadFuncFakeUse,4959,,,0,0
4322,5061,739,DoodadFuncFakeUse,4968,683,,0,0
4323,5062,740,DoodadFuncFakeUse,4967,,,0,0
4324,5063,741,DoodadFuncFakeUse,4970,683,,0,0
4325,5064,742,DoodadFuncFakeUse,4969,,,0,0
4326,5065,743,DoodadFuncFakeUse,4972,683,,0,0
4327,5066,744,DoodadFuncFakeUse,4971,,,0,0
4328,5067,745,DoodadFuncFakeUse,4974,683,,0,0
4329,5068,746,DoodadFuncFakeUse,4973,,,0,0
4330,5069,747,DoodadFuncFakeUse,4964,683,,0,0
4331,5070,748,DoodadFuncFakeUse,4963,,,0,0
4332,5071,749,DoodadFuncFakeUse,4966,683,,0,0
4333,5072,750,DoodadFuncFakeUse,4965,,,0,0
4334,5073,751,DoodadFuncFakeUse,4927,683,,0,0
4335,5074,752,DoodadFuncFakeUse,4926,,,0,0
4336,5075,753,DoodadFuncFakeUse,4929,683,,0,0
4337,5076,754,DoodadFuncFakeUse,4928,,,0,0
4338,5077,755,DoodadFuncFakeUse,4934,683,,0,0
4339,5078,756,DoodadFuncFakeUse,4933,,,0,0
4340,5079,757,DoodadFuncFakeUse,4936,683,,0,0
4341,5080,758,DoodadFuncFakeUse,4935,,,0,0
4342,5081,759,DoodadFuncFakeUse,4938,683,,0,0
4343,5082,760,DoodadFuncFakeUse,4937,,,0,0
4344,5083,761,DoodadFuncFakeUse,4942,683,,0,0
4345,5084,762,DoodadFuncFakeUse,4941,,,0,0
4346,5085,763,DoodadFuncFakeUse,4601,683,,0,0
4347,5086,764,DoodadFuncFakeUse,4600,,,0,0
4349,5087,765,DoodadFuncFakeUse,5088,,,0,0
4350,5088,1400,DoodadFuncLootItem,5089,,,0,0
4351,5091,200,DoodadFuncRecoverItem,-1,,11361,0,0
4352,5092,766,DoodadFuncFakeUse,5093,,11305,0,0
4353,5096,767,DoodadFuncFakeUse,5097,,,0,0
4354,5097,1401,DoodadFuncLootItem,5098,,,0,0
4356,5102,768,DoodadFuncFakeUse,5449,,,0,0
4360,5107,136,DoodadFuncCutdown,5108,,,0,0
4361,5108,118,DoodadFuncCutdowning,5109,,,0,0
4362,5109,1403,DoodadFuncLootItem,5110,,,0,0
4364,5107,35,DoodadFuncFruitPick,5111,,,0,0
4365,5111,1404,DoodadFuncLootItem,5110,,,0,0
4366,5115,137,DoodadFuncCutdown,5116,,,0,0
4367,5115,36,DoodadFuncFruitPick,5119,,,0,0
4368,5116,119,DoodadFuncCutdowning,5117,,,0,0
4369,5117,1405,DoodadFuncLootItem,5118,,,0,0
4370,5119,1406,DoodadFuncLootItem,5118,,,0,0
4371,2231,769,DoodadFuncFakeUse,2232,,,0,0
4372,5122,770,DoodadFuncFakeUse,5123,,,0,0
4373,5125,77,DoodadFuncQuest,5126,,13380,0,0
4374,5127,771,DoodadFuncFakeUse,5128,,,0,0
4375,5101,78,DoodadFuncQuest,-1,,,0,0
4376,5100,772,DoodadFuncFakeUse,5101,,,0,0
4377,5129,1407,DoodadFuncLootItem,5130,,,0,0
4379,5131,773,DoodadFuncFakeUse,5132,,,0,0
4380,5132,1409,DoodadFuncLootItem,5133,,,0,0
4381,5134,774,DoodadFuncFakeUse,5135,687,,0,0
4382,5136,775,DoodadFuncFakeUse,5137,687,,0,0
4383,5138,776,DoodadFuncFakeUse,5139,687,,0,0
4384,5140,777,DoodadFuncFakeUse,5141,687,,0,0
4385,1487,1410,DoodadFuncLootItem,1488,,,0,0
4386,5144,55,DoodadFuncSkillHit,5146,,,0,0
4387,5144,56,DoodadFuncSkillHit,5146,,,0,0
4389,5144,58,DoodadFuncSkillHit,5146,,,0,0
4391,5161,1411,DoodadFuncLootItem,5162,,,0,0
4394,5164,778,DoodadFuncFakeUse,5165,,,0,0
4395,5165,1414,DoodadFuncLootItem,5166,,,0,0
4399,5170,781,DoodadFuncFakeUse,5171,,,0,0
4400,5173,782,DoodadFuncFakeUse,15089,,,0,0
4401,1443,25,DoodadFuncConditionalUse,5339,,,0,0
4402,1880,1415,DoodadFuncLootItem,5177,,,0,0
4405,5182,1416,DoodadFuncLootItem,5183,,,0,0
4406,5181,784,DoodadFuncFakeUse,5182,,,0,0
4407,5004,785,DoodadFuncFakeUse,5005,,,0,0
4409,5186,1417,DoodadFuncLootItem,5187,,,0,0
4411,5190,1418,DoodadFuncLootItem,5191,,,0,0
4412,5194,786,DoodadFuncFakeUse,5195,,,0,0
4413,5196,787,DoodadFuncFakeUse,5197,,,0,0
4414,5200,155,DoodadFuncClimb,-1,,,0,0
4415,5200,138,DoodadFuncCutdown,5203,,,0,0
4416,5203,120,DoodadFuncCutdowning,5204,,,0,0
4417,5204,1419,DoodadFuncLootItem,5205,,,0,0
4422,5207,788,DoodadFuncFakeUse,5208,,,0,0
4423,5208,1424,DoodadFuncLootItem,5209,,,0,0
4424,5210,789,DoodadFuncFakeUse,5211,,,0,0
4425,5211,1425,DoodadFuncLootItem,5212,,,0,0
4426,5213,790,DoodadFuncFakeUse,5214,,,0,0
4427,5214,1426,DoodadFuncLootItem,5215,,,0,0
4429,5218,1427,DoodadFuncLootItem,5219,,,0,0
4430,5217,791,DoodadFuncFakeUse,5218,,,0,0
4433,5221,1428,DoodadFuncLootItem,5222,,,0,0
4438,5220,61,DoodadFuncSkillHit,5223,,,0,0
4441,5224,434,DoodadFuncUse,5225,,,0,0
4442,5225,1429,DoodadFuncLootItem,5226,,,0,0
4443,5228,1430,DoodadFuncLootItem,5229,,,0,0
4445,1441,793,DoodadFuncFakeUse,1442,,,0,0
4446,5233,794,DoodadFuncFakeUse,5234,,,0,0
4447,5234,795,DoodadFuncFakeUse,5243,,,0,0
4448,5235,796,DoodadFuncFakeUse,5234,,,0,0
4449,5236,3,DoodadFuncLootPack,5234,,,0,0
4451,5234,797,DoodadFuncFakeUse,8502,,,0,0
4452,5233,798,DoodadFuncFakeUse,5238,,,0,0
4453,5233,799,DoodadFuncFakeUse,5239,,,0,0
4454,5233,202,DoodadFuncRecoverItem,-1,,,0,0
4455,5238,800,DoodadFuncFakeUse,5244,,,0,0
4456,5239,801,DoodadFuncFakeUse,5245,,,0,0
4457,5238,802,DoodadFuncFakeUse,8503,,,0,0
4458,5239,803,DoodadFuncFakeUse,8504,,,0,0
4459,5240,804,DoodadFuncFakeUse,5234,,,0,0
4460,5241,805,DoodadFuncFakeUse,5238,,,0,0
4461,5242,806,DoodadFuncFakeUse,5239,,,0,0
4462,5243,1431,DoodadFuncLootItem,5234,,,0,0
4463,5244,1432,DoodadFuncLootItem,5238,,,0,0
4464,5245,1433,DoodadFuncLootItem,5239,,,0,0
4466,5251,1435,DoodadFuncLootItem,5222,,,0,0
4467,5252,807,DoodadFuncFakeUse,5253,,,0,0
4468,5255,808,DoodadFuncFakeUse,5257,,,0,0
4469,5256,809,DoodadFuncFakeUse,5258,,,0,0
4470,5257,810,DoodadFuncFakeUse,5255,,,0,0
4471,5258,811,DoodadFuncFakeUse,5256,,,0,0
4472,5259,812,DoodadFuncFakeUse,5261,,,0,0
4473,5260,813,DoodadFuncFakeUse,5262,,,0,0
