id,owner_id,owner_type,unit_attribute_id,unit_modifier_type_id,value,linear_level_bonus
11140,7476,Item,6,0,656,0
11141,7477,Item,0,0,19,0
11142,7477,Item,1,0,19,0
11143,7477,Item,2,0,39,0
11144,7477,Item,8,0,654,0
11145,7478,Item,0,0,19,0
11146,7478,Item,1,0,39,0
11147,7478,Item,2,0,19,0
11148,6662,Item,3,0,10,0
11149,6662,Item,4,0,10,0
11150,6662,Item,64,0,132,0
11151,7478,Item,11,0,5,0
11159,7500,Item,0,0,16,0
11169,7503,Item,2,0,8,0
11170,7503,Item,6,0,634,0
11171,7504,Item,0,0,8,0
11172,7504,Item,1,0,8,0
11173,7504,Item,2,0,16,0
11174,7504,Item,8,0,534,0
11175,7505,Item,0,0,8,0
11176,7505,Item,1,0,16,0
11177,7505,Item,2,0,8,0
11194,7525,Item,2,0,22,0
11195,7525,Item,11,0,6,0
11205,7527,Item,4,0,22,0
11206,7527,Item,7,0,400,0
11207,7528,Item,2,0,45,0
11220,7534,Item,0,0,24,0
11221,7534,Item,1,0,48,0
11222,7534,Item,3,0,24,0
11223,7534,Item,79,0,30,0
11224,7535,Item,0,0,48,0
11225,7535,Item,2,0,24,0
11226,7535,Item,4,0,24,0
11227,7535,Item,7,0,416,0
11228,7536,Item,2,0,48,0
11229,7536,Item,3,0,24,0
11230,670,Buff,8,0,122,0
11231,22,Slave,6,0,47420,0
11232,22,Slave,10,0,100,0
11233,22,Slave,72,0,100,0
11234,22,Slave,8,0,2000000,0
11235,23,Slave,6,0,29870,0
11236,23,Slave,10,0,100,0
11237,23,Slave,72,0,100,0
11238,23,Slave,8,0,50000,0
11239,671,Buff,8,0,495,0
11240,24,Slave,6,0,52420,0
11241,672,Buff,8,0,599,0
11242,673,Buff,8,0,811,0
11243,674,Buff,8,0,1458,0
11244,675,Buff,8,0,3212,0
11245,676,Buff,8,0,4109,0
11246,677,Buff,8,0,5077,0
11247,678,Buff,8,0,6111,0
11248,679,Buff,8,0,7207,0
11249,24,Slave,10,0,100,0
11250,24,Slave,72,0,100,0
11251,24,Slave,8,0,2000000,0
11253,713,Buff,71,0,-40,0
11254,714,Buff,53,0,50,0
11255,714,Buff,71,0,-40,0
11266,10,Slave,6,0,29870,0
11274,1558,Npc,2,1,100,0
11275,1558,Npc,3,1,50,0
11276,1558,Npc,7,1,50,0
11277,3464,Npc,6,1,-90,0
11278,5566,Npc,6,1,-90,0
11279,5567,Npc,6,1,-90,0
11280,5323,Npc,62,0,1000000,0
11289,5895,Item,0,0,14,0
11290,5895,Item,1,0,14,0
11291,5895,Item,3,0,16,0
11292,5895,Item,6,0,524,0
11297,5897,Item,0,0,14,0
11298,5897,Item,2,0,14,0
11299,5897,Item,3,0,16,0
11300,5897,Item,7,0,234,0
11301,5898,Item,0,0,17,0
11302,5898,Item,1,0,15,0
11303,5898,Item,4,0,15,0
11304,5898,Item,77,0,20,0
11305,5899,Item,1,0,15,0
11306,5899,Item,2,0,17,0
11307,5899,Item,4,0,15,0
11308,5907,Item,1,0,17,0
11309,5907,Item,4,0,17,0
11310,5907,Item,77,0,20,0
11311,5908,Item,1,0,17,0
11312,5908,Item,2,0,23,0
11313,5908,Item,4,0,17,0
11317,5911,Item,0,0,17,0
11318,5911,Item,2,0,17,0
11319,5911,Item,3,0,23,0
11320,5911,Item,6,0,624,0
11321,5912,Item,1,0,17,0
11322,5912,Item,2,0,23,0
11323,5912,Item,3,0,17,0
11324,5912,Item,33,0,14,0
11325,5913,Item,0,0,25,0
11326,5920,Item,0,0,19,0
11327,5920,Item,1,0,19,0
11328,5920,Item,3,0,27,0
11329,5920,Item,7,0,294,0
11330,5921,Item,0,0,19,0
11331,5921,Item,2,0,19,0
11332,5921,Item,4,0,27,0
11333,5921,Item,81,0,10,0
11342,5923,Item,1,0,19,0
11343,5923,Item,2,0,27,0
11344,5923,Item,3,0,19,0
11345,5923,Item,33,0,16,0
11350,5925,Item,1,0,20,0
11351,5925,Item,2,0,29,0
11352,5925,Item,4,0,20,0
11353,5925,Item,12,0,3,0
11354,5926,Item,0,0,20,0
11355,5926,Item,1,0,20,0
11356,5926,Item,3,0,29,0
11357,5933,Item,3,0,32,0
11358,5933,Item,6,0,746,0
11359,5934,Item,1,0,21,0
11360,5934,Item,2,0,32,0
11361,5934,Item,3,0,21,0
11362,5934,Item,33,0,17,0
11363,5935,Item,0,0,32,0
11364,5935,Item,1,0,21,0
11365,5935,Item,2,0,21,0
11378,5907,Item,0,0,23,0
11379,388,Buff,83,0,-250,0
11380,7526,Item,0,0,22,0
11381,7526,Item,1,0,45,0
11382,7526,Item,3,0,22,0
11383,7526,Item,79,0,20,0
11384,7527,Item,0,0,45,0
11385,7527,Item,2,0,22,0
11396,21,Slave,64,0,2000000,0
11397,22,Slave,64,0,2000000,0
11398,23,Slave,64,0,50000,0
11399,24,Slave,64,0,2000000,0
11518,6049,Item,4,0,21,0
11519,6049,Item,33,0,17,0
11520,6050,Item,2,0,21,0
11522,6050,Item,3,0,21,0
11523,6050,Item,4,0,32,0
11524,6050,Item,7,0,312,0
11606,6071,Item,1,0,18,0
11607,6071,Item,2,0,22,0
11609,6071,Item,4,0,18,0
11610,6071,Item,6,0,1098,0
11611,6072,Item,0,0,22,0
11612,6072,Item,2,0,18,0
11614,6072,Item,4,0,18,0
11615,6072,Item,77,0,30,0
11616,6073,Item,0,0,25,0
11617,6073,Item,1,0,20,0
11619,6073,Item,3,0,20,0
11620,6073,Item,57,0,792,0
11621,6074,Item,1,0,20,0
11622,6074,Item,2,0,25,0
11624,6074,Item,4,0,20,0
11625,6074,Item,33,0,29,0
11626,6075,Item,0,0,25,0
11627,6075,Item,2,0,20,0
11644,7430,Item,11,0,5,0
11649,740,Buff,8,1,3,0
11650,717,Buff,8,1,3,0
11732,25,Slave,8,0,30000,0
11733,25,Slave,6,0,8000,0
11853,13789,Item,0,0,5,0
11854,13790,Item,4,0,5,0
11855,13791,Item,1,0,9,0
11856,13792,Item,3,0,7,0
11857,13793,Item,2,0,13,0
11858,13794,Item,3,0,3,0
11859,13794,Item,4,0,2,0
11860,13795,Item,0,0,3,0
11861,13795,Item,1,0,2,0
11864,13798,Item,0,0,5,0
11867,13800,Item,0,0,3,0
11868,13800,Item,1,0,2,0
11870,13802,Item,4,0,5,0
11871,13803,Item,2,0,13,0
11872,13804,Item,0,0,5,0
11873,13805,Item,3,0,3,0
11874,13805,Item,4,0,2,0
11875,13806,Item,3,0,7,0
11876,13807,Item,0,0,3,0
11877,13807,Item,1,0,2,0
11878,13808,Item,1,0,9,0
11879,13809,Item,4,0,5,0
11921,13826,Item,0,0,2,0
11922,13826,Item,1,0,1,0
11923,13826,Item,2,0,2,0
11924,13826,Item,3,0,1,0
11925,13826,Item,4,0,2,0
11926,13827,Item,0,0,2,0
11927,13827,Item,1,0,1,0
11928,13827,Item,2,0,2,0
11929,13827,Item,3,0,1,0
11930,13827,Item,4,0,2,0
11931,13828,Item,0,0,2,0
11932,13828,Item,1,0,1,0
11933,13828,Item,2,0,2,0
11934,13828,Item,3,0,1,0
11935,13828,Item,4,0,2,0
11937,13829,Item,0,0,2,0
11938,13829,Item,1,0,1,0
11939,13829,Item,2,0,2,0
11940,13829,Item,3,0,1,0
11941,13829,Item,4,0,2,0
11942,13830,Item,0,0,2,0
11943,13830,Item,1,0,1,0
11944,13830,Item,2,0,2,0
11945,13830,Item,3,0,1,0
11946,13830,Item,4,0,2,0
11947,13831,Item,0,0,2,0
11948,13831,Item,1,0,1,0
11949,13831,Item,2,0,2,0
11950,13831,Item,3,0,1,0
11951,13831,Item,4,0,2,0
11952,13832,Item,0,0,2,0
11953,13832,Item,1,0,1,0
11954,13832,Item,2,0,2,0
11955,13832,Item,3,0,1,0
11956,13832,Item,4,0,2,0
11957,13833,Item,0,0,2,0
11958,13833,Item,1,0,1,0
11959,13833,Item,2,0,2,0
11960,13833,Item,3,0,1,0
11961,13833,Item,4,0,2,0
11967,13835,Item,0,0,2,0
11968,13835,Item,1,0,1,0
11969,13835,Item,2,0,2,0
11970,13835,Item,3,0,1,0
11971,13835,Item,4,0,2,0
11972,26,Slave,8,0,30000,0
11973,26,Slave,6,0,10000,0
11974,27,Slave,8,0,30000,0
11975,27,Slave,6,0,15000,0
11978,13839,Item,0,0,5,0
11979,13840,Item,3,0,3,0
11980,13840,Item,4,0,2,0
11981,13841,Item,0,0,3,0
11982,13841,Item,1,0,2,0
11983,13842,Item,1,0,9,0
11984,13843,Item,4,0,5,0
11987,13834,Item,0,0,2,0
11988,13834,Item,1,0,1,0
11989,13834,Item,2,0,2,0
11990,13834,Item,3,0,1,0
11991,13834,Item,4,0,2,0
11992,13825,Item,0,0,2,0
11993,13825,Item,1,0,1,0
11994,13825,Item,2,0,2,0
11995,13825,Item,3,0,1,0
11996,13825,Item,4,0,2,0
12002,13824,Item,0,0,2,0
12003,13824,Item,1,0,1,0
12004,13824,Item,2,0,2,0
12005,13824,Item,3,0,1,0
12006,13824,Item,4,0,2,0
12007,13822,Item,0,0,2,0
12008,13822,Item,1,0,1,0
12009,13822,Item,2,0,2,0
12010,13822,Item,3,0,1,0
12011,13822,Item,4,0,2,0
12012,13821,Item,0,0,2,0
12013,13821,Item,1,0,1,0
12014,13821,Item,2,0,2,0
12015,13821,Item,3,0,1,0
12016,13821,Item,4,0,2,0
12017,13820,Item,0,0,2,0
12018,13820,Item,1,0,1,0
12019,13820,Item,2,0,2,0
12020,13820,Item,3,0,1,0
12021,13820,Item,4,0,2,0
12023,13819,Item,0,0,2,0
12024,13819,Item,1,0,1,0
12025,13819,Item,2,0,2,0
12026,13819,Item,3,0,1,0
12027,13819,Item,4,0,2,0
12028,13818,Item,0,0,2,0
12029,13818,Item,1,0,1,0
12030,13818,Item,2,0,2,0
12031,13818,Item,3,0,1,0
12032,13818,Item,4,0,2,0
12033,13768,Item,3,0,7,0
12034,13769,Item,2,0,13,0
12035,13770,Item,0,0,5,0
12036,13771,Item,3,0,3,0
12037,13771,Item,4,0,2,0
12038,13772,Item,0,0,3,0
12039,13772,Item,1,0,2,0
12040,13773,Item,1,0,9,0
12041,13774,Item,4,0,5,0
12042,13776,Item,2,0,13,0
12043,13779,Item,0,0,3,0
12044,13779,Item,1,0,2,0
12045,13778,Item,3,0,3,0
12046,13778,Item,4,0,2,0
12047,13780,Item,1,0,9,0
12048,13781,Item,4,0,5,0
12049,13777,Item,0,0,5,0
12050,13775,Item,3,0,7,0
12051,13788,Item,1,0,9,0
12052,13787,Item,0,0,3,0
12053,13787,Item,1,0,2,0
12054,13786,Item,3,0,3,0
12055,13786,Item,4,0,2,0
12056,13785,Item,0,0,5,0
12057,13784,Item,2,0,13,0
12059,13782,Item,4,0,5,0
12060,5587,Npc,6,0,-890,0
12061,5588,Npc,6,0,-890,0
12062,6,Slave,8,0,30000,0
12063,6,Slave,6,0,8000,0
12064,1,Slave,8,0,21200,0
12065,1,Slave,6,0,37420,0
12066,28,Slave,8,0,10000,0
12067,28,Slave,6,0,2000,0
12068,29,Slave,8,0,2000,0
12069,29,Slave,6,0,5000,0
12071,93,Housing,8,0,10000,0
12072,95,Housing,8,0,10000,0
12099,757,Buff,54,0,500,0
12100,757,Buff,51,0,500,0
12101,757,Buff,55,0,500,0
12102,757,Buff,52,0,500,0
12103,757,Buff,58,0,500,0
12104,763,Buff,10,0,-30,0
12106,765,Buff,51,0,200,0
12107,765,Buff,52,0,200,0
12117,4727,Npc,6,1,-90,0
12118,779,Buff,10,0,-10,0
12119,4704,Npc,0,1,-80,0
12120,4703,Npc,0,1,-80,0
12121,783,Buff,4,1,9,0
12123,789,Buff,51,0,120,0
12124,789,Buff,52,0,120,0
12126,621,Buff,58,0,-30,0
12128,793,Buff,78,0,30,0
12129,793,Buff,86,0,20,0
12130,794,Buff,6,0,396,0
12131,795,Buff,6,0,566,0
12132,796,Buff,6,0,748,0
12133,805,Buff,64,1,15,0
12134,805,Buff,65,0,1000,0
12137,807,Buff,71,0,300,0
12139,7420,Item,4,0,6,0
12140,7420,Item,7,0,264,0
12142,808,Buff,20,1,-100,0
12143,808,Buff,21,1,-100,0
12144,808,Buff,22,1,-100,0
12146,402,Buff,81,0,210,0
12147,403,Buff,81,0,280,0
12148,404,Buff,81,0,280,0
12154,811,Buff,54,0,42,0
12155,813,Buff,80,0,120,0
12156,815,Buff,10,0,100,0
12157,816,Buff,10,0,100,0
12158,817,Buff,10,0,100,0
12163,772,Buff,10,0,-50,0
12166,792,Buff,10,0,-60,0
12167,830,Buff,8,0,700,0
12168,830,Buff,64,0,700,0
12170,13823,Item,0,0,2,0
12171,13823,Item,1,0,1,0
12172,13823,Item,2,0,2,0
12173,13823,Item,3,0,1,0
12174,13823,Item,4,0,2,0
12175,839,Buff,54,0,500,0
12176,839,Buff,51,0,500,0
12177,839,Buff,55,0,500,0
12178,839,Buff,52,0,500,0
12179,839,Buff,58,0,500,0
12180,840,Buff,8,1,-99,0
12181,840,Buff,20,1,-99,0
12182,840,Buff,21,1,-99,0
12183,840,Buff,22,0,-99,0
12184,841,Buff,6,0,315,0
12189,847,Buff,51,0,-300,0
12190,847,Buff,52,0,-300,0
12191,847,Buff,53,0,-300,0
12195,853,Buff,8,1,-100,0
12196,853,Buff,64,1,-100,0
12202,863,Buff,90,0,-15,0
12205,14212,Item,0,0,17,0
12206,14212,Item,1,0,17,0
12209,14213,Item,0,0,20,0
12210,14213,Item,1,0,20,0
12211,14214,Item,0,0,23,0
12212,14214,Item,1,0,23,0
12214,14215,Item,2,0,30,0
12215,14216,Item,2,0,33,0
12216,14217,Item,2,0,37,0
12217,14218,Item,2,0,42,0
12218,14219,Item,0,0,30,0
12219,14220,Item,0,0,33,0
12220,14221,Item,0,0,37,0
12221,14222,Item,0,0,42,0
12222,14223,Item,1,0,30,0
12223,14224,Item,1,0,33,0
12224,14225,Item,1,0,37,0
12233,886,Buff,58,0,120,0
12238,892,Buff,73,0,-30,0
12241,895,Buff,10,0,150,0
12242,896,Buff,10,0,-40,0
12243,897,Buff,51,0,100,0
12244,897,Buff,52,0,100,0
12245,449,Npc,10,0,30,0
12246,548,Npc,10,0,80,0
12247,902,Buff,18,0,-5000,0
12248,902,Buff,23,0,-5000,0
12252,905,Buff,73,0,-70,0
12254,914,Buff,58,0,500,0
12255,914,Buff,54,0,300,0
12256,914,Buff,55,0,300,0
12257,914,Buff,51,0,300,0
12258,914,Buff,52,0,300,0
12259,914,Buff,71,1,-300,0
12260,914,Buff,53,0,300,0
12261,915,Buff,71,0,-500,0
12273,923,Buff,10,0,-15,0
12274,926,Buff,6,1,10,0
12275,918,Buff,73,0,-40,0
12276,3372,Npc,10,0,50,0
12277,3378,Npc,10,0,400,0
12278,3378,Npc,6,1,-80,0
12279,5775,Npc,6,1,-90,0
12280,3375,Npc,10,0,50,0
12281,6047,Npc,6,1,-90,0
12283,6466,Npc,6,1,-500,0
12285,933,Buff,54,0,300,0
12286,933,Buff,58,0,-100,0
12287,3450,Npc,10,0,30,0
12289,954,Buff,54,0,500,0
12290,954,Buff,55,0,500,0
12291,954,Buff,51,0,330,0
12292,954,Buff,52,0,330,0
12293,954,Buff,71,1,-500,0
12294,954,Buff,53,0,330,0
12295,955,Buff,54,0,-167,0
12296,955,Buff,55,0,-167,0
12297,955,Buff,51,0,-200,0
12298,955,Buff,52,0,-200,0
12299,955,Buff,71,1,200,0
12300,955,Buff,53,0,-200,0
12306,958,Buff,10,1,-50,0
12307,959,Buff,0,1,10,0
12308,959,Buff,1,1,10,0
12309,959,Buff,2,1,10,0
12310,959,Buff,3,1,10,0
12311,959,Buff,4,1,10,0
12318,6478,Npc,6,1,-99,0
12319,6471,Npc,0,0,100,0
12325,963,Buff,86,0,50,0
12327,789,Buff,53,0,120,0
12330,5828,Npc,10,1,20,0
12345,14592,Item,1,0,14,0
12346,14592,Item,0,0,10,0
12347,14592,Item,2,0,10,0
12348,14592,Item,4,0,10,0
12374,977,Buff,73,0,-90,0
12377,6474,Npc,0,1,-90,0
12378,6477,Npc,0,1,-90,0
12380,990,Buff,0,1,2,0
12381,992,Buff,1,1,2,0
12382,993,Buff,3,1,2,0
12385,1004,Buff,33,0,5000,0
12399,6535,Npc,6,1,-50,0
12401,5568,Npc,6,1,50,0
12402,5568,Npc,33,1,20,0
12403,30,Slave,8,0,3000,0
12404,30,Slave,6,0,8000,0
12440,7525,Item,0,0,22,0
12441,7525,Item,1,0,45,0
12527,3353,Npc,10,0,50,0
12531,6547,Npc,6,0,10000,0
12532,6548,Npc,6,1,-70,0
12533,6552,Npc,6,1,-30,0
12534,6553,Npc,6,1,-30,0
12555,6563,Npc,6,1,50,0
12588,1047,Buff,10,0,-30,0
12591,6625,Npc,6,1,50,0
12594,808,Buff,59,1,-100,0
12595,808,Buff,60,1,-100,0
12596,24,BuffUnitModifier,30,1,10,0
12597,25,BuffUnitModifier,16,1,10,0
12598,1045,Buff,10,0,50,0
12599,1043,Buff,10,0,50,0
12601,1060,Buff,73,0,-30,0
12648,1065,Buff,7,0,70,0
12654,1048,Buff,10,0,-50,0
12655,1870,Npc,6,1,-30,0
12661,1068,Buff,51,0,120,0
12662,1068,Buff,52,0,120,0
12663,1068,Buff,53,0,120,0
12671,1073,Buff,10,0,5,0
12697,7423,Item,1,0,7,0
12698,7423,Item,2,0,15,0
12699,7423,Item,8,0,654,0
12700,7424,Item,0,0,7,0
12701,7424,Item,1,0,15,0
12702,7424,Item,2,0,7,0
12703,7421,Item,4,0,6,0
12704,7421,Item,12,0,3,0
12705,7420,Item,0,0,13,0
12706,7420,Item,2,0,6,0
12707,7421,Item,2,0,13,0
12708,7421,Item,3,0,6,0
12712,7425,Item,3,0,7,0
12713,7425,Item,79,0,10,0
12714,7426,Item,0,0,15,0
12715,7427,Item,2,0,15,0
12716,7429,Item,8,0,654,0
12717,7430,Item,0,0,9,0
12718,7430,Item,1,0,18,0
12719,7430,Item,2,0,9,0
12724,1078,Buff,10,0,-40,0
12725,3345,Npc,10,0,-30,0
12739,7419,Item,3,0,6,0
12740,7419,Item,79,0,10,0
12741,7424,Item,11,0,5,0
12742,7425,Item,0,0,7,0
12743,7425,Item,1,0,15,0
12752,1086,Buff,10,0,-25,0
12786,7341,Item,6,0,698,0
12787,7342,Item,0,0,15,0
12788,7342,Item,1,0,15,0
12795,7016,Npc,0,1,-20,0
12796,7016,Npc,6,1,-20,0
12802,1136,Buff,10,0,200,0
12803,1138,Buff,10,0,-50,0
12807,2093,Npc,6,1,300,0
12808,1149,Buff,10,0,50,0
12809,2671,Npc,6,0,-30,0
12817,1155,Buff,73,0,-1,0
12818,1157,Buff,73,0,-1,0
12819,1160,Buff,73,0,-1,0
12820,1173,Buff,89,0,100,0
12821,1174,Buff,78,0,-500,0
12822,1174,Buff,83,0,-500,0
12823,7057,Npc,6,0,20000,0
12824,7057,Npc,7,0,10000,0
12825,553,Npc,8,1,-50,0
12826,554,Npc,8,1,-50,0
13136,7081,Npc,6,0,-20,0
13137,6549,Npc,6,1,-50,0
13675,31,Slave,6,0,10000,0
13678,5741,Npc,6,0,400,0
13916,1219,Buff,10,0,50,0
13917,2513,Npc,6,0,-700,0
14054,1224,Buff,6,0,79,0
14056,7524,Item,2,0,45,0
14057,7524,Item,8,0,894,0
14058,7523,Item,6,0,946,0
14059,7524,Item,0,0,22,0
14060,7524,Item,1,0,22,0
14110,7500,Item,1,0,10,0
14111,7500,Item,79,0,10,0
14112,7501,Item,0,0,16,0
14113,7501,Item,4,0,10,0
14114,7502,Item,2,0,10,0
14115,7502,Item,3,0,16,0
14116,7502,Item,12,0,3,0
14117,7503,Item,0,0,16,0
14118,7503,Item,1,0,8,0
14119,7505,Item,11,0,5,0
14120,7506,Item,0,0,8,0
14121,7506,Item,1,0,16,0
14122,7506,Item,3,0,8,0
14123,7506,Item,79,0,10,0
14124,7513,Item,0,0,36,0
14125,7513,Item,2,0,18,0
14126,7513,Item,4,0,18,0
14127,7513,Item,7,0,344,0
14128,7453,Item,0,0,16,0
14129,7453,Item,2,0,8,0
14130,7453,Item,4,0,8,0
14131,7453,Item,7,0,304,0
14132,7454,Item,2,0,16,0
14133,7454,Item,3,0,8,0
14137,7455,Item,1,0,9,0
14138,7455,Item,2,0,9,0
14139,7455,Item,6,0,764,0
14140,7456,Item,0,0,9,0
14141,7456,Item,1,0,9,0
14142,7456,Item,2,0,18,0
14143,7456,Item,8,0,774,0
14144,7457,Item,0,0,9,0
14145,7457,Item,1,0,18,0
14146,7457,Item,2,0,9,0
14147,7457,Item,11,0,5,0
14149,7528,Item,3,0,22,0
14150,7528,Item,4,0,22,0
14151,7528,Item,12,0,4,0
14152,7529,Item,2,0,22,0
14153,7529,Item,3,0,45,0
14154,7529,Item,4,0,22,0
14155,7530,Item,2,0,45,0
14156,7533,Item,2,0,24,0
14157,7533,Item,11,0,6,0
14158,1225,Buff,90,0,-50,0
14166,6075,Item,4,0,20,0
14167,6075,Item,6,0,1242,0
14168,6076,Item,0,0,20,0
14172,6076,Item,1,0,25,0
14173,6076,Item,2,0,20,0
14174,6076,Item,77,0,30,0
14187,7448,Item,3,0,6,0
14188,7448,Item,4,0,6,0
14189,7448,Item,12,0,3,0
14230,7446,Item,1,0,13,0
14231,7446,Item,3,0,6,0
14234,7454,Item,4,0,8,0
14235,7454,Item,12,0,3,0
14236,7455,Item,0,0,18,0
14264,6096,Item,2,0,19,0
14265,6096,Item,3,0,24,0
14266,6096,Item,4,0,19,0
14267,7556,Item,56,0,3800,0
14268,7557,Item,1,0,44,0
14269,7557,Item,2,0,88,0
14270,7557,Item,3,0,44,0
14271,7557,Item,58,0,3800,0
14272,7558,Item,0,0,96,0
14273,7558,Item,1,0,48,0
14274,7558,Item,2,0,48,0
14275,7558,Item,6,0,994,0
14276,7559,Item,0,0,48,0
14277,7559,Item,1,0,48,0
14278,7559,Item,2,0,96,0
14279,7559,Item,8,0,1014,0
14280,7560,Item,0,0,48,0
14281,7560,Item,1,0,96,0
14282,7560,Item,2,0,48,0
14283,7560,Item,11,0,6,0
14284,7561,Item,0,0,48,0
14285,7561,Item,1,0,96,0
14286,7561,Item,3,0,48,0
14287,7561,Item,79,0,20,0
14288,7562,Item,0,0,96,0
14289,7562,Item,2,0,48,0
14290,7562,Item,4,0,48,0
14291,7562,Item,7,0,416,0
14292,7563,Item,2,0,96,0
14293,7563,Item,3,0,48,0
14294,7563,Item,4,0,48,0
14295,7563,Item,12,0,4,0
14296,7564,Item,2,0,48,0
14297,7564,Item,3,0,96,0
14298,7564,Item,4,0,48,0
14299,7564,Item,56,0,4400,0
14308,7567,Item,0,0,21,0
14309,7567,Item,2,0,10,0
14310,7567,Item,4,0,10,0
14311,7567,Item,7,0,320,0
14312,7568,Item,2,0,21,0
14313,7568,Item,3,0,10,0
14314,7568,Item,4,0,10,0
14315,7568,Item,12,0,3,0
14316,7569,Item,2,0,10,0
14317,7569,Item,3,0,21,0
14318,7569,Item,4,0,10,0
14319,7569,Item,56,0,200,0
14320,7570,Item,0,0,25,0
14321,7570,Item,1,0,12,0
14322,7570,Item,2,0,12,0
14323,7570,Item,6,0,810,0
14324,7571,Item,0,0,12,0
14325,7571,Item,1,0,12,0
14326,7571,Item,2,0,25,0
14327,7571,Item,8,0,774,0
14328,7572,Item,0,0,12,0
14329,7572,Item,1,0,25,0
14330,7572,Item,2,0,12,0
14331,7572,Item,11,0,5,0
14332,7573,Item,0,0,12,0
14333,7573,Item,1,0,25,0
14334,7573,Item,3,0,12,0
14335,7573,Item,79,0,20,0
14336,7574,Item,0,0,25,0
14337,7574,Item,2,0,12,0
14338,7574,Item,4,0,12,0
14339,7574,Item,7,0,352,0
14340,7575,Item,2,0,25,0
14341,7575,Item,3,0,12,0
14342,7575,Item,4,0,12,0
14343,7575,Item,12,0,4,0
14344,7576,Item,2,0,12,0
14345,7576,Item,3,0,25,0
14346,7576,Item,4,0,12,0
14347,7576,Item,56,0,2800,0
14348,7577,Item,0,0,27,0
14349,7577,Item,1,0,13,0
14350,7577,Item,2,0,13,0
14351,7577,Item,6,0,878,0
14352,7578,Item,0,0,13,0
14353,7578,Item,1,0,13,0
14354,7578,Item,2,0,27,0
14355,7578,Item,8,0,894,0
14356,7579,Item,0,0,13,0
14357,7579,Item,1,0,27,0
14358,7579,Item,2,0,13,0
14359,7579,Item,11,0,5,0
14360,7580,Item,0,0,13,0
14361,7580,Item,1,0,27,0
14362,7580,Item,3,0,13,0
14363,7580,Item,79,0,20,0
14364,7581,Item,0,0,27,0
14365,7581,Item,2,0,13,0
14366,7581,Item,4,0,13,0
14367,7581,Item,7,0,376,0
14368,7582,Item,2,0,27,0
14369,7582,Item,3,0,13,0
14370,7582,Item,4,0,13,0
14371,7582,Item,12,0,4,0
14372,7583,Item,2,0,13,0
14373,7583,Item,3,0,27,0
14374,7583,Item,4,0,13,0
14375,7583,Item,56,0,3400,0
14376,7584,Item,1,0,13,0
14377,7584,Item,2,0,27,0
14378,7584,Item,3,0,13,0
14379,7584,Item,58,0,3400,0
14380,7585,Item,0,0,32,0
14381,7585,Item,1,0,16,0
14382,7585,Item,2,0,16,0
14383,7585,Item,6,0,994,0
14384,7586,Item,0,0,16,0
14385,7586,Item,1,0,16,0
14386,7586,Item,2,0,32,0
14387,7586,Item,8,0,1014,0
14388,7587,Item,0,0,16,0
14389,7587,Item,1,0,32,0
14390,7587,Item,2,0,16,0
14391,7587,Item,11,0,6,0
14392,7588,Item,0,0,16,0
14393,7588,Item,1,0,32,0
14394,7588,Item,3,0,16,0
14395,7588,Item,79,0,30,0
14396,7589,Item,0,0,32,0
14397,7589,Item,2,0,16,0
14398,7589,Item,4,0,16,0
14399,7589,Item,7,0,416,0
14400,7590,Item,2,0,32,0
14401,7590,Item,3,0,16,0
14402,7590,Item,4,0,16,0
14403,7590,Item,12,0,4,0
14404,7591,Item,2,0,16,0
14405,7591,Item,3,0,32,0
14406,7591,Item,4,0,16,0
14407,7591,Item,56,0,4400,0
14408,7592,Item,1,0,16,0
14409,7592,Item,2,0,32,0
14410,7592,Item,3,0,16,0
14411,7592,Item,58,0,4400,0
14412,7593,Item,0,0,9,0
14413,7593,Item,1,0,18,0
14414,7593,Item,3,0,9,0
14415,7593,Item,79,0,10,0
14416,7594,Item,0,0,18,0
14417,7594,Item,2,0,9,0
14418,7594,Item,4,0,9,0
14419,7594,Item,7,0,328,0
14420,7595,Item,2,0,18,0
14421,7595,Item,3,0,9,0
14422,7595,Item,4,0,9,0
14423,7595,Item,12,0,4,0
14424,7596,Item,2,0,9,0
14425,7596,Item,3,0,18,0
14426,7596,Item,4,0,9,0
14427,7596,Item,56,0,2200,0
14428,7597,Item,0,0,20,0
14429,7597,Item,1,0,10,0
14430,7597,Item,2,0,10,0
14431,7597,Item,6,0,832,0
14432,7598,Item,0,0,10,0
14433,7598,Item,1,0,10,0
14434,7598,Item,2,0,20,0
14435,7598,Item,8,0,774,0
14436,7599,Item,0,0,10,0
14437,7599,Item,1,0,20,0
14438,7599,Item,2,0,10,0
14439,7599,Item,11,0,5,0
14440,7600,Item,0,0,10,0
14441,7600,Item,1,0,20,0
14442,7600,Item,3,0,10,0
14443,7600,Item,79,0,20,0
14444,7601,Item,0,0,20,0
14445,7601,Item,2,0,10,0
14446,7601,Item,4,0,10,0
14447,7601,Item,7,0,360,0
14448,7602,Item,2,0,20,0
14449,7602,Item,3,0,10,0
14450,7602,Item,4,0,10,0
14451,7602,Item,12,0,4,0
14452,7603,Item,2,0,10,0
14453,7603,Item,3,0,20,0
14454,7603,Item,4,0,10,0
14455,7603,Item,56,0,3000,0
14456,7604,Item,0,0,22,0
14457,7604,Item,1,0,11,0
14458,7604,Item,2,0,11,0
14459,7604,Item,6,0,900,0
14464,7606,Item,0,0,11,0
